"the_geom","id","business_name","full_address","city","state","zip","business_naics_code","phone_number","website","resource_type","sub_resource_type","abc","address_authority","address_id","business_id"
"POINT (-91.068311389818 30.456703356676)","32911","PAYDAY LOANS","10440 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","522291",,,"FINANCIAL INSTITUTION","CHECK CASHING","NO","BATON ROUGE","0","28695"
"POINT (-91.056813114717 30.427067449628)","148070","SUGAR INDUSTRY EQUIPMENT","2644 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","339000",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","37822"
"POINT (-91.071444945206 30.471840483232)","25320","CAPCO AIR CONDITIONING & HEATING CO","10186 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","238220",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","1721"
"POINT (-91.031003453462 30.408073262765)","42078","GARRY JOHNSON & ASSOC","13360 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","541612",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","27396"
"POINT (-91.093358898032 30.479588170938)","122264","QUALITY FITNESS PERFECTED - QFP","8882 SYBLE DR","BATON ROUGE","LOUISIANA","70814","815000",,,"FITNESS",,"NO","BATON ROUGE","0","34461"
"POINT (-91.140301256172 30.476723990176)","120664","BOATNERS FAMILY HAIR CENTER","3034 N FOSTER DR","BATON ROUGE","LOUISIANA","70805","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","0","15082"
"POINT (-91.038944299045 30.555422606965)","185814","PAPA JOHNS PIZZA","13585 HOOPER RD","CENTRAL","LOUISIANA","70818","722000",,,"RESTAURANT",,"NO","CENTRAL","0","33657"
"POINT (-91.174557421794 30.445263826195)","33931","DYKE NELSON ARCHITECTURE","235 S 14TH ST","BATON ROUGE","LOUISIANA","70802","541310",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","23000"
"POINT (-91.176936437865 30.451662386873)","32308","WAREHOUSE FOR COASTAL ENVIRONMENTS, INC.","1252 MAIN ST","BATON ROUGE","LOUISIANA","70802","236220",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","8730"
"POINT (-90.969844151591 30.366647300039)","42263","QUALITY ELECTRIC","9050 S TIGER BEND RD","BATON ROUGE","LOUISIANA","70817","238210",,,"CONSTRUCTION",,"NO","PARISH","0","6839"
"POINT (-91.124564182821 30.406690793438)","27152","MICHAEL SIMON","6161 PERKINS RD","BATON ROUGE","LOUISIANA","70808","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","37882"
"POINT (-91.100950488133 30.422108959035)","152269","OVERLAND SOLUTIONS","7906 WRENWOOD BLVD","BATON ROUGE","LOUISIANA","70809","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","32955"
"POINT (-91.083409548819 30.428053959211)","43512","COURT REPORTERS OF LOUISIANA LLC","9418 BROOKLINE AVE","BATON ROUGE","LOUISIANA","70809","561492",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","22190"
"POINT (-91.083643641924 30.466547384201)","136301","PAYNES TRUCKING","1787 N REDONDO DR","BATON ROUGE","LOUISIANA","70815","484000",,,"SHIPPING",,"NO","BATON ROUGE","0","39199"
"POINT (-91.135125818735 30.446204553375)","174062","SUN HAIR CROWN #3","5355 GOVERNMENT ST, STE C","BATON ROUGE","LOUISIANA","70806","448150",,,"RETAIL",,"NO","BATON ROUGE","0","20603"
"POINT (-91.049853633989 30.392665442166)","42349","AREA TIRE SERVICE","11860 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","236210",,,"CONSTRUCTION",,"NO","PARISH","0","19327"
"POINT (-91.122913944194 30.445226839515)","26573","MARSHA'S HAIR NAIL & ACCESSORI","6555 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806","812000",,,"PERSONAL SERVICES","NAIL SALON","NO","BATON ROUGE","0","32446"
"POINT (-91.128550572927 30.478382366925)","140735","LIVING FAITH ACADEMY OF EXCELLENCE","6180 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","45680"
"POINT (-91.162945530054 30.470406899389)","21875","CVS PHARMACY #5615","2520 PLANK RD","BATON ROUGE","LOUISIANA","70805","446110","225-357-1484","http://cvs.com/","RETAIL","SNAP RETAILER","YES","BATON ROUGE","0","27279"
"POINT (-91.161208220137 30.448378324338)","25531","FMC DIALYSIS CENTER","2661 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","621492","225-357-9055",,"HEALTH CARE","COMMUNITY HEALTH CLINIC","NO","BATON ROUGE","0","24793"
"POINT (-91.065016716173 30.408945131078)","155283","ST JOSEPH HOSPICE","10615 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","623110",,,"HEALTH CARE",,"NO","PARISH","0","60178"
"POINT (-91.025372540769 30.338991074872)","35420","BROWN INDUSTRIIES","727 HIGHLANDIA DR","BATON ROUGE","LOUISIANA","70810","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","37727"
"POINT (-91.018931932711 30.464599934119)","22016","RELIABLE PLUMBING INC","15016 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","238000",,,"CONSTRUCTION",,"NO","PARISH","0","34835"
"POINT (-91.051718207201 30.430132572538)","160693","SKIN DEEP ESTHETICS","11748 S HARRELL'S FERRY RD, STE A","BATON ROUGE","LOUISIANA","70816","812000",,,"PERSONAL SERVICES",,"NO","BATON ROUGE","0","46745"
"POINT (-91.162919314905 30.426701394998)","101924","LEE NEWMAN","2368 DOGWOOD AVE","BATON ROUGE","LOUISIANA","70808","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","31768"
"POINT (-91.173772848413 30.565928695594)","11027","AKT ENVIRONMENTAL SERVICES INC","1980 RAFE MAYER RD","BATON ROUGE","LOUISIANA","70807","237000",,,"CONSTRUCTION",,"NO","PARISH","0","61954"
"POINT (-91.063638650583 30.493403335865)","21799","LIL' RUGRATS DAYCARE CENTER INC.","10808 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","624410",,,"COMMUNITY RESOURCE","CHILD DAY CARE","NO","BATON ROUGE","0","35089"
"POINT (-91.155336086438 30.651999464434)","189459","SWAMP ASSASSIN LLC","4537 COBB ST","ZACHARY","LOUISIANA","70791","454000",,,"RETAIL",,"NO","ZACHARY","0","40601"
"POINT (-91.128336200733 30.573681021381)","157057","BAKER FOOTCARE","13888 PLANK RD","BAKER","LOUISIANA","70714","621000",,,"HEALTH CARE",,"NO","BAKER","0","40709"
"POINT (-91.015180089969 30.404523307259)","173204","IN THE DOGHOUSE PET GROOMING","5441 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","812000",,,"PERSONAL SERVICES",,"NO","PARISH","0","62794"
"POINT (-91.174998246893 30.44715060297)","119361","STAMPLEY'S AUTO REPAIR","120 S 14TH ST","BATON ROUGE","LOUISIANA","70802","811121",,,"AUTO","REPAIR","NO","BATON ROUGE","0","7875"
"POINT (-91.071446797822 30.427220912132)","20826","ASI LLC","10415 PLAZA AMERICANA DR","BATON ROUGE","LOUISIANA","70816","541512",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","606"
"POINT (-91.097058192702 30.446415888437)","34470","WHITLEY JOHN B","541 SHADOWS LN","BATON ROUGE","LOUISIANA","70806","621210",,,"HEALTH CARE",,"NO","BATON ROUGE","0","33803"
"POINT (-91.113058416176 30.463599503809)","26968","ENGRAVED DESIGNS","1713 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL",,"NO","BATON ROUGE","0","37802"
"POINT (-91.137912038928 30.491271731029)","117006","NIQCAS CREATIVE DESIGNS","4482 ELM DR","BATON ROUGE","LOUISIANA","70805","453000",,,"RETAIL",,"NO","BATON ROUGE","0","33331"
"POINT (-91.134789792779 30.555412211643)","14913","DRUSILLA CLEANERS","12031 PLANK RD","BATON ROUGE","LOUISIANA","70811","812000",,,"PERSONAL SERVICES",,"NO","PARISH","0","11292"
"POINT (-91.159769006839 30.424848978499)","28603","LA BELLA BARCELONA SALON & BOUTIQUE","2265 CHRISTIAN ST","BATON ROUGE","LOUISIANA","70808","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","0","23047"
"POINT (-91.108639889106 30.404220482625)","148198","FASHION OPTIQUE","7777 HENNESSY BLVD","BATON ROUGE","LOUISIANA","70808","453000",,,"RETAIL",,"NO","BATON ROUGE","0","37256"
"POINT (-91.18748999365 30.451948432494)","18110","HUE MEDIA COMPANY","301 MAIN ST","BATON ROUGE","LOUISIANA","70802","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","38712"
"POINT (-91.129698279898 30.450647544245)","43874","GULF COAST SOCIAL SERVICES","5850 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","623210","225-201-0696","http://gctfs.org","COMMUNITY RESOURCE","YOUTH SERVICES","NO","BATON ROUGE","0","16116"
"POINT (-91.04405694341 30.384183530381)","56678","PEDIATRIC SERVICES OF AMERICA","12241 INDUSTRIPLEX BLVD, STE A-D","BATON ROUGE","LOUISIANA","70809","621610",,,"HEALTH CARE",,"NO","PARISH","0","29241"
"POINT (-91.100923849354 30.369313380776)","83184","FUSSELL CUSTOM HOMES BY JIM","10723 N OAK HILLS PKWY, BLDG A","BATON ROUGE","LOUISIANA","70810","236115",,,"CONSTRUCTION",,"NO","PARISH","0","30715"
"POINT (-91.059893148265 30.386592702293)","149651","HOME GOODS #658","6835 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","442000",,,"RETAIL","FURNITURE STORE","NO","PARISH","0","62571"
"POINT (-91.183338770636 30.451689971252)","17342","KEOGH, COX, WILSON","701 MAIN ST","BATON ROUGE","LOUISIANA","70802","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","BATON ROUGE","0","31251"
"POINT (-91.048974430404 30.382383522012)","52322","ARCHITECTURAL GLASS & METAL INC.","6640 EXCHEQUER DR","BATON ROUGE","LOUISIANA","70809","332323",,,"INDUSTRIAL",,"NO","PARISH","0","560"
"POINT (-91.071914776221 30.477843143414)","20234","PHCC BR MASTER PLUMBER ASSOCIATION","10359 MAMMOTH AVE","BATON ROUGE","LOUISIANA","70814","238220",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","16157"
"POINT (-91.008530815179 30.431500451142)","97813","BATON ROUGE RADIOLOGY GROUP","2550 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","621512","225-769-9337","http://brrg.com/","HEALTH CARE","COMMUNITY HEALTH CLINIC","NO","BATON ROUGE","0","48044"
"POINT (-91.072272640418 30.393205764611)","74380","H FOUR GROUP LLC","10330 E GRONER AVE","BATON ROUGE","LOUISIANA","70809","531000",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","PARISH","0","29802"
"POINT (-91.139066544191 30.586077842567)","2413","ALL ABOUT STORAGE","5553 GROOM RD","BAKER","LOUISIANA","70714",,,,"WAREHOUSING",,"NO","BAKER","0","40431"
"POINT (-91.114374002801 30.433504719532)","172828","BATH JUNKIE","7150 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","453220",,,"RETAIL",,"NO","BATON ROUGE","0","37844"
"POINT (-91.065068389069 30.386721956696)","54357","STAGE # 354","6900 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","453000",,,"RETAIL",,"NO","PARISH","0","36246"
"POINT (-91.192556832754 30.649249904611)","197040","SHERWIN-WILLIAMS #7680","20012 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791","453000",,,"RETAIL",,"NO","ZACHARY","0","47021"
"POINT (-91.096404842853 30.367764099185)","180444","LEOPARD DIGITAL LLC","11027 N OAK HILLS PKWY","BATON ROUGE","LOUISIANA","70810","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","47677"
"POINT (-91.002256380552 30.459709670471)","195305","JOYA ENTERPRISES LLC","16352 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","238000",,,"CONSTRUCTION",,"NO","PARISH","0","30200"
"POINT (-91.111402484919 30.432940685943)","148052","BODY FACTORY LLC","7450 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","713940",,,"RECREATION",,"NO","BATON ROUGE","0","35386"
"POINT (-91.048137436028 30.424310495996)","42184","THE LIFE OF A SINGLE MOM","12015 JUSTICE AVE","BATON ROUGE","LOUISIANA","70816","815000","225-341-8055","http://thelifeofasinglemom.com","COMMUNITY RESOURCE","DIAPER BANKS","NO","BATON ROUGE","0","32386"
"POINT (-91.185475718849 30.442126880903)","154494","SHANDA J MCCLAIN","658 SAINT CHARLES ST","BATON ROUGE","LOUISIANA","70802","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","35658"
"POINT (-91.106241341504 30.366945090805)","162197","D B SYSGRAPH","10532 S GLENSTONE PL, STE D","BATON ROUGE","LOUISIANA","70810","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","42013"
"POINT (-91.022806967463 30.365767462389)","26728","AMERICA'S HOME PLACE INC.","14241 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","236115",,,"CONSTRUCTION",,"NO","PARISH","0","37033"
"POINT (-91.070007015164 30.420854315132)","60643","COURTNEY'S RV PARK","10240 JANICE ST","BATON ROUGE","LOUISIANA","70816","531190",,,"MOBILE HOME PARK",,,"BATON ROUGE","0","66238"
"POINT (-91.105447423999 30.397465068677)","76482","NATIONAL CAPITAL CORP.","7941 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","523930",,,"PROFESSIONAL SERVICES","FINANCIAL ASSISTANCE","NO","PARISH","0","26091"
"POINT (-91.034042440768 30.422279747583)","29951","EPISCOPAL HIGH SCHOOL","3200 WOODLAND RIDGE BLVD","BATON ROUGE","LOUISIANA","70816","611110","225-753-9782","http://ehsbr.org/","FOOD ACCESS","SUMMER YOUTH MEALS","NO","BATON ROUGE","0","29210"
"POINT (-91.180916160582 30.651385010165)","190593","ROUSES MARKET #60","2300 CHURCH ST","ZACHARY","LOUISIANA","70791","445000",,,"RESTAURANT",,"YES","ZACHARY","0","47478"
"POINT (-91.168258212792 30.389963371382)","46427","AT&T","960 W LEE DR","BATON ROUGE","LOUISIANA","70820","517110",,,"COMMUNICATIONS",,"NO","BATON ROUGE","0","14717"
"POINT (-91.133014279227 30.404834922381)","46291","JANE EVANS DESIGNS","5721 HYACINTH AVE","BATON ROUGE","LOUISIANA","70808","453000",,,"RETAIL",,"NO","BATON ROUGE","0","30742"
"POINT (-91.152005030716 30.502017199913)","15411","PLANK ROAD MARKET","5686 PLANK RD","BATON ROUGE","LOUISIANA","70805","445110","225-355-0220",,"RETAIL","CONVENIENCE STORE","YES","BATON ROUGE","0","34060"
"POINT (-91.023546747786 30.368958049502)","174944","HMT INSPECTION","14141 AIRLINE HWY, STE 4F","BATON ROUGE","LOUISIANA","70817","541330",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","18584"
"POINT (-91.083008404842 30.47352779303)","132875","SOUTHERN FASTENER & TOOL CO IN","9440 MAMMOTH AVE","BATON ROUGE","LOUISIANA","70814","444000",,,"RETAIL","HOME IMPROVEMENT STORE","NO","BATON ROUGE","0","36062"
"POINT (-91.098099631446 30.380393901455)","5712","PAPACITOS CAFÉ","7750 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","722110",,,"RESTAURANT",,"NO","PARISH","0","32754"
"POINT (-91.139202538768 30.417372688533)","40502","COLLEGE DRIVE MINI-STORAGE","4661 CONCORD AVE","BATON ROUGE","LOUISIANA","70808","531130",,,"SELF-STORAGE",,"NO","BATON ROUGE","0","11968"
"POINT (-91.150175740971 30.420916041134)","161013","CUPCAKE ALLIE LLC","3753 PERKINS RD, STE A","BATON ROUGE","LOUISIANA","70808","445000",,,"RESTAURANT",,"NO","BATON ROUGE","0","20933"
"POINT (-91.11093046387 30.466621487733)","25861","KOMET AMPLIFICATION","1865 DALLAS DR","BATON ROUGE","LOUISIANA","70806","339000",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","35027"
"POINT (-91.139605746115 30.4536196676)","32363","Q MART","585 N FOSTER DR","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL","HEALTHY CORNER STORE","YES","BATON ROUGE","0","38480"
"POINT (-91.108763622428 30.429123012178)","147150","BEEHIVE SALON LLC THE","7656 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","812000",,,"PERSONAL SERVICES",,"NO","BATON ROUGE","0","39326"
"POINT (-91.028796802407 30.407935687955)","38539","21ST SERVICE CORP. OFFICES","13480 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","524291",,,"PROFESSIONAL SERVICES","INSURANCE","NO","PARISH","0","7952"
"POINT (-91.083029722627 30.428597926255)","152772","MUSCARELLO PHIL","9487 BROOKLINE AVE","BATON ROUGE","LOUISIANA","70809","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","22423"
"POINT (-91.095400771557 30.416332518551)","28725","LAW OFFICES OF KEVIN CAIRE CPA","8658 QUARTERS LAKE RD","BATON ROUGE","LOUISIANA","70809","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","PARISH","0","43399"
"POINT (-91.032708262689 30.343605347357)","151441","CAPDECON SCHOOL OF BALLET","17650 HIGHLAND RD, STE A","BATON ROUGE","LOUISIANA","70810","711120",,,"RECREATION",,"NO","PARISH","0","19329"
"POINT (-91.145982737113 30.44867976618)","27802","DUPONT  IRBY  DR","4217 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","621320",,,"HEALTH CARE",,"NO","BATON ROUGE","0","2972"
"POINT (-91.178227536042 30.422302371201)","14207","UNIVERSITY TEXACO","2801 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","447110",,,"RETAIL","GAS STATION","NO","BATON ROUGE","0","37785"
"POINT (-90.96241482141 30.354226107713)","35642","PRIVATE SANITARY SEWER TREATMENT PLANT","10460 MONTRACHET DR","BATON ROUGE","LOUISIANA","70817","221000",,,"UTILITY",,"NO","PARISH","0","6751"
"POINT (-91.159262326495 30.42618073893)","108114","KALURAH STREET GRILL","2857 PERKINS RD","BATON ROUGE","LOUISIANA","70808","722000",,,"RESTAURANT",,"YES","BATON ROUGE","0","47591"
"POINT (-91.125610640149 30.424069905797)","40460","IZZO'S ILLEGAL BURRITO","6220 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70809","722110",,,"RESTAURANT",,"YES","BATON ROUGE","0","30550"
"POINT (-91.049347919851 30.404621180184)","67185","THE CHESNEY CENTER","5536 SUPERIOR DR, STE B","BATON ROUGE","LOUISIANA","70816","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","36914"
"POINT (-91.051752237468 30.426628101413)","162871","SCHIFF SCHECKMAN & WHITE LLP","11715 BRICKSOME AVE, STE A3","BATON ROUGE","LOUISIANA","70816","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","35492"
"POINT (-91.107492626317 30.455428028891)","121362","BRADYS MEDICAL TRANSPORATION","675 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806","485000",,,"SHIPPING",,"NO","BATON ROUGE","0","39900"
"POINT (-91.015097614789 30.405279569367)","173201","HI NABOR SUPERMARKET INC","5383 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","445110","225-927-5450","http://hinabor.com/","RETAIL","GROCERY","YES","PARISH","0","23401"
"POINT (-91.178939778458 30.451523763864)","173996","RLF LEGAL LLC","1040 MAIN ST","BATON ROUGE","LOUISIANA","70802","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","49165"
"POINT (-91.061002250261 30.387421765082)","146653","WHICH WICH SUPERIOR SANDWICHES","6725 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","722000",,,"RESTAURANT",,"NO","PARISH","0","38403"
"POINT (-91.170421225107 30.401600861481)","86453","BROUSSARD HOUSE","4512 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808","712120",,,"ATTRACTION",,"NO","BATON ROUGE","0","1528"
"POINT (-91.141022297549 30.509149329572)","20484","PETE'S FARMER'S MARKET/PETE'S SNOWBALL STAND","4919 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","445230",,,"FOOD ACCESS","GROCERY","NO","BATON ROUGE","0","41952"
"POINT (-91.085488211738 30.398474591143)","27339","ALBASHA GREEK LEBANESE RESTAURANT","5454 BLUEBONNET BLVD, STE A","BATON ROUGE","LOUISIANA","70809","722000",,,"RESTAURANT",,"YES","PARISH","0","30240"
"POINT (-91.130219389309 30.444160878362)","23957","SALON AT SEVEN OAKS","573 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","0","37574"
"POINT (-91.228681263384 30.642969444541)","181201","JAZZY GIRL BOUTIQUE","19595 BARNETT CUT-OFF RD","ZACHARY","LOUISIANA","70791","448000",,,"RETAIL",,"NO","PARISH","0","30795"
"POINT (-91.154660955749 30.494179331723)","18333","MONROES FLORAL DESIGNS","4886 PLANK RD","BATON ROUGE","LOUISIANA","70805","444000",,,"RETAIL","HOME IMPROVEMENT STORE","NO","BATON ROUGE","0","32983"
"POINT (-91.159694992837 30.393301104867)","42547","CVS PHARMACY INC #8309","5360 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808","446000",,,"RETAIL","SNAP RETAILER","YES","BATON ROUGE","0","2569"
"POINT (-91.133586783942 30.55647127772)","9071","SUBWAY SANDWICHES #15526","12044 PLANK RD","BATON ROUGE","LOUISIANA","70811","722000",,,"RESTAURANT",,"NO","PARISH","0","36478"
"POINT (-91.096523665342 30.471163485715)","33016","REDSTICK SALES","8652 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","454000",,,"RETAIL",,"NO","BATON ROUGE","0","34784"
"POINT (-91.127290761041 30.580956226056)","187836","WALGREENS #13875","6485 GROOM RD","BATON ROUGE","LOUISIANA","70814","446110",,"http://walgreens.com/","RETAIL","PHARMACY","YES","BAKER","0","41483"
"POINT (-91.086058244297 30.438218461274)","174382","GENERAL AUTOMOBILE INSURANCE, THE","9450 AIRLINE HWY, STE B","BATON ROUGE","LOUISIANA","70815","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","10709"
"POINT (-91.033706918593 30.393452922173)","181130","BMR INVESTMENTS","6415 QUIN DR","BATON ROUGE","LOUISIANA","70817","541330",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","23095"
"POINT (-91.163153168567 30.442877462591)","114509","JARED YOUNG SANDERS JR. HOUSE","2332 WISTERIA ST","BATON ROUGE","LOUISIANA","70806","712120",,,"ATTRACTION",,"NO","BATON ROUGE","0","4520"
"POINT (-91.102466802033 30.421380328748)","40706","POWERS, SELLERS& CHAPOTON LLP","7967 OFFICE PARK BLVD","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","34179"
"POINT (-91.075714067495 30.489636606251)","156652","CUSTOM WOOD PRODUCTS","9845 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","339000",,,"INDUSTRIAL",,"NO","PARISH","0","27256"
"POINT (-91.045953471348 30.423959603102)","155114","PRIMARY RESIDENTIAL MORTGAGE","13010 JUSTICE AVE","BATON ROUGE","LOUISIANA","70816","531210",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","BATON ROUGE","0","11091"
"POINT (-91.112542216102 30.434767499798)","2246","LORD WELLINGTON FINANCIAL INC","7341 JEFFERSON HWY, STE M","BATON ROUGE","LOUISIANA","70806","815000",,,"FINANCIAL INSTITUTION",,"NO","BATON ROUGE","0","35398"
"POINT (-91.184414256346 30.44589017434)","12365","MAYEUX LAW FIRM","600 AMERICA ST","BATON ROUGE","LOUISIANA","70802","541000",,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE","NO","BATON ROUGE","0","32539"
"POINT (-91.100399726248 30.468292345382)","28496","MBD AUTOMATION LLC","8305 TOM DR","BATON ROUGE","LOUISIANA","70815","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","32612"
"POINT (-91.089621627235 30.406391346699)","53202","KG AUTO TECH LLC","4549 BLECKER DR","BATON ROUGE","LOUISIANA","70809","815000",,,"AUTO","REPAIR","NO","PARISH","0","31272"
"POINT (-91.104702717632 30.394288104312)","61011","HOMEWOOD SENIOR CENTER","3653 GRANADA DR","BATON ROUGE","LOUISIANA","70810","713940",,,"RECREATION",,"NO","BATON ROUGE","0","18732"
"POINT (-91.142257068897 30.650443225724)","194076","SUBWAY 37730","5801 MAIN ST","ZACHARY","LOUISIANA","70791","722000",,,"RESTAURANT",,"NO","ZACHARY","0","46964"
"POINT (-91.190242957105 30.451194848684)","15061","HILTON BATON ROUGE CAPITOL CENTER","100 MAIN ST","BATON ROUGE","LOUISIANA","70801","722000",,,"HOTEL/MOTEL",,"YES","BATON ROUGE","0","30041"
"POINT (-91.050648485514 30.425575149238)","46950","FIRST FAMILY MORTGAGE","2924 BRAKLEY DR, STE A-B","BATON ROUGE","LOUISIANA","70816","532310",,,"FINANCIAL INSTITUTION","MORTGAGE LENDER","NO","BATON ROUGE","0","32793"
"POINT (-91.016190893628 30.455744790533)","5641","BEAUTY & BEYOND HAIR SALON","15254 OLD HAMMOND HWY, STE C4","BATON ROUGE","LOUISIANA","70816","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","PARISH","0","50646"
"POINT (-91.081564104027 30.352869627485)","153229","PAIGE S JENKINS LCSW LLC","10431 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","36584"
"POINT (-91.055587972794 30.460108048196)","22717","PAYDAY TODAY LLC","11457 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","521000",,,"FINANCIAL INSTITUTION","CHECK CASHING","NO","BATON ROUGE","0","33773"
"POINT (-91.005935046404 30.445515471327)","42560","FLOOR SURPLUS","1683 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","453000",,,"RETAIL",,"NO","PARISH","0","30055"
"POINT (-91.094911155601 30.481920512897)","35201","SUPERIOR SPORT WEAR","8770 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","448000",,,"RETAIL",,"NO","BATON ROUGE","0","36865"
"POINT (-91.050621736262 30.42537267551)","166040","NATASHIA CARTER BENOIT ATTORNEY AT LAW","2924 BRAKLEY DR, STE A1","BATON ROUGE","LOUISIANA","70816",,,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE",,"BATON ROUGE","0","41497"
"POINT (-91.14624601262 30.450214756588)","147491","COOPER CREDIT CORP","4220 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","521000",,,"FINANCIAL INSTITUTION",,"NO","BATON ROUGE","0","26966"
"POINT (-91.108795402853 30.441574539502)","27551","CAPITAL HEIGHTS VETERINARY CLINIC","7662 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806","541940",,,"PETS","VETERINARY","NO","BATON ROUGE","0","12885"
"POINT (-91.112054930554 30.536054941432)","106827","AARON CORMIER PHOTOGRAPHER","7753 GOVERNOR DERBIGNY DR","BATON ROUGE","LOUISIANA","70811","541921",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","23687"
"POINT (-91.147619078585 30.466765619294)","126916","MUSCLE GANG","2026 RICE DR","BATON ROUGE","LOUISIANA","70802","451000",,,"RETAIL",,"NO","BATON ROUGE","0","40968"
"POINT (-91.167981162555 30.577383750897)","198290","BAKER SHIP-N-STORE","254 MAIN ST","BAKER","LOUISIANA","70714","448000",,,"RETAIL",,"NO","BAKER","0","40424"
