"the_geom","id","sub_resource_type","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.127314450847 30.354250603353)","174720","FEDERALLY QUALIFIED HEALTH CENTERS","ST. GABRIEL HEALTH CLINIC","1707 GARDERE LN","BATON ROUGE","LOUISIANA","70810","225-930-4922",
"POINT (-91.14033100765 30.498412000436)","13607","FEDERALLY QUALIFIED HEALTH CENTERS","CARESOUTH","5454 N FOSTER DR","BATON ROUGE","LOUISIANA","70805","225-650-2000",
"POINT (-91.115198553195 30.449564876756)","136639","HEALTH/EDUCATION ISSUES","LOUISIANA HEALTH AND REHABILITATION CENTER","214 OCEAN DR","BATON ROUGE","LOUISIANA","70806","225-231-2490","http://lahealthandrehab.org"
"POINT (-91.051281980558 30.424875367737)","182092","HEALTH/EDUCATION ISSUES","LIFE SOURCE SERVICES OF BR","3049 S SHERWOOD FOREST BLVD, STE 100","BATON ROUGE","LOUISIANA","70816","225-291-9421","http://lifesourcehospice.net"
"POINT (-91.021251189081 30.423532487721)","63563","ELDERLY SERVICES","FRIENDSHIP VILLAGE SUMMER DAY RETREAT","14747 TERRELL RD","BATON ROUGE","LOUISIANA","70816","225-755-0990",
"POINT (-91.137670714488 30.645693702928)","195074","ELDERLY SERVICES","OAKWOOD VILLAGE","4400 MC HUGH RD","ZACHARY","LOUISIANA","70791",,
"POINT (-90.999362840469 30.440212879339)","174751","HOSPICE","CANON HOSPICE","1761 PHYSICIANS PARK DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.100662594654 30.467364852646)","29629","HEALTH/EDUCATION ISSUES","ACACIA SHRINE CENTER","7991 COMMERCE AVE","BATON ROUGE","LOUISIANA","70815","225-926-4814","http://mastermason.com/acaciashrine/home.htm"
"POINT (-91.112155373271 30.459907052703)","29612","ELDERLY SERVICES","SAINT ANTHONY'S HOME","7439 BISHOP OTT DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.027568231252 30.45116490411)","23379","ELDERLY SERVICES","WOODLEIGH OF BATON ROUGE, THE","14333 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.051263809001 30.424878671205)","182094","HEALTH/EDUCATION ISSUES","LIFE SOURCE SERVICES OF BR","3049 S SHERWOOD FOREST BLVD, STE 125","BATON ROUGE","LOUISIANA","70816","225-291-9421","http://lifesourcehospice.net"
"POINT (-91.110917447743 30.468424729498)","25157","DISABLED SERVICES","LOUISIANA INDUSTRIES FOR THE DISABLED","1979 BEAUMONT DR","BATON ROUGE","LOUISIANA","70806","225-928-1400","http://upliftd.org"
"POINT (-91.15093514416 30.448832769751)","30521","FEDERALLY QUALIFIED HEALTH CENTERS","HIV/AIDS ALLIANCE REGION TWO","3801 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-927-1269",
"POINT (-91.060385304668 30.458027634267)","26309","ELDERLY SERVICES","CARE CENTER (THE)","11188 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.019395006556 30.374119796572)","100936","ELDERLY SERVICES","OLD JEFFERSON COMMUNITY CARE CENTER","8340 BARINGER FOREMAN RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.178809539718 30.448282204615)","116331","ELDERLY SERVICES","MAISON DES AMIS","1050 CONVENTION ST","BATON ROUGE","LOUISIANA","70802","225-343-3827",
"POINT (-91.129473734537 30.549341563058)","93333","HEALTH/EDUCATION ISSUES","SISTERS OF SOPHISTICATION","11423 SAINT LAWRENCE DR","BATON ROUGE","LOUISIANA","70811","225-328-2470","http://sosmentors.com"
"POINT (-91.094234536428 30.411662425889)","27172","HEALTH/EDUCATION ISSUES","EQHEALTH SOLUTIONS","8591 UNITED PLAZA BLVD","BATON ROUGE","LOUISIANA","70809","225-926-6353","http://eqhealthsolutions.com"
"POINT (-91.129698279898 30.450647544245)","43875","DISABLED SERVICES","GULF COAST SOCIAL SERVICES","5850 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","225-201-0696","http://gctfs.org"
"POINT (-91.137071359663 30.557793192148)","107022","ELDERLY SERVICES","BATON ROUGE HEALTH CARE CENTER","5550 THOMAS RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.110533702202 30.40021148424)","41773","OUTPATIENT PHYSICAL THERAPY/SPEECH PATHOLOGY SERVICES","BATON ROUGE PHYSICAL THERAPY","5414 BRITTANY DR","BATON ROUGE","LOUISIANA","70808","225-769-3898","http://brptlake.com/brittany"
"POINT (-91.137511188633 30.417562255007)","45516","FAMILY SERVICES","FAMILY SERVICE OF GREATER BATON ROUGE","4727 REVERE AVE","BATON ROUGE","LOUISIANA","70808","225-924-9810","http://fsgbr.org"
"POINT (-91.082434681412 30.436703392857)","176146","COMPREHENSIVE OUTPATIENT REHABILITATION FACILITIES","TOTAL REHAB OF BATON ROUGE","9534 DELCOURT AVE","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.132434520495 30.380789133282)","43084","FEDERALLY QUALIFIED HEALTH CENTERS","BATON ROUGE PRIMARY CARE COLLABORATIVE","7600 BOONE DR","BATON ROUGE","LOUISIANA","70808","225-774-1120",
"POINT (-91.050647215596 30.404561090938)","98791","HEALTH/EDUCATION ISSUES","NATIONAL ALLIANCE ON MENTAL ILLNESS","5534 GALERIA DR","BATON ROUGE","LOUISIANA","70816","225-291-6262","http://namilouisiana.org"
"POINT (-91.093984360132 30.393606201749)","26030","FEDERALLY QUALIFIED HEALTH CENTERS","SOUTHEAST COMMUNITY HEALTH SYSTEMS","8595 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","225-306-2000",
"POINT (-91.083666788019 30.421583466166)","40986","HOME HEALTH","AUDUBON HOME HEALTH","9181 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809",,
