"uniqueid","accountid","charactercode","charactercodedescription","objectcode","object","projectcode","project","fullaccount","fundcode","fund","segment2code","segment2","segment3code","segment3","segment4code","segment4","segment5code","segment5","segment6code","segment6","accountdescription","accountstatus","fiscalyear","fiscalmonth","originalbudget","revisedbudget","actual"
"2022-9-7780","7780","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-7300-20-7320-0000-0000-000000-621100-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7320","SUBDIVISIONS","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","4266.44"
"2022-9-8981","8981","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-0500-10-0530-0000-0000-000000-622300-","1000","GENERAL FUND","0500","PARISH ATTORNEY","10","GENERAL GOVERNMENT EXPEND","0530","PA-ABC OFFICE","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","44"
"2022-9-8784","8784","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","5100-7700-40-7710-7750-7715-000000-622200-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7750","WASTEWATER TREATMENT","7715","WW TREATMENT-LAB","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","61.39"
"2022-9-46546","46546","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","2053-5200-20-5230-5232-0000-000000-622100-","2053","EMERGENCY MEDICAL SERVICES","5200","EMERGENCY MEDICAL SERVICES","20","PUBLIC SAFETY EXPEND","5230","EBRP COMMUNICATIONS DISTRICT","5232","RADIO SHOP","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","1407.22"
"2022-9-7531","7531","61","PERSONAL SERVICES","617100","AUTOMOBILE ALLOWANCE",,"UNKNOWN","2053-5200-20-5210-0000-0000-000000-617100-","2053","EMERGENCY MEDICAL SERVICES","5200","EMERGENCY MEDICAL SERVICES","20","PUBLIC SAFETY EXPEND","5210","EMS-OPERATIONS","0000","OPERATING","0000","UNDEFINED","AUTOMOBILE ALLOWANCE","Active","2022","2022-09-01T00:00:00.000","0","0","369.24"
"2022-9-8389","8389","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-5000-20-5020-0000-0000-000000-622100-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5020","POLICE-UNIFORM PATROL BUREAU","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","129036.18"
"2022-9-8355","8355","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-0300-10-0300-0000-0000-000000-622100-","1000","GENERAL FUND","0300","COUNCIL BUDGET OFFICE","10","GENERAL GOVERNMENT EXPEND","0300","COUNCIL BUDGET OFFICE","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","719.01"
"2022-9-9892","9892","62","EMPLOYEE BENEFITS","623500","POSTEMPLOYMENT BENEFITS",,"UNKNOWN","1000-7800-10-7810-0000-0000-000000-623500-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7810","B&G-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","POSTEMPLOYMENT BENEFITS","Active","2022","2022-09-01T00:00:00.000","0","0","1106.64"
"2022-9-7490","7490","61","PERSONAL SERVICES","617100","AUTOMOBILE ALLOWANCE",,"UNKNOWN","1000-4100-10-4140-0000-0000-000000-617100-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","10","GENERAL GOVERNMENT EXPEND","4140","REVENUE COLLECTION","0000","OPERATING","0000","UNDEFINED","AUTOMOBILE ALLOWANCE","Active","2022","2022-09-01T00:00:00.000","0","0","184.62"
"2022-9-8404","8404","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-5300-20-5330-0000-0000-000000-622100-","1000","GENERAL FUND","5300","JUVENILE SERVICES","20","PUBLIC SAFETY EXPEND","5330","DETENTION FACILITY","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","6894.85"
"2022-9-8466","8466","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","5100-7700-40-7710-7750-7713-000000-622100-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7750","WASTEWATER TREATMENT","7713","WW TREATMENT-SOUTH PLANT","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","6240.92"
"2022-9-45980","45980","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","1000-0100-10-0110-0000-0000-000000-622200-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0110","COUNCIL DISTRICT 10","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","17.52"
"2022-9-45976","45976","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-0100-10-0109-0000-0000-000000-623000-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0109","COUNCIL DISTRICT 9","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","121.91"
"2022-9-6035","6035","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-7800-10-7820-0000-0000-000000-611000-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7820","ARCHITECTURAL SERVICES","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","22568.09"
"2022-9-45974","45974","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","1000-0100-10-0109-0000-0000-000000-622200-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0109","COUNCIL DISTRICT 9","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","53.44"
"2022-9-5969","5969","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-0500-10-0530-0000-0000-000000-611000-","1000","GENERAL FUND","0500","PARISH ATTORNEY","10","GENERAL GOVERNMENT EXPEND","0530","PA-ABC OFFICE","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","20659.28"
"2022-9-9341","9341","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-5100-20-5140-0000-0000-000000-623000-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5140","FIRE-SPECIAL SERVICES","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","420.15"
"2022-9-6293","6293","61","PERSONAL SERVICES","611200","SALARIES OF OTHER GOVT EMPL",,"UNKNOWN","1000-2200-10-2200-0000-0000-000000-611200-","1000","GENERAL FUND","2200","JUSTICE OF PEACE/WRD CONSTABLE","10","GENERAL GOVERNMENT EXPEND","2200","JOP/WC","0000","OPERATING","0000","UNDEFINED","SALARIES OF OTHER GOVT EMPL","Active","2022","2022-09-01T00:00:00.000","0","0","2261.52"
"2022-9-5962","5962","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-0100-70-0175-0110-0000-000000-611000-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","70","CONSERVATION & DEVELOPMENT EXP","0175","LEO S BUTLER COMMUNITY CTR","0110","COUNCIL DISTRICT 10","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","5677.25"
"2022-9-6003","6003","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-5100-20-5130-0000-0000-000000-611000-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5130","FIRE-COMMUNICATIONS & MAINT","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","40460.18"
"2022-9-45981","45981","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-0100-10-0110-0000-0000-000000-622300-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0110","COUNCIL DISTRICT 10","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","13.2"
"2022-9-8490","8490","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","7500-4800-10-4810-0000-0000-000000-622100-","7500","EMPLOYEES' RETIREMENT SYSTEM","4800","RETIREMENT OFFICE","10","GENERAL GOVERNMENT EXPEND","4810","CPERS TRUST","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","4662.63"
"2022-9-9430","9430","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","5510-7700-40-7760-7765-0000-000000-623000-","5510","SOLID WASTE DISPOSAL FACILITY","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7760","ENV-SOLID WASTE DIVISION","7765","WASTE MANAGEMENT DISPOSAL","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","281.78"
"2022-9-9942","9942","62","EMPLOYEE BENEFITS","623500","POSTEMPLOYMENT BENEFITS",,"UNKNOWN","5100-7700-40-7710-7750-7715-000000-623500-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7750","WASTEWATER TREATMENT","7715","WW TREATMENT-LAB","POSTEMPLOYMENT BENEFITS","Active","2022","2022-09-01T00:00:00.000","0","0","2242.42"
"2022-9-8674","8674","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","1000-0500-10-0530-0000-0000-000000-622200-","1000","GENERAL FUND","0500","PARISH ATTORNEY","10","GENERAL GOVERNMENT EXPEND","0530","PA-ABC OFFICE","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","167.91"
"2022-9-7384","7384","61","PERSONAL SERVICES","614000","CONTRACT EMPLOYEES",,"UNKNOWN","7500-4800-10-4820-0000-0000-000000-614000-","7500","EMPLOYEES' RETIREMENT SYSTEM","4800","RETIREMENT OFFICE","10","GENERAL GOVERNMENT EXPEND","4820","POLICE GUARANTEE TRUST","0000","OPERATING","0000","UNDEFINED","CONTRACT EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","195.08"
"2022-9-8374","8374","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-4000-10-4010-0000-0000-000000-622100-","1000","GENERAL FUND","4000","OFFICE OF THE MAYOR-PRESIDENT","10","GENERAL GOVERNMENT EXPEND","4010","MAYOR-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","3000.81"
"2022-9-9010","9010","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-4600-10-4630-0000-0000-000000-622300-","1000","GENERAL FUND","4600","HUMAN RESOURCES","10","GENERAL GOVERNMENT EXPEND","4630","EMPLOYEE RELATIONS","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","8.8"
"2022-9-7377","7377","61","PERSONAL SERVICES","614000","CONTRACT EMPLOYEES",,"UNKNOWN","5810-0900-30-0910-0000-0000-000000-614000-","5810","AIRPORT OPERATIONS FUND","0900","GREATER BR AIRPORT DISTRICT","30","TRANSPORTATION EXPEND","0910","AIRPORT-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","CONTRACT EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","640"
"2022-9-7775","7775","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-7100-30-7110-0000-0000-000000-621100-","1000","GENERAL FUND","7100","TRANSPORTATION AND DRAINAGE","30","TRANSPORTATION EXPEND","7110","T&D-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","734.98"
"2022-9-7635","7635","61","PERSONAL SERVICES","617400","EDUCATIONAL ALLOWANCES",,"UNKNOWN","1000-5000-20-5020-0000-0000-000000-617400-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5020","POLICE-UNIFORM PATROL BUREAU","0000","OPERATING","0000","UNDEFINED","EDUCATIONAL ALLOWANCES","Active","2022","2022-09-01T00:00:00.000","0","0","7259.45"
"2022-9-6079","6079","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","5100-7700-40-7710-7740-0000-000000-611000-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7740","SEWER-WASTEWATER COLLECTION","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","72506.47"
"2022-9-6053","6053","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","2001-1100-50-1110-0000-0000-000000-611000-","2001","MOSQUITO ABATEMENT/RODENT CRT","1100","MOSQUITO & RODENT CONTROL","50","HEALTH AND WELFARE","1110","MARC-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","59579.74"
"2022-9-8780","8780","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","5100-7700-40-7710-7750-7711-000000-622200-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7750","WASTEWATER TREATMENT","7711","WW TREATMENT-ADMIN","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","29.25"
"2022-9-7841","7841","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","5810-0900-30-0910-0000-0000-000000-621100-","5810","AIRPORT OPERATIONS FUND","0900","GREATER BR AIRPORT DISTRICT","30","TRANSPORTATION EXPEND","0910","AIRPORT-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","11880.54"
"2022-9-6034","6034","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-7800-10-7810-0000-0000-000000-611000-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7810","B&G-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","6471.55"
"2022-9-8427","8427","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-7800-10-7830-0000-0000-000000-622100-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7830","PUBLIC BUILDING MAINTENANCE","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","12346.55"
"2022-9-9034","9034","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-7000-10-7020-0000-0000-000000-622300-","1000","GENERAL FUND","7000","BUSINESS OPER/CAP PROG OFFICE","10","GENERAL GOVERNMENT EXPEND","7020","WORKFORCE DEVELOPMENT","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","17.6"
"2022-9-45927","45927","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","1000-0100-10-0101-0000-0000-000000-622200-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0101","COUNCIL DISTRICT 1","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","7.31"
"2022-9-6004","6004","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-5100-20-5140-0000-0000-000000-611000-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5140","FIRE-SPECIAL SERVICES","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","29006.82"
"2022-9-7735","7735","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-2000-10-2010-0000-0000-000000-621100-","1000","GENERAL FUND","2000","CITY COURT","10","GENERAL GOVERNMENT EXPEND","2010","CITY COURT-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","45344.45"
"2022-9-8366","8366","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-2100-10-2100-0000-0000-000000-622100-","1000","GENERAL FUND","2100","CITY CONSTABLE","10","GENERAL GOVERNMENT EXPEND","2100","CONSTABLE-OPERATIONS","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","11760.56"
"2022-9-9073","9073","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","2053-5200-20-5210-0000-0000-000000-622300-","2053","EMERGENCY MEDICAL SERVICES","5200","EMERGENCY MEDICAL SERVICES","20","PUBLIC SAFETY EXPEND","5210","EMS-OPERATIONS","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","758.11"
"2022-9-9304","9304","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-2000-10-2010-0000-0000-000000-623000-","1000","GENERAL FUND","2000","CITY COURT","10","GENERAL GOVERNMENT EXPEND","2010","CITY COURT-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","3054.75"
"2022-9-6024","6024","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-7300-20-7310-0000-0000-000000-611000-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7310","DEV-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","6219.2"
"2022-9-8363","8363","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-0600-10-0600-0000-0000-000000-622100-","1000","GENERAL FUND","0600","PUBLIC INFORMATION OFFICE","10","GENERAL GOVERNMENT EXPEND","0600","PUBLIC INFORMATION OFFICE","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","888.1"
"2022-9-6092","6092","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","5510-7700-40-7760-7765-0000-000000-611000-","5510","SOLID WASTE DISPOSAL FACILITY","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7760","ENV-SOLID WASTE DIVISION","7765","WASTE MANAGEMENT DISPOSAL","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","20545.65"
"2022-9-9082","9082","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","5100-7700-40-7710-7710-0000-000000-622300-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7710","SEWER-ADMINISTRATION","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","23.76"
"2022-9-8711","8711","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","1000-5100-20-5120-0000-0000-000000-622200-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5120","FIRE-SUPPRESSION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","7023.05"
"2022-9-6477","6477","61","PERSONAL SERVICES","611700","SEVERANCE PAY",,"UNKNOWN","1000-5300-20-5320-0000-0000-000000-611700-","1000","GENERAL FUND","5300","JUVENILE SERVICES","20","PUBLIC SAFETY EXPEND","5320","PROBATION & FAMILY SERVICES","0000","OPERATING","0000","UNDEFINED","SEVERANCE PAY","Active","2022","2022-09-01T00:00:00.000","0","0","16281.05"
"2022-9-9086","9086","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","5100-7700-40-7710-7741-0000-000000-622300-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7741","SEWER-SCADA OPERATIONS","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","35.2"
"2022-9-9110","9110","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","7500-4800-10-4810-0000-0000-000000-622300-","7500","EMPLOYEES' RETIREMENT SYSTEM","4800","RETIREMENT OFFICE","10","GENERAL GOVERNMENT EXPEND","4810","CPERS TRUST","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","44.88"
"2022-9-5947","5947","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-0100-10-0102-0000-0000-000000-611000-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0102","COUNCIL DISTRICT 2","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","2548.5"
"2022-9-8777","8777","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","5100-7700-40-7710-7740-0000-000000-622200-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7740","SEWER-WASTEWATER COLLECTION","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","534.07"
"2022-9-6712","6712","61","PERSONAL SERVICES","612000","OVERTIME",,"UNKNOWN","1000-5100-20-5130-0000-0000-000000-612000-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5130","FIRE-COMMUNICATIONS & MAINT","0000","OPERATING","0000","UNDEFINED","OVERTIME","Active","2022","2022-09-01T00:00:00.000","0","0","4105.58"
"2022-9-7542","7542","61","PERSONAL SERVICES","617100","AUTOMOBILE ALLOWANCE",,"UNKNOWN","5520-4100-40-4170-0000-0000-000000-617100-","5520","SOLID WASTE COLLECTION FUND","4100","FINANCE DEPARTMENT","40","SANITATION EXPEND","4170","SERVICE FEE BUSINESS OFFICE","0000","OPERATING","0000","UNDEFINED","AUTOMOBILE ALLOWANCE","Active","2022","2022-09-01T00:00:00.000","0","0","55.39"
"2022-9-8426","8426","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-7800-10-7820-0000-0000-000000-622100-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7820","ARCHITECTURAL SERVICES","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","2963.29"
"2022-9-7772","7772","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-7000-10-7020-0000-0000-000000-621100-","1000","GENERAL FUND","7000","BUSINESS OPER/CAP PROG OFFICE","10","GENERAL GOVERNMENT EXPEND","7020","WORKFORCE DEVELOPMENT","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","1485.9"
"2022-9-8474","8474","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","5510-7700-40-7760-7765-0000-000000-622100-","5510","SOLID WASTE DISPOSAL FACILITY","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7760","ENV-SOLID WASTE DIVISION","7765","WASTE MANAGEMENT DISPOSAL","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","3501.14"
"2022-9-8795","8795","62","EMPLOYEE BENEFITS","622200","GROUP INSURANCE-DENTAL",,"UNKNOWN","5810-0900-30-0910-0000-0000-000000-622200-","5810","AIRPORT OPERATIONS FUND","0900","GREATER BR AIRPORT DISTRICT","30","TRANSPORTATION EXPEND","0910","AIRPORT-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-DENTAL","Active","2022","2022-09-01T00:00:00.000","0","0","222.99"
"2022-9-45955","45955","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-0100-10-0106-0000-0000-000000-622100-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0106","COUNCIL DISTRICT 6","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","1407.22"
