"the_geom","id","church_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.154157862337 30.487974409541)","514","CORNER STONE MINISTRIES OF RESTORATION","3601 PRESCOTT RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.255462735435 30.678441618498)","510","BETHLEHEM BAPTIST CHURCH","360 PORT HUDSON-PLAINS RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.147451913914 30.461106266347)","191","CLUB HOUSE OF JESUS","4253 BILLOPS ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.0471874357 30.472360368387)","77","HEAVENLY HOPE","12241 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.14599661277 30.428194139729)","211","HOUSE OF GOD MINISTRY","2151 GLENMORE AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.162562964716 30.623924353828)","32","NEW LIGHT BAPTIST CHURCH","17954 S SPUR LN","BAKER","LOUISIANA","70714",,
"POINT (-91.06123464989 30.418788722338)","606","GRACE BELIEVERS BIBLE CHURCH","11020 STANLEY AUBIN LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.093056402768 30.419289780236)","307","CHURCH OF CHRIST SOUTH BATON ROUGE","8725 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.18057716326 30.431289166947)","639","ST. JOHN BAPTIST CHURCH","307 E WASHINGTON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.153255662612 30.462772638266)","104","GREATER ST MICHAEL BAPTIST CHURCH","1619 N 37TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.118777958783 30.47797961962)","635","GREATER MT. OLIVE MISSIONARY BAPTIST CHURCH","3155 VICTORIA DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.173386726286 30.438333181096)","429","CHURCH OF GOD IN CHRIST","1450 MYRTLE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.125600047811 30.459868983559)","345","TIMBERLAND RESTORATION","1075 EXECUTIVE PARK AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.156971565815 30.483112540168)","128","ROSEHILL BAPTIST CHURCH","3765 N ACADIAN THWY","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.08006405291 30.471600158966)","75","CHURCH OF NO COMPROMISE","9516 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.131689544598 30.523381542013)","286","MINISTRY OF LOVE","5956 HOOPER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.111647988409 30.465118666723)","657","TRINITY BAPTIST CHURCH","1785 WOODDALE CT","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.11396888417 30.469533224085)","647","ASPIRATIONS WHOLISTIC TUTORIAL","2156 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.109816136888 30.467773719592)","181","BETHEL HOUSE OF GOD","1906 BEAUMONT DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.147018866809 30.492805432693)","341","NEXT TO PARENTS DAYCARE &","4260 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.125600047811 30.459868983559)","344","BAPTIST BUILDERS INTERNATIONAL, INC","1075 EXECUTIVE PARK AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.124740147003 30.522466294714)","452","ANTIOCH GOSPEL COMMUNITY CENTER","6446 MICKENS RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.024134653764 30.464993866451)","365","JUBILEE CHRISTIAN CENTER CHURCH","14595 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.045907671019 30.345899621297)","277","NEW RISING SUN BAPTIST CHURCH","16444 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.136556308632 30.47152711722)","70","MIRACLES BY FAITH","5373 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.170053318378 30.506360735216)","545","STAR OF BETHLEHEM BAPTIST CHURCH","6274 SCENIC HWY","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.042615105378 30.375708743565)","599","TRINITY FELLOWSHIP BAPTIST CHURCH","8226 PECUE LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.175143606079 30.452083180478)","404","CHRISTIAN OUTREACH CENTER","1427 MAIN ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.154141498263 30.431456181699)","138","CATHOLIC DIOCESE OF BATON ROUGE","1800 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.176091324572 30.444236283747)","702","DELIVERANCE TEMPLE CHURCH OF GOD IN CHRIST","1251 SPAIN ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.110024560114 30.3938682377)","608","GREATER HOLLYWOOD BAPTIST CHURCH","2118 STARING LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.175087644005 30.434457643005)","401","MCKOWEN BAPTIST CHURCH","1255 LOUISE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.149589040604 30.451635044476)","399","SOMEONE CARES MINISTRY CENTER","400 LOFASO ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.206720432269 30.571288580107)","539","CANAAN MISSIONARY MINISTRY","13820 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.11396888417 30.469533224085)","649","BIBLE WORLD CHRISTIAN CENTER","2156 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.117297021484 30.380611893579)","609","KOREAN CENTRAL CHURCH OF BATON ROUGE","855 STARING LN","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.194573343654 30.5668005562)","523","ST. JOHN BAPTIST CHURCH","820 RAFE MAYER RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.13279936216 30.493207965924)","342","GREATER MOUNT CANAAN BAPTIST CHURCH","5820 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.058271881857 30.387078085866)","283","HARVEST TIME HIGHWAY MINISTRIES","10959 HONORE LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.151851874307 30.453353173583)","444","TRUE LIGHT BAPTIST CHURCH","3762 NORTH ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.121625681417 30.366138703986)","275","ST. JUDE CATHOLIC CHURCH","9150 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.18510555017 30.59281167395)","61","SHILOH FELLOWSHIP B.C.","2005 CHAMBERLAIN AVE","BAKER","LOUISIANA","70714",,
"POINT (-91.199149849337 30.621654227114)","712","MAGNOLIA GROVE BAPTIST CHURCH","17762 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791",,
"POINT (-91.180753322367 30.446946273957)","439","FIRST UNITED METHODIST CHURCH","930 NORTH BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.145265769906 30.517908339331)","615","JORDAN UNITED METHODIST CHURCH","4619 STEARNS ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.163782588954 30.490413153368)","22","CHRIST COMMUNITY MINISTIRES","2651 CABLE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.131038172626 30.526487098428)","287","GREATER DIVINE MISSIONARY BAPTIST CHURCH","6045 HOOPER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.028990049621 30.531733167635)","621","CENTRAL BIBLE CHURCH","8889 SULLIVAN RD, STE B","CENTRAL","LOUISIANA","70818",,
"POINT (-91.11799407019 30.500660193858)","233","WAY OF HOLINESS MINISTRIEST","7220 GREENWELL ST","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.169241921524 30.445896215063)","94","EL SHADDAI MINISTRIES","254 S 19TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.145180023239 30.703192275446)","661","KINGDOM HALL OF JEHOVAH'S WITNESSES","24120 ZACHARY-SLAUGHTER HWY","SLAUGHTER","LOUISIANA","70777",,
"POINT (-91.190614382267 30.534799589274)","171","GREATER NEW HOPE BAPTIST CHURCH","9915 AVENUE A","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.186977167791 30.451731096686)","445","ST. JOSEPH'S CATHEDRAL","412 NORTH ST","BATON ROUGE","LOUISIANA","70802","225-387-5928","http://cathedralofstjoseph.org/"
"POINT (-91.11902648231 30.458846684738)","46","ASPIRATIONS WHOLISTIC TUTORIAL","967 N DONMOOR AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.058970413846 30.486225588471)","564","CHAPELWOOD CHURCH OF GOD","3730 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.160320123375 30.450620364064)","167","GRACE & COMPASSSION CHURCH","329 ATKINSON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.131238031012 30.466599864214)","239","NEW HOPE BAPTIST CHURCH","5856 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.074446259221 30.485292834227)","159","ST. LUKE'S UNITED METHODIST CHURCH OF BATON ROUGE","3791 ALETHA DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.093281827444 30.447421809477)","150","WORD OF FAITH CHRISTIAN CENTER","8894 AIRLINE HWY, STE C","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.064475998178 30.459998792959)","230","JEHOVAH'S WITNESS","1165 GREEN OAK DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.120888180173 30.359355988009)","20","CHURCH OF EPHESUS","9531 BURBANK DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.190055722251 30.540404683803)","196","NEW LIGHT BAPTIST CHURCH","650 BLOUNT RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.146219549691 30.461169912162)","111","HOLY GHOST TEMPLE","1428 N 43RD ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.139743127061 30.519673771284)","382","HOUSE OF PRAYER MINISTRIES, THE","5211 FORD ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.17605888303 30.522532348108)","348","WHITE STONE BAPTIST CHURCH","1651 FAIRCHILD ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.154613954631 30.437785868871)","393","B'NAI ISRAEL SYNAGOGUE","3354 KLEINERT AVE","BATON ROUGE","LOUISIANA","70806","225-343-0111","http://bnaibr.org/"
"POINT (-91.027603072129 30.429643747135)","329","PARKSIDE BAPTIST CHURCH","14140 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.144812575499 30.508751094642)","185","COUNSEL OF GOD MINISTRIES","6465 BEECHWOOD DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.171533077303 30.436949428479)","88","LITTLE RISING SUN BAPTIST CHURCH","1275 S 16TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.154862981232 30.392261772234)","269","UNIVERSITY BAPTIST CHURCH","5775 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.084966760336 30.416304490947)","303","BETH SHALOM SYNAGOGUE","9111 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.175346986944 30.516999713547)","127","ST. MICHAELS SCHOOL","1620 77TH AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.014378489637 30.41312031575)","471","BATON ROUGE SEVENTH DAY ADVENTIST CHURCH","4455 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.185038315508 30.447383003138)","438","UNITED METHODIST CHURCH OFFICES","527 NORTH BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.168032891594 30.511895815518)","121","SIXTY-EIGHTH AVENUE BAPTIST CHURCH","2331 68TH AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.165384204812 30.525789807099)","672","NEW BETHEL BAPTIST CENTER","8620 WILBUR ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.158273533134 30.457106691242)","226","MOUNT CALVARY BAPTIST CHURCH","3059 GRACIE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.150503681787 30.454316396657)","110","GREATER COMMUNITY BAPTIST CHURCH","649 N 40TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.11396888417 30.469533224085)","644","HIGHER GROUND OUTREACH MINISTRIES","2156 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.145822545097 30.442194909542)","24","INGLESIDE UNITED METHODIST CHURCH","4264 CAPITAL HEIGHTS AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.035855672262 30.447161351765)","354","SHERWOOD BAPTIST CHURCH","1180 S FLANNERY RD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.15110477961 30.458022591242)","108","MT. MARIAH BAPTIST CHURCH","1076 N 39TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.076761322658 30.453419113586)","410","GRACE & TRUTH","279 MARILYN DR, BLDG 1","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.121356510729 30.372598853036)","611","NEW LIFE CHURCH OF BATON ROUGE","365 STARING LN","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.14886501287 30.443180037901)","533","GRACE BAPTIST CHURCH","630 RICHLAND AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.00762763743 30.382051284429)","164","COMMUNITY OF CHRIST CHURCH","7660 ANTIOCH RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.111409434863 30.46714922748)","37","EMMANUEL INTERNATIONAL MINISTRY","1921 DALLAS DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.083369604971 30.485793706367)","255","GREATER FAITH KINGDOM AND POWER LIVING","9405 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.111388441873 30.484702579256)","409","WISDOM ROCK MINISTRIES","3770 MARIBEL DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.065233620206 30.491216032005)","462","PARK FOREST BAPTIST CHURCH","4517 LASSEN DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.16580142866 30.514315584332)","123","CHURCH OF GOD IN CHRIST NEW MACEDONIA","2580 72ND AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.11528861235 30.442393960969)","213","GOODWOOD BAPTIST CHURCH","7125 GOODWOOD AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.161250617657 30.481725779296)","659","MACEDONIA MISSIONARY BAPTIST CHURCH","2800 WYANDOTTE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.086171490636 30.457922060818)","426","TAM BAO TEMPLE","975 MONTERREY BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.079811645948 30.485615153574)","243","WORD OF LIFE FAITH MINISTRIES","9666 GREENWELL SPRINGS RD","BAKER","LOUISIANA","70714",,
"POINT (-91.153911351749 30.467280783974)","351","GREATER NEW GUIDE BAPTIST CHURCH","3445 FAIRFIELDS AVE","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.181485824272 30.433118228927)","294","PLEASANT GREEN BAPTIST CHURCH","364 HOWARD ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.035248797818 30.472937861249)","72","DEFRANCES DANCE ACADEMY","13541 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.155426169341 30.457118792065)","131","SECOND BAPTIST CHURCH ANNEX","910 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.047193052919 30.46165638379)","375","THE EVENT CENTER","12191 FLORIDA BLVD, STE A","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.048071136256 30.459219960681)","373","HEARTS EASE FAMILY LIFE CENTER","12112 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.151588030184 30.497163997188)","704","ST. GERARD MAJELLA CHURCH PARISH OFFICE","3808 SAINT GERARD AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.097796265774 30.381547033117)","199","M&M NAILS","7564 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.146097261813 30.485864057029)","419","CHURCH","4350 MOHICAN-PRESCOTT XOVR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.147390022697 30.422022009348)","629","CONCORD BAPTIST CHURCH","2912 VALLEY ST","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.176746922266 30.44324029823)","222","CHARTWELLS","1120 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.192787084245 30.519897141033)","319","MARTIN LUTHER KING CATHOLIC STUDENT CENTER","586 HARDING BLVD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.150950445415 30.45747069994)","107","2ND COMMANDMENT FULL GOSPEL CHURCH","1000 N 39TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.165526013305 30.475376933766)","687","NEW HOME MINISTRIES FAMILY WORSHIP CENTER","3000 TECUMSEH ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.003165736988 30.463350656118)","585","STEVENDALE BAPTIST CHURCH","16545 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.160893335371 30.47589471839)","339","ARK OF SAFETY CHURCH","2830 ERIE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.176700316324 30.430477923586)","692","ISRAELITE BAPTIST CHURCH","1841 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.145993104701 30.510134132372)","148","HERITAGE SEARCH MINISTRY","4315 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.04754253451 30.499402704968)","256","COMITE BAPTIST CHURCH","12250 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.176470917996 30.43156650424)","694","NEELY UNITED METHODIST CHURCH","1755 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.058970413846 30.486225588471)","569","SHEKINAH GLORY","3730 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.143816390092 30.479171276694)","678","HOPE MINISTRIES","4643 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.114901191072 30.46873254135)","646","BENLEYS HOUSE OF FAME","2138 WOODDALE BLVD, STE 1C","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.164908546659 30.595823525951)","716","MIRACLE PLACE CHURCH/ATWH","2080 MAIN ST","BAKER","LOUISIANA","70714",,
"POINT (-91.046228399833 30.347280711432)","272","NEW RISING SUN BAPTIST CHURCH EDUCATION FACILITY","16313 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.175133855493 30.429918367217)","206","CALVARY THIRD BAPTIST CHURCH","1911 GEORGIA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.120473463247 30.526495448965)","290","ABOUNDING LOVE MINISTRIES","7076 HOOPER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.16393991984 30.522250872416)","30","TRUE LOVE BAPTIST CHURCH","2749 CURTIS ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.009538550957 30.360238452818)","144","CROSSPOINT BAPTIST CHURCH","14965 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.119623366065 30.355889991388)","414","GREATER MORNING STAR BAPTIST CHURCH ASSEMBLY","1002 MAVIS DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.140932649516 30.502417136807)","232","INTERDENOMINATIONAL FAITH ASSEMBLY","5045 GREENWELL ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.178460800546 30.426186624502)","324","NEW CANAAN BAPTIST CHURCH","353 E HARDING ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.110000040119 30.393579514575)","610","NATANAEL COMUNIDAD MISIONER IGLESIA HISPANA","2098 STARING LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.150950825458 30.457040541483)","109","EVERGREEN BAPTIST CHURCH","956 N 39TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.173892415779 30.403723630092)","597","LSU CHRISTIAN LIFE CENTER","151 W PARKER BLVD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.092634498182 30.374983345811)","604","FIRST BAPTIST CHURCH","10748 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.117400249267 30.366865251744)","530","SAINT JOHN'S UNITED METHODIST CHURCH","230 RENEE DR","BATON ROUGE","LOUISIANA","70810","225-926-6999",
"POINT (-91.183411463127 30.531577147444)","666","PURITAN BAPTIST CHURCH","1047 ROSENWALD RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.266460385016 30.669496055715)","356","NEW LIFE MISSIONARY BAPTIST CHURCH","280 W FLONACHER RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.128479991073 30.487725789218)","11","JESUS CHRIST IS LORD MINISTRIES","4055 E BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.026049725274 30.651084455182)","526","WINDING CHAPEL BAPTIST CHURCH","20220 REAMES RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.179069793592 30.437092891293)","473","PROGRESSIVE BAPTIST CHURCH","998 JULIA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.014877496239 30.425548001755)","468","FIRST PENTECOSTAL CHURCH","2828 JONES CREEK RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.188113997051 30.433220829314)","435","LIVING WORD CHURCH","1564 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.187654333966 30.38859663553)","7","CATHOLIC DEAF CENTER","2585 BRIGHTSIDE DR","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.146628087774 30.506085705886)","23","TRUE GOSPEL FELLOWSHIP FAITH CHURCH","4449 CANNON ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.107681886776 30.51251633688)","456","GREATER EMMANUEL MISSIONARY CHURCH","8064 MICKENS RD","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.114228486457 30.467355382675)","652","FAITH HOPE & LOVE WORSHIP CENTER","2026 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.138507838274 30.472717327868)","594","SEVENTH-DAY ADVENTIST CHURCH","5100 OSBORNE AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.184874433363 30.447948110714)","87","LOUISIANA CONFERENCE - DISASTER RECOVERY MINISTRY, THE","141 N 6TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.115698979938 30.469753400397)","655","HOPE FOR LIFE SPIRITUAL & HYP. CTR.","2274 WOODDALE BLVD, STE A","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.09303102937 30.443084838295)","215","ST. LUKES EPISCOPAL CHURCH","8833 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.109816136888 30.467773719592)","183","BETHEL CHRISTIAN CHURCH","1906 BEAUMONT DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.147712367001 30.450975847945)","627","UNION GROVE BAPTIST CHURCH","327 TUSCALOOSA AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.154141498263 30.431456181699)","140","CATHOLIC LIFE CENTER ARTS & CR","1800 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.134130513553 30.501029948796)","281","ANGEL'S OF PRAISE MINISTRY","5627 HOLLYWOOD-GREENWELL XOVR, STE C","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.145802954795 30.417262640831)","600","BAHA'I FAITH OF BATON ROUGE","4270 PERKINS RD","BATON ROUGE","LOUISIANA","70808","225-387-5726","http://bci.org/brbahai"
"POINT (-91.179836791157 30.526182514016)","554","LOVE AND FAITH FELLOWSHIP","8714 SCOTLAND AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.013398405912 30.419257286229)","470","WESTMINSTER PRESBYTERIAN CHURCH","3701 JONES CREEK RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.193144190028 30.538642668379)","174","HEAVENLY HOPE MINISTRIES","10362 AVENUE D","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.166886248085 30.523259645567)","175","ANNOINTED LIFE MINISTRIES","2506 BADLEY RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.125040146431 30.356934448181)","555","HOLY TRINITY COMMUNITY BAPTIST CHURCH","1404 SEABORD DR","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.141937076195 30.463632655029)","119","LIVING WORD CHRISTIAN CENTER","1640 N 48TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.171700090473 30.445290851637)","89","FIRST LITTLE ROCK BAPTIST CHURCH","312 S 17TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.120584857183 30.458284942284)","529","WORD GOSPEL REACH OUT MINISTRIES","6851 REMBRANDT AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.172944564588 30.537132628919)","518","MT. ZION BAPTIST CHURCH","1920 PROGRESS RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.00779786251 30.385154940083)","163","COLONIAL BAPTIST CHURCH","7340 ANTIOCH RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.125561919801 30.46893292183)","194","GREATER RISEN SUN BAPTIST CHURCH","6444 BLACKBERRY ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.152417700737 30.444481703367)","223","SHEKINAH GLORY","3613 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.115876215962 30.460156216325)","200","BETHLEHEM BAPTIST CHURCH","1011 N BON MARCHE DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.15629774383 30.459467689736)","134","GREEN'S CHAPEL AME CHURCH","1251 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.145136447324 30.470729576961)","67","OPEN DOOR FELLOWSHIP LIFE CENTER","4439 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.167647093181 30.463422106306)","549","ON EAGLES WINGS MINISTRY OF RECONCILIATION","1746 SCENIC HWY","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.181174756586 30.427529772249)","268","NEW CANAAN BAPTIST CHURCH","2160 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.14520819396 30.458446628368)","112","ST. JAMES BAPTIST CHURCH","1105 N 44TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.013852246473 30.375031496142)","314","MOST BLESSED SACRAMENT CATHOLIC CHURCH","15615 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,"http://www.mbsparish.org"
"POINT (-91.04873662548 30.404864449793)","684","CHURCH FUNERAL SERVICES AND CREMATORY LLC","5535 SUPERIOR DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.109102388831 30.361737454238)","273","LATTER DAY SAINTS","10335 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.048452245313 30.472627566553)","74","FIVE FOLD MINISTRIES","12121 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.051815853651 30.42668590094)","3","MOODY ADAMS EVANGELISTIC ASSN","11715 BRICKSOME AVE","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.069124537636 30.408924835215)","305","JEFFERSON UNITED METHODIST CHURCH","10328 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
