"the_geom","id","business_name","full_address","city","state","zip","phone_number","website","resource_type","sub_resource_type"
"POINT (-91.075483760972 30.368903013171)","175305","AT&T AUTHORIZED RETAILER #2715","12871 PERKINS RD, STE B","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.009001527536 30.460556772882)","169642","FOOD N GEAUX","15913 OLD HAMMOND HWY, STE C","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.150347416116 30.506569899517)","21088","SHORTY'S FOOD MART","6168 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.080575601382 30.454640968818)","151979","RONNIE'S BOUDIN","9726 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","225-216-7151",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.168180143744 30.465118772853)","18480","PETERS GROCERY","1915 SCENIC HWY","BATON ROUGE","LOUISIANA","70802","225-346-6868",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.042859960214 30.462418362592)","27843","HUNG THINH SUPERMARKET","1134 MARQUE ANN DR","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.10496276454 30.452709661309)","30754","ONE STOP DELI AND GROCERIES LLC","191 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.089256459529 30.44246312842)","25014","KWIK STOP","9110 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.157712814918 30.453157778043)","32022","ERIC'S GROCERY","3038 NORTH ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.145082695391 30.461865905024)","111337","GUS YOUNG GROCERY","4412 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.073097709261 30.409356587492)","40783","KWIK STOP","4425 FLOYNELL DR","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.164661027783 30.466057443176)","117171","ANN'S GROCERY","2004 PLANK RD","BATON ROUGE","LOUISIANA","70802","225-344-4670",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.08337233506 30.484796633251)","23761","BROTHER'S FOOD MART","9410 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.137081217655 30.425932052504)","120561","JUBILEE 2","2385 COLLEGE DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.141105192935 30.493479360513)","20258","CIRCLE K STORE 2703772","4959 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805","225-356-8972","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.154855382159 30.493039475121)","19078","CIRCLE K STORE #2707654","4718 PLANK RD","BATON ROUGE","LOUISIANA","70805",,"http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.171021411931 30.402227805973)","29507","E Z STOP EXPRESS","4454 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.165036079043 30.466481996852)","104061","WAYNE'S MINI MART","2065 PLANK RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.145924127533 30.700204600226)","146980","DANNYS 2 GO","23896 ZACHARY-SLAUGHTER HWY","SLAUGHTER","LOUISIANA","70777",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.176153120456 30.418582859353)","33259","CIRCLE K #1818","3289 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","225-383-1325","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.120437241452 30.468726034877)","22831","SAVE MORE MARKET #2","2180 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70806","225-924-3927",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.126407353546 30.502682619575)","21053","RAGUSA MEAT MARKET","6525 GREENWELL ST","BATON ROUGE","LOUISIANA","70812",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.160703622333 30.479238777927)","113291","ICANDI COUTURE","3401 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.065995655054 30.457995569152)","25905","LA MICHOACANA SUPER MARKET","10715 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.169283321078 30.493485526548)","15766","FARMER'S MEAT MARKET & DELI","4850 SCENIC HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.163818976915 30.558348755097)","176506","LINDA FOOD MART","2650 THOMAS RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.140805481661 30.426072212595)","149781","OWENS & ASSOCIATES GROCERIES","2444 BALIS DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124984215179 30.50269815905)","22638","ROSEMARY'S FOOD MART","5732 SILVERLEAF AVE","BATON ROUGE","LOUISIANA","70812","225-355-5560",,"RETAIL","CONVENIENCE STORE"
"POINT (-90.992086243326 30.355346079963)","38037","ON THE RUN #14","18211 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179664712798 30.527176408905)","10543","CITY TOWN MEAT MARKET #2","8818 SCOTLAND AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.155274228142 30.450714740502)","30848","ON THE RUN #14","3373 FLORIDA ST","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.008748075662 30.45960263692)","25547","SAVEMORE MARKET #5","15958 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.049565313496 30.460621071427)","28684","COOK'S SUPERETTE","12021 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179194761938 30.423575440991)","173511","CARUSO GROCERY","2608 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","225-343-5736",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124548375075 30.358579558228)","38411","GARDERE VILLAGE SUPERMARKET","1221 GARDERE LN, STE 1","BATON ROUGE","LOUISIANA","70820","225-767-0402",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.016380714945 30.402337430443)","38385","KWIK STOP","5605 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.183343203709 30.438266795976)","49764","RED & WHITE EXPRESS MART","701 MYRTLE ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.133075142138 30.466304495378)","25047","LUCKY FOOD MART INC","5635 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.139870905048 30.471224277332)","14334","FOSTER FOOD MART INC","2534 N FOSTER DR","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.133075142138 30.466304495378)","25049","FRESH GROCERY","5635 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.087609208099 30.394053090867)","26017","RUG STORE, THE","6060 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.145704224305 30.522055757154)","15687","KWIK STOP","8133 PLANK RD","BATON ROUGE","LOUISIANA","70811",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.165464852182 30.464184524683)","178476","B'S SEAFOOD & DELI","1760 PLANK RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.153295391286 30.500120159902)","114554","UNCLE MO FOOD MART & DELI","5557 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.177342602985 30.421633421358)","52037","HIGHLAND ROAD HOP IN","2915 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.135629006538 30.493568442416)","21331","ONE STOP MARKET & DELI","5433 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.17799235104 30.397074279569)","40137","TIGERLAND MARKET INC","4383 NICHOLSON DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.155037058336 30.492478394224)","112784","DAVE BROTHERS INC","4670 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.024587451055 30.408562311214)","36079","LOUISIANA CAJUN SEAFOOD LLC","13785 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.122287786667 30.488805490315)","125270","KWIK STOP","6894 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.159808526185 30.394407993006)","39248","ON THE RUN #14","5295 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.104471134468 30.478911213911)","176154","GREENWELL MARKET","8142 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","225-928-5887",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.157712814918 30.453157778043)","32025","FAST LINK COMMUNICATION","3038 NORTH ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.192493054486 30.542382183505)","178435","S & Y GROCERY","10833 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.091239097482 30.37355478643)","72167","COLEMAN MINI MART","1758 GREAT OAK DR","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.118792330172 30.455338240755)","27617","JOHNSON GROCERY & MARKET","6979 VAN GOGH AVE","BATON ROUGE","LOUISIANA","70806","225-929-9923",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.163260813581 30.593825148496)","160604","BAKER BLVD GROCERY","3306 BAKER BLVD","BAKER","LOUISIANA","70714",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.020451576883 30.453365775887)","29549","MI QUEVITA PLUS LLC","14890 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.152320932968 30.460548448497)","112517","LG SHOP LLC","1305 N 38TH ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.168439259758 30.471279197506)","15631","GENERAL GROCERY","2665 SCENIC HWY","BATON ROUGE","LOUISIANA","70805","225-385-0710",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.098931894186 30.458002778114)","26123","ON THE RUN #14","8455 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.056226364621 30.428026686801)","23122","AWESOME FRIENDS","2510 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.105183670531 30.466861083179)","33612","MAX FOOD MART SNO CONES","7979 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.076443709015 30.473967350131)","19931","AT&T AUTHORIZED RETAILER #2715","2751 W PERDUE DR","BATON ROUGE","LOUISIANA","70814",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.066932200591 30.417949709046)","176309","AT&T AUTHORIZED RETAILER #2715","10241 COURSEY BLVD, STE B","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.064331882691 30.384550630153)","54352","SIEGEN SUPER STOP","7133 SIEGEN LN","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.072590951327 30.456025328341)","30499","LA FOOD MART","9988 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.128212431916 30.497409682491)","14444","COUSINS FOOD MART","6288 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.06870878159 30.416493538801)","26012","CIRCLE K STORE #2707659","10391 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","225-239-8214","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.169623527093 30.515182572669)","23711","THOMAS & VALENTINE NEIGHBORHOOD GROCERY","2215 73RD AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.057625116136 30.4721752017)","32768","SHERWOOD DISCOUNT MART","2564 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.161565301445 30.431722972961)","31478","COUNTRY CORNER GROCERY","1923 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.155037058336 30.492478394224)","112785","SAVE MORE MARKET #6","4670 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.180463561235 30.425543083212)","175376","ABU SAKER INC.","126 W BUCHANAN ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.13942560759 30.464845798402)","25040","MOMS SEAFOOD & DELI","1792 N FOSTER DR","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.161606557917 30.444321641576)","31719","SPI MINI MART","2515 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.180241283925 30.396325017735)","198343","AKASHA MARKET","1190 BOB PETTIT BLVD","BATON ROUGE","LOUISIANA","70820","225-766-6478",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.159113728073 30.394030798999)","25839","CIRCLE K  STORES, INC 2709724","5377 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808","225-766-6365","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.084150733845 30.484606306919)","23754","SWIFTYS FOOD MART","9396 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.174863894014 30.51612576462)","82423","NEIGHBORHOOD MINI PAK","1710 75TH AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.158637841196 30.394591079615)","25841","ORIENTAL FOOD MARKET","162 LEE DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.169492213488 30.577996460828)","3911","C AND H MART, LLC","310 MAIN ST","BAKER","LOUISIANA","70714",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.127058037075 30.457100079635)","125330","TIMS FOOD MART","824 N ARDENWOOD DR","BATON ROUGE","LOUISIANA","70806","225-356-3445",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.137243597818 30.444322736109)","29742","ANDREWS FOOD MART","5102 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.107558393139 30.429775865217)","155388","BOCAGE SUPERMARKET LLC","7675 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124832629768 30.457251263229)","12924","JOHNS GROCERY & MARKET","6409 HARRY DR","BATON ROUGE","LOUISIANA","70806","225-927-8893",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.154606530649 30.422226446294)","44911","CIRCLE K  STORES INC 2709717","3375 PERKINS RD","BATON ROUGE","LOUISIANA","70808","225-387-5887","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.142492359975 30.41663951645)","27188","CIRCLE K STORES #270765","4527 PERKINS RD","BATON ROUGE","LOUISIANA","70808","225-216-7666","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.111038150986 30.433832817477)","25716","CIRCLE K #8036","7475 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806",,"http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.119506966983 30.451987632329)","137083","TIGER ONE STOP","6945 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.135449433419 30.500117666314)","13779","HOLLYWOOD FOOD MART","5521 MC CLELLAND DR","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.153053838116 30.641357688811)","183180","GATE CITY FOOD MART","3840 HIGHWAY 19","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.071707633489 30.418480021268)","40400","AIRLINE SUPER EXPRESS","10174 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.117290547369 30.481873758348)","22928","STOP 7","7234 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.083225763995 30.476530757451)","20013","RENDE QUIK STOP","3036 MONTERREY DR","BATON ROUGE","LOUISIANA","70814",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.085219512337 30.70105225272)","6187","B & B EZ FOOD MART","24021 PLANK RD","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.192447699925 30.542329115276)","95274","S & Y GROCERY","10823 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.123283853312 30.588452651485)","175884","KEEP MOVING FOOD MART","6890 KENT DR","BAKER","LOUISIANA","70714",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.17120658052 30.388212351389)","36849","KWIK STOP","5313 NICHOLSON DR","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.105183670531 30.466861083179)","33611","MAX FOOD MART","7979 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.157628190533 30.499994666693)","115471","LIVING WATERS GOODWILL STORE","3255 HOLLYWOOD ST","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.084329291885 30.471439242586)","25681","COUNTRY CORNER FOOD STORE #2","9232 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.176435946785 30.543154604354)","20222","SCOTLAND MONEY MART","10888 SCOTLAND AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.142492359975 30.41663951645)","27184","ON THE RUN #14","4527 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.065091498549 30.457239426296)","32670","CIRCLE K #8080","10770 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,"http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.149456182737 30.594267817135)","1279","DANNY'S GROCERY","4701 BAKER BLVD","BAKER","LOUISIANA","70714","225-774-8884",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.14620460088 30.521258058154)","15897","ON THE RUN #14","7997 PLANK RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.14620460088 30.521258058154)","15901","CIRCLE K STORES #2707657","7997 PLANK RD","BATON ROUGE","LOUISIANA","70807","225-357-5661","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.104832837537 30.648194094731)","190772","CROSSROAD GROCERY","20190 PLANK RD","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.142493146485 30.454020775048)","32334","KIMS MARKET","4695 NORTH ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.156355165605 30.461180917209)","116039","ADAMS GROCERY","1455 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.175078863749 30.514303233719)","24012","THE GOOD STORE","7202 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.135724902227 30.475094998553)","124393","HAPPY FOOD MART","2879 DOUGHERTY DR","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.127348415494 30.461139707016)","26849","B C FOOD MART","1200 N ARDENWOOD DR","BATON ROUGE","LOUISIANA","70806","225-201-9299",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.020451576883 30.453365775887)","29550","MI CUEVITA PLUS # 2","14890 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.159932644112 30.482324671235)","16879","SMILES MARKET & DELI","2905 WYANDOTTE ST","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124061286971 30.360935614819)","94919","S & P FOOD STORE","9385 BURBANK DR","BATON ROUGE","LOUISIANA","70820","225-767-2662",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.159800893922 30.450284951327)","27738","FLORIDA DISCOUNT","2801 FLORIDA ST","BATON ROUGE","LOUISIANA","70802","225-274-0121","http://fhl.org","RETAIL","CONVENIENCE STORE"
"POINT (-91.171436178277 30.443925168545)","20358","JIM & LU GROCERY FOODMART","1701 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802","225-381-3938",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.156978929662 30.478792693974)","106565","QUICK MART","3333 N ACADIAN THWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.192700760701 30.654129127618)","193684","JETT'S FOOD MART #2","1080 CHURCH ST","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.160415282183 30.499907940292)","115546","HOLDEN'S GROCERY & PACKAGE","5520 DOUGLAS AVE","BATON ROUGE","LOUISIANA","70805","225-356-6945",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.182236517877 30.523877385761)","11411","COLLEGE QUICK STOP","1091 SWAN AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.081471328362 30.705571084567)","101616","MIKE'S FOOD MART","24330 PLANK RD","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.108732503314 30.395240398813)","179578","ON THE RUN #14","5857 ESSEN LN","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.11911473601 30.479997619518)","21865","KIMS FOOD MART","7079 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","225-924-1813",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.158637841196 30.394591079615)","25843","RAGE HAIR SALON","162 LEE DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.142766459406 30.586334603002)","198452","RAGUSA'S MEAT MARKET","5240 GROOM RD","BAKER","LOUISIANA","70714",,,"RETAIL","CONVENIENCE STORE"
