"uniqueid","accountid","charactercode","charactercodedescription","objectcode","object","projectcode","project","fullaccount","fundcode","fund","segment2code","segment2","segment3code","segment3","segment4code","segment4","segment5code","segment5","segment6code","segment6","accountdescription","accountstatus","fiscalyear","fiscalmonth","originalbudget","revisedbudget","actual"
"2022-8-4788","4788","44","CHARGES FOR SERVICES","442323","COMMISSIONS-OTHER",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442323-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMISSIONS-OTHER","Active","2022","2022-08-01T00:00:00.000","0","0","13671.66"
"2022-8-4205","4205","42","LICENSES AND PERMITS","422240","PLUMBERS LICENSES",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-422240-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","PLUMBERS LICENSES","Active","2022","2022-08-01T00:00:00.000","0","0","1520"
"2022-8-4741","4741","44","CHARGES FOR SERVICES","441701","CORONERS REPORT FEE",,"UNKNOWN","1000-3300-21-0000-0000-0000-000000-441701-","1000","GENERAL FUND","3300","CORONER","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CORONERS REPORT FEE","Active","2022","2022-08-01T00:00:00.000","0","0","378"
"2022-8-4663","4663","44","CHARGES FOR SERVICES","440102","CONSTABLE SCHOOL SECURITY FEES",,"UNKNOWN","2210-0000-11-0000-0000-0000-000000-440102-","2210","CITY CONSTABLE COURT COSTS FD","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONSTABLE SCHOOL SECURITY FEES","Active","2022","2022-08-01T00:00:00.000","0","0","210"
"2022-8-4638","4638","44","CHARGES FOR SERVICES","440003","CITY COURT SCHOOL FEES",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440003-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY COURT SCHOOL FEES","Active","2022","2022-08-01T00:00:00.000","0","0","3215"
"2022-8-4188","4188","41","TAXES","419330","INT/PEN-GEN SALES TAX-BAKER",,"UNKNOWN","2340-0000-00-0000-0000-0000-000000-419330-","2340","PARISH STREET MAINTENANCE FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GEN SALES TAX-BAKER","Active","2022","2022-08-01T00:00:00.000","0","0","248.51"
"2022-8-4149","4149","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419110-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","2687.77"
"2022-8-4664","4664","44","CHARGES FOR SERVICES","440103","CONSTABLE BENCH WARRANT FEES",,"UNKNOWN","2210-0000-11-0000-0000-0000-000000-440103-","2210","CITY CONSTABLE COURT COSTS FD","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONSTABLE BENCH WARRANT FEES","Active","2022","2022-08-01T00:00:00.000","0","0","150"
"2022-8-4635","4635","44","CHARGES FOR SERVICES","440001","CITY COURT CIVIL FEES",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440001-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY COURT CIVIL FEES","Active","2022","2022-08-01T00:00:00.000","0","0","183"
"2022-8-4026","4026","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2002-0000-00-0000-0000-0000-000000-411000-","2002","LIBRARY BOARD OF CONTROL","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","52327.07"
"2022-8-4703","4703","44","CHARGES FOR SERVICES","440603","CONSTRUCTION CODES/PLANS SALES",,"UNKNOWN","1000-7300-11-0000-0000-0000-000000-440603-","1000","GENERAL FUND","7300","DEVELOPMENT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONSTRUCTION CODES/PLANS SALES","Active","2022","2022-08-01T00:00:00.000","0","0","80"
"2022-8-4151","4151","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","2001-0000-00-0000-0000-0000-000000-419110-","2001","MOSQUITO ABATEMENT/RODENT CRT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","716.79"
"2022-8-4987","4987","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","8101-0000-00-0000-0000-0000-000000-461000-","8101","SOUTH BURBANK CRIME PREV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-08-01T00:00:00.000","0","0","17.5"
"2022-8-4742","4742","44","CHARGES FOR SERVICES","441702","CORONERS EMER CERTIFICATE FEES",,"UNKNOWN","1000-3300-21-0000-0000-0000-000000-441702-","1000","GENERAL FUND","3300","CORONER","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CORONERS EMER CERTIFICATE FEES","Active","2022","2022-08-01T00:00:00.000","0","0","33200"
"2022-8-4136","4136","41","TAXES","414000","OCCUPANCY TAX",,"UNKNOWN","2100-0000-00-0000-0000-0000-000000-414000-","2100","CAPITOL HOUSE ECO DEV DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","OCCUPANCY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","85649.5"
"2022-8-43471","43471","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2005-0000-00-0000-0000-0000-000000-411000-","2005","EBRP COUNCIL ON AGING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","10562.49"
"2022-8-4784","4784","44","CHARGES FOR SERVICES","442316","COMMISSIONS-GIFT SHOP",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442316-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMISSIONS-GIFT SHOP","Active","2022","2022-08-01T00:00:00.000","0","0","10166.67"
"2022-8-4025","4025","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2001-0000-00-0000-0000-0000-000000-411000-","2001","MOSQUITO ABATEMENT/RODENT CRT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-08-01T00:00:00.000","0","0","8532.98"
"2022-8-4688","4688","44","CHARGES FOR SERVICES","440404","SALES TAX COLLECTION CHARGES",,"UNKNOWN","1000-4100-11-0000-0000-0000-000000-440404-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","SALES TAX COLLECTION CHARGES","Active","2022","2022-08-01T00:00:00.000","0","0","352630.21"
"2022-8-4719","4719","44","CHARGES FOR SERVICES","441501","SALE OF REPORTS AND PHOTOS",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-441501-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","SALE OF REPORTS AND PHOTOS","Active","2022","2022-08-01T00:00:00.000","0","0","26439"
"2022-8-4934","4934","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","2409-0000-21-0000-0000-0000-000000-461000-","2409","ALSEN FIRE PROTECTION DISTRICT","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-08-01T00:00:00.000","0","0","8.96"
"2022-8-4726","4726","44","CHARGES FOR SERVICES","441507","POLICE-REIMB FOR OVERTIME",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-441507-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","POLICE-REIMB FOR OVERTIME","Active","2022","2022-08-01T00:00:00.000","0","0","6511.6"
"2022-8-4718","4718","44","CHARGES FOR SERVICES","441208","COMMERCIAL/RESIDENT PLAN REVW",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-441208-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMERCIAL/RESIDENT PLAN REVW","Active","2022","2022-08-01T00:00:00.000","0","0","49175.82"
"2022-8-55877","55877","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","8705-0000-00-0000-0000-0000-000000-413000-","8705","CORTANA CORRIDOR ECON DEV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-08-01T00:00:00.000","0","0","109330.13"
"2022-8-4179","4179","41","TAXES","419300","INT/PEN-GENERAL SALES/USE TAX",,"UNKNOWN","2340-0000-00-0000-0000-0000-000000-419300-","2340","PARISH STREET MAINTENANCE FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL SALES/USE TAX","Active","2022","2022-08-01T00:00:00.000","0","0","3403.13"
"2022-8-54775","54775","59","TRANSFERS IN","592712","TF AMERICAN RESCUE PLAN",,"UNKNOWN","1000-0000-99-0000-0000-0000-000000-592712-","1000","GENERAL FUND","0000","UNDEFINED","99","OPERATING TRANSFERS OUT","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","TF AMERICAN RESCUE PLAN","Active","2022","2022-08-01T00:00:00.000","0","-7912620","0"
"2022-8-4234","4234","42","LICENSES AND PERMITS","424610","SIGN PERMITS",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-424610-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","SIGN PERMITS","Active","2022","2022-08-01T00:00:00.000","0","0","70"
"2022-8-5282","5282","47","MISCELLANEOUS REV","479101","CONTRIB-GOVERNMENT AGENCIES",,"UNKNOWN","1100-0000-51-0000-0000-0000-000000-479101-","1100","ANIMAL CONTROL & RESCUE CENTER","0000","UNDEFINED","51","H&W REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONTRIB-GOVERNMENT AGENCIES","Active","2022","2022-08-01T00:00:00.000","0","0","15790.84"
"2022-7-4951","4951","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","3306-0000-00-0000-0000-0000-000000-461000-","3306","2015 $34M LCDA ROAD IMPROV","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","4718.07"
"2022-7-4942","4942","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","3102-0000-00-0000-0000-0000-000000-461000-","3102","2010B CITY STRB REFUNDING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","747.2"
"2022-7-46526","46526","41","TAXES","413500","TIF DISTRICT TAX",,"UNKNOWN","2104-0000-00-0000-0000-0000-000000-413500-","2104","THIRD-FLORIDA ECO DEV DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","TIF DISTRICT TAX","Active","2022","2022-07-01T00:00:00.000","0","0","10552"
"2022-7-4679","4679","44","CHARGES FOR SERVICES","440333","GAMING FEES - BINGO",,"UNKNOWN","2004-0500-11-0000-0000-0000-000000-440333-","2004","GAMING ENFORCEMENT DIVISION","0500","PARISH ATTORNEY","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GAMING FEES - BINGO","Active","2022","2022-07-01T00:00:00.000","0","0","117.1"
"2022-7-4155","4155","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","2310-0000-00-0000-0000-0000-000000-419110-","2310","CONSOLIDATED ROAD LIGHTING FD","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","52.08"
"2022-7-4178","4178","41","TAXES","419300","INT/PEN-GENERAL SALES/USE TAX",,"UNKNOWN","2330-0000-00-0000-0000-0000-000000-419300-","2330","PARISH BEAUTIFICATION FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","487.16"
"2022-7-4199","4199","41","TAXES","419800","INT/PEN-GROSS RECEIPTS BUS TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419800-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-GROSS RECEIPTS BUS TAX","Active","2022","2022-07-01T00:00:00.000","0","0","16562.18"
"2022-7-4030","4030","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2400-0000-00-0000-0000-0000-000000-411000-","2400","BR FIRE PAY ENHANCEMENT FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","1268.43"
"2022-7-4514","4514","43","INTERGOVERNMENT REV","433200","INSURANCE COMPANIES TAX",,"UNKNOWN","2401-0000-00-0000-0000-0000-000000-433200-","2401","DISTRICT ONE FIRE PROTECTION","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INSURANCE COMPANIES TAX","Active","2022","2022-07-01T00:00:00.000","0","0","52292.9"
"2022-7-4669","4669","44","CHARGES FOR SERVICES","440150","19TH JDC CRIMINAL JUROR FEES",,"UNKNOWN","2202-0000-11-0000-0000-0000-000000-440150-","2202","CRIMINAL JUROR COMPENSATION FD","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","19TH JDC CRIMINAL JUROR FEES","Active","2022","2022-07-01T00:00:00.000","0","0","4849.2"
"2022-7-4955","4955","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","5100-0000-00-0000-0000-0000-000000-461000-","5100","SEWERAGE-OPERATIONS & MAINT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","34221.26"
"2022-7-47007","47007","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","2006-0000-00-0000-0000-0000-000000-419110-","2006","MENTAL HLTH & SUBST TRMNT CTR","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","873.41"
"2022-7-4050","4050","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","3102-0000-00-0000-0000-0000-000000-413000-","3102","2010B CITY STRB REFUNDING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","112559"
"2022-7-4970","4970","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","5810-0000-00-0000-0000-0000-000000-461000-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","558.9"
"2022-7-4758","4758","44","CHARGES FOR SERVICES","441810","CRIME PREVENTION DISTRICT FEES",,"UNKNOWN","8108-0000-21-0000-0000-0000-000000-441810-","8108","PARK FOREST EAST CIME PRV DIST","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CRIME PREVENTION DISTRICT FEES","Active","2022","2022-07-01T00:00:00.000","0","0","0.46"
"2022-7-4654","4654","44","CHARGES FOR SERVICES","440019","CTY CT-TRAFFIC TECHNOLOGY FEE",,"UNKNOWN","2205-2000-11-0000-0000-0000-000000-440019-","2205","CITY COURT TECHNOLOGY FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CTY CT-TRAFFIC TECHNOLOGY FEE","Active","2022","2022-07-01T00:00:00.000","0","0","6599.77"
"2022-7-4987","4987","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","8101-0000-00-0000-0000-0000-000000-461000-","8101","SOUTH BURBANK CRIME PREV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","14.73"
"2022-7-4516","4516","43","INTERGOVERNMENT REV","433200","INSURANCE COMPANIES TAX",,"UNKNOWN","2407-0000-00-0000-0000-0000-000000-433200-","2407","CHANEYVILLE FIRE PROTECTION","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INSURANCE COMPANIES TAX","Active","2022","2022-07-01T00:00:00.000","0","0","29835.83"
"2022-7-4660","4660","44","CHARGES FOR SERVICES","440023","CITY CRT-DOMESTIC VIOL PRG FEE",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440023-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY CRT-DOMESTIC VIOL PRG FEE","Active","2022","2022-07-01T00:00:00.000","0","0","107"
"2022-7-4724","4724","44","CHARGES FOR SERVICES","441505","FALSE ALARM FEES",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-441505-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FALSE ALARM FEES","Active","2022","2022-07-01T00:00:00.000","0","0","25600"
"2022-7-4747","4747","44","CHARGES FOR SERVICES","441802","FIRE PROTECTION SERVICE CHARGE",,"UNKNOWN","2403-0000-21-0000-0000-0000-000000-441802-","2403","BROWNSFIELD FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FIRE PROTECTION SERVICE CHARGE","Active","2022","2022-07-01T00:00:00.000","0","0","480.11"
"2022-7-4991","4991","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","8105-0000-00-0000-0000-0000-000000-461000-","8105","GREENWOOD CRIME PREV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","32.46"
"2022-7-4142","4142","41","TAXES","415200","INSURANCE PREMIUMS TAX",,"UNKNOWN","1000-0000-00-0000-0000-9002-000000-415200-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9002","PARISH REVENUES","INSURANCE PREMIUMS TAX","Active","2022","2022-07-01T00:00:00.000","0","0","472498.75"
"2022-7-5202","5202","47","MISCELLANEOUS REV","474501","OTHER INCOME",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-474501-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","OTHER INCOME","Active","2022","2022-07-01T00:00:00.000","0","0","3031.75"
"2022-7-51172","51172","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","3307-0000-00-0000-0000-0000-000000-461000-","3307","2020 $74M RD&ST IMPR REFUNDING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","13353.13"
"2022-7-5143","5143","47","MISCELLANEOUS REV","474200","CONTINGENT RECEIPTS",,"UNKNOWN","2053-0000-21-0000-0000-0000-000000-474200-","2053","EMERGENCY MEDICAL SERVICES","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONTINGENT RECEIPTS","Active","2022","2022-07-01T00:00:00.000","0","0","267.15"
"2022-7-4058","4058","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","3305-0000-00-0000-0000-0000-000000-413000-","3305","2015 $59M RD&ST IMPR REFUNDING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","691147"
"2022-7-4990","4990","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","8104-0000-00-0000-0000-0000-000000-461000-","8104","HERMITAGE/CROSS CREEK CRIME DT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","12.92"
"2022-7-4930","4930","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","2407-0000-21-0000-0000-0000-000000-461000-","2407","CHANEYVILLE FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","7.36"
"2022-7-4035","4035","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2409-0000-00-0000-0000-0000-000000-411000-","2409","ALSEN FIRE PROTECTION DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","1.33"
"2022-7-4187","4187","41","TAXES","419320","INT/PEN-GEN SALES TAX-CENTRAL",,"UNKNOWN","2340-0000-00-0000-0000-0000-000000-419320-","2340","PARISH STREET MAINTENANCE FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GEN SALES TAX-CENTRAL","Active","2022","2022-07-01T00:00:00.000","0","0","538.25"
"2022-7-4767","4767","44","CHARGES FOR SERVICES","442105","FEES-AVIATION FUEL, OIL COMM.",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442105-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FEES-AVIATION FUEL, OIL COMM.","Active","2022","2022-07-01T00:00:00.000","0","0","22325.4"
"2022-7-4151","4151","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","2001-0000-00-0000-0000-0000-000000-419110-","2001","MOSQUITO ABATEMENT/RODENT CRT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","1319.37"
"2022-7-4233","4233","42","LICENSES AND PERMITS","424550","ALARM USER PERMITS",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-424550-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","ALARM USER PERMITS","Active","2022","2022-07-01T00:00:00.000","0","0","3675"
"2022-7-4174","4174","41","TAXES","419300","INT/PEN-GENERAL SALES/USE TAX",,"UNKNOWN","1000-0000-00-0000-0000-9002-000000-419300-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9002","PARISH REVENUES","INT/PEN-GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","15342.87"
"2022-7-4754","4754","44","CHARGES FOR SERVICES","441810","CRIME PREVENTION DISTRICT FEES",,"UNKNOWN","8104-0000-21-0000-0000-0000-000000-441810-","8104","HERMITAGE/CROSS CREEK CRIME DT","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CRIME PREVENTION DISTRICT FEES","Active","2022","2022-07-01T00:00:00.000","0","0","254.69"
"2022-7-4032","4032","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2403-0000-00-0000-0000-0000-000000-411000-","2403","BROWNSFIELD FIRE PROTECTION","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","483"
"2022-7-5229","5229","47","MISCELLANEOUS REV","475500","SUBROGATION RECOVERY/RESTITUT",,"UNKNOWN","6100-0000-00-0000-0000-0000-000000-475500-","6100","CENTRAL GARAGE-FLEET PROGRAM","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","SUBROGATION RECOVERY/RESTITUT","Active","2022","2022-07-01T00:00:00.000","0","0","1317.5"
"2022-7-4672","4672","44","CHARGES FOR SERVICES","440201","CITY PROSECUTOR BOND POST FEE",,"UNKNOWN","1000-0500-11-0000-0000-0000-000000-440201-","1000","GENERAL FUND","0500","PARISH ATTORNEY","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY PROSECUTOR BOND POST FEE","Active","2022","2022-07-01T00:00:00.000","0","0","3241"
