"ticketnumber","tickettype","ticketdatetime","accidentnumber","casenumber","statute","description","age_incident","age_grouping","race","gender","ethnicity","streetaddress","city","zip","point_location","patrol_division"
"E412150","Traffic","2018-10-15T07:25:00.000","2018-0038216",,"10.6.102","CARELESS DRIVING","16","16","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80923",,
"3102446","Criminal","2018-04-13T12:00:00.000",,"2018-00014158","9.6.404","THEFT","57","55-64","Black","Male","Non Hispanic Origin","POINT (-104.815411 38.776322)","COLORADO SPRINGS","80906","POINT (-104.815411 38.776322)","Gold Hill"
"E698586","Traffic","2020-09-10T19:54:00.000",,,"10.28.101A","COMPULSORY INSURANCE - OWNER","39","35-44","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80923",,
"E554750","Traffic","2019-12-31T11:40:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","50","45-54","White","Male","Unknown","POINT (-104.793402 38.928819)","COLORADO SPRINGS","80918","POINT (-104.793402 38.928819)","Falcon"
"E358676","Traffic","2019-01-02T08:10:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","23","20-24","White","Female","Hispanic","POINT (-104.794297 38.84097)","COLORADO SPRINGS","80909","POINT (-104.794297 38.84097)","Gold Hill"
"E087235","Traffic","2018-02-04T15:04:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","38","35-44","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E119421","Criminal","2016-10-14T01:02:00.000",,"2016-20457263","9.6.102","TRESPASS ON PRIVATE PROPERTY","39","35-44","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80903",,
"E284544","Criminal","2017-07-30T01:00:00.000",,,"2.5.712","POSSESS UNSEALED ALCOHOL BEVRG","26","25-34","White","Male","Unknown",,"COLORADO SPRINGS","80903",,
"E429614","Traffic","2018-07-13T12:19:00.000","2018-0025837",,"10.8.106","FOLLOWING TOO CLOSELY","47","45-54","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80922",,
"E223926","Traffic","2019-11-10T15:33:00.000","2019-0042067",,"10.9.102","ROADWAYS LANED FOR TRAFFIC","69","65-74","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80922",,
"E285563","Traffic","2017-12-15T12:54:00.000","2017-0045002",,"10.6.102","CARELESS DRIVING","43","35-44","Black","Male","Non Hispanic Origin","POINT (-104.787888 38.913333)","COLORADO SPRINGS","80918","POINT (-104.787888 38.913333)","Falcon"
"E141943","Traffic","2016-03-31T16:26:00.000",,"2016-00013179","42-4-1402(1)(2)(a) MT2 (2)","Careless Driving-Accident","26","25-34","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80923",,
"E422028","Criminal","2018-05-22T19:40:00.000",,"2018-18213481","9.2.102","LOITERING","42","35-44","Black","Male","Non Hispanic Origin","POINT (-104.729208 38.823811)","COLORADO SPRINGS","80916","POINT (-104.729208 38.823811)","Sand Creek"
"E136329","Traffic","2017-05-08T09:47:00.000","2017-0017003",,"42-3-114 TIB","Expiration - displayed expired license plates","18","18-19","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80924",,
"E336683","Traffic","2019-04-14T17:45:00.000","2019-0013273",,"10.9.102","ROADWAYS LANED FOR TRAFFIC","34","25-34","White","Female","Hispanic","POINT (-104.727231 38.824797)","COLORADO SPRINGS","80916","POINT (-104.727231 38.824797)","Sand Creek"
"E250965","Traffic","2018-04-04T12:37:00.000","2018-0012647",,"10.6.102","CARELESS DRIVING","72","65-74","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E461516","Traffic","2018-11-23T13:48:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","59","55-64","White","Female","Non Hispanic Origin","POINT (-104.814212 38.874301)","COLORADO SPRINGS","80907","POINT (-104.814212 38.874301)","Falcon"
"E539436","Traffic","2019-09-12T09:44:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","51","45-54","White","Female","Unknown",,"COLORADO SPRINGS","80929",,
"E464139","Traffic","2019-01-10T12:00:00.000",,,"10.5.104E","EXCEED SPEED LIMIT 40+ OVER","27","25-34","Black","Male","Unknown","POINT (-104.744285 38.896987)","COLORADO SPRINGS","80917","POINT (-104.744285 38.896987)","Stetson Hills"
"E389771","Criminal","2018-09-12T10:44:00.000",,"2018-00033843","18-18-428(1) DPO","Possession of Drug Paraphernalia","45","45-54","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80903",,
"E408503","Traffic","2017-09-16T04:40:00.000",,"2017-00033742","42-4-1402(1)(2)(a) MT2 (2)","Careless Driving-Accident","20","20-24","White","Male","Hispanic",,"COLORADO SPRINGS","80910",,
"3139447","Traffic","2022-02-04T06:11:00.000",,,"42-4-1409(1) MT1","Compulsory insurance - owner operated uninsured motor vehicle","24","20-24","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E213128","Traffic","2016-01-13T12:34:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","43","35-44","White","Female","Hispanic",,"COLORADO SPRINGS","80916",,
"E243485","Traffic","2017-10-23T13:52:00.000","2017-0038439",,"10.6.102","CARELESS DRIVING","19","18-19","White","Male","Hispanic","POINT (-104.819295 38.897441)","COLORADO SPRINGS","80918","POINT (-104.819295 38.897441)","Falcon"
"3115361","Traffic","2020-09-02T14:00:00.000",,"2020-00030533","42-4-1602(1) MT2","Accident involving damage - duty","60","55-64","White","Male","Hispanic",,"COLORADO SPRINGS","80907",,
"E384229","Traffic","2019-01-03T07:00:00.000","2019-9000270",,"10.9.102","ROADWAYS LANED FOR TRAFFIC","42","35-44","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80906",,
"E663097","Criminal","2020-11-13T22:57:00.000",,"2020-00039478","18-12-106(1) M2","Prohibited Use of Weapons","30","25-34","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E275328","Traffic","2017-03-17T14:26:00.000","2017-0010547",,"10.6.102","CARELESS DRIVING","92","75 & older","Black","Male","Unknown","POINT (-104.757074 38.88851)","COLORADO SPRINGS","80917","POINT (-104.757074 38.88851)","Stetson Hills"
"E367012","Traffic","2017-05-20T12:05:00.000",,,"42-4-1103(1) TIA","Impeded normal flow of traffic","66","65-74","Unknown","Female","Unknown",,"COLORADO SPRINGS","80909",,
"E349846","Traffic","2019-11-04T20:28:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","33","25-34","White","Female","Hispanic","POINT (-104.757531 38.831935)","COLORADO SPRINGS","80909","POINT (-104.757531 38.831935)","Sand Creek"
"E307513","Traffic","2017-09-03T13:00:00.000","2017-0032095",,"10.8.106","FOLLOWING TOO CLOSELY","27","25-34","White","Male","Hispanic","POINT (-104.757349 38.85976)","COLORADO SPRINGS","80909","POINT (-104.757349 38.85976)","Stetson Hills"
"E345660","Traffic","2018-05-29T17:23:00.000","2018-0019890",,"42-4-1402(1)(2)(a) MT2 (2)","Careless Driving-Accident","25","25-34","Black","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E199648","Traffic","2016-02-16T11:45:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","16","16","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80918",,
"E122292","Traffic","2016-02-04T16:37:00.000","2016-0005635",,"10.6.102","CARELESS DRIVING","18","18-19","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E1094324","Traffic","2022-01-05T23:06:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","20","20-24","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E445055","Traffic","2019-01-17T12:27:00.000","2019-0002163",,"10.23.106","LIMITATIONS ON BACKING","32","25-34","White","Male","Hispanic",,"COLORADO SPRINGS","80909",,
"E409861","Traffic","2019-11-05T17:45:00.000","2019-9041380",,"42-4-1008(1) TIA","Following too closely","22","20-24","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80917",,
"3081487","Criminal","2019-05-31T21:00:00.000",,"2019-00019708","18-9-111(1)(a) M3","Harassment - Strike, Shove, or Kick","26","25-34","White","Male","Hispanic",,"COLORADO SPRINGS","80918",,
"3071120","Criminal","2016-06-27T01:00:00.000",,"2016-00025673","9.6.101","Damage to Property","28","25-34","White","Male","Hispanic","POINT (-104.804471 38.876186)","COLORADO SPRINGS","80907","POINT (-104.804471 38.876186)","Falcon"
"E871690","Traffic","2020-06-13T12:39:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","33","25-34","White","Female","Unknown",,,,,
"E1359887","Traffic","2022-07-13T09:51:00.000",,,"10.20.109","MIN STAND COMMER VEHICLE","40","35-44","White","Male","Hispanic",,,,,
"E1176182","Traffic","2021-09-22T08:51:00.000",,,"10.8.106","FOLLOWING TOO CLOSELY","31","25-34","White","Male","Non Hispanic Origin",,,,,
"E1074041","Traffic","2021-05-15T15:40:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","30","25-34","White","Male","Non Hispanic Origin",,,,,
"E1209514","Traffic","2021-05-12T10:00:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","28","25-34","White","Male","Unknown",,,,,
"E1095649","Traffic","2022-04-25T02:38:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","18","18-19","White","Male","Unknown",,,,,
"E956820","Traffic","2020-11-23T13:09:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","18","18-19","White","Male","Non Hispanic Origin",,,,,
"3103763","Criminal","2021-07-24T08:06:00.000",,"2021-20321917","9.6.202","LITTERING PROHIBITED","33","25-34","White","Male","Non Hispanic Origin",,,,,
"E602042","Traffic","2020-02-16T12:03:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","32","25-34","White","Male","Non Hispanic Origin",,,,,
"E1267379","Traffic","2022-02-10T10:56:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","60","55-64","White","Female","Non Hispanic Origin",,,,,
"E1040046","Traffic","2021-07-19T00:14:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","35","35-44","White","Male","Hispanic",,,,,
"E951558","Traffic","2020-10-01T09:36:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","22","20-24","White","Male","Hispanic",,,,,
"E1358097","Traffic","2022-05-17T09:07:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","30","25-34","White","Male","Hispanic",,,,,
"E1058074","Traffic","2021-06-09T12:37:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","23","20-24","Black","Female","Unknown",,,,,
"E1338573","Traffic","2022-01-14T10:00:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","29","25-34","White","Female","Non Hispanic Origin",,,,,
"E1054554","Traffic","2021-09-28T15:41:00.000",,,"10.5.104A","EXCEED SPEED LIMIT 1-4 OVER","21","20-24","White","Female","Unknown",,,,,
"E1209842","Traffic","2021-08-27T07:16:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","34","25-34","White","Male","Unknown",,,,,
"E1272031","Traffic","2022-08-21T17:30:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","16","16","White","Female","Non Hispanic Origin",,,,,
"E1039871","Traffic","2021-09-27T11:31:00.000",,,"10.20.109","MIN STAND COMMER VEHICLE","42","35-44","White","Male","Hispanic",,,,,
"E1269517","Traffic","2021-10-21T08:57:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","57","55-64","White","Male","Hispanic",,,,,
"E1031596","Traffic","2022-02-28T20:39:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","26","25-34","White","Female","Non Hispanic Origin",,,,,
"E1209069","Criminal","2022-02-02T07:30:00.000",,"2022-00005169","9.6.102","TRESPASS ON PRIVATE PROPERTY","22","20-24","Black","Male","Non Hispanic Origin",,,,,
"E1209821","Traffic","2021-08-12T09:24:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","25","25-34","White","Male","Unknown",,,,,
"E1209864","Traffic","2021-09-08T08:15:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","17","17","White","Male","Unknown",,,,,
"E735549","Traffic","2021-01-18T12:13:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","29","25-34","White","Male","Non Hispanic Origin",,,,,
"E942641","Traffic","2020-06-29T14:00:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","60","55-64","White","Male","Non Hispanic Origin",,,,,
"E953382","Traffic","2021-02-23T11:00:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","31","25-34","White","Female","Hispanic",,,,,
"E1299046","Traffic","2022-07-30T17:48:00.000","2022-00028599",,"10.6.102","CARELESS DRIVING","20","20-24","White","Male","Non Hispanic Origin",,,,,
"E953796","Traffic","2020-11-30T15:58:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","21","20-24","White","Male","Non Hispanic Origin",,,,,
"E1161011","Traffic","2021-05-12T14:30:00.000",,,"10.9.102","ROADWAYS LANED FOR TRAFFIC","22","20-24","Unknown","Male","Hispanic",,,,,
"E1232539","Traffic","2021-11-23T13:23:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","22","20-24","White","Male","Unknown",,,,,
"E1086026","Traffic","2021-06-22T07:01:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","21","20-24","White","Male","Non Hispanic Origin",,,,,
"E871812","Traffic","2020-10-06T13:41:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","40","35-44","White","Male","Unknown",,,,,
"E1168545","Traffic","2021-07-24T07:57:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","24","20-24","White","Male",,,,,,
"E1080064","Traffic","2021-07-23T21:48:00.000","2021-00027372",,"10.6.102","CARELESS DRIVING","27","25-34","White","Male","Unknown",,,,,
"E1097020","Traffic","2021-05-04T06:52:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","65","65-74","White","Female","Unknown",,,,,
"E1209846","Traffic","2021-08-27T08:44:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","37","35-44","White","Female","Unknown",,,,,
"E1144578","Traffic","2022-05-12T01:49:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","18","18-19","White","Male","Non Hispanic Origin",,,,,
"E596551","Traffic","2020-08-05T09:20:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","32","25-34","White","Male","Hispanic",,,,,
"E1163699","Traffic","2022-07-20T00:17:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","25","25-34","White","Female","Hispanic",,,,,
"E613126","Traffic","2020-03-05T09:32:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","35","35-44","White","Female","Hispanic",,,,,
"E1266014","Traffic","2021-10-08T16:41:00.000","2021-00037960",,"10.8.106","FOLLOWING TOO CLOSELY","28","25-34","Black","Male","Non Hispanic Origin",,,,,
"E704570","Traffic","2021-01-14T11:38:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","36","35-44","White","Male","Non Hispanic Origin",,,,,
"E1014009","Traffic","2021-04-18T01:25:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","20","20-24","White","Female","Non Hispanic Origin",,,,,
"E1196049","Criminal","2021-10-26T08:08:00.000",,"2021-00040296","9.2.101","FIGHTING","21","20-24","White","Female","Non Hispanic Origin",,,,,
"E545004","Traffic","2020-03-03T14:20:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","24","20-24","White","Female","Unknown",,,,,
"E1094529","Traffic","2021-05-23T18:21:00.000","2021-00019384",,"10.9.102","ROADWAYS LANED FOR TRAFFIC","60","55-64","White","Female","Non Hispanic Origin",,,,,
"E1028536","Traffic","2021-05-22T23:45:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","27","25-34","White","Male","Hispanic",,,,,
"E1362536","Traffic","2022-06-22T17:55:00.000","2022-00023354",,"10.6.102","CARELESS DRIVING","57","55-64","White","Female","Hispanic",,,,,
"E1141575","Traffic","2022-01-04T07:05:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","24","20-24","White","Female","Non Hispanic Origin",,,,,
"E1209765","Traffic","2021-07-27T13:38:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","44","35-44","White","Female","Unknown",,,,,
"E1244413","Traffic","2021-10-18T10:10:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","22","20-24","White","Male","Hispanic",,,,,
"E339712","Traffic","2018-09-03T22:14:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","19","18-19","White","Female","Non Hispanic Origin",,,,,
"E613209","Traffic","2020-05-18T10:13:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","42","35-44","White","Female","Hispanic",,,,,
"E1195533","Traffic","2021-06-23T02:50:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","19","18-19","White","Male","Non Hispanic Origin",,,,,
"E1032148","Traffic","2021-06-03T10:04:00.000",,,"10.2.102","VEHICLES TURNING LEFT","22","20-24","White","Male","Hispanic",,,,,
"E1044230","Traffic","2021-06-15T13:29:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","40","35-44","White","Male","Hispanic",,,,,
"E1060315","Traffic","2022-03-25T13:40:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","67","65-74","White","Female","Non Hispanic Origin",,,,,
"E1250531","Traffic","2022-02-25T00:19:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","37","35-44","White","Male","Hispanic",,,,,
"E1083551","Traffic","2021-09-09T09:32:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","41","35-44","White","Female","Non Hispanic Origin",,,,,
"E1323077","Traffic","2021-11-18T14:36:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","22","20-24","White","Female","Unknown",,,,,
"E537767","Traffic","2019-10-09T08:44:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","36","35-44","Black","Female","Unknown",,,,,
"E038569","Traffic","2019-02-03T22:04:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","43","35-44","White","Female","Unknown",,,,,
"E351246","Traffic","2019-02-12T18:18:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","23","20-24","White","Male","Unknown",,,,,
"E1023102","Traffic","2021-09-14T18:46:00.000",,"2021-00034490","10.8.106","FOLLOWING TOO CLOSELY","50","45-54","White","Male","Non Hispanic Origin",,,,,
"E1377965","Traffic","2022-08-11T16:36:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","18","18-19","White","Male","Hispanic",,,,,
"E547126","Traffic","2019-11-19T22:53:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","18","18-19","White","Female","Hispanic",,,,,
"E1358142","Traffic","2022-06-16T08:21:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","30","25-34","White","Male","Non Hispanic Origin",,,,,
"E374818","Traffic","2019-02-16T19:15:00.000",,,"10.18.101","OBEY TRAFFIC-CONTROL DEVICES","21","20-24","White","Female","Hispanic",,,,,
"E1331748","Traffic","2021-12-28T12:58:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","41","35-44","White","Female","Hispanic",,,,,
"E432470","Traffic","2018-07-26T11:45:00.000",,,"10.28.101A","COMPULSORY INSURANCE - OWNER","35","35-44","White","Female","Hispanic",,,,,
"E1001060","Traffic","2022-04-07T01:34:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","56","55-64","White","Male","Unknown",,,,,
"E448517","Traffic","2018-08-27T14:54:00.000",,,"10.5.104CI","EXCEED SPEED LIMIT 10-19 SCHOOL","35","35-44","White","Male","Hispanic",,,,,
"E1044229","Traffic","2021-06-15T11:13:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","29","25-34","White","Male","Non Hispanic Origin",,,,,
"E403851","Traffic","2018-02-27T10:13:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","31","25-34","White","Male","Hispanic",,,,,
"E956991","Traffic","2021-01-01T10:48:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","28","25-34","Black","Male","Non Hispanic Origin",,,,,
"E220438","Traffic","2018-11-19T18:12:00.000",,,"10.17.105","TRAFFIC CONTROL SIGNAL LEGEND","19","18-19","White","Male","Hispanic",,,,,
"E335963","Traffic","2019-10-24T17:15:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","48","45-54","White","Male","Hispanic",,,,,
"E683238","Traffic","2021-01-12T16:38:00.000",,,"10.8.105","LIMITATION ON OVERTAKE ON LEFT","45","45-54","White","Male","Unknown",,,,,
"E1262504","Criminal","2021-08-12T12:03:00.000",,"2021-00029931","9.6.202","LITTERING PROHIBITED","38","35-44","White","Male","Non Hispanic Origin",,,,,
"E1176447","Traffic","2022-08-11T19:46:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","43","35-44","White","Male","Hispanic",,,,,
"E302807","Traffic","2019-09-10T23:27:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","29","25-34","White","Female","Unknown",,,,,
"E1028586","Traffic","2021-08-16T01:28:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","55","55-64","Unknown","Female","Non Hispanic Origin",,,,,
"E1049734","Traffic","2021-09-08T09:54:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","49","45-54","White","Female","Non Hispanic Origin",,,,,
"E1139577","Traffic","2021-11-29T14:25:00.000","2021-00044750",,"10.6.102","CARELESS DRIVING","61","55-64","White","Female","Non Hispanic Origin",,,,,
"E772017","Traffic","2020-02-21T00:33:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","22","20-24","White","Male","Unknown",,,,,
"E330180","Traffic","2019-01-15T17:05:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","53","45-54","White","Male","Unknown",,,,,
"E1032472","Traffic","2021-09-27T09:13:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","23","20-24","White","Male","Hispanic",,,,,
"E1264040","Traffic","2022-04-18T11:19:00.000",,,"10.8.106","FOLLOWING TOO CLOSELY","20","20-24","White","Female","Non Hispanic Origin",,,,,
"E1039786","Traffic","2021-09-01T07:47:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","25","25-34","White","Female","Non Hispanic Origin",,,,,
"E1166072","Criminal","2022-02-18T00:39:00.000",,"2022-00007271","9.6.401","SHOPLIFTING","25","25-34","White","Male","Non Hispanic Origin",,,,,
"E390327","Traffic","2019-04-18T23:52:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","17","17","Black","Male","Unknown",,,,,
"E1143260","Traffic","2022-04-09T19:35:00.000",,,"10.5.104DII","EXCEED SPEED LIMIT 20-39 CONSTRUCTION","17","17","White","Male","Non Hispanic Origin",,,,,
"E613295","Traffic","2020-09-14T08:46:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","46","45-54","Black","Male","Non Hispanic Origin",,,,,
"E1044126","Traffic","2021-05-18T14:41:00.000",,,"10.7.106","LIMITATIONS ON TURNING AROUND","25","25-34","Unknown","Male","Unknown",,,,,
"E520624","Traffic","2019-05-08T14:09:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","64","55-64","White","Female","Unknown",,,,,
"E1266520","Traffic","2021-11-01T20:06:00.000","2021-00041189",,"10.18.104","CROSSING OTHER THAN CROSSWALK","53","45-54","White","Male","Non Hispanic Origin",,,,,
"E1089001","Criminal","2021-03-17T09:12:00.000",,"2021-00010876","9.6.111","CAMPING WITHIN PUBLIC STREAM","24","20-24","White","Female","Non Hispanic Origin",,,,,
"E1097112","Traffic","2022-04-28T13:22:00.000","2022-00016222",,"10.2.102","VEHICLES TURNING LEFT","18","18-19","White","Female","Hispanic",,,,,
"E535476","Traffic","2020-01-14T15:26:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","25","25-34","White","Male","Unknown",,,,,
"E1054549","Traffic","2021-08-24T14:24:00.000","2021-00031563",,"10.3.101A","FAILURE TO YIELD AFTER STOP","31","25-34","White","Female","Unknown",,,,,
"E1154587","Criminal","2022-06-12T12:10:00.000",,"2022-00000016","9.6.101","Damage to Property","36","35-44","White","Male","Non Hispanic Origin",,,,,
"E1310023","Traffic","2022-06-02T14:26:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","22","20-24","White","Female","Non Hispanic Origin",,,,,
"E713039","Traffic","2021-02-05T01:36:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","36","35-44","White","Male","Unknown",,,,,
"E281522","Traffic","2018-02-26T22:22:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","22","20-24","White","Male","Hispanic",,,,,
"E390647","Traffic","2018-08-24T01:52:00.000",,,"10.9.102","ROADWAYS LANED FOR TRAFFIC","39","35-44","White","Male","Hispanic",,,,,
"E946282","Traffic","2021-02-03T10:29:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","25","25-34","White","Male","Hispanic",,,,,
"E437005","Traffic","2018-08-10T15:31:00.000",,,"10.5.104DI","EXCEED SPEED LIMIT 20-39 SCHOOL","20","20-24","Black","Female","Unknown",,,,,
"E403852","Traffic","2018-02-27T10:35:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","54","45-54","White","Female","Unknown",,,,,
"E1225054","Traffic","2022-03-17T01:39:00.000",,,"10.5.101","REASONABLE & PRUDENT SPEED","29","25-34","White","Female","Hispanic",,,,,
"E371585","Traffic","2018-02-26T22:30:00.000",,,"10.22.208","TAIL LAMPS & REFLECTORS","26","25-34","White","Male","Non Hispanic Origin",,,,,
"E337915","Traffic","2019-03-25T15:10:00.000",,,"10.6.102","CARELESS DRIVING","23","20-24","Black","Female","Non Hispanic Origin",,,,,
"E938732","Traffic","2020-08-14T08:30:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","65","65-74","White","Male","Unknown",,,,,
"E896007","Traffic","2020-02-13T11:24:00.000",,,"42-3-114 TIB","Expiration - displayed expired license plates","49","45-54","White","Male","Non Hispanic Origin",,,,,
"E461027","Traffic","2019-01-20T16:22:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","23","20-24","Black","Female","Hispanic",,,,,
"E390339","Traffic","2019-05-04T01:28:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","26","25-34","White","Female","Unknown",,,,,
"E1022559","Criminal","2022-02-22T17:42:00.000",,"2022-00007839","9.6.102","TRESPASS ON PRIVATE PROPERTY","47","45-54","White","Male","Non Hispanic Origin",,,,,
"E636555","Traffic","2020-10-09T06:07:00.000",,,"10.6.102","CARELESS DRIVING","29","25-34","White","Female","Hispanic",,,,,
"E1049960","Traffic","2022-02-28T11:02:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","30","25-34","White","Female","Non Hispanic Origin",,,,,
"E243431","Traffic","2017-08-24T11:27:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","32","25-34","White","Male","Hispanic",,,,,
"E431556","Traffic","2019-02-07T17:28:00.000",,,"10.17.105","TRAFFIC CONTROL SIGNAL LEGEND","54","45-54","Unknown","Female","Unknown",,,,,
