"monthenddate","majorgroup","majoroccupationalgrouptitle","claimants"
"2021-03-31T00:00:00.000","55-0000","Military Specific","4"
"2021-03-31T00:00:00.000","INA","Information Not Available","730"
"2021-02-28T00:00:00.000","11-0000","Management","3028"
"2021-02-28T00:00:00.000","13-0000","Business and Financial Operations","619"
"2021-02-28T00:00:00.000","15-0000","Computer and Mathematical","361"
"2021-02-28T00:00:00.000","17-0000","Architecture and Engineering","538"
"2021-02-28T00:00:00.000","19-0000","Life, Physical, and Social Science","255"
"2021-02-28T00:00:00.000","21-0000","Community and Social Service","213"
"2021-02-28T00:00:00.000","23-0000","Legal","28"
"2021-02-28T00:00:00.000","25-0000","Educational Instruction and Library","326"
"2021-02-28T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","338"
"2021-02-28T00:00:00.000","29-0000","Healthcare Practitioners and Technical","583"
"2021-02-28T00:00:00.000","31-0000","Healthcare Support","755"
"2021-02-28T00:00:00.000","33-0000","Protective Service","186"
"2021-02-28T00:00:00.000","35-0000","Food Preparation and Serving Related","2028"
"2021-02-28T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2699"
"2021-02-28T00:00:00.000","39-0000","Personal Care and Service","485"
"2021-02-28T00:00:00.000","41-0000","Sales and Related","1682"
"2021-02-28T00:00:00.000","43-0000","Office and Administrative Support","2849"
"2021-02-28T00:00:00.000","45-0000","Farming, Fishing, and Forestry","402"
"2021-02-28T00:00:00.000","47-0000","Construction and Extraction","12307"
"2021-02-28T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1428"
"2021-02-28T00:00:00.000","51-0000","Production","4506"
"2021-02-28T00:00:00.000","53-0000","Transportation and Material Moving","5723"
"2021-02-28T00:00:00.000","55-0000","Military Specific","8"
"2021-02-28T00:00:00.000","INA","Information Not Available","930"
"2021-01-31T00:00:00.000","11-0000","Management","2978"
"2021-01-31T00:00:00.000","13-0000","Business and Financial Operations","642"
"2021-01-31T00:00:00.000","15-0000","Computer and Mathematical","381"
"2021-01-31T00:00:00.000","17-0000","Architecture and Engineering","510"
"2021-01-31T00:00:00.000","19-0000","Life, Physical, and Social Science","252"
"2021-01-31T00:00:00.000","21-0000","Community and Social Service","211"
"2021-01-31T00:00:00.000","23-0000","Legal","30"
"2021-01-31T00:00:00.000","25-0000","Educational Instruction and Library","385"
"2021-01-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","371"
"2021-01-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","564"
"2021-01-31T00:00:00.000","31-0000","Healthcare Support","855"
"2021-01-31T00:00:00.000","33-0000","Protective Service","214"
"2021-01-31T00:00:00.000","35-0000","Food Preparation and Serving Related","2594"
"2021-01-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2758"
"2021-01-31T00:00:00.000","39-0000","Personal Care and Service","584"
"2021-01-31T00:00:00.000","41-0000","Sales and Related","1767"
"2021-01-31T00:00:00.000","43-0000","Office and Administrative Support","3007"
"2021-01-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","374"
"2021-01-31T00:00:00.000","47-0000","Construction and Extraction","9657"
"2021-01-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1392"
"2021-01-31T00:00:00.000","51-0000","Production","4610"
"2021-01-31T00:00:00.000","53-0000","Transportation and Material Moving","5103"
"2021-01-31T00:00:00.000","55-0000","Military Specific","11"
"2021-01-31T00:00:00.000","INA","Information Not Available","880"
"2020-12-31T00:00:00.000","11-0000","Management","2803"
"2020-12-31T00:00:00.000","13-0000","Business and Financial Operations","718"
"2020-12-31T00:00:00.000","15-0000","Computer and Mathematical","415"
"2020-12-31T00:00:00.000","17-0000","Architecture and Engineering","452"
"2020-12-31T00:00:00.000","19-0000","Life, Physical, and Social Science","244"
"2020-12-31T00:00:00.000","21-0000","Community and Social Service","264"
"2020-12-31T00:00:00.000","23-0000","Legal","41"
"2020-12-31T00:00:00.000","25-0000","Educational Instruction and Library","492"
"2020-12-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","420"
"2020-12-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","644"
"2020-12-31T00:00:00.000","31-0000","Healthcare Support","1083"
"2020-12-31T00:00:00.000","33-0000","Protective Service","254"
"2020-12-31T00:00:00.000","35-0000","Food Preparation and Serving Related","3203"
"2020-12-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1946"
"2020-12-31T00:00:00.000","39-0000","Personal Care and Service","752"
"2020-12-31T00:00:00.000","41-0000","Sales and Related","1869"
"2020-12-31T00:00:00.000","43-0000","Office and Administrative Support","2989"
"2020-12-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","227"
"2020-12-31T00:00:00.000","47-0000","Construction and Extraction","4981"
"2020-12-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1179"
"2020-12-31T00:00:00.000","51-0000","Production","4530"
"2020-12-31T00:00:00.000","53-0000","Transportation and Material Moving","3205"
"2020-12-31T00:00:00.000","55-0000","Military Specific","7"
"2020-12-31T00:00:00.000","INA","Information Not Available","730"
"2020-11-30T00:00:00.000","11-0000","Management","2890"
"2020-11-30T00:00:00.000","13-0000","Business and Financial Operations","808"
"2020-11-30T00:00:00.000","15-0000","Computer and Mathematical","471"
"2020-11-30T00:00:00.000","17-0000","Architecture and Engineering","476"
"2020-11-30T00:00:00.000","19-0000","Life, Physical, and Social Science","211"
"2020-11-30T00:00:00.000","21-0000","Community and Social Service","289"
"2020-11-30T00:00:00.000","23-0000","Legal","42"
"2020-11-30T00:00:00.000","25-0000","Educational Instruction and Library","597"
"2020-11-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","427"
"2020-11-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","959"
"2020-11-30T00:00:00.000","31-0000","Healthcare Support","1274"
"2020-11-30T00:00:00.000","33-0000","Protective Service","228"
"2020-11-30T00:00:00.000","35-0000","Food Preparation and Serving Related","3441"
"2020-11-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1207"
"2020-11-30T00:00:00.000","39-0000","Personal Care and Service","943"
"2020-11-30T00:00:00.000","41-0000","Sales and Related","2151"
"2020-11-30T00:00:00.000","43-0000","Office and Administrative Support","3378"
"2020-11-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","173"
"2020-11-30T00:00:00.000","47-0000","Construction and Extraction","3149"
"2020-11-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1179"
"2020-11-30T00:00:00.000","51-0000","Production","5192"
"2020-11-30T00:00:00.000","53-0000","Transportation and Material Moving","2679"
"2020-11-30T00:00:00.000","55-0000","Military Specific","12"
"2020-11-30T00:00:00.000","INA","Information Not Available","717"
"2020-10-31T00:00:00.000","11-0000","Management","3253"
"2020-10-31T00:00:00.000","13-0000","Business and Financial Operations","993"
"2020-10-31T00:00:00.000","15-0000","Computer and Mathematical","506"
"2020-10-31T00:00:00.000","17-0000","Architecture and Engineering","547"
"2020-10-31T00:00:00.000","19-0000","Life, Physical, and Social Science","216"
"2020-10-31T00:00:00.000","21-0000","Community and Social Service","331"
"2020-10-31T00:00:00.000","23-0000","Legal","53"
"2020-10-31T00:00:00.000","25-0000","Educational Instruction and Library","611"
"2020-10-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","519"
"2020-10-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","985"
"2020-10-31T00:00:00.000","31-0000","Healthcare Support","1405"
"2020-10-31T00:00:00.000","33-0000","Protective Service","274"
"2020-10-31T00:00:00.000","35-0000","Food Preparation and Serving Related","4160"
"2020-10-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1109"
"2020-10-31T00:00:00.000","39-0000","Personal Care and Service","1081"
"2020-10-31T00:00:00.000","41-0000","Sales and Related","2661"
"2020-10-31T00:00:00.000","43-0000","Office and Administrative Support","3880"
"2020-10-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","151"
"2020-10-31T00:00:00.000","47-0000","Construction and Extraction","2208"
"2020-10-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1216"
"2020-10-31T00:00:00.000","51-0000","Production","6030"
"2020-10-31T00:00:00.000","53-0000","Transportation and Material Moving","2657"
"2020-10-31T00:00:00.000","55-0000","Military Specific","11"
"2020-10-31T00:00:00.000","INA","Information Not Available","704"
"2020-09-30T00:00:00.000","11-0000","Management","5505"
"2020-09-30T00:00:00.000","13-0000","Business and Financial Operations","1463"
"2020-09-30T00:00:00.000","15-0000","Computer and Mathematical","691"
"2020-09-30T00:00:00.000","17-0000","Architecture and Engineering","761"
"2020-09-30T00:00:00.000","19-0000","Life, Physical, and Social Science","302"
"2020-09-30T00:00:00.000","21-0000","Community and Social Service","590"
"2020-09-30T00:00:00.000","23-0000","Legal","98"
"2020-09-30T00:00:00.000","25-0000","Educational Instruction and Library","1290"
"2020-09-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","959"
"2020-09-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","1479"
"2020-09-30T00:00:00.000","31-0000","Healthcare Support","2074"
"2020-09-30T00:00:00.000","33-0000","Protective Service","451"
"2020-09-30T00:00:00.000","35-0000","Food Preparation and Serving Related","9097"
"2020-09-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1874"
"2020-09-30T00:00:00.000","39-0000","Personal Care and Service","2073"
"2020-09-30T00:00:00.000","41-0000","Sales and Related","4726"
"2020-09-30T00:00:00.000","43-0000","Office and Administrative Support","6453"
"2020-09-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","258"
"2020-09-30T00:00:00.000","47-0000","Construction and Extraction","3645"
"2020-09-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1952"
"2020-09-30T00:00:00.000","51-0000","Production","8547"
"2020-09-30T00:00:00.000","53-0000","Transportation and Material Moving","4618"
"2020-09-30T00:00:00.000","55-0000","Military Specific","10"
"2020-09-30T00:00:00.000","INA","Information Not Available","1091"
"2020-08-31T00:00:00.000","11-0000","Management","6701"
"2020-08-31T00:00:00.000","13-0000","Business and Financial Operations","1864"
"2020-08-31T00:00:00.000","15-0000","Computer and Mathematical","823"
"2020-08-31T00:00:00.000","17-0000","Architecture and Engineering","909"
"2020-08-31T00:00:00.000","19-0000","Life, Physical, and Social Science","377"
"2020-08-31T00:00:00.000","21-0000","Community and Social Service","836"
"2020-08-31T00:00:00.000","23-0000","Legal","123"
"2020-08-31T00:00:00.000","25-0000","Educational Instruction and Library","2925"
"2020-08-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","1351"
"2020-08-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","2044"
"2020-08-31T00:00:00.000","31-0000","Healthcare Support","2680"
"2020-08-31T00:00:00.000","33-0000","Protective Service","593"
"2020-08-31T00:00:00.000","35-0000","Food Preparation and Serving Related","12969"
"2020-08-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2436"
"2020-08-31T00:00:00.000","39-0000","Personal Care and Service","3048"
"2020-08-31T00:00:00.000","41-0000","Sales and Related","6244"
"2020-08-31T00:00:00.000","43-0000","Office and Administrative Support","8469"
"2020-08-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","333"
"2020-08-31T00:00:00.000","47-0000","Construction and Extraction","3260"
"2020-08-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","2433"
"2020-08-31T00:00:00.000","51-0000","Production","10741"
"2020-08-31T00:00:00.000","53-0000","Transportation and Material Moving","6177"
"2020-08-31T00:00:00.000","55-0000","Military Specific","17"
"2020-08-31T00:00:00.000","INA","Information Not Available","1369"
"2020-07-31T00:00:00.000","11-0000","Management","8746"
"2020-07-31T00:00:00.000","13-0000","Business and Financial Operations","2383"
"2020-07-31T00:00:00.000","15-0000","Computer and Mathematical","1068"
"2020-07-31T00:00:00.000","17-0000","Architecture and Engineering","1340"
"2020-07-31T00:00:00.000","19-0000","Life, Physical, and Social Science","495"
"2020-07-31T00:00:00.000","21-0000","Community and Social Service","1070"
"2020-07-31T00:00:00.000","23-0000","Legal","169"
"2020-07-31T00:00:00.000","25-0000","Educational Instruction and Library","4381"
"2020-07-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","1857"
"2020-07-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","2954"
"2020-07-31T00:00:00.000","31-0000","Healthcare Support","3453"
"2020-07-31T00:00:00.000","33-0000","Protective Service","775"
"2020-07-31T00:00:00.000","35-0000","Food Preparation and Serving Related","17886"
"2020-07-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","3266"
"2020-07-31T00:00:00.000","39-0000","Personal Care and Service","4268"
"2020-07-31T00:00:00.000","41-0000","Sales and Related","8193"
"2020-07-31T00:00:00.000","43-0000","Office and Administrative Support","11241"
"2020-07-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","362"
"2020-07-31T00:00:00.000","47-0000","Construction and Extraction","4286"
"2020-07-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","3304"
"2020-07-31T00:00:00.000","51-0000","Production","13835"
"2020-07-31T00:00:00.000","53-0000","Transportation and Material Moving","7806"
"2020-07-31T00:00:00.000","55-0000","Military Specific","18"
"2020-07-31T00:00:00.000","INA","Information Not Available","1795"
"2020-06-30T00:00:00.000","11-0000","Management","11905"
"2020-06-30T00:00:00.000","13-0000","Business and Financial Operations","2927"
"2020-06-30T00:00:00.000","15-0000","Computer and Mathematical","1224"
"2020-06-30T00:00:00.000","17-0000","Architecture and Engineering","1596"
"2020-06-30T00:00:00.000","19-0000","Life, Physical, and Social Science","635"
"2020-06-30T00:00:00.000","21-0000","Community and Social Service","1305"
"2020-06-30T00:00:00.000","23-0000","Legal","232"
"2020-06-30T00:00:00.000","25-0000","Educational Instruction and Library","5239"
"2020-06-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","2940"
"2020-06-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","4646"
"2020-06-30T00:00:00.000","31-0000","Healthcare Support","4797"
"2020-06-30T00:00:00.000","33-0000","Protective Service","1091"
"2020-06-30T00:00:00.000","35-0000","Food Preparation and Serving Related","22872"
"2020-06-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","4659"
"2020-06-30T00:00:00.000","39-0000","Personal Care and Service","8755"
"2020-06-30T00:00:00.000","41-0000","Sales and Related","11422"
"2020-06-30T00:00:00.000","43-0000","Office and Administrative Support","14209"
"2020-06-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","467"
"2020-06-30T00:00:00.000","47-0000","Construction and Extraction","6100"
"2020-06-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","4336"
"2020-06-30T00:00:00.000","51-0000","Production","17950"
"2020-06-30T00:00:00.000","53-0000","Transportation and Material Moving","10366"
"2020-06-30T00:00:00.000","55-0000","Military Specific","25"
"2020-06-30T00:00:00.000","INA","Information Not Available","4059"
"2020-05-31T00:00:00.000","11-0000","Management","14692"
"2020-05-31T00:00:00.000","13-0000","Business and Financial Operations","3268"
"2020-05-31T00:00:00.000","15-0000","Computer and Mathematical","1320"
"2020-05-31T00:00:00.000","17-0000","Architecture and Engineering","1929"
"2020-05-31T00:00:00.000","19-0000","Life, Physical, and Social Science","740"
"2020-05-31T00:00:00.000","21-0000","Community and Social Service","1384"
"2020-05-31T00:00:00.000","23-0000","Legal","261"
"2020-05-31T00:00:00.000","25-0000","Educational Instruction and Library","5845"
"2020-05-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","3232"
"2020-05-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","8514"
"2020-05-31T00:00:00.000","31-0000","Healthcare Support","6936"
"2020-05-31T00:00:00.000","33-0000","Protective Service","1391"
"2020-05-31T00:00:00.000","35-0000","Food Preparation and Serving Related","27128"
"2020-05-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","5279"
"2020-05-31T00:00:00.000","39-0000","Personal Care and Service","13664"
"2020-05-31T00:00:00.000","41-0000","Sales and Related","14112"
"2020-05-31T00:00:00.000","43-0000","Office and Administrative Support","17745"
"2020-05-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","463"
"2020-05-31T00:00:00.000","47-0000","Construction and Extraction","7676"
"2020-05-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","5513"
"2020-05-31T00:00:00.000","51-0000","Production","22841"
"2020-05-31T00:00:00.000","53-0000","Transportation and Material Moving","11506"
"2020-05-31T00:00:00.000","55-0000","Military Specific","26"
"2020-05-31T00:00:00.000","INA","Information Not Available","4489"
"2020-04-30T00:00:00.000","11-0000","Management","15704"
"2020-04-30T00:00:00.000","13-0000","Business and Financial Operations","2747"
"2020-04-30T00:00:00.000","15-0000","Computer and Mathematical","1065"
"2020-04-30T00:00:00.000","17-0000","Architecture and Engineering","1404"
"2020-04-30T00:00:00.000","19-0000","Life, Physical, and Social Science","679"
"2020-04-30T00:00:00.000","21-0000","Community and Social Service","1201"
"2020-04-30T00:00:00.000","23-0000","Legal","267"
"2020-04-30T00:00:00.000","25-0000","Educational Instruction and Library","5529"
"2020-04-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","3002"
"2020-04-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","10450"
"2020-04-30T00:00:00.000","31-0000","Healthcare Support","7146"
"2020-04-30T00:00:00.000","33-0000","Protective Service","1082"
"2020-04-30T00:00:00.000","35-0000","Food Preparation and Serving Related","26972"
"2020-04-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","4994"
"2020-04-30T00:00:00.000","39-0000","Personal Care and Service","11982"
"2020-04-30T00:00:00.000","41-0000","Sales and Related","13910"
"2020-04-30T00:00:00.000","43-0000","Office and Administrative Support","17183"
"2020-04-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","434"
"2020-04-30T00:00:00.000","47-0000","Construction and Extraction","10288"
"2020-04-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","5712"
"2020-04-30T00:00:00.000","51-0000","Production","17878"
"2020-04-30T00:00:00.000","53-0000","Transportation and Material Moving","10805"
"2020-04-30T00:00:00.000","55-0000","Military Specific","17"
"2020-04-30T00:00:00.000","INA","Information Not Available","3701"
"2020-03-31T00:00:00.000","11-0000","Management","1936"
"2020-03-31T00:00:00.000","13-0000","Business and Financial Operations","465"
"2020-03-31T00:00:00.000","15-0000","Computer and Mathematical","260"
"2020-03-31T00:00:00.000","17-0000","Architecture and Engineering","244"
"2020-03-31T00:00:00.000","19-0000","Life, Physical, and Social Science","160"
"2020-03-31T00:00:00.000","21-0000","Community and Social Service","118"
"2020-03-31T00:00:00.000","23-0000","Legal","27"
"2020-03-31T00:00:00.000","25-0000","Educational Instruction and Library","102"
"2020-03-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","191"
"2020-03-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","247"
"2020-03-31T00:00:00.000","31-0000","Healthcare Support","286"
"2020-03-31T00:00:00.000","33-0000","Protective Service","115"
"2020-03-31T00:00:00.000","35-0000","Food Preparation and Serving Related","732"
"2020-03-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1951"
"2020-03-31T00:00:00.000","39-0000","Personal Care and Service","156"
"2020-03-31T00:00:00.000","41-0000","Sales and Related","809"
"2020-03-31T00:00:00.000","43-0000","Office and Administrative Support","1878"
"2020-03-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","283"
"2020-03-31T00:00:00.000","47-0000","Construction and Extraction","8799"
"2020-03-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","995"
"2020-03-31T00:00:00.000","51-0000","Production","3130"
"2020-03-31T00:00:00.000","53-0000","Transportation and Material Moving","4317"
"2020-03-31T00:00:00.000","55-0000","Military Specific","4"
"2020-03-31T00:00:00.000","INA","Information Not Available","330"
"2020-02-29T00:00:00.000","11-0000","Management","2086"
"2020-02-29T00:00:00.000","13-0000","Business and Financial Operations","478"
"2020-02-29T00:00:00.000","15-0000","Computer and Mathematical","267"
"2020-02-29T00:00:00.000","17-0000","Architecture and Engineering","267"
"2020-02-29T00:00:00.000","19-0000","Life, Physical, and Social Science","186"
"2020-02-29T00:00:00.000","21-0000","Community and Social Service","109"
"2020-02-29T00:00:00.000","23-0000","Legal","32"
"2020-02-29T00:00:00.000","25-0000","Educational Instruction and Library","88"
"2020-02-29T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","191"
"2020-02-29T00:00:00.000","29-0000","Healthcare Practitioners and Technical","256"
"2020-02-29T00:00:00.000","31-0000","Healthcare Support","285"
"2020-02-29T00:00:00.000","33-0000","Protective Service","120"
"2020-02-29T00:00:00.000","35-0000","Food Preparation and Serving Related","605"
"2020-02-29T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2343"
"2020-02-29T00:00:00.000","39-0000","Personal Care and Service","175"
"2020-02-29T00:00:00.000","41-0000","Sales and Related","816"
"2020-02-29T00:00:00.000","43-0000","Office and Administrative Support","1924"
"2020-02-29T00:00:00.000","45-0000","Farming, Fishing, and Forestry","347"
"2020-02-29T00:00:00.000","47-0000","Construction and Extraction","10283"
"2020-02-29T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1115"
"2020-02-29T00:00:00.000","51-0000","Production","3234"
"2020-02-29T00:00:00.000","53-0000","Transportation and Material Moving","4742"
"2020-02-29T00:00:00.000","55-0000","Military Specific","4"
"2020-02-29T00:00:00.000","INA","Information Not Available","338"
"2020-01-31T00:00:00.000","11-0000","Management","2011"
"2020-01-31T00:00:00.000","13-0000","Business and Financial Operations","447"
"2020-01-31T00:00:00.000","15-0000","Computer and Mathematical","242"
"2020-01-31T00:00:00.000","17-0000","Architecture and Engineering","251"
"2020-01-31T00:00:00.000","19-0000","Life, Physical, and Social Science","200"
"2020-01-31T00:00:00.000","21-0000","Community and Social Service","111"
"2020-01-31T00:00:00.000","23-0000","Legal","34"
"2020-01-31T00:00:00.000","25-0000","Educational Instruction and Library","81"
"2020-01-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","215"
"2020-01-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","270"
"2020-01-31T00:00:00.000","31-0000","Healthcare Support","295"
"2020-01-31T00:00:00.000","33-0000","Protective Service","129"
"2020-01-31T00:00:00.000","35-0000","Food Preparation and Serving Related","673"
"2020-01-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2316"
"2020-01-31T00:00:00.000","39-0000","Personal Care and Service","177"
"2020-01-31T00:00:00.000","41-0000","Sales and Related","809"
"2020-01-31T00:00:00.000","43-0000","Office and Administrative Support","1880"
"2020-01-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","331"
"2020-01-31T00:00:00.000","47-0000","Construction and Extraction","9192"
"2020-01-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","1084"
"2020-01-31T00:00:00.000","51-0000","Production","3581"
"2020-01-31T00:00:00.000","53-0000","Transportation and Material Moving","4572"
"2020-01-31T00:00:00.000","55-0000","Military Specific","7"
"2020-01-31T00:00:00.000","INA","Information Not Available","334"
"2019-12-31T00:00:00.000","11-0000","Management","1647"
"2019-12-31T00:00:00.000","13-0000","Business and Financial Operations","494"
"2019-12-31T00:00:00.000","15-0000","Computer and Mathematical","254"
"2019-12-31T00:00:00.000","17-0000","Architecture and Engineering","216"
"2019-12-31T00:00:00.000","19-0000","Life, Physical, and Social Science","169"
"2019-12-31T00:00:00.000","21-0000","Community and Social Service","120"
"2019-12-31T00:00:00.000","23-0000","Legal","34"
"2019-12-31T00:00:00.000","25-0000","Educational Instruction and Library","91"
"2019-12-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","206"
"2019-12-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","275"
"2019-12-31T00:00:00.000","31-0000","Healthcare Support","303"
"2019-12-31T00:00:00.000","33-0000","Protective Service","105"
"2019-12-31T00:00:00.000","35-0000","Food Preparation and Serving Related","597"
"2019-12-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1641"
"2019-12-31T00:00:00.000","39-0000","Personal Care and Service","168"
"2019-12-31T00:00:00.000","41-0000","Sales and Related","761"
"2019-12-31T00:00:00.000","43-0000","Office and Administrative Support","1649"
"2019-12-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","199"
"2019-12-31T00:00:00.000","47-0000","Construction and Extraction","5013"
"2019-12-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","822"
"2019-12-31T00:00:00.000","51-0000","Production","3462"
"2019-12-31T00:00:00.000","53-0000","Transportation and Material Moving","2517"
"2019-12-31T00:00:00.000","55-0000","Military Specific","7"
"2019-12-31T00:00:00.000","INA","Information Not Available","247"
"2019-11-30T00:00:00.000","11-0000","Management","1439"
"2019-11-30T00:00:00.000","13-0000","Business and Financial Operations","501"
"2019-11-30T00:00:00.000","15-0000","Computer and Mathematical","265"
"2019-11-30T00:00:00.000","17-0000","Architecture and Engineering","173"
"2019-11-30T00:00:00.000","19-0000","Life, Physical, and Social Science","131"
"2019-11-30T00:00:00.000","21-0000","Community and Social Service","129"
"2019-11-30T00:00:00.000","23-0000","Legal","35"
"2019-11-30T00:00:00.000","25-0000","Educational Instruction and Library","90"
"2019-11-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","179"
"2019-11-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","266"
"2019-11-30T00:00:00.000","31-0000","Healthcare Support","292"
"2019-11-30T00:00:00.000","33-0000","Protective Service","82"
"2019-11-30T00:00:00.000","35-0000","Food Preparation and Serving Related","530"
"2019-11-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","837"
"2019-11-30T00:00:00.000","39-0000","Personal Care and Service","128"
"2019-11-30T00:00:00.000","41-0000","Sales and Related","695"
"2019-11-30T00:00:00.000","43-0000","Office and Administrative Support","1555"
"2019-11-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","116"
"2019-11-30T00:00:00.000","47-0000","Construction and Extraction","2783"
"2019-11-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","647"
"2019-11-30T00:00:00.000","51-0000","Production","2654"
"2019-11-30T00:00:00.000","53-0000","Transportation and Material Moving","1585"
"2019-11-30T00:00:00.000","55-0000","Military Specific","5"
"2019-11-30T00:00:00.000","INA","Information Not Available","205"
"2019-10-31T00:00:00.000","11-0000","Management","1298"
"2019-10-31T00:00:00.000","13-0000","Business and Financial Operations","534"
"2019-10-31T00:00:00.000","15-0000","Computer and Mathematical","266"
"2019-10-31T00:00:00.000","17-0000","Architecture and Engineering","152"
"2019-10-31T00:00:00.000","19-0000","Life, Physical, and Social Science","113"
"2019-10-31T00:00:00.000","21-0000","Community and Social Service","142"
"2019-10-31T00:00:00.000","23-0000","Legal","32"
"2019-10-31T00:00:00.000","25-0000","Educational Instruction and Library","101"
"2019-10-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","165"
"2019-10-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","263"
"2019-10-31T00:00:00.000","31-0000","Healthcare Support","284"
"2019-10-31T00:00:00.000","33-0000","Protective Service","70"
"2019-10-31T00:00:00.000","35-0000","Food Preparation and Serving Related","479"
"2019-10-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","273"
"2019-10-31T00:00:00.000","39-0000","Personal Care and Service","116"
"2019-10-31T00:00:00.000","41-0000","Sales and Related","672"
"2019-10-31T00:00:00.000","43-0000","Office and Administrative Support","1589"
"2019-10-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","71"
