"company_name","form_numbers","effective_date","approved","type_of_product","proposed","increase"
"Pekin Life Insurance Company","H-21, H29, H30, H38 and H39","2011-02-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Globe Life and Accident Insurance Company","H-6, PR-20, HSEP -- the filing was withdrawn since the cost of outside review would be more than the rate increase would generate.","2010-11-19T00:00:00.000","*withdrawn*","Hospital Surgical","0.1","0.0"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","HSG/OR -- the filing was withdrawn since the cost of outside review would be more than the rate increase would generate.","2010-11-18T00:00:00.000","*withdrawn*","Hospital Surgical","0.06","0.0"
"Continental General Insurance Company (FKA United Teacher)","Forms 925, 5811 et al","2010-10-27T00:00:00.000","*withdrawn*","Hospital Surgical","0.15","0.0"
"Pekin Life Insurance Company","H41 IA (Rev. 11-05)","2010-12-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"American Republic Ins. Co. -- formerly World Ins. Co.","12A et al","2010-12-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Continental General Insurance Company (FKA United Teacher)","4000, 708, 951, P1-51833","2010-11-01T00:00:00.000","Yes","Major Medical","0.2","0.06"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2010-09-29T00:00:00.000","*withdrawn*","Major Medical","0.226","0.0"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2011-01-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Pekin Life Insurance Company","H41 IA (carrier requested that the filing be withdrawn from consideration -- will re-file later)","2010-09-20T00:00:00.000","*withdrawn*","Major Medical","0.372","0.0"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2010-10-01T00:00:00.000","Yes","Major Medical","0.3","0.06"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 (adjustment to cover additional PPACA benefits)  No policies inforce.","2010-09-23T00:00:00.000","Yes","Major Medical","0.04","0.04"
"American Family Mutual Insurance Company","H-28","2010-10-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Physicians Mutual Insurance Company","P231, R269, P232, R267, R272","2010-08-26T00:00:00.000","*withdrawn*","Hospital Surgical","0.06","0.0"
"Illinois Mutual Life Insurance Company","760, 775, 776, 885_886","2010-07-22T00:00:00.000","*withdrawn*","Major Medical","0.12","0.0"
"Prudential Insurance Company of America","Prumed83","2010-09-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Physicians Mutual Insurance Company","P345","2010-10-01T00:00:00.000","Yes","Hospital Surgical","0.06","0.06"
"Companion Life Insurance Company","INDV.BP IA 1101 and INDV.MM IA 1101","2010-07-15T00:00:00.000","*withdrawn*","Major Medical","0.14","0.0"
"The Chesapeake Life Insurance Company","CH-26111-IP (06/09) IA -- NO Iowa policies / Adding a one-time application fee",,"Yes","Hospital Surgical",,
"The Chesapeake Life Insurance Company","Scheduled Indemnity
 CH-26112-IP (06/09) IA -- not a rate increase -- rates for existing policies are *not* affected",,"Yes","Hospital Indemnity",,
"The Chesapeake Life Insurance Company","CH-26116-IP (01/10) IA -- NO Iowa policies // Not a rate increase filing -- simply adding issue age rates for age 56 through 63  for *new business only*",,"Yes","Hospital Indemnity",,
"Physicians Mutual Insurance Company","P345","2010-06-16T00:00:00.000","*withdrawn*","Hospital Surgical","0.12","0.0"
"Reserve National Insurance Company","PS-1 / PS-OP","2010-08-01T00:00:00.000","Yes","Hospital Surgical","0.06","0.06"
"American Family Mutual Insurance Company","H-400 / H-425 combined -- No rates are being increased.  This is simply mapping geographic factors from the old company to the assuming company .  No policyholders rates will increase as a result of this action.","2010-07-01T00:00:00.000","Yes","Major Medical",,
"American Family Mutual Insurance Company","H-600(IA) HDHP, H-95(IA) -- No rates are being increased.  This is simply mapping geographic factors from the old company to the assuming company .  No policyholders rates will increase as a result of this action.","2010-07-01T00:00:00.000","Yes","Major Medical",,
"Reserve National Insurance Company","PS-1","2010-05-12T00:00:00.000","*withdrawn*","Hospital Surgical","0.25","0.0"
"Unified Life Insurance Company (National Financial)","G761 et al","2010-04-27T00:00:00.000","*withdrawn*","Hospital Surgical","0.18","0.0"
"Thrivent Financial for Lutherans","AMA","2010-07-01T00:00:00.000","Yes","Major Medical","0.2","0.12"
"Genworth Life and Annuity Insurance Company [FedHome]","NAC-9948","2010-04-23T00:00:00.000","*withdrawn*","Major Medical","0.2","0.0"
"Kanawha Insurance Company","FAH - 63-84 et al","2010-04-15T00:00:00.000","*withdrawn*","Major Medical","0.1","0.0"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2010-04-13T00:00:00.000","*withdrawn*","Major Medical","0.22","0.0"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2010-07-01T00:00:00.000","Yes","Major Medical","0.606","0.165"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2010-07-01T00:00:00.000","Yes","Major Medical","0.606","0.165"
"American Community Mutual Insurance Company","IND09 (Community Flex)","2010-03-24T00:00:00.000","No","Major Medical","0.3","0.3"
"American Community Mutual Insurance Company","PMEDII (Medalist II)","2010-07-01T00:00:00.000","Yes","Major Medical","0.606","0.165"
"Thrivent Financial for Lutherans","AMA, BMM, DMM, EMM","2010-03-16T00:00:00.000","*withdrawn*","Major Medical","0.15","0.0"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2010-07-01T00:00:00.000","Yes","Major Medical","0.134","0.05"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2009-04-01T00:00:00.000","Yes","Major Medical","0.126","0.126"
"American Community Mutual Insurance Company","IND09 (Community Flex)","2010-04-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Transitions","2010-05-01T00:00:00.000","Yes","Major Medical","0.309","0.25"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2010-05-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2010-05-01T00:00:00.000","Yes","Major Medical","0.243","0.22"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 4/96 - 1/01 Pool III","2010-05-01T00:00:00.000","Yes","Major Medical","0.172","0.172"
"Wellmark Blue Cross Blue Shield of Iowa","CRF Pool V","2010-05-01T00:00:00.000","Yes","Major Medical","0.188","0.188"
"Wellmark Blue Cross Blue Shield of Iowa","DPStandard CMM 4/96 et al","2010-05-01T00:00:00.000","Yes","Major Medical","0.172","0.172"
"Wellmark Blue Cross Blue Shield of Iowa","Group Conversion","2010-05-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","H.I.A, Ind. CMM, Pre 4-96 Old & New","2010-05-01T00:00:00.000","Yes","Major Medical","0.104","0.104"
"American National Insurance Company","IASTD96 et al","2009-12-10T00:00:00.000","Yes","Major Medical","0.05","0.0"
"Reserve National Insurance Company","CHS-99","2010-02-01T00:00:00.000","Yes","Hospital Surgical","0.3","0.25"
"National Health Insurance Company","BPIA-IR, SPIA-IR (513C B&S) -- IID withdrew the filing from consideration since 513C Basic and Standard policies can no longer be sold due to the advent of HipIowa.",,"No","Major Medical",,
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2009-05-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Continental General Insurance Company (FKA United Teacher)","4000, 708, 951, P1-51833","2010-01-01T00:00:00.000","Yes","Major Medical","0.132","0.076"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3601-A3606","2010-01-01T00:00:00.000","Yes","Major Medical","0.075","0.075"
"American Family Mutual Insurance Company","H-235(IA)","2010-01-01T00:00:00.000","Yes","Major Medical","0.2","0.167"
"American Family Mutual Insurance Company","H-400 / H-425 combined","2010-01-01T00:00:00.000","Yes","Major Medical","0.25","0.21"
"American Family Mutual Insurance Company","H-600(IA) HDHP","2009-12-01T00:00:00.000","Yes","Major Medical","0.25","0.25"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2009-10-08T00:00:00.000","*withdrawn*","Major Medical","0.05","0.0"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","HSG/OR","2010-01-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"Globe Life and Accident Insurance Company","H-6, PR-20, HSEP, et al","2009-11-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"Humana Insurance Company","IA-70129 HDHP 8/2002
IA-70129 8/2002","2010-01-01T00:00:00.000","Yes","Major Medical","0.016","0.0"
"Continental General Insurance Company","12A et al","2009-11-01T00:00:00.000","Yes","Major Medical","0.27","0.15"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2010-01-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Kanawha HealthCare Solutions (Metropolitan Life Ins Co)","FAH 15-86, FAH - 47CME-71 et al",,"Yes","Hospital Surgical","0.3","0.1"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2010-01-01T00:00:00.000","Yes","Major Medical","0.075","0.075"
"United American Insurance Company","HS1","2009-10-01T00:00:00.000","Yes","Major Medical","0.1","0.06"
"Trustmark Insurance Company","H1-MM-1 B et al","2009-08-21T00:00:00.000","*withdrawn*","Major Medical","0.1","0.0"
"Pekin Life Insurance Company","H31 & H32 (B&S)","2009-10-01T00:00:00.000","Yes","Major Medical","0.05","0.05"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2010-03-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H21","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.16"
"Pekin Life Insurance Company","H38 IA","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.16"
"Pekin Life Insurance Company","H39 IA","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.16"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2009-10-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Continental General Insurance Company (FKA United Teacher)","Forms 925, 5811 et al","2009-10-01T00:00:00.000","Yes","Hospital Surgical","0.15","0.15"
"Pekin Life Insurance Company","H29","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Pekin Life Insurance Company","H30","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Pekin Life Insurance Company","H41 IA (Rev. 11-05)","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"AXA Equitable Life Insurance Company","CBM 122","2009-10-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Golden Rule Insurance Company","GRI-H-STD-14","2009-07-27T00:00:00.000","*withdrawn*","Major Medical","0.09","0.0"
"AXA Equitable Life Insurance Company","LMM (AS 102-MM)","2009-10-01T00:00:00.000","Yes","Major Medical","0.18","0.18"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2009-10-01T00:00:00.000","Yes","Major Medical","0.09","0.03"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2009-07-01T00:00:00.000","Yes","Major Medical","0.07","0.07"
"Reserve National Insurance Company","PS-1 -- This is not a rate increase filing. These are *new* rates for additional maximum benefits for misc. hospital expenses. Consequently, the filing was essentially deemeed approved with little review.",,"Yes","Hospital Surgical",,
"Physicians Mutual Insurance Company","P345","2009-10-01T00:00:00.000","Yes","Hospital Surgical","0.09","0.09"
"American Family Mutual Insurance Company","H-28","2009-09-01T00:00:00.000","Yes","Major Medical","0.25","0.17"
"American Family Mutual Insurance Company","AH-14 (IA)","2009-11-01T00:00:00.000","Yes","Major Medical","0.15","0.11"
"American Family Mutual Insurance Company","H-95(IA) et al","2009-11-01T00:00:00.000","Yes","Major Medical","0.15","0.11"
"American Community Mutual Insurance Company","PMEDII (Medalist II)","2009-07-01T00:00:00.000","Yes","Major Medical","0.253","0.253"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2009-07-01T00:00:00.000","Yes","Major Medical","0.253","0.2"
"American Community Mutual Insurance Company","PMED (Medalist)","2009-07-01T00:00:00.000","Yes","Major Medical","0.25","0.22"
"American Community Mutual Insurance Company","HSA (Community Med HSA)","2009-07-01T00:00:00.000","Yes","Major Medical","0.103","0.103"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2009-07-01T00:00:00.000","Yes","Major Medical","0.103","0.103"
"National Financial Insurance Company","K5388 et al","2009-05-05T00:00:00.000","No","Hospital Surgical","0.35","0.35"
"Genworth Life and Annuity Insurance Company [FedHome]","NAC-9948","2009-07-01T00:00:00.000","Yes","Major Medical","0.39","0.2"
"Prudential Insurance Company of America","Prumed83","2009-07-01T00:00:00.000","Yes","Major Medical","0.25","0.042"
"Reserve National Insurance Company","PS-1 / PS-OP","2009-05-01T00:00:00.000","Yes","Hospital Surgical","0.092","0.092"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2009-03-16T00:00:00.000","*withdrawn*","Major Medical","0.35","0.0"
"Thrivent Financial for Lutherans","AMA, BMM, DMM, EMM","2009-04-01T00:00:00.000","Yes","Major Medical","0.35","0.23"
"Mutual of Omaha Insurance Company","100 VB/F, H215,  et al","2009-06-01T00:00:00.000","Yes","Hospital Surgical","0.15","0.12"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2009-04-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2009-03-02T00:00:00.000","*withdrawn*","Major Medical","0.1","0.0"
"Golden Rule Insurance Company","GRI-H-1.2, GRI-H-8 et al","2009-04-01T00:00:00.000","Yes","Major Medical","0.13","0.09"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2009-04-01T00:00:00.000","Yes","Major Medical","0.07","0.07"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2009-04-01T00:00:00.000","Yes","Major Medical","0.07","0.07"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Dental","2009-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Transitions","2009-04-01T00:00:00.000","Yes","Major Medical","0.076","0.076"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2009-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2009-04-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 4/96 - 1/01 Pool III","2009-04-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Wellmark Blue Cross Blue Shield of Iowa","CRF Pool V","2009-04-01T00:00:00.000","Yes","Major Medical","0.076","0.076"
"Wellmark Blue Cross Blue Shield of Iowa","DPStandard CMM 4/96 et al","2009-04-01T00:00:00.000","Yes","Major Medical","0.142","0.142"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2009-04-01T00:00:00.000","Yes","Major Medical","0.126","0.126"
"Humana Insurance Company","IA-70129 $0 Deductible Increase","2009-04-01T00:00:00.000","Yes","Major Medical","0.05","0.05"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2009-04-01T00:00:00.000","Yes","Major Medical","0.05","0.05"
"United American Insurance Company","GSP2","2009-01-01T00:00:00.000","Yes","Hospital Surgical","0.05","0.05"
"American National Life Insurance Company of Texas","ANL-IASTD96 et al","2008-12-15T00:00:00.000","Yes","Major Medical","0.15","0.0"
"American National Insurance Company","IASTD96 et al","2008-12-15T00:00:00.000","Yes","Major Medical","0.15","0.0"
"American Insurance Company of Texas","N277","2008-12-02T00:00:00.000","No","Hospital Surgical","0.35","0.35"
"American National Life Insurance Company of Texas","ANL-KMM92 et al","2009-02-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2009-02-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2009-01-01T00:00:00.000","Yes","Major Medical","0.3","0.25"
"Trustmark Insurance Company","IASTD/I and IABASIC/I","2009-04-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3601-A3606","2009-01-01T00:00:00.000","Yes","Major Medical","0.075","0.075"
"Trustmark Insurance Company","H1-MM-1 B et al","2009-01-01T00:00:00.000","Yes","Major Medical","0.35","0.22"
"Reserve National Insurance Company","CHS-99","2009-01-01T00:00:00.000","Yes","Hospital Surgical","0.2","0.2"
"Humana Insurance Company","IA-70129 HDHP 8/2002
IA-70129 8/2002","2008-10-01T00:00:00.000","Yes","Major Medical","0.094","0.094"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2009-01-01T00:00:00.000","Yes","Major Medical","0.128","0.128"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2009-03-01T00:00:00.000","Yes","Major Medical","0.25","0.12"
"Globe Life and Accident Insurance Company","H-6, PR-20, HSEP, et al","2008-10-19T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"Physicians Mutual Insurance Company","P231, R269, P232, R267, R272","2008-11-01T00:00:00.000","Yes","Hospital Surgical","0.19","0.1"
"United American Insurance Company","HS1","2008-10-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Continental General Insurance Company (FKA United Teacher)","4000, 708, 951, P1-51833","2008-10-01T00:00:00.000","Yes","Major Medical","0.25","0.1"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2009-01-01T00:00:00.000","Yes","Major Medical","0.035","0.035"
"Reserve National Insurance Company","LHS","2008-09-01T00:00:00.000","Yes","Hospital Surgical","0.2","0.2"
"Continental General Insurance Company (FKA United Teacher)","Forms 925, 5811 et al","2008-09-01T00:00:00.000","Yes","Hospital Surgical","0.3","0.15"
"Physicians Mutual Insurance Company","P345","2008-10-01T00:00:00.000","Yes","Hospital Surgical","0.09","0.09"
"Everence Association, Inc. -- FKA Mennonite","92711, 92718","2009-01-01T00:00:00.000","Yes","Major Medical","0.12","0.12"
"Physicians Mutual Insurance Company","R359","2008-08-01T00:00:00.000","Yes","Hospital Surgical","0.55","0.3"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2008-09-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H29","2008-08-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H30","2008-08-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H38 IA","2008-08-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H39 IA","2008-08-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H41 IA (Rev. 11-05)","2008-08-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Physicians Mutual Insurance Company","P600","2008-08-01T00:00:00.000","Yes","Hospital Surgical","0.48","0.35"
"American Family Mutual Insurance Company","H-235(IA)","2008-07-01T00:00:00.000","Yes","Major Medical","0.267","0.267"
"American Family Mutual Insurance Company","H-292(IA), H-290(IA)","2008-07-01T00:00:00.000","Yes","Major Medical","0.195","0.195"
"American Family Mutual Insurance Company","H-400(IA)","2008-09-15T00:00:00.000","Yes","Major Medical","0.195","0.195"
"American Family Mutual Insurance Company","H-425(IA)","2008-07-01T00:00:00.000","Yes","Major Medical","0.195","0.195"
"American Family Mutual Insurance Company","H-600(IA) HDHP","2008-09-01T00:00:00.000","Yes","Major Medical","0.195","0.195"
"Continental General Insurance Company","12A et al",,"No","Major Medical",,"0.3"
"State Farm Mutual Automobile Insurance Company","97032 et al","2008-09-01T00:00:00.000","Yes","Hospital Surgical","0.052","0.052"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2008-07-01T00:00:00.000","Yes","Major Medical","0.35","0.2"
"American Community Mutual Insurance Company","HSA (Community Med HSA)","2008-07-01T00:00:00.000","Yes","Major Medical","0.18","0.18"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2008-07-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2008-07-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Community Mutual Insurance Company","PMED (Medalist)","2008-07-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Community Mutual Insurance Company","PMEDII (Medalist II)","2008-07-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Republic Insurance Company","A-1589 and A-2288","2008-07-01T00:00:00.000","Yes","Hospital Surgical","0.2","0.175"
"Prudential Insurance Company of America","Prumed83","2008-07-17T00:00:00.000","Yes","Major Medical","0.18","0.08"
"American Family Mutual Insurance Company","H-28","2008-07-01T00:00:00.000","Yes","Major Medical","0.3","0.23"
"Mutual of Omaha Insurance Company","100 VB/F, H215,  et al","2008-05-01T00:00:00.000","Yes","Hospital Surgical","0.3","0.274"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2008-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2008-04-01T00:00:00.000","Yes","Major Medical","0.076","0.076"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 4/96 - 1/01 Pool III","2008-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - Group Conversion","2008-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2008-04-01T00:00:00.000","Yes","Major Medical","0.15","0.08"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2008-04-01T00:00:00.000","Yes","Major Medical","0.216","0.126"
"Trustmark Insurance Company","IASTD/I and IABASIC/I","2008-04-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"Thrivent Financial for Lutherans","AMA, BMM, DMM, EMM","2008-04-01T00:00:00.000","Yes","Major Medical","0.3","0.206"
"American Republic Insurance Company","A-3317 & A-3318","2008-04-01T00:00:00.000","Yes","Major Medical","0.181","0.181"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2008-03-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2008-03-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American Community Mutual Insurance Company","PMEDII (Medalist II)","2008-03-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2008-03-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"American National Life Insurance Company of Texas","ANL-KMM92 et al","2008-02-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2008-02-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Golden Rule Insurance Company","GRI-HC-1, GRI-HC-1.1","2008-04-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Golden Rule Insurance Company","GRI-H-1.2, GRI-H-8 et al","2008-02-01T00:00:00.000","Yes","Major Medical","0.15","0.1"
"Unified Life Insurance Company (National Financial)","G761 et al","2008-02-01T00:00:00.000","Yes","Hospital Surgical","0.15","0.15"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2008-04-01T00:00:00.000","Yes","Major Medical","0.15","0.075"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","HSG/OR","2008-02-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.12"
"Aetna Health of Iowa, Inc.  -- PKA Coventry Health Care of Iowa","Rate Filing","2008-01-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3601-A3606","2008-01-01T00:00:00.000","Yes","Major Medical","0.15","0.075"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2008-01-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Reserve National Insurance Company","CHS-99","2008-01-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2008-01-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Community Mutual Insurance Company","The purpose of this filing is to increase the minimum deductibles offered to meet federal guidelines for qualified HSA policies and adjust the rate factors accordingly on Policy Form ICDHP-HSA.",,"Yes","Major Medical",,
"Globe Life and Accident Insurance Company","H-6, PR-20, HSEP, et al","2007-10-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"United American Insurance Company","HS1","2007-12-06T00:00:00.000","Yes","Major Medical","0.1","0.1"
"United American Insurance Company","GSP2","2008-01-01T00:00:00.000","Yes","Hospital Surgical","0.14","0.14"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2008-01-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"AXA Equitable Life Insurance Company","CBM 122","2007-10-01T00:00:00.000","Yes","Major Medical","0.25","0.167"
"Wellmark Blue Cross Blue Shield of Iowa","DPStandard CMM 4/96 et al","2007-10-01T00:00:00.000","Yes","Major Medical","-0.24","-0.24"
"American Family Mutual Insurance Company","AH-14 (IA)","2007-11-01T00:00:00.000","Yes","Major Medical","0.25","0.1"
"American Family Mutual Insurance Company","H-95(IA) et al","2007-11-01T00:00:00.000","Yes","Major Medical","0.25","0.15"
"Physicians Mutual Insurance Company","P231, R269, P232, R267, R272","2007-11-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.22"
"Golden Rule Insurance Company","GRI-H-STD-14","2007-10-01T00:00:00.000","Yes","Major Medical","0.095","0.095"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2007-10-01T00:00:00.000","Yes","Major Medical","0.15","0.07"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2008-02-14T00:00:00.000","Yes","Major Medical","0.3","0.21"
"Everence Association, Inc. -- FKA Mennonite","92711, 92718","2008-01-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"American Republic Insurance Company","Informational - A-3562 et al (UltraCare Preferred Gen 1) - The purpose of this informational filing is to add additional deductible options to the above
major medical forms.","2007-10-01T00:00:00.000","Yes","Major Medical",,
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2007-10-01T00:00:00.000","Yes","Major Medical","0.35","0.19"
"Golden Rule Insurance Company","GR-106","2007-10-01T00:00:00.000","Yes","Major Medical","0.12","0.05"
"American Community Mutual Insurance Company","ICDHP-HSA (Next Generation HSA)","2007-10-01T00:00:00.000","yes","Major Medical","0.038","0.038"
"American Community Mutual Insurance Company","ICDHP-TIER (Triple Tier)","2007-10-01T00:00:00.000","Yes","Major Medical","0.038","0.038"
"Physicians Mutual Insurance Company","P345","2007-10-01T00:00:00.000","Yes","Hospital Surgical","0.09","0.09"
"Illinois Mutual Life Insurance Company","743 et al","2007-12-01T00:00:00.000","Yes","Major Medical","0.25","0.11"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2007-08-01T00:00:00.000","Yes","Major Medical","0.25","0.19"
"Wellmark Blue Cross Blue Shield of Iowa","Pool V (5) actuarial memo -- The purpose of this filing is to document the methodology employed to develop initial rates for the policy forms listed below. It is not intended to be used for any other purpose.",,"Yes","Major Medical",,
"American Community Mutual Insurance Company","HSA (Community Med HSA)","2007-07-11T00:00:00.000","Yes","Major Medical","0.18","0.04"
"Trustmark Insurance Company","H1-MM-1 B et al","2007-11-01T00:00:00.000","Yes","Major Medical","0.33","0.26"
"Humana Insurance Company","IA-70129 8/2002 et al","2007-10-01T00:00:00.000","Yes","Major Medical","-0.05","-0.05"
