"company_name","form_numbers","effective_date","increase","approved","type_of_product","proposed"
"Mutual of Omaha Insurance Company","Forms LT50, HCA plus numerous other forms --  these are updated projections involving a previous rate filing.  This is *NOT* a rate increase","2019-12-30T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Mutual of Omaha Insurance Company","Form LTC04I and numerous other forms -- these are updated projections involving a previous rate filing.  This is *NOT* a rate increase","2019-12-24T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Principal Life Insurance Company","Forms FR142, FR601 -- IID and INS negotiated the lifetime benefit proposal from 35.2% down to 30% over 2-years, I.e., 17.9% year 1 followed by 10.26% for year 2.","2020-02-01T00:00:00.000","0.179","Yes","Long Term Care","0.352"
"Principal Life Insurance Company","FR1240 and FR406IA-1 --  IID and INS negotiated the lifetime benefit proposal from 38.41% down to 30% over 2-years, I.e., 17.9% year 1 followed by 10.26% for year 2.","2020-02-01T00:00:00.000","0.179","Yes","Long Term Care","0.384"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 4/1, 5/1, and 6/1 of 2020","2019-04-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 4/1, 5/1, and 6/1 of 2020","2020-04-01T00:00:00.000","0.05","Yes","Small Group","0.05"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- this is NOT a rate increase filing.  This is simply an updated projection of experience related to a previous rate filing.","2019-12-06T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Woodmen of the World Life Insurance Society","Form 335-14-0106 and 340-14-0106","2020-02-01T00:00:00.000","0.077","Yes","Long Term Care","0.077"
"Country Life Insurance Company","Form LTC-300(IA02/98) -- IID and INS negotiated this proposal down from 35% (as originally proposed) down to 17.9% year 1 followed by 17.9% year 2 (for the 55% cell) and 17.9% year 1 followed by 10.26% for the 35% cells.  15% is approved 'as is'.","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.35"
"Prudential Insurance Company of America","Form  83500 BFW 5005 -- IID/INS modified the proposal to 17.9% vs. the original 19% proposal.","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.19"
"Prudential Insurance Company of America","Form  GRP 83500 COV 5022","2020-01-01T00:00:00.000","0.1","Yes","Long Term Care","0.1"
"Prudential Insurance Company of America","Form GRP113290 --  IID / INS modified this proposal from 67.3% (as filed) down to 17.9% for year 1 followed by 17.9% for year 2 (for the max cell). 15% for non-inflation policies approved as is.","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.673"
"Prudential Insurance Company of America","GRP 112202  || Form ILTC-2 --  IID / INS modified this proposal from 94.7% (as filed) down to 17.9% for year 1 followed by 17.9% for year 2 (for the max cell).","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.947"
"Prudential Insurance Company of America","GRP 113290  || Form ILTC-3 -- IID / INS modified this proposal from 77.1% (as filed) down to 17.9% for year 1 followed by 17.9% for year 2 (for the max cell).","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.771"
"Prudential Insurance Company of America","GRP 99183 || Form ILTC-1 -- IID / INS modified this proposal from 106% (as filed) down to 17.9% for year 1 followed by 17.9% for year 2 (for the max cell).","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","1.06"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2020-03-01T00:00:00.000","0.06","Yes","Hospital Surgical","0.06"
"CMFG Life Insurance Company","Forms 2002-LTC-FAC(IA),
2002-LTCR-HCC -- IID/INS modified the proposal to 17.9% based upon several concerns.","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.343"
"CMFG Life Insurance Company","Forms 2006-LTC-COMP(IA) --  IID/INS modified the proposal to 17.9% based upon several concerns.","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.405"
"UnitedHealthcare Plan of the River Valley, Inc.","Small Group -- Grandfathered + Transitional business only","2020-01-01T00:00:00.000","0.023","Yes","Small Group","0.023"
"UnitedHealthcare Insurance Company","Small Group -- Grandfathered + Transitional business only -- IID and Magnum Actuarial Group negotiated this proposal from 9% (as originally filed) down to 0% based upon several concerns.","2020-01-01T00:00:00.000","0.0","Yes","Small Group","0.09"
"TIAA-CREF Life Insurance Company","TCL-LTC.04(IA) Ed. 4/00 et al -- 
The IID and INS negotiated the 29.82% original proposal down to 17.9% for year 1 followed by 10.1% for year 2","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.298"
"Metropolitan Life Insurance Company","TCL-LTC.04(IA) Ed. 4/00 et al -- 
The IID and INS negotiated the 29.82% original proposal down to 17.9% for year 1 followed by 10.1% for year 2","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.298"
"Medical Associates Health Plans","Small Group | non-grandfathered business | Transitional rate filing 1-1-2020
IID & L&E negotiated this proposal from 16.87% (as original filed) down to 11.78% based upon several concerns.","2020-01-01T00:00:00.000","0.118","Yes","Small Group","0.169"
"Ability Insurance Company","Forms 3358, LT690, LT691, LT692, LT694, LT695, LT696, LT698, LT201 -- IID and INS negotiated the 35% increases down to 30% to be spread out over 2 years @ 17.9% year 1 followed by 10.26% for year 2","2020-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.35"
"Wellmark Health Plan of Iowa","Individual WHPI  -- All individual grandfathered | transition policies.","2020-01-01T00:00:00.000","0.126","Yes","Major Medical","0.126"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark pre-ACA Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (12.6% on Direct Pay,  12.4% on Farm Bureau Pools and 12.4% for the 513C basic and standard plans","2020-01-01T00:00:00.000","0.125","Yes","Major Medical","0.125"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 1/1, 2/1, and 3/1 of 2020","2020-01-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 1/1, 2/1, and 3/1 of 2020","2020-01-01T00:00:00.000","0.05","Yes","Small Group","0.05"
"UnitedHealthcare Plan of the River Valley","All ACA small group products","2020-01-01T00:00:00.000","0.093","Yes","ACA Small Group","0.093"
"Avera Health Plans","All ACA small group products","2020-01-01T00:00:00.000","0.113","Yes","ACA Small Group","0.113"
"Aetna Life Insurance Company","All ACA small group products","2020-01-01T00:00:00.000","0.019","Yes","ACA Small Group","0.019"
"Aetna Health of Iowa","All ACA small group products","2020-01-01T00:00:00.000","0.1","Yes","ACA Small Group","0.1"
"Wellmark Value Health Plan, Inc.","All ACA small group products","2020-01-01T00:00:00.000","0.072","Yes","ACA Small Group","0.072"
"Wellmark Blue Cross Blue Shield of Iowa","All ACA small group products","2020-01-01T00:00:00.000","0.069","Yes","ACA Small Group","0.069"
"Quartz Health Plan Corporation","All ACA small group products","2020-01-01T00:00:00.000","-0.109","Yes","ACA Small Group","-0.109"
"Health Alliance Midwest","All ACA small group products","2020-01-01T00:00:00.000","0.087","Yes","ACA Small Group","0.087"
"Wellmark Health Plan of Iowa","All ACA small group products","2020-01-01T00:00:00.000","0.077","Yes","ACA Small Group","0.077"
"Medical Associates Health Plans","All ACA small group products  (The actual average increase is 9/100th of 1% -- but it was recorded as 0% for simplicity)","2020-01-01T00:00:00.000","0.0","Yes","ACA Small Group","0.0"
"UnitedHealthcare Insurance Company","All ACA small group products -- IID negotiated the increase from 12.30% down to 9.70% based on several concerns","2020-01-01T00:00:00.000","0.097","Yes","ACA Small Group","0.123"
"National Health Insurance Company","All ACA small group products -- There are ZERO Iowa policies inforce","2020-01-01T00:00:00.000","0.302","Yes","ACA Small Group","0.302"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27","2020-01-01T00:00:00.000","0.02","Yes","Major Medical","0.02"
"Medica Insurance Company","All ACA individual products","2020-01-01T00:00:00.000","-0.113","Yes","ACA Individual","-0.113"
"Wellmark Health Plan of Iowa","All ACA individual products","2020-01-01T00:00:00.000","0.047","Yes","ACA Individual","0.047"
"Wellmark Value Health Plan, Inc.","All ACA individual products","2020-01-01T00:00:00.000","0.048","Yes","ACA Individual","0.048"
"UNUM Life Insurance Company of America","Forms B.LTC , TQB.LTC, GLTC95 and TQGLTC95 -- The IID and INS negotiated this proposal from 32% as filed (0% min, 107.8% max) down to 17.9% for year 1 followed by 10.2% for year 2.  This produces an overall average of 9.62%","2019-12-01T00:00:00.000","0.096","Yes","Long Term Care","0.32"
"UNUM Life Insurance Company of America","Policy Series GLTC04 -- The IID and INS negotiated this proposal from 17.3% as filed (0% min, 89% max) *down to* 17.9% for year 1 followed by 10.2% for year 2.  Tis produces an overall average of 8.6%.","2019-12-01T00:00:00.000","0.086","Yes","Long Term Care","0.173"
"Allianz Life Insurance Company of North America","Form 10-P-Q-IA (Group 3) -- Other form:  11-P-Q-IA -- this is NOT a rate increase, but rather an updated projection from a previous rate filing.","2019-08-12T00:00:00.000","0.115","*filed*","Long Term Care","0.0"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_New), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA  -- this is NOT a rate increase, but rather updated projections of experience from a prior filing.","2019-08-06T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"United States Fire Insurance Company","Fixed Indemnity -- HIP-30000P","2019-08-01T00:00:00.000","0.0","*filed*","Hospital Indemnity","0.0"
"Guarantee Trust Life Insurance Company","Form G0200, G0280, G0600, G0680 -- IID and INS negotiatd this proposal from 52% (as proposed) to a smaller 2-year phased in schedule, i.e., 17.9% for 2019 and 10.26% for 2020","2019-09-01T00:00:00.000","0.179","Yes","Long Term Care","0.52"
"MedAmerica Insurance Company","Form 14515-IA -- IID/INS negotiated this to 17.9% max producing 11.6% average","2019-09-01T00:00:00.000","0.116","Yes","Long Term Care","0.332"
"Metropolitan Life Insurance Company","Extraterritorial rate increase accepted in Iowa on groups sitused in NY -- but now residents of Iowa.  New York Department of Insurance approved 5% on January 28, 2019.  Iowa granted the exemption issue under 507A.4","2019-09-01T00:00:00.000","0.05","*filed*","Long Term Care","0.05"
"Catholic Order of Foresters","FCLTC-IA -- IID and INS modifided this proposal from 40% (as filed) down to 17% for year 1 followed by 17% for year 2.","2019-09-01T00:00:00.000","0.17","Yes","Long Term Care","0.4"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2020-01-01T00:00:00.000","0.055","Yes","Major Medical","0.055"
"Teachers Insurance and Annuity Association of America","Extraterritorial rate increase accepted in Iowa on groups sitused in NY -- but now residents of Iowa.  New York Department of Insurance approved 15% on January 28, 2019.  Iowa granted the exemption issue under 507A.4","2019-09-01T00:00:00.000","0.15","*filed*","Long Term Care","0.15"
"Metropolitan Life Insurance Company","Extraterritorial rate increase accepted in Iowa on groups sitused in NY -- but now residents of Iowa.  New York Department of Insurance approved 15% on January 28, 2019.  Iowa granted the exemption issue under 507A.4","2019-09-01T00:00:00.000","0.15","*filed*","Long Term Care","0.15"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 10/1, 11/1, and 12/1 of 2019","2019-10-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 10/1, 11/1, and 12/1 of 2019","2019-10-01T00:00:00.000","0.06","Yes","Small Group","0.06"
"Northwestern Long Term Care Insurance Company","Form RR.LTC.(0798) et al -- this is NOT a rate increase.  It is simply an updated projection of experience based upon information from a previous rate filing.","2019-05-20T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"United of Omaha Life Insurance Company","Form LTC06UI-TQ et al -- IID and INS negotiated this rate proposal down from 6.6% on average [min = 0%, max=31.3%] down to 6.5% by capping cell increases 17.9% for year 1 followed by 10.26% for year 2.","2019-07-01T00:00:00.000","0.065","Yes","Long Term Care","0.066"
"Mutual of Omaha Insurance Company","Policy Series LTC04G -- IID and INS negotiated this rate proposal down from 10.7% on average [min = 0%, max=19.4%] down to 10% by capping cell increases 17.9% max.","2019-07-01T00:00:00.000","0.1","Yes","Long Term Care","0.107"
"Genworth Life Insurance Company","Form 7000 PCS I with lifetime benefits  || IID and INS negotiated this from 72% as filed down to 17.9% Y1 x 17.9% Y2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.72"
"Genworth Life Insurance Company","Form 7000 PCS I with limited benefits  || IID and INS negotiated this from 55% as filed down to 17.9% Y1 x 17.9% Y2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.55"
"Genworth Life Insurance Company","Form 7030 PCS II with lifetime benefits  || IID and INS negotiated this from 72% as filed down to 17.9% Y1 x 17.9% Y2 x 17.9% Y3","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.72"
"Genworth Life Insurance Company","Form 7030 PCS II with limited benefits  || IID and INS negotiated this from 55% as filed down to 17.9% Y1 x 17.9% Y2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.55"
"Genworth Life Insurance Company","Form 7035 Choice I with lifetime benefits  || IID and INS negotiated this from 72% as filed down to 17.9% Y1 x 17.9% Y2 x 17.9% Y3","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.72"
"Genworth Life Insurance Company","Form 7035 Choice I with limited benefits  || IID and INS negotiated this from 55% as filed down to 17.9% Y1 x 17.9% Y2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.55"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only IID and INS negotiated this proposal from 27.3% down to 17.9 Y1 x 1.08 Y2  (2-year)","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.273"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only IID and INS negotiated this proposal from 31% down to 17.9 Y1 x 10.26 Y2  (2-year)","2019-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.31"
"Genworth Life Insurance Company","Forms 5000, 6484 Pre-PCS I with lifetime benefits  || IID and INS negotiated from 99% down to 17.9% Y1 x 17.9% Y2.","2019-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.99"
"Genworth Life Insurance Company","Forms 5000, 6484 Pre-PCS I with limited benefits  || IID and INS negotiated from 49% down to 17.9% Y1 x 17.9% Y2.","2019-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.49"
"Kanawha Insurance Company","Forms 82000 1/01 IA and 82120 9/01 IA -- Project name:  LTC3 Rate Stability Informational Filing 2018 -- this is NOT a rate increase, but rather updated projections based upon a prior filing.","2019-05-01T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Reserve National Insurance Company","SFI-1",,"0.135","Yes","Hospital Indemnity","0.135"
"RiverSource Life Insurance Company","30160A-32100 (with endorsement)   IID and INS modifed the proposal to be 17.9% max for year 1 followed by 10.26% for year 2  (for both lifetime and limited benefits)","2019-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.536"
"RiverSource Life Insurance Company","30225-IA with 1997 revised rates -- IID and INS modifed the proposal to be 17.9% max for year 1 followed by 10.26% for year 2  (for both lifetime and limited benefits)","2019-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.665"
"RiverSource Life Insurance Company","Form 30160-A-IA -- IID and INS modifed the proposal to be 17.9% max for year 1 followed by 10.26% for year 2  (for both lifetime and limited benefits)","2019-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.549"
"RiverSource Life Insurance Company","Form 30225-IA -- IID and INS modifed the proposal to be 17.9% max for year 1 followed by 10.26% for year 2 (lifetime benefits).  For limited benefits, the increase is 17.9% max for year 1 followed by 7.3% max for year 2.","2019-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.417"
"RiverSource Life Insurance Company","Forms 32040 and 30240-IA","2019-06-01T00:00:00.000","0.157","Yes","Long Term Care","0.157"
"Allianz Life Insurance Company of North America","Form 10-P-Q-IA (Group 3) -- Other form:  11-P-Q-IA -- IID modified the proposal from 21.4% (as filed) down to 17.9% for inflation policies.  (This generates an overall average of 11.5%)","2019-07-01T00:00:00.000","0.115","Yes","Long Term Care","0.214"
"MedAmerica Insurance Company","Form BCBSLTC46/88 et al --  IID and INS negotiated this proposal from 249.7% on average down to 17.9% for year 1 followed by 10.26% for year 2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","2.497"
"MedAmerica Insurance Company","Form LTCNQ12 (8/2000) IA --  IID and INS negotiated this proposal from 140% on average down to 17.9% for year 1 followed by 10.26% for year 2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","1.4"
"Central States Health & Life Co. of Omaha","N01, N02, N03, N04, N05, N08, N11, N12 _ IID and INS negotiated this proposal from 201% on average down to 17.9% for year 1 followed by 10.26% for year 2","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","2.01"
"Transamerica Life Insurance Company_Compact","ICC10 TLC-3 -- Interstate Compact rate filing.  Landing spot filing = premiums remains the same if policyholder chooses lower compound inflation factor.  Otherwise, increase is phased-in over 2-years if they choose to keep the original inflation factor","2019-07-01T00:00:00.000","0.193","Yes","Long Term Care","0.423"
"American General Life Insurance Company","Form 64028-IA  -- the IID and INS negotiated this rate filing from 25% as originally filed down to 17.9%","2019-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.25"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 7/1, 8/1, and 9/1 of 2019","2019-07-01T00:00:00.000","0.06","Yes","Small Group","0.06"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 7/1, 8/1, and 9/1 of 2019","2019-07-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"American Family Mutual Insurance Company","Form H-350 -- the original proposal of 25.84% was modified down to 17.9% by the  IID/INS","2019-05-01T00:00:00.000","0.179","Yes","Long Term Care","0.258"
"American Family Mutual Insurance Company","Form H-350 -- this is *NOT* a rate increase, but rather updated projections related to a previous rate filing.","2019-02-21T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"John Hancock Life Insurance Company","Form LTC-06 IA -- IID and INS negotiated this proposal from 26.9% as filed down to 17.5%.  This is the 1st increase on this block of business.","2019-05-01T00:00:00.000","0.175","Yes","Long Term Care","0.269"
"John Hancock Life Insurance Company","Forms P-FACE(2002-2) et al -- increase applies to non-inflation policies only.  This does not affect the landing spot filings previously approved.  IID and INS negotiated this from 18.2% avg (1% min, 26.5% max) down to 17.5% max by cell.","2019-05-01T00:00:00.000","0.175","Yes","Long Term Care","0.182"
"SILAC Insurance Company","Forms 2002, 2002, 2002+, 2002(97), 2002+(97)  -- original proposal is 120.6% -- IID and INS negotiated this proposal to 17.9% for year 1 and 10.26% for year 2.","2019-04-01T00:00:00.000","0.179","Yes","Long Term Care","1.206"
"Standard Insurance Company","GP0614-HI, GC0614-HI -- Group Hospital Indemnity Insurance","2019-01-17T00:00:00.000","0.0","*filed*","Group Hospital Indemnity","0.0"
"Brighthouse Life Insurance Company","H-LTC2J-36, et al","2019-03-01T00:00:00.000","0.137","Yes","Long Term Care","0.137"
"Brighthouse Life Insurance Company","H-LTC3J-1, et al","2019-03-01T00:00:00.000","0.124","Yes","Long Term Care","0.124"
"Brighthouse Life Insurance Company","H-LTC3JFO20, et al","2019-03-01T00:00:00.000","0.128","Yes","Long Term Care","0.128"
"Brighthouse Life Insurance Company","H-LTC3JFQ, et al","2019-03-01T00:00:00.000","0.058","Yes","Long Term Care","0.058"
"Brighthouse Life Insurance Company","H-LTC3JP5, et al","2019-03-01T00:00:00.000","0.119","Yes","Long Term Care","0.119"
"Brighthouse Life Insurance Company","H-LTC3JQ, et al","2019-03-01T00:00:00.000","0.056","Yes","Long Term Care","0.056"
"Brighthouse Life Insurance Company","H-LTC4JFQ6, et al","2019-03-01T00:00:00.000","0.055","Yes","Long Term Care","0.055"
"Brighthouse Life Insurance Company","H-LTC4JQ, et al","2019-03-01T00:00:00.000","0.088","Yes","Long Term Care","0.088"
"Metropolitan Life Insurance Company","Form LTC-FAC-IA (VIP1), LTC-VAL-IA, LTC-IDEAL-IA, LTC-PREM-I A	--","2019-03-01T00:00:00.000","0.054","Yes","Long Term Care","0.054"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV---------AARP polices only.  This is not a rate increase, but rather -- updated projections from a previous rate filing","2019-01-03T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV----------NON-AARP polices only.  This is not a rate increase, but rather -- updated projections from a previous rate filing","2019-01-03T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Mutual of Omaha Insurance Company","Form LTC04I and numerous other forms -- these are updated projections involving a previous rate filing.  This is *NOT* a rate increase","2018-12-31T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"United of Omaha Life Insurance Company","Form LTC06UI-TQ et al -- updated projection from a previous rate filing -- this is not a rate increase filing","2018-12-31T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Mutual of Omaha Insurance Company","Policy Series LTC04G -- these are updated projections involving a previous rate filing.  This is *NOT* a rate increase","2018-12-31T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Avera Health Plans","Small Group Block of Business (Grandfathered business only)","2019-01-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Provident Life and Accident Insurance Company","Forms RLTC03, RLTCP03, LTC03, LTCP03 & LTCT03 --  this is *NOT* a rate increase proposal.  It is simply updated projections from a previous rate filing.","2018-12-17T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Continental Casualty Company","Lead form: P1-N0080-A14 et al IID and INS negotiated the proposal down to 17.9% for policies with inflation -- 0% for all others.","2019-02-01T00:00:00.000","0.179","Yes","Long Term Care","0.851"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- this is NOT a rate increase filing.  This is simply an updated projection of experience related to a previous rate filing.","2018-12-13T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"State Farm Mutual Automobile Insurance Company","Form 97059IA -- this is NOT a rate increase filing.  This is simply an updated projection of experience related to a previous rate filing.","2018-12-13T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 4/1, 5/1, and 6/1 of 2019","2018-04-01T00:00:00.000","0.06","Yes","Small Group","0.06"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective/renewal dates of 4/1, 5/1, and 6/1 of 2019","2018-04-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Lincoln Benefit Life Company","LB-6302-P-IA (Q)&(NQ), LB-6303-P-IA (Q)&(NQ), LB-6301-P-IA (Q)&(NQ) || The  IID negotiated the filing from 20% as originally filed down to 17.9%","2019-03-01T00:00:00.000","0.179","Yes","Long Term Care","0.2"
"American Fidelity Assurance Company","Form NCC 1/97 - IA, LTC 1/97 - IA, WBNCC 9/97 - IA","2019-06-01T00:00:00.000","0.052","Yes","Long Term Care","0.052"
"American Fidelity Assurance Company","PSI NCC (4/99) IA, PSI QCC (4/99) IA, PSI NTLC (4/99) IA, PSI QLTC (4/99) IA ===>> IID & INS negotiated this proposal to 17.9% for policies with lifetime benefits; original proposal was 35%.  All other policies get 0%.","2019-02-01T00:00:00.000","0.171","Yes","Long Term Care","0.334"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97 -- updated projections only.  This is not a rate increase filing on existing policies.","2018-11-27T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_Old), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA -- updated projections only.  This is not a rate increase filing on existing policies.","2018-11-27T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Metropolitan Life Insurance Company","Form LTC-FAC-IA (VIP1), LTC-VAL-IA, LTC-IDEAL-IA, LTC-PREM-I A	-updated projections only.  This is not a rate increase filing on existing policies.","2018-11-27T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Medical Associates Health Plans","Small Group | non-grandfathered business | Transitional rate filing 1-1-2019","2019-01-01T00:00:00.000","0.077","Yes","Small Group","0.077"
"State Farm Mutual Automobile Insurance Company","Form 97045IA.1  --  IID and INS negotiated this proposal from 23% (average) to a maximum cell increase of 17.9%  The 17.9% cap produces an overall average of 11.6%","2019-05-01T00:00:00.000","0.116","Yes","Long Term Care","0.236"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- IID and INS negotiated this proposal from 20.5% (average) to a maximum cell increase of 17.9%.  The 17.9% cap produces an overall average of 10.7%","2019-05-01T00:00:00.000","0.107","Yes","Long Term Care","0.205"
"UnitedHealthcare Insurance Company","Small Group -- Grandfathered + Transitional business only -- IID and Magnum Actuarial Group negotiated this proposal from 8.6% (as originally filed) down to 0% based upon several concerns.","2019-01-01T00:00:00.000","0.0","Yes","Small Group","0.086"
"UnitedHealthcare Plan of the River Valley, Inc.","Small Group -- Grandfathered + Transitional business only -- IID and Magnum Actuarial Group negotiated this proposal from 8.6% (as originally filed) down to 0% based upon several concerns.","2019-01-01T00:00:00.000","0.0","Yes","Small Group","0.086"
"New York Life Insurance Company","Forms ILTC-5000 (IA) (1001) -- this is an updated projection based upon a previous rate filing.  It is *NOT* a rate increase","2018-10-12T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Prudential Insurance Company of America","GRP 99183 || Form ILTC-1
GRP 112202  || Form ILTC-2
GRP 113290  || Form ILTC-3
Updated projection of experience only -- this is *NOT* a rate increase.","2018-10-12T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Senior Health Insurance Company of Pennsylvania","ATL-FQ-LTC et al -- IID and INS negotiated this from 25% (as proposed) down to 17.9% year 1, and 6.02% year 2","2019-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.25"
"Senior Health Insurance Company of Pennsylvania","ATL-FQ-LTC et al -- IID and INS negotiated this from 30% (as proposed) down to 17.9% year 1, and 10.26% year 2 for those not electing 'freeze/drop'.  If policyholder elects 'freeze/drop' -- they get a 30% *DECREASE* in rates.","2019-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.3"
"MedAmerica Insurance Company","Form NTQ11-337-MA-IA-401
LTQ11-336-MA-IA-401, HTQ11-338-MA-IA-401 -- Form LTC-LBP8-IA et al -- IID and INS negotiated this proposal from 102.8% as filed down to 30% over 2-years, i.e., 17.9% year 1 x 10.26% year 2","2018-12-01T00:00:00.000","0.179","Yes","Long Term Care","1.028"
"MedAmerica Insurance Company","Form SPL-336 -- IID and INS negotiated the increase from 50.3% (as proposed) down to 17.9%","2018-12-01T00:00:00.000","0.179","Yes","Long Term Care","0.503"
"MedAmerica Insurance Company","GRP11-342-MA-IA-401  -- IID and INS negotiated this proposal from 65.6% down to 30% over 2-years, i.e., 17.9% year 1 x 10.26% year 2","2018-12-01T00:00:00.000","0.179","Yes","Long Term Care","0.656"
"Health Alliance Midwest, Inc.","Pre-ACA Transitional Small Group only","2019-01-01T00:00:00.000","0.0","Yes","Small Group","0.0"
"Medica Insurance Company","All ACA individual products","2019-01-01T00:00:00.000","-0.09","Yes","ACA Individual","-0.09"
