"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location","stld","stateofdomicile"
"Great American Insurance Company","Property Casualty","16691","0706","false","301 E. Fourth Street",,"CINCINNATI","OH","45202-4201","800-972-3008","301 E FOURTH STREET",,"CINCINNATI","OH","45202","800-545-4269","Non Iowa Stock Fire And Casualty Company","Stock","American Continental Insurance Company, Manufacturers & Merchants Insurance Company, Selective Insurance Company","POINT (-84.507797 39.100703)","POINT (-84.507797 39.100703)",,"OH"
"Medical Protective Company (The)","Property Casualty","11843","0717","false","5814 Reed Road",,"FT. WAYNE","IN","46835","260-486-0796","5814 REED ROAD",,"FORT WAYNE","IN","46835","260-486-0796","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-85.081556 41.132093)","POINT (-85.081556 41.132093)",,"IN"
"St. Paul Fire and Marine Insurance Company","Property Casualty","24767","0723","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock","St. Paul Mercury Insurance Company, Mercury Insurance Company",,,,"CT"
"Michigan Millers Mutual Insurance Company","Property Casualty","14508","0727","false","PO BOX 30060",,"LANSING","MI","48909","517-482-6211-251","2425 EAST GRAND RIVER AVENUE",,"LANSING","MI","48912","517-482-6211-7750","Non Iowa Mutual Fire And Casualty Co","Mutual","Michigan Millers Mutual Fire Ins. Company",,"POINT (-84.51627 42.7433)",,"MI"
"Amerisure Mutual Insurance Company","Property Casualty","23396","0728","false","PO BOX 2060",,"FARMINGTON HILLS","MI","48333-2060","248-615-9000 Ext 58","26777 HALSTED ROAD",,"FARMINGTON HILLS","MI","48331-3586","248-615-9000","Non Iowa Mutual Fire And Casualty Co","Mutual","Michigan Mutual Insurance Company, Michigan Mutual Liability Company",,"POINT (-83.416831 42.48971)",,"MI"
"Motors Insurance Corporation","Property Casualty","22012","0739","false","500 Woodward Ave, 14th Floor",,"DETROIT","MI","48226","3136565432","500 WOODWARD AVE, 14TH FLOOR",,"DETROIT","MI","48226","313-656-5712","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-83.04504 42.329525)","POINT (-83.04504 42.329525)",,"MI"
"Mutual of Omaha Insurance Company","Life","71412","0741","false","3300 Mutual of Omaha Plaza",,"OMAHA","NE","68175","(800) 775-6000","3300 MUTUAL OF OMAHA PLAZA",,"OMAHA","NE","68175","402-351-7671","Non Iowa Mutual Life - with A & H","Mutual","Mutual Benefit Health & Accident Association",,,,"NE"
"Ironshore Indemnity Inc.","Property Casualty","23647","0743","false","175 Berkeley Street",,"BOSTON","MA","02116","646-826-6610","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","Mutual Service Casualty Insurance Company, Stockbridge Insurance Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IL"
"National American Insurance Company","Property Casualty","23663","0744","false","PO BOX 9",,"CHANDLER","OK","74834","405-258-0804","1010 Manvel Avenue",,"Chandler","OK","74834","405-258-4675","Non Iowa Stock Fire And Casualty Company","Stock","National American Fire Insurance Company",,"POINT (-96.880759 35.700456)",,"OK"
"21st Century Premier Insurance Company","Property Casualty","20796","0745","false","21st Century Plaza, 3 Beaver Valley Road",,"WILMINGTON","DE","19803","800-245-2425","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock","AIG Premier Insurance Company, Colonial Penn Franklin Insurance Company, National-Ben Franklin Fire Insurance Co., National Insurance Company, National Ben Franklin Insurance Company, GE Casualty Insurance Company",,"POINT (-118.601532 34.184535)",,"PA"
"National Casualty Company","Property Casualty","11991","0746","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","800 423-7675","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-83.0271 39.980974)",,"OH"
"National Fire Insurance Company of Hartford","Property Casualty","20478","0747","false","151 N. Franklin St.",,"CHICAGO","IL","60606","3128225000","151 N. FRANKLIN STREET",,"CHICAGO","IL","60606","312-822-2138","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.635367 41.884568)","POINT (-87.635367 41.884568)",,"IL"
"National Indemnity Company","Property Casualty","20087","0748","false","1314 Douglas Street, Suite 1400",,"OMAHA","NE","68102-1944","4029163000","1314 Douglas Street, Suite 1400",,"Omaha","NE","68102-1944","866-720-7861","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)",,"NE"
"National Union Fire Insurance Company of Pittsburgh, Pa.","Property Casualty","19445","0752","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","212-458-7007","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)",,"PA"
"New Hampshire Insurance Company","Property Casualty","23841","0759","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","2127707000","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","New Hampshire Fire Insurance Company","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)",,"IL"
"Northland Insurance Company","Property Casualty","24015","0770","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"CT"
"Ohio Casualty Insurance Company (The)","Property Casualty","24074","0779","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"NH"
"Westfield Insurance Company","Property Casualty","24112","0780","false","PO BOX 5001",,"WESTFIELD CENTER","OH","44251-5001","330-887-0607","ONE PARK CIRCLE",,"WESTFIELD CENTER","OH","44251","330-887-0662","Non Iowa Stock Fire And Casualty Company","Stock","Ohio Farmers Indemnity Company, Superior Risk Insurance Company",,,,"OH"
"Ohio Farmers Insurance Company","Property Casualty","24104","0781","false","PO BOX 5001",,"WESTFIELD CENTER","OH","44251-5001","330-887-0607","ONE PARK CIRCLE",,"WESTFIELD CENTER","OH","44251","330-887-0662","Non Iowa Mutual Fire And Casualty Co","Mutual",,,,,"OH"
"Sierra Health and Life Insurance Company, Inc.","Health","71420","0784","false","PO BOX 36451",,"LAS VEGAS","NV","89133-6451","317-715-7963","2720 N TENAYA WAY; NV018-S500",,"LAS VEGAS","NV","89128","702-240-8890","Non Iowa Stock Life - with A & H","Stock","West States Insurance Company, O.R.E. Insurance Company, Order of Railway Employees",,"POINT (-115.249431 36.210403)",,"NV"
"Pacific Employers Insurance Company","Property Casualty","22748","0788","false","PO Box 1000",,"PHILADELPHIA","PA","19106","215-640-4555","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-75.148957 39.947451)",,"PA"
"AIU Insurance Company","Property Casualty","19399","0789","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","2127707000","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","Pacific Fire Insurance Company, American International Insurance Company, Pacific Insurance Company of New York","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)",,"NY"
"Pacific Indemnity Company","Property Casualty","20346","0790","false","202B Hall's Mill Road",,"WHITEHOUSE STATION","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.765041 40.644972)","POINT (-75.148957 39.947451)",,"WI"
"Peerless Insurance Company","Property Casualty","24198","0796","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","Peerless Casualty Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"NH"
"Pennsylvania Lumbermens Mutual Insurance Company","Property Casualty","14974","0798","false","One Commerce Square","2005 Market Street, Suite 1200","PHILADELPHIA","PA","19103-7008","800-752-1895","2005 Market Street, Suite 1200",,"Philadelphia","PA","19103","267-825-9336-","Non Iowa Mutual Fire And Casualty Co","Mutual","Pennsylvania Lumbermens Mutual Fire Insurance Company",,"POINT (-75.174679 39.953762)",,"PA"
"Penn Millers Insurance Company","Property Casualty","14982","0799","false","436 Walnut Street",,"PHILADELPHIA","PA","19106","2156401000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","Pennsylvania Millers Mutual Insurance Company","POINT (-75.148957 39.947451)","POINT (-75.148957 39.947451)",,"PA"
"Providence Washington Insurance Company","Property Casualty","24295","0810","false","One World Trade Center, 41st Floor",,"NEW YORK","NY","10007","8553550327","411 Fifth Avenue, 5th Floor",,"New York","NY","10016","917-588-0058","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-73.98311 40.75047)",,"RI"
"Great American Assurance Company","Property Casualty","26344","0814","false","301 E. Fourth Street",,"CINCINNATI","OH","45202-4201","800-972-3008","301 E FOURTH STREET",,"CINCINNATI","OH","45202","800-545-4269","Non Iowa Stock Fire And Casualty Company","Stock","Agricultural Insurance Company, Queen City Fire Insurance Company, Queen City Insurance Company, American Empire Insurance Company of South Dakota","POINT (-84.507797 39.100703)","POINT (-84.507797 39.100703)",,"OH"
"Wellfleet New York Insurance Company","Property Casualty","20931","0830","false","5814 Reed Road",,"FORT WAYNE","IN","46835","4029163611","5814 REED ROAD",,"FORT WAYNE","IN","46835-3568","260-486-0833","Non Iowa Stock Fire And Casualty Company","Stock","Atlanta International Insurance Company, Seaboard Fire and Marine Insurance Company, Drake Insurance Company of New York","POINT (-85.081556 41.132093)","POINT (-85.081556 41.132093)",,"NY"
"Standard Fire Insurance Company (The)","Property Casualty","19070","0844","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, MS08A",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"CT"
"State Farm Fire and Casualty Company","Property Casualty","25143","0849","false","One State Farm Plaza",,"BLOOMINGTON","IL","61710-0001","309-766-6393","One State Farm Plaza",,"Bloomington","IL","61710","309-766-6393","Non Iowa Stock Fire And Casualty Company","Stock","State Farm Fire Insurance Company",,,,"IL"
"State Farm Mutual Automobile Insurance Company","Property Casualty","25178","0850","false","One State Farm Plaza",,"BLOOMINGTON","IL","61701-0001","309-766-6393","One State Farm Plaza",,"Bloomington","IL","61710","309-766-6393","Non Iowa Mutual Fire And Casualty Co","Mutual",,,,,"IL"
"Transatlantic Reinsurance Company","Property Casualty","19453","0862","false","One Liberty Plaza","165 Broadway","NEW YORK","NY","10006","212-365-2200","ONE LIBERTY PLAZA, 165 BROADWAY",,"NEW YORK","NY","10006","212-365-2287","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"NY"
"Transportation Insurance Company","Property Casualty","20494","0867","false","151 N. Franklin St.",,"CHICAGO","IL","60606","3128225000","151 N. FRANKLIN STREET",,"CHICAGO","IL","60606","312-822-2138","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.635367 41.884568)","POINT (-87.635367 41.884568)",,"IL"
"Travelers Indemnity Company (The)","Property Casualty","25658","0869","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, MS08A",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"CT"
"Trinity Universal Insurance Company","Property Casualty","19887","0871","false","12926 Gran Bay Parkway West",,"JACKSONVILLE","FL","32258","9042455600","50 GLENMAURA NATIONAL BLVD.,  STE. 201",,"MOOSIC","PA","18507","570-496-5594","Non Iowa Stock Fire And Casualty Company","Stock","Trinity Fire Insurance Company","POINT (-81.528251 30.13344)","POINT (-75.674816 41.358931)",,"TX"
"Esurance Insurance Company","Property Casualty","25712","0872","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062-7127","800-343-7262","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Tri-State Insurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
"United States Fidelity and Guaranty Company","Property Casualty","25887","0885","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"CT"
"United States Fire Insurance Company","Property Casualty","21113","2945","false","PO Box 1973",,"MORRISTOWN","NJ","07962","973-326-7304","305 MADISON AVENUE",,"MORRISTOWN","NJ","07960","973-490-6973","Non Iowa Stock Fire And Casualty Company","Stock","MJR Fire Insurance Company",,"POINT (-74.451166 40.783277)","STLD","DE"
"Universal Surety Company","Property Casualty","25933","0889","false","601 S. 12th St., P. O. Box 80468",,"LINCOLN","NE","68501","402-435-4302","1010 LINCOLN MALL, SUITE 101",,"LINCOLN","NE","68508","402-435-4302","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-96.704092 40.807721)","POINT (-96.706609 40.808123)",,"NE"
"Utica Mutual Insurance Company","Property Casualty","25976","0892","false","PO BOX 530",,"UTICA","NY","13503","315-734-2413","180 GENESEE STREET",,"NEW HARTFORD","NY","13413","315-734-2654","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-75.303733 43.075921)",,"NY"
"West Bend Mutual Insurance Company","Property Casualty","15350","0896","false","1900 South 18th Ave.",,"WEST BEND","WI","53095","262-334-5571-6302","1900 South 18th Ave",,"West Bend","WI","53095","262-338-5149-","Non Iowa Mutual Fire And Casualty Co","Mutual","West Bend Mutual Fire Insurance Company","POINT (-88.200952 43.398724)","POINT (-88.200952 43.398724)",,"WI"
"4 Ever Life Insurance Company","Life","80985","0902","false","2 Mid America Plaza, Suite 200",,"OAKBROOK TERRACE","IL","60181","630-472-7719","2 Mid America Plaza, Suite 200",,"Oakbrook Terrace","IL","60181","630-472-7749","Non Iowa Stock Life - with A & H","Stock","BCS Life Insurance Company, Health Service, Incorporated","POINT (-87.958747 41.849891)","POINT (-87.958747 41.849891)",,"IL"
"Western Surety Company","Property Casualty","13188","0903","false","151 N. Franklin St.",,"CHICAGO","IL","60606","800-331-6053","151 N. FRANKLIN STREET",,"CHICAGO","IL","60606","312-822-2138","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.635367 41.884568)","POINT (-87.635367 41.884568)",,"SD"
"BCS Insurance Company","Property Casualty","38245","0908","false","2 Mid America Plaza, Suite 200",,"OAKBROOK TERRACE","IL","60181","630-472-7749","2 Mid America Plaza, Suite 200",,"Oakbrook Terrace","IL","60181","630-472-7815","Non Iowa Stock Fire And Casualty Company","Stock","Medical Indemnity of America, Incorporated","POINT (-87.958747 41.849891)","POINT (-87.958747 41.849891)",,"OH"
"SAFECO Insurance Company of America","Property Casualty","24740","0910","false","175 Berkeley St.",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"NH"
"Vigilant Insurance Company","Property Casualty","20397","0915","false","202B Hall's Mill Road",,"WHITEHOUSE STATION","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.765041 40.644972)","POINT (-75.148957 39.947451)",,"NY"
"Foremost Insurance Company","Property Casualty","11185","0917","false","Farmers Ins Group, Regulatory Affairs Dept.","PO Box 1628","GRAND RAPIDS","MI","49501","616-942-3000","P.O. BOX 2450",,"GRAND RAPIDS","MI","49501-2450","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"MI"
"Mid-Century Insurance Company","Property Casualty","21687","0918","false","Farmers Ins Group, Regulatory Affairs Dept.","6301 Owensmouth Ave","Woodland Hills","CA","91367","503-372-2000","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","OR","91367","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-118.601532 34.184535)",,"CA"
"Carolina Casualty Insurance Company","Property Casualty","10510","0919","true","5011 GATE PARKWAY, BUILDING 200, SUITE 200",,"JACKSONVILLE","FL","32256","904-363-0900","5011 GATE PARKWAY, BUILDING 200, SUITE 2",,"JACKSONVILLE","FL","32256","904-363-0900","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-81.535737 30.246241)","POINT (-81.535737 30.246241)",,"IA"
"Illinois Mutual Life Insurance Company","Life","64580","0920","false","300 S.W. Adams Street",,"PEORIA","IL","61634","309-674-8255-431","JOHN KIRTLEY II",,"PEORIA","IL","61634","309-674-8255-400","Non Iowa Mutual Life - with A & H","Mutual","Illinois Mutual Life & Casualty Company, Illinois Mutual Casualty Company","POINT (-89.592295 40.690091)",,,"IL"
"Lancer Insurance Company","Property Casualty","26077","0922","false","PO Box 9004",,"LONG BEACH","NY","11561-9004","516-431-4441","370 West Park Avenue",,"Long Beach","NY","11561-9004","516-431-4441","Non Iowa Stock Fire And Casualty Company","Stock","Underwriters Insurance Company",,"POINT (-73.675002 40.588293)",,"IL"
"Empire Fire and Marine Insurance Company","Property Casualty","21326","0924","false","1299 Zurich Way",,"SCHAUMBURG","IL","60196","847-230-2632","1299 ZURICH WAY",,"SCHAUMBURG","IL","60196-1056","847-605-6201","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-88.046361 42.063664)","POINT (-88.046361 42.063664)",,"IL"
"Western National Mutual Insurance Company","Property Casualty","15377","0926","false","Edina Corporate Center","4700 West 77th Street","EDINA","MN","55435-4818","9528355350","4700 W 77TH STREET",,"EDINA","MN","55435","952-921-9289","Non Iowa Mutual Fire And Casualty Co","Mutual","Mutual Creamery Insurance Company",,"POINT (-93.344951 44.863179)",,"MN"
"XL Insurance America, Inc.","Property Casualty","24554","0930","false","70 Seaview Avenue",,"STAMFORD","CT","06902","800-327-1414","505 EAGLEVIEW BLVD., SUITE 100",,"EXTON","PA","19341","610-968-2598","Non Iowa Stock Fire And Casualty Company","Stock","Vanguard Insurance Company, Winterthur International America Insurance Company","POINT (-73.523237 41.041676)","POINT (-75.67676 40.062642)",,"DE"
"American Reliable Insurance Company","Property Casualty","19615","0936","false","8667 East Hartford Drive, Suite 225",,"SCOTTSDALE","AZ","85255","480-483-8666","3 BALA PLZ, STE 300E",,"BALA CYNWYD","PA","19004-3406","610-664-1500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-111.893721 33.641916)","POINT (-75.218529 40.00707)",,"AZ"
"Old Republic Insurance Company","Property Casualty","24147","0942","false","631 Excel Drive, Suite 200",,"MT. PLEASANT","PA","15666","312-346-8100","631 EXCEL DRIVE, SUITE 200",,"MT. PLEASANT","PA","15666","312-346-8100","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-79.584838 40.191805)","POINT (-79.584838 40.191805)",,"PA"
"Farmers Insurance Exchange Farmers Underwriters Assn. A/I/F","Property Casualty","21652","0959","false","Farmers Ins Group, Regulatory Affairs Dept.","6301 Owensmouth Ave","Woodland Hills","CA","91367","8189650433","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Reciprocal Exchange","Either",,,"POINT (-118.601532 34.184535)",,"CA"
"Fire Insurance Exchange Fire Underwriters Assn. A/I/F","Property Casualty","21660","0960","false","Farmers Ins Group, Regulatory Affairs Dept.","6301 Owensmouth Ave","Woodland Hills","CA","91367","8189650433","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Reciprocal Exchange","Either",,,"POINT (-118.601532 34.184535)",,"CA"
"Garrison Property and Casualty Insurance Company","Property Casualty","21253","0967","false","9800 Fredericksburg Road",,"SAN ANTONIO","TX","78288","800-531-8111","9800 Fredericksburg Road",,"San Antonio","TX","78288","210-913-7998","Non Iowa Stock Fire And Casualty Company","Stock","Reciprocal Exchange, Dodson Management Corp., A.I.F., Reciprocal Exchange Reciprocal Service Co. A/I/F, Garrison Property and Casualty Association, USAA Corporate, Atty-inFact","POINT (-98.57653 29.537142)","POINT (-98.57653 29.537142)",,"TX"
"Truck Insurance Exchange Truck Undrwrtrs. Assn. A/I/F","Property Casualty","21709","0969","false","Farmers Ins Group, Regulatory Affairs Dept.","6301 Owensmouth Ave","WOODLAND HILLS","CA","91367","8188650433","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Reciprocal Exchange","Either",,,"POINT (-118.601532 34.184535)",,"CA"
"Government Employees Insurance Company","Property Casualty","22063","1105","false","GEICO Plaza",,"WASHINGTON","DC","20076","800-841-3000","5260 WESTERN AVENUE",,"CHEVY CHASE","MD","20815-3799","301-986-3479","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-77.088022 38.959006)",,"NE"
"Standard Property and Casualty Insurance Company","Property Casualty","15199","1108","false","PO Box 3199",,"WINSTON-SALEM","NC","27102","800-526-0332","221 BOLIVAR STREET",,"JEFFERSON CITY","MO","65101","314-493-7987","Non Iowa Stock Fire And Casualty Company","Stock","Standard Mutual Insurance Company",,"POINT (-92.179755 38.582944)",,"IL"
"Florists' Mutual Insurance Company","Property Casualty","13978","1109","false","1 Horticultural Lane",,"EDWARDSVILLE","IL","62025","800-851-7740","#1 HORTICULTURAL LANE",,"EDWARDSVILLE","IL","62025","715-346-7527","Non Iowa Mutual Fire And Casualty Co","Mutual",,"POINT (-89.88847 38.794216)",,,"IL"
"Dairyland Insurance Company","Property Casualty","21164","1121","false","1800 North Point Drive",,"STEVENS POINT","WI","54481","715-346-7527","1800 NORTH POINT DRIVE",,"STEVENS POINT","WI","54481","715-346-7527","Non Iowa Stock Fire And Casualty Company","Stock","Dairyland Mutual Insurance Company","POINT (-89.572644 44.541214)","POINT (-89.572644 44.541214)",,"WI"
"Manhattan Life Insurance Company (The)","Life","65870","1122","false","10777 Northwest Freeway",,"HOUSTON","TX","77092","800-669-9030","5 Waterside Crossing 3rd Floor",,"Windsor","CT","06095","713-529-0045","Non Iowa Stock Life - with A & H","Stock",,"POINT (-95.464198 29.814738)","POINT (-72.734081 41.881176)",,"NY"
"Gleaner Life Insurance Society","Fraternal","56154","1123","false","5200 W. U.S. 223, Box 1894",,"ADRIAN","MI","49221","517-263-2244-216","5200 WEST U.S. HWY. 223",,"ADRIAN","MI","49221-9461","517-263-2244 3106","Non Iowa Fraternal","Mutual",,"POINT (-84.087659 41.905485)","POINT (-84.087659 41.905485)",,"MI"
"Polish National Alliance of the United States of North America","Fraternal","57622","1125","false","6100 N. Cicero Ave.",,"CHICAGO","IL","60646-4385","773-286-0500","6100 N. CICERO AVE.",,"CHICAGO","IL","60646-4385","773-286-0500","Non Iowa Fraternal","Mutual",,"POINT (-87.748334 41.991952)","POINT (-87.748334 41.991952)",,"IL"
"Life Insurance Company of North America","Life","65498","1130","false","51 Madison Avenue",,"NEW YORK","NY","10010","8002255695","51 MADISON AVENUE",,"NEW YORK","NY","10010","212-576-6276","Non Iowa Stock Life - with A & H","Stock",,"POINT (-73.986182 40.743295)","POINT (-73.986182 40.743295)",,"PA"
"Symetra Life Insurance Company","Life","68608","1131","true","PO BOX 34690",,"SEATTLE","WA","98124-1690","800-796-3872","777 108TH AVENUE NE, SUITE 1200",,"BELLEVUE","WA","98004","425-256-8544","Iowa Stock Life - with A & H","Stock","Lifeco Insurance Company of America, General Life Company of America, SAFECO Life Insurance Company",,"POINT (-122.19631 47.616914)",,"IA"
"Everlake Life Insurance Company","Life","60186","1133","false","3100 Sanders Road - Suite 303",,"NORTHBROOK","IL","60062","8476659930","2920 SOUTH 84TH STREET",,"LINCOLN","NE","68506","800-525-9287","Non Iowa Stock Life - with A & H","Stock","Allstate Life Insurance Company","POINT (-87.874384 42.095913)","POINT (-96.605935 40.781941)",,"IL"
"Central States Health and Life Co. of Omaha","Life","61751","1134","false","PO BOX 34350",,"OMAHA","NE","68134","402-397-1111","1212 North 96th Street",,"Omaha","NE","68114","402-397-1111","Non Iowa Mutual Life - with A & H","Mutual",,,"POINT (-96.062154 41.271424)",,"NE"
"Northwestern Long Term Care Insurance Company","Life","69000","1139","false","720 E. Wisconsin Ave.",,"MILWAUKEE","WI","53202","4146612510","720 EAST WISCONSIN AVENUE",,"MILWAUKEE","WI","53202","800-890-6704","Non Iowa Stock Life - with A & H","Stock","Standard of America Life Insurance Company (The), Poulsen Insurance Company of America (The)","POINT (-87.902177 43.039)","POINT (-87.902177 43.039)",,"WI"
"Wilton Reassurance Life Company of New York","Life","60704","1140","false","20 Glover Ave, 4th floor",,"NORWALK","CT","06850","2037624666","20 GLOVER AVENUE 4TH FLOOR",,"NORWALK","CT","06850","203-762-4430","Non Iowa Stock Life - with A & H","Stock","American Life Insurance Company of New York (The)","POINT (-73.427416 41.143433)","POINT (-73.427416 41.143433)",,"NY"
"American Commerce Insurance Company","Property Casualty","19941","1148","false","3590 Twin Creeks Drive",,"COLUMBUS","OH","43204","508-949-4307","3590 TWIN CREEKS DR",,"COLUMBUS","OH","43218-2579","1-508-943-9000-1435","Non Iowa Stock Fire And Casualty Company","Stock","Automobile Club Insurance Company","POINT (-83.101307 39.980119)","POINT (-83.101307 39.980119)",,"OH"
"American Health and Life Insurance Company","Life","60518","1152","false","PO Box 2548",,"FORT WORTH","TX","76113","800-316-5607","3001 MEACHAM BOULEVARD, SUITE 100",,"FORT WORTH","TX","76137-4615","817-820-5010","Non Iowa Stock Life - with A & H","Stock","Cavalier Life Insurance Company",,"POINT (-97.303333 32.824393)",,"TX"
"AMCO Insurance Company","Property Casualty","19100","1167","true","ONE NATIONWIDE BLVD, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-83.0271 39.980974)",,"IA"
"EMCASCO Insurance Company","Property Casualty","21407","1168","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET",,"DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-93.626392 41.584518)",,"IA"
"RiverSource Life Insurance Company","Life","65005","1170","false","227 Ameriprise Financial Center",,"MINNEAPOLIS","MN","55474","800-862-7919","1818 AMERIPRISE FINANCIAL CENTER",,"MINNEAPOLIS","MN","55474","612-671-7204","Non Iowa Stock Life - with A & H","Stock","Investors Syndicate Life Insurance & Annuity Company, IDS Life Insurance Company",,,,"MN"
