"fdid","fire_dept_name","hq_addr1","hq_addr2","hq_state","hq_city","hq_zip","hq_location","mail_addr1","mail_addr2","mail_po_box","mail_city","mail_state","mail_zip","hq_phone","hq_fax","county","dept_type","organization_type","website","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em"
"71001","Archer Volunteer Fire Department","208 Main ST","PO Box 83","IA","Archer","51231","POINT (-95.745918 43.115073)",,,"PO Box 83","Archer","IA","51231","712-723-5310",,"OBRIEN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0",
"15002","Atlantic Fire Department","1203 SW 7TH ST",,"IA","Atlantic","50022-2074","POINT (-95.031274 41.398481)","1203 SW 7TH ST",,,"Atlantic","IA","50022-2074","712-243-2146","712-243-1070","IOWA","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","35","0","0","0","No"
"66007","Saint Ansgar Fire Department","122 W 4TH ST",,"IA","Saint Ansgar","50472","POINT (-92.919473 43.378504)","122 W 4TH ST",,,"Saint Ansgar","IA","50472-1497","641-713-2410",,"MITCHELL","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","28","0","0","Yes"
"41003","Crystal Lake Fire Department","S State AVE","PO Box 224","IA","Crystal Lake","50432-0224",,,,"PO Box 224","Crystal Lake","IA","50432-0224","641-565-3750","641-565-3750","HANCOCK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","0",
"51003","Libertyville Fire & Rescue, Jefferson County","112 N Main ST","PO Box 56","IA","Libertyville","52567","POINT (-92.05091 40.957751)",,,"PO Box 56","Libertyville","IA","52567","641-693-3203","641-693-3103","JEFFERSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","0",
"46005","Hardy Fire Department","120 N Clinton AVE",,"IA","Hardy","50545-0035","POINT (-94.051204 42.809827)","120 N Clinton AVE",,"PO Box 35","Hardy","IA","50545-0035","515-824-3509",,"HUMBOLDT","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","3","3","0","0",
"46001","Bode Fire Department","114 Humbolt AVE",,"IA","Bode","50519","POINT (-94.287508 42.867939)",,,"PO Box 114","Bode","IA","50519-0114","515-379-1722",,"HUMBOLDT","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","21","0","0","0","No"
"24009","Manilla Fire Department","553 Main ST",,"IA","Manilla","51454","POINT (-95.231545 41.889719)",,,"PO Box 327","Manilla","IA","51454-0327","712-654-2632",,"CRAWFORD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","0","Yes"
"24007","Dow City - Arion Community Fire Department","106 West Pearl",,"IA","Dow City","51528","POINT (-95.497028 41.928689)",,,"PO Box 27","Dow City","IA","51528-0027","712-674-3524","712-674-3524","CRAWFORD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","2","Yes"
"88007","Lorimor Volunteer Fire Department","411 Minnesota AVE",,"IA","Lorimor","50149","POINT (-94.055252 41.127906)",,,"PO Box 125","Lorimor","IA","50149-0125","641-763-2888",,"UNION","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","1","Yes"
"03006","Waukon Fire Department","565 11TH AVE SW",,"IA","Waukon","52172","POINT (-91.482528 43.255904)",,,"PO Box 429","Waukon","IA","52172-0429","563-568-2289","563-568-6072","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","34","0","0","0","No"
"40006","Stanhope Fire Department","PO Box 128",,"IA","Stanhope","50246-0128",,,,"PO Box 128","Stanhope","IA","50246-0128","515-826-3290","515-826-3211","HAMILTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","0",
"49007","Maquoketa Fire Department","106 S Niagara ST",,"IA","Maquoketa","52060-2939","POINT (-90.667838 42.068466)","106 S Niagara ST",,,"Maquoketa","IA","52060-2939","563-652-4454",,"IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","30","0","0","No"
"58005","Grandview Fire Department","206 N Jefferson","PO Box 190","IA","Grandview","52752","POINT (-91.185667 41.27789)",,,"PO Box 190","Grandview","IA","52752-0190","319-729-2010","319-729-2010","LOUISA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0",
"23001","Andover Fire Department","Unknown",,"IA","Andover","52701",,,,,"Andover","IA","52701","563-682-7554","563-682-7614","CLINTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"23005","Clinton Fire Department","344 3rd AVE S",,"IA","Clinton","52732-4436","POINT (-90.192538 41.84339)","344 3rd AVE S",,,"Clinton","IA","52732-4436","563-242-0125","563-243-6724","CLINTON","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.cityofclintoniowa.us/departments/fire/index.php","3","45","0","0","0","0","No"
"97005","Danbury Fire Department","201 Main ST",,"IA","Danbury","51019","POINT (-95.721787 42.234401)","201 Main ST",,"PO Box 336","Danbury","IA","51019","712-883-2565","712-883-2565","WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.danburyfire.com","1","0","20","0","0","0",
"41008","Woden Fire Department","303 Main Street",,"IA","Woden","50484","POINT (-92.774219 43.227456)","303 Main Street",,"PO Box 89","Woden","IA","50484","641-926-5599",,"HANCOCK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0",
"47001","Arthur Community Fire Department","217 S Main ST",,"IA","Arthur","51431-0041","POINT (-95.34748 42.335142)",,,"PO Box 41","Arthur","IA","51431-0041","712-367-2275",,"IDA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","0",
"94003","Callender Community Fire Department","704 Gilmore AVE","PO Box 14","IA","Callender","50523","POINT (-94.291435 42.361776)",,,"PO Box 14","Callender","IA","50523-0014","515-548-3859",,"WEBSTER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","0",
"79007","Montezuma Fire Department","503 East Main ST","PO Box 334","IA","Montezuma","50171","POINT (-92.522039 41.585346)",,,"PO Box 334","Montezuma","IA","50171-0334","641-623-5615",,"POWESHIEK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0",
"07004","Evansdale Fire Rescue","911 Evans RD",,"IA","Evansdale","50707-1647","POINT (-92.2874 42.464821)","911 Evans RD",,,"Evansdale","IA","50707-1647","319-233-6930","319-274-8966","BLACK HAWK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.evansdalefire.com/","1","0","0","28","0","0","No"
"50012","Reasnor Fire and Rescue Department","312 North ST",,"IA","Reasnor","50232","POINT (-93.022964 41.579084)",,,"PO Box 16","Reasnor","IA","50232-0016","641-793-2752",,"JASPER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.reasnorfire.com/","1","0","10","0","0","1","Yes"
"81005","Nemaha Fire Department","205 Main ST",,"IA","Nemaha","50567","POINT (-95.087891 42.51554)",,,"PO Box 83","Nemaha","IA","50567-0083","000-000-0000",,"SAC","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0",
"47003","Galva Fire Department","109 E 2ND ST",,"IA","Galva","51020","POINT (-95.416654 42.507046)",,,"PO Box 246","Galva","IA","51020-0246","712-282-4409",,"IDA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","No"
"12006","Dumont Volunteer Fire Department","630 First ST",,"IA","Dumont","50625","POINT (-92.972591 42.749133)","14329  250th ST",,,"Dumont","IA","50625-7612","641-857-3222",,"BUTLER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0",
"13003","Knierim Fire Department","Main ST","PO Box 95","IA","Knierim","50552",,,,"PO Box 95","Knierim","IA","50552-0095","515-463-2323",,"CALHOUN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","14","0","0","0",
"73001","Blanchard Volunteer Fire Department","106 Main ST",,"IA","Blanchard","51630","POINT (-95.222317 40.579262)",,,"PO Box 77","Blanchard","IA","51630","712-583-3294","712-583-3294","PAGE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","4",
,"Speedway Fire/Rescue","PO Box 3235",,"IA","Davenport","52808-3235",,,,"PO Box 3235","Davenport","IA","52808-3235","563-320-5454",,"SCOTT","Volunteer","Contract fire department","https://www.speedwayfire.8m.com","1","0","35","0","0","6",
"15006","Marne Fire and Rescue","401 Washington ST",,"IA","Marne","51552","POINT (-95.111331 41.451631)",,,"PO Box 67","Marne","IA","51552-0067","712-781-2221",,"CASS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"77025","Camp Dodge Range Control","7105 NW 70TH AVE","BLDG S-21, ATTN:  Range Officer","IA","Johnston","50131-1824","POINT (-93.712142 41.688477)","7105 NW 70TH AVE","BLDG S29, ATTN:  Base Operations Manager",,"Johnston","IA","50131-1824","515-252-4173","515-252-4092","POLK","Volunteer","Federal government (Department of Defense fire department)",,"1","0","10","0","1","0","No"
"60004","Inwood Community Fire & Rescue","601 S Oak ST",,"IA","Inwood","51240","POINT (-96.430706 43.304215)",,,"PO Box 112","Inwood","IA","51240-0112","712-753-2208","712-753-2208","LYON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","0","Yes"
"42011","Union Volunteer Fire Department","308 Center ST",,"IA","Union","50258","POINT (-93.063319 42.245241)",,,"PO Box 324","Union","IA","50258-0324","641-486-2229",,"HARDIN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","7","0","0","2",
"60008","Rock Rapids Fire Department","310 S Third AVE",,"IA","Rock Rapids","51246-1610","POINT (-96.168519 43.42976)","310 S Third AVE",,,"Rock Rapids","IA","51246-1610","712-472-3651",,"LYON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0",
"97009","Oto Fire Department","33 Washington ST",,"IA","Oto","51044","POINT (-95.893817 42.28659)",,,"PO Box 94","Oto","IA","51044-0094","712-880-0024",,"WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0","Yes"
"78010","Minden Volunteer Fire & Rescue","205 Main ST","PO Box 304","IA","Minden","51553-0304","POINT (-95.543479 41.466134)",,,"PO Box 304","Minden","IA","51553-0304","712-483-2822","712-483-2822","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","10","No"
"91009","New Virginia Fire Department","506 West ST",,"IA","New Virginia","50210","POINT (-93.730299 41.182059)",,,"PO Box 25","New Virginia","IA","50210","641-449-3737","641-449-3737","WARREN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0",
"57020","Walker Fire Department","208 Park ST",,"IA","Walker","52352","POINT (-91.782107 42.287313)","208 Park ST",,"PO Box 21","Walker","IA","52352","319-448-4498","319-448-4498","LINN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","35","0","0","0",
"49010","Preston Volunteer Fire Department","14 N Mitchell ST","PO Box 438","IA","Preston","52069-0438","POINT (-90.39754 42.050753)","14 N Mitchell ST",,"PO Box 438","Preston","IA","52069-0438","563-689-5152","563-689-5153","JACKSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","35","0","0","5",
"33014","Westgate Fire & Rescue","105 Jamison ST S",,"IA","Westgate","50681-8640","POINT (-91.994917 42.76867)","105 Jamison ST S",,,"Westgate","IA","50681-8640","563-578-8793","563-339-5000","FAYETTE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","32","0","0","0","Yes"
"49008","Miles Volunter Fire Department","28 Orson ST",,"IA","Miles","52064","POINT (-90.313963 42.047093)",,,"PO Box 122","Miles","IA","52064-0122","563-682-7889","563-682-7889","JACKSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"85006","Huxley Fire and Rescue","104 E Railway ST",,"IA","Huxley","50124","POINT (-93.605168 41.891601)","515 N Main AVE",,,"Huxley","IA","50124-9416","515-597-2345",,"STORY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.huxleyiowa.org/fire-and-rescue.html","1","0","27","0","0","0","No"
"15004","Griswold Volunteer Fire Department","701 Main ST","PO Box 413","IA","Griswold","51535","POINT (-95.13889 41.234728)",,,"PO Box 413","Griswold","IA","51535-0413","712-778-4392",,"CASS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","28","0","0","0","Yes"
"65001","Emerson Volunteer Fire Department","305 Howland ST","PO Box 274","IA","Emerson","51533-0274","POINT (-95.401458 41.016484)","305 Howland ST",,"PO Box 274","Emerson","IA","51533-0274","712-824-7475",,"MILLS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0",
"62007","Oskaloosa Fire Department","220 S Market ST",,"IA","Oskaloosa","52577-3133","POINT (-92.645013 41.293667)","220 S Market ST",,,"Oskaloosa","IA","52577-3133","641-673-3541","641-673-0665","MAHASKA","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","8","0","25","0","0","No"
"37006","Rippey Fire Department","504 Second ST",,"IA","Rippey","50235","POINT (-94.201889 41.932598)","504 Second ST",,,"Rippey","IA","50235","515-436-8223",,"GREENE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0",
"40008","Webster City Fire Department","919 Superior ST",,"IA","Webster City","50595-2346","POINT (-93.815842 42.466831)","919 Superior ST",,,"Webster City","IA","50595-2346","515-832-9131","515-832-9133","HAMILTON","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","4","0","25","0","0","No"
"97006","Hornick Volunteer Fire Department","400 Main ST",,"IA","Hornick","51026","POINT (-96.097278 42.230594)","400 Main ST",,,"Hornick","IA","51026-7710","712-874-3374","712-874-3500","WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"46011","Thor-Norway Township Fire Department","PO Box 13",,"IA","Thor","50591",,,,"PO Box 13","Thor","IA","50591","515-378-3111",,"HUMBOLDT","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","12","0","0",
"78004","Council Bluffs Fire Department","200 S 4TH ST",,"IA","Council Bluffs","51503-6529","POINT (-95.84947 41.257955)","200 S 4TH ST",,,"Council Bluffs","IA","51503-6529","712-328-4646","712-328-4916","POTTAWATTAMIE","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cbfire.org/","5","104","0","0","1","0","No"
"31021","Sherrill Fire Department","5307 S Mound RD",,"IA","Sherrill","52073-9695","POINT (-90.786346 42.604594)","5307 S Mound RD",,,"Sherrill","IA","52073-9695","563-552-2492",,"DUBUQUE","Volunteer","Contract fire department",,"1","0","40","0","0","0","Yes"
"44010","Winfield Fire & Rescue","110 W Ash ST","PO Box 73","IA","Winfield","52659","POINT (-91.438915 41.129726)","110 W Ash ST",,"PO Box 73","Winfield","IA","52659","319-257-6618","319-257-6618","HENRY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0",
"13006","Lohrville Fire Department","701 5TH ST",,"IA","Lohrville","51453","POINT (-94.547132 42.267157)",,,"PO Box 257","Lohrville","IA","51453-0257","712-465-2595","712-465-5051","CALHOUN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","1","Yes"
"57001","Alburnett Fire Department","120 N Main AVE",,"IA","Alburnett","52202-9999","POINT (-91.618512 42.149132)","120 N Main AVE",,,"Alburnett","IA","52202-9999","319-842-2395","319-842-2537","LINN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.alburnettfire.com","0","0","22","0","0","0",
"56003","Donnellson Fire Association","616 Main ST",,"IA","Donnellson","52625","POINT (-91.16372 41.007917)",,,"PO Box 211","Donnellson","IA","52625-0211","319-835-5154",,"LEE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","27","0","0","0","No"
"60006","Lester Volunteer Fire Department","Main ST",,"IA","Lester","51242-0091",,"Main ST",,"PO Box 91","Lester","IA","51242-0091","100-100-1000",,"LYON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0",
"87002","Bedford Volunteer Fire Department","702 Dodge ST",,"IA","Bedford","50833","POINT (-94.717829 40.668268)","625 Court AVE",,,"Bedford","IA","50833-1302","712-523-3544",,"TAYLOR","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0","No"
"54007","Keswick Volunteer Fire Department, Inc.","125 S Irons ST",,"IA","Keswick","50136","POINT (-92.239388 41.454332)",,,"PO Box 6","Keswick","IA","50136-0006","319-738-3473","319-738-3473","KEOKUK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","2","Yes"
"25005","De Soto Fire & Rescue","329 Elm","PO Box 100","IA","De Soto","50069-0100",,"329 Elm",,"PO Box 100","De Soto","IA","50069-0100","515-834-2587",,"DALLAS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","2",
"34007","Rudd Volunteer Fire Department","300 Chicksaw ST",,"IA","Rudd","50471","POINT (-92.902001 43.128068)",,,"PO Box 51","Rudd","IA","50471-0051","641-395-2268",,"FLOYD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"73005","Coin Volunteer Fire Department","211 First ST","PO Box 248","IA","Coin","51636","POINT (-95.232129 40.655785)",,,"PO Box 248","Coin","IA","51636-0248","712-583-3212","712-583-3212","PAGE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.connections.net/coinvfd/","1","0","16","0","0","1",
"87009","Sharpsburg Volunteer Fire Department","104 Wabash","PO Box 22","IA","Sharpsburg","50862","POINT (-94.640761 40.802041)",,,"PO Box 22","Sharpsburg","IA","50862-0022","641-414-0052","641-349-8483","TAYLOR","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0",
"79006","Malcom Fire Department","301 Main ST",,"IA","Malcom","50157","POINT (-92.556015 41.707094)",,,"PO Box 157","Malcom","IA","50157-0157","641-528-4245","641-528-4245","POWESHIEK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0","No"
"48007","North English Fire District","210 N Main ST",,"IA","North English","52316","POINT (-92.07644 41.516218)","451",,,"North English","IA","52316-0451","319-664-3811","319-664-3400","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"53002","Center Junction Volunteer Fire Department","514 Main ST","PO Box 72","IA","Center Junction","52212","POINT (-91.090645 42.115785)",,,"PO Box 72","Center Junction","IA","52212-0072","563-487-2601",,"JONES","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","6",
"91005","Indianola Fire Department","110 N 1ST ST","PO Box 299","IA","Indianola","50125","POINT (-93.559617 41.3609)",,,"PO Box 299","Indianola","IA","50125-0299","515-961-9405","515-962-5003","WARREN","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.indianolaiowa.gov/departments/fire.aspx","1","12","0","32","0","0","No"
"56009","Montrose Fire & Rescue","406 Main ST","PO Box 61","IA","Montrose","52639-0061","POINT (-91.417929 40.530476)","406 Main ST","PO Box 61",,"Montrose","IA","52639-0061","319-463-7479",,"LEE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","27","0","0","0",
"41004","Garner Fire Department","520 State ST","PO Box 407","IA","Garner","50438","POINT (-93.602105 43.100394)",,,"PO Box 407","Garner","IA","50438-0407","641-923-2691","641-923-3786","HANCOCK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","25","0","0","No"
"12008","New Hartford Volunteer Fire Department","308 Packwaukee ST","PO Box 154","IA","New Hartford","50660-0154","POINT (-92.622073 42.568548)",,,"PO Box 154","New Hartford","IA","50660-0154","319-983-2261",,"BUTLER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","1","29","0","0",
"21002","City of Everly Fire Department","102 W 2ND ST",,"IA","Everly","51338","POINT (-95.327712 43.159193)",,,"PO Box 138","Everly","IA","51338-0138","712-834-2555","712-834-2184","CLAY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","12","0","0","Yes"
"74004","Emmetsburg Fire Department","1002 Grand AVE","PO Box 148","IA","Emmetsburg","50536","POINT (-94.676242 43.110609)",,,"PO Box 148","Emmetsburg","IA","50536-0148","712-852-4030","712-852-3744","PALO ALTO","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","21","0","0","0","Yes"
"09003","Janesville Fire Rescue","227 Main ST",,"IA","Janesville","50647","POINT (-92.463032 42.647423)",,,"PO Box 382","Janesville","IA","50647-0382","319-987-2905","319-987-2609","BREMER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","27","0","0","0","No"
"73002","Braddyville Fire and Rescue","208 E Main ST",,"IA","Braddyville","51631","POINT (-95.025396 40.579316)","3398 314TH ST",,,"Braddyville","IA","51631-3023","712-589-3322","712-589-3322","PAGE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","9","0","0","1","Yes"
"52011","Procter & Gamble Emergency Response Team","2200 Lower Muscatine RD",,"IA","Iowa City","52240-2302","POINT (-91.502108 41.638767)","2200 Lower Muscatine RD",,,"Iowa City","IA","52240-2302","319-339-2162","319-339-2365","JOHNSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0",
"99003","Dows Rural Fire Department","108 S Garfield ST",,"IA","Dows","50071","POINT (-93.499859 42.65585)",,,"PO Box 352","Dows","IA","50071-0352","515-852-4327","515-852-4327","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","23","1","0","Yes"
"97010","Pierson Fire Department","514 Second ST",,"IA","Pierson","51048","POINT (-95.866439 42.543973)",,,"PO Box 80","Pierson","IA","51048","712-375-5015","712-375-5555","WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0",
"24012","Vail Volunteer Fire Department, Inc.","206 Bergan ST",,"IA","Vail","51465","POINT (-95.201177 42.060419)",,,"PO Box 293","Vail","IA","51465-0293","712-677-2260",,"CRAWFORD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","0","Yes"
"90008","Wapello County Rural Fire Department","714 W Mary ST",,"IA","Ottumwa","52501","POINT (-92.431843 40.994747)","714 W Mary ST",,,"Ottumwa","IA","52501-5015","641-682-5673",,"WAPELLO","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0","No"
"80008","Mount Ayr Volunteer Fire Department","201 E Madison ST",,"IA","Mount Ayr","50854-1719","POINT (-94.235738 40.714809)","201 E Madison ST",,,"Mount Ayr","IA","50854-1719","641-464-2402","641-464-2499","RINGGOLD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","No"
"09006","Sumner Volunteer Fire Department","200 E 1ST ST",,"IA","Sumner","50674","POINT (-92.306292 42.883855)","200 E 1ST ST",,,"Sumner","IA","50674-1656","563-578-3242","563-578-5719","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0","Yes"
"65008","Pacific Junction Emergency Services","505 Lincoln AVE",,"IA","Pacific Junction","51561-3053","POINT (-95.798876 41.018521)","505 Lincoln AVE",,,"Pacific Junction","IA","51561-3053","712-622-8177",,"MILLS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","11","0","0","0","Yes"
"11009","Storm Lake Fire Department","820 Oneida ST",,"IA","Storm Lake","50588-2254","POINT (-95.19539 42.647493)","820 Oneida ST",,,"Storm Lake","IA","50588-2254","712-732-8010","712-749-5172","BUENA VISTA","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.stormlake.org","1","2","0","31","0","0","No"
"44006","New London Fire and Rescue","101 W Main ST",,"IA","New London","52645","POINT (-91.401883 40.925775)","101 W Main ST",,,"New London","IA","52645","319-367-7709","319-367-7707","HENRY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0",
"10010","Rowley Fire Department","911 Market AVE",,"IA","Rowley","52329","POINT (-91.844056 42.37013)","911 Market AVE",,"PO Box","Rowley","IA","52329","319-938-1600",,"BUCHANAN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","0",
"22019","Volga Fire Department","300 Lafayette ST",,"IA","Volga","52077-0016","POINT (-91.542218 42.801309)","300 Lafayette ST",,"PO Box 16","Volga","IA","52077-0016","563-767-3511","563-767-3511","CLAYTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0",
"13008","Pomeroy Fire Department","114 Ontario ST","PO Box 220","IA","Pomeroy","50575",,"114 Ontario ST",,"PO Box 220","Pomeroy","IA","50575","712-768-2411","712-468-2301","CALHOUN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","20","0","0",
"86004","Elberon Fire & Rescue","11 1ST ST",,"IA","Elberon","52225","POINT (-92.311888 42.006503)",,,"PO Box 143","Elberon","IA","52225-0143","319-439-5188","319-439-5334","TAMA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","7","Yes"
"77019","West Des Moines Fire Department","3421 Ashworth RD",,"IA","West Des Moines","50265","POINT (-93.751 41.584745)",,,"PO Box 65320","West Des Moines","IA","50265-0320","515-222-3420","515-222-3379","POLK","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wdm.iowa.gov/","5","68","0","18","3","0","Yes"
"85002","Cambridge Fire & Rescue","220 River ST",,"IA","Cambridge","50046","POINT (-93.52788 41.899015)","220 River ST",,,"Cambridge","IA","50046","515-220-4343",,"STORY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"11008","Sioux Rapids Fire Department","810 Birch ST",,"IA","Sioux Rapids","50585","POINT (-95.143139 42.896387)",,,"PO Box 251","Sioux Rapids","IA","50585-0251","712-283-2704",,"BUENA VISTA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"14009","Lidderdale Fire Department","N Main ST","PO Box 38","IA","Lidderdale","51452-0038",,,,"PO Box 38","Lidderdale","IA","51452-0038","712-822-5253",,"CARROLL","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0",
"86009","Tama Fire Department","305 Siegel ST",,"IA","Tama","52339-2317","POINT (-92.579568 41.962578)","305 Siegel ST",,,"Tama","IA","52339-2317","641-484-2425",,"TAMA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","31","7","0","0",
