"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","location","alternate_location"
"Heartland Mutual Insurance Association","State Mutual","12553","0092","true","101 N WOOSTER","PO BOX 594","ALGONA","IA","50511","515-295-7247",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-94.230596 43.069141)",
"Heart of Iowa Mutual Insurance Association","State Mutual","13165","0048","true","200 NE 2ND",,"STUART","IA","50250","515-523-1743",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-94.316724 41.504902)",
"Heritage Mutual Insurance Association","State Mutual","12919","0080","true","PO BOX 288",,"PRESTON","IA","52069","563-689-3251",,,,,,"Iowa State Mutual Insurance Association","Mutual",,
"Home Mutual Insurance Association of Carroll County Iowa","County Mutual","14263","0026","true","PO BOX 367",,"MANNING","IA","51455","712-655-3076",,,,,,"County Mutual","Mutual",,
"Homesteaders Life Company","Life","64505","0210","true","PO BOX 1756",,"DES MOINES","IA","50306","800-777-3633","5700 Westown Parkway","West Des Moines","IA","50266-8221","515-440-7777-7716","Iowa Mutual Life - with A&H","Mutual",,"POINT (-93.783599 41.594969)"
"Howard County Mutual Insurance Association","County Mutual","15412","0076","true","PO BOX 87",,"CRESCO","IA","52136","563-547-2450",,,,,,"County Mutual","Mutual",,
"Humboldt Mutual Insurance Association","State Mutual","15287","0077","true","513 SUMNER AVE","PO BOX 35","HUMBOLDT","IA","51548","515-332-2953",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-94.215084 42.721111)",
"Illinois EMCASCO Insurance Company","Property Casualty","32808","1882","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET","DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.626392 41.584518)"
"IMT Insurance Company","Property Casualty","14257","0196","true","PO BOX 1336",,"DES MOINES","IA","50306-1336","800-274-3531","7825 MILLS CIVIC PARKWAY","WEST DES MOINES","IA","50266","515-453-0897","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.815885 41.560555)"
"Intrepid Casualty Company","Property Casualty","17182","3329","true","5400 W 110th Street, Suite 400",,"OVERLAND PARK","KS","66211","9132174250",,,,,,"Iowa Stock Fire And Casualty Company","Stock","POINT (-94.645438 38.929424)",
"Intrepid Insurance Company","Property Casualty","10749","2930","true","5400 W 110th Street, Suite 400",,"OVERLAND PARK","KS","66211","9132174250","10851 MASTIN BLVD., SUITE 200","OVERLAND PARK","KS","66210","913-217-4250","Iowa Stock Fire And Casualty Company","Stock","POINT (-94.645438 38.929424)","POINT (-94.702318 38.931811)"
"Intrepid Specialty Insurance Company","Property Casualty","17181","3330","true","5400 W 110th Street, Suite 400",,"OVERLAND PARK","KS","66211","9132174250",,,,,,"Iowa Stock Fire And Casualty Company","Stock","POINT (-94.645438 38.929424)",
"Iowa Bankers Benefit Plan","MEWA",,"2926","true","8901 NORTHPARK DR",,"JOHNSTON","IA","50131","5152864384",,,,,,"Multiple Employer Welfare Arrangement","Stock","POINT (-93.741573 41.654725)",
"Iowa Medical Mutual Insurance Company","Property Casualty","99999","2951","true","220 CMAB, THE UNIVERSITY OF IOWA",,"IOWA CITY","IA","52242","319-353-5601",,,,,,"Iowa Mutual Fire and Casualty Company","Mutual","POINT (-91.537742 41.657218)",
"Iowa River Mutual Insurance Association","State Mutual","15007","0072","true","1515 EDGINGTON",,"ELDORA","IA","50627","641-939-7985",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-93.10335 42.360633)",
"Iowa Total Care, Inc.","Health","15713","3189","true","C/O CENTENE CORP.","7700 FORSYTH BLVD","ST. LOUIS","MO","64105","3144450175","7700  Forsyth Boulevard","Saint Louis","MO","63105","636-866-5711","Iowa HMO","Stock",,"POINT (-90.334288 38.649928)"
"JCM Mutual Insurance Association","State Mutual","15414","0082","true","50 S 4TH ST","PO BOX 430","FAIRFIELD","IA","52556","641-472-2136",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-91.967969 41.006644)",
"Key Risk Insurance Company","Property Casualty","10885","3106","true","PO Box 49129",,"Greensboro","NC","27419","800-942-0225","7823 NATIONAL SERVICE ROAD","GREENSBORO","NC","27409","336-605-7320","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-79.962801 36.080418)"
"Lee County Mutual Insurance Association","County Mutual","15416","0093","true","322 4TH ST","PO BOX 207","WEST POINT","IA","52656","319-837-6421",,,,,,"County Mutual","Mutual","POINT (-91.453838 40.717442)",
"Legacy Mutual Insurance Association","State Mutual","44865","0116","true","614 Halland Ave","PO BOX 99","Stanton","IA","51573","7128295638",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-95.099496 40.98485)",
"Lincoln Mutual Insurance Association","County Mutual","15418","0084","true","105 NORTH DEVOE ST","PO BOX 155","LONE TREE","IA","52755","319-629-4921",,,,,,"County Mutual","Mutual","POINT (-91.425681 41.487558)",
"Louisa Mutual Insurance Association","County Mutual","15419","0101","true","336 N 2ND","PO BOX 97","WAPELLO","IA","52653","319-523-4231",,,,,,"County Mutual","Mutual","POINT (-91.185666 41.182439)",
"Maple Valley Mutual Insurance Association","County Mutual","15420","0033","true","156 MAIN ST",,"AURELIA","IA","51005","712-434-5991",,,,,,"County Mutual","Mutual","POINT (-95.436529 42.712339)",
"Marion County Mutual Insurance Association","County Mutual","15421","0107","true","303 EAST MAIN ST","PO BOX 503","KNOXVILLE","IA","50138","641-842-2519",,,,,,"County Mutual","Mutual","POINT (-93.096208 41.318938)",
"Medical Associates Health Plan, Inc.","Health","52559","2429","true","1605 ASSOCIATES DRIVE, SUITE 101",,"DUBUQUE","IA","52002-2270","563-556-8070","1605 Associates Drive Ste 101","Dubuque","IA","52002-2270","563-556-8070","Iowa HMO","Stock","POINT (-90.738404 42.498098)","POINT (-90.738404 42.498098)"
"Medico Corp Life Insurance Company","Life","79987","3001","true","601 6TH AVENUE",,"DES MOINES","IA","50309","(800) 822-9993","601 Sixth Avenue","Des Moines","IA","50309","515-695-2125","Iowa Stock Life - with A & H","Stock","POINT (-93.625648 41.590168)","POINT (-93.625648 41.590168)"
"Medico Insurance Company","Life","31119","0578","true","PO BOX 10386",,"DES MOINES","IA","50306-0386","(800) 228-6080","601 Sixth Avenue","Des Moines","IA","50309","515-695-2125","Iowa Stock Life - with A & H","Stock",,"POINT (-93.625648 41.590168)"
"Medico Life and Health Insurance Company","Life","65641","2883","true","PO BOX 14571",,"DES MOINES","IA","50306-3571","8003256915","601 Sixth Avenue","Des Moines","IA","50309","515-695-2125","Iowa Stock Life - with A & H","Stock",,"POINT (-93.625648 41.590168)"
"MEMBERS Life Insurance Company","Life","86126","1846","true","PO BOX 391",,"MADISON","WI","53701","608-238-5851","5910 MINERAL POINT ROAD","MADISON","WI","53705","800-356-2644","Iowa Stock Life - with A & H","Stock",,"POINT (-89.483931 43.06086)"
"Members Mutual Insurance Association","State Mutual","15387","0019","true","1711 N LAKE AVE",,"STORM LAKE","IA","50588","712-732-6595",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-95.200723 42.660698)",
"Merchants Bonding Company (Mutual)","Property Casualty","14494","0429","true","PO BOX 14498",,"DES MOINES","IA","50306-3498","515-243-8171","P.O BOX 14498","DES MOINES","IA","50306-3498","515-243-8171","Iowa Mutual Fire and Casualty Company","Mutual",,
"Merchants National Bonding, Inc.","Property Casualty","11595","3115","true","PO BOX 14498",,"DES MOINES","IA","50306-3498","5152438171","P.O BOX 14498","DES MOINES","IA","50306-3498","515-243-8171","Iowa Stock Fire And Casualty Company","Stock",,
"MFS Mutual Insurance Company","Property Casualty","27014","0435","true","365 WEST BURLINGTON AVE",,"BURLINGTON","IA","52601-9400","1-800-752-0966","365 WEST BURLINGTON AVENUE","BURLINGTON","IA","52601","319-752-0966","Iowa Mutual Fire and Casualty Company","Mutual","POINT (-91.152013 40.809278)","POINT (-91.152013 40.809278)"
"Midland National Life Insurance Company","Life","66044","0277","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","800-923-3223","8300 Mills Civic Parkway","West Des Moines","IA","50266","515-273-5614","Iowa Stock Life - with A & H","Stock","POINT (-93.821788 41.55995)","POINT (-93.821788 41.55995)"
"Midwest Family Advantage Insurance Company","Property Casualty","16262","3250","true","4401 WESTOWN PARKWAY STE 305",,"WEST DES MOINES","IA","50266","(800) 225-5636","Ronald G. Boyd","West Des Moines","IA","50049","763-951-7008","Iowa Stock Fire And Casualty Company","Stock","POINT (-93.764289 41.595501)",
"Midwest Family Mutual Insurance Company","Property Casualty","23574","2791","true","4401 WESTOWN PARKWAY STE 305",,"WEST DES MOINES","IA","50266","8002255636","Ronald G. Boyd","West Des Moines","IA","50049","763-951-7008","Iowa Mutual Fire and Casualty Company","Mutual","POINT (-93.764289 41.595501)",
"Milbank Insurance Company","Property Casualty","41653","2198","true","518 E. BROAD STREET",,"COLUMBUS","OH","43215","614-917-4484","518 EAST BROAD STREET","COLUMBUS","OH","43215","614-917-4478","Iowa Stock Fire And Casualty Company","Stock","POINT (-82.986563 39.963871)","POINT (-82.986563 39.963871)"
"MNL Reinsurance Company","Life",,"3097","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","5154405500",,,,,,"Limited Purpose Subsidiary","Stock","POINT (-93.821788 41.55995)",
"Molina Healthcare of Iowa, Inc.","Health","17197","3331","true","699 WALNUT STREET, #400",,"DES MOINES","IA","50309","(888) 562-5442",,,,,,"Iowa HMO","Stock","POINT (-93.625172 41.58576)",
"Monona County Mutual Insurance Association","County Mutual","15422","0109","true","906 7TH ST",,"ONAWA","IA","51040","712-423-1272",,,,,,"County Mutual","Mutual","POINT (-96.093023 42.027656)",
"Mount Carmel Mutual Insurance Association","County Mutual","15424","0027","true","105 N 3RD ST","PO BOX 69","BREDA","IA","51436","712-673-2827",,,,,,"County Mutual","Mutual","POINT (-94.978494 42.181821)",
"Muscatine Mutual Insurance Association","State Mutual","15286","0111","true","200 FORD AVE",,"MUSCATINE","IA","52761","563-263-9252",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-91.02858 41.448977)",
"National Indemnity Company of Mid-America","Property Casualty","20060","1815","true","1314 DOUGLAS STREET, SUITE 1400",,"OMAHA","NE","68102-1944","4029163000","1314 Douglas Street, Suite 1400","Omaha","NE","68102-1944","866-720-7861","Iowa Stock Fire And Casualty Company","Stock","POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)"
"National Indemnity Company of the South","Property Casualty","42137","3222","true","1314 DOUGLAS STREET, SUITE 1400",,"OMAHA","NE","68102","4029163000","1314 Douglas Street, Suite 1400","Omaha","NE","68102-1944","866-720-7861","Iowa Stock Fire And Casualty Company","Stock","POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)"
"Nationwide Agribusiness Insurance Company","Property Casualty","28223","1745","true","ONE NATIONWIDE BLVD, FSSC-RR",,"COLUMBUS","OH","43215","800-228-6700","1000 YARD STREET, GH-2D-OCA1, BUILDING H","GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-83.0271 39.980974)"
"NCMIC Insurance Company","Property Casualty","15865","0437","true","PO BOX 9118",,"DES MOINES","IA","50306-9118","800-321-7015","14001 UNIVERSITY AVENUE","CLIVE","IA","50325-8258","515-313-4543","Iowa Stock Fire And Casualty Company","Stock",,
"New Vienna Mutual Insurance Association","County Mutual","15425","0060","true","7218 COLUMBUS","PO BOX 20","NEW VIENNA","IA","52065-0020","563-921-4115",,,,,,"County Mutual","Mutual","POINT (-91.114188 42.547651)",
"Nippon Life Insurance Company of America","Health","81264","2129","true","655 THIRD AVENUE, 16TH FLOOR",,"NEW YORK","NY","10017","212-909-0759","655 Third Avenue","New York","NY","10017","212-909-9864-","Iowa Stock Life - with A & H","Stock","POINT (-73.974732 40.750391)","POINT (-73.974732 40.750391)"
"North American Company for Life and Health Insurance","Life","66974","0293","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","5154405500","8300 Mills Civic Parkway","West Des Moines","IA","50266","515-273-5614","Iowa Stock Life - with A & H","Stock","POINT (-93.821788 41.55995)","POINT (-93.821788 41.55995)"
"Northfield Insurance Company","Property Casualty","27987","2866","true","ONE TOWER SQUARE",,"HARTFORD","CT","06183","8602770111","ONE TOWER SQUARE, 5 MS","HARTFORD","CT","06183","860-277-1248","Iowa Stock Fire And Casualty Company","Stock",,
"Northwest Iowa Mutual Insurance Association","County Mutual","15426","0152","true","239 S WASHINGTON ST",,"REMSEN","IA","51050","712-786-1436",,,,,,"County Mutual","Mutual","POINT (-95.973334 42.814069)",
"Norwegian Mutual Insurance Association","State Mutual","15298","0157","true","2333 MILLENNIUM RD",,"DECORAH","IA","52101","563-382-9695",,,,,,"Iowa State Mutual Insurance Association","Mutual",,
"Peoples Mutual Insurance Association","State Mutual","15375","0094","true","619 MADISON AVE","PO BOX 308","DONNELLSON","IA","52625","319-835-5312",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-91.5668 40.639014)",
"Petroleum Marketers Management Insurance Company","Property Casualty","11062","2863","true","PO BOX 7628",,"URBANDALE","IA","50323","515-334-3001","2894 106th Street, Suite 220","Urbandale","IA","50322","515-334-3001-","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.763375 41.620652)"
"Pharmacists Mutual Insurance Company","Property Casualty","13714","0406","true","PO BOX 370",,"ALGONA","IA","50511","800-247-5690","808 HIGHWAY 18 WEST","ALGONA","IA","50511","515-395-7261","Iowa Mutual Fire and Casualty Company","Mutual",,"POINT (-94.247449 43.08282)"
"Plaza Insurance Company","Property Casualty","30945","1926","true","518 EAST BROAD STREET",,"COLUMBUS","OH","43215","816-412-2861","518 EAST BROAD STREET","COLUMBUS","OH","43215","614-917-4478","Iowa Stock Fire And Casualty Company","Stock","POINT (-82.986563 39.963871)","POINT (-82.986563 39.963871)"
"Pocahontas Mutual Insurance Association","State Mutual","14701","0119","true","137 S 3RD ST","PO BOX 99","LAURENS","IA","50554-0099","712-841-4569",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-94.85148 42.845762)",
"Poweshiek Mutual Insurance Association","State Mutual","14085","0123","true","224 WEST ST","PO BOX 654","GRINNELL","IA","50112-0654","641-236-6543",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-92.727339 41.733442)",
"Prairie Mutual Insurance Association","State Mutual","12494","0090","true","216 E BROADWAY AVE","PO BOX 38","KEOTA","IA","52248","641-636-3773",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-91.952844 41.36396)",
"Principal Life Insurance Company","Life","61271","0205","true","711 HIGH STREET",,"DES MOINES","IA","50392-2300","515-247-5111","711 HIGH STREET","DES MOINES","IA","50392-2300","515-247-5111","Iowa Stock Life - with A & H","Stock","POINT (-93.62736 41.588118)","POINT (-93.62736 41.588118)"
"Principal Life Insurance Company of Iowa","Life","13077","3028","true","711 HIGH STREET",,"DES MOINES","IA","50392-2300","515-247-5111","711 HIGH STREET","DES MOINES","IA","50392-2300","515-247-5111","Iowa Stock Life - with A & H","Stock","POINT (-93.62736 41.588118)","POINT (-93.62736 41.588118)"
"Principal National Life Insurance Company","Life","71161","2478","true","711 HIGH STREET",,"DES MOINES","IA","50392-2300","515-247-5111","711 HIGH STREET","DES MOINES","IA","50392-2300","515-247-5111","Iowa Stock Life - with A & H","Stock","POINT (-93.62736 41.588118)","POINT (-93.62736 41.588118)"
"Professional Solutions Insurance Company","Property Casualty","11127","2873","true","PO BOX 9118",,"DES MOINES","IA","50306-9118","800-321-7015","14001 UNIVERSITY AVENUE","CLIVE","IA","50325-8258","515-313-4543","Iowa Stock Fire And Casualty Company","Stock",,
"Raccoon Valley Mutual Insurance Association","State Mutual","15398","0067","true","108 N VINE ST","PO BOX 390","JEFFERSON","IA","50129","515-386-2178",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-94.376056 42.01598)",
"Riverport Insurance Company","Property Casualty","36684","2710","true","PO BOX 1594",,"DES MOINES","IA","50306-1594","800-449-7707","1250 E. DIEHL ROAD, SUITE 200","NAPERVILLE","IL","60563-0000","609-689-6648","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-88.123192 41.802059)"
"Security Mutual Insurance Association","State Mutual","15371","0020","true","101 CHERRY ST","PO BOX 458","ALLISON","IA","50602","319-267-2035",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-92.790457 42.745204)",
"Shelby County Farmers Mutual Insurance Association","County Mutual","15427","0132","true","1117 7TH ST",,"HARLAN","IA","51537","712-755-3171",,,,,,"County Mutual","Mutual","POINT (-95.318946 41.657191)",
"Sherrill Mutual Fire Insurance Association","County Mutual","15428","0058","true","PO BOX 19",,"SHERRILL","IA","52073","563-552-1715",,,,,,"County Mutual","Mutual",,
"Solberg Reinsurance Company","Life",,"3122","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","5154405500",,,,,,"Limited Purpose Subsidiary","Stock","POINT (-93.821788 41.55995)",
"StarNet Insurance Company","Property Casualty","40045","2831","true","PO BOX 9190",,"DES MOINES","IA","50306","800 866-2308","1250 E. DIEHL ROAD, SUITE 200","NAPERVILLE","IL","60563-0000","609-689-6648","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-88.123192 41.802059)"
"State Auto Property & Casualty Insurance Company","Property Casualty","25127","2639","true","518 EAST BROAD ST.",,"COLUMBUS","OH","43215","614-917-4484","518 EAST BROAD STREET","COLUMBUS","OH","43215","614-917-4478","Iowa Stock Fire And Casualty Company","Stock","POINT (-82.986563 39.963871)","POINT (-82.986563 39.963871)"
"Structured Annuity Reinsurance Company","Life","15306","3156","true","7700 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","8008009882","7700 MILLS CIVIC PARKWAY","WEST DES MOINES","IA","50266-3862","515-342-3806","Iowa Stock Life - without A&H","Stock","POINT (-93.814591 41.560481)","POINT (-93.814591 41.560481)"
"Svea Mutual Insurance Association","County Mutual","15430","0075","true","1903 140TH ST","PO BOX 35","SWEDESBURG","IA","52652","319-254-2288",,,,,,"County Mutual","Mutual","POINT (-91.544051 41.105203)",
"Symetra Life Insurance Company","Life","68608","1131","true","PO BOX 34690",,"SEATTLE","WA","98124-1690","800-796-3872","777 108TH AVENUE NE, SUITE 1200","BELLEVUE","WA","98004","425-256-8544","Iowa Stock Life - with A & H","Stock",,"POINT (-122.19631 47.616914)"
"Symetra National Life Insurance Company","Life","90581","3168","true","PO BOX 34690",,"SEATTLE","WA","98124-1690","4252568000","777 108TH AVENUE NE, SUITE 1200","BELLEVUE","WA","98004","425-256-8544","Iowa Stock Life - with A & H","Stock",,"POINT (-122.19631 47.616914)"
"Symetra Reinsurance Corporation","Life",,"3183","true","PO BOX 34690",,"BELLEVUE","WA","98124-1690","4252568000",,,,,,"Limited Purpose Subsidiary","Stock",,
"Tama County Mutual Insurance Association","County Mutual","15116","0140","true","PO BOX 58",,"TRAER","IA","50675-0058","319-478-2710",,,,,,"County Mutual","Mutual",,
"TLIC Oakbrook Reinsurance Inc.","Life","15549","3174","true","6400 C STREET SW",,"CEDAR RAPIDS","IA","52499","(800) 625-4212",,,,,,"Limited Purpose Subsidiary","Stock","POINT (-91.637236 41.915311)",
"TLIC Watertree Reinsurance Inc.","Life","16032","3223","true","6400 C STREET SW",,"CEDAR RAPIDS","IA","52499","8003254212",,,,,,"Limited Purpose Subsidiary","Stock","POINT (-91.637236 41.915311)",
"Toyota Motor Insurance Company","Property Casualty","37621","2578","true","6565 HEADQUARTERS DRIVE, PM351",,"PLANO","TX","75024-5965","4697868228","6565 Headquarters Dr, PM351","Plano","TX","75024","469-786-8281","Iowa Stock Fire And Casualty Company","Stock","POINT (-96.840857 33.080384)","POINT (-96.840857 33.080384)"
"Transamerica Casualty Insurance Company","Property Casualty","10952","1711","true","6400 C STREET SW",,"CEDAR RAPIDS","IA","52499","800-625-4212","520 PARK AVENUE","BALTIMORE","MD","21201","800-625-4212","Iowa Stock Fire And Casualty Company","Stock","POINT (-91.637236 41.915311)","POINT (-76.618315 39.295898)"
"Transamerica Life Insurance Company","Life","86231","1579","true","6400 C STREET SW",,"CEDAR RAPIDS","IA","52499","800-625-4212","6400 C STREET SW","CEDAR RAPIDS","IA","52499","800-625-4212","Iowa Stock Life - with A & H","Stock","POINT (-91.637236 41.915311)","POINT (-91.637236 41.915311)"
"Tri-State Insurance Company of Minnesota","Property Casualty","31003","1760","true","PO BOX 1594",,"DES MOINES","IA","50306-1594","800-235-2942","1250 E. DIEHL ROAD, SUITE 200","NAPERVILLE","IL","60563-0000","609-689-6648","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-88.123192 41.802059)"
"Ucare Iowa","Health",,"3352","true","PO BOX 52",,"Minneapolis","MN","55440-0052","6126766500",,,,,,"Iowa HMO","Stock",,
"UFG Specialty Insurance Company","Property Casualty","19526","3190","true","PO BOX 73909",,"CEDAR RAPIDS","IA","52407-3909","800-332-7977","118 SECOND AVENUE SE","CEDAR RAPIDS","IA","52401","319-286-2537","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-91.668096 41.977646)"
"Union Insurance Company","Property Casualty","25844","1722","true","PO BOX 1594",,"URBANDALE","IA","50306-1594","800-235-2942","11201 DOUGLAS AVENUE","URBANDALE","IA","50322-3707","972-719-2400","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.771276 41.629561)"
"Union Insurance Company of Providence","Property Casualty","21423","1509","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET","DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.626392 41.584518)"
"United Benefit Society Inc.","Benevolent",,"1543","true","PO BOX 7734",,"URBANDALE","IA","50323","515-276-5387",,,,,,"Benevolent","Stock",,
"United Fire & Casualty Company","Property Casualty","13021","0444","true","PO BOX 73909",,"CEDAR RAPIDS","IA","52407-3909","319-286-2533","118 SECOND AVENUE SE","CEDAR RAPIDS","IA","52401","319-286-2537","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-91.668096 41.977646)"
"United Life Insurance Company","Life","69973","1339","true","PO BOX 729",,"CEDAR RAPIDS","IA","52406-0729","800 637-6318","200 1ST ST SE, SUITE 1300","CEDAR RAPIDS","IA","52401-1429","319-399-5700","Iowa Stock Life - with A & H","Stock",,"POINT (-91.668527 41.97678)"
"United Mutual Insurance Association","County Mutual","15432","0014","true","200 E 2ND ST","PO BOX 8","MADRID","IA","50156","515-795-3654",,,,,,"County Mutual","Mutual","POINT (-93.818757 41.875914)",
"UnityPoint Rural Health Alliance Benefits Trust","MEWA",,"3317","true","1776 WEST LAKES PARKWAY, SUITE 400",,"WEST DES MOINES","IA","50266","6413425342",,,,,,"Multiple Employer Welfare Arrangement","Stock","POINT (-93.785777 41.597815)",
"Valley Mutual Insurance Association","State Mutual","15433","0028","true","600 WALNUT ST",,"ATLANTIC","IA","50022","712-243-4392",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-95.011576 41.404825)",
"Venerable Insurance and Annuity Company","Life","80942","1738","true","1475 DUNWOODY DRIVE",,"WEST CHESTER","PA","19380","6104254310","699 WALNUT STREET, SUITE 1350","DES MOINES","IA","50309-3942","515-410-3064","Iowa Stock Life - with A & H","Stock","POINT (-75.58602 40.027958)","POINT (-93.625172 41.58576)"
"Veratrus Benefit Solutions, Inc.","Health","13742","3079","true","9000 Northpark Drive",,"JOHNSTON","IA","50131","877-983-3582",,,,,,"Mental Health Services & Substance Abuse","Stock","POINT (-93.742493 41.654756)",
"Wadena Insurance Company","Property Casualty","12528","2984","true","PO BOX 1336",,"DES MOINES","IA","50306-1336","800-274-3531","7825 MILLS CIVIC PARKWAY","WEST DES MOINES","IA","50266","515-453-0897","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.815885 41.560555)"
"Walcott Mutual Insurance Association","County Mutual","15434","0127","true","102 W OTIS ST",,"WALCOTT","IA","52773","563-284-6243",,,,,,"County Mutual","Mutual","POINT (-90.774858 41.58698)",
"Wellmark Advantage Health Plan, Inc.","Health","17001","3314","true","1331 GRAND AVENUE",,"DES MOINES","IA","50309","5158655126","1331 GRAND AVENUE","DES MOINES","IA","50309","802-505-3449","Iowa Stock Life - with A & H","Stock","POINT (-93.63396 41.585926)","POINT (-93.63396 41.585926)"
"Wellmark Health Plan of Iowa, Inc.","Health","95531","2763","true","1331 GRAND AVENUE",,"DES MOINES","IA","50309","5153764500","1331 GRAND AVENUE","DES MOINES","IA","50309-2901","515-376-4840","Iowa HMO","Stock","POINT (-93.63396 41.585926)","POINT (-93.63396 41.585926)"
"Wellmark, Inc.","Health","88848","0186","true","1331 GRAND AVENUE",,"DES MOINES","IA","50309-2901","5153764500","1331 GRAND AVENUE","DES MOINES","IA","50309-2901","515-376-4840","Iowa Mutual Life - with A&H","Mutual","POINT (-93.63396 41.585926)","POINT (-93.63396 41.585926)"
"Wellmark Synergy Health, Inc.","Health","15935","3213","true","1331 GRAND AVENUE",,"DES MOINES","IA","50309","5153764500","1331 GRAND AVENUE","DES MOINES","IA","50309-2901","515-376-4840","Iowa HMO","Stock","POINT (-93.63396 41.585926)","POINT (-93.63396 41.585926)"
"Wellmark Value Health Plan, Inc.","Health","15934","3214","true","1331 GRAND AVENUE",,"DES MOINES","IA","50309-2901","5153764500","1331 GRAND AVENUE","DES MOINES","IA","50309-2901","515-376-4840","Iowa HMO","Stock","POINT (-93.63396 41.585926)","POINT (-93.63396 41.585926)"
"Western Agricultural Insurance Company","Property Casualty","27871","2749","true","5400 UNIVERSITY AVENUE",,"WEST DES MOINES","IA","50266-5997","5152255400","5400 University Ave","West Des Moines","IA","50266","515-225-5400","Iowa Stock Fire And Casualty Company","Stock","POINT (-93.779306 41.600454)","POINT (-93.779306 41.600454)"
"Western Iowa Mutual Insurance Association","State Mutual","12340","0122","true","127 PEARL ST",,"COUNCIL BLUFFS","IA","51503","712-328-1823",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-95.850954 41.25876)",
"West Side Mutual Insurance Association","State Mutual","15435","0100","true","120 VINTON ST","PO BOX 200","PALO","IA","52324","319-851-2147",,,,,,"Iowa State Mutual Insurance Association","Mutual","POINT (-91.796842 42.066095)",
"Wheatland Mutual Insurance Association","County Mutual","15436","0041","true","109 N MAIN","PO BOX 100","WHEATLAND","IA","52777","563-374-1567",,,,,,"County Mutual","Mutual","POINT (-90.838528 41.833014)",
"White Pigeon Mutual Insurance Association","County Mutual","15437","0112","true","105 W 4TH ST","PO BOX 10","WILTON","IA","52778","563-732-2072",,,,,,"County Mutual","Mutual","POINT (-91.017229 41.588722)",
"Winnebago Mutual Insurance Association","County Mutual","13172","0153","true","301 W MAIN",,"LAKE MILLS","IA","50450","641-592-1271",,,,,,"County Mutual","Mutual","POINT (-93.535289 43.419388)",
"Winneshiek Mutual Insurance Association","County Mutual","15438","0155","true","703 SHORT ST",,"DECORAH","IA","52101","563-382-2936",,,,,,"County Mutual","Mutual","POINT (-91.793921 43.293224)",
"Worth Mutual Insurance Association","County Mutual","15439","0160","true","704 CENTRAL AVE","PO BOX 287","NORTHWOOD","IA","50459","641-324-2452",,,,,,"County Mutual","Mutual","POINT (-93.221911 43.4441)",
