"iowa_company_number","naic_number","phone","company_name","address","city","state","zip","geocoded_column"
"2701","15954","800-925-1887","AmTrust Insurance Company","PO BOX 650771","DALLAS","TX","75265-0771",
"2722","23442",,"Patriot General Insurance Company","1800 North Point Drive","STEVENS POINT","WI","54481","POINT (-89.572644 44.541214)"
"2683","43460",,"Aspen American Insurance Company","400 Capital Boulevard","ROCKY HILL","CT","06067","POINT (-72.66316 41.647032)"
"2666","23876",,"Mapfre Insurance Company","211 Main Street","WEBSTER","MA","01570","POINT (-71.88297 42.049256)"
"2103","39306",,"Fidelity and Deposit Company of Maryland (The)","1299 Zurich Way","SCHAUMBURG","IL","60196-1056","POINT (-88.046361 42.063664)"
"2522","22551","800-388-1802","Mitsui Sumitomo Insurance USA Inc.","15 Independence Blvd","WARREN","NJ","07059","POINT (-74.573779 40.651745)"
"2092","25321","800-422-4272","Farmers Direct Property and Casualty Insurance Company","700 Quacker Lane","WARWICK","RI","02886-6669","POINT (-71.500068 41.678771)"
"2688","13984",,"GuideOne Property & Casualty Insurance Company","1111 ASHWORTH ROAD","WEST DES MOINES","IA","50265-3538","POINT (-93.719132 41.584614)"
"0789","19399",,"AIU Insurance Company","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"2187","37915",,"Essentia Insurance Company","10275 W. Higgins Road, Suite 750","ROSEMONT","IL","60018","POINT (-87.882896 41.997814)"
"0728","23396",,"Amerisure Mutual Insurance Company","PO BOX 2060","FARMINGTON HILLS","MI","48333-2060",
"3100","39462",,"Berkley Assurance Company","7233 E. BUTHERUS DRIVE","SCOTTSDALE","AZ","85260","POINT (-111.923907 33.622658)"
"3215","11134",,"Rural Trust Insurance Company","1700 East Douglas","WICHITA","KS","67214","POINT (-97.317031 37.68615)"
"1663","24260","800-776-4737","Progressive Casualty Insurance Company","6300 Wilson Mills Road","MAYFIELD VILLAGE","OH","44143-2182","POINT (-81.450826 41.538891)"
"2609","33723",,"Great American Spirit Insurance Company","301 E. Fourth Street","CINCINNATI","OH","45202-4201","POINT (-84.507797 39.100703)"
"0814","26344",,"Great American Assurance Company","301 E. Fourth Street","CINCINNATI","OH","45202-4201","POINT (-84.507797 39.100703)"
"2764","10212",,"Allmerica Financial Alliance Insurance Company","440 Lincoln Street","WORCESTER","MA","01653","POINT (-71.780784 42.291928)"
"0618","11967",,"General Star National Insurance Company","120 Long Ridge Road","STAMFORD","CT","06902","POINT (-73.553308 41.077632)"
"0896","15350",,"West Bend Mutual Insurance Company","1900 South 18th Ave.","WEST BEND","WI","53095","POINT (-88.200952 43.398724)"
"0617","25682",,"Travelers Indemnity Company of Connecticut (The)","One Tower Square","HARTFORD","CT","06183",
"0862","19453",,"Transatlantic Reinsurance Company","One Liberty Plaza","NEW YORK","NY","10006",
"2463","29793","800-242-7611","Pacific Star Insurance Company","PO Box 509020","SAN DIEGO","CA","92150-9020",
"2734","34690",,"Property and Casualty Insurance Company of Hartford","One Hartford Plaza","HARTFORD","CT","06155-0001",
"1907","22772",,"Integon Indemnity Corporation","5630 University Parkway, Mail Code 4A05","WINSTON-SALEM","NC","27105","POINT (-80.275533 36.176772)"
"3201","13587",,"First Chicago Insurance Company","6540 South Cicero Avenue","BEDFORD PARK","IL","60638-5838","POINT (-87.742242 41.773943)"
"2243","40118","800-422-0550","Trustgard Insurance Company","671 S. High Street","COLUMBUS","OH","43206","POINT (-82.998044 39.948796)"
"2543","24066",,"American Fire and Casualty Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"0406","13714","800-247-5690","Pharmacists Mutual Insurance Company","PO BOX 370","ALGONA","IA","50511",
"0531","19518","203-964-5200","Catlin Insurance Company, Inc.","70 Seaview Avenue","STANFORD","CT","06902","POINT (-73.523237 41.041676)"
"2814","28339","800 444-0512","Gateway Insurance Company","953 American Lane, 3rd Floor","SCHAUMBURG","IL","60173","POINT (-88.055765 42.048352)"
"2674","26433",,"Harco National Insurance Company","4200 Six Forks Rd., Suite 1400","RALEIGH","NC","27609","POINT (-78.639427 35.835675)"
"2141","15385",,"Bureau Veritas Inspection and Insurance Company","1601 Sawgrass Corporate Pkwy, Suite 400","FORT LAUDERDALE","FL","33323","POINT (-80.340459 26.143778)"
"1741","26662",,"Milford Casualty Insurance Company","PO Box 650771","DALLAS","TX","75265-0771",
"2806","19720",,"American Alternative Insurance Corporation","555 College Road East","PRINCETON","NJ","08543","POINT (-74.593587 40.351455)"
"2517","40444",,"Old Republic Surety Company","PO BOX 1635","MILWAUKEE","WI","53201",
"0624","19275","800-692-6326","American Family Mutual Insurance Company, S.I.","6000 American Parkway","MADISON","WI","53783","POINT (-89.285375 43.155727)"
"2351","43575",,"Indemnity Insurance Company of North America","PO Box 1000","PHILADELPHIA","PA","19106",
"3095","31534",,"Citizens Insurance Company of America","440 Lincoln Street","WORCESTER","MA","01653","POINT (-71.780784 42.291928)"
"2746","40150",,"MGA Insurance Company, Inc.","PO Box 199023","DALLAS","TX","75219-9023",
"2832","22454","800-422-0794","Mendakota Insurance Company","3343 Perimeter Hill, Suite 214","NASHVILLE","TN","37211","POINT (-86.694558 36.084899)"
"1992","26042",,"Wausau Underwriters Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2325","27855",,"Zurich American Insurance Company of Illinois","1299 Zurich Way, 5th Floor","SCHAUMBURG","IL","60196","POINT (-88.046361 42.063664)"
"1167","19100",,"AMCO Insurance Company","ONE NATIONWIDE BLVD, FSSC-RR","COLUMBUS","OH","43215",
"1404","24228",,"Pekin Insurance Company","2505 Court St.","PEKIN","IL","61558","POINT (-89.60973 40.554442)"
"1652","21628",,"Farmers Insurance Company, Inc.","Farmers Ins Group, Regulatory Affairs Dept.","GRAND RAPIDS","MI","49501",
"0781","24104",,"Ohio Farmers Insurance Company","PO BOX 5001","WESTFIELD CENTER","OH","44251-5001",
"2684","28886",,"TransGuard Insurance Company of America, Inc.","4200 Six Forks Rd., Suite 1400","RALEIGH","NC","27609","POINT (-78.639427 35.835675)"
"0922","26077",,"Lancer Insurance Company","PO Box 9004","LONG BEACH","NY","11561-9004",
"0739","22012",,"Motors Insurance Corporation","500 Woodward Ave, 14th Floor","DETROIT","MI","48226","POINT (-83.04504 42.329525)"
"1856","11177",,"First Financial Insurance Company","185 Asylum Street, 7th Floor","HARTFORD","CT","06103","POINT (-72.676492 41.76727)"
"3016","42376",,"Technology Insurance Company, Inc.","59 Maiden Lane, 43rd Floor","NEW YORK","NY","10038","POINT (-74.008478 40.708501)"
"2452","23680",,"Odyssey Reinsurance Company","300 First Stamford Place","STAMFORD","CT","06902","POINT (-73.546921 41.045519)"
"0745","20796","800-245-2425","21st Century Premier Insurance Company","21st Century Plaza, 3 Beaver Valley Road","WILMINGTON","DE","19803",
"0844","19070",,"Standard Fire Insurance Company (The)","One Tower Square","HARTFORD","CT","06183",
"2447","18287",,"Assured Guaranty Municipal Corp.","1633 Broadway","NEW YORK","NY","10019","POINT (-73.983786 40.761828)"
"3139","39900",,"Peninsula Indemnity Company","1195 River Road, P.O. Box 302","MARIETTA","PA","17547-0302","POINT (-76.549013 40.062676)"
"2285","39942",,"American National General Insurance Company","1949 E. Sunshine, Corporate Ctr.","SPRINGFIELD","MO","65899",
"1887","35300","800-421-0504","Allianz Global Risks US Insurance Company","225 W. Washington St., #1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"1177","19801",,"Argonaut Insurance Company","PO Box 469011","SAN ANTONIO","TX","78246-9011",
"2359","39152",,"Service American Indemnity Company","PO Box 26850","AUSTIN","TX","78755",
"3110","24503",,"Root Property & Casualty Insurance Company","80 E Rich Street, Suite 500","COLUMBUS","OH","43215","POINT (-82.99772 39.95774)"
"3039","41343",,"HDI Global Insurance Company","161 N. Clark Street, 48th Floor","CHICAGO","IL","60601","POINT (-87.630937 41.884708)"
"3281","16070",,"Cronus Insurance Company","370 Las Colinas Blvd. W., Suite 108","IRVING","TX","75039","POINT (-96.943724 32.874582)"
"2100","11835",,"PartnerRe America Insurance Company","200 First Stamford Place, Suite 400","STAMFORD","CT","06902","POINT (-73.547826 41.045218)"
"2162","40827",,"Virginia Surety Company, Inc.","175 W Jackson","CHICAGO","IL","60604","POINT (-87.62843 41.878193)"
"2654","25224",,"Great Divide Insurance Company","PO Box 1594","DES MOINES","IA","50306",
"1273","13528",,"Brotherhood Mutual Insurance Company","PO BOX 2227","FT. WAYNE","IN","46801",
"0532","21857","(888) 466-7883","American Insurance Company (The)","225 W Washington Street, Suite 1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"3054","28649","800-897-2299","Eastern Atlantic Insurance Company","5300 Derry Street","HARRISBURG","PA","17111","POINT (-76.7956 40.259419)"
"3170","35416",,"U.S. Underwriters Insurance Company","1190 Devon Park","WAYNE","PA","19087","POINT (-75.396673 40.080739)"
"2553","42404",,"Liberty Insurance Corporation","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"1807","10391",,"Berkshire Hathaway Direct Insurance Company","1314 Douglas Street, Suite 1400","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"3300","16510",,"Beazley American Insurance Company, Inc.","30 Batterson Park Road","FARMINGTON","CT","06032","POINT (-72.797843 41.708977)"
"2860","30120",,"ZNAT Insurance Company","21233 Califa Street","WOODLAND HILLS","CA","91367","POINT (-118.594565 34.177089)"
"0752","19445",,"National Union Fire Insurance Company of Pittsburgh, Pa.","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"1926","30945",,"Plaza Insurance Company","518 EAST BROAD STREET","COLUMBUS","OH","43215","POINT (-82.986563 39.963871)"
"0511","19232",,"Allstate Insurance Company","3075 Sanders Rd., Suite G4E","NORTHBROOK","IL","60062","POINT (-87.873947 42.093908)"
"0426","14338",,"Iowa Mutual Insurance Company","471 East Broad Street","COLUMBUS","OH","43215","POINT (-82.987911 39.963716)"
"2831","40045","800 866-2308","StarNet Insurance Company","PO BOX 9190","DES MOINES","IA","50306",
"2326","30058",,"Scor Reinsurance Company","28 Liberty Street, Suite 5400","NEW YORK","NY","10005","POINT (-74.008711 40.708067)"
"0568","10243","800-776-4737","National Continental Insurance Company","6300 Wilson Mills Road","MAYFIELD VILLAGE","OH","44113-2182","POINT (-81.450826 41.538891)"
"0445","10804",,"Continental Western Insurance Company","PO BOX 1594","DES MOINES","IA","50306",
"3326","25798",,"Sutton National Insurance Company","1855 Griffin Road, Suite B390","DANIA BEACH","FL","33004","POINT (-80.161551 26.062727)"
"2822","18694","800-829-8165","Great Midwest Insurance Company","800 Gessner, Suite 600","HOUSTON","TX","77024-1206","POINT (-95.544376 29.776003)"
"2420","15105","888-995-5300","Safety National Casualty Corporation","1832 Schuetz Road","ST. LOUIS","MO","63146","POINT (-90.428235 38.694215)"
"1322","25453","800-882-2822","Nationwide Insurance Company of America","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"2331","37877",,"Nationwide Property and Casualty Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"0554","13420",,"Badger Mutual Insurance Company","1134 North 9th Street , Suite 150","MILWAUKEE","WI","53233","POINT (-87.922916 43.044661)"
"3129","15911",,"Berkley Casualty Company","3490 INDEPENDENCE DR.","BIRMINGHAM","AL","35209","POINT (-86.782392 33.471521)"
"3098","22586",,"Atlantic States Insurance Company","1195 River Road, P.O. Box 302","MARIETTA","PA","17547-0302","POINT (-76.549013 40.062676)"
"3018","10351","800-732-1486","First Dakota Indemnity Company","PO Box 89310","SIOUX FALLS","SD","57106",
"2163","24120",,"Westfield National Insurance Company","One Park Circle, P. O. Box 5001","WESTFIELD CENTER","OH","44251-5001",
"0685","22713",,"Insurance Company of North America","PO Box 1000","PHILADELPHIA","PA","19106",
"2873","11127","800-321-7015","Professional Solutions Insurance Company","PO BOX 9118","DES MOINES","IA","50306-9118",
"0917","11185",,"Foremost Insurance Company","Farmers Ins Group, Regulatory Affairs Dept.","GRAND RAPIDS","MI","49501",
"1390","22578",,"Horace Mann Insurance Company","1 Horace Mann Plaza","SPRINGFIELD","IL","62715","POINT (-89.64359 39.80163)"
"3030","35505","800-837-9062","Rockwood Casualty Insurance Company","654 Main Street","ROCKWOOD","PA","15557","POINT (-79.153292 39.914795)"
"0903","13188","800-331-6053","Western Surety Company","151 N. Franklin St.","CHICAGO","IL","60606","POINT (-87.635367 41.884568)"
"2817","10178","800 226-3224","FCCI Insurance Company","6300 University Parkway","SARASOTA","FL","34240-8424","POINT (-82.435703 27.386349)"
"1282","19690",,"American Economy Insurance Company","175 Berkeley St.","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2735","43753",,"Republic Indemnity Company of California","4500 Park Granada Blvd Suite 300","CALABASAS","CA","91302","POINT (-118.64626 34.149926)"
"2421","40282",,"Travelers Commercial Casualty Company","One Tower Square","HARTFORD","CT","06183",
"2593","42552",,"NOVA Casualty Company","440 Lincoln Street","WORCESTER","MA0165","06095","POINT (-72.797644 41.653285)"
"2449","10340",,"Stonington Insurance Company","One General Drive","SUN PRAIRIE","WI","53596",
"2866","27987",,"Northfield Insurance Company","ONE TOWER SQUARE","HARTFORD","CT","06183",
"2566","36234",,"Preferred Professional Insurance Company","11605 Miracle Hills Drive, #200","OMAHA","NE","68154-4467","POINT (-96.095591 41.268098)"
"2901","22608","800-877-4567","National Specialty Insurance Company","1900 L. Don Dodson Drive","BEDFORD","TX","76021","POINT (-97.14012 32.84179)"
"1509","21423",,"Union Insurance Company of Providence","PO BOX 712","DES MOINES","IA","50306-0712",
"1631","11255","800-248-4228","Caterpillar Insurance Company","2120 West End Avenue","NASHVILLE","TN","37203-0001","POINT (-86.802881 36.149639)"
"2008","38318",,"Starr Indemnity & Liability Company","399 Park Avenue, 3rd Floor","NEW YORK","NY","10022","POINT (-73.972266 40.759324)"
"0407","23132","800-369-4784","R.V.I. America Insurance Company","177 Broad Street, 9th Floor","STAMFORD","CT","06901","POINT (-73.540808 41.055505)"
"2265","42978","800-852-2244","American Security Insurance Company","260 Interstate North Circle, SE","ATLANTA","GA","30339","POINT (-84.463625 33.898602)"
"2012","37214",,"American States Preferred Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"0416","21741",,"Esurance Insurance Company of New Jersey","3075 Sanders Road, Suite G4E","NORTHBROOK","IL","60062-7127","POINT (-87.873947 42.093908)"
"1810","27138",,"Midvale Indemnity Company","6000 American Parkway","MADISON","WI","53783","POINT (-89.285375 43.155727)"
"1980","20052","866-720-7861","National Liability & Fire Insurance Company","1314 Douglas Street, Suite 1400","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"0924","21326",,"Empire Fire and Marine Insurance Company","1299 Zurich Way","SCHAUMBURG","IL","60196","POINT (-88.046361 42.063664)"
"2638","12831","800-877-4567","State National Insurance Company, Inc.","1900 L. Don Dodson Drive","BEDFORD","TX","76021","POINT (-97.14012 32.84179)"
"1555","24961",,"Everspan Insurance Company","One World Trade Center  41st Floor","NEW YORK","NY","10007",
"1754","31577",,"Iowa American Insurance Company","471 East Broad Street","COLUMBUS","OH","43215","POINT (-82.987911 39.963716)"
"2353","18619","800 475-4450","Platte River Insurance Company","PO Box 5900","MADISON","WI","53705-0900",
"1722","25844","800-235-2942","Union Insurance Company","PO BOX 1594","URBANDALE","IA","50306-1594",
"2198","41653",,"Milbank Insurance Company","518 E. BROAD STREET","COLUMBUS","OH","43215","POINT (-82.986563 39.963871)"
"2879","20176",,"Celina Mutual Insurance Company (The)","1 Insurance Square","CELINA","OH","45822-1690",
"2876","14702",,"EastGUARD Insurance Company","PO Box AH","WILKES-BARRE","PA","18703-0020",
"2613","18058",,"Philadelphia Indemnity Insurance Company","One Bala Plaza, Suite 100","BALA CYNWYD","PA","19004",
"2422","36781",,"FMH Ag Risk Insurance Company","6785 WESTOWN PARKWAY","WEST DES MOINES","IA","50266","POINT (-93.802226 41.595104)"
"3115","11595",,"Merchants National Bonding, Inc.","PO BOX 14498","DES MOINES","IA","50306-3498",
"3048","12986",,"Integrity Property & Casualty Insurance Company","671 S. High Street","COLUMBUS","OH","43206","POINT (-82.998044 39.948796)"
"3202","44768",,"Vantapro Specialty Insurance Company","1690 New Britain Avenue, Suite 101","FARMINGTON","CT","06032","POINT (-72.860203 41.708039)"
"2587","36137",,"Travelers Commercial Insurance Company","One Tower Square","HARTFORD","CT","06183",
"2821","10819",,"American Equity Specialty Insurance Company","One Tower Square","HARTFORD","CT","06183",
"1915","10936",,"Seneca Insurance Company, Inc.","199 Water ST, 20th Floor","NEW YORK","NY","10038","POINT (-74.004621 40.707097)"
"2492","38156","800-456-1919","Alpha Property & Casualty Insurance Company","8360 LBJ Freeway, Suite 400","DALLAS","TX","75243",
"0607","22926","800-422-4272","Economy Fire & Casualty Company","700 Quaker Lane","WARWICK","RI","02886","POINT (-71.500068 41.678771)"
"3263","12319",,"Bondsman Insurance Company","350 10th Avenue Suite 1450","SAN DIEGO","CA","92101","POINT (-117.155556 32.708841)"
"2457","42889","614-249-1545","Victoria Fire & Casualty Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"0830","20931",,"Wellfleet New York Insurance Company","5814 Reed Road","FORT WAYNE","IN","46835","POINT (-85.081556 41.132093)"
"2848","33391",,"ProAssurance Indemnity Company, Inc.","PO Box 590009","BIRMINGHAM","AL","35259-0009",
"1934","10677",,"Cincinnati Insurance Company (The)","PO BOX 145496","CINCINNATI","OH","45214",
"2909","10071","800-588-7400","Encompass Insurance Company of America","3075 Sanders Road, Suite G4E","NORTHBROOK","IL","60062","POINT (-87.873947 42.093908)"
"0600","20443","877-262-2727","Continental Casualty Company","151 N. Franklin St.","CHICAGO","IL","60606","POINT (-87.635367 41.884568)"
"3086","19488",,"Amerisure Insurance Company","PO Box 2060","FARMINGTON HILLS","MI","48333-2060",
"1400","23264",,"Inland Insurance Company","PO BOX 80468","LINCOLN","NE","68501",
"2791","23574",,"Midwest Family Mutual Insurance Company","4401 WESTOWN PARKWAY STE 305","WEST DES MOINES","IA","50266","POINT (-93.764289 41.595501)"
"1565","20710",,"Century Indemnity Company","PO Box 1000","PHILADELPHIA","PA","19106",
"1327","23760",,"Nationwide General Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"0889","25933",,"Universal Surety Company","601 S. 12th St., P. O. Box 80468","LINCOLN","NE","68501","POINT (-96.704092 40.807721)"
"2531","23280",,"Cincinnati Indemnity Company (The)","PO BOX 145496","CINCINNATI","OH","45250-5496",
"1954","35769","800 950-6060","Protective Property & Casualty Insurance Company","14755 N. Outer Forty Drive, #400","ST. LOUIS","MO","63017",
"2971","10784","866-387-4500","Maxum Casualty Insurance Company","3655 NorthPoint Parkway","ALPHARETTA","GA","30005","POINT (-84.441797 34.039643)"
"2599","18821",,"General Casualty Insurance Company","One General Drive","SUN PRAIRIE","WI","53596",
"2046","22640",,"Consolidated Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2659","32190",,"Constitution Insurance Company","PO Box 8424","OMAHA","NE","68108-8424",
"0810","24295",,"Providence Washington Insurance Company","One World Trade Center, 41st Floor","NEW YORK","NY","10007",
"1698","21881",,"National Surety Corporation","225 W. Washington St., Suite 1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"2670","40975","800-733-0635","Dentists Insurance Company (The)","PO BOX 1582","SACRAMENTO","CA","95812",
"0899","26093","800-421-3535","Nationwide Affinity Insurance Company of America","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"2557","21229","800-222-6424","MemberSelect Insurance Company","One Auto Club Drive","DEARBORN","MI","48126",
"0942","24147",,"Old Republic Insurance Company","631 Excel Drive, Suite 200","MT. PLEASANT","PA","15666","POINT (-79.584838 40.191805)"
"1839","41840",,"Allmerica Financial Benefit Insurance Company","440 Lincoln Street","WORCESTER","MA","01653","POINT (-71.780784 42.291928)"
"3067","12294",,"Southwest Marine and General Insurance Company","412 Mt. Kemble Avenue, Suite 300C","MORRISTOWN","NJ","07960","POINT (-74.505603 40.772131)"
"2363","11770","800-776-4737","United Financial Casualty Company","6300 Wilson Mills Road","MAYFIELD VILLAGE","OH","44143-2182","POINT (-81.450826 41.538891)"
"0626","13935",,"Federated Mutual Insurance Company","121 East Park Square","OWATONNA","MN","55060","POINT (-93.225466 44.084027)"
"3089","12260",,"CampMed Casualty & Indemnity Company, Inc.","440 Lincoln Street","WORCESTER","MA","20190","POINT (-71.780784 42.291928)"
"2915","32905",,"Property-Owners Insurance Company","PO Box 30660","LANSING","MI","48909-8160",
"1886","10227",,"Munich Reinsurance America, Inc.","555 College Road East, PO Box 5241","PRINCETON","NJ","08543","POINT (-74.593587 40.351455)"
"0644","24732",,"General Insurance Company of America","175 Berkeley St.","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"3257","16356",,"Chiron Insurance Company","PO BOX 370","ALGONA","IA","50511",
"0431","14559",,"GuideOne Specialty Insurance Company","1111 ASHWORTH ROAD","WEST DES MOINES","IA","50265-3538","POINT (-93.719132 41.584614)"
"0525","20613","877-772-7824","SPARTA Insurance Company","5 Batterson Park Road, 3rd Floor","FARMINGTON","CT","06032","POINT (-72.798263 41.708558)"
"0915","20397",,"Vigilant Insurance Company","202B Hall's Mill Road","WHITEHOUSE STATION","NJ","08889","POINT (-74.765041 40.644972)"
"2413","31232",,"Work First Casualty Company","1100 East 6600 South, Suite 260","SALT LAKE CITY","UT","84121","POINT (-111.861196 40.631575)"
"2637","42234","800-422-1370","Minnesota Lawyers Mutual Insurance Company","333 South 7th Street, #2200","MINNEAPOLIS","MN","55402","POINT (-93.26724 44.974787)"
"2294","22268","800-852-8208","Infinity Insurance Company","2201 4th Avenue North","BIRMINGHAM","AL","35203","POINT (-86.804285 33.518757)"
"2567","33162","800-627-0000","Bankers Insurance Company","11101 Roosevelt Blvd. N","ST. PETERSBURG","FL","33716","POINT (-82.651772 27.873606)"
"1735","41394","800-283-0622","Benchmark Insurance Company","150 Lake Street W","WAYZATA","MN","55391","POINT (-93.525229 44.970808)"
"0919","10510",,"Carolina Casualty Insurance Company","5011 GATE PARKWAY, BUILDING 200, SUITE 200","JACKSONVILLE","FL","32256","POINT (-81.535737 30.246241)"
"1815","20060",,"National Indemnity Company of Mid-America","1314 DOUGLAS STREET, SUITE 1400","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"1687","24775",,"St. Paul Guardian Insurance Company","One Tower Square","HARTFORD","CT","06183",
"1328","23248",,"Occidental Fire & Casualty Company of North Carolina","4200 Six Forks Rd., Suite 1400","RALEIGH","NC","27609","POINT (-78.639427 35.835675)"
"3073","43494","800-866-0047","American Hallmark Insurance Company of Texas","5420 Lyndon B. Johnson Frwy, Ste 1100","DALLAS","TX","75240-2345","POINT (-96.817518 32.923085)"
"2200","38601",,"MIC Property and Casualty Insurance Corporation","500 Woodward Ave, 14th Floor","DETRPOT","MI","48226","POINT (-83.04504 42.329525)"
"1314","24139",,"Old Republic General Insurance Corporation","307 North Michigan Ave.","CHICAGO","IL","60601","POINT (-87.624455 41.887503)"
"1664","22543","800-558-3405","SECURA Insurance Company","PO BOX 819","APPLETON","WI","54912-0819",
"2933","18333",,"Peerless Indemnity Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"1995","22594","800-558-9900","MGIC Assurance Corporation","PO BOX 756","MILWAUKEE","WI","53201-0756",
"2776","24376",,"Spinnaker Insurance Company","1 Pluckemin Way, Suite 102","BEDMINISTER TOWNSHIP","NJ","07921","POINT (-74.643272 40.649455)"
"3261","40088",,"American Inter-Fidelity Exchange","9223 Broadway, Suite A","MERRILLVILLE","IN","46410","POINT (-87.33635 41.459628)"
"3306","22225",,"Trisura Insurance Company","210 Park Avenue, Suite 1300","OKLAHOMA CITY","OK","73102","POINT (-97.517325 35.468792)"
"0576","20230",,"Central Mutual Insurance Company","800 South Washington St.","VAN WERT","OH","45891","POINT (-84.582962 40.861021)"
"2965","27154",,"Atlantic Specialty Insurance Company","605 Highwat 169 North, Suite 800","PLYMOUTH","MN","55441",
"1287","19240",,"Allstate Indemnity Company","3075 Sanders Rd., Suite G4E","NORTHBROOK","IL","60065","POINT (-87.873947 42.093908)"
"3250","16262","(800) 225-5636","Midwest Family Advantage Insurance Company","4401 WESTOWN PARKWAY STE 305","WEST DES MOINES","IA","50266","POINT (-93.764289 41.595501)"
"0836","20583","800-622-1840","XL Reinsurance America Inc.","Seaview House, 70 Seaview Ave.","STAMFORD","CT","06902-6040",
"2434","29424",,"Hartford Casualty Insurance Company","One Hartford Plaza","HARTFORD","CT","06115",
"3235","16045",,"Everest Premier Insurance Company","PO Box 830","LIBERTY CORNER","NJ","07938-0830",
"0441","15032",,"GuideOne Insurance Company","1111 ASHWORTH RD","WEST DES MOINES","IA","50265-3538","POINT (-93.719132 41.584614)"
"2680","35955",,"California Casualty General Insurance Company of Oregon","P. O. Box M","SAN MATEO","CA","94402-0080",
"2018","38067","800-422-4272","Economy Preferred Insurance Company","700 Quaker Lane","WARWICK","RI","02886","POINT (-71.500068 41.678771)"
"2921","19530",,"Hallmark National Insurance Company","5420 Lyndon B. Johnson Frwy","DALLAS","TX","75240-2345","POINT (-96.817518 32.923085)"
"3268","12356",,"CM Regent Insurance Company","300 Sterling Parkway, Suite 1400","MECHANICSBURG","PA","17050","POINT (-77.027741 40.241884)"
"2085","39845",,"Westport Insurance Corporation","1200 Main Street, Suite 800","KANSAS CITY","MO","64105","POINT (-94.583196 39.09961)"
"2339","13234","800-525-7486","Wilshire Insurance Company","4200 Six Forks Road, Suite 1400","RALEIGH","NC","27609","POINT (-78.639427 35.835675)"
"2372","17230",,"Allstate Property and Casualty Insurance Company","3075 Sanders Rd., Suite G4E","NORTHBROOK","IL","60062","POINT (-87.873947 42.093908)"
"1141","25496",,"StarStone National Insurance Company","201 E Fifth St","Cincinnati","OH","45202","POINT (-84.508891 39.101776)"
"2930","10749",,"Intrepid Insurance Company","10851 MASTIN BLVD., SUITE 200","OVERLAND PARK","KS","66210","POINT (-94.702318 38.931811)"
"0664","13331",,"Motorists Commercial Mutual Insurance Company","471 East Broad Street","COLUMBUS","OH","43215","POINT (-82.987911 39.963716)"
"2527","29742",,"Integon National Insurance Company","5630 University Parkway, Mail Code 4A05","WINSTON-SALEM","NC","27105","POINT (-80.275533 36.176772)"
"0780","24112",,"Westfield Insurance Company","PO BOX 5001","WESTFIELD CENTER","OH","44251-5001",
"2247","42587",,"Depositors Insurance Company","ONE NATIONWIDE BLVD, FSSC-RR","COLUMBUS","OH","43215",
"1833","26832",,"Great American Alliance Insurance Company","301 E. Fourth Street","CINCINNATI","OH","45202-4201","POINT (-84.507797 39.100703)"
"2643","40029",,"Explorer Insurance Company","PO Box 509039","SAN DIEGO","CA","92150-9039",
"2878","44318",,"Admiral Indemnity Company","301 Route 17 North, Suite 900","RUTHERFORD","NJ","07070",
"1627","12297",,"Petroleum Casualty Company","22777 Springwoods Village Parkway","SPRING","TX","77389","POINT (-95.444355 30.099623)"
"2083","36552",,"Coliseum Reinsurance Company","3 West 35th Street, 11th Floor","NEW YORK","NY","10001","POINT (-73.984747 40.74939)"
"0967","21253",,"Garrison Property and Casualty Insurance Company","9800 Fredericksburg Road","SAN ANTONIO","TX","78288","POINT (-98.57653 29.537142)"
"0867","20494",,"Transportation Insurance Company","151 N. Franklin St.","CHICAGO","IL","60606","POINT (-87.635367 41.884568)"
"2241","38776",,"SiriusPoint America Insurance Company","One World Trade Center","NEW YORK","NY","10007",
