"district","district_name","fiscal_year","budgeted_enrollment","regular_program","budget_adjustment","district_cost_for_supplementary_weighting","special_education_instrustion_district_cost","teacher_salary_supplement","professional_development_supplement","early_intervention_supplement","preschool","instructional_support_income_surtax","instructional_support_property_tax","educational_improvement","sbrc_modified_supplemental_amount_dropout","management_levy","regular_ppel","voted_ppel_income_surtax","voted_ppel_property_tax","perl","modified_supplemental_amount_sbrc_approved","modified_supplemental_amount_for_special_education_deficit","successful_progression_for_early_readers","teacher_leadership_and_compensation_system_grants","educator_mentoring_and_induction","title_i","title_i_migrant","title_i_neglected","title_i_delinquent","title_ii_part_a","title_iii_english_language_acquisition","_21st_century_learning_centers","title_vi","small_rural_schools_achievement_program_reap","rural_low_income_schools_rlis_program","idea_part_b","carl_d_perkins","total_funding_of_sources_shown","per_pupil_amount_of_funding_sources_shown"
"2113","Essex","2015","236.8","1507469","0","150212","155776","149468","14369","21504","44562","111726","6580","0","75373","90000","27490","0","0","0","132214","48628","13812","0","6500","23924","0","0","0","9024","0","0","1170","18061","0","11090","0","2618952","11060"
"2124","Estherville Lincoln","2015","1376.8","8789491","0","145983","1113433","764275","85568","97464","232359","539854","64511","0","334001","349700","110283","0","447816","0","171892","224399","23334","0","19500","241187","0","4743","77490","51378","0","0","6645","0","0","65762","0","13961067","10140"
"2151","Exira-Elk Horn-Kimballton","2015","436.3","2814135","0","326454","366360","277317","29123","27696","57294","217868","14299","0","90526","215000","0","0","189990","0","83414","109746","15478","0","10400","69128","0","0","0","19365","0","0","1910","21080","0","20425","0","4977009","11407"
"2169","Fairfield","2015","1660.2","10568833","0","215527","1645420","938743","97786","107382","101856","484912","364611","0","102929","950000","210845","0","428079","0","83399","489512","25700","0","14300","335021","0","0","0","86778","0","0","8215","0","0","84707","26013","17370568","10463"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2205","Farragut","2015","197.2","1272334","51693","155358","90070","126298","13853","12262","53131","111667","4676","0","23000","50000","40289","0","0","0","96016","55754","13481","0","2600","39757","0","0","0","10576","0","0","765","13503","0","8720","0","2245803","11388"
"2295","Forest City","2015","1105.4","7044714","0","687742","1114829","644172","75101","72116","197346","486998","65237","0","311627","500000","138880","0","0","0","93763","308349","21067","0","10400","146521","0","0","0","40383","0","0","5675","0","0","52194","0","12017114","10871"
"2313","Fort Dodge","2015","3729.9","23845251","0","408033","3700460","2090684","243637","276945","681162","460730","1177439","0","1192263","1100000","308336","230365","1021666","0","263409","295624","42987","0","33800","1006123","0","10830","0","217655","0","0","18130","0","0","214852","59250","38899631","10429"
"2322","Fort Madison","2015","2226.3","14172626","0","157368","1805525","1162863","130239","145466","0","0","0","0","531499","259250","185568","0","0","0","279647","715741","30429","0","13000","469269","0","0","0","107320","0","0","9980","0","0","117983","33811","20327584","9131"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2369","Fremont-Mills","2015","449.0","2858334","0","184194","314289","246847","23757","31852","98673","211519","13574","0","51475","65000","52341","126912","85625","0","54297","162894","15584","0","3900","68488","0","0","0","13574","0","0","2210","30284","0","21001","0","4736625","10549"
"2376","Galva-Holstein","2015","464.4","2970767","0","192895","219161","277010","28653","29838","76392","225809","23112","0","72000","120000","73010","96775","51458","0","125501","0","15713","0","3900","48334","0","0","0","17466","0","0","2240","25922","0","20242","0","4716198","10155"
"2403","Garner-Hayfield","2015","800.7","5097256","0","346667","668366","461211","51061","54728","146418","337510","31532","0","38234","250000","77404","126566","30587","0","96100","114434","18522","0","6500","74759","0","0","0","14683","0","0","4195","0","0","37067","0","8083800","10096"
"2457","George-Little Rock","2015","442.1","2814409","4679","30512","271064","253385","28140","28546","92307","222077","14078","0","140720","210000","68150","123376","153356","27605","36006","0","15527","0","7800","50449","0","0","0","18539","0","0","2130","24545","0","20509","0","4657909","10536"
"2466","Gilbert","2015","1321.2","8410759","0","68167","539200","684104","75731","64897","143235","0","630555","0","98777","0","130742","0","530893","0","825845","417119","22869","408013","5200","28030","0","0","0","16313","0","0","6895","0","0","56894","0","13164238","9964"
"2493","Gilmore City-Bradgate","2015","112.0","731696","87568","107638","114589","77659","9202","5993","19098","70196","4299","0","0","0","30924","0","63254","0","48008","51049","12770","0","2600","28016","0","0","0","6090","0","0","225","10134","0","5449","0","1486456","13272"
"2502","Gladbrook-Reinbeck","2015","601.5","3889299","0","31509","522647","359859","36884","30983","0","115195","205322","0","144750","295000","89311","57597","123732","0","42007","0","16858","0","7800","42808","0","0","0","17062","0","0","2710","43806","0","26787","0","6101926","10145"
"2511","Glenwood","2015","1960.5","12480543","29159","111201","1383968","1027812","110905","127256","190980","743294","58215","0","480798","650000","178084","0","0","0","138023","261607","28209","0","11700","239072","0","5298","0","49335","0","0","9825","0","0","90823","0","18406106","9388"
"2520","Glidden-Ralston","2015","293.3","1868028","19088","102630","177822","176827","18593","18930","70026","157224","2162","0","33217","198500","47311","0","0","0","12002","109605","14284","0","6500","26645","0","0","0","13476","0","0","1625","22983","0","13327","0","3110805","10606"
"2556","Graettinger-Terril","2015","354.0","2258874","0","101215","223335","206736","19371","23906","89124","20930","175388","0","45444","125000","68409","20930","186370","0","84554","34892","14791","0","7800","41142","0","0","0","21023","0","0","1605","12194","0","16665","0","3799698","10734"
"2673","Nodaway Valley","2015","677.3","4336752","0","42413","515121","397562","45555","44560","105039","289421","53096","0","123598","200000","83561","0","0","0","31406","115453","17491","0","1300","79677","0","0","0","24445","0","0","3345","0","0","32705","0","6542501","9660"
"2682","GMG","2015","316.0","2011656","0","99481","235033","204316","24215","24218","108222","152088","10193","0","100583","153000","40494","0","82215","0","36006","88440","14474","0","2600","40945","0","0","0","8712","0","0","2425","37143","0","16027","0","3492485","11052"
"2709","Grinnell-Newburg","2015","1625.8","10387236","0","135293","1307381","876891","95727","106652","289653","502128","297482","0","519394","683000","196863","100426","299265","0","73364","206740","25413","0","9100","199953","0","0","0","46099","0","0","8175","0","0","77000","17250","16460486","10125"
"2718","Griswold","2015","573.8","3690108","17372","106362","467534","308349","31915","32064","89124","30755","273926","0","99117","202822","80504","0","0","0","76213","121280","16627","0","6500","98971","0","0","0","26655","0","0","2615","32340","0","26086","0","5837239","10173"
"2727","Grundy Center","2015","624.7","3976840","0","103397","445620","375638","40056","35702","0","257693","43990","0","167027","250000","67963","0","275972","0","24004","93405","17052","0","1300","56730","0","0","0","13312","0","0","3300","0","0","28878","0","6277879","10049"
"2754","Guthrie Center","2015","465.8","2976462","0","159443","328510","268492","27254","32648","101856","187071","38336","0","48100","0","47755","0","193912","0","52064","19269","15725","0","10400","66371","0","0","0","16529","0","0","2550","44037","0","21826","0","4658610","10001"
"2763","Clayton Ridge","2015","621.1","4011064","0","46498","461166","343412","38862","34477","79575","0","334081","0","114315","150000","95929","0","194766","0","54009","0","17022","0","1300","86036","0","0","0","27245","0","0","3920","0","0","31018","0","6124695","9861"
"2766","H-L-V","2015","324.9","2100803","0","141082","178462","186431","19133","19351","76392","157872","18070","0","31727","140000","49541","0","201165","0","69675","50514","14548","0","7800","27287","0","0","0","8579","0","0","1590","25140","0","14812","0","3539974","10896"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2772","Hamburg","2015","247.3","1609181","28896","158615","231779","140153","14330","16265","44562","63535","73785","0","15617","0","41969","47651","122767","0","8579","0","13900","0","0","54750","0","0","0","9894","0","0","1085","17517","0","12802","0","2727632","11030"
"2781","Hampton-Dumont","2015","1217.3","7749332","0","475827","1324001","697927","75400","90202","152784","189456","367333","0","232499","150000","119170","0","241952","0","151066","0","22001","0","22100","454895","0","0","0","39524","0","0","5885","0","0","60812","0","12622166","10369"
"2826","Harlan","2015","1424.8","9127269","0","140810","1217588","781930","91999","90632","168699","692474","8957","0","438910","450000","160683","0","326236","0","36006","56513","23734","0","7800","155326","0","0","0","49344","0","0","7615","0","0","70040","0","14102565","9898"
"2834","Harmony","2015","348.5","2218551","7045","71554","306268","187967","17976","22924","47745","156401","2930","0","21180","75500","30394","0","61709","0","48008","34153","14745","0","10400","105618","0","0","0","20246","0","0","1325","11087","0","17481","0","3491207","10018"
"2846","Harris-Lake Park","2015","328.0","2111336","0","61023","147214","188885","19601","25679","70026","0","185333","0","53880","95000","69296","0","0","0","22291","14260","14574","0","5200","33444","0","0","0","8521","0","0","1770","27321","0","15364","0","3170018","9665"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2862","Hartley-Melvin-Sanborn","2015","619.5","3972854","0","63008","707867","360976","38836","35869","89124","213842","116461","0","191054","280000","102981","85537","123546","0","19360","188997","17008","0","6500","92495","0","0","0","24120","0","0","3150","0","0","33470","0","6767055","10923"
"2977","Highland","2015","649.5","4134717","0","177465","487699","377450","39743","44406","124137","311362","14040","0","92250","300000","86525","0","262196","0","111765","189844","17259","0","6500","66620","0","0","0","15076","0","0","3390","0","0","29062","0","6891506","10610"
"2988","Hinton","2015","546.6","3479656","0","26985","310597","312611","35081","37748","89124","243077","28650","0","120654","270000","67119","0","136271","0","102833","0","16400","0","6500","29979","0","0","0","8755","0","0","3745","0","0","25062","0","5350847","9789"
"3029","Howard-Winneshiek","2015","1297.1","8416882","0","146898","930782","740501","79473","77618","280104","224257","448420","0","369450","600000","162515","149504","180451","0","107418","0","22668","0","3900","275987","0","0","0","59640","0","0","6125","0","0","68592","0","13351185","10293"
"3033","Hubbard-Radcliffe","2015","436.8","2829590","0","68939","338994","237436","19922","23238","92307","0","240260","0","141674","0","77291","0","313849","0","184173","196194","15483","0","5200","53368","0","0","0","22076","0","0","1775","15060","0","20879","0","4897708","11213"
"3042","Hudson","2015","670.0","4382470","17930","92065","560171","398871","45145","34418","0","79919","247339","0","123348","225000","65692","0","266748","0","72012","455325","17430","206909","5200","42016","0","0","0","15750","0","0","3635","0","0","31070","0","7388463","11028"
"3060","Humboldt","2015","1189.5","7572357","0","340887","700133","670545","73249","81445","203712","495010","86926","0","240538","125000","136629","0","277399","0","153025","80377","21769","421385","11700","174087","0","0","0","40612","0","0","6825","0","0","61206","0","11974816","10067"
"3105","Independence","2015","1391.2","8856379","0","124481","1605951","800469","94407","88633","346947","585009","68680","0","406504","300000","134197","0","162663","0","171040","0","23454","0","11700","165328","0","3002","32835","58795","0","0","6750","0","0","67533","0","14114756","10146"
"3114","Indianola","2015","3402.8","21662225","0","305301","1956272","1724981","205019","194878","391509","943896","481479","0","1041427","993466","261261","0","1060878","0","98709","529528","40255","0","20800","281494","0","0","0","74933","0","0","17355","0","0","155698","27725","32469089","9542"
"3119","Interstate 35","2015","886.4","5642822","0","65602","514500","495267","45304","51863","124137","0","0","0","0","450000","66680","0","270762","0","96616","212639","19238","0","13000","77897","0","0","0","23138","0","0","4185","0","0","40221","0","8213870","9267"
"3141","Iowa City","2015","13159.9","83999642","0","1885628","9490436","6927503","860394","879345","1094952","6270674","467777","0","4038835","4100000","1805432","0","7331148","0","3422978","3541332","121747","0","92300","1897981","0","7747","0","313749","0","286385","63890","0","0","641055","129549","139670479","10613"
"3150","Iowa Falls","2015","1087.5","6928463","0","214359","962340","607162","70698","76223","35013","396364","69714","0","346423","406000","109220","0","221749","0","24067","243945","20917","0","7800","168889","0","0","0","28632","0","0","5695","0","0","50970","0","10994644","10110"
"3154","Iowa Valley","2015","557.6","3549682","0","93555","384888","290772","33958","28287","92307","234512","13114","0","13679","300000","47741","175884","17975","0","66011","0","16491","0","3900","78385","0","0","0","19738","0","0","2655","0","0","25133","0","5488667","9843"
"3168","IKM-Manning","2015","706.8","4570876","26031","188274","395974","424122","48593","43306","133686","385187","2838","0","101157","375000","114530","0","0","0","90015","46994","17738","0","1300","71077","0","4640","0","29759","0","0","3325","0","0","33208","0","7107630","10056"
"3186","Janesville Consolidated","2015","374.8","2414087","0","23368","237737","201766","19149","16675","105039","172167","13694","0","26989","185000","40410","0","164089","0","117198","0","14965","0","5200","17920","0","0","0","8143","0","0","1795","29603","0","16569","0","3831562","10223"
"3195","Greene County","2015","1303.5","8394540","0","540516","1162034","727822","82811","89655","210078","466104","196309","0","419863","500000","154190","332931","227761","0","398115","304700","22721","402547","13000","296336","0","0","0","55446","0","0","6120","0","0","61814","16940","15082353","11571"
"3204","Jesup","2015","881.6","5612266","0","180693","702870","437009","47254","58115","0","0","0","0","84000","160000","84369","0","0","0","49093","207975","19198","0","14300","84242","0","0","0","36135","0","0","4505","0","0","45374","0","7827397","8879"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3231","Johnston","2015","6409.0","40799694","0","577103","3066184","3262501","361532","351982","795750","0","3017137","0","1104828","650000","671747","0","2727699","0","877139","3140130","65363","1979227","11700","445978","0","0","59102","67244","0","0","32100","0","0","291618","50540","64406298","10049"
"3312","Keokuk","2015","1969.4","12537200","0","184907","2196779","1059931","126357","136302","267372","0","751354","0","564544","660000","134420","0","0","0","144024","61014","28283","0","9100","601202","0","0","0","125751","0","0","9345","0","36402","101600","33734","19769621","10038"
"3330","Keota","2015","345.8","2216578","0","114803","211851","204354","21312","19399","76392","20233","164452","0","62064","80000","51345","0","0","0","70268","23872","14722","0","5200","46579","0","0","0","15093","0","0","1515","18663","0","15806","0","3454502","9990"
"3348","Kingsley-Pierson","2015","456.0","2949864","0","23431","454124","268183","31122","33940","0","29258","204548","0","87000","150000","55160","87775","24217","0","78013","0","15643","0","1300","43279","0","0","0","18749","0","0","2200","27296","0","20395","0","4605497","10100"
"3375","Knoxville","2015","1797.2","11440975","0","191623","1467045","991551","105711","117034","251457","431277","81839","0","352021","850000","129129","0","262171","0","165028","0","26845","0","14300","283071","0","0","0","64397","0","0","8580","0","0","85923","23052","17343029","9650"
"3420","Lake Mills","2015","609.8","3881987","0","38330","515137","356678","36442","41881","105039","180980","130705","0","39530","210000","85222","144784","28242","0","111525","90273","16927","0","6500","64343","0","0","0","19655","0","0","3510","40640","0","28857","0","6177187","10130"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3465","Lamoni","2015","322.6","2053672","0","63354","319000","202980","21814","21824","54111","11185","85966","0","43480","80000","24654","22370","77742","0","80430","129789","14529","0","5200","97124","0","0","0","18278","0","0","1765","19391","0","16959","0","3465617","10743"
"3537","Laurens-Marathon","2015","313.1","1993195","0","25789","268009","192854","20993","19609","79575","73786","95038","0","67748","150000","51685","73786","136086","20738","54009","53782","14449","0","7800","57374","0","0","0","10799","0","0","1375","21633","0","15289","0","3505401","11196"
"3555","Lawton-Bronson","2015","607.0","3864162","0","37610","349812","327568","34617","33051","76392","143960","150373","0","126228","175000","64650","0","0","0","37353","0","16904","0","5200","26758","0","0","0","12386","0","0","3075","47522","0","27127","0","5559748","9159"
"3600","Le Mars","2015","2087.6","13289662","0","272344","1654205","1099706","127970","119619","114588","0","502283","0","183264","300000","278538","0","0","0","94055","0","29270","644693","15600","225173","0","0","0","56061","0","0","10165","0","0","111977","19527","19148700","9173"
"3609","Lenox","2015","452.4","2879978","0","71433","193463","275883","31867","36631","70026","131689","80249","0","0","310000","42711","26338","147094","0","32816","8073","15613","0","6500","103712","0","0","0","19155","0","0","2250","26489","0","22622","0","4534592","10023"
"3645","Lewis Central","2015","2549.7","16231390","0","239425","1760072","1354350","158948","204256","200529","800223","517117","0","352878","535000","363271","0","550411","0","265523","257062","33130","0","15600","319189","0","0","0","75775","0","0","15445","0","0","132290","0","24381883","9563"
"3691","North Cedar","2015","859.8","5508739","0","78396","880322","470164","50187","48622","130503","333081","98088","0","110250","300000","99039","142749","58330","0","113608","85895","19015","0","9100","92426","0","0","0","28344","0","0","3950","0","0","39576","0","8700384","10119"
"3715","Linn-Mar","2015","6943.0","44206081","0","506737","4267800","3550442","396376","388253","572940","0","3150996","0","875427","950000","614599","0","2495643","245026","730742","1065702","69823","2144137","45500","360685","0","0","0","95329","0","0","34305","0","0","320096","43220","67129859","9669"
"3744","Lisbon","2015","699.5","4453017","0","70879","283860","361334","35535","34674","165516","133638","145032","0","30769","240000","48014","0","97483","0","139943","184636","17677","0","6500","45113","0","0","0","13121","0","0","3225","0","0","31161","0","6541127","9351"
"3798","Logan-Magnolia","2015","553.9","3529451","0","90960","325609","306152","34104","34536","114588","211340","46910","0","46558","150000","51151","0","0","0","36006","292100","16461","0","7800","50342","0","0","0","19084","0","0","3120","0","0","25254","0","5391526","9734"
"3816","Lone Tree","2015","404.5","2575047","53010","20409","268200","255634","26097","28664","73209","191064","11559","0","14419","116000","48038","0","97532","0","24004","0","15213","0","4550","39845","0","0","0","8115","0","0","2450","51764","0","19439","0","3944262","9751"
"3841","Louisa-Muscatine","2015","770.9","4907549","0","49152","590383","460867","53423","48351","127320","305694","73561","0","139336","310000","84636","33966","137871","0","110514","0","18273","0","5200","89336","0","0","0","25634","0","0","4075","0","0","36528","0","7611669","9874"
"3897","LuVerne","2015","76.0","497116","0","61531","56710","47802","5067","624","28647","44780","1462","124279","2870","125000","26971","0","0","0","12002","0","12469","0","2600","18256","0","0","0","3455","0","0","420","15451","0","5176","0","1092688","14377"
"3906","Lynnville-Sully","2015","432.8","2755205","0","29265","261388","242684","24159","24237","111405","210869","12165","0","82656","125000","57030","70290","45499","0","24004","0","15449","0","5200","32094","0","0","0","14621","0","0","2330","31415","0","21354","0","4198319","9700"
"3942","Madrid","2015","650.6","4141720","38072","23548","338226","351265","38626","42204","15915","206416","33211","0","19114","282000","38795","0","117560","0","42007","1639","17268","0","7800","45865","0","0","0","13116","0","0","3200","0","0","29249","48313","5895129","9061"
"3978","East Mills","2015","545.1","3504993","0","77771","419365","329464","36636","32630","73209","224860","77410","0","82379","1300000","98248","0","0","0","283875","65531","16387","0","6500","73590","0","0","0","27713","0","0","2355","31551","0","26262","0","6790729","12458"
"4023","Manson Northwest Webster","2015","671.0","4311846","0","67743","329011","389844","42192","33288","98673","335128","27499","0","207373","100000","104753","0","263470","0","240441","0","17439","0","5200","55131","0","0","39402","20174","0","0","3660","0","0","32699","0","6724965","10022"
"4033","Maple Valley Anthon Oto","2015","673.1","4356976","16027","146782","608527","376848","39302","37054","105039","85574","282589","0","78750","100000","106228","0","0","0","131422","41469","17456","0","9100","167034","0","0","0","36687","0","0","3225","0","0","33801","26772","6806662","10112"
"4041","Maquoketa","2015","1352.6","8610652","0","223612","1529813","784522","91828","93992","257823","548892","62722","0","159127","650000","127228","0","258311","0","163374","0","23131","0","12350","307673","0","0","0","74443","0","0","7040","0","26308","69276","24247","14106364","10429"
"4043","Maquoketa Valley","2015","691.1","4421658","49697","66744","463279","388760","42753","41335","146418","0","362896","0","125100","350000","92002","0","0","0","48008","28958","17606","0","0","75614","0","0","0","30750","0","0","3355","0","0","33124","0","6788058","9822"
"4068","Marcus-Meriden-Cleghorn","2015","433.2","2772913","33693","31026","277803","255443","26836","20196","85941","245270","3536","0","79121","100000","98374","0","199728","0","42007","94701","15452","0","3900","48850","0","0","0","14838","0","0","1985","26534","0","19790","0","4497937","10383"
"4086","Marion Independent","2015","1864.0","12056352","0","170872","1396829","1058864","127759","129678","289653","0","811995","0","111671","280000","147469","495674","103140","0","306051","617602","27403","0","14300","219002","0","0","0","52293","0","0","9945","0","0","88440","0","18514991","9933"
"4104","Marshalltown","2015","5388.5","34524120","0","1971709","4726956","2857037","319700","448808","700260","0","1947160","0","1726206","1200000","318974","0","647614","125259","1273509","882057","56840","1664077","91000","1117362","338105","0","0","178853","0","0","24210","0","0","279440","0","57419256","10656"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4122","Martensdale-St Marys","2015","530.5","3377163","0","18780","364517","289892","27522","31321","63660","26219","215045","0","93342","130000","46020","0","93435","0","90015","0","16265","0","9100","39998","0","0","0","11145","0","0","2685","49906","0","24044","0","5020074","9463"
"4131","Mason City","2015","3724.7","23979619","0","330636","3879668","1995508","237561","269445","455169","1785774","28044","0","1198981","1000000","396177","0","804360","0","110192","1090760","42943","0","6500","757860","0","41338","0","162077","0","0","18790","0","0","204086","206937","39002425","10471"
"4149","MOC-Floyd Valley","2015","1377.3","8822984","0","240853","929831","743067","89125","85296","216444","581728","114405","0","293812","250000","180956","0","0","0","227094","114060","23338","0","11050","140348","0","0","0","41632","0","0","6815","0","0","81700","0","13194537","9580"
"4203","Mediapolis","2015","737.0","4691742","0","95522","569693","410258","40041","42201","0","219558","154186","0","141080","290000","89885","164668","17825","0","33606","0","17990","0","0","72107","0","0","0","25755","0","0","4040","0","0","33118","0","7113275","9652"
"4212","Melcher-Dallas","2015","314.0","1998924","0","13560","259096","200561","20689","24746","85941","10492","115320","0","71204","80000","20990","0","0","0","18003","11084","14457","0","3900","48268","0","0","0","15136","0","0","1585","18618","0","15322","0","3047896","9707"
"4269","Midland","2015","554.0","3576070","0","75414","463598","329586","32536","34448","95490","274459","18779","0","71775","215000","76250","0","129861","0","72012","429310","16461","0","7800","81970","0","0","0","30337","0","0","2375","14696","0","27659","0","6075887","10967"
"4271","Mid-Prairie","2015","1246.0","7961940","0","161015","915048","704750","76554","78498","248274","554694","51767","0","160790","207000","134419","416021","72775","0","144408","0","22241","0","15600","315060","0","0","0","65144","0","0","6445","0","24244","58235","0","12394922","9948"
"4356","Missouri Valley","2015","859.2","5469667","0","63399","654807","450848","44601","52867","187797","216647","190679","0","123524","325000","84140","0","170831","0","72012","0","19010","0","6500","125341","0","0","0","29187","0","0","4095","0","0","41075","0","8332028","9697"
"4419","MFL MarMac","2015","794.2","5085263","0","87811","534202","448691","54633","55205","136869","171067","204174","0","207776","0","0","128300","12058","0","36006","116139","18468","0","2600","124460","0","0","0","29609","0","0","3930","0","0","38156","0","7495416","9438"
"4437","Montezuma","2015","550.9","3507029","0","36974","330141","285416","27589","36806","82758","273666","21275","0","165231","125000","85836","0","0","0","372932","0","16436","0","11700","59189","0","0","0","21534","0","0","2595","38282","0","25206","0","5525594","10030"
"4446","Monticello","2015","1020.6","6497140","0","110265","1008438","566188","54745","59205","178248","375089","116095","0","243642","400000","110790","0","224937","0","84626","9920","20358","0","4550","116622","0","0","26268","35173","0","0","5345","0","0","50579","0","10298223","10090"
"4491","Moravia","2015","352.9","2246561","0","112818","246873","225344","25254","28130","63660","141148","18201","0","105000","80000","30073","0","0","0","107086","5525","14782","0","10400","68405","0","0","0","16299","0","0","1915","20740","0","17424","0","3585638","10160"
"4505","Mormon Trail","2015","249.1","1604204","0","69604","212069","140727","12699","16358","60477","19573","101817","0","43726","75000","25367","0","51503","0","73894","6501","13915","0","3900","58872","0","0","0","15544","0","0","1130","12188","0","12316","0","2631384","10564"
"4509","Morning Sun","2015","221.0","1406886","0","51501","166535","125071","13656","18381","63660","70301","28941","0","0","50000","18691","0","0","0","18111","0","13680","0","0","34116","0","0","0","8415","0","0","625","19283","0","10601","0","2118454","9586"
"4518","Moulton-Udell","2015","231.9","1476275","0","100634","130439","143015","14635","16472","41379","88589","15326","0","25844","100000","19402","0","39392","0","54957","0","13771","0","7800","44735","0","0","0","13679","0","0","1045","13596","0","11444","0","2372429","10230"
"4527","Mount Ayr","2015","629.4","4008649","0","99847","672375","395162","49358","45562","95490","170215","151640","0","154129","300000","84004","0","0","0","79360","0","17091","0","6500","161008","0","0","0","38430","0","0","3035","23600","0","30683","0","6586139","10464"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4536","Mount Pleasant","2015","1964.9","12508553","33297","231627","1676168","1059160","126815","141728","254640","443513","79934","0","0","230000","166087","0","130857","0","63274","0","28245","606800","32500","389567","0","0","21014","68690","0","0","10090","0","0","95305","26279","18424144","9377"
"4554","Mount Vernon","2015","1095.1","6971407","0","53551","650924","607211","68564","74500","168699","447290","35620","0","216545","270617","95644","0","388371","36112","189751","247819","20981","0","10400","46543","0","0","0","15477","0","0","6500","0","0","47536","0","10670062","9743"
"4572","Murray","2015","270.6","1722640","17653","96375","218799","178142","17574","21749","63660","109588","3862","0","47700","50000","19260","0","0","0","36006","0","14094","0","5200","63619","0","0","0","16143","0","0","1655","19790","0","13955","0","2737465","10116"
"4581","Muscatine","2015","5344.4","34022450","0","830044","4513812","2865721","312541","385919","974365","285622","1971087","0","920552","1250000","403801","0","1101276","0","363710","31799","56471","1650458","54600","993012","0","0","0","209938","0","0","26040","0","0","267211","64410","53554840","10021"
"4599","Nashua-Plainfield","2015","646.4","4187379","0","74763","409734","346309","39340","34072","73209","298637","28816","0","117247","230000","0","0","149510","0","108018","0","17233","0","6500","60145","0","0","0","25129","0","0","3025","34204","0","30365","0","6273636","9706"
"4617","Nevada","2015","1547.8","9853295","0","136239","964895","844263","102743","115605","286470","445006","205213","0","473704","350571","133576","0","271201","0","258918","398869","24762","0","3900","188269","0","0","0","38791","0","0","7615","0","0","71664","0","15175569","9805"
"4644","Newell-Fonda","2015","480.7","3102919","0","156863","275887","268620","28602","34615","76392","173621","86559","0","59227","220000","73867","0","99608","0","152145","80299","15849","0","8450","80553","0","0","0","18807","0","0","2455","41781","0","23277","0","5080396","10569"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4662","New Hampton","2015","982.1","6252049","0","107006","769331","543730","60213","48329","175065","462618","52801","0","312602","298775","143325","0","0","0","65103","281978","20037","0","19500","139901","0","0","0","36697","0","0","4915","0","0","49911","0","9843886","10023"
"4689","New London","2015","525.7","3346606","0","70109","496612","299497","31395","35621","0","152223","54196","0","101430","200000","33990","43492","25518","13905","106098","115496","16225","0","7800","71169","0","0","0","18723","0","0","2625","41878","0","24990","0","5309598","10100"
"4725","Newton","2015","3002.7","19115188","0","342580","2503493","1614882","179471","210970","270555","503448","782240","0","545876","100000","259306","0","526470","0","167428","1151526","36913","0","35100","526352","0","0","0","88863","0","0","14495","0","0","152209","0","29127365","9700"
"4772","Central Springs","2015","843.6","5392291","0","219699","609285","488697","54826","49612","136869","303235","134134","0","103017","300000","113605","0","0","0","123621","991","18880","0","2600","90521","0","0","0","24812","0","0","3820","0","0","39496","0","8210011","9732"
"4773","Northeast","2015","544.1","3529033","0","55968","351801","324969","36629","39230","120954","261330","14499","0","124395","253000","61724","0","125318","0","66011","214926","16379","0","15600","61491","0","0","0","22376","0","0","4180","0","0","26471","0","5726284","10524"
"4774","North Fayette","2015","833.0","5404504","0","117063","732625","464164","50771","49022","155967","372085","34820","0","259478","250000","84997","0","257568","0","120393","315974","18792","0","6500","120790","0","0","0","33447","0","0","3850","0","0","38769","0","8891578","10674"
"4775","Northeast Hamilton","2015","212.0","1385632","75767","142295","182028","141135","15060","13908","47745","123963","9755","0","4843","100000","64718","15495","135515","0","66011","0","13605","0","3900","26787","0","0","0","10101","0","0","905","16403","0","10033","0","2605604","12291"
"4776","North Mahaska","2015","492.6","3218156","182105","32776","400408","298175","31856","37558","89124","0","0","0","104064","190326","69786","0","0","0","18003","306287","15949","0","6500","61562","0","0","0","16563","0","0","2615","42844","0","24994","0","5149650","10454"
"4777","North Linn","2015","698.2","4478953","0","96578","361998","376728","39106","38736","124137","211934","116015","0","18447","420000","64593","0","0","0","109209","50262","17666","0","7800","48352","0","0","0","20393","0","0","3250","0","0","30815","0","6634972","9503"
"4778","North Kossuth","2015","287.8","1842783","29311","103921","332892","164199","18346","16074","73209","160771","8092","0","92139","75000","73855","0","0","0","68736","309359","14238","0","2600","54474","0","0","0","18333","0","0","1375","13419","0","16249","0","3489375","12124"
