"entity_name","email","location","address1","address2","city","state","zip","expiry_date"
"COMMERCIAL GROUP INTERMEDIARIES","mwickersham@cgi-illinois.com","POINT (-88.359326 42.157553)","1030 ESTANCIA LN",,"ALGONQUIN","IL","60102","2023-06-30T00:00:00.000"
"LIFE QUOTES INC","licensing@lifequotes.com","POINT (-87.973448 41.739025)","8205 S CASS AVE","SUITE 102","DARIEN","IL","60561","2025-05-31T00:00:00.000"
"METLIFE INVESTORS DISTRIBUTION COMPANY","clr_appointment_renewals@metlife.com","POINT (-90.382222 38.491967)","13045 TESSON FERRY RD",,"ST LOUIS","MO","63128","2025-10-31T00:00:00.000"
"BOLKEMA COMMODITY SERVICES INC.","office@silvercreekcommodities.com","POINT (-90.648699 41.578816)","5705 WISCONSIN AVENUE",,"DAVENPORT","IA","52806","2025-01-31T00:00:00.000"
"STOCKGUARD SPECIALTY INSURANCE AGENCY, INC.","patricia@stockguard.io","POINT (-122.404778 37.792598)","601 CALIFORNIA ST STE 700",,"SAN FRANCISCO","CA","94108","2025-08-31T00:00:00.000"
"DIRECT BENEFITS, AN ALERA GROUP AGENCY, LLC","jessica.estrada@aleragroup.com",,"THREE PARKWAY NORTH, SUITE 500",,"DEERFIELD","IL","60015","2024-03-31T00:00:00.000"
"WOODROW W CROSS AGENCY","licensing@crossagency.com",,"PO BOX 1388",,"BANGOR","ME","04402","2023-11-30T00:00:00.000"
"TTEC FINANCIAL SERVICES MANAGEMENT LLC","ct-statcommunications@wolterskluwer.com","POINT (-75.547515 39.748389)","1209 N ORANGE ST",,"WILMINGTON","DE","19801","2024-10-31T00:00:00.000"
"OMAHA ADVISORS, INC.","info@medicarewise.com","POINT (-96.093243 41.269837)","1055 N. 115TH STREET  SUITE 204",,"OMAHA","NE","68154","2025-01-31T00:00:00.000"
"TOP SUPPLEMENT INSURANCE AGENCY, INC.","admin@seniorinsuranceadvisors.com","POINT (-117.57361 33.877498)","414 W GRAND BLVD","BOX 6097","CORONA","CA","92878","2023-03-31T00:00:00.000"
"INSURED NOMADS CORPORATION","hello@insurednomads.com","POINT (-75.507973 39.786461)","206 CHURCHILL DRIVE",,"WILMINGTON","DE","19803","2024-06-30T00:00:00.000"
"CHRIS LANDSOM INSURANCE AGENCY INCORPORATED","chris.landsom.k2t5@statefarm.com","POINT (-88.362239 43.084506)","625 WALNUT RIDGE DR STE 103",,"HARTLAND","WI","53029","2025-07-31T00:00:00.000"
"ENHANCE HEALTH LLC","LICENSING@ENHANCEHEALTH.COM","POINT (-80.249663 26.268682)","3111 N UNIVERSITY DR STE 608",,"CORAL SPRINGS","FL","33065","2025-06-30T00:00:00.000"
"JEWELL FINANCIAL SERVICES","jfs@jfscorp.comcastbiz.net","POINT (-89.620251 42.297324)","20 W MAIN ST",,"FREEPORT","IL","61032","2025-02-28T00:00:00.000"
"PARADY FINANCIAL GROUP, INC.","jalbrecht@paradyfinancial.com","POINT (-81.956242 28.864019)","340 HEALD WAY SUITE 226",,"THE VILLAGES","FL","32163","2024-11-30T00:00:00.000"
"UNITED HEALTH ASSUR DBA NATIONAL HEALTHCARE ADVISORS","licensing@insurancelicenseadmin.com","POINT (-80.086578 26.367945)","141 NW 20TH STREET",,"BOCA RATON","FL","33431","2023-03-31T00:00:00.000"
"BETTER COVER, LLC","cover-licensing@better.com",,"3 WORLD TRADE CTR FL 59",,"NEW YORK","NY","10007","2025-07-31T00:00:00.000"
"BRIGHTLINE DEALER ADVISORS LLC","LICENSE@RISKTHEORY.COM","POINT (-96.821591 32.958226)","15301 DALLAS PKWY STE 400",,"ADDISON","TX","75001","2024-11-30T00:00:00.000"
"EMPLOYERS COMMITTED TO CONTROL HEALTH INS COSTS INC","theecchicgroup@ecchic.com","POINT (-90.430105 38.699146)","11704 LACKLAND INDUSTRIAL DR",,"ST LOUIS","MO","63146","2024-10-31T00:00:00.000"
"FREBERG ENVIRONMENTAL INC","taylor.horvath@willistowerswatson.com","POINT (-104.997432 39.75323)","1800 WAZEE STREET","SUITE 300","DENVER","CO","80202","2024-10-31T00:00:00.000"
"SWYFFT, LLC","rich@swyfft.com",,"44 HEADQUARTES PLAZA","4TH FLOOR","MORRISTOWN","NJ","07960","2024-11-30T00:00:00.000"
"TWFG INSURANCE SERVICES LLC","jbenes@twfg.com","POINT (-95.453772 30.167443)","1201 LAKE WOODLANDS DR STE 4020",,"THE WOODLANDS","TX","77380","2023-01-31T00:00:00.000"
"ALLIED PUBLIC RISK LLC","dbarkman@k2ins.com",,"P O BOX 3153",,"HARRISBURG","PA","17105","2025-04-30T00:00:00.000"
"BUSINESSOLVER.COM, INC","legal@businessolver.com","POINT (-93.71784 41.584617)","1025 ASHWORTH RD, STE 403",,"WEST DES MOINES","IA","50265","2025-04-30T00:00:00.000"
"ADAMS INSURANCE LTD","trent.adams@fbfs.com",,"2650 SKYVIEW LN",,"MASON CITY","IA","50401","2024-09-30T00:00:00.000"
"MILITARY UNITED INS LLC","matt.brockmeier@veteransunited.com","POINT (-92.338108 38.895821)","103 CORPORATE LAKE DR STE A",,"COLUMBIA","MO","65203","2024-12-31T00:00:00.000"
"TWIN CITY UNDERWRITERS INC","tpeterson@tcunderwriters.com","POINT (-93.156628 45.00816)","2233 HAMLINE AVE N","SUITE 615","SAINT PAUL","MN","55113","2023-04-30T00:00:00.000"
"FIREFIGHTER INS SERVICES LLC","NAOMI@FIREFIGHTERINS.COM","POINT (-118.121445 34.150942)","285 N HILL AVE   SUITE 200",,"PASADENA","CA","91106","2025-03-31T00:00:00.000"
"PRECISION INS & FINANCIAL SERVICES INC","TOM.FOOTE@PRECISIONINSURANCE.COM",,"PO BOX 1224",,"SALEM","IL","62881","2025-04-30T00:00:00.000"
"THE ABACUS GROUP, LLC","hal.denton@abacusgroupins.com","POINT (-84.221592 31.61222)","2541 LAFAYETTE PLZ DR",,"ALBANY","GA","31707","2023-01-31T00:00:00.000"
"ALGO TECHNOLOGIES, INC.","patty@trydoggo.com","POINT (-122.367845 37.575713)","2025 GERI LN",,"HILLSBOROUGH","CA","94010","2022-11-30T00:00:00.000"
"SURESTAR LLC","LAWOKP@GMAIL.COM","POINT (-93.736439 41.671865)","6165 NW 86TH ST",,"JOHNSTON","IA","50131","2026-04-30T00:00:00.000"
"BENEFIT PLANNING COMPANY OF NEBRASKA, INC.","michael.tews@nm.com","POINT (-96.058523 41.265203)","9300 UNDERWOOD AVE STE 500",,"OMAHA","NE","68114","2023-01-31T00:00:00.000"
"IVANTAGE SELECT AGENCY, INC.","sherie.lecaj@allstate.com","POINT (-87.873947 42.093908)","3075 SANDERS ROAD   SUITE IGW",,"NORTHBROOK","IL","60062","2023-08-31T00:00:00.000"
"BENECO OF WISCONSIN INC","ktunney@benefitsinc.com","POINT (-88.135448 43.031623)","250 N PATRICK BLVD # 100",,"BROOKFIELD","WI","53045","2023-06-30T00:00:00.000"
"ALPS INSURANCE AGENCY INC","bdelaney@alpsinsurance.com","POINT (-113.995188 46.870377)","111 N. HIGGINS AVE. STE 600",,"MISSOULA","MT","59802","2025-01-31T00:00:00.000"
"TRU BROKER LLC","LICENSING@TZINSURANCE.COM","POINT (-81.398402 40.875748)","219 E. MAPLE STREET","SUITE 3000","NORTH CANTON","OH","44720","2025-04-30T00:00:00.000"
"PARADIGM BROKERAGE LLC","ghuizar@paradigmbrokerage.com","POINT (-87.914668 41.761714)","100 TOWER DR STE 119",,"BURR RIDGE","IL","60527","2024-12-31T00:00:00.000"
"SECURESIXTY, INC","chris328.cd@gmail.com","POINT (-93.594034 41.693992)","3904 SE PRIMROSE DR",,"ANKENY","IA","50021","2024-05-31T00:00:00.000"
"ED LEE AGENCY INC","edleeagency@gmail.com","POINT (-95.955164 41.116865)","2918 REDWING CIRCLE",,"BELLEVUE","NE","68123","2025-06-30T00:00:00.000"
"ATKINSON FUNERAL SERVICE","sharpfuneral@westianet.net","POINT (-94.868623 42.068374)","226 WEST 8TH STREET",,"CARROLL","IA","51401","2024-08-31T00:00:00.000"
"M & M INSURANCE AGENCY INC","mminsurance@mminsurance.org","POINT (-89.23609 38.00391)","539 S WASHINGTON ST",,"DUQUOIN","IL","62832","2025-11-30T00:00:00.000"
"CELERITY PROFESSIONAL LIABILITY INSURANCE SERVICES LLC","jean.b.lewis@willistowerswatson.com","POINT (-74.015373 40.711401)","200 LIBERTY STREET - 3RD FLOOR",,"NEW YORK","NY","10281","2023-06-30T00:00:00.000"
"EFG AGENCY, INC","idominguez@efgusa.com",,"122 W CARPENTER FREEWAY","6TH FLOOR","IRVING","TX","75039","2023-04-30T00:00:00.000"
"ED LEAHY AGENCY INC","eleahy@amfam.com","POINT (-93.718133 36.966979)","821 S ELLIOTT AVE","SUITE A","AURORA","MO","65605","2025-01-31T00:00:00.000"
"MICHOLE YAW AGENCY, INC","myaw@amfam.com",,"PO BOX 2528",,"KEARNEY","NE","68845","2026-06-30T00:00:00.000"
"CHRISTY FERA AGENCY LLC","cfera@amfam.com","POINT (-92.748124 38.005313)","309 W US HIGHWAY 54",,"CAMDENTON","MO","65020","2023-09-30T00:00:00.000"
"PRAIRIE COUNTRY CROP INS LLC","aloge@minniowa.com",,"PO BOX 340",,"BLUE EARTH","MN","56013","2025-01-31T00:00:00.000"
"LARSEN FINANCIAL SOLUTIONS","lancelarsen77@gmail.com","POINT (-91.595598 41.70941)","2150 GLEN OAKS DRIVE",,"CORALVILLE","IA","52241","2024-07-31T00:00:00.000"
"TYLAINSON, LLC","tlainson@yourhrg.com","POINT (-93.746641 41.6554)","9245 NORTHPARK DRIVE",,"JOHNSTON","IA","50131","2025-01-31T00:00:00.000"
"FIRST UNITED BANK INSURANCE SOLUTIONS, INC.","mjohnson@unity-ip.com",,"P O BOX 218",,"KRUM","TX","76249","2022-12-31T00:00:00.000"
"HOME PROTECTION ASSOCIATES, INC.","licensing@hppins.com","POINT (-76.92885 38.613508)","1282 SMALLWOOD DR #131",,"WALDORF","MD","20603","2024-09-30T00:00:00.000"
"HBW INSURANCE GROUP, INC","howard@hbwins.com",,"ATTN: AGENT/BROKER LICENSING UNIT","2 E. ROLLING CROSSROADS","CATONSVILLE","MD","21228","2025-02-28T00:00:00.000"
"K2 INS MARKETING INC","joy@k2brokers.com","POINT (-117.205599 33.568412)","40960 CALIFORNIA OAKS RD","132","MURRIETA","CA","92562","2023-06-30T00:00:00.000"
"STERK INSURANCE AGENCY INC","john@siainsurance.com","POINT (-88.755615 43.633101)","999 W MAIN ST BOX 72",,"WAUPUN","WI","53963","2023-01-31T00:00:00.000"
"SINGLEPOINT INS SERVICES INC","mwin@singlepointins.com","POINT (-121.903733 37.694707)","5000 HOPYARD ROAD #328",,"PLEASANTON","CA","94588","2025-03-31T00:00:00.000"
"TRAVMARK COM INC","mark@travmark.com","POINT (-74.110988 41.054363)","11  OVERBROOK ROAD",,"UPPER SADDLE","NJ","07458","2025-02-28T00:00:00.000"
"ASTARA INSURANCE SOLUTIONS, LLC","licensing@astarainsurance.COM","POINT (-118.455711 34.018974)","2801 OCEAN PARK BLVD, STE 159",,"SANTA MONICA","CA","90405","2024-11-30T00:00:00.000"
"E FRAILEY JACKSON AND CLARK F JACKSON INC","CLARK@JJINSURANCE.COM","POINT (-117.801872 34.123806)","302 EAST FOOTHILL BOULEVARD",,"SAN DIMAS","CA","91773","2025-04-30T00:00:00.000"
"ADVANCED MEDICARE SOLUTIONS INC -000","dunbar.ryan@schreckfinancial.com","POINT (-97.267666 37.693828)","5940 E CENTRAL",,"WICHITA","KS","67208","2025-02-28T00:00:00.000"
"LIGHTSAIL INSURANCE SERVICES LLC","info@lightsailinsurance.com","POINT (-96.106159 41.252665)","640 S 124TH ST",,"OMAHA","NE","68154","2024-10-31T00:00:00.000"
"SPEEGLE AGCY LTD","DAN@SPEEGLEAGENCY.COM","POINT (-93.292889 44.749274)","14041 BURNHAVEN DR SUITE 108",,"BURNSVILLE","MN","55337","2026-06-30T00:00:00.000"
"ARMENT & ASSOC LLC","tarment@amfam.com","POINT (-92.463085 44.03304)","923 BROADWAY AVE N",,"ROCHESTER","MN","55906","2023-05-31T00:00:00.000"
"VMC GROUP, INC.","valeria.mogildea@gmail.com","POINT (-87.859616 41.953992)","9307 W. IRVING PARK ROAD","APT. 12","SCHILLER PARK","IL","60176","2025-01-31T00:00:00.000"
"PATRA CORPORATION","LICENSING@PATRACORP.COM",,"PATRA CORPORATION","1107 INVESTMENT BLVD","EL DORADO HILLS","CO","95762","2025-02-28T00:00:00.000"
"MELLOINSURANCE SERVICES, LLC","mikjohnson@loandepot.com","POINT (-117.66551 33.67603)","26642 TOWNE CENTRE DR",,"FOOTHILL RANCH","CA","92610","2024-07-31T00:00:00.000"
"UNITED GROUP PROGRAMS INC","Compliance@ugpinc.com","POINT (-84.192343 33.965165)","3145 AVALON RIDGE PL STE 300",,"PEACHTREE CORNERS","GA","30071","2025-03-31T00:00:00.000"
"ROSELLE INSURANCE AGENCY, INC.","katelynn@roselleins.com","POINT (-94.878168 42.074738)","1424 HWY 71N",,"CARROLL","IA","51401","2023-05-31T00:00:00.000"
"FARMERS UNION SERVICE ASSN LTD","mark.anderson@fumic.com",,"PO BOX 2020",,"JAMESTOWN","ND","58402","2024-09-30T00:00:00.000"
"AMERILIFE ELITE PARTNERS LLC","entity@amerilife.com","POINT (-82.726792 27.998764)","2650 MCCORMICK DR","STE 200S","CLEARWATER","FL","33759","2022-11-30T00:00:00.000"
"PAUL MOSS INS AGENCY LLC","KJACOBS@MOSSCORPS.COM","POINT (-81.468608 41.401011)","5895 HARPER RD",,"SOLON","OH","44139","2024-09-30T00:00:00.000"
"MODERN LIFE","admin@modernlife.co","POINT (-73.995654 40.724654)","295 LAFAYETTE ST STE 701",,"NEW YORK","NY","10012","2025-02-28T00:00:00.000"
"PLATINUM SUPPLEMENTAL INSURANCE INC","licensing@pltnm.com",,"PLATINUM BLDG","137 MAIN ST STE 400","DUBUQUE","IA","52001","2024-09-30T00:00:00.000"
"HIGH PERFORMANCE STRATEGIES, LLC","imo.bjohnson@gmail.com","POINT (-86.824617 33.660485)","1523 SHAMROCK DR",,"GARDENDALE","AL","35071","2024-06-30T00:00:00.000"
"EXPLORER RV INS AGENCY INC","AGENTLICENSING@NATL.COM",,"PO BOX 568",,"RICHFIELD","OH","44286","2023-07-31T00:00:00.000"
"KELSEY NATIONAL CORPORATION","LICENSING@KELSEY.COM","POINT (-118.444809 34.019142)","3030 S BUNDY DR",,"LOS ANGELES","CA","90066","2025-09-30T00:00:00.000"
"KORNERSTONE ADMINISTRATIVE SERVICES, LLC","diane@kornerstoneadmin.com","POINT (-111.887693 40.762903)","111 E BROADWAY, SUITE 900",,"SALT LAKE CITY","UT","84111","2024-11-30T00:00:00.000"
"AMERICAN BUSINESS INS SERVICES INC","licensing@abiweb.com","POINT (-118.822012 34.138391)","32133 LINDERO CANYON RD # 100",,"WESTLAKE VILLAGE","CA","91361","2025-07-31T00:00:00.000"
"NATIONAL HOUSING INS GROUP LLC","rhonda@nhigrp.com","POINT (-70.299479 43.722107)","11 BLACKSTRAP RD",,"FALMOUTH","ME","04105","2024-06-30T00:00:00.000"
"BWD SPORTS AND ENTERTAINMENT, LLC","blnfp@cscglobal.com","POINT (-73.467351 40.794596)","45 EXECUTIVE DRIVE",,"PLAINVIEW","NY","11803","2022-09-30T00:00:00.000"
"TAX & FINANCIAL GROUP INS AGENCY LLC","karen.bourne@tfgroup.com","POINT (-117.863284 33.660479)","4001 MACARTHUR BLVD., #300",,"NEWPORT BEACH","CA","92660","2025-02-28T00:00:00.000"
"TMS INSURANCE LLC","licensing@tmsinsure.com","POINT (-111.891286 33.284084)","1490 S. PRICE RD.","#214","CHANDLER","AZ","85286","2023-01-31T00:00:00.000"
"TRAVEL INSURED INTERNATIONAL INC","licensing@travelinsured.com",,"P.O. BOX 6503",,"GLASTONBURY","CT","06033","2024-07-31T00:00:00.000"
"INFINITY BENEFITS GROUP, INC","matt@infinityig.net",,"PO BOX 3957",,"URBANDALE","IA","50323","2025-07-31T00:00:00.000"
"OHNWARD BANCSHARES","sowen@ohnward.com","POINT (-90.538995 41.825943)","1017 6TH AVE",,"DEWITT","IA","52742","2025-06-30T00:00:00.000"
"JAY K. JENSEN, INC","jensen@jensenins.com","POINT (-96.180225 41.25908)","16909 BURKE ST STE 125",,"OMAHA","NE","68118","2024-09-30T00:00:00.000"
"THE SIGNAL","licensing.requests@assurant.com","POINT (-84.463625 33.898602)","260 INTERSTATE NORTH CIR SE",,"ATLANTA","GA","30339","2024-09-30T00:00:00.000"
"HEARTLAND FINANCIAL SERVICES, LTD","dave@heartlandfinancial.net","POINT (-92.472778 42.539874)","2302 W 1ST STREET, STE 120",,"CEDAR FALLS","IA","50613","2024-01-31T00:00:00.000"
"SOUTH O'BRIEN INSURANCE, INC.","soi4kent@yahoo.com","POINT (-95.687659 42.978746)","115 S. MAIN ST - BOX 299",,"PAULLINA","IA","51046","2024-12-31T00:00:00.000"
"RED VENTURES INS LLC","hicomlicensing@redventures.com","POINT (-80.846671 35.006808)","1101 RED VENTURES DRIVE",,"FORT MILL","SC","29707","2024-09-30T00:00:00.000"
"CHAP ARNOLD INS AGENCY INC","jharris@arnoldic.com",,"PO BOX 4278",,"SCOTT CITY","MO","63780","2023-09-30T00:00:00.000"
"INSURANCE GEEK LLC","bcummins1@me.com","POINT (-83.144589 40.044903)","4621 COMMUNITY WAY",,"HILLIARD","OH","43026","2023-04-30T00:00:00.000"
"BACK OFFICE ADVISORY DESK, LLC","thall@boadesk.com","POINT (-119.213316 34.265158)","5808 TELEPHONE RD #201","5808 TELEPHONE RD #200","VENTURA","CA","93003","2026-02-28T00:00:00.000"
"DUTCH PET, INC.","joe@dutch.com","POINT (-122.272223 37.802679)","1111 BROADWAY","SUITE 300","OAKLAND","CA","94607","2026-02-28T00:00:00.000"
"ADVANCED BENEFIT SOLUTIONS, INC.","insurancelicensing@Acrisure.com","POINT (-85.406518 44.269579)","1406 N MITCHELL ST",,"CADILLAC","MI","49601","2024-07-31T00:00:00.000"
"ESTENSON COMPANY LLC","ldiekmann@iw.net",,"PO BOX 868",,"LUVERNE","MN","56156","2023-01-31T00:00:00.000"
"AVIATION SPECIALTY INSURANCE INC","matt@aviationspecialtyinsurance.com","POINT (-85.21387 41.125076)","5501 US HIGHWAY 30 WEST",,"FORT WAYNE","IN","46818","2024-08-31T00:00:00.000"
"INTEGRIANT VENTURES INSURANCE SERVICES","will.jerro@integriant.com","POINT (-77.179666 38.9371)","1310 VINCENT PL FL 1",,"MCLEAN","VA","22101","2024-01-31T00:00:00.000"
"NIP GROUP, INC.","sgenualdi@nipgroup.com","POINT (-74.294136 40.539323)","900 ROUTE 9 N, STE 503",,"WOODBRIDGE","NJ","07095","2024-05-31T00:00:00.000"
"COMPLETE HEALTH BENEFIT SOLUTIONS INC -000","solutions@mychbs.com","POINT (-96.563946 39.208408)","633 FREY DR",,"MANHATTAN","KS","66502","2024-12-31T00:00:00.000"
"SPECIAL CONTINGENCY RISKS INC","taylor.horvath@wtwco.com",,"1 WFC  200 LIBERTY STREET",,"NEW YORK","NY","10281","2023-01-31T00:00:00.000"
"PREMIER GROUP LLC","billj@paradvisor.com","POINT (-96.095591 41.268098)","11605 MIRACLE HILLS DR STE 205",,"OMAHA","NE","68154","2026-01-31T00:00:00.000"
"IFC NATIONAL MARKETING LLC","STACEY@IFCNATIONALMARKETING.COM","POINT (-93.354453 45.207475)","3495 NORTHDALE BLVD NW STE 240",,"COON RAPIDS","MN","55448","2025-05-31T00:00:00.000"
"TATUM INS LLC","mark@tatuminsurance.com","POINT (-111.894536 33.553479)","8687 E VIA DE VENTURA","SUITE 213","SCOTTSDALE","AZ","85258","2024-10-31T00:00:00.000"
"ICM INS SERVICES LLC","riskmanagement@oforce.com","POINT (-112.099935 33.692015)","22601 N 19TH AVENUE   SUITE 200",,"PHOENIX","AZ","85027","2023-07-31T00:00:00.000"
"LOYALTY GROUP INSURANCE SERVICES, INC.","elizabeth_sippel@lgisinc.com","POINT (-84.629904 39.052985)","3940 OLYMPIC BLVD","SUITE 250","ERLANGER","KY","41018","2025-09-30T00:00:00.000"
"COMPASS GROUP INS LLC","kristi@compassgroupinsurance.com","POINT (-81.441329 30.639324)","2384 SADLER ROAD",,"FERNANDINA BEACH","FL","32034","2023-07-31T00:00:00.000"
"LIFERAFT INSURANCE SERVICES, LLC","nimish@liferaft.co","POINT (-122.402803 37.766729)","251 RHODE ISLAND STREET","SUITE 107","SAN FRANCISCO","CA","94103","2025-07-31T00:00:00.000"
"CAA INSURANCE SERVICES LLC","kara@combinedagents.com","POINT (-97.788139 30.369423)","6805 N CAPITAL OF TEXAS HWY STE 250",,"AUSTIN","TX","78731","2023-01-31T00:00:00.000"
"MODERN CONSULTING INC -000","twaltrip@allstate.com","POINT (-94.849442 39.005955)","22748 MIDLAND DR",,"SHAWNEE","KS","66226","2025-01-31T00:00:00.000"
"GOHEALTH LLC","licensing@gohealth.com","POINT (-87.634869 41.894788)","214 W HURON",,"CHICAGO","IL","60654","2025-08-31T00:00:00.000"
"WOW INS MARKETING INC","contracting@iluvwow.com","POINT (-118.307417 34.173907)","110 W PROVIDENCIA AVE #101",,"BURBANK","CA","91502","2024-08-31T00:00:00.000"
"PORCH-STRIBLING-WEBB INC","twallace@pswins.com","POINT (-87.792433 36.082989)","132 E MAIN ST","PO BOX 549","WAVERLY","TN","37185","2025-01-31T00:00:00.000"
"D WEBSTER SCHER AGENCY INC","dscher@amfam.com","POINT (-89.374377 43.081483)","821 E WASHINGTON AVE   SUITE 110",,"MADISON","WI","53703","2024-09-30T00:00:00.000"
"NEIGHBOR INSURANCE SERVICES, INC","mark@neighborinsurance.com",,"PO BOX 177",,"ALBURNETT","IA","52202","2023-05-31T00:00:00.000"
"HUB INTERNATIONAL IOWA LLC","samantha.engelmann@hubinternational.com","POINT (-87.625585 41.878258)","55 E. JACKSON BOULEVARD, FLOOR 14B",,"CHICAGO","IL","60604","2023-05-31T00:00:00.000"
"R WALKER INSURANCE AGENCY INC","ryan@mybendinsurance.com","POINT (-121.302518 44.042182)","822 SE 3RD STREET",,"BEND","OR","97702","2025-06-30T00:00:00.000"
"NATIONAL INSURANCE DIRECT","licensing@Insurancelicenseadmin.com","POINT (-80.114846 26.324984)","550 FAIRWAY DR","SUITE 110","DEERFIELD BEACH","FL","33441","2024-12-31T00:00:00.000"
"ORIENTAL INSURANCE AGENCY INC","orientalins@outlook.com",,"PO BOX 87285",,"CAROL STREAM","IL","60188","2025-01-31T00:00:00.000"
"JSW GROUP INC","jaswhite@geico.com",,"1722 STATE ST STE. 104",,"BETTENDORF","IA","52722","2025-07-31T00:00:00.000"
"AGRI-SERVICES AGENCY, LLC","jroot@gannonassociates.com","POINT (-76.147448 43.047945)",,"PO BOX 4910","SYRACUSE","NY","13221","2023-04-30T00:00:00.000"
"TED W SMITH AGENCY INC","ted@twsagency.com","POINT (-92.450852 44.057688)","3228 6TH AVENUE NE","SUITE A","ROCHESTER","MN","55906","2024-07-31T00:00:00.000"
"ALLIANT SPECIALTY INSURANCE SERVICES, INC.","licensing@alliant.com",,"PO BOX 120670",,"SAN DIEGO","CA","92112","2023-02-28T00:00:00.000"
"STOCKGUARD CROP INSURANCE AGENCY, INC.","patricia@stockguard.io","POINT (-122.404778 37.792598)","601 CALIFORNIA ST STE 700",,"SAN FRANCISCO","CA","94108","2025-08-31T00:00:00.000"
"BILL L. LEVINSON & ASSOCIATES, INC.","michelle@carylevinson.com","POINT (-80.250174 26.297621)","5551 N UNIVERSITY DRIVE","SUITE 201","CORAL SPRINGS","FL","33065","2023-06-30T00:00:00.000"
"UNDERSTORY SOLUTIONS, LLC","Sarah@understoryweather.com","POINT (-89.297334 43.047977)","4916 E BROADWAY, SUITE 200",,"MADISON","WI","53716","2025-08-31T00:00:00.000"
"STAFFORD & STAFFORD INS INC","staffordadmin@staffordagency.com","POINT (-94.357762 38.650342)","801 S COMMERCIAL ST",,"HARRISONVILLE","MO","64701","2024-09-30T00:00:00.000"
"CAPITOL MARKETING INS INC","donna.rains@cmiteam.com","POINT (-84.634138 38.993816)","7536 US HIGHWAY 42","SUITE 8","FLORENCE","KY","41042","2025-06-30T00:00:00.000"
"THRIVE INCOME DISTRIBUTION SYSTEM, LLC","mgebhardt@thriveincome.com","POINT (-91.102489 40.810626)","320 N 3RD ST, 6TH FLOOR",,"BURLINGTON","IA","52601","2025-01-31T00:00:00.000"
"HCC SPECIALTY UNDERWRITERS INC","kbauer@hccsu.com","POINT (-71.041479 42.522916)","401 EDGEWATER PL STE 400",,"WAKEFIELD","MA","01880","2023-01-31T00:00:00.000"
"AURENITY LLC","PATRICK.SAFINO@AURENITY.COM","POINT (-72.739324 41.760461)","71 RAYMOND RD UNIT 237",,"WEST HARTFORD","CT","06107","2025-10-31T00:00:00.000"
"ESURANCE INSURANCE SERVICES, INC","jmccormick@allstate.com","POINT (-122.398666 37.798614)","650 DAVIS STREET","ATTN: R. BOGDANICH","SAN FRANCISCO","CA","94111","2024-12-31T00:00:00.000"
"WESTMONT INSURANCE SERVICES, INC.","Kate@westmontlaw.com","POINT (-74.975727 39.905972)","1763  MARLTON  PIKE EAST","SUITE 200","CHERRY HILL","NJ","08003","2025-09-30T00:00:00.000"
"SOURCE ONE GROUP LLC","tharrison@e-hfg.com",,"SOURCE ONE GROUP, LLC","1600 NE CORONADO DRIVE","BLUE SPRINGS","MO","64015","2023-04-30T00:00:00.000"
"TIAA-CREF INSURANCE AGENCY LLC","ABISHOP@TIAA.ORG",,"TIAA-CREF","8500 ANDREW CARNEGIE BLVD","CHARLOTTE","NC","28262","2023-05-31T00:00:00.000"
"MID AMERICA BANKING INSURANCE SERVICES, INC.","bjohnson@bankers-ins.com","POINT (-93.741573 41.654725)","8901 NORTHPARK DR",,"JOHNSTON","IA","50131","2025-02-28T00:00:00.000"
"WESTSIDE ASSOCIATES, INC","kim_creed@comcast.net","POINT (-83.384132 42.287009)","3028 S WAYNE RD",,"WAYNE","MI","48184","2024-07-31T00:00:00.000"
"THE LIBERTY COMPANY INSURANCE BROKERS LLC","licensing@libertycompany.com","POINT (-118.59043 34.178749)","5955 DE SOTO AVE.","SUITE 250","WOODLAND HILLS","CA","91367","2024-08-31T00:00:00.000"
"RISK & INS CONSULTANTS INC","kwhite@riskinsuranceco.com","POINT (-84.460531 33.896281)","290 INTERSTATE NORTH CIRCLE SE","SUITE 200","ATLANTA","GA","30339","2024-09-30T00:00:00.000"
"INSURANCE NETWORK AGENCY, INC","LJohnson@insurancenetworkagency.com","POINT (-85.199459 42.300582)","732 CAPITAL AVE SW",,"BATTLE CREEK","MI","49015","2025-10-31T00:00:00.000"
"INSURANCE PIPELINE INC","ANDREWS@NHSINS.COM","POINT (-80.107896 26.167483)","2817 E OAKLAND PARK BLVD STE 300",,"FORT LAUDERDALE","FL","33306","2025-09-30T00:00:00.000"
"SENIOR BENEFIT PLANNING LLC","mbarlow@diversityins.com","POINT (-83.850821 42.38611)","5898 N TERRITORIAL RD",,"DEXTER","MI","48130","2026-05-31T00:00:00.000"
"ELITE INSURANCE GROUP","hdavis@elite-insgroup.com",,"P.O. BOX 2386",,"REIDSVILLE","GA","30453","2024-08-31T00:00:00.000"
"SECURITY INSURANCE GROUP, LLC","JEREMY@SECURITYINSURANCEGROUP.NET","POINT (-104.81155 40.406749)","8219 W 20TH ST, STE A",,"GREELEY","CO","80634","2023-11-30T00:00:00.000"
"LLIA, INC.","appointmentrenewals@wslife.com","POINT (-84.506187 39.101104)","400 BROADWAY ST MS P2",,"CINCINNATI","OH","45202","2022-10-31T00:00:00.000"
