"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location"
"BEST LIFE and Health Insurance Company","Life","90638","2344","false","17701 Mitchell North",,"IRVINE","CA","92614","949-253-4080","17701 Mitchell North",,"Irvine","CA","926146243","~","Non Iowa Stock Life - with A & H","Stock","Best Life Assurance Company of California","POINT (-117.858847 33.693625)","POINT (-117.858847 33.693625)"
"Bestow Life Insurance Company","Life","62383","1560","true","750 NORTH ST. PAUL, SUITE 1900",,"DALLAS","TX","75201","2147434113","750 NORTH SAINT PAUL STREET, SUITE 1900",,"DALLAS","TX","75201-3261","260-460-7409","Iowa Stock Life - with A & H","Stock","Centurion Life Insurance Company, Consumers Life Insurance Company","POINT (-96.799916 32.785891)","POINT (-96.799916 32.785891)"
"BetterLife","Fraternal","58017","0363","false","6522 Grand Teton Plaza",,"MADISON","WI","53719","8007791936","6522 GRAND TETON PLAZA",,"MADISON","WI","53719","608-824-6059","Non Iowa Fraternal","Mutual","Western Fraternal Life Association, Western Bohemian Fraternal Association","POINT (-89.494486 43.059423)","POINT (-89.494486 43.059423)"
"BHHC Special Risks Insurance Company","Property Casualty","11014","2834","true","1314 DOUGLAS STREET, SUITE 1300",,"OMAHA","NE","68102-1944","402-393-7255","1314 Douglas Street, Suite 1300",,"Omaha","NE","68102-1944","402-393-7255","Iowa Stock Fire And Casualty Company","Stock","Brookwood Insurance Company","POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)"
"BITCO General Insurance Corporation","Property Casualty","20095","0558","true","3700 MARKET SQUARE CIRCLE",,"DAVENPORT","IA","52807-2309","800-475-4477","3700 MARKET SQUARE CIRCLE",,"DAVENPORT","IA","52807","563-232-0225","Iowa Stock Fire And Casualty Company","Stock","Bituminous Casualty Corporation",,
"BITCO National Insurance Company","Property Casualty","20109","0559","true","3700 MARKET SQUARE CIRCLE",,"DAVENPORT","IA","52807-2309","800-475-4477","3700 MARKET SQUARE CIRCLE",,"DAVENPORT","IA","52807","563-232-0225","Iowa Stock Fire And Casualty Company","Stock","Bituminous Fire & Marine Insurance Company",,
"Blackboard Insurance Company","Property Casualty","26611","1733","false","1271 Ave of theAmericas, FL 37",,"NEW YORK","NY","10020-1304","6093497700","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","Hamilton Insurance Company, Valiant Insurance Company","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)"
"Black Hawk Mutual Insurance Association","State Mutual","15322","0012","true","353 E ELDORA RD",,"HUDSON","IA","50643","319-988-4101",,,,,,,"Iowa State Mutual Insurance Association","Mutual","Farmers Mutual Insurance Association","POINT (-92.44992 42.409269)",
"BlueShore Insurance Company","Property Casualty","22250","2387","false","1720 W. Rio Salado Pkwy",,"TEMPE","AZ","85281","602-730-7046","1720 WEST RIO SALADO PARKWAY",,"TEMPE","AZ","85281","602-730-7046","Non Iowa Stock Fire And Casualty Company","Stock","Pathfinder Insurance Company","POINT (-111.964287 33.430618)","POINT (-111.964287 33.430618)"
"Bondsman Insurance Company","Property Casualty","12319","3263","false","350 10th Avenue Suite 1450",,"SAN DIEGO","CA","92101","6198666505","350 10TH AVENUE, SUITE 1450","C/O Cambridge","SAN DIEGO","CA","92101","619-866-6505","Non Iowa Stock Fire And Casualty Company","Stock","Philadelphia Reinsurance Corporation","POINT (-117.155556 32.708841)","POINT (-117.155556 32.708841)"
"Boone Farmers Mutual Insurance Association","County Mutual","15384","0013","true","1500 S STORY ST",,"BOONE","IA","50036","515-432-5167",,,,,,,"County Mutual","Mutual","Farmers Mutual Insurance Association of Boone County","POINT (-93.879615 42.040107)",
"Boston Mutual Life Insurance Company","Life","61476","1720","false","120 Royall Street",,"CANTON","MA","02021","781-770-0200","120 Royall Street",,"Canton","MA","02021-1098","781-770-0249","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-71.129456 42.208184)","POINT (-71.129456 42.208184)"
"Branch Insurance Exchange","Property Casualty","16825","3332","false","PO Box 340380 #42184",,"COLUMBUS","OH","43234-0380","8334272624","875 N HIGH STREET, SUITE 300",,"COLUMBUS","OH","43215","833-427-2624","Non Iowa Reciprocal Exchange","Either",,,"POINT (-83.004206 39.980447)"
"Bremer Mutual Insurance Association","State Mutual","15285","0015","true","111 1ST AVE SE","PO BOX 856","WAVERLY","IA","50677","319-352-1863",,,,,,,"Iowa State Mutual Insurance Association","Mutual","Bremer County Mutual Insurance Association, Bremer County Mutual Fire & Lightning  Insurance Association","POINT (-92.468765 42.724795)",
"BrickStreet Mutual Insurance Company","Property Casualty","12372","3207","false","400 Quarrier Street",,"CHARLESTON","WV","25339-3922","3049411000","400 QUARRIER STREET",,"CHARLESTON","WV","25301","614-225-8666","Non Iowa Mutual Fire And Casualty Co","Mutual",,"POINT (-81.637783 38.352251)","POINT (-81.637783 38.352251)"
"Brighthouse Life Insurance Company","Life","87726","0327","false","12802 Tampa Oaks Blvd, Ste 447",,"TEMPLE TERRACE","FL","33637","9809494100","11225 NORTH COMMUNITY HOUSE ROAD",,"CHARLOTTE","NC","28277","980-949-4341","Non Iowa Stock Life - with A & H","Stock","MetLife Insurance Company of Connecticut, MetLife Insurance Company USA, MetLife Insurance Company of Connecticut, Accident Department, Travelers Insurance Company (The) Life Department, Travelers Insurance Company (The)  Accident Department","POINT (-82.355587 28.06345)","POINT (-80.837096 35.056492)"
"Bristol West Insurance Company","Property Casualty","19658","3026","false","1300 Concord Terrace",,"SUNRISE","FL","33323","8888880080","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-80.34141 26.134083)","POINT (-118.601532 34.184535)"
"Brotherhood Mutual Insurance Company","Property Casualty","13528","1273","false","PO BOX 2227",,"FT. WAYNE","IN","46801","260-482-8668","6400 BROTHERHOOD WAY",,"FORT WAYNE","IN","46825","260-481-9943","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-85.141795 41.137719)"
"Buckeye State Mutual Insurance Company (The)","Property Casualty","16713","2719","false","One Heritage Place",,"PIQUA","OH","45356-4888","937-778-5000","ONE HERITAGE PLACE",,"PIQUA","OH","45356","937-778-5000","Non Iowa Mutual Fire And Casualty Co","Mutual",,,
"Build America Mutual Assurance Company","Property Casualty","14380","3148","false","1 World Financial Center, 27th Flr.","200 Liberty St","NEW YORK","NY","10281","2122352500","200 Liberty St., 27th Floor",,"New York","NY","10281","212-235-2514-","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.01564 40.7115)","POINT (-74.015373 40.711401)"
"Bureau Veritas Inspection and Insurance Company","Property Casualty","15385","2141","false","1601 Sawgrass Corporate Pkwy, Suite 400",,"FORT LAUDERDALE","FL","33323","800-579-3444","1601 Sawgrass Corporate Parkway, Suite 4",,"Fort Lauderdale","FL","33323","800-579-3444-","Non Iowa Stock Fire And Casualty Company","Stock","Western States Insurance Company, OneCIS Insurance Company, CGU Insurance Company of Illinois, Western States Insurance Company","POINT (-80.340459 26.143778)","POINT (-80.340459 26.143778)"
"California Casualty & Fire Insurance Company","Property Casualty","27464","2679","false","P. O. Box M",,"SAN MATEO","CA","94402-0080","800-800-9410","1875 S. GRANT STREET, SUITE 800",,"SAN MATEO","CA","94402","650-572-4366","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-122.302172 37.553123)"
"California Casualty General Insurance Company of Oregon","Property Casualty","35955","2680","false","P. O. Box M",,"SAN MATEO","CA","94402-0080","800-800-9410","1875 S. GRANT STREET, SUITE 800",,"SAN MATEO","CA","94402","650-572-4366","Non Iowa Stock Fire And Casualty Company","Stock","California Casualty General Insurance Company",,"POINT (-122.302172 37.553123)"
"California Casualty Indemnity Exchange, CA Cas Mgmt Co Atty-in-Fact","Property Casualty","20117","2677","false","P. O. Box M",,"SAN MATEO","CA","94402-0080","800-800-9410","1875 S. GRANT STREET, SUITE 800",,"SAN MATEO","CA","94402","650-572-4366","Non Iowa Reciprocal Exchange","Either",,,"POINT (-122.302172 37.553123)"
"California Casualty Insurance Company","Property Casualty","20125","2678","false","PO BOX M",,"SAN MATEO","CA","94402-0080","800-800-9410","1875 S. GRANT STREET, SUITE 800",,"SAN MATEO","CA","94402","650-572-4366","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-122.302172 37.553123)"
"California Insurance Company","Property Casualty","38865","2973","false","PO Box 3646",,"OMAHA","NE","68103-0646","402-827-3424-4094","10805 Old Mill Road",,"Omaha","NE","68154-2607","402-827-3424-4094","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-96.07826 41.259667)"
"Cameron Mutual Insurance Company","Property Casualty","15725","2283","false","PO Box 768","1304 N Walnut Street, Suite 200","CAMERON","MO","64429","800-326-6511","1304 N Walnut, Suite 200",,"Cameron","MO","64429","816-632-6511-260","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-94.234892 39.749451)"
"Cameron National Insurance Company","Property Casualty","42498","2218","false","PO Box 768",,"CAMERON","MO","64429","816-632-6511-260","1304 N Walnut, Suite 200",,"Cameron","MO","64429","816-632-6511-260","Non Iowa Stock Fire And Casualty Company","Stock","Eagle National Assurance Corporation",,"POINT (-94.234892 39.749451)"
"CAMICO Mutual Insurance Company","Property Casualty","36340","2865","false","1800 Gateway Drive, Suite 300",,"SAN MATEO","CA","94404","800-652-1772","1800 GATEWAY DRIVE, SUITE 200",,"SAN MATEO","CA","94404","650-378-6888","Non Iowa Mutual Fire And Casualty Co","Mutual",,"POINT (-122.280514 37.556061)","POINT (-122.280514 37.556061)"
"CampMed Casualty & Indemnity Company, Inc.","Property Casualty","12260","3089","false","440 Lincoln Street",,"WORCESTER","MA","20190","7038803847","440 LINCOLN STREET",,"WORCESTER","MA","01653-0002","508-853-7200-540428","Non Iowa Stock Fire And Casualty Company","Stock","CampMed Casualty & Indemnity Company, Inc. of Maryland","POINT (-71.780784 42.291928)","POINT (-71.780784 42.291928)"
"Canada Life Assurance Company (The) (U.S. Operations of)","Life","80659","2278","false","8515 E. Orchard Road, 2T3",,"GREENWOOD VILLAGE","CO","80111","303-737-3000","8515 E. ORCHARD ROAD",,"GREENWOOD VILLAGE","CO","80111","303-737-3000","Non Iowa Stock Life - with A & H","Stock",,"POINT (-104.8908 39.609355)","POINT (-104.8908 39.609355)"
"Canada Life Reinsurance Company","Life","76694","1925","false","PO BOX 1120",,"BLUE BELL","PA","19422","215-542-7200  -235","1787 SENTRY PARKWAY WEST, BLDG 16, STE 4",,"BLUE BELL","PA","19422-2240","215542-720-0238###","Non Iowa Stock Life - with A & H","Stock","London Life Reinsurance Company, Providers Fidelity Life Insurance Company, Providers Benefit Life Insurance Company",,"POINT (-75.27905 40.134797)"
"Canal Insurance Company","Property Casualty","10464","1199","false","PO BOX 7",,"GREENVILLE","SC","29602","864-242-5365","400 East Stone Ave",,"Greenville","SC","29601","864-242-5365","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-82.387584 34.859772)"
"Canal Reinsurance Company","Life",,"3283","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","5154405500",,,,,,,"Limited Purpose Subsidiary","Stock",,"POINT (-93.821788 41.55995)",
"Cape Verity III, Inc.","Life","15473","3159","true","215 10TH STREET, SUITE 1100",,"DES MOINES","IA","50309","5153933572",,,,,,,"Limited Purpose Subsidiary","Stock",,"POINT (-93.629336 41.584413)",
"Cape Verity I, Inc.","Life","15475","3157","true","215 10TH STREET, SUITE 1100",,"DES MOINES","IA","50309","5153933572",,,,,,,"Limited Purpose Subsidiary","Stock",,"POINT (-93.629336 41.584413)",
"Capitol Indemnity Corporation","Property Casualty","10472","1307","false","PO BOX 5900",,"MADISON","WI","53705","608-829-4271","1600 Aspen Commons",,"Middleton","WI","53562-4718","212-561-5342","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-89.529662 43.09097)"
"Capitol Life Insurance Company","Life","61581","1189","false","1605 LBJ Freeway, Suite 700",,"DALLAS","TX","75234","469-522-4465","1605 LBJ Freeway, Suite 700",,"Dallas","TX","75234","469-522-4400","Non Iowa Stock Life - with A & H","Stock","Capitol Life Insurance Company (The)",,
"Care Improvement Plus of Texas Insurance Company","Health","12558","3103","false","9800 Helath Care Lane, MN006-W500",,"MINNETONKA","MN","55343","9529361300","200 E RANDOLPH STREET; SUITE 5300; IL004",,"CHICAGO","IL","60601-6602","+1(312) 453-0600","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-87.621611 41.884472)"
"Care Improvement Plus South Central Insurance Company","Health","12567","3147","false","9700 HealthCare Lane, MN017-E900",,"MINNETONKA","MN","55343","9529361300","10 CADILLAC DRIVE; SUITE 200, CREEKSIDE",,"BRENTWOOD","TN","37027","504-849-1661","Non Iowa Stock Life - with A & H","Stock",,"POINT (-93.402291 44.895316)","POINT (-86.800568 36.036501)"
"CareSource Iowa Co.","Health","17284","3345","true","699 Walnut St Suite 425","HUB Tower","Des Moines","IA","50309","5156663000",,,,,,,"Iowa HMO","Stock",,"POINT (-93.625172 41.58576)",
"Carolina Casualty Insurance Company","Property Casualty","10510","0919","true","5011 GATE PARKWAY, BUILDING 200, SUITE 200",,"JACKSONVILLE","FL","32256","904-363-0900","5011 GATE PARKWAY, BUILDING 200, SUITE 2",,"JACKSONVILLE","FL","32256","904-363-0900","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-81.535737 30.246241)","POINT (-81.535737 30.246241)"
"Castle Grove Mutual Insurance Association","County Mutual","15372","0088","true","101 E 10TH ST","PO BOX 67","MONTICELLO","IA","52310","319-465-5481",,,,,,,"County Mutual","Mutual","Farmers Mutual Insurance Association of Castle Grove","POINT (-91.191794 42.250769)",
"Caterpillar Insurance Company","Property Casualty","11255","1631","false","2120 West End Avenue",,"NASHVILLE","TN","37203-0001","800-248-4228","2120 West End Avenue",,"Nashville","TN","37203","800-248-4228-","Non Iowa Stock Fire And Casualty Company","Stock","Integral Insurance Company (The), Old Reliable Fire Insurance Company","POINT (-86.802881 36.149639)","POINT (-86.802881 36.149639)"
"Catholic Financial Life","Fraternal","56030","1260","false","1100 West Wells St.",,"MILWAUKEE","WI","53233","414-273-6266","1100 West Wells Street",,"Milwaukee","WI","53233-2316","414-273-6266","Non Iowa Fraternal","Mutual","Catholic Knights, Catholic Knights Insurance Society","POINT (-87.926231 43.040236)","POINT (-87.926231 43.040236)"
"Catholic Holy Family Society","Fraternal","57770","1747","false","PO BOX 327",,"BELLEVILLE","IL","62222","815-725-5880","Sandra H. Bouchard",,"Belleville","IL","62220","618-233-0286","Non Iowa Fraternal","Mutual","Holy Family Society of The U.S.A.",,
"Catholic Order of Foresters","Fraternal","57487","0368","false","355 Shuman Blvd., P.O. box 3012",,"NAPERVILLE","IL","60566-7012","630-983-4900","355 SHUMAN BLVD",,"NAPERVILLE","IL","60563","630-983-4900","Non Iowa Fraternal","Mutual",,"POINT (-88.153616 41.803939)","POINT (-88.153616 41.803939)"
"Catholic United Financial","Fraternal","57053","2287","false","3499 Lexington Avenue N.",,"ST. PAUL","MN","55126","651-490-0170-0124","3499 Lexington Ave N",,"Arden Hills","MN","55126","651-490-0170-0124","Non Iowa Fraternal","Mutual","Catholic Aid Association (The)","POINT (-93.147028 45.047059)","POINT (-93.147028 45.047059)"
"Catlin Insurance Company, Inc.","Property Casualty","19518","0531","false","70 Seaview Avenue",,"STANFORD","CT","06902","203-964-5200","505 EAGLEVIEW BLVD., SUITE 100",,"EXTON","PA","19341","610-968-2598","Non Iowa Stock Fire And Casualty Company","Stock","American Indemnity Company","POINT (-73.523237 41.041676)","POINT (-75.67676 40.062642)"
"Cedar Insurance Company","Property Casualty","20273","0508","false","PO BOX 40310",,"BROOKLYN","NY","11024","2126667070","75 VANDERBILT AVENUE, SUITE 311.",,"STATEN ISLAND","NY","10304","917-795-5914","Non Iowa Stock Fire And Casualty Company","Stock","WRM America Indemnity Company, Inc., Alliance Assurance Company Ltd. (U.S.B.), Alliance Assurance Company of America",,"POINT (-74.074566 40.621414)"
"Celina Mutual Insurance Company (The)","Property Casualty","20176","2879","false","1 Insurance Square",,"CELINA","OH","45822-1690","419-586-5181- 8589","1 INSURANCE SQUARE",,"CELINA","OH","45822-1690","419-586-5181-8248","Non Iowa Mutual Fire And Casualty Co","Mutual",,,
"Celtic Insurance Company","Health","80799","1129","false","200 East Randolph Street, Suite 3600",,"CHICAGO","IL","60601","3126193000","7700 Forsyth Blvd.",,"Clayton","MO","63105","314-505-6237","Non Iowa Stock Life - with A & H","Stock","Resolute Credit Life Insurance Company, Resolute Life Insurance Company, Celtic Life Insurance Company, American Reserve Life Insurance Company","POINT (-87.621611 41.884472)","POINT (-90.334288 38.649928)"
"Censtat Casualty Company","Property Casualty","11499","3027","false","PO Box 642180",,"OMAHA","NE","68134","888-453-5124","1212 North 96th Street",,"Omaha","NE","68114","888-453-5124","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-96.062154 41.271424)"
"Central Mutual Insurance Company","Property Casualty","20230","0576","false","800 South Washington St.",,"VAN WERT","OH","45891","419-238-5551-2211","800 SOUTH WASHINGTON STREET",,"VAN WERT","OH","45891-2357","419-238-5551-2403","Non Iowa Mutual Fire And Casualty Co","Mutual","Central Manufacturers Mutual Ins. Company","POINT (-84.582962 40.861021)","POINT (-84.582962 40.861021)"
"Central States Health and Life Co. of Omaha","Life","61751","1134","false","PO BOX 34350",,"OMAHA","NE","68134","402-397-1111","1212 North 96th Street",,"Omaha","NE","68114","402-397-1111","Non Iowa Mutual Life - with A & H","Mutual",,,"POINT (-96.062154 41.271424)"
"Central States Indemnity Co. of Omaha","Property Casualty","34274","2242","false","PO BOX 34888",,"OMAHA","NE","68134-0888","800-732-4597","1941 South 42nd Street",,"Omaha","NE","68105","402-997-8121","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-95.975763 41.241284)"
"Centre Insurance Company","Property Casualty","34649","1896","false","4 World Trade Center, 53rd Floor","150 Greenwich Street","NEW YORK","NY","10007-2366","212-859-2715","1 Liberty Plaza, 165 Broadway",,"New York","NY","10006","000-000-0000-0","Non Iowa Stock Fire And Casualty Company","Stock","Business Insurance Company, London Guarantee & Accident Company of New York",,"POINT (-74.011154 40.709442)"
"Centre Life Insurance Company","Life","80896","1110","false","4 World Trade Center, 53rd Floor","150 Greenwich Street","NEW YORK","NY","10007-2366","800-804-5342","1350 Main Street, Suite 1600",,"Springfield","MA","01103-1641","315-399-1328","Non Iowa Stock Life - with A & H","Stock","Massachusetts Casualty Insurance Company",,"POINT (-72.589315 42.102091)"
"Centurion Casualty Company","Property Casualty","42765","2216","false","9800 Health Care Lane, MN006-W500",,"MINNETONKA","MN","55343","9529797572","2700 MIDWEST DRIVE; MS: WI010-1000",,"ONALASKA","WI","54650","608-783-8554","Non Iowa Stock Fire And Casualty Company","Stock","Consumers Casualty Company","POINT (-93.403887 44.895294)","POINT (-91.192213 43.879354)"
"Century Mutual Insurance Association","State Mutual","12869","0114","true","91 S CENTRAL AVE","PO BOX 168","HARTLEY","IA","51346","712-928-2412",,,,,,,"Iowa State Mutual Insurance Association","Mutual","Farmers Mutual Insurance Association, Farmers Mutual Insurance Association of O'Brien County","POINT (-95.477002 43.180217)",
"Century-National Insurance Company","Property Casualty","26905","2657","false","16650 Sherman Way",,"VAN NUYS","CA","91406-3782","8187600880","221 BOLIVAR STREET",,"JEFFERSON CITY","MO","65101","314-493-7987","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-118.49589 34.201105)","POINT (-92.179755 38.582944)"
"Cerity Insurance Company","Property Casualty","10006","2582","false","PO Box 1389",,"AUSTIN","TX","78767","5123334183","10375 Professional Circle",,"Reno","NV","89521","775-327-2700","Non Iowa Stock Fire And Casualty Company","Stock","PartnerRe Insurance Company of New York, Winterthur Reinsurance Corporation of America",,"POINT (-119.756955 39.431545)"
"CHA HMO, Inc.","Health","95158","3116","false","500 West Main Street",,"LOUISVILLE","KY","40202","5025801000","101 E. MAIN ST., 11 WTS",,"LOUISVILLE","KY","40202","502-476-3586","Non Iowa HMO","Stock",,"POINT (-85.75883 38.256867)","POINT (-85.750733 38.255988)"
"Charter Oak Fire Insurance Company (The)","Property Casualty","25615","0582","false","One Tower Square",,"HARTFORD","CT","06115","860-277-1561","ONE TOWER SQUARE, MS08A",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,
"Cherokee Insurance Company","Property Casualty","10642","2856","false","34200 Mound Road",,"STERLING HEIGHTS","MI","48310","800-201-0450","34200 MOUND ROAD",,"STERLING HEIGHTS","MI","48310","800-201-0450-3474","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-83.047894 42.544945)","POINT (-83.047894 42.544945)"
"Chesapeake Life Insurance Company (The)","Life","61832","1561","false","9151 Boulevard 26",,"NORTH RICHLAND HILLS","TX","76180","817-255-3100","200 E RANDOLPH STREET; SUITE 5300  IL004",,"CHICAGO","IL","60601-6602","312-453-0600","Non Iowa Stock Life - with A & H","Stock","Chesapeake Life Insurance Company","POINT (-97.1872 32.855009)","POINT (-87.621611 41.884472)"
"Chicago Insurance Company","Property Casualty","22810","1321","false","225 W. Washington St., Suite 1800",,"CHICAGO","IL","60606","8884667883","225 W. WASHINGTON STREET, SUITE 1800",,"CHICAGO","IL","60606-3484","212-524-7860","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.634988 41.883208)","POINT (-87.634988 41.883208)"
"Chickasaw Mutual Insurance Association","County Mutual","15389","0035","true","25 W MAIN ST","PO BOX 248","NEW HAMPTON","IA","50659","641-394-2158",,,,,,,"County Mutual","Mutual","Farmers Mutual Fire & Lightning Insurance Association of Chickasaw County","POINT (-92.316403 43.059306)",
"Chiron Insurance Company","Property Casualty","16356","3257","true","PO BOX 370",,"ALGONA","IA","50511","8002475930","808 HIGHWAY 18 WEST",,"ALGONA","IA","50511","515-295-2461","Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-94.247449 43.08282)"
"Chubb Indemnity Insurance Company","Property Casualty","12777","0855","false","202B Hall's Mill Road",,"WHITEHOUSE STATION","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","Sun Insurance Company of New York, Sun Indemnity","POINT (-74.765041 40.644972)","POINT (-75.148957 39.947451)"
"Chubb National Insurance Company","Property Casualty","10052","2770","false","202B Hall's Mill Road",,"WHITHOUSE STATION","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-75.148957 39.947451)"
"Church Insurance Company (The)","Property Casualty","10669","2227","false","19 East 34th Street",,"NEW YORK","NY","10016","800-223-6602","19 East 34th Street",,"New York","NY","10016-4303","212-592-1800","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-73.983745 40.748101)","POINT (-73.983745 40.748101)"
"Church Life Insurance Corporation","Life","61875","3056","false","19 East 34th Street",,"NEW YORK","NY","10016","2125921800","19 East 34th Street",,"New York","NY","10016-4303","212-592-1800","Non Iowa Stock Life - with A & H","Stock",,"POINT (-73.983745 40.748101)","POINT (-73.983745 40.748101)"
"Church Mutual Insurance Company, S.I.","Property Casualty","18767","0584","false","3000 Schuster Lane",,"MERRILL","WI","54452","715-536-5577-4833","3000 SCHUSTER LANE",,"MERRILL","WI","54452","715-536-5577-4587","Non Iowa Stock Fire And Casualty Company","Stock","Church Mutual Insurance Company",,
"CIGNA Health and Life Insurance Company","Life","67369","1969","false","900 Cottage Grove Road",,"BLOOMFIELD","CT","06002","303-729-7462","1601 CHESTNUT STREET, TL16D",,"PHILADELPHIA","PA","19192","215-761-1000","Non Iowa Stock Life - with A & H","Stock","Alta Health & Life Insurance Company, Anthem Health & Life Insurance Company, Orange-State Life Insurance Company, Home Life Financial Assurance Corporation","POINT (-72.740914 41.816832)","POINT (-75.167358 39.951277)"
"Cigna National Health Insurance Company","Life","61727","2491","false","11200 Lakeline Blvd., Suite 100",,"AUSTIN","TX","78717","512-531-1473","11200 LAKELINE BLVD STE 100",,"AUSTIN","TX","78717","512-531-1473","Non Iowa Stock Life - with A & H","Stock","Central Reserve Life Insurance Company, Central Reserve Life of North America Insurance Company","POINT (-97.797957 30.480148)","POINT (-97.797957 30.480148)"
"Cimarron Insurance Company, Inc.","Property Casualty","20400","1979","false","7301 Carmel Executive Park Drive Suite 102",,"CHARLOTTE","NC","28226","7045643117","7301 Carmel Executive Park Ste. 102",,"Charlotte","NC","28226","980-771-2491","Non Iowa Stock Fire And Casualty Company","Stock","ProSelect National Insurance Company, Inc., Cimarron Insurance Company Inc.","POINT (-80.842153 35.088357)","POINT (-80.842315 35.088413)"
"CIM Insurance Corporation","Property Casualty","22004","1454","false","500 Woodward Ave, 14th Floor",,"DETROIT","MI","48226","3136565432","500 WOODWARD AVE, 14th FLOOR",,"DETROIT","MI","48226","313-656-5712","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-83.04504 42.329525)","POINT (-83.04504 42.329525)"
"Cincinnati Casualty Company (The)","Property Casualty","28665","2105","false","PO BOX 145496",,"CINCINNATI","OH","45250-5496","513-870-2000","6200 SOUTH GILMORE ROAD",,"FAIRFIELD","OH","45014-5141","513-870-2000","Non Iowa Stock Fire And Casualty Company","Stock","Queen City Indemnity Company",,"POINT (-84.523214 39.308176)"
"Cincinnati Indemnity Company (The)","Property Casualty","23280","2531","false","PO BOX 145496",,"CINCINNATI","OH","45250-5496","513-870-2000","6200 SOUTH GILMORE ROAD",,"FAIRFIELD","OH","45014-5141","513-870-2000","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-84.523214 39.308176)"
"Cincinnati Insurance Company (The)","Property Casualty","10677","1934","false","PO BOX 145496",,"CINCINNATI","OH","45214","513-870-2000","6200 SOUTH GILMORE ROAD",,"FAIRFIELD","OH","45014-5141","513-870-2000","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-84.523214 39.308176)"
"Cincinnati Life Insurance Company (The)","Life","76236","2456","false","PO BOX 145496",,"CINCINNATI","OH","45250-5496","513-870-2226","6200 SOUTH GILMORE ROAD",,"FAIRFIELD","OH","45014-5141","513-870-2000","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-84.523214 39.308176)"
"Citizens Insurance Company of America","Property Casualty","31534","3095","false","440 Lincoln Street",,"WORCESTER","MA","01653","5088537200","440 LINCOLN STREET",,"WORCESTER","MA","01653-0002","508-853-7200-540428","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.780784 42.291928)","POINT (-71.780784 42.291928)"
"Citizens Security Life Insurance Company","Life","61921","3177","false","PO BOX 436149",,"LOUISVILLE","KY","40253","5022442420","12910 Shelbyville Rd Ste 300",,"Louisville","KY","40243","502-244-2420-","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-85.515104 38.24315)"
"City National Insurance Company","Property Casualty","41335","2840","false","1900 L. Don Dodson Dr.",,"BEDFORD","TX","76021","8008774567","1900 L. DON DODSON DR.",,"BEDFORD","TX","76021","817-265-2000","Non Iowa Stock Fire And Casualty Company","Stock","United National Specialty Insurance Company, Hallmark Insurance Company, Inc.","POINT (-97.14012 32.84179)","POINT (-97.14012 32.84179)"
