"contract_name","county","city","status","program","primary_funding_agreement","award_date","total_project_cost","capital_investment","direct_assistance_awarded","tax_benefits_awarded","projected_jobs_created","projected_jobs_retained","projected_jobs_other","projected_jobs_total","projected_qualifying_wage","contracted_jobs_created","contracted_jobs_retained","contracted_jobs_other","contracted_jobs_total","contracted_qualifying_wage","verified_total_project_cost","project_completion_date","final_jobs_created","final_jobs_retained","final_jobs_other_created","final_jobs_total","project_maintenance_date","city_location"
"Almaco","Story","Nevada","Closed Contracts - Full","High Quality Jobs Program","14-HQJDF-026","2014-02-21T00:00:00.000","5735000","1340000","150000","141725","23","0","0","23","22.01","23","0","0","23","22.01","0","2017-02-28T00:00:00.000","0","0","0","0","2019-02-28T00:00:00.000","POINT (-93.452278 42.019648)"
"Merchants Bonding Company (Mutual)","Dallas","West Des Moines","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-011","2014-09-19T00:00:00.000","15771923","14615153","0","585072","1","0","10","11","25.52","1","0","10","11","25.52","16474703","2017-09-30T00:00:00.000","1","0","10","11","2019-09-30T00:00:00.000","POINT (-93.713031 41.575505)"
"Cargill Incorporated","Webster","Fort Dodge","Closed Contracts - Successful","High Quality Jobs Program","11-HQJP-035","2011-04-21T00:00:00.000","224000000","194677783","2000000","1152408","96","0","8","104","19.62","138","0","8","146","19.62","297301000","2014-04-30T00:00:00.000","138","0","8","146","2016-04-30T00:00:00.000","POINT (-94.169388 42.501169)"
"Monsanto Company","Poweshiek","Grinnell","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-021","2013-01-18T00:00:00.000","112000000","21500000","0","1491600","8","0","0","8","18.12","8","0","0","8","18.12","124482728","2016-01-31T00:00:00.000","8","0","0","8","2018-01-31T00:00:00.000","POINT (-92.727362 41.743267)"
"Energy Control Technologies, Inc.","Polk","West Des Moines","Closed Contracts - Partial","100% Component","12-100-004","2011-10-20T00:00:00.000","1492000","258000","75000","0","10","0","3","13","18.27","9","0","3","12","18.27","2123722","2015-10-31T00:00:00.000","9","0","3","12","2017-10-31T00:00:00.000","POINT (-93.713031 41.575505)"
"Menard, Inc.","Shelby","Shelby","Closed Contracts - Successful","Enterprise Zone","11-EZ-032","2011-05-19T00:00:00.000","11268832","10918832","0","1116370","28","0","20","48","12.34","26","0","22","48","12.34","16538872","2014-05-31T00:00:00.000","26","0","22","48","2016-05-31T00:00:00.000","POINT (-95.449684 41.517114)"
"Hydrite Chemical Company, Inc.","Black Hawk","Waterloo","Closed Contracts - Successful","Enterprise Zone","13-EZ-008","2012-12-27T00:00:00.000","15368221","15318221","0","412956","9","1","0","10","13.69","10","1","0","11","13.69","15503438","2015-12-30T00:00:00.000","10","1","0","11","2017-12-30T00:00:00.000","POINT (-92.34364 42.493469)"
"A to Z Drying, Inc.","Mitchell","Osage","Closed Contracts - Successful","Enterprise Zone","14-EZ-008","2014-06-20T00:00:00.000","5665316","5443540","0","603966","10","0","7","17","13.71","10","0","7","17","13.71","5845144","2017-06-30T00:00:00.000","10","0","7","17","2019-06-30T00:00:00.000","POINT (-92.811156 43.284136)"
"Zero Energy Systems, LLC","Johnson","Coralville","Closed Contracts - Successful","Entrepreneurial Component","12-EC-002","2011-08-18T00:00:00.000","7500000","6980000","250000","418250","0","0","0","0","0","0","0","0","0","0","11773194","2015-12-31T00:00:00.000","0","0","0","0","2017-12-31T00:00:00.000","POINT (-91.577768 41.672677)"
"RuffaloCODY, LLC","Linn","Cedar Rapids","Closed Contracts - Successful","High Quality Jobs Program","13-HQJDF-028","2013-01-18T00:00:00.000","3700000","700000","425000","570000","85","0","26","111","21.73","33","0","0","33","21.73","5206361","2016-01-31T00:00:00.000","33","0","0","33","2018-01-31T00:00:00.000","POINT (-91.669808 41.978122)"
"BoDeans Baking Company","Plymouth","Le Mars","Closed Contracts - Successful","High Quality Jobs Program","12-HQJP-025","2011-11-18T00:00:00.000","4808590","4808590","0","143422","3","0","6","9","21.39","3","0","6","9","21.39","4819197","2014-11-30T00:00:00.000","3","0","6","9","2016-11-30T00:00:00.000","POINT (-96.173749 42.788178)"
"Bomgaars Supply, Inc. & Confluent Enterprises, LLC","Woodbury","Sioux City","Closed Contracts - Successful","Enterprise Zone","14-EZ-002","2013-10-18T00:00:00.000","17000000","17000000","0","2051200","0","49","15","64","14.60","0","49","15","64","14.60","15866962","2016-10-31T00:00:00.000","0","49","15","64","2018-10-31T00:00:00.000","POINT (-96.406436 42.496323)"
"Plastipak Packaging, Inc/PAK Realty, LLC","Wapello","Ottumwa","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-039","2015-02-20T00:00:00.000","22040000","22040000","0","848835","15","0","10","25","16.67","23","0","10","33","16.67","24004533","2018-02-28T00:00:00.000","23","0","10","33","2020-02-28T00:00:00.000","POINT (-92.413173 41.023246)"
"CF Industries Nitrogen","Woodbury","Sergeant Bluff","Closed Contracts - Successful","High Quality Jobs Program","13-HQJDF-019","2012-11-01T00:00:00.000","1700000000","1690000000","1500000","31000000","100","0","0","100","20.12","100","0","0","100","20.12","2909664273","2016-11-30T00:00:00.000","100","0","0","100","2018-11-30T00:00:00.000","POINT (-96.363068 42.400299)"
"RELCO Locomotives","Monroe","Albia","Closed Contracts - Full","High Quality Jobs Program","18-HQJTC-049","2018-05-18T00:00:00.000","1400000","1400000","0","79500","6","0","6","12","16.23","6","0","6","12","16.23","0","2021-05-31T00:00:00.000","0","0","0","0","2023-05-31T00:00:00.000","POINT (-92.807111 41.026219)"
"Diamond V Mills Inc. & DV Technologies Inc.","Linn","Cedar Rapids","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-023","2014-02-21T00:00:00.000","36000000","30000000","0","1800000","17","0","0","17","22.93","17","0","0","17","22.93","45372414","2017-02-28T00:00:00.000","17","0","0","17","2019-02-28T00:00:00.000","POINT (-91.669808 41.978122)"
"The Toro Company","Polk","Ankeny","Closed Contracts - Successful","130% Component","12-130-029","2012-04-20T00:00:00.000","4770580","500000","25000","614024","5","0","20","25","23.75","5","0","20","25","23.75","5421724","2016-04-30T00:00:00.000","5","0","0","5","2018-04-30T00:00:00.000","POINT (-93.600414 41.72508)"
"Alter Trading Corporation - Alter Metal Recycling","Scott","Davenport","Closed Contracts - Successful","High Quality Jobs Program","11-HQJP-039","2011-05-19T00:00:00.000","14500000","14500000","0","411418","1","1","2","4","19.86","1","1","2","4","22.07","14810072","2014-05-31T00:00:00.000","1","1","0","2","2016-05-31T00:00:00.000","POINT (-90.577036 41.523527)"
"Platinum Ethanol LLC","Ida","Arthur","Closed Contracts - Successful","Enterprise Zone","07-EZ-029","2006-12-21T00:00:00.000","176350000","158000000","0","11175000","41","0","0","41","0.00","41","0","0","41","11.85","176372952","2009-12-31T00:00:00.000","41","0","0","41","2019-12-31T00:00:00.000","POINT (-95.346051 42.333932)"
"Swiss Valley Farms Cooperative","Clayton","Luana","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-019","2014-11-21T00:00:00.000","20621340","20621340","465000","543040","4","89","6","99","13.70","4","89","6","99","13.70","21046484","2017-11-30T00:00:00.000","4","89","6","99","2019-11-30T00:00:00.000","POINT (-91.454371 43.061295)"
"Valley of the Moon Commercial Poults, Inc.","Clark","Osceola","Closed Contracts - Successful","Enterprise Zone","11-EZ-025","2011-02-17T00:00:00.000","17000000","17000000","0","1994744","11","0","22","33","10.56","11","0","22","33","11.98","21386025","2014-02-28T00:00:00.000","11","0","22","33","2016-02-28T00:00:00.000","POINT (-93.777005 41.030524)"
"AML Riverside LLC","Webster","Fort Dodge","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-055","2015-05-22T00:00:00.000","7400000","5700000","300000","0","30","0","0","30","12.86","30","0","0","30","16.45","8054479","2018-05-31T00:00:00.000","30","0","0","30","2020-05-31T00:00:00.000","POINT (-94.169388 42.501169)"
"Cedar Ridge Vineyards, LLC","Johnson","Swisher","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-037","2014-05-16T00:00:00.000","1100000","1000000","0","40700","1","0","0","1","21.71","1","0","0","1","21.71","1823294","2017-05-31T00:00:00.000","1","0","0","1","2019-05-31T00:00:00.000","POINT (-91.693021 41.847543)"
"Danisco US Inc., Genencor Division - A Danisco Company","Linn","Cedar Rapids","Closed Contracts - Successful","130% Component","11-130-033","2011-05-19T00:00:00.000","67591269","67441269","500000","420482","33","0","0","33","21.80","33","0","0","33","21.80","71384170","2014-05-31T00:00:00.000","33","0","0","33","2016-05-31T00:00:00.000","POINT (-91.669808 41.978122)"
"Land O'Lakes, Inc.","Webster","Fort Dodge","Closed Contracts - Successful","130% Component","12-130-009","2011-10-20T00:00:00.000","1119580","1119580","200000","100000","1","25","0","26","19.62","0","25","0","25","19.62","1970545","2014-10-31T00:00:00.000","0","25","0","25","2016-10-31T00:00:00.000","POINT (-94.169388 42.501169)"
"Winegard Company","Des Moines","Burlington","Closed Contracts - Successful","Enterprise Zone","12-EZ-012","2012-02-17T00:00:00.000","25829861","13313861","0","1417171","16","0","55","71","14.50","16","0","55","71","14.50","29809065","2015-02-28T00:00:00.000","16","0","55","71","2017-02-28T00:00:00.000","POINT (-91.101278 40.81059)"
"Bachman Tool & Die Co.","Buchanan","Independence","Closed Contracts - Successful","High Quality Jobs Program","11-HQJP-026","2011-02-17T00:00:00.000","3735000","750000","0","164250","3","0","0","3","17.02","3","0","0","3","17.02","3969513","2014-02-28T00:00:00.000","3","0","0","3","2016-02-29T00:00:00.000","POINT (-91.891754 42.467626)"
"ELPLAST America, Inc.","Linn","Marion","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-003","2013-09-20T00:00:00.000","5860000","5850000","0","217250","3","0","7","10","22.93","4","0","6","10","22.93","8099868","2016-09-30T00:00:00.000","4","0","6","10","2018-09-30T00:00:00.000","POINT (-91.587223 42.036098)"
"Alfagomma America","Des Moines","Burlington","Closed Contracts - Successful","Enterprise Zone","13-EZ-006","2012-10-19T00:00:00.000","1362000","1362000","0","132200","14","0","0","14","13.68","14","0","0","14","13.68","1549070","2015-10-31T00:00:00.000","14","0","0","14","2017-10-31T00:00:00.000","POINT (-91.101278 40.81059)"
"CPM Acquisition Corp","Black Hawk","Waterloo","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-002","2014-07-18T00:00:00.000","750000","715000","0","26200","0","1","1","2","19.13","0","1","1","2","19.13","818456","2017-07-31T00:00:00.000","0","1","1","2","2019-07-31T00:00:00.000","POINT (-92.34364 42.493469)"
"Owen Industries, Inc.","Pottawattamie","Carter Lake","Closed Contracts - Successful","High Quality Jobs Program","14-HQJDF-020","2014-01-17T00:00:00.000","34750000","34750000","50000","2036040","1","19","15","35","19.75","1","19","15","35","19.75","42409796","2017-01-31T00:00:00.000","1","19","16","36","2019-01-31T00:00:00.000","POINT (-95.917979 41.284946)"
"ConAgra Foods Packaged Foods, LLC","Black Hawk","Waterloo","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-049","2015-05-22T00:00:00.000","50000000","50000000","0","3935000","57","0","0","57","19.13","57","0","0","57","19.13","67590051","2018-05-31T00:00:00.000","57","0","0","57","2020-05-31T00:00:00.000","POINT (-92.34364 42.493469)"
"Transco Railway Products, Inc.","Fayette","Oelwein","Closed Contracts - Successful","Enterprise Zone","12-EZ-001","2011-07-21T00:00:00.000","1657000","1630000","0","184155","10","0","0","10","12.15","10","0","0","10","12.15","1327427","2014-07-31T00:00:00.000","10","0","0","10","2016-07-31T00:00:00.000","POINT (-91.911989 42.678527)"
"Geneseo Communications Services, Inc.","Scott","Bettendorf","Closed Contracts - Partial","130% Component","12-130-028","2012-04-20T00:00:00.000","15200000","14600000","96000","498900","12","0","1","13","22.54","6","0","1","7","22.54","19984991","2016-04-30T00:00:00.000","4","0","0","4","2018-04-30T00:00:00.000","POINT (-90.507281 41.526274)"
"Raining Rose","Linn","Cedar Rapids","Closed Contracts - Successful","130% Component","12-130-002","2011-08-18T00:00:00.000","12276077","10438885","100000","705116","15","0","39","54","21.80","15","0","39","54","21.80","14172977","2014-08-31T00:00:00.000","15","0","39","54","2016-08-31T00:00:00.000","POINT (-91.669808 41.978122)"
"Tyson Prepared Foods, Inc. #2","Pottawattamie","Council Bluffs","Closed Contracts - Partial","Value-Added Agriculture Component","11-VAAC-009","2011-05-19T00:00:00.000","48386187","48386187","800000","2474106","53","0","79","132","12.85","44","0","79","123","12.85","52011030","2014-05-31T00:00:00.000","44","0","0","44","2016-05-31T00:00:00.000","POINT (-95.85436 41.258963)"
"Shearer's Foods, LLC","Des Moines","Burlington","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-013","2014-09-19T00:00:00.000","33016400","33016400","0","187158","6","0","77","83","14.73","6","0","77","83","14.73","38323295","2017-09-30T00:00:00.000","6","0","0","6","2019-09-30T00:00:00.000","POINT (-91.101278 40.81059)"
"Iowa Premium Beef, LLC","Tama","Tama","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-035","2014-04-18T00:00:00.000","48593441","48093441","0","4000000","120","0","0","120","15.42","120","0","0","120","15.42","51045303","2017-04-30T00:00:00.000","120","0","0","120","2019-04-30T00:00:00.000","POINT (-92.576838 41.96377)"
"Frontier Natural Products Co-op","Benton","Norway","Closed Contracts - Successful","High Quality Jobs Program","16-HQJDF-003","2015-07-17T00:00:00.000","8651500","8433500","82500","390360","11","0","12","23","19.54","11","0","12","23","19.54","7274595","2018-07-31T00:00:00.000","11","0","12","23","2020-07-31T00:00:00.000","POINT (-91.919516 41.902886)"
"Exemplar Genetics, LLC","Sioux","Sioux Center","Closed Contracts - Partial","Value-Added Agriculture Component","12-VAAC-008","2011-12-16T00:00:00.000","1797000","1797000","300000","114400","12","2","4","18","20.92","0","0","0","0","20.92","359125","2015-12-31T00:00:00.000","0","0","0","0","2017-12-31T00:00:00.000","POINT (-96.175468 43.075969)"
"Ag Processing Inc. a Cooperative","Woodbury","Sergeant Bluff","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-022","2014-12-19T00:00:00.000","115356857","113495749","176000","1090000","22","0","1","23","20.66","22","0","1","23","20.66","115373952","2017-12-31T00:00:00.000","22","0","1","23","2019-12-31T00:00:00.000","POINT (-96.363068 42.400299)"
"Camoplast Rockland, Ltd.","Dubuque","Peosta","Closed Contracts - Successful","130% Component","12-130-020","2012-01-20T00:00:00.000","2452000","2452000","168000","131600","7","15","16","38","20.52","7","15","15","37","20.52","3628100","2015-01-31T00:00:00.000","7","15","15","37","2017-01-31T00:00:00.000","POINT (-90.850406 42.448829)"
"Harper Brush Works","Jefferson","Fairfield","Closed Contracts - Full","130% Component","12-130-006","2011-09-15T00:00:00.000","760000","30000","160000","0","2","20","23","45","18.73","2","20","23","45","18.72","0","2014-09-30T00:00:00.000","0","0","0","0","2016-09-30T00:00:00.000","POINT (-91.965049 41.006634)"
"Zirous, Inc.","Polk","West Des Moines","Closed Contracts - Full","High Quality Jobs Program","18-HQJTC-005","2017-07-21T00:00:00.000","2652000","550000","0","113500","11","0","0","11","27.92","11","0","0","11","27.92","0","2020-07-31T00:00:00.000","0","0","0","0","2022-07-31T00:00:00.000","POINT (-93.713031 41.575505)"
"Hospers, City of","Sioux","Hospers","Closed Contracts - Successful","Grow Iowa Value Fund Infrastructure Component","11-IFC-005","2011-06-16T00:00:00.000","2200000","2200000","750000","0","0","0","0","0","0","0","0","0","0","0","2940585","2014-06-30T00:00:00.000","0","0","0","0","2000-01-01T00:00:00.000","POINT (-95.906604 43.072777)"
"New Horizon Cuisine","Polk","Ankeny","Closed Contracts - Full","High Quality Jobs Program","12-HQJP-001","2011-07-21T00:00:00.000","2213800","2095000","0","59276","4","0","11","15","23.20","4","0","11","15","23.20","2081435","2017-08-31T00:00:00.000","0","0","0","0","2019-08-31T00:00:00.000","POINT (-93.600414 41.72508)"
"Grace Engineered Products, Inc.","Scott","Davenport","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-006","2014-08-22T00:00:00.000","2740000","2710000","30000","105800","8","0","3","11","17.47","8","0","3","11","17.47","4174111","2017-08-31T00:00:00.000","8","0","3","11","2019-08-31T00:00:00.000","POINT (-90.577036 41.523527)"
"Divine Engineering, Inc","Linn","Cedar Rapids","Closed Contracts - Successful","Enterprise Zone","11-EZ-020","2011-01-20T00:00:00.000","500000","500000","0","62180","0","10","6","16","15.09","0","10","6","16","15.09","664566","2014-06-30T00:00:00.000","0","10","4","14","2016-06-30T00:00:00.000","POINT (-91.669808 41.978122)"
"Progressive Processing, LLC","Dubuque","Dubuque","Closed Contracts - Successful","High Quality Jobs Program","14-HQJDF-012","2013-11-22T00:00:00.000","36000000","34400000","240000","2073000","24","0","67","91","19.73","24","0","67","91","19.73","31114048","2017-11-30T00:00:00.000","24","0","67","91","2019-11-30T00:00:00.000","POINT (-90.667314 42.505512)"
"Wapsie Valley Creamery, Inc.","Buchanan","Independence","Closed Contracts - Successful","Value-Added Agriculture Component","12-VAAC-007","2011-10-20T00:00:00.000","991186","991186","100000","73750","0","26","0","26","18.01","0","26","0","26","18.01","1412476","2014-10-31T00:00:00.000","0","26","0","26","2016-10-31T00:00:00.000","POINT (-91.891754 42.467626)"
"Indoshell Precision Technologies, LLC","Story","Story City","Closed Contracts - Partial","100% Component","11-100-012","2011-01-20T00:00:00.000","7175000","6975000","450000","305000","26","0","46","72","16.03","8","0","0","8","20.84","7114941","2015-01-31T00:00:00.000","4","0","0","4","2017-01-31T00:00:00.000","POINT (-93.591059 42.185863)"
"Metal Tech Industries, Inc. and Life Holding Company, LLC","Hardin","Iowa Falls","Closed Contracts - Successful","100% Component","12-100-007","2012-01-20T00:00:00.000","4372166","4075877","45000","408209","4","4","5","13","15.38","4","4","5","13","15.38","4372166","2017-03-31T00:00:00.000","4","4","5","13","2019-03-31T00:00:00.000","POINT (-93.265461 42.519636)"
"Monsanto Company & Subsidiaries","Muscatine","Muscatine","Closed Contracts - Partial","High Quality Jobs Program","15-HQJTC-016","2014-11-21T00:00:00.000","74641000","73990000","0","4155680","51","0","0","51","17.06","51","0","0","51","17.06","96170212","2017-11-30T00:00:00.000","45","0","0","45","2019-11-30T00:00:00.000","POINT (-91.044853 41.420448)"
"A.Y. McDonald Manufacturing","Dubuque","Dubuque","Closed Contracts - Successful","130% Component","12-130-017","2011-12-16T00:00:00.000","2613872","2613872","136000","150944","17","0","0","17","20.52","17","0","0","17","20.52","2739757","2014-12-31T00:00:00.000","17","0","0","17","2016-12-31T00:00:00.000","POINT (-90.667314 42.505512)"
"Freund-Vector Corporation","Linn","Marion","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-029","2014-03-28T00:00:00.000","5310000","2160000","0","151500","12","0","0","12","22.93","9","0","0","9","22.93","4987627","2017-03-31T00:00:00.000","10","0","0","10","2019-03-31T00:00:00.000","POINT (-91.587223 42.036098)"
"Rural Soluxions LLC/XPX Holdings, LLC","Story","Ames","Closed Contracts - Successful","100% Component","12-100-001","2011-08-18T00:00:00.000","325000","95000","54000","0","20","0","0","20","16.34","20","0","0","20","16.34","5659387","2014-08-31T00:00:00.000","20","0","0","20","2016-08-31T00:00:00.000","POINT (-93.620181 42.026802)"
"Bridgestone Americas Tire Operations, LLC","Polk","Des Moines","Closed Contracts - Full","130% Component","12-130-004","2011-08-18T00:00:00.000","56600000","56600000","500000","108000","59","0","13","72","23.75","59","0","13","72","23.75","0","2014-08-31T00:00:00.000","0","0","0","0","2016-08-31T00:00:00.000","POINT (-93.620309 41.588822)"
"Rembrandt Enterprises, Inc.","Buena Vista","Rembrandt","Closed Contracts - Successful","Value-Added Agriculture Component","12-VAAC-003","2011-08-18T00:00:00.000","3700000","3650000","100000","50000","0","0","22","22","18.37","0","0","22","22","18.37","8184995","2014-08-31T00:00:00.000","0","0","22","22","2016-08-31T00:00:00.000","POINT (-95.165068 42.825554)"
"Iowa Fertilizer Company LLC","Lee","Wever","Closed Contracts - Successful","130% Component","12-130-021","2012-02-17T00:00:00.000","1750000000","1300000000","1610000","107500000","159","0","6","165","20.82","165","0","15","180","20.82","2090185720","2016-06-30T00:00:00.000","165","0","15","180","2018-06-30T00:00:00.000","POINT (-91.234058 40.710379)"
"Link Snacks, Inc.","Pottawattamie","Underwood","Closed Contracts - Successful","130% Component","12-130-010","2011-10-20T00:00:00.000","9382931","9382931","40000","382526","6","0","125","131","18.81","6","0","125","131","18.81","9578118","2014-10-31T00:00:00.000","6","0","125","131","2016-10-31T00:00:00.000","POINT (-95.679101 41.387117)"
"VIDA Diagnostics Inc.","Johnson","Iowa City","Closed Contracts - Successful","Entrepreneurial Ventures Assistance","06-EVA-015","2005-11-17T00:00:00.000","530000","44000","100000","0","4","0","0","4","0.00","4","0","0","4","17.79","530000","2007-11-30T00:00:00.000","4","0","0","4","2000-01-01T00:00:00.000","POINT (-91.530128 41.66124)"
"Pella Corporation","Marion","Pella","Closed Contracts - Partial","High Quality Jobs Program","15-HQJDF-060","2015-06-19T00:00:00.000","8615000","3365000","152000","0","38","0","0","38","18.62","38","0","0","38","18.62","6278069","2018-06-30T00:00:00.000","38","0","0","38","2020-06-30T00:00:00.000","POINT (-92.916445 41.408107)"
"CNH America, LLC","Des Moines","Burlington","Closed Contracts - Full","Enterprise Zone","13-EZ-015","2013-07-19T00:00:00.000","10900000","9300000","0","751160","36","0","0","36","13.68","40","0","0","40","13.68","0","2018-07-31T00:00:00.000","0","0","0","0","2020-07-31T00:00:00.000","POINT (-91.101278 40.81059)"
"Diamond V Mills Inc. & DV Technologies Inc.","Linn","Cedar Rapids","Closed Contracts - Successful","130% Component","11-130-035","2011-06-16T00:00:00.000","21000000","17000000","75000","935000","12","0","0","12","21.80","12","0","0","12","21.80","35478110","2014-06-30T00:00:00.000","12","0","0","12","2016-06-20T00:00:00.000","POINT (-91.669808 41.978122)"
"Amcor Rigid Plastics USA, Inc.","Story","Ames","Closed Contracts - Partial","130% Component","12-130-037","2012-06-22T00:00:00.000","24060000","24060000","175000","1275000","0","97","0","97","21.25","0","97","0","97","21.25","18891895","2015-06-30T00:00:00.000","0","97","0","97","2017-06-30T00:00:00.000","POINT (-93.620181 42.026802)"
"Polaris Industries, Inc.","Dickinson","Spirit Lake","Closed Contracts - Full","High Quality Jobs Program","13-HQJP-011","2012-09-21T00:00:00.000","24700000","22575000","395000","1503000","79","0","0","79","13.17","17","0","62","79","14.63","24912640","2015-09-30T00:00:00.000","0","0","0","0","2019-09-30T00:00:00.000","POINT (-95.102261 43.422624)"
"H.J. Heinz Company L.P.","Linn","Cedar Rapids","Closed Contracts - Successful","Value-Added Agriculture Component","12-VAAC-005","2011-09-15T00:00:00.000","10943367","10943367","100000","405904","2","0","29","31","22.25","2","0","29","31","22.25","11760971","2014-09-30T00:00:00.000","2","0","29","31","2016-09-30T00:00:00.000","POINT (-91.669808 41.978122)"
"ConnectFive, Inc.","Johnson","Coralville","Closed Contracts - Partial","High Quality Jobs Program","14-HQJDF-016","2013-12-20T00:00:00.000","644260","195000","75000","0","10","0","0","10","21.71","6","0","0","6","21.71","525971","2016-12-31T00:00:00.000","1","0","0","1","2018-12-31T00:00:00.000","POINT (-91.577768 41.672677)"
"Doran & Ward Printing Company","Des Moines","Burlington","Closed Contracts - Full","Targeted Jobs","15-TJWTC-009","2015-02-20T00:00:00.000","1488223","1074000","0","38629","3","0","10","13","17.54","3","0","10","13","17.54","0","2018-02-28T00:00:00.000","0","0","0","0","2025-02-28T00:00:00.000","POINT (-91.101278 40.81059)"
"Warren Distribution, Inc.","Pottawattamie","Council Bluffs","Closed Contracts - Successful","130% Component","11-130-026","2011-03-17T00:00:00.000","6430401","5275401","100000","630024","2","9","0","11","18.56","2","9","0","11","18.56","7382020","2014-03-31T00:00:00.000","2","9","0","11","2016-03-31T00:00:00.000","POINT (-95.85436 41.258963)"
"The Lauridsen Group, Inc.","Polk","Ankeny","Closed Contracts - Partial","High Quality Jobs Program","12-HQJP-005","2011-08-18T00:00:00.000","8700000","8700000","0","673500","16","0","0","16","23.75","16","0","0","16","23.75","10052108","2015-02-28T00:00:00.000","15","0","0","15","2017-02-28T00:00:00.000","POINT (-93.600414 41.72508)"
"Transco Railway Products, Inc.","Fayette","Oelwein","Closed Contracts - Successful","High Quality Jobs Program","14-HQJDF-045","2014-06-20T00:00:00.000","7950000","7950000","80000","418500","16","0","0","16","14.32","16","0","0","16","14.32","8035350","2017-06-30T00:00:00.000","16","0","0","16","2019-06-30T00:00:00.000","POINT (-91.911989 42.678527)"
"Alter Trading Corporation","Scott","Davenport","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-030","2015-01-16T00:00:00.000","6700000","5995500","0","160225","4","0","9","13","17.47","4","0","9","13","17.47","6728719","2018-01-31T00:00:00.000","4","0","9","13","2020-01-31T00:00:00.000","POINT (-90.577036 41.523527)"
"MediRevv, Inc.","Johnson","Coralville","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-044","2013-06-21T00:00:00.000","3825000","2425000","0","150000","16","0","40","56","20.51","16","0","40","56","20.51","4665961","2016-06-30T00:00:00.000","16","0","40","56","2018-06-30T00:00:00.000","POINT (-91.577768 41.672677)"
"Black Cat Blades","Clinton","DeWitt","Closed Contracts - Partial","High Quality Jobs Program","13-HQJDF-006","2012-08-17T00:00:00.000","3660000","3605000","250000","329500","50","0","0","50","14.36","19","0","0","19","14.36","3555886","2016-12-31T00:00:00.000","19","0","0","19","2018-12-31T00:00:00.000","POINT (-90.548027 41.824275)"
"Probioferm, LLC.","Polk","Urbandale","Closed Contracts - Successful","Entrepreneurial Component","11-EC-015","2011-06-16T00:00:00.000","994960","994960","250000","0","0","0","0","0","0","0","0","0","0","0","1236909","2014-06-30T00:00:00.000","0","0","0","0","2016-06-30T00:00:00.000","POINT (-93.736522 41.630343)"
"Alcoa, Inc.","Scott","Riverdale","Closed Contracts - Successful","130% Component","12-130-007","2011-09-15T00:00:00.000","300000000","162900000","3000000","1360000","150","200","0","350","22.54","150","200","0","350","22.54","304066880","2015-01-31T00:00:00.000","150","200","0","350","2017-01-31T00:00:00.000","POINT (-90.464346 41.539386)"
"Employers Mutual Casualty Company","Polk","Des Moines","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-025","2014-12-19T00:00:00.000","39000000","33000000","0","2860000","0","103","35","138","22.52","0","138","0","138","22.52","46630967","2017-12-31T00:00:00.000","0","103","35","138","2019-12-31T00:00:00.000","POINT (-93.620309 41.588822)"
"Skyworks Solutions, Inc.","Linn","Cedar Rapids","Closed Contracts - Successful","High Quality Jobs Program","09-HQJC-003","2008-08-21T00:00:00.000","877432","877432","0","1000000","21","0","10","31","40.75","21","0","10","31","25.92","7414331","2015-05-31T00:00:00.000","21","0","10","31","2017-05-31T00:00:00.000","POINT (-91.669808 41.978122)"
"Outcomes Incorporated","Polk","West Des Moines","Closed Contracts - Successful","High Quality Jobs Program","13-HQJDF-005","2012-08-17T00:00:00.000","2175000","2175000","150000","124500","20","0","0","20","23.12","20","0","0","20","23.12","1929973","2017-12-31T00:00:00.000","10","0","0","10","2019-12-31T00:00:00.000","POINT (-93.713031 41.575505)"
"Castle Metal, Inc. (Kasteel Metaal B.V.)","Marion","Pella","Closed Contracts - Full","High Quality Jobs Program","14-HQJDF-001","2013-07-19T00:00:00.000","4060000","3245000","200000","184200","25","0","1","26","17.54","25","0","1","26","17.54","0","2017-12-31T00:00:00.000","0","0","0","0","2019-12-31T00:00:00.000","POINT (-92.916445 41.408107)"
"Heartland Financial USA Inc.","Dubuque","Dubuque","Closed Contracts - Successful","100% Component","12-100-010","2012-06-22T00:00:00.000","2137991","1720000","160000","96670","32","0","0","32","15.78","32","0","18","50","15.78","2559016","2015-06-30T00:00:00.000","32","0","0","32","2017-06-30T00:00:00.000","POINT (-90.667314 42.505512)"
