"company_name","form_numbers","effectivedate","a","b","c","d","e","f","g","h","i","j","hdf","hdg","hdj","k","l","m","n"
"CompBenefits Insurance Company","MIPPA plans IAAIMESG et al","2021-11-01T00:00:00.000","0.095",,,,,"0.055","0.095",,,,,"0.0",,,,,"0.055"
"Wellmark Blue Cross Blue Shield of Iowa","Modernized MIPPA & Preferred  (A, D, F, HDF, G, and N)","2022-01-01T00:00:00.000","0.05",,,"0.063",,"0.059","0.064",,,,"0.059",,,,,,"0.072"
"Everest Reinsurance Company","Modernized MIPPA plans EVMSFA2016GN - Plan F et al","2021-10-01T00:00:00.000",,,"0.137",,,"0.137","0.137",,,,,,,,,,"0.137"
"Wellmark Blue Cross Blue Shield of Iowa","Plan A et al","2022-01-01T00:00:00.000","0.06",,"0.055",,"0.069","0.099",,,,"0.055",,,,,"0.055",,
"National Health Insurance Company","2010 MIPPA 38020 A IA et al (Plans A, F, Hi-F, G, N)","2022-01-01T00:00:00.000","-0.02",,,,,"0.0","-0.02",,,,"-0.02",,,,,,"-0.1"
"Garden State Life Insurance Company","MACRA Medicare supplement -- Form GSL-2020","2022-01-01T00:00:00.000","0.065",,,,,"0.065","0.065",,,,,"0.065",,,,"0.065","0.065"
"Bankers Fidelity Assurance Company","2010 MIPPA B 21492 et al","2022-03-01T00:00:00.000","0.089",,,,,"0.089","0.089",,,,,"0.0",,"0.0",,,"0.089"
"United of Omaha Life Insurance Company","1992 Legacy:  UM1, UM4, and UM5","2021-10-01T00:00:00.000","0.0",,,,,"0.06","0.08",,,,,,,,,,
"United of Omaha Life Insurance Company","2010 MIPPA plans:  UM20, UM23, UM24, UM30","2021-10-01T00:00:00.000","0.0",,,,,"0.06","0.08",,,,,,,,,"0.08",
"Colonial Penn Life Insurance Company","2010 Modernized MIPPA plans CPL-GR-A80 et al","2022-01-01T00:00:00.000","0.1","0.06","0.12","0.06",,"0.06","0.02",,,,"0.0","0.0",,"0.0","0.1","0.06","0.15"
"Loyal American Life Insurance Company","Modernized MIPPA --Loyal-MS-AA-A et al","2022-01-01T00:00:00.000","0.099","0.099","0.099","0.099",,"0.099","0.099",,,,,,,,,,"0.099"
"Cigna National Health Insurance Company (PKA Central Reserve Life)","3MA et al","2022-01-19T00:00:00.000",,,,,,"0.065","0.065",,,"0.065",,,,,,,
"State Farm Mutual Automobile Insurance Company","MIPPA 97067 et al || Pre-MIPPA 97037 et al","2022-01-01T00:00:00.000","0.099",,"0.099","0.051",,"0.099","0.051",,,,,,,,,,"0.051"
"Independence American Insurance Company","Modernized MIPPA plans IACMSP19G et al","2021-10-01T00:00:00.000","0.06",,,,,"0.06","0.06",,,,,,,,,,"0.06"
"Federal Life Insurance Company","Standardized MIPPA plans MTF25-25888 et al","2021-09-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,"0.0"
"Great American Life Insurance Company","1MSPA0001 et al","2022-01-19T00:00:00.000",,,,,,"0.079","0.079",,,,,,,,,,
"Bankers Life & Casualty Company","GR-A05A et al, GR-A06A et al, GR-A70B (Under Age)","2022-01-01T00:00:00.000",,,"0.0","0.04",,"0.02","0.0",,,"0.0","0.0",,,,"0.05",,
"Central States Indemnity Co. of Omaha","* MIPPA plans -- CSMSFA2010IA - Plan F et al","2021-11-01T00:00:00.000","0.135","0.135","0.135",,,"0.135","0.135",,,,,,,,,,"0.135"
"S. USA Life Insurance Company, Inc.","MIPPA plans MSPAAU16GN, MSPFAU16GN, MSPGAU16GN","2021-09-01T00:00:00.000","0.125",,,,,"0.1","0.129",,,,,,,,,,
"Mutual of Omaha Insurance Company","M181 (Agency)","2021-09-01T00:00:00.000","0.0",,"0.0","0.0",,"0.055",,,"0.0",,,,,,,,
"Colonial Penn Life Insurance Company","4-82-703 Agent","2020-07-09T00:00:00.000","0.0","0.0","0.0",,,"0.0",,,,,,,,,,,
"Mutual of Omaha Insurance Company","M500 (Group)","2021-09-01T00:00:00.000","0.0",,,"0.0",,"0.14",,,,,,,,,,,
"United World Life Insurance Company","WM1 et al","2021-09-01T00:00:00.000","0.025","0.03","0.0","0.03",,"0.03","0.03",,,,,,,,,,
"Transamerica Life Insurance Company (formerly Life Investors)","2010 IND MIPPA plans:  MS2013IPT-F IA et al","2021-11-01T00:00:00.000","0.035","0.035","0.035","0.0",,"0.035","0.0",,,,,,,"0.0","0.0","0.0","0.0"
"Provident American Life and Health Insurance Company","3PA(IA) et al","2021-12-06T00:00:00.000","0.065",,,"0.065",,"0.065","0.065","0.065","0.065","0.065","0.065",,,,,,
"Sterling Investors Life Insurance Company","Modernized MIPPA plans SIMSAA2010IA","2021-12-01T00:00:00.000","0.087","0.087","0.087","0.087",,"0.087","0.087",,,,"0.087",,,,,"0.087","0.087"
"Gerber Life Insurance Company","MTG20, MTG24, MTG25, MTG1, MTG4, MTG5","2021-10-01T00:00:00.000","0.05",,,,,"0.05","0.05",,,,,,,,,,
"Manhattan Life Insurance Company (The)","2010 MIPPA_Plans MLMSAAIA et al","2021-10-01T00:00:00.000","0.15",,"0.15",,,"0.15","0.15",,,,,,,,,,"0.15"
"Epic Life Insurance Company (The)","2010  MIPPA plans (open) 28147-088-1601 (Plan F) et al","2022-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Epic Life Insurance Company (The)","2010 MIPPA plans (E10524-1101 (closed)","2022-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Forethought Life Insurance Company","Forms MSF10-01 et al (A, C, F, G, and N)","2021-10-01T00:00:00.000","0.095",,"0.095",,,"0.095","0.095",,,,,,,,,,"0.095"
"Bankers Life & Casualty Company","GP-A11, GP-A12","2022-01-01T00:00:00.000",,,"0.0","0.0",,"0.0","0.04",,,,,,,,,,
"United of Omaha Life Insurance Company","2010 MIPPA plan N:  UM31","2021-08-01T00:00:00.000",,,,,,,,,,,,,,,,,"0.05"
"UniCare Life & Health Insurance Company","Standard F IA0001F et al","2021-09-01T00:00:00.000","0.0",,,,,"0.0",,,,,"0.0",,,,"0.0",,
"Nassau Life Insurance Company of Kansas","MIPPA -- NKS MS19-PLAN G IA et al","2021-07-01T00:00:00.000","0.02",,,,,"0.02","0.02",,,,,,,,,,"0.02"
"Liberty Bankers Life Insurance Company","2010 MIPPA plans LBL-MSF-POL-0416 et al","2021-09-01T00:00:00.000","0.12",,,,,"0.12","0.14",,,,,,,,,,"0.06"
"Government Personnel Mutual Life Insurance Company","Modernized Forms MTP20 (Plan A) et al","2021-08-01T00:00:00.000","0.09",,"0.09",,,"0.09","0.09",,,,,,,,,,"0.09"
"Omaha Insurance Company","2010 MIPPA --  	NM20, NM23, NM24","2021-07-01T00:00:00.000","0.055",,,,,"0.128","0.128",,,,"0.055",,,,,,"0.068"
"ManhattanLife Insurance and Annuity Company","MIPPA --  MCMSAGIA et al","2021-07-01T00:00:00.000","0.06",,,,,"0.06","0.06",,,,,,,,,,"0.03"
"Combined Insurance Company of America","14971 et al","2021-08-01T00:00:00.000",,,"0.05","0.05",,"0.05",,,,,,,,,,,
"Combined Insurance Company of America","2010 MIPPA - Forms 14903, 14905, and 14906 (A, F, and N)","2021-08-01T00:00:00.000",,,,,,"0.09",,,,,,,,,,,
"American Retirement Life Insurance Company","MIPPA *agent* plans:  AR-MS-AA-F-AI et al","2021-10-01T00:00:00.000",,,,,,"0.119","0.119",,,,,,,,,,"0.119"
"American Retirement Life Insurance Company","MIPPA *direct* plans:  AR-MSD-AA-F-IA et al","2021-10-01T00:00:00.000",,,,,,"0.119","0.119",,,,,,,,,,"0.119"
"National Guardian Life Insurance Company","NGLMEDF10ST-OT et al (MIPPA A, F, G, and N)","2021-07-01T00:00:00.000","0.03",,,,,"0.03","0.03",,,,,,,,,,"0.03"
"Cigna Health and Life Insurance Company","CHLIC-MS-AA-F-IA et al","2021-10-01T00:00:00.000","0.13",,,,,"0.13","0.118",,,,"0.06",,,,,,"0.06"
"Medico Insurance Company","2010 Individual MIPPA plans: MSA70F-C et al (A, F, G, N)","2021-11-01T00:00:00.000",,,,,,"0.065",,,,,,,,,,,"0.065"
"Colonial Penn Life Insurance Company","4-82-703 Agent","2021-04-26T00:00:00.000","0.0","0.0","0.0",,,"0.0",,,,,,,,,,,
"Central States Health & Life Co. of Omaha","Individual S25","2021-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05","0.05",,,,"0.05",,,,,,
"Family Life Insurance Company","MSAAF200810 et al (1990 and 2010 plans)","2021-07-01T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.07","0.07",,,,,,,,,"0.0","0.0"
"Bankers Fidelity Life Insurance Company","2010 MIPPA B 21092","2021-05-04T00:00:00.000","0.149",,,,,"0.149","0.149",,,,"0.0",,,"0.0",,,"0.149"
"Bankers Fidelity Life Insurance Company","B 9200 et al","2021-05-04T00:00:00.000",,,,,"0.0","0.09","0.0",,"0.0",,,,,,,,
"Central States Health & Life Co. of Omaha","Group - S48 C","2021-06-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0",,,,,,,,,,,
"Globe Life and Accident Insurance Company","GGRMSP","2021-07-01T00:00:00.000","0.06","0.06","0.06",,,"0.06",,,,,,,,,,,
"United Insurance Company of America","2010 MIPPA U-MCS-20-G-IA et al","2021-08-01T00:00:00.000","0.07",,,"0.07",,"0.03","0.07",,,,,"0.03",,,,,"0.03"
"Great Southern Life Insurance Company","MIPPA GAA500-A, F, High-F, G, and N","2021-08-01T00:00:00.000","0.08",,,,,"0.08","0.08",,,,"0.0",,,,,,"0.06"
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","922A-IA et al","2021-09-08T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,,,,,,,
"Great Southern Life Insurance Company","MIPPA GAA503-A DR; GAA503-F DR; GAA503-G DR; GAA503-N DR","2021-07-01T00:00:00.000","0.07",,,,,"0.06","0.07",,,,,,,,,,"0.05"
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-020501-UTA-IA","2021-09-08T00:00:00.000",,,"0.05","0.05",,"0.05","0.05",,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-051301 et al","2021-09-08T00:00:00.000",,,,,,,,"0.05","0.05","0.05",,,,,,,
"Oxford Life Insurance Company","2010 MIPPA plans:  2010-104-F-IA et al","2021-06-01T00:00:00.000","0.0",,,,,"0.12","0.12",,,,,,,,,,"0.12"
"Standard Life and Accident Insurance Company","124A-192B","2021-11-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,"0.06",,,,,,
"American Continental Insurance Company","2010 Modernized MIPPA ACIMSP17F IA et al","2021-08-01T00:00:00.000","0.14","0.14",,,,"0.14","0.14",,,,"0.14",,,,,,"0.14"
"State Mutual Insurance Company","MS-AAIA - Plan A (for polices novating from Lincoln Heritage)","2021-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Lincoln Heritage Life Insurance Company","MS-AAIA - Plan A et al (some novated to State Mutual)","2021-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Capitol Life Insurance Company","MIPPA CAPMSP19G et al","2021-08-01T00:00:00.000","0.04",,,,,"0.04","0.04",,,,,,,,,,"0.02"
"United States Fire Insurance Company","Med Supp-10000P-Plan G et al","2021-07-01T00:00:00.000",,,,,,"0.0","0.03",,,,,"0.0",,,,,"0.0"
"Western Catholic Union","2010 Standardized Medicare Supplement Plans A, F, G and N.","2021-05-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,,,,,,,"0.15"
"United American Insurance Company","DMSA, B, (<65)","2021-06-15T00:00:00.000","0.06","0.0",,,,,,,,,"0.06",,,,,,
"Washington National Insurance Company","IMP-9500, IMP-1950, CIC-1000 and WNIC-1004 All Plans","2021-06-01T00:00:00.000","0.0",,,"0.0","0.0","0.0","0.0",,,"0.0",,,,,,,
"United American Insurance Company","MSF et al","2021-06-15T00:00:00.000","0.0","0.06","0.06","0.06",,"0.06","0.0",,,,"0.0","0.0",,"0.0","0.0",,"0.06"
"Americo Financial Life and Annuity Insurance Company","Modernized MIPPA Medicare supplement -- AAA500-A, F, G, N","2021-07-01T00:00:00.000","0.14",,,,,"0.1","0.14",,,,,,,,,,"0.14"
"Heartland National Life Insurance Company","Standardized MIPPA 90090G et al","2022-06-01T00:00:00.000","0.12",,"0.146",,,,"0.128",,,,,,,,,,"0.05"
"Heartland National Life Insurance Company","Standardized MIPPA 90090G et al","2021-06-01T00:00:00.000","0.05",,"0.05",,,,"0.05",,,,,,,,,,"0.0"
"Physicians Life Insurance Company","Modernized MIPPA L030IA et al","2021-07-01T00:00:00.000","0.095",,,,,"0.095","0.095",,,,"0.095","0.095",,,,,
"Medico Insurance Company","Group MSA11A, MSA11D, MSA11F","2021-07-01T00:00:00.000","0.07",,,"0.07",,"0.07",,,,,,,,,,,
"Globe Life and Accident Insurance Company","GMSA et al","2021-04-15T00:00:00.000","0.09","0.09","0.09",,,"0.09","0.09",,,,"0.0","0.0",,,,,"0.0"
"Oxford Life Insurance Company (National States)","ASM-1 et al","2021-05-01T00:00:00.000",,,,"0.04",,"0.04",,,,"0.04",,,,,,,
"Genworth Life and Annuity Insurance Company","NAC-7602 (FedHome)","2021-06-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,"0.0",,,,,,,
"Aetna Life Insurance Company","2010 MIPPA || Group  plans A, B, F, G, and N","2021-06-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"0.0"
"Genworth Life and Annuity Insurance Company","MSP-1992-A","2021-04-01T00:00:00.000","0.0",,"0.0","0.0",,"0.0",,,,"0.0",,,,,,,
"Catholic United Financial",,"2021-05-01T00:00:00.000","0.07",,,,,"0.03","0.07",,,,,,,,,,"0.0"
"Medico Insurance Company","2010 Group MIPPA Plans: MSA21A, D, F, M, and N","2021-07-01T00:00:00.000","0.09",,,"0.09",,"0.09",,,,,,,,,,,"0.09"
"Guarantee Trust Life Insurance Company","9242A et al","2021-02-04T00:00:00.000",,,,"0.0",,,,,,,"0.0",,,,,,
"Medico Insurance Company","MS992A et al","2021-07-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,,,,,,,
"Continental Life Insurance Company of Brentwood, Tennessee","NC1-A et al","2021-04-01T00:00:00.000",,,,,,"0.0","0.0",,,,,,,,,,
"State Mutual Insurance Company","2010 MIPPA plans  (Direct and Brokerage)","2021-05-01T00:00:00.000",,,,,,"0.03","0.05",,,,"0.0",,,,,,"0.0"
"SILAC Insurance Company","920 Plans A-J","2021-05-01T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,"0.03",,"0.03",,
"Shenandoah Life Insurance Company","2010 MIPPA -- MS-AF 8-14 GN et al","2021-04-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,,,,,,,"0.0"
"Royal Neighbors of America","20069AA-IA et al","2021-04-01T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,,,,,,,,,
"Assured Life Association","IAMSIF06ST et al","2021-03-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06","0.06",,,,,,,,,,"0.06"
"Massachusetts Mutual Life Insurance Company","Modernized MIPPA Plans 	MM-MSA0001, MM-MSF0004 et al","2021-04-01T00:00:00.000","0.145",,,,,"0.145","0.145",,,,,,,,,,"0.08"
"Continental Life Insurance Company of Brentwood, Tennessee","2010 Modernized MIPPA CLIMSP10F IA et al","2021-06-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,"0.15",,,,,,"0.15"
"Coventry Health & Life Insurance Company","2010 MIPPA standardized plans CHLEXCMS14A et al","2021-04-01T00:00:00.000","0.055","0.055",,,,"0.055","0.055",,,,,,,,,,"0.055"
"Physicians Life Insurance Company","Forms L265 et al","2021-06-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,"0.0",,,,,,
"United World Life Insurance Company","2010 MIPPA plans WM24 (Plan F) et al","2021-03-01T00:00:00.000","0.0",,,,,"0.09","0.04",,,,"0.0","0.0",,,,,"0.05"
"Continental General Insurance Company","340, 3AA et al","2021-05-26T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,,,,,
"Jackson National Life Insurance Company -- Reassure America","A-4801-P et al","2020-12-30T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Great Southern Life Insurance Company","MIPPA GAA503-A DR; GAA503-F DR; GAA503-G DR; GAA503-N DR","2021-01-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,"0.0"
"Allianz Life Insurance Company of North America","N-1084-P et al","2020-12-30T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Nassau Life and Annuity Company (MQ, PM, UB)","MMSA-06 Plan F; MMSA-10 Plans A, D, F, G, N","2020-12-29T00:00:00.000","0.0",,,"0.0",,"0.0","0.0",,,,,,,,,,"0.0"
"Bankers Fidelity Assurance Company","2010 MIPPA B 21492 et al","2020-12-23T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,"0.0",,"0.0",,,"0.0"
"American National Life Insurance Company of Texas","Individual standardized MIPPA - ANL-SS15","2021-04-01T00:00:00.000","0.0",,,,,"0.16","0.16",,,,"0.0",,,,,,"0.087"
"USAA Life Insurance Company","2010 MIPPA - Plans A, F, G, and N)","2021-05-01T00:00:00.000","0.05",,,,,"0.0","0.05",,,,,,,,,,"0.0"
"USAA Life Insurance Company","LIM19799-A 1-92  (1990 A, D, F, and G)","2021-05-01T00:00:00.000","0.0",,,"0.0",,"0.0","0.0",,,,,,,,,,
"Golden Rule Insurance Company","GRI-H Plan A et al","2021-01-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,
"Aetna Health and Life Insurance Company","Forms AHLMSP14F IA et al -- 2010 MIPPA standardized plans","2021-04-01T00:00:00.000",,"0.14",,,,"0.14","0.14",,,,"0.14",,,,,,"0.14"
"Resource Life Insurance Company","Standarized MIPPA RL100A, RL100F, and RL100G","2021-04-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,
"Everence Association, Inc. -- FKA Mennonite","91339 Plan A et al","2021-04-01T00:00:00.000","0.093",,"0.08",,"0.04","0.032","-0.05",,"0.055",,,,,,"0.0",,"0.036"
"American Family Mutual Insurance Company","H-65","2021-04-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,,"0.0",,
"Pekin Life Insurance Company","H25-1A (Rev 12-94) (1990 plans)","2021-04-01T00:00:00.000","0.03",,"0.03",,,"0.03",,,,,,,,,,,
"Pekin Life Insurance Company","H25-1A (Rev 12-94) (2010 MIPPA)","2021-04-01T00:00:00.000","0.059",,,,,"0.059","0.059",,,,"0.059",,,,,,"0.059"
"First Health Life and Health Insurance Company",,"2021-04-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"-0.1"
"SILAC Insurance Company","Form 2070 (2010 MIPPA plans A, F, G, and N)","2021-04-01T00:00:00.000","0.095",,,,,"0.12","0.12",,,,,,,,,,"0.095"
"Shenandoah Life Insurance Company","MS-AA 5-06 GN - Plan A et al","2021-03-01T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,
"Physicians Mutual Insurance Company","MIPPA Plans P020, P025, P026, P027","2021-04-01T00:00:00.000","0.06",,,,,"0.05","0.06",,,,"0.05",,,,,,"0.06"
"Continental General Insurance Company","MIPPA plans:  CGI-MS-DM-AA-A et al","2021-05-19T00:00:00.000",,,,,,"0.085","0.085",,,,,,,,,,
"Loyal American Life Insurance Company","L-5230 et al","2021-05-26T00:00:00.000","0.08","0.08","0.08","0.08",,"0.08","0.08",,,,,,,,,,
"Humana Insurance Company","MIPPA:  IAMESHLF (Reader's Digest | Healthy Living) et al","2021-05-01T00:00:00.000","0.055",,,,,"0.075",,,,,"0.0",,,"0.055",,,"0.075"
"Unified Life Insurance Company (National Foundation)","NCDMA-93 (<65)","2021-01-01T00:00:00.000","0.07","0.07","0.07",,,"0.07",,,,,,,,,,,
"New York Life Insurance Company","NYM1 et al","2021-02-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,"0.0",,,,,,,,
"Sierra Health & Life Insurance Company","IA-SEL-A","2021-02-01T00:00:00.000","0.059","0.059","0.059",,,"0.059",,,,,,,,,,,
"Physicians Mutual Insurance Company","P620 (agent)","2021-04-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,,,,,,,
"Celtic Insurance Company","MS POL A - IA","2020-12-15T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07",,,"0.07",,,,,,,,
"American Family Life Assurance Company - AFLAC","A-1940F-28 et al","2021-08-01T00:00:00.000","0.025","0.025","0.025","0.025","0.025","0.025","0.025",,,,,,,,,,
"Medico Corp Life Insurance Company (FKA World Corp Ins. Co)","Standardized MIPPA MSM70A, MSM70F, and MSM70N","2021-04-01T00:00:00.000","0.0",,,,,"0.12","0.14",,,,,,,,,,"0.12"
"American Republic Corp Insurance Company","C-1024, C-1026 and all MIPPA 3100 series","2021-06-01T00:00:00.000",,,,,,"0.1",,,,"0.056","0.0",,,"0.0","0.0",,
"Loyal American Life Insurance Company","L-6200 series","2021-04-21T00:00:00.000",,,,,,,,"0.055","0.055","0.055",,,,,,,
"American National Life Insurance Company of Texas","Group ANL-SS05 et al","2021-02-15T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,
"Sterling Investors Life Insurance Company","Modernized MIPPA plans SIMSAA2010IA","2020-12-01T00:00:00.000","0.08","0.08","0.08","0.08",,"0.08","0.08",,,,"0.08",,,,,"0.08","0.08"
"Reserve National Insurance Company","2010 MIPPA plans:  MCS-10-F et al","2021-01-01T00:00:00.000","0.13",,"0.13",,,"0.13","0.13",,,,"0.13",,,,,,"0.13"
"Sterling Life Insurance Company","IASEL","2021-04-07T00:00:00.000",,,,,,"0.025",,,,,,,,,,,
"Sterling Life Insurance Company","IASTD","2021-04-07T00:00:00.000",,,,,,"0.05","0.05",,,,,,,"0.05",,,
"Reserve National Insurance Company","MCS-92-A et al","2021-01-01T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07",,,,,"0.07",,,,,,
"Puritan Life Insurance Company of America","Modernized 2010 MIPPA plans PLICA-MS-PLANG et al","2021-04-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,,,,,,,"0.15"
"Unified Life Insurance Company","2015 series Modernized MIPPA UNMSFA2015 (Plan F) et al","2021-03-01T00:00:00.000","0.14",,,,,"0.14","0.14",,,,"0.14",,,,,,"0.14"
"Individual Assurance Company, Life, Health & Accident","2010 MIPPA -- 94070 A, 94070 F, 94070 G, 94070 N","2021-02-01T00:00:00.000","0.12",,,,,"0.12","0.12",,,,,,,,,,"0.07"
"Lumico Life Insurance Company","Modernized MIPPA LUM-MSG-A-2018-001 et al","2021-03-01T00:00:00.000","0.03",,,,,"-0.05","0.03",,,,,,,,,,"0.0"
"Order of United Commercial Travelers of America","MS(F)-91, MS(F)-00, MS AF 06, MIPPA MSAAF2010","2020-12-01T00:00:00.000",,,,,,"0.05","0.05",,,,,,,,,,
"Atlantic Coast Life Insurance Company","Standardized MIPPA plans ACLG10ST-OT et al","2021-03-01T00:00:00.000","0.06",,"0.06",,,,"0.06",,,,,,,,,,"0.02"
"Thrivent Financial for Lutherans","12052IA, 12093IA","2021-01-01T00:00:00.000","0.04","0.02","0.02","0.02",,"0.04","0.04","0.02","0.02",,"0.0",,,,"0.0","0.0",
"Sterling Investors Life (Assump Rein_Sterling National)","91020 F et al (2010 MIPPA A, F, G, and N)","2021-02-01T00:00:00.000","0.129",,,,,"0.129","0.129",,,,,,,,,,"0.129"
"Union Security Insurance Company","Standardized MIPPA USCMSP18G et al","2021-02-01T00:00:00.000","0.07",,,,,"0.06","0.07",,,,,,,,,,"0.03"
"American Retirement Life Insurance Company","MIPPA plans:AR-MSX-AA-F-IA et al  (prviate exchange)","2021-03-01T00:00:00.000","0.085",,,,,"0.085","0.099",,,,"0.0",,,,,,"0.085"
"American Retirement Life Insurance Company","MIPPA plans:AR-MSX-AA-F-IA et al  (prviate exchange)","2022-03-01T00:00:00.000","0.065",,,,,"0.03","0.065",,,,"0.03",,,,,,"0.03"
"Accendo Insurance Company","Modernized MIPPA Medicare supplement -- ACCMSP19A IA et al","2021-03-01T00:00:00.000","0.05",,,,,"0.05","0.05",,,,,,,,,,"0.05"
"Aetna Health Insurance Company","Modernized MIPPA AHIMSP19G et al","2021-03-01T00:00:00.000","0.08","0.08",,,,"0.02","0.08",,,,,"0.0",,,,,"0.04"
"American Republic Insurance Company","Ind. A-3146 et al","2021-01-01T00:00:00.000","0.03",,"0.08",,,"0.12",,,,"0.035","0.09",,,,,,
"American Republic Insurance Company","Group - A3405","2021-01-01T00:00:00.000","0.03",,,,"0.03","0.065",,,,,,,,"0.03","0.03",,
"Mutual of Omaha Insurance Company","MIPPA plans MX20, MX24, MX25  (transition retiree to individual)","2021-01-01T00:00:00.000","0.0",,,,,"0.04","0.0",,,,,,,,,,
"Bankers Life & Casualty Company","GR-A05A et al, GR-A06A et al, GR-A70B (Under Age)","2021-01-01T00:00:00.000","0.05",,"0.05","0.05",,"0.05","0.05",,,"0.05","0.0",,,,"0.05",,
"Central States Health & Life Co. of Omaha","Standardized MIPPA COMSGA2019IA et al","2021-03-01T00:00:00.000","0.08",,"0.08",,,"0.0","0.08",,,,,,,,,,"0.06"
"American Family Life Assurance Company - AFLAC","2010 MIPPA A19MSFRIA et al","2020-12-15T00:00:00.000","0.06",,"0.06","0.1",,"0.1","0.06",,,,,,,,,,"0.06"
"HumanaDental Insurance Company","MIPPA A, F, F(HD), G, and N (IAMESVF(HD) et al)","2021-04-01T00:00:00.000","0.055",,,,,"0.12","0.09",,,,"0.0","0.0",,,,,"0.055"
"Guarantee Trust Life Insurance Company","2010 MIPPA Plans:  G1040A, G1040C, and G1040N","2021-03-01T00:00:00.000","0.17",,,,,"0.17","0.15",,,,,,,,,,"0.15"
"Standard Life and Accident Insurance Company","2010 MIPPA plans: 2010-1006-F et al","2021-03-01T00:00:00.000","0.1","0.1","0.1","0.1",,"0.1","0.1",,,,"0.1",,,,,,"0.1"
"Sterling Life Insurance Company","2011 MIPPA SEL F (09/11) et al","2021-02-04T00:00:00.000","0.085","0.085","0.085",,,"0.085","0.085",,,,,,,"0.085",,,"0.085"
"Sterling Life Insurance Company","2011 MIPPA STD F (09/11) et al","2021-02-04T00:00:00.000","0.085","0.085","0.085",,,"0.085","0.085",,,,,,,"0.085",,,"0.085"
"Aetna Life Insurance Company","2010 MIPPA IND GR-11613 A 01, B 01, F 01, G 01, and N 01","2021-01-01T00:00:00.000","0.055","0.055",,,,"0.055","0.055",,,,,,,,,,"0.055"
"Colonial Penn Life Insurance Company","2010 Modernized MIPPA plans CPL-GR-A80 et al","2021-01-01T00:00:00.000","0.12","0.07","0.07","0.07",,"0.05","0.12",,,,"0.09","0.0",,"0.07","0.095","0.07","0.15"
"Wellmark Blue Cross Blue Shield of Iowa","Modernized MIPPA & Preferred  (A, D, F, HDF, G, and N)","2021-01-01T00:00:00.000","0.15",,,"0.042",,"0.098","0.121",,,,"0.098",,,,,,"0.081"
"Wellmark Blue Cross Blue Shield of Iowa","Plan A et al","2021-01-01T00:00:00.000","0.034",,"0.032",,"0.058","0.068",,,,"0.032",,,,,"0.032",,
"Philadelphia American Life Insurance Company","2010 Standardized MIPPA -- MS.F.PAL.IA et al","2021-09-01T00:00:00.000","0.0",,"0.0",,,"0.0","0.0",,,,"0.0",,,,,,"0.0"
