"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"157","20842976","2022-05-02T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","45.724846","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","3.442622951","2022-08-15T12:07:15.000"
"158","19682846","2021-07-15T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Interstate Compact Probation","Male","White","No HS Diploma","Eleventh","44.47638604","7099","NCIC Virtual Code","NCIC - CRIMES AGAINST PERSON","Other","Other Criminal","12.98360656","2022-08-15T12:07:15.000"
"159","20329874","2021-08-06T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","23.6659822","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","12.26229508","2022-08-15T12:07:15.000"
"160","19758410","2021-10-14T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","47.09103354","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","10","2022-08-15T12:07:15.000"
"161","19368551","2021-06-01T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","32.29021218","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","14.42622951","2022-08-15T12:07:15.000"
"162","3364925","2017-11-15T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","58.09445585","716.4","D Felony","CRIMINAL MISCHIEF 2ND DEGREE","Property","Vandalism","56.85245902","2022-08-15T12:07:15.000"
"163","18197435","2021-02-25T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","33.41820671","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","17.57377049","2022-08-15T12:07:15.000"
"164","19675568","2022-04-25T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Parole","Male","Black","No HS Diploma","Eleventh","23.56194387","708.6(1)","C Felony","INTIMIDATION WITH A DANGEROUS WEAPON","Violent","Assault","3.672131148","2022-08-15T12:07:15.000"
"165","19748129","2022-04-08T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Probation","Female","White","No HS Diploma","Unknown","32.24640657","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","4.229508197","2022-08-15T12:07:15.000"
"166","18790262","2021-10-26T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","American Indian or Alaska Native","HS Diploma or Equivelent","High School Diploma","33.11978097","321.561","Aggravated Misdemeanor","DRIVING WHILE BARRED - MOTOR VEHICLE","Public Order","Traffic","9.606557377","2022-08-15T12:07:15.000"
"167","20803172","2020-08-21T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Special Sentence","Male","White","No HS Diploma","Unknown","22.86105407","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","23.73770492","2022-08-15T12:07:15.000"
"168","19594619","2022-07-30T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Pre-Trial Release","Pretrial Release With Supervision","Male","White","No HS Diploma","Eleventh","27.89322382","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","0.5245901639","2022-08-15T12:07:15.000"
"169","20471294","2020-11-24T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Pretrial Release With Supervision","Male","Black","HS Diploma or Equivelent","High School Diploma","23.21423682","708.6","C Felony","Intimidation with Dangerous Weapon-Intent (Non-Forcible)","Violent","Assault","20.62295082","2022-08-15T12:07:15.000"
"170","79427","2022-02-23T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","59.03901437","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","5.672131148","2022-08-15T12:07:15.000"
"171","19999091","2022-06-10T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Pretrial Release With Supervision","Female","White","No HS Diploma","Eleventh","18.62286105","716.4","D Felony","CRIMINAL MISCHIEF 2ND DEGREE","Property","Vandalism","2.163934426","2022-08-15T12:07:15.000"
"172","18065192","2020-06-01T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","36.99931554","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","26.39344262","2022-08-15T12:07:15.000"
"173","3093731","2020-10-18T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","51.77275838","706B.2(1)","C Felony","MONEY LAUNDERING ACTIVITIES","Other","Other Criminal","21.83606557","2022-08-15T12:07:15.000"
"174","3215252","2022-06-09T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Pretrial/PSI/Probation","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","48.47638604","716.5","Aggravated Misdemeanor","CRIMINAL MISCHIEF 3RD DEGREE","Property","Vandalism","2.196721311","2022-08-15T12:07:15.000"
"175","18004838","2020-12-11T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","No HS Diploma","Eighth","23.12388775","124.401(1)(c)(7)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Amph LT 5 gm","Drug","Trafficking","20.06557377","2022-08-15T12:07:15.000"
"176","18854036","2020-05-28T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","Black","HS Diploma or Equivelent","High School Diploma","30.76249144","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","26.52459016","2022-08-15T12:07:15.000"
"177","20622140","2022-05-09T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","28.58590007","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","3.213114754","2022-08-15T12:07:15.000"
"178","19897772","2022-07-25T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Release With Services","Pretrial Release With Supervision","Female","Black","No HS Diploma","Unknown","20.24640657","716.6,A","Serious Misdemeanor","CRIMINAL MISCHIEF 4TH DEGREE","Property","Vandalism","0.6885245902","2022-08-15T12:07:15.000"
"179","18251183","2022-02-01T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","25.47022587","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.393442623","2022-08-15T12:07:15.000"
"180","18592415","2022-05-02T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","No HS Diploma","Eleventh","28.83230664","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","3.442622951","2022-08-15T12:07:15.000"
"181","18391646","2020-01-23T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","22.71868583","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","30.6557377","2022-08-15T12:07:15.000"
"182","18153104","2021-10-20T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.11635866","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","9.803278689","2022-08-15T12:07:15.000"
"183","18316418","2018-05-21T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","Post-Secondary","Vocational Program/Technical Certificate","28.99657769","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking","50.72131148","2022-08-15T12:07:15.000"
"184","18802124","2017-12-01T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 1","Parole","Male","Black","HS Diploma or Equivelent","High School Diploma","32.19986311","711.3","C Felony","ROBBERY 2ND DEGREE, 85%","Violent","Robbery","56.32786885","2022-08-15T12:07:15.000"
"185","20337077","2018-03-22T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Asian or Pacific Islander","No HS Diploma","Eighth","47.39219713","708.4(2)","D Felony","WILLFUL INJURY - CAUSING BODILY INJURY","Violent","Assault","52.68852459","2022-08-15T12:07:15.000"
"186","19335581","2022-04-05T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"20.36960986","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","4.327868852","2022-08-15T12:07:15.000"
"187","18943949","2020-07-13T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Asian or Pacific Islander","HS Diploma or Equivelent","High School Diploma","28.0054757","507E.3(2)","D Felony","INSURANCE FRAUD","Property","Forgery/Fraud","25.01639344","2022-08-15T12:07:15.000"
"188","19222166","2022-05-19T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","White","No HS Diploma","Eighth","29.7467488","713.6","D Felony","ATTEMPTED BURGLARY 2ND DEGREE","Property","Burglary","2.885245902","2022-08-15T12:07:15.000"
"189","18478700","2021-07-01T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","38.24229979","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","13.44262295","2022-08-15T12:07:15.000"
"190","18804941","2020-06-26T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","35.03353867","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","25.57377049","2022-08-15T12:07:15.000"
"191","20422862","2020-08-21T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Special Sentence","Male","White","HS Diploma or Equivelent","HiSET/GED","29.10609172","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","23.73770492","2022-08-15T12:07:15.000"
"192","20449307","2021-02-23T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","25.96303901","321.279(3)(a)","D Felony","ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony","Public Order","Traffic","17.63934426","2022-08-15T12:07:15.000"
"193","20061470","2022-07-08T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Release With Services","Pretrial Release With Supervision","Male","White","No HS Diploma","Ninth","35.70704997","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","1.245901639","2022-08-15T12:07:15.000"
"194","18784505","2020-11-10T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","41.59342916","124.401(5)(a)","Serious Misdemeanor","Possession of a Controlled Substance - 1st Offense","Drug","Drug Possession","21.08196721","2022-08-15T12:07:15.000"
"195","19997435","2022-01-14T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","36.47364819","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","6.983606557","2022-08-15T12:07:15.000"
"196","19767626","2022-06-14T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Pretrial Release With Supervision","Female","White","No HS Diploma","Eleventh","33.88911704","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.032786885","2022-08-15T12:07:15.000"
"197","18037133","2019-01-09T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","American Indian or Alaska Native","No HS Diploma","Unknown","23.1266256","321J.2(A)","Serious Misdemeanor","OPER VEH WH INT (OWI) / SER MISD / 1ST OFF -","Public Order","OWI","43.08196721","2022-08-15T12:07:15.000"
"198","18159491","2022-05-27T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Parole","Male","White","No HS Diploma","Tenth","56.10130048","124.401A","Felony - Enhancement to Original Penalty","Proh Acts-Dist, Poss w/Int to Dist Sched I, II, III-Real Prop-penalty enhanced-add 5 yr","Drug","Trafficking","2.62295082","2022-08-15T12:07:15.000"
"199","3309953","2021-05-24T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","44.09308693","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking","14.68852459","2022-08-15T12:07:15.000"
"200","18063449","2021-06-21T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Female","White","No HS Diploma","Eleventh","31.80013689","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","13.7704918","2022-08-15T12:07:15.000"
"201","19292456","2021-05-30T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","49.16358658","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","14.49180328","2022-08-15T12:07:15.000"
"202","19359530","2022-07-20T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Pretrial/PSI/Probation","Pretrial Release With Supervision","Male","White","No HS Diploma","Eleventh","33.96851472","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","0.8524590164","2022-08-15T12:07:15.000"
"203","19320359","2021-06-22T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","42.40657084","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","13.73770492","2022-08-15T12:07:15.000"
"204","18033482","2021-10-06T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Pretrial Release With Supervision","Female","White","HS Diploma or Equivelent","High School Diploma","41.59069131","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","10.26229508","2022-08-15T12:07:15.000"
"205","19876433","2020-10-27T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Parole","Female","White","Post-Secondary","Vocational Program/Technical Certificate","54.13552361","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","21.54098361","2022-08-15T12:07:15.000"
"206","19865360","2021-02-18T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Female","White","Post-Secondary","Bachelor's Degree","49.31964408","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","17.80327869","2022-08-15T12:07:15.000"
"207","44732","2017-11-06T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","70.91854894","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","57.14754098","2022-08-15T12:07:15.000"
"208","19006388","2022-02-14T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","28.18069815","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","5.967213115","2022-08-15T12:07:15.000"
"209","19549823","2020-05-12T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Pretrial Release With Supervision","Female","White","No HS Diploma","Eleventh","45.09514031","724.26(1)","D Felony","Dominion/Control of Firearm/Offensive Weapon by Felon","Public Order","Weapons","27.04918033","2022-08-15T12:07:15.000"
"210","18198761","2019-07-29T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","Black","No HS Diploma","Eleventh","23.27994524","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","36.49180328","2022-08-15T12:07:15.000"
"211","20739680","2020-10-15T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White","No HS Diploma","Eleventh","27.70431211","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","21.93442623","2022-08-15T12:07:15.000"
"212","18293207","2022-05-10T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Hispanic","No HS Diploma","Tenth","29.70841889","726.6(8)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","3.180327869","2022-08-15T12:07:15.000"
"213","19496846","2021-12-16T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","23.30184805","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking","7.93442623","2022-08-15T12:07:15.000"
"214","20114078","2022-06-16T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Pretrial Release With Supervision","Male","Black",,,"25.33059548","124.401(1C)","C Felony","POSSESSION OF A CONTROLLED SUBSTANCE","Drug","Trafficking","1.967213115","2022-08-15T12:07:15.000"
"215","3453989","2022-04-15T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","61.33059548","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","4","2022-08-15T12:07:15.000"
"216","20871059","2022-03-29T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","No HS Diploma","Eleventh","33.00479124","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","4.557377049","2022-08-15T12:07:15.000"
"217","19878935","2022-01-25T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Interstate Compact Probation","Male","Black","No HS Diploma","Unknown","28.47091034","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","6.62295082","2022-08-15T12:07:15.000"
"218","19806842","2017-11-09T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Male","White","No HS Diploma","Unknown","25.75770021","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","57.04918033","2022-08-15T12:07:15.000"
"219","20554112","2018-03-12T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","38.38740589","124.401(1)(c)(2)(b)","C Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm","Drug","Trafficking","53.01639344","2022-08-15T12:07:15.000"
"220","20060276","2021-12-13T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","33.9028063","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","8.032786885","2022-08-15T12:07:15.000"
"221","19558964","2021-02-23T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","38.97604381","321.279(3)","D Felony","ELUDING","Public Order","Traffic","17.63934426","2022-08-15T12:07:15.000"
"222","19255952","2022-03-04T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","39.73169062","321.279(3)(a)","D Felony","ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony","Public Order","Traffic","5.37704918","2022-08-15T12:07:15.000"
"223","18262736","2021-02-09T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Interstate Compact Probation","Male","White","No HS Diploma","Eleventh","33.78234086","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","18.09836066","2022-08-15T12:07:15.000"
"224","19418111","2022-05-11T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Interstate Compact Probation","Female","White","HS Diploma or Equivelent","High School Diploma","21.30321697","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","3.147540984","2022-08-15T12:07:15.000"
"225","20896160","2022-01-10T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","33.53045859","725.1","Aggravated Misdemeanor","PROSTITUTION","Public Order","Prostitution/Pimping","7.114754098","2022-08-15T12:07:15.000"
"226","18758465","2021-12-13T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Interstate Compact Parole","Female","White","No HS Diploma","Unknown","44.75838467","1199","NCIC Virtual Code","NCIC - SEXUAL ASSAULT","Violent","Sex","8.032786885","2022-08-15T12:07:15.000"
"227","18168932","2021-10-11T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.33538672","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","10.09836066","2022-08-15T12:07:15.000"
"228","18986885","2020-09-28T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","24.86516085","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","22.49180328","2022-08-15T12:07:15.000"
"229","18756698","2022-05-16T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","19.76454483","124.401(1)(c)(7)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Amph LT 5 gm","Drug","Trafficking","2.983606557","2022-08-15T12:07:15.000"
"230","18416966","2022-05-27T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","45.64271047","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","2.62295082","2022-08-15T12:07:15.000"
"231","18811598","2020-11-23T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","25.97946612","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","20.6557377","2022-08-15T12:07:15.000"
"232","18173873","2022-06-13T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","36.72005476","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","2.06557377","2022-08-15T12:07:15.000"
"233","3344051","2022-01-07T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","48.27652293","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","7.213114754","2022-08-15T12:07:15.000"
"234","19345124","2021-01-11T00:00:00.000","CBC Field","Fifth Judicial District","Knoxville Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.770705","708.7(2)","Aggravated Misdemeanor","HARASSMENT / 1ST DEG.","Violent","Assault","19.04918033","2022-08-15T12:07:15.000"
"235","18789548","2021-12-09T00:00:00.000","CBC Field","Sixth Judicial District","Benton, Iowa, Tama County Field Services","Probation","Female","White","Post-Secondary","Associate's Degree","59.19780972","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","8.163934426","2022-08-15T12:07:15.000"
"236","20460242","2021-09-08T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","23.39219713","709.12(1)(a)","Aggravated Misdemeanor","INDECENT CONTACT WITH A CHILD-10 Year Special Sentence","Violent","Sex","11.18032787","2022-08-15T12:07:15.000"
"237","18353030","2022-05-24T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","55.8329911","321J.21","Serious Misdemeanor","DRIVING WHILE LICENSE DENIED OR REVOKED -","Public Order","Traffic","2.721311475","2022-08-15T12:07:15.000"
"238","18067190","2022-05-17T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","No HS Diploma","Ninth","31.01984942","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","2.950819672","2022-08-15T12:07:15.000"
"239","19750841","2022-03-08T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","Post-Secondary","Vocational Program/Technical Certificate","39.40314853","708.8","D Felony","GOING ARMED WITH INTENT","Violent","Assault","5.245901639","2022-08-15T12:07:15.000"
"240","20332949","2022-03-14T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Hispanic","No HS Diploma","Sixth","31.93976728","716.5","Aggravated Misdemeanor","CRIMINAL MISCHIEF 3RD DEGREE","Property","Vandalism","5.049180328","2022-08-15T12:07:15.000"
"241","161282","2019-06-27T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Parole","Male","Black","Post-Secondary","Junior level college","53.44284736","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking","37.54098361","2022-08-15T12:07:15.000"
"242","18108254","2021-07-01T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","Hispanic","No HS Diploma","Tenth","29.77960301","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","13.44262295","2022-08-15T12:07:15.000"
"243","19127588","2020-10-30T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","29.43189596","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","21.44262295","2022-08-15T12:07:15.000"
"244","3320459","2019-06-18T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Special Sentence","Male","White","HS Diploma or Equivelent","HiSET/GED","49.31690623","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","37.83606557","2022-08-15T12:07:15.000"
