"u_id","name","description","creation_date","last_update_date_data","category","keywords","url","data_provided_by","source_link","asset_provider_organization","asset_start_date","asset_end_date","asset_collection_frequency","geographic_coverage","governor_s_transparency","asset_posting_frequency"
"x94d-63kr","FY2013 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2013. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website: www.state.nj.us/treasury/omb.","5/28/2015 13:06","5/28/2015 13:06","Government & Finance","2013,budget,christie,governor,message","https://data.nj.gov/d/x94d-63kr","NJ Office of Management and Budget",,"Treasury","2/21/2012","2/21/2012","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"sgmh-pc3t","2017 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of February 2017.","3/1/2017 14:11","3/1/2017 14:11","Government & Finance","expenditure,tax","https://data.nj.gov/d/sgmh-pc3t","NJ Department of the Treasury","http://www.state.nj.us/treasury/taxation/pdf/taxexpenditurereport2017.pdf","Treasury","2/28/2017","2/28/2017","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"3mbn-ydi4","2013 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2013.","5/29/2015 14:27","5/29/2015 14:27","Environment & Agriculture","council,highlands","https://data.nj.gov/d/3mbn-ydi4","NJ Highlands Council",,"Environmental Protection","3/28/2014","3/28/2014","Annually Calendar Year","Region","Other/Annual Data","Annually Calendar Year"
"2zp6-npp5","New Jersey Statistics: COVID-19","New Jersey Statistics: COVID-19","3/25/2022 17:07","3/25/2022 17:07","Health","coronavirus,covid,covid-19,nj","https://data.nj.gov/d/2zp6-npp5","DOH","https://njhealth.maps.arcgis.com/apps/dashboards/81a17865cb1a44db92eb8eb421703635","Health","Mar-22",,"On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"3w45-i74u","2018 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2018.","6/3/2019 14:44","6/3/2019 14:44","Environment & Agriculture","council,highlands","https://data.nj.gov/d/3w45-i74u","NJ Highlands Council","https://www.state.nj.us/njhighlands/news/annual_report/2018AR.pdf","Environmental Protection","5/8/2019","5/8/2019","Annually Calendar Year","Region","Other/Annual Data","Annually Calendar Year"
"idyr-3g2m","2016 New Jersey Schools Development Authority Annual Report","This document provides information on the Annual report for New Jersey Schools Development Authority for the year 2016.","6/20/2017 13:01","6/20/2017 13:01","Education","development,schools","https://data.nj.gov/d/idyr-3g2m","NJ Schools Development Authority",,"Treasury","2016","2016","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"54jy-phae","2018 Economic Development Authority Annual Report","This document provides information on 2018 Annual report for Economic Development Authority.","9/26/2019 13:04","9/26/2019 13:04","Economic Development","annual,authority,development,economic,report","https://data.nj.gov/d/54jy-phae","NJ Economic Development Authority","https://www.njeda.com/pdfs/2018AnnualReport.aspx","Community Affairs","2018","2018","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"j5mq-7kqg","Sandy EDA Master Data","This is a report for all the relevant columns of EDA - The Amount Allocated, Obligated and Paid broken down by federal agency, program, vendor, project, county, and municipality.","1/7/2015 16:36","8/3/2022 13:19","Economic Development","eda,sandy,sandy-master","https://data.nj.gov/d/j5mq-7kqg","EDA",,"Community Affairs","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"2f24-aeyx","Sandy HMFA Master Data","This is a report for all the relevant columns of HMFA - The Amount Obligated and Disbursed broken down by federal agency, program, applicant, project, county, and municipality.","1/7/2015 14:05","7/27/2022 18:13","Human Services","hmfa,sandy,sandy-master","https://data.nj.gov/d/2f24-aeyx","HMFA",,"Community Affairs","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"7z5s-3m9r","FY2015 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2015.","7/9/2014 20:42","7/9/2014 20:42","Government & Finance","2015,budget,summary","https://data.nj.gov/d/7z5s-3m9r","State of New Jersey",,"Treasury","2/25/2014","2/25/2014","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"8vfc-idth","Governor’s Transparency Website","This is a link to the YourMoney.NJ.Gov website.","4/30/2014 14:58","4/30/2014 14:58","Government & Finance","governor,link,transparency,website,yourmoney","https://data.nj.gov/d/8vfc-idth","NJ Office of the Governor","http://yourmoney.nj.gov/","Treasury","1/15/2015","2/16/2016","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"9qfp-48xj","NJSP Traffic Stop Data 2011","NJSP traffic stops January 1, 2011 to December 31, 2011 from OLEPS Traffic Stop Data Dashboard.","6/23/2021 22:56","6/30/2021 16:11","Public Safety","arrests,charges,frisk,k9,search,summons,traffic stop,use of force,warnings","https://data.nj.gov/d/9qfp-48xj","OLEPS","https://www.njoag.gov/trafficstops","Law & Public Safety","1-Jan-11","31-Dec-11","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"5gx7-bhup","2013 New Jersey Schools Development Authority Annual Report","This document provides information on the Annual report for New Jersey Schools Development Authority for the year 2013.","1/4/2017 18:25","1/4/2017 18:25","Education",,"https://data.nj.gov/d/5gx7-bhup","NJ Schools Development Authority",,"Treasury","2013","2013","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"mn3u-n2xy","NJ Department of Corrections Website","Link to NJ Department of Corrections Website","7/13/2017 12:07","7/13/2017 12:07","Public Safety","corrections","https://data.nj.gov/d/mn3u-n2xy","NJ Department of Corrections",,"Corrections","7/13/2017","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"e42x-mnay","Sandy DHS Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a report for all the relevant columns of DHS - The Amount Allocated, Obligated and Paid broken down by federal agency, program, vendor, project, county, and municipality.","12/9/2014 18:26","4/12/2018 18:49","Human Services","dhs,sandy,sandy-master","https://data.nj.gov/d/e42x-mnay","DHS",,"Human Services","12/29/2014","Ongoing","Monthly","County",,"Monthly"
"7iq9-3suh","CARES Act Awards","This dataset contains data for the State of New Jersey received from various Federal agencies under the CARES Act. The data reflects financial awards to State agencies to combat the costs and impacts of COVID-19. The data appears by program, agency, and amount of award.","9/8/2020 21:24","10/20/2021 17:41","Government & Finance","agency,awards,cares,covid,covid-19,federal,funding,program","https://data.nj.gov/d/7iq9-3suh",,,"State Department","9/30/2020",,"On-Demand/As-Needed",,,"On-Demand/As-Needed"
"hscu-tyc8","YourMoney 2008 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2008.","10/11/2016 18:53","10/11/2016 18:53","Government & Finance","2008,bonded,debt,non-bonded","https://data.nj.gov/d/hscu-tyc8","NJ Department of the Treasury",,"Treasury","11/7/2008","11/7/2008","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"nugp-fb9c","NJ Office of the Secretary of Higher Education Website","Link to NJ Office of the Secretary of Higher Education Website","7/13/2017 12:10","7/13/2017 12:10","Education","education,higher","https://data.nj.gov/d/nugp-fb9c","NJ Office of the Secretary of Higher Education",,"Higher Education","7/13/2017","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"5k8z-iprz","2014 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2014.","5/29/2015 14:29","5/29/2015 14:29","Environment & Agriculture","council,highlands","https://data.nj.gov/d/5k8z-iprz","NJ Highlands Council",,"Environmental Protection","3/31/2015","3/31/2015","Annually Calendar Year","Region","Other/Annual Data","Annually Calendar Year"
"j9i2-jh6f","Sandy DCA Master Data","This is a report for all the relevant columns of DCA - Amount Allocated, Obligated, Paid- broken down by program, project, county and municipality.","1/15/2015 19:44","8/3/2022 18:44","Human Services","dca,sandy,sandy-master","https://data.nj.gov/d/j9i2-jh6f","DCA",,"Community Affairs","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"5t6c-4ecu","2021 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2021.","2/14/2022 15:05","2/14/2022 15:05","Transportation","2022,annual,njtransit,report,transit","https://data.nj.gov/d/5t6c-4ecu","NJ Transit","https://d2g63oyneaimm8.cloudfront.net/sites/default/files/pdfs/annualreports/2021NJ_TRANSIT_AnnualReport_Front_Financials_Final_Hyperlinks_SinglePage_Update22.pdf","Transportation","2021","2021","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"jd62-ipm9","Retired Pension Explorer","This is a link to the Pension Explorer to query State pension data for retired employees.","9/9/2014 17:34","9/9/2014 17:34","Government & Finance","explorer,pension,retired","https://data.nj.gov/d/jd62-ipm9",,"https://data.nj.gov/pension_explorer","Treasury","12/31/2011","Ongoing","On-Demand/As-Needed","State","Pension Data","On-Demand/As-Needed"
"7fup-ksxf","featured_stories","Template Dataset: featured_stories","7/13/2017 22:27","5/11/2021 20:11",,,"https://data.nj.gov/d/7fup-ksxf",,,,,,,,,
"7ink-7zdr","FY2015 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2015. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website: www.state.nj.us/treasury/omb.","7/8/2014 20:00","7/8/2014 20:00","Government & Finance","2015,budget,christie,governor,message","https://data.nj.gov/d/7ink-7zdr","NJ Office of Management and Budget",,"Treasury","2/25/2014","2/25/2014","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"5vp9-e8fb","2014 Economic Development Authority Annual Report","This document provides information on 2014 Annual report for Economic Development Authority.","5/28/2015 19:58","5/28/2015 19:58","Economic Development","authority,development,economic","https://data.nj.gov/d/5vp9-e8fb","NJ Economic Development Authority",,"Community Affairs","2014","2014","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"xmyn-zqxs","WHO Coronavirus Website","On this website you can find information and guidance from WHO regarding the current outbreak of coronavirus disease (COVID-19) that was first reported from Wuhan, China, on 31 December 2019. Please visit this page for daily updates.","3/11/2020 17:19","3/11/2020 17:19",,"coronavirus,covid-19,health,who","https://data.nj.gov/d/xmyn-zqxs","WHO","https://www.who.int/emergencies/diseases/novel-coronavirus-2019","Health","3/11/2020","Ongoing","On-Demand/As-Needed","Federal",,"On-Demand/As-Needed"
"jfck-gz8m","FY2021 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2021. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website","3/12/2020 11:37","3/12/2020 11:37","Government & Finance","budget,fy2021","https://data.nj.gov/d/jfck-gz8m","NJ Office of Management and Budget","https://www.nj.gov/treasury/omb/index.shtml#currentpubs","Treasury","2/25/2020","2/25/2020","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"3h2k-77in","2018 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2018.","11/7/2019 12:39","11/7/2019 12:39","Government & Finance","2018,annual,pinelands,report","https://data.nj.gov/d/3h2k-77in","NJ Pinelands Commission","https://www.state.nj.us/pinelands/infor/online/Annual%20Report%202018%20(Final%20for%20website).pdf","Treasury","2018","2018","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"i6yi-75mu","2016 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2016.","10/13/2017 13:53","10/13/2017 13:53","Government & Finance","commission,pinelands","https://data.nj.gov/d/i6yi-75mu","NJ Pinelands Commission",,"Treasury","2016","2016","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"ipvv-8cey","2015 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of February 20, 2015.","5/29/2015 12:54","5/29/2015 12:54","Government & Finance","expenditure,tax","https://data.nj.gov/d/ipvv-8cey","NJ Department of the Treasury",,"Treasury","2/20/2015","2/20/2015","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"263m-h6ak","Economic Tracker","The Opportunity Insights Economic Tracker (https://tracktherecovery.org) combines anonymized data from leading private companies – from credit card processors to payroll firms – to provide a real-time picture of indicators such as employment rates, consumer spending, and job postings across counties, industries, and income groups.

All of the data displayed on the Economic Tracker can be downloaded here. In collaboration with our data partners, we are making this data freely available in order to assist in efforts to inform the public, policymakers, and researchers about the real-time state of the economy and the effects of COVID-19.

This isn't explicitly only related to COVID-19","7/21/2020 14:07","7/21/2020 14:07","Economic Development","coronavirus,covid-19,economic,tracker","https://data.nj.gov/d/263m-h6ak","Opportunity Insights","https://opportunityinsights.org/","Treasury","1/20/2020","Ongoing","On-Demand/As-Needed","Federal",,"On-Demand/As-Needed"
"jjsv-4k8g","Low Birth Weight","Health Indicator Report of Low Birth Weight","3/24/2022 17:23","3/24/2022 17:23","Health","births,birthweight,lbw,low birth weight,premature,preterm","https://data.nj.gov/d/jjsv-4k8g","DOH","https://www-doh.state.nj.us/doh-shad/indicator/view/LBW.RETrend.html","Health","2023","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"bdhi-cku5","YourMoney 2016 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2016.","3/13/2017 14:34","3/13/2017 14:34","Government & Finance","debt bonded non-bonded 2016","https://data.nj.gov/d/bdhi-cku5","NJ Department of the Treasury",,"Treasury","3/10/2017","3/10/2017","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"jwq9-c8vi","FY2012 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2012.","7/9/2014 20:15","7/9/2014 20:15","Government & Finance","2012,budget,summary","https://data.nj.gov/d/jwq9-c8vi","State of New Jersey",,"Treasury","2/22/2011","2/22/2011","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"w5fm-dist","YourMoney 2009 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2009.","10/11/2016 18:59","10/11/2016 18:59","Government & Finance","2009,bonded,debt,non-bonded","https://data.nj.gov/d/w5fm-dist","NJ Department of the Treasury",,"Treasury","Nov-09","Nov-09","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"q2dr-ycdm","Leading Causes of Death","Health Indicator Report of Leading Causes of Death","3/24/2022 17:15","3/24/2022 17:15","Health","death,heart disease,leading causes of death,mortality","https://data.nj.gov/d/q2dr-ycdm","DOH","https://www-doh.state.nj.us/doh-shad/indicator/view/LCODall.Count10.html","Health","2023","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"ip7s-ws88","Sandy HMFA Summary Data","This is a summarized version of the HMFA Master Data with key columns.","7/31/2015 12:59","7/27/2022 18:14","Human Services","hmfa,sandy,sandy-summary","https://data.nj.gov/d/ip7s-ws88","HMFA",,"Community Affairs","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"mrjb-skve","State Parole Board: Agency Locations","Locations of Central Office and  District Offices","9/22/2021 20:31","1/26/2022 15:35","Reference Data","district offices,locations,offices,parole","https://data.nj.gov/d/mrjb-skve","State Parole Board","https://www.state.nj.us/parole/","Law & Public Safety","9/22/2021","As needed","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"ui6b-hyzq","NJSP Traffic Stop Data 2018","NJSP traffic stops January 1, 2018 and December 31, 2018 from OLEPS Traffic Stop Data Dashboard.","6/30/2021 14:46","6/30/2021 19:48","Public Safety","arrests,frisk,k9,search,summons,traffic stop,use of force,warnings","https://data.nj.gov/d/ui6b-hyzq",,"https://www.njoag.gov/trafficstops","Law & Public Safety","1-Jan-18","31-Dec-18","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"8z5j-t6b4","Sandy HMFA Glossary and Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","12/31/2014 20:06","12/31/2014 20:06","Human Services","hmfa,sandy,sandy-glossary","https://data.nj.gov/d/8z5j-t6b4","HMFA",,"Community Affairs","12/29/2014","Ongoing","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"whpi-savb","YourMoney Agency Expenditures Multi-Year","This represents summary expenditures data by Funding Category, Expenditure Category, Agency, and Statewide Program pivoted for complete years, for each year since 2003, with most recent complete fiscal year first. Additional information is in the attached dataset summary PDF (available on the [About] tab under ""Attachments"".).","7/25/2014 13:07","6/9/2022 14:58","Government & Finance","agency,expenditures,multi-year,state,summary,transparency","https://data.nj.gov/d/whpi-savb","NJ Office of Management and Budget",,"Treasury","6/30/2003","Ongoing","Annually Fiscal Year","State","Expenditure Data","Annually Fiscal Year"
"rapr-2pdi","Grow NJ Assistance Program Activity Report","This report provides information on Grow NJ Assistance Program Activity.","7/10/2014 14:00","7/10/2014 14:00","Government & Finance","activity,assistance,grow,program","https://data.nj.gov/d/rapr-2pdi","State of New Jersey",,"Treasury","3/13/2014","3/13/2014","On-Demand/As-Needed",,"Other/Annual Data","On-Demand/As-Needed"
"xap9-x2qd","Business Employment Incentive Program (BEIP) Activity Report","This report provides information on the activity of the executed Business Employment Incentive Program (BEIP) Grants from June 01, 1996 to April 30, 2014.","7/10/2014 13:46","7/10/2014 13:46","Government & Finance","activity,business,employment,incentive,program","https://data.nj.gov/d/xap9-x2qd","State of New Jersey",,"Treasury","4/30/2014","4/30/2014","On-Demand/As-Needed","State","Other/Annual Data","On-Demand/As-Needed"
"rhyd-k92v","2017 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2017.","11/30/2017 15:35","11/30/2017 15:35","Transportation","transit","https://data.nj.gov/d/rhyd-k92v","NJ Transit",,"Transportation","2017","2017","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"xkcv-npmf","YourMoney 2018 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2018.","6/3/2019 12:58","6/3/2019 12:58","Government & Finance","2018,bonded,debt,non-bonded","https://data.nj.gov/d/xkcv-npmf","NJ Department of the Treasury","https://www.state.nj.us/treasury/public_finance/pdf/DebtReportFY2018.pdf","Treasury","5/31/2019","5/31/2019","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"g55s-z97h","2014 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2014.","6/2/2015 15:50","6/2/2015 15:50","Transportation","transit","https://data.nj.gov/d/g55s-z97h","NJ Transit Corporation",,"Transportation","2014","2014","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"xsex-syrm","Licensed Child Care Center Explorer","This is an online resource provided by the New Jersey Department of Children and Families | Office of Licensing. Through this online portal, New Jersey residents will be able to access up-to-date information regarding the safety, health and regulatory compliance of licensed child care centers throughout the Garden State.","12/15/2021 15:32","12/15/2021 15:32","Public Safety","child,child care,child care centers,child health,licensed","https://data.nj.gov/d/xsex-syrm","New Jersey Department of Children and Families | Office of Licensing","https://childcareexplorer.njccis.com/portal/","Children & Families","5/6/2019","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"mruj-xpub","Authority Payroll Explorer","This is a link to the Authority Payroll Explorer to query payroll data for State Authority employees.","9/10/2014 15:13","9/10/2014 15:13","Government & Finance","authority,explorer,payroll","https://data.nj.gov/d/mruj-xpub",,"https://data.nj.gov/authority_explorer","Treasury","12/31/2011","Ongoing","On-Demand/As-Needed","State","Payroll Data","On-Demand/As-Needed"
"aqhj-jws9","DEP Data Miner Website","Within DEP Data Miner, you will find a variety of reports that will provide you with up to the minute results. In order to provide flexibility, many of these reports require the user to enter some criteria, which will result in a customized document.","6/9/2014 17:24","6/9/2014 17:24","Environment & Agriculture","dataminer,data miner,dep,environmental","https://data.nj.gov/d/aqhj-jws9","NJ Department of Environmental Protection","http://www.nj.gov/dep/opra/online.html","Environmental Protection","1/15/2015","2/21/2012","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"brpb-udxn","Sandy Mapping Detail","This is a report of all records used to plot values on an interactive map on NJ Office of State Comptroller website showing expenditures related to Superstorm Sandy.","7/13/2015 18:43","8/29/2022 18:13","Reference Data","gis,mapping,sandy","https://data.nj.gov/d/brpb-udxn",,,"Treasury","7/13/2015","Ongoing","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"2bgg-hgxd","FY2018 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2018. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website: www.state.nj.us/treasury/omb.","3/16/2017 11:32","3/16/2017 11:32","Government & Finance","2018,budget,christie,governor,message","https://data.nj.gov/d/2bgg-hgxd","NJ Office of Management and Budget","http://www.nj.gov/treasury/omb/publications/18budget/index.shtml","Treasury","2/28/2017","2/28/2017","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"pbkf-dtr2","2018 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of February 2018.","3/14/2018 12:44","3/14/2018 12:44","Government & Finance","expenditure,tax","https://data.nj.gov/d/pbkf-dtr2","NJ Department of the Treasury","http://www.state.nj.us/treasury/taxation/pdf/taxexpenditurereport2018.pdf","Treasury","2/28/2018","2/28/2018","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"r4gq-544m","2013 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2013.","5/29/2015 13:07","5/29/2015 13:07","Government & Finance","commission,pinelands","https://data.nj.gov/d/r4gq-544m","NJ Pinelands Commission",,"Treasury","2013","2013","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"uac5-qi87","FY2014 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2014.","7/9/2014 20:34","7/9/2014 20:34","Government & Finance","2014,budget,summary","https://data.nj.gov/d/uac5-qi87","State of New Jersey",,"Treasury","2/26/2013","2/26/2013","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"yjth-fjvt","2012 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of February 21, 2012.","7/10/2014 14:51","7/10/2014 14:51","Government & Finance","expenditure,tax","https://data.nj.gov/d/yjth-fjvt","NJ Department of the Treasury",,"Treasury","2/21/2012","2/21/2012","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"i86f-b7jz","2014 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2014.","11/30/2015 16:45","11/30/2015 16:45","Government & Finance","commission,pinelands","https://data.nj.gov/d/i86f-b7jz","NJ Pinelands Commission",,"Treasury","2014","2014","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"85i2-6juy","YourMoney 2019 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2019.","4/7/2020 18:48","4/7/2020 18:48",,"2019,bonded,debt,non-bonded","https://data.nj.gov/d/85i2-6juy","NJ Department of the Treasury","https://www.state.nj.us/treasury/public_finance/pdf/DebtReportFY2019.pdf","Treasury","4/2/2020","4/2/2020","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"33yq-p2ji","NJ COVID-19 & Vaccination Administration Overview","NJ COVID-19 & Vaccination Administration Overview. This dashboard is updated once daily, usually between 10:30-11:30 a.m.","5/10/2021 18:04","5/10/2021 18:04","Health","coronavirus,covid,covid-19,vaccination,vaccine","https://data.nj.gov/d/33yq-p2ji","NJ Department of Health","https://www.nj.gov/health/cd/topics/covid2019_dashboard.shtml","Health","10/19/2020","Ongoing","Daily","State",,"Daily"
"rw9s-bhx2","FY2014 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Year 2014.","10/2/2015 13:05","10/2/2015 13:05","Recreation","2014,annual,lottery","https://data.nj.gov/d/rw9s-bhx2","New Jersey Lottery",,"Treasury","2014","2014","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"eapz-p4mw","2009 Pinelands Commission - State Auditor's Report","This document provides information on State Auditor's 2009 Report for Pinelands Commission.","7/10/2014 14:18","7/10/2014 14:18","Government & Finance","auditor,pinelands,state","https://data.nj.gov/d/eapz-p4mw","NJ Pinelands Commission",,"Treasury","2009","2009","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"3xji-fz8i","FY2017-2018 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Years 2017-2018.","2/19/2020 14:52","2/19/2020 14:52","Recreation","2017,2018,annual,lottery","https://data.nj.gov/d/3xji-fz8i","New Jersey Lottery","https://www.njlottery.com/en-us/aboutus/givingback/reports.html","Treasury","2017","2018","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"mnjg-ychg","2010 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2010.","6/2/2015 15:52","6/2/2015 15:52","Transportation","transit","https://data.nj.gov/d/mnjg-ychg","NJ Transit Corporation",,"Transportation","2010","2010","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"rndm-vyws","YourMoney 2010 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2010.","7/8/2014 19:46","7/8/2014 19:46","Government & Finance","2010,bonded,debt,non-bonded","https://data.nj.gov/d/rndm-vyws","NJ Department of the Treasury",,"Treasury","12/10/2010","12/10/2010","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"bhwh-v7it","2021 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2021.","5/11/2022 12:37","5/11/2022 12:37","Environment & Agriculture","council,highlands","https://data.nj.gov/d/bhwh-v7it","NJ Highlands Council","https://www.nj.gov/njhighlands/news/annual_reports.html","Environmental Protection","5/11/2022","5/11/2022","Annually Calendar Year","Region","Other/Annual Data","Annually Calendar Year"
"79id-pfue","Healthy New Jersey 2020","Healthy New Jersey 2020 is the state's health improvement plan and its health promotion and disease prevention agenda for the decade. This link takes you to the Department of Health's dashboard for key performance indicators. Select

Public Health Delivery, Maternal & Child Health, Health & Wellness, Environment or Chronic & Infectious Disease to see data for objectives in that category.","7/24/2014 17:53","7/24/2014 17:53","Health","2020,child health,chronic disease,disease prevention,doh,environment,health,health improvement,healthy,infectious disease,maternal care,public health,wellness","https://data.nj.gov/d/79id-pfue","NJ Department of Health","http://www.state.nj.us/health/chs/hnj2020/","Health","1/15/2015","2/24/2015","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"nunb-tvjd","Total NJ Crash Records By County - No Private Properties","Number of crashes that occurred in each of the 21 counties of New Jersey and the total number of crashes for the years 2001 to current. Crashes that occurred on private properties are not included.","10/24/2017 14:56","7/20/2022 13:46","Transportation","crash,crashes,transportation","https://data.nj.gov/d/nunb-tvjd","NJ Department of Transportation","https://www.state.nj.us/transportation/refdata/accident/crash_statistics.shtm","Transportation","2001","2019 (Ongoing)","Annually Calendar Year","State",,"Annually Calendar Year"
"kbdp-f3r2","New Jersey Urban Enterprise Zone Program","This document provides information on New Jersey Urban Enterprise Zone Program Assessment.","7/10/2014 14:10","7/10/2014 14:10","Government & Finance","enterprise,urban,zone","https://data.nj.gov/d/kbdp-f3r2","State of New Jersey",,"Treasury","2/15/2011","2/15/2011","On-Demand/As-Needed",,"Other/Annual Data","On-Demand/As-Needed"
"x8x7-g8dg","NJSP Traffic Stop Data 2010","NJSP traffic stops January 1, 2010 to December 31, 2010 from OLEPS Traffic Stop Data Dashboard.","6/24/2021 13:16","6/30/2021 16:03","Public Safety","arrests,charges,frisk,k9,search,summons,traffic stop,use of force,warnings","https://data.nj.gov/d/x8x7-g8dg","OLEPS","https://www.njoag.gov/trafficstops","Law & Public Safety","1-Jan-10","31-Dec-10","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"2kzw-6ybm","FY2020 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Year 2020.","6/23/2021 11:40","6/23/2021 11:40","Recreation","2020,annual,lottery","https://data.nj.gov/d/2kzw-6ybm","New Jersey Lottery","https://www.njlottery.com/en-us/aboutus/givingback/reports.html","Treasury","2020","2020","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
