"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","geocoded_column"
"e $150,000-350,000","PERFORMANCE ORTHOPAEDICS & SPORTS MEDICINE LLC","780 Route 37 W Ste 330","TOMS RIVER","NJ","08755","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"13","2020-05-02T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 03","POINT (-74.234798 39.970704)"
"c $1-2 million","GOVERNMENT SYSTEMS TECHNOLOGIES INC","130 OVERLOOK AVE # 70","HACKENSACK","NJ","07601","541910","Corporation","Unanswered","Female Owned","Non-Veteran",,"83","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 05","POINT (-74.055132 40.88678)"
"e $150,000-350,000","PORTEX INC","579 B Raritan Ave #321","ROSELLE","NJ","07203","561990","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-04T00:00:00.000","Greater Nevada CU","NJ - 07",
"d $350,000-1 million","NIGEO CORP","po box 1308","POINT PLEASANT BEACH","NJ","08742","722511","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"76","2020-04-09T00:00:00.000","Manasquan Bank","NJ - 03",
"e $150,000-350,000","G M G INC","110 MATHISTOWN RD","LITTLE EGG HARBOR TWP","NJ","08087","722513","Corporation","Unanswered","Unanswered","Unanswered",,"34","2020-05-04T00:00:00.000","Bank of America, National Association","NJ - 02","POINT (-74.365759 39.577092)"
"e $150,000-350,000","LAKHANI EYE ASSOCIATES","413 LAKEHURST RD","TOMS RIVER","NJ","08755","813910","Corporation","Unanswered","Unanswered","Unanswered",,"17","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 03","POINT (-74.215951 39.95981)"
"e $150,000-350,000","RISING STAR DAY CARE","1980 OLDEN AVENUE EXT","EWING","NJ","08618","624120","Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran",,"22","2020-04-27T00:00:00.000","The MINT National Bank","NJ - 12","POINT (-74.788556 40.252062)"
"d $350,000-1 million","AUTOMATED CONTROL CONCEPTS, INC","3535 Route 66","NEPTUNE","NJ","07753","541519","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"44","2020-04-06T00:00:00.000","OceanFirst Bank, National Association","NJ - 04","POINT (-74.08066 40.224407)"
"c $1-2 million","DATA GLOVE INCORPORATED","125 VILLAGE BLVD Suite 270","PRINCETON","NJ","08540","541519","Cooperative","Asian","Female Owned","Non-Veteran",,"79","2020-04-08T00:00:00.000","Peapack-Gladstone Bank","NJ - 07","POINT (-74.612035 40.355811)"
"d $350,000-1 million","PACT ONE LLC","554 ROUTE 31 N","RINGOES","NJ","08551","237110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"18","2020-04-15T00:00:00.000","PNC Bank, National Association","NJ - 07","POINT (-74.864546 40.421851)"
"e $150,000-350,000","CLEARVIEW HEALTHCARE MANAGEMENT KY LLC","440 Sylvan Ave Ste 240","ENGLEWOOD CLIFFS","NJ","07632","623110","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"29","2020-04-27T00:00:00.000","ConnectOne Bank","NJ - 09","POINT (-73.95208 40.876543)"
"e $150,000-350,000","LEE & ASSOCIATES PROPERTY MANAGEMENT SERVICES LLC","110 Fieldcrest Avenue Suite 5","EDISON","NJ","08837","541690","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"17","2020-04-27T00:00:00.000","Santander Bank, National Association","NJ - 06","POINT (-74.341474 40.519702)"
"d $350,000-1 million","SOMERSET DEVELOPMENT, LLC","101 Crawfords Corner Rd","HOLMDEL","NJ","07733","237210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"26","2020-04-09T00:00:00.000","OceanFirst Bank, National Association","NJ - 04","POINT (-74.163589 40.373721)"
"e $150,000-350,000","PASSAIC VENTURES, LLC","598 Bloomfield Ave.","BLOOMFIELD","NJ","07003","532210","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"20","2020-04-14T00:00:00.000","Texas Capital Bank, National Association","NJ - 09","POINT (-74.198227 40.794049)"
"b $2-5 million","DAVIS, SAPERSTEIN & SALOMON, PC","375 Cedar Lane","TEANECK","NJ","07666","541110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"108","2020-04-11T00:00:00.000","ConnectOne Bank","NJ - 05","POINT (-74.019069 40.888085)"
"e $150,000-350,000","GLEICHER MANUFACTURING CORPORATION","851 Jerusalem Road","SCOTCH PLAINS","NJ","07076","313220","Subchapter S Corporation","Unanswered","Female Owned","Unanswered",,"24","2020-04-09T00:00:00.000","ConnectOne Bank","NJ - 07","POINT (-74.370796 40.655302)"
"d $350,000-1 million","INSULATION MATERIALS CORPORATION","700 Metuchen Rd","SOUTH PLAINFIELD","NJ","07080","423330","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-30T00:00:00.000","Truist Bank d/b/a Branch Banking & Trust Co","NJ - 06","POINT (-74.401703 40.569151)"
"e $150,000-350,000","FAIRVIEW CEMETERY CO","500 FAIRVIEW AVE","FAIRVIEW","NJ","07022","812220","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-05-05T00:00:00.000","Wells Fargo Bank, National Association","NJ - 08","POINT (-74.003393 40.814572)"
"e $150,000-350,000","CASEY GENERAL LLC","8 CRAMER RD","TABERNACLE","NJ","08088","238910","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-10T00:00:00.000","Wilmington Savings Fund Society, FSB","NJ - 03","POINT (-74.725131 39.853458)"
"c $1-2 million","ROYAL MASTER GRINDERS INC","143 Bauer Dr","OAKLAND","NJ","07436","333517","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"52","2020-04-12T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.236956 41.009543)"
"d $350,000-1 million","M. EASTWICK EDUCATION INC.","103 Park Avenue","NUTLEY","NJ","07110","611519","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-12T00:00:00.000","PNC Bank, National Association","NJ - 09","POINT (-74.144114 40.811265)"
"c $1-2 million","FORTIRA INC","4365 US HIGHWAY 1 STE 105","PRINCETON","NJ","08540","519190","Corporation","Unanswered","Unanswered","Unanswered",,"99","2020-04-30T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.596775 40.365536)"
"d $350,000-1 million","SHARK TRANSPORTATION INC","172-178 Passaic Avenue","BELLEVILLE","NJ","07109","484110","Corporation","Unanswered","Unanswered","Unanswered",,"32","2020-05-03T00:00:00.000","Customers Bank","NJ - 08","POINT (-74.160476 40.806326)"
"e $150,000-350,000","LAKEWOOD MOTORS LLC","1320 OCEAN AVE","LAKEWOOD","NJ","08701","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","Ally Bank","NJ - 03","POINT (-74.16452 40.082224)"
"d $350,000-1 million","CHRIST CHURCH","140 Green Pond Rd","ROCKAWAY","NJ","07866","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","55","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 11","POINT (-74.486536 40.926341)"
"e $150,000-350,000","ARTHUR T CANARIO MDPA","206 BERGEN AVE STE 103","KEARNY","NJ","07032",,"Corporation","Unanswered","Unanswered","Unanswered",,"8","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 08","POINT (-74.14881 40.758338)"
"e $150,000-350,000","CALANDRA ENTERPRISES INC.","204 1st Ave","NEWARK","NJ","07107","721110","Corporation","Unanswered","Male Owned","Unanswered",,"90","2020-04-11T00:00:00.000","Provident Bank","NJ - 08","POINT (-74.181745 40.767791)"
"d $350,000-1 million","ATLANTIC WATER PRODUCTS DELAWARE DIVISIO","5045 BLACK HORSE PIKE","MAYS LANDING","NJ","08330",,"Corporation","Unanswered","Unanswered","Unanswered",,"18","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 02","POINT (-74.673259 39.462096)"
"e $150,000-350,000","STAR LABORATORY CORPORATION","125 FLEMING ST","PISCATAWAY","NJ","08854","541380","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.446897 40.561949)"
"d $350,000-1 million","JOHNSTON ENTERPRISES, INC.","2819 Fire Road","EGG HARBOR TOWNSHIP","NJ","08234","561499","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"42","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 02","POINT (-74.550615 39.401367)"
"d $350,000-1 million","BALLET GROUP INC.","3 Empire Blvd","SOUTH HACKENSACK","NJ","07606","424330","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"58","2020-04-08T00:00:00.000","First Commerce Bank","NJ - 05","POINT (-74.05067 40.83321)"
"e $150,000-350,000","MAXWELL-MCKENNEY INC.","116 White Horse Pike","HADDON HEIGHTS","NJ","08035","336611","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","Celtic Bank Corporation","NJ - 01","POINT (-75.058239 39.884335)"
"d $350,000-1 million","ENABLX INC","1 EMERY AVE","RANDOLPH","NJ","07869","561422","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.58362 40.862014)"
"e $150,000-350,000","PEDIATRIC ASSOCIATES OF WESTFIELD, PC","566 Westfield Avenue","WESTFIELD","NJ","07090","621111","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"15","2020-04-29T00:00:00.000","Customers Bank","NJ - 07","POINT (-74.347005 40.645812)"
"d $350,000-1 million","MAPLECREST FORD INC.","102 E Main St PO Box 178","MENDHAM","NJ","07945","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"37","2020-04-27T00:00:00.000","Lakeland Bank","NJ - 07","POINT (-74.586508 40.782854)"
"d $350,000-1 million","CHAMBERLAIN HOSPITALITY GROUP INC","29 Perry Street","CAPE MAY","NJ","08204","721110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"122","2020-04-15T00:00:00.000","Customers Bank","NJ - 02","POINT (-74.923639 38.931109)"
"e $150,000-350,000","RAPID SECURITY INC","113 West  Park Drive","MOUNT LAUREL","NJ","08054","812990","Corporation","Unanswered","Unanswered","Unanswered",,"14","2020-04-15T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-74.953766 39.932876)"
"e $150,000-350,000","CITIMED SERVICES PA","190 Midland Ave","SADDLEBROOK","NJ","07663","621111","Subchapter S Corporation","Unanswered","Female Owned","Non-Veteran",,"8","2020-04-16T00:00:00.000","Popular Bank","NJ - 05","POINT (-74.103658 40.889587)"
"d $350,000-1 million","ACE WORLD CLASS LOGISTICS LLC","80 distr","EDSION","NJ","07717","493110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-30T00:00:00.000","Citizens Bank, National Association","NJ - 04",
"c $1-2 million","COWAN, GUNTESKI & CO, P.A.","730 Hope Road","TINTON FALLS","NJ","07724","541211","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-10T00:00:00.000","TD Bank, National Association","NJ - 04","POINT (-74.078206 40.284552)"
"e $150,000-350,000","CENTER FOR EMOTIONAL FITNESS PA","1 UTAH AVE","CHERRY HILL","NJ","08003","621112","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"11","2020-04-11T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-75.014644 39.910429)"
"e $150,000-350,000","MEDIA DATA SERVICES, INC.","265 Route 46 Suite 206","TOTOWA","NJ","07512","541214","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"14","2020-04-28T00:00:00.000","Valley National Bank","NJ - 09","POINT (-74.230074 40.894101)"
"d $350,000-1 million","APEX TECHNOLOGY GROUP INC","2 KILMER RD SUITE C","EDISON","NJ","08817","541519","Corporation","Unanswered","Unanswered","Unanswered",,"29","2020-04-10T00:00:00.000","City National Bank","NJ - 06","POINT (-74.413395 40.520827)"
"e $150,000-350,000","ESS HOME THEATER SHOWROOM AND MORE, L.L.C.","249 Homestead Road","HILLSBOROUGH","NJ","08844","238210","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"21","2020-04-12T00:00:00.000","Affinity FCU","NJ - 07","POINT (-74.645883 40.487527)"
"d $350,000-1 million","RESEARCH DIETS INC","20 Jules Ln","NEW BRUNSWICK","NJ","08901","541380","Corporation","Unanswered","Male Owned","Unanswered",,"61","2020-04-11T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.481923 40.474034)"
"d $350,000-1 million","ALLIED OLD ENGLISH INC","100 MARKLEY ST","PORT READING","NJ","07064","311942","Corporation","Unanswered","Unanswered","Unanswered",,"45","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.261716 40.568386)"
"e $150,000-350,000","PRESTIGE CAPITAL FINANCE, LLC","400 KELBY ST 10th FLOOR","FORT LEE","NJ","07024","522298","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"12","2020-04-28T00:00:00.000","People's United Bank, National Association","NJ - 09","POINT (-73.973915 40.856792)"
"e $150,000-350,000","K &AMP; H AUTOMOTIVE INC","23 INDUSTRIAL DR","TRENTON","NJ","08619","811121","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 04","POINT (-74.722847 40.243763)"
"e $150,000-350,000","TAPIA ACCESSORY GROUP INC","370 NORTH ST STE 2","TETERBORO","NJ","07608","339910","Corporation","Unanswered","Male Owned","Non-Veteran",,"35","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 09","POINT (-74.058103 40.867806)"
"c $1-2 million","RGT NEWARK HOTEL LLC","128 Frontage Rd","NEWARK","NJ","07114","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"189","2020-04-10T00:00:00.000","Axos Bank","NJ - 08","POINT (-74.164372 40.711938)"
"d $350,000-1 million","JET DISTRIBUTION SERVICES INC","250 Central Avenue","TETERBORO","NJ","07608","493110","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 09","POINT (-74.051352 40.862134)"
"d $350,000-1 million","NEW GENERATION ENERGY &AMP; ENVIRONMENTAL","66 Willow Ave 2nd Floor","HOBOKEN","NJ","07030","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 08","POINT (-74.035027 40.736437)"
"d $350,000-1 million","MEDVAL SCIENTIFIC INFORMATION SERVICES, LLC","175 WALL ST","PRINCETON","NJ","08540","541690","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"36","2020-04-29T00:00:00.000","1st Constitution Bank","NJ - 07","POINT (-74.649367 40.398619)"
"b $2-5 million","PRISMATIC DEVELOPMENT CORPORATION","60 US HIGHWAY 46","FAIRFIELD","NJ","07004","236210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"89","2020-04-12T00:00:00.000","Idaho First Bank","NJ - 11","POINT (-74.311521 40.868086)"
"e $150,000-350,000","POSTERNOCK APELL, PC","400 North Church Street, Suite 250","MOORESTOWN","NJ","08015","541110","Sole Proprietorship","Unanswered","Male Owned","Non-Veteran",,"13","2020-04-15T00:00:00.000","Readycap Lending, LLC","NJ - 03","POINT (-74.953828 39.964829)"
"e $150,000-350,000","ABC CHILDREN'S DENTISTRY","1001 LAUREL OAK RD Suite E2","VOORHEES","NJ","08043","621210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"13","2020-04-06T00:00:00.000","Columbia Bank","NJ - 01","POINT (-74.978854 39.844026)"
"d $350,000-1 million","CASSADAY FARMS LLC","401 Pine Tavern Road","MONROEVILLE","NJ","08343","111219","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"119","2020-04-28T00:00:00.000","Fulton Bank, National Association","NJ - 02","POINT (-75.210262 39.655878)"
"c $1-2 million","CONTINUUM HEALTH ALLIANCE LLC-SBA SMALL 7A TERM","402 Lippincott Dr.","MARLTON","NJ","08053","621999","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-74.925868 39.883597)"
"e $150,000-350,000","CHEVRA AGUDASS ACHIM ANSHY PINE BROOK","174 CHANGEBRIDGE RD","MONTVILLE","NJ","07045","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","48","2020-04-11T00:00:00.000","Quaint Oak Bank","NJ - 11","POINT (-74.365353 40.888756)"
"c $1-2 million","MINNO & WASKO, ARCHITECTS AND PLANNERS, P.C.","80 Lambert Lane, Suite 105","LAMBERTVILLE","NJ","08530","541310","Corporation","Unanswered","Unanswered","Unanswered",,"86","2020-04-15T00:00:00.000","Univest Bank and Trust Co.","NJ - 07","POINT (-74.94743 40.36768)"
"e $150,000-350,000","TACOS EL TIO LLC","6400 Black Horse Pike","EGG HARBOR TOWNSHIP","NJ","08234","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"43","2020-04-10T00:00:00.000","Fulton Bank, National Association","NJ - 02","POINT (-74.593329 39.424778)"
"e $150,000-350,000","INDUSTRIAL FACILITY MAINTENANCE LLC","34 Meadow Road","RUTHERFORD","NJ","07070","561720","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-29T00:00:00.000","TD Bank, National Association","NJ - 09","POINT (-74.100065 40.823954)"
"d $350,000-1 million","HOTEL PARSIPPANY LLC","2035 Lincoln Highway Suite 2150","EDISON","NJ","08817","721110","Limited  Liability Company(LLC)","Asian","Unanswered","Unanswered",,"71","2020-04-27T00:00:00.000","The MINT National Bank","NJ - 06","POINT (-74.390555 40.52388)"
"e $150,000-350,000","JOE FRANCHI TRUCKING INCORPORATED","95 Park Avenue","GLOUCESTER CITY","NJ","08030","532120","Corporation","Unanswered","Unanswered","Unanswered",,"13","2020-04-12T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-75.10175 39.886603)"
"e $150,000-350,000","P&K CPA'S LLC","tbd","ELMWOOD PARK","NJ","07407","541211","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"10","2020-04-27T00:00:00.000","Spencer Savings Bank, SLA","NJ - 05",
"d $350,000-1 million","MARK TRANS, INC.","1800 Chapel Avenue West","CHERRY HILL","NJ","08002","484110","Corporation","Unanswered","Unanswered","Unanswered",,"25","2020-04-15T00:00:00.000","Santander Bank, National Association","NJ - 01","POINT (-75.029589 39.933974)"
"e $150,000-350,000","LIBERTY PAYROLL SOLUTIONS, LLC","52-54 Rome Street","NEWARK","NJ","07105","541214","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"8","2020-04-14T00:00:00.000","Investors Bank","NJ - 08","POINT (-74.147552 40.722919)"
"e $150,000-350,000","MAC 46-1, INC.","PARSONAGE RD","EDISON","NJ","08837","722511","Corporation","Unanswered","Unanswered","Unanswered",,"40","2020-04-30T00:00:00.000","Equity Bank","NJ - 06",
"d $350,000-1 million","RELIABLE VAN & STORAGE CO INC","550 DIVISION ST","ELIZABETH","NJ","07201","484210","Corporation","White","Male Owned","Non-Veteran",,,"2020-04-11T00:00:00.000","Provident Bank","NJ - 08","POINT (-74.194476 40.669562)"
"d $350,000-1 million","ARMSTRONG RELOCATION COMPANY, LLC","9 Aspen Drive","RANDOLPH","NJ","07869","484210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"32","2020-04-28T00:00:00.000","First Horizon Bank","NJ - 07","POINT (-74.616013 40.858806)"
"e $150,000-350,000","PIT MASTERS DELAWARE LLC","792 Chimney Rock Rd","MARTINSVILLE","NJ","08836","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"35","2020-04-29T00:00:00.000","Meridian Bank","NJ - 07","POINT (-74.56033 40.598177)"
"e $150,000-350,000","PLAZA AZTECA SICKLERVILLE INC","611 Berlin - Cross Keys Rd","SICKLERVILLE","NJ","08081","453998","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"29","2020-04-15T00:00:00.000","Readycap Lending, LLC","NJ - 01","POINT (-75.00629 39.734318)"
"d $350,000-1 million","PEARLMAN & MIRANDA, LLC","110 EDISON PL Suite 301","NEWARK","NJ","07102","541110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","Provident Bank","NJ - 08","POINT (-74.167602 40.733558)"
"d $350,000-1 million","DRG INTERNATIONAL","841 MOUNTAIN AVE","SPRINGFIELD","NJ","07081","334516","Subchapter S Corporation","Unanswered","Female Owned","Unanswered",,"27","2020-04-27T00:00:00.000","Kearny Bank","NJ - 07","POINT (-74.334544 40.687545)"
"e $150,000-350,000","RICH PICERNO BUILDERS, L.L.C.","200 MARKET ST","KENILWORTH","NJ","07033","236115","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-05-01T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.278261 40.669163)"
"d $350,000-1 million","LICCARDI FORD INC.","1615 Rte 22 w","WATCHUNG","NJ","07069","441110","Corporation","Unanswered","Unanswered","Unanswered",,"63","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.412319 40.643702)"
"c $1-2 million","EOS ENERGY STORAGE LLC","3920 Park avenue","EDISON","NJ","08820","335911","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"60","2020-04-14T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.381979 40.561169)"
"e $150,000-350,000","PC HELPERS, INC","11 Enterprise Court","SEWELL","NJ","08080","541511","Corporation","Unanswered","Unanswered","Unanswered",,"16","2020-04-15T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-75.103945 39.774391)"
"c $1-2 million","JOY SYSTEMS INC","101 COTTON TAIL LN","SOMERSET","NJ","08873","423690","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-28T00:00:00.000","Signature Bank","NJ - 06","POINT (-74.545798 40.547458)"
"d $350,000-1 million","CAMDEN INTERNATIONAL COMMODITIES TERMINAL, LLC","1370 IMPERIAL WAY","WEST DEPTFORD","NJ","08066","493110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"38","2020-04-06T00:00:00.000","Wilmington Savings Fund Society, FSB","NJ - 01","POINT (-75.197795 39.83332)"
"d $350,000-1 million","OPENDOOR TRADING LLC","111 Town Square Place Suite 1500","JERSEY CITY","NJ","07310","551112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"12","2020-04-09T00:00:00.000","CIBC Bank USA","NJ - 08","POINT (-74.03292 40.726378)"
"e $150,000-350,000","STERLING CARTING INC-SBA SMALL 7A TERM","981 Ramapo Valley Rd","MAHWAH","NJ","07430",,"Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.208663 41.064434)"
"e $150,000-350,000","BROTHERS SHEET METAL INC","3 CAMRE DR","NEWTON","NJ","07860","238390","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 05","POINT (-74.735837 41.095272)"
"e $150,000-350,000","SEALCO INC","234 S Delsea Dr","GLASSBORO","NJ","08028","238330","Corporation","Unanswered","Unanswered","Unanswered",,"17","2020-04-10T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-75.0979 39.680923)"
"e $150,000-350,000","GENERAL AVIATION &AMP; ELECTRONICS MANUFACTURING CO., INC.","30 JERSEY PL","HACKENSACK","NJ","07601","332322",,"Unanswered","Unanswered","Unanswered",,"25","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ -","POINT (-74.054208 40.874236)"
"e $150,000-350,000","NEWCAL AVIATION","14 RISER ROAD","LITTLE FERRY","NJ","07643","531120","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 05","POINT (-74.052182 40.855034)"
"d $350,000-1 million","SOLAR MITE SOLUTIONS LLC","1525 CORLIES AVE","NEPTUNE","NJ","07753","238210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 04","POINT (-74.031833 40.208705)"
"e $150,000-350,000","JERSEY ELECTRICAL TESTING CORP","425 ELLIS ST","BURLINGTON","NJ","08016","541380","Corporation","Unanswered","Unanswered","Unanswered",,"14","2020-04-13T00:00:00.000","Truist Bank d/b/a Branch Banking & Trust Co","NJ - 03","POINT (-74.864553 40.075295)"
"d $350,000-1 million","GLENWAY EDISON CORP","73 STATION RD","CRANBURY","NJ","08512","493110","Corporation","Unanswered","Unanswered","Unanswered",,"56","2020-04-27T00:00:00.000","Spring Bank","NJ - 12","POINT (-74.49127 40.303752)"
"d $350,000-1 million","GUARDIAN DATA DESTRUCTION INC","71 SCHRIEFFER STREET","SOUTH HACKENSACK","NJ","07606","562998","Corporation","White","Male Owned","Unanswered",,"43","2020-04-13T00:00:00.000","Sunnyside Federal Savings and Loan Association of Irvington","NJ - 05","POINT (-74.05222 40.870435)"
"d $350,000-1 million","INTERNATIONAL FAITH CITY'S CHURCH","High Street","CITY OF ORANGE","NJ","07050","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-06-05T00:00:00.000","Celtic Bank Corporation","NJ - 10",
"c $1-2 million","BCD HEALTH PARTNERS LLC","160 Pehle Ave STE 302","SADDLE BROOK","NJ","07663","423450","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"141","2020-04-27T00:00:00.000","Valley National Bank","NJ - 05","POINT (-74.098693 40.906544)"
"e $150,000-350,000","HIGH TECH GUTTER SUPPLY CORP.","515 RIVER ROAD","CLIFTON","NJ","07014","238390","Corporation","Unanswered","Male Owned","Non-Veteran",,,"2020-05-03T00:00:00.000","Citibank, N.A.","NJ - 09","POINT (-74.122314 40.830893)"
"d $350,000-1 million","BODYBIO INC","45 Reese Road","MILLVILLE","NJ","08332","446191","Corporation","White","Male Owned","Non-Veteran",,,"2020-04-11T00:00:00.000","Truist Bank d/b/a Branch Banking & Trust Co","NJ - 02","POINT (-75.005784 39.367286)"
"e $150,000-350,000","ORTHO DYNAMCIS LABS","210 E 16TH ST","PATERSON","NJ","07524","339113","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"26","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 09","POINT (-74.153962 40.930428)"
"e $150,000-350,000","AMAZAN CORP.","27 Sire Stakes Dr,","TINTON FALLS","NJ","07724","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-29T00:00:00.000","First Secure Bank and Trust Co.","NJ - 04","POINT (-74.102885 40.317212)"
"e $150,000-350,000","SARAH SAYLES","349 E NORTHFIELD RD","LIVINGSTON","NJ","07039",,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 07","POINT (-74.300365 40.77063)"
"d $350,000-1 million","FYI SYSTEMS, INC.","6 Century Drive, Suite 130","PARSIPPANY-TROY HILLS","NJ","07054","541990","Corporation","Unanswered","Unanswered","Unanswered",,"60","2020-04-27T00:00:00.000","Peapack-Gladstone Bank","NJ - 11","POINT (-74.452365 40.85125)"
