"facid","facility_type","lic","licensed_name","address","fac_addr_2","fac_city","fac_st","zip","county","telephone","faxphone","facemail","lic_expires","licensed_owner","ownaddr","owncsz","owndesc","admin","title","hospbedtotal","geocoded_column"
"NJ90031","END STAGE RENAL DIALYSIS","23175","MIDDLETOWN DIALYSIS CENTER","500 ROUTE 35 SOUTH",,"RED BANK","NJ","07701","MONMOUTH","(732) 576-9900","(732) 576-9908","marta.olander@davita.com","2022-04-30T00:00:00.000","SHINING STAR DIALYSIS, INC","2000 16TH STREET","DENVER, CO  80202","Profit - Corporation","Ms. MARTA OLANDER",,,"POINT (-74.026148 40.206174)"
"NJ31C0001109","AMBULATORY SURGICAL CENTER","R24600","EDISON SURGERY CENTER LLC","10 PARSONAGE ROAD, SUITE 206",,"EDISON","NJ","08837","MIDDLESEX","(732) 243-9798","(848) 209-8150","TPARK3848@GMAIL.COM","2022-05-31T00:00:00.000","EDISON SURGERY CENTER, LLC","10 PARSONAGE ROAD, SUITE 206, 2ND FLOOR","EDISON, NJ  08837","Profit - LLC","Mr. WILLIAM VANDERVEER",,,"POINT (-74.332327 40.546565)"
"NJ317084","HOME HEALTH AGENCY","71303","HACKENSACK MERIDIAN HEALTH AT HOME MONMOUTH COUNTY","1340 CAMPUS PARKWAY, SUITE A3",,"NEPTUNE","NJ","07753","MONMOUTH","(732) 751-3700","(732) 751-3701","joannfarina@hmhn.org","2022-05-31T00:00:00.000","HACKENSACK MERIDIAN AMBULATORY CARE, INC.","343 THORNALL STREET","EDISON, NJ  08837","Non-Profit - Corporation","Ms. JOANN FARINA",,,"POINT (-74.120165 40.212667)"
"NJ31C0001103","AMBULATORY SURGICAL CENTER","25250","ATLANTICARE SURGERY CENTER-CAPE MAY","106 COURT HOUSE - SO DENNISVILLE RD,  BLDG#100",,"CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","(609) 407-2276","(609) 465-8771","frances.hrubos@atlanticare.org","2022-06-30T00:00:00.000","ATLANTICARE SURGERY CENTER, L.L.C.","DELILAH OFFICE PARK, 6725 DELILAH ROAD","EGG HARBOR TOWNSHIP, NJ  08234","Profit - LLC","Mrs. MELISSA BUSHNELL",,,
"NJ21955","AMBULATORY SURGICAL CENTER","21955","THE GREGORI SURGERY CENTER","101 OLD SHORT HILLS ROAD",,"WEST ORANGE","NJ","07052","ESSEX","(973) 322-6373","(973) 322-6633","Danielle.Osborne@amsurg.com","2022-05-31T00:00:00.000","WEST ORANGE ASC, LLC","1A BURTON HILLS BOULEVARD","NASHVILLE, TN  37215","Profit - LLC",". DANIELLE STICKNA",,,"POINT (-74.303212 40.761918)"
"NJ22344","END STAGE RENAL DIALYSIS","22344","ST JOSEPH'S WAYNE DIALYSIS","57 WILLOWBROOK BOULEVARD FL 2",,"WAYNE","NJ","07470","PASSAIC","(973) 890-2792","(973) 890-2796","sonia.shepherd@davita.com","2022-09-30T00:00:00.000","SIMEON DIALYSIS LLC","2000 16TH STREET","DENVER, CO  80202",,"Ms. SONIA SHEPHERD",,,"POINT (-74.249443 40.889432)"
"NJ71071","AMBULATORY CARE FACILITY","71071","HUNTERDON FAMILY MEDICINE AT DELAWARE","200 FRENCHTOWN ROAD",,"MILFORD","NJ","08848","HUNTERDON","(908) 995-2251","(908) 995-2036","jcreager@hhsnj.org","2023-03-31T00:00:00.000","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","FLEMINGTON, NJ  08822","Non-Profit - LLC","Dr. CARLA JARDIM",,,"POINT (-75.091512 40.566626)"
"NJ25089","AMBULATORY CARE FACILITY","25089","THE BIRTH CENTER OF NEW JERSEY, LLC","1945 US 22 WEST",,"UNION","NJ","07083","UNION","(908) 624-9665","(908) 624-9632",,"2022-08-31T00:00:00.000","THE BIRTH CENTER OF NEW JERSEY, LLC","1945 US 22 WEST","UNION, NJ  07083",,"Dr. NICOLA PEMBERTON","M.D.",,"POINT (-74.269461 40.692015)"
"NJ23439","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1282","INSPIRA SLEEP CENTER VINELAND","165 BRIDGETON PIKE",,"MULLICA HILL","NJ","08062","GLOUCESTER","(856) 853-2131","(856) 793-4198","kerslaked@ihn.org","2023-01-31T00:00:00.000","INSPIRA MEDICAL CENTERS, INC","165 BRIDGETON PIKE","MULLICA, NJ  08062","Non-Profit - Hospital","Ms. AMY MANSUE",,,"POINT (-75.215924 39.720561)"
"NJ25005","AMBULATORY SURGICAL CENTER","25005","NEMOURS FOUNDATION, THE","1280 ALMONESSON ROAD",,"DEPTFORD","NJ","08096","GLOUCESTER","(856) 345-1403","(856) 345-1406","eric.stickles@nemours.org","2022-09-30T00:00:00.000","NEMOURS FOUNDATION, THE","10140 CENTURION PARKWAY NORTH","JACKSONVILLE, FL  32256",,"Ms. MARIELLEN DESIMONE",,,"POINT (-75.10205 39.841628)"
"NJ24835","FEDERALLY QUALIFIED HEALTH CENTERS","24835","NORTH WARD PARK ELEMENTARY SCHOOL","120 MANCHESTER PLACE",,"NEWARK","NJ","07104","ESSEX","(732) 679-7709","(732) 324-5765","jrivello@jrmc.us","2022-04-30T00:00:00.000","JEWISH RENAISSANCE MEDICAL CENTER","275 HOBART STREET","PERTH AMBOY, NJ  08861","Non-Profit - Corporation","Mr. JOHN O'LEARY",,,"POINT (-74.169866 40.783811)"
"NJ24094","AMBULATORY SURGICAL CENTER","24094","MEADOWS SURGERY CENTER","75 ORIENT WAY",,"RUTHERFORD","NJ","07070","BERGEN","(201) 661-7500","(201) 528-8232","rvitillo@meadowssurgery.com","2022-11-30T00:00:00.000","MEADOWS SURGERY CENTER LLC","75 ORIENT WAY","RUTHERFORD, NJ  07070",,"Ms. REBECCA VITILLO",,,"POINT (-74.102314 40.825519)"
"NJ317050","HOME HEALTH AGENCY","22363","BAYADA HOME HEALTH CARE, INC.","299 GRAND STREET",,"JERSEY CITY","NJ","07302","HUDSON","(201) 377-6000","(201) 377-6083","DSCHMITT@BAYADA.COM","2022-10-31T00:00:00.000","BAYADA HOME HEALTH CARE, INC.","4800 HADDONFIELD ROAD","PENNSAUKEN, NJ  08109","Profit - Individual","Ms. DOREEN SCHMITT",,,"POINT (-74.04738 40.716376)"
"NJ22462","END STAGE RENAL DIALYSIS","22462","DIALYSIS CLINIC INC. AT CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET",,"FREEHOLD","NJ","07728","MONMOUTH","(732) 677-5200","(732) 303-8880","kathy.bivens@dciinc.org","2022-06-30T00:00:00.000","DIALYSIS CLINIC, INC.","1633 CHURCH STREET","NASHVILLE, TN  37203","Non-Profit - LLC","Ms. KATHLEEN BIVENS",,,"POINT (-74.311993 40.235681)"
"NJR24651","AMBULATORY SURGICAL CENTER","R24651","SURGIPLEX LLC","122 E RIDGEWOOD AVENUE",,"PARAMUS","NJ","07652","BERGEN","(201) 967-1212","(201) 262-6270","angela@parkercenter.net","2022-08-31T00:00:00.000","SURGIPLEX, L.L.C.","122 E RIDGEWOOD AVENUE","PARAMUS, NJ  07652","Profit - LLC","Dr. ANGELA PARISI",,,"POINT (-74.069057 40.965799)"
"NJ31C0001162","AMBULATORY SURGICAL CENTER","22335","SUBURBAN ENDOSCOPY CENTER, LLC","799 BLOOMFIELD AVENUE",,"VERONA","NJ","07044","ESSEX","(973) 571-1600","(973) 571-1882","kshadiack@uspi.com","2022-12-31T00:00:00.000","SUBURBAN ENDOSCOPY CENTER, LLC","799 BLOOMFIELD AVENUE","VERONA, NJ  07044","Profit - LLC","Ms. KATHY SHADIACK",,,"POINT (-74.253178 40.834282)"
"NJ22602","HOSPICE CARE PROGRAM","22602","VISITING NURSE ASSOCIATION OF NORTHERN NEW JERSEY, INC","175 SOUTH STREET",,"MORRISTOWN","NJ","07960","MORRIS","(973) 539-1216","(973) 539-9802","fscott@vnannj.org","2023-01-31T00:00:00.000","VISITING NURSE ASSOCIATION OF NORTHERN NEW JERSEY,","175 SOUTH STREET","MORRISTOWN, NJ  07960",,"Ms. FAITH SCOTT",,,"POINT (-74.475665 40.791746)"
"NJ25048","AMBULATORY CARE FACILITY","25048","OCEAN HEALTH INITIATIVES","1610 ROUTE 88, SUITE 203",,"BRICK","NJ","08723","OCEAN","(732) 363-6655",,"wsherard@ohinj.org","2022-07-31T00:00:00.000","OCEAN HEALTH INITIATIVES","101 2ND STREET","LAKEWOOD, NJ  08701","Non-Profit - Other","Dr. THERESA BERGER",,,"POINT (-74.135993 40.077042)"
"NJ24450","AMBULATORY CARE FACILITY","24450","EAST BRUNSWICK IMAGING CENTER, LLC","647 ROUTE 18 SOUTH",,"EAST BRUNSWICK","NJ","08816","MIDDLESEX","(732) 613-6300","(732) 613-6318","ari@ebiradiology.com","2023-01-31T00:00:00.000","EAST BRUNSWICK IMAGING CENTER, LLC","647 ROUTE 18","EAST BRUNSWICK, NJ  08816","Profit - LLC",". RALPH DEBELLONIA",,,
"NJ31C0001099","AMBULATORY SURGICAL CENTER","22372","SHORE OUTPATIENT SURGICENTER, LLC","360 ROUTE 70",,"LAKEWOOD","NJ","08701","OCEAN","(732) 942-9835","(732) 942-7496","NMACE@USPI.COM","2022-11-30T00:00:00.000","SHORE OUTPATIENT SURGICENTER, L.L.C.","360 ROUTE 70","LAKEWOOD, NJ  08701","Profit - LLC","Ms. PATRICIA MOORE",,,"POINT (-74.203445 40.049433)"
"NJ25046","AMBULATORY CARE FACILITY","25046","CARDIOVASCULAR ASSOCIATES OF THE DELAWARE VALLEY","1051 W SHERMAN AVENUE, SUITE 3-A",,"VINELAND","NJ","08360","CUMBERLAND","(856) 691-8070","(856) 691-8074",,"2022-10-31T00:00:00.000","CARDIOVASCULAR ASSOC OF THE DELAWARE VALLEY","210 W. ATLANTIC AVENUE","HADDON HEIGHTS, NJ  08035","Profit - Corporation","Mr. JOSH GINSBERG",,,"POINT (-75.048234 39.446993)"
"NJ311558","HOSPICE CARE PROGRAM","23201","VITAS HEALTHCARE CORPORATION ATLANTIC","70 SOUTH ORANGE AVENUE, SUITE 210",,"LIVINGSTON","NJ","07039","ESSEX","(973) 994-4738","(973) 422-5385","CATHERINE.NEWBY@VITAS.COM","2022-10-31T00:00:00.000","VITAS HEALTHCARE ATLANTIC","70 S ORANGE AVENUE","LIVINGSTON, NJ  07039","Profit - Corporation","Mr. JAMES COZINE",,,"POINT (-74.363843 40.77735)"
"NJ23192","HOSPICE CARE BRANCH","23192","PROMEDICA HOSPICE - NORTHFIELD","2111 NEW ROAD, SUITE 100",,"NORTHFIELD","NJ","08225","ATLANTIC","(609) 641-4675","(609) 569-0439","4743admin2@hcr-manorcare.com","2022-07-31T00:00:00.000","HEARTLAND HOSPICE SERVICES, L.L.C.","333 N SUMMIT STREET","TOLEDO, OH  43604","Profit - LLC","Ms. TARA MULLINEAUX",,,"POINT (-74.562297 39.366774)"
"NJ22328","PSYCHIATRIC HOSPITAL","22328","RUTGERS HEALTH - UNIVERSITY BEHAVIORAL HEALTH CARE","671 HOES LANE WEST",,"PISCATAWAY","NJ","08854","MIDDLESEX","(732) 235-5900","(732) 235-4594","LISA.COX@RUTGERS.EDU","2022-06-30T00:00:00.000","RUTGERS HEALTH GROUP, INC.","83 FRENCH STREET","NEW BRUNSWICK, NJ  08901","Govt - Hospital","Dr. FRANK GHINASSI",,"64","POINT (-74.471671 40.525719)"
"NJ11206","GENERAL ACUTE CARE HOSPITAL","11206","OLD BRIDGE MEDICAL CENTER","ONE HOSPITAL PLAZA",,"OLD BRIDGE","NJ","08857","MIDDLESEX","(732) 360-1000","(732) 324-5330","WILLIAM.DISTANISLAO@HMHN.ORG","2022-09-30T00:00:00.000","HMH HOSPITALS CORPORATION","343 THORNALL STREET 8TH FL","EDISON, NJ  08837","Non-Profit - Hospital",". WILLIAM DISTANISLAO",,"113",
"NJ24938","AMBULATORY CARE FACILITY","24938","HER SPACE WOMEN'S HEALTH","300 STATE ROUTE 35 SOUTH",,"EATONTOWN","NJ","07724","MONMOUTH","(732) 571-9100","(732) 571-9650","larryrumson@gmail.com","2019-10-31T00:00:00.000","BREAST IMAGING AND BIOPSY SPECIALISTS, LLC","300 STATE ROUTE 35 SOUTH","EATONTOWN, NJ  07724",,"Mr. LAWRENCE RUBIN",,,"POINT (-74.047565 40.28052)"
"NJ24352","END STAGE RENAL DIALYSIS","24352","FRESENIUS MEDICAL CARE IRONBOUND","248 SOUTH STREET",,"NEWARK","NJ","07114","ESSEX","(973) 344-0655","(973) 344-6966","sandra.p.hill@fmc-na.com","2022-10-31T00:00:00.000","FRESENIUS MEDICAL CARE IRONBOUND, L.L.C.","940 WINTER STREET","WALTHAM, MA  02451","Profit - LLC","Mr. BENJAMIN CAUSEY",,,"POINT (-74.167334 40.720597)"
"NJ25185","AMBULATORY CARE FACILITY","25185","BLUE STAR URGENT CARE & WALK-IN MEDICAL CENTER","540 STRAIGHT STREET, SUITE 2B",,"PATERSON","NJ","07503","PASSAIC","(973) 370-4000","(973) 370-4040","everestleadership@gmail.com","2022-04-30T00:00:00.000","BLUE STAR URGENT CARE LLC","110 SQUIRE HILL ROAD","MONTCLAIR, NJ  07043",,"Mr. MAGDY MAHMOUD",,,"POINT (-74.166359 40.905844)"
"NJ1438","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1438","MORRISTOWN MEDICAL CENTER MFM AT ROCKAWAY","333 MT HOPE AVENUE",,"ROCKAWAY","NJ","07866","MORRIS","(973) 660-5450",,"Anna.Pence@atlantichealth.org","2022-04-30T00:00:00.000","MORRISTOWN MEDICAL CENTER","100 MADISON AVENUE","MORRISTOWN, NJ  07962","Non-Profit - Other","Dr. PATRICIA O'KEEFE",,,"POINT (-74.546505 40.904655)"
"NJ23154","FEDERALLY QUALIFIED HEALTH CENTERS","23154","NORTH HUDSON CAC HEALTH CENTER AT GARFIELD","535 MIDLAND AVENUE",,"GARFIELD","NJ","07026","BERGEN","(973) 340-1182","(973) 340-1156","vvoneruso@nhcac.org","2023-03-31T00:00:00.000","NORTH HUDSON COMMUNITY ACTION CORPORATION","800 31ST STREET","UNION CITY, NJ  07087","Non-Profit - Corporation","Ms. JOAN QUIGLEY",,,"POINT (-74.100845 40.882342)"
"NJ317025","HOME HEALTH AGENCY","22247","HOLY REDEEMER HOME CARE","160 E NINTH AVENUE,, SUITE B, PO BOX 250",,"RUNNEMEDE","NJ","08078","CAMDEN","(856) 939-9000","(856) 939-4040","acampbell@holyredeemer.com","2021-12-31T00:00:00.000","HOLY REDEEMER HOME CARE, INC.","160 NINTH AVENUE, SUITE B/POB 250","RUNNEMEDE, NJ  08078","Non-Profit - Religious Affiliation",". ALICIA CAMPBELL",,,"POINT (-75.070326 39.857931)"
"NJ10401","GENERAL ACUTE CARE HOSPITAL","10401","JEFFERSON CHERRY HILL HOSPITAL","2201 CHAPEL AVENUE WEST",,"CHERRY HILL","NJ","08002","CAMDEN","(856) 488-6802","(856) 566-5277","brian.sweeney@jefferson.edu","2022-12-31T00:00:00.000","KENNEDY UNIVERSITY HOSPITAL, INC. CHERRY HILL DIV","2201 CHAPEL AVENUE WEST","CHERRY HILL, NJ  08002","Non-Profit - Hospital","Mr. BRIAN SWEENEY",,"196","POINT (-75.017145 39.929089)"
"NJ1220","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1220","NEWARK BETH ISRAEL MEDICAL CENTER SPECIALTY SERVICES AT EDISON","102 JAMES STREET",,"EDISON","NJ","08820","MIDDLESEX","(732) 494-4958","(732) 549-3714","Pamela.Micchelli@rwjbh.org","2022-06-30T00:00:00.000","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVENUE","NEWARK, NJ  07112","Non-Profit - Hospital","Mr. DARRELL TERRY, SR",,,"POINT (-74.351432 40.557771)"
"NJ24207","AMBULATORY SURGICAL CENTER","24207","UNION SURGERY CENTER,  LLC","1000 GALLOPING HILL ROAD",,"UNION","NJ","07083","UNION","(908) 258-7666","(908) 258-7654","tpark3848@gmail.com","2022-12-31T00:00:00.000","UNION SURGERY CENTER, LLC","1000 GALLOPING HILL ROAD","UNION, NJ  07083","Profit - LLC","Ms. LINDA BARATTA",,,"POINT (-74.264841 40.675249)"
"NJ24041","AMBULATORY CARE FACILITY","24041","REGIONAL CANCER CENTER ASSOCIATES","155 STATE STREET",,"HACKENSACK","NJ","07601","BERGEN","(551) 996-4050","(551) 996-4055","steven.murno@hmhn.org","2023-01-31T00:00:00.000","REGIONAL CANCER CARE ASSOCIATES, LLC","25 MAIN STREET, SUITE 601","HACKENSACK, NJ  07601","Profit - Corporation","Ms. BRENDA HURTUBISE",,,"POINT (-74.045016 40.883306)"
"NJ1146","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1146","CAPITAL HEALTH SYSTEM AT HAMILTON","1401-1445 WHITEHORSE-MERCERVILLE ROAD",,"HAMILTON","NJ","08619","MERCER","(609) 588-5050",,"jcohen2@capitalhealth.org","2020-07-31T00:00:00.000","CAPITAL HEALTH SYSTEM, INC.","750 BRUNSWICK AVENUE","TRENTON, NJ  08638","Non-Profit - Hospital","Mr. AL MAGHAZEHE","CEO",,"POINT (-74.691806 40.21353)"
"NJ1399","AMBULATORY CARE FACILITY","24785","ADVANCED PRACTICE IMAGING","30 BERGEN STREET",,"NEWARK","NJ","07103","ESSEX","(973) 972-5188","(973) 972-7429","kortbame@uhnj.org","2022-03-31T00:00:00.000","RUTGERS HEALTH GROUP, INC.","83 FRENCH STREET","NEW BRUNSWICK, NJ  08901","Govt - Hospital","Dr. ROBERT JOHNSON",,,"POINT (-74.190401 40.74424)"
"NJ1522","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1522","SAINT BARNABAS MEDICAL CENTER CARDIAC REHABILLITATION","375 MOUNT PLEASANT AVENUE",,"WEST ORANGE","NJ","07052","ESSEX","(973) 322-5000","(973) 322-5007","sean.cox@rwbh.org","2022-11-30T00:00:00.000","COOPERMAN BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","LIVINGSTON, NJ  07039","Non-Profit - Hospital","Mr. STEPHEN ZIENIEWICZ",,,"POINT (-74.260669 40.790131)"
"NJ24197","AMBULATORY SURGICAL CENTER","24197","SPECIALTY SURGERY OF MIDDLETOWN LLC","1270 ROUTE 35, SUITE 3",,"MIDDLETOWN","NJ","07748","MONMOUTH","(732) 671-5555","(732) 527-3376","kt@ssmasc.com","2023-01-31T00:00:00.000","SPECIALTY SURGERY OF MIDDLETOWN LLC","1270 ROUTE 35, SUITE 3","MIDDLETOWN, NJ  07748",,". KAROLINA TOMICKI",,,"POINT (-74.119249 40.400242)"
"NJ24302","AMBULATORY SURGICAL CENTER","24302","TEANECK SURGICAL CENTER","730 PALISADE AVENUE - 2ND FLOOR",,"TEANECK","NJ","07666","BERGEN","(201) 928-2160","(201) 287-8385","smalaniak@teanecksc.com","2022-04-30T00:00:00.000","TEANECK SURGICAL CENTER LLC","730 PALISADE AVENUE, SECOND FLOOR","TEANECK, NJ  07666","Profit - LLC",". AIMEE FERNANDEZ CRUZ",,,"POINT (-74.020271 40.886151)"
"NJ31C0001122","AMBULATORY SURGICAL CENTER","22749","FLORHAM PARK ENDOSCOPY","195 COLUMBIA TURNPIKE",,"FLORHAM PARK","NJ","07932","MORRIS","(973) 410-1800","(973) 410-0959","anovack@amsurg.com","2022-10-31T00:00:00.000","FLORHAM PARK ENDOSCOPY ASC, LLC, THE","1A BURTON HILLS BOULEVARD","NASHVILLE, TN  37215","Profit - LLC",". JANELLE PURPURA",,,"POINT (-74.393968 40.788596)"
"NJ24111","HOSPICE CARE PROGRAM","24111","NJ HEALTH HOSPICE AND PALLIATIVE CARE","415 WEST LANDIS AVENUE, SUITE 100",,"VINELAND","NJ","08360","CUMBERLAND","(856) 696-5340","(856) 696-5310","smartinelli@njhealthteam.com","2023-02-28T00:00:00.000","THE ARDENT TEAM","415 W LANDIS AVENUE","VINELAND, NJ  08360",,"Ms. SUSAN MARTINELLI",,,"POINT (-75.027715 39.486273)"
"NJ23971","AMBULATORY CARE FACILITY - SATELLITE","23971","WELLNESS ON WHEELS","70 COHANSEY STREET",,"BRIDGETON","NJ","08302","CUMBERLAND","(856) 451-4700","(856) 455-3144","rmoran@chcinj.org","2022-10-31T00:00:00.000","COMMUNITY HEALTH CARE, INC.","53 SOUTH LAUREL STREET","BRIDGETON, NJ  08302","Non-Profit - Other","Mr. ROBERT MORAN","Adminstrator",,"POINT (-75.234083 39.430956)"
"NJ31C0001100","AMBULATORY SURGICAL CENTER","22422","AMBULATORY CARE CENTER","1133 EAST CHESTNUT AVENUE",,"SOUTH VINELAND","NJ","08360","CUMBERLAND","(856) 507-0800","(856) 507-0824","SMSILVER14GMAIL.COM","2023-02-28T00:00:00.000","AMBULATORY CARE CENTER, P.A.","1133 EAST CHESTNUT AVENUE","VINELAND, NJ  08360","Profit - Corporation","Ms. MELISSA HERMANSON",,,"POINT (-75.004592 39.477982)"
"NJ80305","AMBULATORY CARE FACILITY","80305","PARKSIDE MEDICAL CENTER","127 LAFAYETTE STREET",,"JERSEY CITY","NJ","07304","HUDSON","(201) 434-1111","(201) 432-0192","yblake@khcpmc.org","2023-01-31T00:00:00.000","KHALEIDOSCOPE HEALTH CARE, INC","127 LAFAYETTE STREET","JERSEY CITY, NJ  07304","Profit - Corporation",". LARRY M ALI BLAKE",,,"POINT (-74.063068 40.713625)"
"NJ23026CM","AMBULATORY CARE FACILITY","23026","ATLANTIC MEDICAL IMAGING,  CAPE MAY COURT HOUSE","421 ROUTE 9 NORTH",,"CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","(609) 465-0919","(609) 465-0918","jgorgol@aminj.com","2022-11-30T00:00:00.000","ATLANTIC MEDICAL IMAGING","72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205","Profit - Corporation","Ms. CATHY ASTLEY",,,"POINT (-74.814333 39.091444)"
"NJ1456","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1456","INSPIRA IMAGING CENTER HADDON TOWNSHIP","400 W CUTHBERT BOULEVARD",,"CAMDEN","NJ","08108","CAMDEN","(856) 559-4275","(856) 497-5205","kerslaked@ihn.org","2023-01-31T00:00:00.000","INSPIRA MEDICAL CENTERS, INC","165 BRIDGETON PIKE","MULLICA, NJ  08062","Non-Profit - Hospital","Ms. AMY MANSUE",,,"POINT (-75.05997 39.90739)"
"NJ90055","AMBULATORY SURGICAL CENTER","R24517","THE SURGICENTER","500 LAKEHURST ROAD",,"TOMS RIVER","NJ","08755","OCEAN","(732) 914-2233","(732) 914-8974","kweber@fostermd.com","2022-08-31T00:00:00.000","SURGICENTER, LLC (THE)","500 LAKEHURST ROAD","TOMS RIVER, NJ  08755","Profit - LLC","Ms. KELLY WEBER",,,"POINT (-74.222661 39.963666)"
"NJ71792","AMBULATORY CARE FACILITY - SATELLITE","71792","PLANNED PARENTHOOD OF NORTHERN, CENTRAL & SOUTHERN NEW JERSEY, INC.","12 SNOWHILL ROAD, SUITE 3",,"SPOTSWOOD","NJ","08884","MIDDLESEX","(732) 723-9192","(732) 723-2448","pp.hc@ppgnnj.org","2017-12-31T00:00:00.000","PLANNED PARENTHOOD OF NCSNJ","196 SPEEDWELL AVENUE","MORRISTOWN, NJ  07960","Non-Profit - Corporation","Ms. TRISTE BROOKS",,,"POINT (-74.391548 40.391437)"
"NJ24357","HOSPICE CARE BRANCH","24357","COMPASSIONATE CARE HOSPICE OF MARLTON, L.L.C.","1130 HOOPER AVENUE, SUITE 200",,"TOMS RIVER","NJ","08753","OCEAN","(732) 244-6380","(732) 244-6420","crystal.gomez@amedisys.com","2022-11-30T00:00:00.000","COMPASSIONATE CARE HOSPICE OF MARLTON, LLC","3854 AMERICAN WAY, SUITE A","BATON ROUGE, LA  70816","Profit - LLC","Ms. CRYSTAL GOMEZ",,,"POINT (-74.183422 39.97498)"
"NJ1315","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1315","MERIDIAN REHABILITATION AT NEPTUNE","2100 ROUTE 33, SUITE 2",,"NEPTUNE","NJ","07754","MONMOUTH","(732) 776-4558","(732) 776-4181","VITO.BUCCELLATO@HMHN.ORG","2023-02-28T00:00:00.000","HMH HOSPITALS CORPORATION","343 THORNALL STREET 8TH FL","EDISON, NJ  08837","Non-Profit - Hospital",". KENNETH SABLE",,,"POINT (-74.045188 40.206886)"
"NJ22938","AMBULATORY CARE FACILITY","22938","UNIVERSITY RADIOLOGY GROUP, PC","75 VERONICA AVENUE",,"SOMERSET","NJ","08873","SOMERSET","(732) 246-0060","(732) 545-0758","marcel.pirovano@univrad.com; robert.braun@univrad.com","2022-05-31T00:00:00.000","UNIVERSITY RADIOLOGY GROUP, P.C.","579A CRANBURY ROAD","EAST BRUNSWICK, NJ  08816","Profit - Corporation","Ms. LINDA WHITE","R.N.",,"POINT (-74.49371 40.476069)"
"NJ25165","AMBULATORY CARE FACILITY","25165","NJIN OF JERSEY CITY","600 PAVONIA AVENUE",,"JERSEY CITY","NJ","07306","HUDSON","(201) 630-0316","(973) 875-5230","Ann.Brennan@radnet.com","2022-08-31T00:00:00.000","THE NEW JERSEY IMAGING NETWORK LLC","95 OLD SHORT HILLS ROAD","WEST ORANGE, NJ  07052","Profit - LLC","Ms. ISABEL FORTUNATO",,,"POINT (-74.060341 40.732698)"
"NJ70170","AMBULATORY CARE FACILITY","70170","FEDERATION OF JEWISH AGENCIES SENIOR CITIZENS MEDICAL CLINIC","1102 ATLANTIC AVENUE",,"ATLANTIC CITY","NJ","08401","ATLANTIC","(609) 345-8409","(609) 345-7024","beronjoas@hotmail.com","2022-06-30T00:00:00.000","BERON JEWISH OLDER ADULT SERVICES OF ATLANTIC CO","1102 ATLANTIC AVENUE","ATLANTIC CITY, NJ  08401","Non-Profit - Religious Affiliation","Ms. ADRIENNE EPSTEIN",,,"POINT (-74.42478 39.363468)"
"NJ31C0001116","AMBULATORY SURGICAL CENTER","22631","RIVER DRIVE SURGERY AND LASER CENTER","619 RIVER DRIVE, FIRST FLOOR",,"ELMWOOD PARK","NJ","07407","BERGEN","(201) 703-2900","(201) 703-1780","nlord@riverdrivesurgery.com","2023-03-31T00:00:00.000","RIVER DRIVE SURGERY CENTER, LLC","1A BURTON HILLS BLVD","NASHVILLE, TN  37215","Profit - LLC","Ms. NANCY LORD","R.N.",,"POINT (-74.12625 40.89875)"
"NJR24729","SURGICAL PRACTICE","R24729","DAMIEN FERTILITY PARTNERS A DIV OF REGIONAL WOMEN'S HEALTH GROUP, L.L.C.","655 SHREWSBURY AVENUE, SUITE 300",,"SHREWSBURY","NJ","07702","MONMOUTH","(732) 758-6511","(732) 758-1048","manager@damienfertilitypartners.com","2022-10-31T00:00:00.000","DAMIEN FERTILITY PARTNERS","655 SHREWSBURY AVENUE","SHREWSBURY, NJ  07702",,"Mr. ROBERT MILLER",,,"POINT (-74.073345 40.326826)"
"NJ312505","END STAGE RENAL DIALYSIS","40701","BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC","91-101 HARTFORD STREET",,"NEWARK","NJ","07103","ESSEX","(973) 624-7100","(973) 624-7113","Millad.Hassani@fmc-na.com","2023-03-31T00:00:00.000","BIO-MEDI AL APPLICATIONS OF NEW JERSEY, INC.","91-101 HARTFORD STREET","NEWARK, NJ  07103",,"Mr. MILLAD HASSANI",,,"POINT (-74.188603 40.745216)"
