"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Burlington","Project TEACH - Burlington","609-267-7595","0 to 6","26","Mount Holly","704 Woodlane Rd",,"08060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03PRO0001.shtml)"
"Cape May","Project TEACH - Cape May","609-463-4870","0 to 6","15","Cape May Court House","131 Crest Haven Rd",,"08210","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/05PRO0001.shtml)"
"Atlantic","Atlantic Project TEACH","609-645-6748","0 to 2½","30","Egg Harbor Township","2562 Tilton Rd",,"08234","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01ATL0027.shtml)"
"Monmouth","Monmouth Project TEACH","732-493-4470","0 to 6","39","Ocean Township","1076 Wayside Rd",,"07712","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13MON0007.shtml)"
"Mercer","Project TEACH - Mercer","609-530-3390","0 to 6","42","Trenton","1600 Stuyvesant Ave",,"08618","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11PRO0002.shtml)"
"Warren","Project TEACH-Warren","908-689-4650","0 to 6","14","Port Murray","540 Route 57e",,"07865","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21PRO0001.shtml)"
"Passaic","Friendship Corner Day Care Center II","973-405-6711","2½ to 6","187","Paterson","186-190 Butler Street",,"07524","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16FRI0007.shtml)"
"Essex","East Orange YMCA Child Care Center","973-673-5588","2½ to 6","97","East Orange","100 N Arlington Ave",,"07017","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EAS0002.shtml)"
"Essex","South Mountain YMCA Child Care Center","973-762-0860","0 to 13","309","Maplewood","10 W Parker Ave",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SOU0003.shtml)"
"Passaic","Wayne YMCA ABC Early Childhood Learning Center","973-595-0100","0 to 13","240","Wayne","1 Pike Drive",,"07470","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16YMY0001.shtml)"
"Bergen","YMCA fo Greater Bergen County After School Program at Nellie","201-487-6600","6 to 13","100","Hackensack","261 Maple Hill Drive",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02YMC0009.shtml)"
"Bergen","YMCA of Greater Bergen CountyAfter School at Jackson Avenue","201-487-6600","6 to 13","100","Hackensack","421 Jackson Avenue",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02YMC0008.shtml)"
"Bergen","YMCA of Greater Bergen County After School at Fanny M Hiller","201-487-6600","6 to 13","100","Hackensack","56 Longview Avenue",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02YMC0007.shtml)"
"Bergen","YMCA of Greater Bergen County After School Program at 5/6","201-487-6600","6 to 13","101","Hackensack","321 State Street",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800317.shtml)"
"Bergen","YMCA of Greater Bergen County at Fairmount School","201-487-6600","6 to 13","120","Hackensack","105 Grand Avenue",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02YMC0006.shtml)"
"Bergen","YMCA of Greater Bergen County Happy Day Childcare & After Sc","201-487-6600","2½ to 6","109","Hackensack","360 Main Street",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02HAP0001.shtml)"
"Essex","South Mountain YMCA-Clinton School","973-762-0218","6 to 13","141","Maplewood","27 Berkshire Rd",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07CLI0008.shtml)"
"Essex","South Mountain YMCA Tuscan School","973-762-0241","6 to 13","90","Maplewood","25 Harvard Ave",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07TUS0001.shtml)"
"Essex","South Mountain YMCA-Marshall School","973-762-4145","6 to 13","100","South Orange","262 Grove Rd",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MAR0002.shtml)"
"Essex","South Mountain YMCA South Mountain School","973-762-4145","6 to 13","100","South Orange","444 S Orange Ave",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SOU0013.shtml)"
"Essex","South Mountain YMCA- SM Annex School","973-762-0183","6 to 13","60","South Orange","110 Glenview Road",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100800250.shtml)"
"Essex","South Mountain YMCA-Jefferson School",,"6 to 13","81","Maplewood","518 Ridgewood Road",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07AFT0001.shtml)"
"Essex","South Mountain YMCA-Civic House Site","973-761-1545","6 to 13","55","Maplewood","124 Dunnell Road",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07AFT0008.shtml)"
"Essex","Montrose YMCA Before and Aftercare","862-400-8994","2½ to 6","25","South Orange","358 Clark Street",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160100003.shtml)"
"Essex","East Orange Y's Choice After-School Program","973-673-5588","2½ to 6","43","East Orange","490 William Street",,"07017","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EAS0013.shtml)"
"Essex","Harrison School Extended Day Program","973-609-6049","6 to 13","134","Livingston","148 N Livingston Ave",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HAR0004.shtml)"
"Essex","Hillside School Extended Day Program","973-885-3073","6 to 13","100","Livingston","98 Belmont Ave",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HIL0006.shtml)"
"Essex","Burnet Hill School Extended Day Program","973-535-1915","6 to 13","88","Livingston","25 Byron Pl",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07BUR0001.shtml)"
"Essex","Lester C. Noecker Extended Day Program","973-985-3442","6 to 13","120","Roseland","Passaic Ave",,"07068","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LES0001.shtml)"
"Essex","Lincoln School Extended Day Program","973-228-9113","6 to 13","50","Caldwell","Crane Street",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LIN0001.shtml)"
"Essex","Collins School Extended Day Program","973-992-5969","6 to 13","80","Livingston","67 Martin Rd",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07COL0002.shtml)"
"Essex","Jefferson School Extended Day Program","973-609-6014","6 to 13","60","West Caldwell","Prospect Street",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07JEF0001.shtml)"
"Essex","Washington School Extended Day Program","973-609-6082","6 to 13","60","West Caldwell","Central Ave",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07WAS0001.shtml)"
"Essex","Redwood School Extended Day Program","973-609-6068","6 to 13","100","West Orange","75 Redwood Ave",,"07052","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07RED0002.shtml)"
"Essex","Riker Hill School Extended Day Program","973-609-6080","6 to 13","100","Livingston","31 Blackstone Dr",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07RIK0001.shtml)"
"Essex","Saint Cloud School Extended Day Program","973-992-7500","6 to 13","100","West Orange","71 Sheridan Ave",,"07052","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SAI0025.shtml)"
"Essex","Mt. Pleasant School Extended Day Program","973-985-4069","6 to 13","110","Livingston","11 Broadlawn Dr",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800034.shtml)"
"Essex","West Essex YMCA Peanut Shell Nurs & CCC","973-533-1511","0 to 6","137","Livingston","7 Regent Street Bldg. 706",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07WES0004.shtml)"
"Essex","Wilson School Extended Day Program","973-228-8999","6 to 13","30","West Caldwell","Orton Road",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07WIL0003.shtml)"
"Sussex","Hardyston YMCA After School Program","973-823-7000","6 to 13","40","Franklin","50 Route 23","Hardyston Elementary School","07416","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19HAR0001.shtml)"
"Warren","YMCA Y-Kids After School Center-Blairstown","908-362-6111","2½ to 13","50","Blairstown","1 Sunset Hill Rd",,"07825","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21YMC0001.shtml)"
"Sussex","Franklin Elementary School","973-827-9775","2½ to 13","30","Franklin","50 Washington Avenue",,"07416","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19FRA0003.shtml)"
"Essex","Harrison Building Extended Day Program","973-609-6041","6 to 13","30","West Caldwell","Gray Street",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HAR0005.shtml)"
"Passaic","Memorial Day Nursery","973-742-3295","2 to 13","130","Paterson","397 Grand Street",,"07505","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16MEM0001.shtml)"
"Passaic","Memorial Day Nursery - Site #2","973-345-0281","2½ to 13","226","Paterson","238 Straight Street",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16MEM0002.shtml)"
"Union","Neighborhood House Association","908-757-7100","0 to 13","234","Plainfield","644 W 4th Street",,"07060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20NEI0001.shtml)"
"Union","Neighborhood House Association II","908-757-7100","2½ to 6","120","Plainfield","33 Westervelt Avenue",,"07060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140400242.shtml)"
"Passaic","Child Care Center of St. Joseph's Regional Medical Center","973-754-4433","0 to 13","165","Paterson","800 Main Street",,"07503-2615","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CHI0006.shtml)"
"Bergen","Leonard Johnson Day Nursery","201-568-0817","0 to 13","180","Englewood","44 Armory Street",,"07631","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02LEO0002.shtml)"
"Bergen","Bergen Family Center After School Program","201-568-0817","2½ to 13","300","Englewood","50 Durie Ave",,"07631","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170500130.shtml)"
"Bergen","Bergen Family Center Quarles After School Center","201-568-0817","2½ to 6","180","Englewood","186 Davison Place",,"07631","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180600147.shtml)"
"Middlesex","South Amboy YMCA","732-553-9622","6 to 13","180","South Amboy","200 John T. O'Leary Blvd",,"08879","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120200073.shtml)"
"Middlesex","Woodbridge Branch Y SACC School #28","732-340-9622","6 to 13","25","Sewaren","Glen Cove Avenue",,"07077","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130100034.shtml)"
"Middlesex","Woodbridge Branch YMCA School 1","732-340-9465","6 to 13","25","Woodbridge","Mawbrey Street",,"07095","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/121200619.shtml)"
"Middlesex","Harry C. Williams CCC/Metuchen-Edison YMCA","732-548-2044","2½ to 13","175","Metuchen","65 High Street",,"08840","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12HAR0002.shtml)"
"Middlesex","Woodbridge Branch YMCA Child Care Center","732-340-9622","2½ to 13","90","Colonia","400 Inman Ave",,"07067","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12WOO0002.shtml)"
"Middlesex","Our Savior's Child Care Center","732-548-0523","0 to 13","83","Edison","50 Calvert Ave-East",,"08820","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12OUR0001.shtml)"
"Middlesex","Edgar Child Care Center","732-632-8633","0 to 6","60","Metuchen","150 Lake Ave",,"08840","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12EDG0001.shtml)"
"Middlesex","Edison Branch Childcare Center","732-494-3232","0 to 13","163","Edison","1775 Oak Tree Rd",,"08820","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12EDI0005.shtml)"
"Middlesex","Grace Child Care Center","732-442-4199","0 to 13","49","Perth Amboy","600 New Brunswick Ave",,"08861","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12GRA0001.shtml)"
"Middlesex","Harborview Child Care Center","732-442-7190","0 to 13","60","Perth Amboy","45 Market Street",,"08861","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12HAR0004.shtml)"
"Middlesex","Ken Shirk Child Care Center","732-287-1131","0 to 13","97","Edison","445 Old Post Rd",,"08817","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12KEN0001.shtml)"
"Middlesex","Woodbridge Branch Y School #18 SACC Program","732-340-9622","6 to 13","30","Iselin","Indiana Avenue",,"08830","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100800137.shtml)"
"Middlesex","Woodbridge Branch Y School #26 SACC Program","732-340-9622","6 to 13","30","Iselin","Benjamin Avenue",,"08830","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100800136.shtml)"
"Middlesex","Lafayette Estates School #25","732-346-1116","6 to 13","92","Fords","Fords Avenue",,"08863","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120800143.shtml)"
"Middlesex","Woodbridge Branch YMCA School 24 SACC Program","732-340-9622","6 to 13","50","Iselin","150 Goodrich Street",,"08830","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160500212.shtml)"
"Middlesex","Woodbridge Child Care Center Avenel Early Learning Center","732-636-1100","0 to 13","130","Avenel","238 Avenel Street",,"07001","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12WOO0004.shtml)"
"Essex","YWCA Afterschool Program at Heywood Ave School","201-279-2635","6 to 13","60","Orange","421 Heywood Ave",,"07050","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070704631.shtml)"
"Essex","YWCA Afterschool Program at Lincoln Ave. School","973-609-9998","6 to 13","60","Orange","216 Lincoln Avenue",,"07050","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07YWC0006.shtml)"
"Passaic","Children's Day Nursery & Family Center","973-777-5544","2½ to 13","102","Passaic","22 Kent Place",,"07055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CHI0003.shtml)"
"Middlesex","Middlesex County College Day Care Center","732-906-2542","2½ to 13","90","Edison","2600 Woodbridge Ave",,"08818","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12MID0007.shtml)"
"Sussex","Hopatcong HeadStart","973-398-4486","2½ to 6","20","Hopatcong","406 Wills Ave",,"07843","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19HOP0001.shtml)"
"Warren","Phillipsburg Head Start Program Roseberry","908-213-3422","0 to 6","76","Phillipsburg","604 Roseberry Street",,"08865","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21PHI0004.shtml)"
"Warren","Washington Head Start","908-689-4668","2½ to 6","35","Washington","2 Pohatcong Ave",,"07882","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21WAS0006.shtml)"
"Sussex","Newton Head Start","973-300-4091","0 to 6","68","Newton","111 Ryerson Avenue","First United Methodist Church","07860","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19BRA0002.shtml)"
"Morris","NORWESCAP Early Head Start Morris County","908-454-8830","0 to 6","40","Denville","42 Peer Place",,"07834","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700153.shtml)"
"Warren","Phillipsburg Head Start","908-454-5936","2½ to 6","50","Phillipsburg","535 Fisher Ave",,"08865","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21PHI0003.shtml)"
"Hunterdon","NORWESCAP Hunterdon Head Start","908-284-4757","2½ to 6","60","Ringoes","79 Highway 202/31 So,Suite 200",,"08551","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100100141.shtml)"
"Burlington","BCCAP Head Start Child Dev.Center/Infants & Todders Program","856-764-2562","0 to 6","226","Delanco","2431 Burlington Ave",,"08075","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03BCC0001.shtml)"
"Burlington","BCCAP - Lumberton Headstart Center","609-267-9527","0 to 6","270","Lumberton","100 Rte. 38 & Maple Grove Blvd",,"08048","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03BCC0006.shtml)"
"Burlington","Early Head Start of Browns Mills","609-261-2323","0 to 6","54","Browns Mills","405 Lakehurst Road",,"08015","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100800081.shtml)"
"Union","Elizabethport Presbyterian Center, Inc.","908-351-4850","2½ to 13","90","Elizabeth","178-184 First Street",,"07206","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20ELI0002.shtml)"
"Bergen","Greater Bergen Community Action, Inc.","201-384-9885","0 to 6","192","Bergenfield","100 Portland Ave",,"07621","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02BER0014.shtml)"
"Bergen","Bergen Co. Comm. Action Partn. Child Dev. Ctr. of Hackensack","201-968-0200","2½ to 6","73","Hackensack","291 Second Street",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02BER0003.shtml)"
"Bergen","Hackensack HeadStart","201-525-1600","2½ to 6","37","Hackensack","40 Passaic Street",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02HAC0005.shtml)"
"Hudson","N. Hudson Community Action, Corp.Corp.Head Start/Early HS Pr","201-863-7511","0 to 6","174","Union City","401 Palisade Ave",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800038.shtml)"
"Hudson","North Hudson Comm Action-Head Start Prog","201-617-0901","2½ to 6","120","North Bergen","7611 Broadway",,"07047","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09NOR0001.shtml)"
"Hudson","North Hudson Community Action, Corp.Corp.-HeadStart Program","201-662-7722","2½ to 6","62","West New York","314 67th Street",,"07093","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09NOR0005.shtml)"
"Hudson","North Hudson Community Action, Corp. Head Start Program","201-246-8786","2½ to 6","41","Kearny","380 Kearny Ave",,"07032","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09NOR0009.shtml)"
"Hudson","North Hudson Center for Early Learning & Parent Development","201-617-0901","0 to 13","187","West New York","5800 Kennedy Blvd",,"07093","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09NOR0003.shtml)"
"Essex","FOCUS After School Program","973-268-5270","6 to 13","264","Newark","307 Sussex Ave","Sussex Ave School","07107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07FOC0003.shtml)"
"Essex","Focus at Cleveland Elementary School","973-624-2528","6 to 13","169","Newark","388 Bergen Street",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700187.shtml)"
"Essex","Lincoln Elementary School","973-374-2290","6 to 13","111","Newark","87 Richelieu Terrace",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151000038.shtml)"
"Hudson","Family Friendly Center at P. S. #5","201-714-4302","6 to 13","80","Jersey City","182 Merseles Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09FAM0002.shtml)"
"Essex","NCC/13th Ave Sch Family Friendly Ctr","973-733-7045","6 to 13","538","Newark","359 13th Avenue",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NCC0001.shtml)"
"Essex","New Community Harmony House AfterSchool Pro","973-623-8555","6 to 13","24","Newark","278 South Orange Avenue",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NEW0021.shtml)"
"Essex","Community Hills Early Learning Center","973-621-0852","0 to 6","165","Newark","85 Irvine Turner Blvd",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07COM0014.shtml)"
"Essex","Hawkins Street School Family Friendly Center","973-465-4920","6 to 13","200","Newark","8 Hawkins Street",,"07105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HAW0001.shtml)"
"Essex","Ironbound After-School Program","973-465-0947","6 to 13","96","Newark","432 Lafayette Street",,"07105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07IRO0002.shtml)"
"Essex","Ironbound Early Learning Center","973-589-6873","0 to 13","214","Newark","One New York Avenue",,"07105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07IRO0001.shtml)"
"Hudson","Boys & Girls Club of Hudson County","201-333-4100","2½ to 13","207","Jersey City","225 Morris Blvd",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BOY0001.shtml)"
"Hudson","Boys & Girls Clubs of Hudson County-Hoboken","201-963-6443","6 to 13","100","Hoboken","123 Jefferson Street",,"07030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BOY0002.shtml)"
"Atlantic","Hammonton Head Start Center","856-453-0803","2½ to 6","45","Hammonton","Lake & Park Avenue","150 Sports Drive","08037","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01HAM0001.shtml)"
"Atlantic","Spruce Head Start Center","856-453-0803","2½ to 6","30","Egg Harbor Township","3050 Spruce Avenue",,"08234","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01SPR0001.shtml)"
"Atlantic","ACC Gateway Early Learning Center","856-453-0803","0 to 13","39","Mayslanding","5100 Black Horse Pike-Room 122",,"08330","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100224.shtml)"
"Atlantic","Linwood Head Start Center","856-453-0803","2½ to 6","46","Linwood","2115 New Road",,"08221","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01LIN0003.shtml)"
"Cape May","Ocean City Head Start Center","856-453-0803","2½ to 6","20","Ocean City","204 E. 4th Street",,"08226","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/110800140.shtml)"
"Cape May","Wildwood Head Start","609-948-3013","2½ to 6","30","Wildwood","2810 Atlantic Avenue",,"08260","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100220.shtml)"
"Cape May","Villas Head Start Center","856-453-0803","2½ to 6","72","Villas","700 Bayshore Road",,"08251","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100223.shtml)"
"Cape May","Woodbine Head Start Center","609-501-7692","0 to 6","38","Woodbine","406 Monroe Avenue",,"08270","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/05WOO0001.shtml)"
"Atlantic","Ventnor Head Start","609-948-3007","2½ to 6","45","Ventnor","400 N. Lafayette Avenue",,"08406","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140400155.shtml)"
"Atlantic","Galloway Township Head Start","609-501-6663","2½ to 6","80","Smithville","28 South New York Road, Buildi","Units 1,2,3","08205","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/141000238.shtml)"
"Camden","Gateway Early Learning Center","856-453-0803","0 to 6","33","Sicklerville","510 Williamstown Road Suite A",,"08081","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160200075.shtml)"
"Atlantic","Buena Vista Head Start","856-392-6933","2½ to 6","50","Newtonville","661 Jackson Road",,"08346","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151000221.shtml)"
"Mercer","Ewing Head Start","609-497-6676","2½ to 6","60","Trenton","100 Scotch Road",,"08628","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11EWI0001.shtml)"
"Cumberland","Hopewell Head Start","856-453-0803","2½ to 6","15","Bridgeton","122 Sewall Road",,"08302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/181000235.shtml)"
"Bergen","Tender Years Preschool, LLC","201-796-8686","2½ to 13","68","Fair Lawn","2-65 Saddle River Rd",,"07410","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02TEN0006.shtml)"
"Bergen","Early Learner's Child Care","201-229-1360","0 to 13","156","Little Ferry","201 Redneck Ave",,"07643","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02EAR0010.shtml)"
"Passaic","Mickey Academy","973-249-0707","0 to 13","56","Clifton","11 Brighton Rd",,"07012","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16MIC0007.shtml)"
"Camden","Kiddie Academy of Runnemede","856-939-1717","0 to 13","147","Runnemede","835 E Clements Bridge Rd",,"08078","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800261.shtml)"
"Warren","Half Pint Early Learning and Child Care Center","908-835-9499","0 to 6","58","Washington","432 Route 57 West",,"07882","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21HAL0001.shtml)"
"Hudson","Tatis Small World Learning Center, Inc.","201-863-7132","0 to 13","88","Union City","132 32 Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09TAT0004.shtml)"
"Salem","Kids of Destiny Learning Center, LLC II","856-517-3579","0 to 13","65","Pennsville","19-21 Carroll Avenue",,"08070","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100171.shtml)"
"Morris","Bright Horizons Children's Center","973-829-0768","0 to 13","104","Parsippany","11 Dryden Way",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14BRI0003.shtml)"
"Hunterdon","Bright Horizons at Lebanon","908-236-0226","0 to 13","150","Lebanon","1388 Rt. 22 W",,"08833","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10KID0002.shtml)"
"Mercer","Titusville Child Development Center","609-730-2040","0 to 13","195","Titusville","1125 Trenton-Harbourton Rd",,"08560","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11JAN0002.shtml)"
"Mercer","The Child Development Center at Bristol-Myers Squibb - Penni","609-818-6200","0 to 13","170","Pennington","311 Pennington-Rocky Hill Rd",,"08534","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11CHI0023.shtml)"
"Hudson","Bright Horizons at Washington Blvd","201-610-0422","0 to 13","34","Jersey City","389 Washington Blvd.",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIP0001.shtml)"
"Mercer","The Child Development Center for Bristol-Myers Squibb - Lawr","609-252-6200","0 to 13","240","Princeton","Rt. 206 And Province Line Road",,"08540","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11CHI0014.shtml)"
"Hudson","Bright Horizons at Sinatra Drive Hoboken","201-420-7043","0 to 13","73","Hoboken","336 Sinatra Drive",,"07030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BEY0002.shtml)"
"Somerset","Johnson & Johnson Child Development Center at Skillman","908-904-3400","0 to 13","219","Skillman","199 Grandview Road",,"08558","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18JOH0002.shtml)"
"Hudson","River School Newport-Bright Horizons School","201-626-8888","0 to 6","175","Jersey City","30 Newport Parkway",,"07310","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09RIV0001.shtml)"
"Hudson","River School Exchange Place-Bright Horizons School","201-369-7003","0 to 6","110","Jersey City","251 Warren Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09RIV0003.shtml)"
"Hudson","River School Warren-Bright Horizons School","201-427-9070","0 to 6","75","Jersey City","254 Warren Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140100148.shtml)"
"Mercer","The Child Development Center for Bristol-Myers Squibb, Princ","973-222-6865","0 to 13","166","Lawrenceville","3401 Princeton Pike",,"08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170500166.shtml)"
"Hudson","The Children's Center at Goldman Sachs","212-357-5558","0 to 13","37","Jersey City","30 Hudson Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09CHI0014.shtml)"
"Hudson","Bright Horizons at Marin Blvd Jersey City","551-267-2407","0 to 13","70","Jersey City","201 Luis Munor Marin Blvd, Uni",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090600175.shtml)"
