"date","start_time","end_time","event_title","description","location","county","contact","contact_title","phone","email","calendartype","directions","registration_link","location_1"
"2019-07-09T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-07-08T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-04T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Independence Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-07-01T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-06-25T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-06-24T00:00:00.000","1899-12-31T13:00:00.000","1899-12-31T16:00:00.000","Recruitment for Census 2020","US Census2020 will be hosting another Information Session at the Sussex County One-Stop Career Center in Newton on June 24. They will present at 1:00 pm and again at 3:00 pm.

There will be no interviews, but they will show you how to apply online so you can complete applications at the one-stop afterwards.

Please review the attachments regarding some of the available positions and share with your network.

You can apply or find out more information at www.2020census.gov/jobs","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-06-24T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview I","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. How to follow up after the conclusion of the interview is also reviewed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-21T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-17T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-17T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-06-14T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-11T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-06-10T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-07T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-03T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-06-03T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-05-27T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Memorial Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-05-15T00:00:00.000","1899-12-31T12:00:00.000","1899-12-31T14:00:00.000","Recruitment for Capitol Care, Wantage, NJ","Capitol Care is an agency that is looking for direct support staff for adults with developmental disabilities in their residential programs.  Full-time,  part-time and substitute positions are available, starting at $12/hour.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-30T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills.  Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-29T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-26T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-25T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T13:00:00.000","Employer recruiting for dietary aides and dishwashers","Healthcare Services Group is hiring for dietary aides and dishwashers for Andover Subacute and Rehab Center.  Pay: $12/hour for 30 hours/week.  HS diploma or GED required.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-22T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills.  Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-22T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-19T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Good Friday - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-04-17T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T13:00:00.000","Dental Patient Representative Information Session","Information session about training as a dental rep.  Employment/training is conducted in conjunction with Zufall Health and Rutgers University.  Must be 18 and be bilingual (English/Spanish).","Sussex-Newton OSCC","Sussex","Dental Rep",,"848-445-9450",,"OSCC",,,
"2019-04-17T00:00:00.000","1899-12-31T10:00:00.000","1899-12-31T13:00:00.000","Refresco Recruitment","World's largest independent bottler of beverages is looking for electrician, automation, and process technicians as well as maintenance mechanics.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-16T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills.  Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-15T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-12T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-08T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-04-08T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills.  Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-02T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills.  Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-04-01T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-29T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-25T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-25T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Various training options are available to job seekers lacking skills in demand areas. Customers are asked to register prior to orientation.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-22T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-21T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T14:00:00.000","Harbor Freight Tools","Tool company recruiting for store to open in Sussex County Mall.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-20T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T14:00:00.000","Harbor Freight Tools","Tool company recruiting for store to open in Sussex County Mall.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-18T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-15T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-11T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Anyone interested in federal grants, tuition waivers or online learning needs to register with this One Stop before attending the orientation.  Call us at 973-383-2775.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-11T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-08T00:00:00.000","1899-12-31T10:00:00.000","1899-12-31T12:00:00.000","United States Postal Service Recruitement",,"Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-05T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Customers interested in training must be registered with this One-Stop.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-03-04T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-01T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-03-01T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-25T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-22T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-19T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training orientation","Information regarding training grants, tuition waivers, on the job training, online learning and basic computer skills.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-02-18T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Presidents Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-02-15T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-11T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-05T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Information regarding training grants, tuition waivers, on the job training, online learning and basic computer skills.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-02-04T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-02-01T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-28T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-25T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-23T00:00:00.000","1899-12-31T10:00:00.000","1899-12-31T12:00:00.000","test1","test","WIOA","WIOA","Frank Kloepping","test","46599","Franklin.Kloepping@dol.nj.gov","WIOA","none","test (http://lwd.state.nj.us/formsapp/form/99)",
"2019-01-22T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation",,"Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-01-22T00:00:00.000","1899-12-31T10:00:00.000","1899-12-31T12:00:00.000","test","test","WIOA","WIOA","Frank Kloepping","test","46599","<a href=""Franklin.Kloepping@dol.nj.gov"">TEST</a>","WIOA","none",,
"2019-01-21T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Martin Luther King Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-01-21T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T07:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-14T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-11T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-08T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation",,"Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-01-07T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-04T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-01-01T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","New Year's Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2018-12-28T00:00:00.000","1899-12-31T09:00:00.000","1899-12-31T10:30:00.000","Top Notch Resume","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2018-12-27T00:00:00.000","10.00am","11.00am","GA/SNAP Orientation",,"Phillipsburg OSCC","Warren","Brad Schmitt","CWEP Coordinator","908 329 9156","JSAPhillipsburg@dol.nj.gov","OSCC",,,
"2018-12-25T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Christmas Holiday - LWD closed","ALL","ALL",,,,,"ALL",,,
"2018-12-21T00:00:00.000","1899-12-31T09:00:00.000","1899-12-31T10:30:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2018-12-17T00:00:00.000","1899-12-31T09:00:00.000","1899-12-31T10:30:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
