HYDRANT NO,LOCATION DETAIL,DESCRIPTION,MANUFACTURE NAME,WATER TYPE,MODEL,INSTALLDATE,CHANGE DATE,OWNER,LIFE CYCLE STATUS,JOB NUM,PRESSURE ZONE,FLUSHING ZONE,QUADRANT,WARD,QUALIFIER,ORIENTATION,LOCTNDETAIL,RELTVVERTCPOSTN,ELEVATION,ENABLED,BAND COLOR,PAINT COLOR,LEGACY ID,DISPLAY ID,CALCULATEDX,CALCULATEDY,Coordinates,CLASS,REPORT PROBLEM,UPDATED_DATE,STATUS,DC Wards,Square Ply
H01166,M ST INT 26TH ST NW - NEC,"WASA-Hydrant, GLAM-O'BRIEN",G039,Potable,O'BRIEN,1912/11/22,2019/11/20,DC Water,Active,19870,1st,1-6,NW,2,1,NEC,NONE,Normal,48.22,1,,,H-422-,H-422-782,-77.05463456985059,38.90533522975545,"(38.90533522975545, -77.05463456985059)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01172,4TH ST INT MARTIN LUTHER KING JR AVE SE - NEC - IFO ENGINE 25,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1912/12/23,2019/04/16,DC Water,Active,2556-138,Ana-2nd,A1-8,SE,8,1,NEC,IFO ENGINE 25,Normal,175.67,1,,,H-790-,H-790-592,-77.00056224211563,38.84303564751161,"(38.84303564751161, -77.00056224211563)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H01177,MICHIGAN AVE INT BUNKER HILL RD NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/01/25,2019/11/08,DC Water,Active,3812,2nd,2-46,NE,5,1,SWC,NONE,Normal,,1,BLUE,,H-937-,H-937-622,-76.9823488038881,38.942487465963104,"(38.942487465963104, -76.9823488038881)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01181,VERMONT AVE INT H ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/01/30,2019/02/12,DC Water,Active,307/222,1st,1-19,NW,2,1,NEC,NONE,Normal,63.65,1,,,H-366-,H-366-877,-77.03487998578515,38.900346457810066,"(38.900346457810066, -77.03487998578515)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01185,LONGFELLOW ST INT NORTH CAPITOL ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/02/20,2019/11/08,DC Water,Active,15634,3rd,3-43,NW,4,1,NWC,NONE,Normal,9,1,,Green,H-176-,H-176-069,-77.00914361091232,38.9577531868115,"(38.9577531868115, -77.00914361091232)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01194,O ST INT 11TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/03/29,2019/11/22,DC Water,Active,2195/245,1st,1-26,NW,2,1,NEC,NONE,Normal,97.24,1,BLUE,Green,H-583-,H-583-897,-77.02684293130721,38.90862612100226,"(38.90862612100226, -77.02684293130721)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01195,W ST INT 4TH ST NW - NEC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1913/04/02,2019/03/22,DC Water,Active,3918,1st,1-34,NW,1,1,NEC,NONE,Normal,105.39,1,,,H-718-,H-718-699,-77.01777745287998,38.91942662151918,"(38.91942662151918, -77.01777745287998)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01197,FLORIDA AVE INT W ST NW - NWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/04/10,2019/03/22,DC Water,Active,2195/48,1st,1-28,NW,1,1,NWC,NONE,Normal,,1,BLUE,,H-360-,H-360-637,-77.02509664439863,38.91923131152716,"(38.91923131152716, -77.02509664439863)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01208,RANDOLPH ST INT 13TH ST NE - NWC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1913/05/03,2019/11/18,DC Water,Active,3956,2nd,2-33,NE,5,1,NWC,NONE,Normal,145.9,1,,,H-592-,H-592-191,-76.98846140571632,38.9383617652314,"(38.9383617652314, -76.98846140571632)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01214,STAPLES ST INT MORSE ST NE - SEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/05/22,2019/03/27,DC Water,Active,3101,1st,1-42,NE,5,1,SEC,NONE,Normal,53.86,1,BLUE,Green,H-443-,H-443-450,-76.98531078073422,38.901715534429016,"(38.901715534429016, -76.98531078073422)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01217,BELMONT ST BET 14TH ST & 15TH ST NW - Northside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/06/06,2019/04/16,DC Water,Active,2195/277,2nd,2-26,NW,1,2,Northside,NONE,Normal,12,1,BLUE,Green,H-657-,H-657-217,-77.03405458639276,38.92051070396834,"(38.92051070396834, -77.03405458639276)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01231,5TH ST INT U ST NW - NWC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1913/07/09,2019/11/18,DC Water,Active,2195/302,1st,1-29,NW,1,1,NWC,NONE,Normal,100.57,1,,,H-802-,H-802-698,-77.01875910212016,38.91670243943226,"(38.91670243943226, -77.01875910212016)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01234,CHAPIN ST BET 14TH ST & 15TH ST NW - Northside - IFO 1427,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1913/07/11,2019/04/16,DC Water,Active,Northside,2nd,2-26,NW,1,2,Northside,IFO 1427,Normal,181,1,,Green,H-289-,H-289-438,-77.03333865057299,38.92161628587488,"(38.92161628587488, -77.03333865057299)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01241,5TH ST INT I ST NW - SEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/07/21,2019/11/29,DC Water,Active,2195-318,Low,L-6,NW,6,1,SEC,NONE,Normal,49.24,1,,,H-320-,H-320-995,-77.0188460958182,38.90074942214231,"(38.90074942214231, -77.0188460958182)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01242,7TH ST INT H ST SW - NWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1913/07/21,2019/06/18,DC Water,Active,925-323,Low,L-26,SW,6,1,NWC,NONE,Normal,25.4,1,,,H-046-,H-046-432,-77.02203844439317,38.880328384486816,"(38.880328384486816, -77.02203844439317)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01248,HOLLY ST INT ALASKA AVE NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/08/01,2019/03/22,DC Water,Active,307-114,4thAlaska,4-10,NW,4,1,SWC,NONE,Normal,350.02,1,YELLOW,Green,H-971-,H-971-544,-77.03074425411504,38.98033472077696,"(38.98033472077696, -77.03074425411504)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01253,16TH ST INT BENNING RD NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/08/08,2019/11/20,DC Water,Active,2195-359,Low,L-15,NE,6,1,SWC,NONE,Normal,47.93,1,BLUE,,H-615-,H-615-039,-76.98160332900986,38.89956768724131,"(38.89956768724131, -76.98160332900986)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01256,CORCORAN ST INT 16TH ST NW - Northside,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/08/13,2019/04/16,DC Water,Active,2195-367,1st,1-16,NW,2,1,Northside,NONE,Normal,85.68,1,RED,,H-534-,H-534-719,-77.03623983214831,38.911913701152166,"(38.911913701152166, -77.03623983214831)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01259,M ST INT 5TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/08/16,2019/11/21,DC Water,Active,08-88779,1st,1-32,NW,2,1,NEC,NONE,Normal,82.47,1,BLUE,,H-499-,H-499-495,-77.0187895042548,38.905698620635455,"(38.905698620635455, -77.0187895042548)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01261,NEW HAMPSHIRE A INT T ST NW - Eastside,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/08/20,2019/11/08,DC Water,Active,08-82481,1st,1-20,NW,2,1,Eastside,NONE,Normal,,1,ORANGE,,H-218-,H-218-724,-77.03783843369149,38.9154933056549,"(38.9154933056549, -77.03783843369149)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01262,ALEXANDER HAMILTON PL INT 15TH ST NW NorthSide,"Hydrant, WASA, A070, O'BRIEN",A070,Potable,O'BRIEN,1913/08/21,2018/04/11,DC Water,Active,2195/388,Low,L-4,NW,2,1,Northside,NONE,Normal,25.39,1,,,H-089-,H-089-568,-77.03391776043217,38.89644933652091,"(38.89644933652091, -77.03391776043217)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,4595
H01266,EAST EXECUTIVE AVE NW EastSide - 3RD HYD. SOUTH OF PENN. AVE,"Hydrant, WASA, U022, A P SMITH",U022,Potable,A P SMITH,1913/08/23,2018/04/11,DC Water,Active,2195/906,Low,L-4,NW,2,6,Eastside,3RD HYD. SOUTH OF PENN. AVE,Normal,,1,,,H-176-,H-176-380,-77.03498315873087,38.897374568679474,"(38.897374568679474, -77.03498315873087)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,4595
H01273,EAST CAPITOL ST BET 3RD ST & 4TH ST NE - Northside - IFO 310,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1913/09/04,2019/11/20,DC Water,Active,2195-274,1st,1-50,NE,6,2,Northside,IFO 310,Normal,,1,,,H-246-,H-246-611,-77.00134566794159,38.889878611489,"(38.889878611489, -77.00134566794159)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01276,HARVARD ST INT LANIER PL NW - Northside - IFO 1647,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1913/09/06,2019/10/28,DC Water,Active,4143,2nd,2-22,NW,1,1,Northside,IFO 1647,Normal,164.44,1,,,H-567-,H-567-773,-77.03892991150023,38.92722625332283,"(38.92722625332283, -77.03892991150023)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01277,6TH ST INT OTIS PL NW - SEC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1913/09/08,2019/03/27,DC Water,Active,4075,2nd,2-21,NW,1,1,SEC,NONE,Normal,212.94,1,,,H-334-,H-334-738,-77.02211002084377,38.93468841633199,"(38.93468841633199, -77.02211002084377)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01278,ALEXANDER HAMILTON PL INT E EXECUTIVE AVE NW NorthSide - 1ST HYDRANT NORTH ON E EXECUTIVE AVE,"Hydrant, WASA, U022, A P SMITH",U022,Potable,A P SMITH,1913/09/08,2018/04/11,DC Water,Active,4140,Low,L-4,NW,2,1,Northside,1ST HYDRANT NORTH ON E EXECUTIVE AVE,Normal,40.66,1,,,H-168-,H-168-825,-77.0350112248491,38.89689664855841,"(38.89689664855841, -77.0350112248491)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,4595
H01281,8TH ST INT H ST NW - NWC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1913/09/10,2019/11/22,DC Water,Active,0,Low,L-5,NW,2,1,NWC,NONE,Normal,47.91,1,,,H-695-,H-695-185,-77.02300363894506,38.899947221862156,"(38.899947221862156, -77.02300363894506)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01283,33RD ST INT MCKINLEY ST NW - SWC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1913/09/10,2019/11/21,DC Water,Active,4137,4thReno,4-9,NW,4,1,SWC,NONE,Normal,351.89,1,,Green,H-628-,H-628-080,-77.06643597100323,38.9648290048232,"(38.9648290048232, -77.06643597100323)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01284,V ST INT 13TH ST NW - SWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/09/10,2019/03/27,DC Water,Active,306/15,1st,1-24,NW,1,1,SWC,NONE,Normal,105.91,1,,,H-256-,H-256-414,-77.02979624321762,38.918056764839044,"(38.918056764839044, -77.02979624321762)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01285,V ST INT 11TH ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/09/11,2019/03/29,DC Water,Active,306-18,1st,1-25,NW,1,1,NWC,NONE,Normal,100.83,1,BLUE,,H-530-,H-530-488,-77.02715877217241,38.91816248074753,"(38.91816248074753, -77.02715877217241)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01287,GERANIUM ST INT ALASKA AVE NW - NEC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1913/09/11,2019/03/29,DC Water,Active,307-95,4thAlaska,4-10,NW,4,1,NEC,NONE,Normal,353.87,1,ORANGE,,H-446-,H-446-577,-77.03128434531149,38.97943662904617,"(38.97943662904617, -77.03128434531149)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01288,L ST INT 26TH ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/09/11,2019/11/20,DC Water,Active,2195-405,Low,L-2,NW,2,1,SWC,NONE,Normal,49.43,1,BLUE,,H-157-,H-157-957,-77.05488453010635,38.903685448986565,"(38.903685448986565, -77.05488453010635)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01291,RITTENHOUSE ST INT 2ND ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/09/18,2019/03/22,DC Water,Active,41457,3rd,3-43,NW,4,1,NWC,NONE,Normal,254.45,1,BLUE,,H-314-,H-314-212,-77.013752604075,38.96499993020997,"(38.96499993020997, -77.013752604075)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01293,13TH ST INT O ST NW - SEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/09/22,2019/11/08,DC Water,Active,08-81676,1st,1-17,NW,2,1,SEC,NONE,Normal,,1,YELLOW,,H-280-,H-280-750,-77.02949298121504,38.908452188580654,"(38.908452188580654, -77.02949298121504)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01295,N ST INT 13TH ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/09/23,2019/11/08,DC Water,Active,306/35,1st,1-18,NW,2,1,NWC,NONE,Normal,91.29,1,BLUE,,H-978-,H-978-462,-77.0298178944795,38.90729085822549,"(38.90729085822549, -77.0298178944795)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01299,M ST INT THOMAS CIR NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/09/26,2019/11/29,DC Water,Active,2195/385,1st,1-15,NW,2,1,SWC,NONE,Normal,83.84,1,BLUE,,H-380-,H-380-637,-77.03274518250669,38.905590874722854,"(38.905590874722854, -77.03274518250669)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01301,3RD ST BET G ST & H ST SW - Eastside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1913/09/27,2019/03/22,DC Water,Active,306-47,Low,L-27,SW,6,2,Eastside,NONE,Normal,,1,,,H-107-,H-107-386,-77.01511860407122,38.880425802960445,"(38.880425802960445, -77.01511860407122)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,2453
H01302,PORTER ST INT 35TH ST NW - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/09/27,2019/11/18,DC Water,Active,12139,4thReno,4-5,NW,3,1,NEC,NONE,Normal,341.28,1,YELLOW,Green,H-179-,H-179-603,-77.06853098423443,38.93737772648412,"(38.93737772648412, -77.06853098423443)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01304,KINGMAN PL BET P ST & Q ST NW - Westside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/09/29,2019/11/29,DC Water,Active,306/48,1st,1-17,NW,2,2,Westside,NONE,Normal,95.31,1,,,H-051-,H-051-904,-77.03095940390071,38.91036713622211,"(38.91036713622211, -77.03095940390071)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01303,14TH ST INT Q ST NW - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/09/29,2019/04/16,DC Water,Active,306-25,1st,1-17,NW,2,1,NEC,NONE,Normal,99.27,1,BLUE,Green,H-336-,H-336-905,-77.03182268305765,38.91125307285085,"(38.91125307285085, -77.03182268305765)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01306,MASSACHUSETTS AVE INT 21ST ST NW - NEC - IFO 2027,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/09/30,2019/11/08,DC Water,Active,306-38,1st,1-9,NW,2,1,NEC,IFO 2027,Normal,83.18,1,,,H-600-,H-600-674,-77.04649015672432,38.9107847593638,"(38.9107847593638, -77.04649015672432)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01308,F ST INT 10TH ST NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/02,2019/02/01,DC Water,Active,306-51,1st,1-56,NE,6,1,SWC,NONE,Normal,59.42,1,BLUE,,H-844-,H-844-648,-76.99279318300708,38.897279384444545,"(38.897279384444545, -76.99279318300708)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01309,NEW JERSEY AVE INT F ST NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/02,2019/04/16,DC Water,Active,306/56,Low,L-8,NW,6,1,SEC,NONE,Normal,29.43,1,YELLOW,,H-450-,H-450-886,-77.01167400697055,38.89714552851016,"(38.89714552851016, -77.01167400697055)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01312,MARYLAND AVE BET 13TH ST & ELLIOTT ST NE - SWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1913/10/06,2019/04/17,DC Water,Active,P-2305-R,Low,L-14,NE,6,2,SWC,NONE,Normal,57.56,1,ORANGE,,H-987-,H-987-015,-76.98691471928473,38.89860584162244,"(38.89860584162244, -76.98691471928473)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01321,K ST BET 9TH ST & 10TH ST NW - Southside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/13,2019/11/25,DC Water,Active,306/80,1st,1-19,NW,2,2,Southside,NONE,Normal,66.15,1,YELLOW,,H-938-,H-938-012,-77.0250807447256,38.902449306925924,"(38.902449306925924, -77.0250807447256)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01326,DUMBARTON ST INT WISCONSIN AVE NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/20,2019/03/01,DC Water,Active,16012,1st,1-3,NW,2,1,NEC,NONE,Normal,87.6,1,BLUE,Green,H-943-,H-943-529,-77.06320757619713,38.90766316805332,"(38.90766316805332, -77.06320757619713)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01330,MARTIN LUTHER KING JR AVE BET ATLANTIC ST & XENIA ST SW - Westside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/10/24,2019/11/13,DC Water,Active,18846,Ana-2nd,A1-10,SW,8,2,Westside,NONE,Normal,103.01,1,,,H-027-,H-027-972,-77.00918655510776,38.832439877529616,"(38.832439877529616, -77.00918655510776)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H01329,L ST INT 1ST ST SE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/24,2019/03/29,DC Water,Active,306-100,Low,L-28,SE,6,1,NEC,NONE,Normal,26.65,1,BLUE,,H-166-,H-166-037,-77.00571274102163,38.87757716136332,"(38.87757716136332, -77.00571274102163)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01335,LIVINGSTON RD INT CHEVY CHASE PKWY NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/29,2019/03/29,DC Water,Active,,3rd,3-23,NW,3,1,NWC,NONE,Normal,313.6,1,BLUE,,H-283-,H-283-273,-77.07146349007702,38.96314864065406,"(38.96314864065406, -77.07146349007702)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01334,F ST INT 8TH ST NE - SEC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1913/10/29,2019/01/23,DC Water,Active,306-109,Low,L-13,NE,6,1,SEC,NONE,Normal,54.3,1,,,H-110-,H-110-686,-76.99478741551339,38.89727435568398,"(38.89727435568398, -76.99478741551339)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01333,DRIVEWAY BET N PL AND TINGEY ST SE WestSide - NORTH OF N PL DEAD END //EAST,"Hydrant, WASA, M076, SUP CENT 250",M076,Potable,SUP CENT 250,1913/10/29,2018/04/11,DC Water,Active,306-110,Low,L-29,SE,6,2,Westside,NORTH OF N PL DEAD END //EAST,Normal,,1,BLUE,,H-738-,H-738-272,-77.00379553157566,38.87423356583707,"(38.87423356583707, -77.00379553157566)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01337,VERMONT AVE INT N ST NW - NWC,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1913/11/01,2019/11/29,DC Water,Active,808-014,1st,1-17,NW,2,1,NWC,NONE,Normal,89.6,1,,,H-908-,H-908-569,-77.0310459448725,38.907368829903355,"(38.907368829903355, -77.0310459448725)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01341,W ST INT 2ND ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/11/01,2019/03/22,DC Water,Active,4212,1st,1-34,NW,5,1,NEC,NONE,Normal,,1,BLUE,Green,H-439-,H-439-441,-77.01463123656337,38.91922231654895,"(38.91922231654895, -77.01463123656337)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01342,NEW HAMPSHIRE AVE INT 17TH ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/11/03,2019/03/22,DC Water,Active,306-94,1st,1-14,NW,2,1,NWC,NONE,Normal,91.33,1,BLUE,,H-532-,H-532-108,-77.03861380885816,38.914927328597955,"(38.914927328597955, -77.03861380885816)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01343,1ST ST INT DUDDINGTON PL SE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/11/06,2019/11/25,DC Water,Active,306-118,Low,L-28,SE,6,1,NEC,NONE,Normal,36.53,1,YELLOW,,H-183-,H-183-694,-77.00582518911726,38.88269447984101,"(38.88269447984101, -77.00582518911726)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01346,5TH ST INT D ST SE - NWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1913/11/11,2019/03/27,DC Water,Active,306-128,1st,1-54,SE,6,1,NWC,NONE,Normal,78.95,1,,,H-635-,H-635-480,-76.99957871364488,38.88439669556645,"(38.88439669556645, -76.99957871364488)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01354,5TH ST INT W ST NW - SEC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1913/11/18,2019/03/25,DC Water,Active,306/137,1st,1-29,NW,1,1,SEC,NONE,Normal,109.35,1,,,H-629-,H-629-428,-77.0190168627758,38.9191638516777,"(38.9191638516777, -77.0190168627758)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01359,15TH ST INT I ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/11/20,2019/11/25,DC Water,Active,306/130,1st,1-19,NW,2,1,NWC,NONE,Normal,,1,BLUE,,H-445-,H-445-069,-77.03371272844713,38.90147064714587,"(38.90147064714587, -77.03371272844713)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01358,9TH ST INT MONROE ST NE - SWC - IFO 3428,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1913/11/20,2019/04/08,DC Water,Active,4261,2nd,2-34,NE,5,1,SWC,IFO 3428,Normal,170.64,1,BLUE,Green,H-851-,H-851-503,-76.99374518843035,38.93228105157337,"(38.93228105157337, -76.99374518843035)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01357,9TH ST INT LAWRENCE ST NE - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1913/11/20,2019/04/08,DC Water,Active,4261,2nd,2-34,NE,5,1,NWC,NONE,Normal,165,1,,Green,H-890-,H-890-637,-76.99367740712077,38.93149441565281,"(38.93149441565281, -76.99367740712077)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
