Day,Date,Park,Park Phone,Title,CC,Rating,Underwriter,Park Address,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
Wed,08/02/2017,Loyola Park,(773) 262-8605,Yo soy un Politico/I am a Politicion,Y,NR,Underwritten by the International Latino Cultural Center,1230 W. Greenleaf Ave.,"1230 W. Greenleaf Ave.
Chicago, IL
(42.01044, -87.661298)",9,10,21853,267,5
Tue,08/01/2017,Indian Boundary Park and Cultural Center,(773) 764-0338,Beach Blanket Bingo (with Long Haired Hare),,NR,,2500 W. Lunt Ave.,"2500 W. Lunt Ave.
Chicago, IL
(42.008606, -87.692536)",12,20,22528,42,27
Fri,06/30/2017,Wentworth Park,(312) 747-6993,Kung Fu Panda 3,Y,PG,,5625 S. Mobile Ave.,"5625 S. Mobile Ave.
Chicago, IL
(41.790224, -87.779233)",7,53,22268,590,15
Fri,08/04/2017,Woodhull Playground Park,(773) 256-1903,Jason Bourne,Y,PG-13,,7340 S. East End Ave.,"7340 S. East End Ave.
Chicago, IL
(41.760907, -87.583561)",24,39,22538,419,35
Fri,06/16/2017,Mayfair Park,(773) 685-3361,Jumanji,Y,PG,Produced by the Mayfair Park Advisory Council,4550 W. Sunnyside Ave.,"4550 W. Sunnyside Ave.
Chicago, IL
(41.962597, -87.7422)",48,16,21869,362,38
Fri,07/28/2017,Schreiber Playground Park,(773) 262-6741,Moana,Y,PG,,1552 W. Schreiber Ave.,"1552 W. Schreiber Ave.
Chicago, IL
(41.998905, -87.669743)",9,10,21853,242,24
Wed,07/26/2017,Hermosa Park,(312) 742-7540,Los Fabulosos Ma Mejores,Y,NR,Underwritten by the International Latino Cultural Center,2240 N. Kilbourn Ave.,"2240 N. Kilbourn Ave.
Chicago, IL
(41.921715, -87.738909)",2,21,22615,75,44
Tue,06/20/2017,Kells Playground Park,(312) 742-7544,Hotel Transylvania 2,Y,PG,Underwritten by the Bickerdike Redevelopment Corp.,3201 W. Chicago Ave.,"3201 W. Chicago Ave.
Chicago, IL
(41.895563, -87.706576)",5,24,4299,150,46
Thu,08/03/2017,Nat King Cole Park,(312) 747-6063,Ice Age: Collision Course,Y,PG,,361 E. 85th St.,"361 E. 85th St.
Chicago, IL
(41.740144, -87.615445)",61,40,21546,406,32
Thu,07/13/2017,Gill Park,(312) 742-7802,Finding Dory,Y,PG,,825 W. Sheridan Rd.,"825 W. Sheridan Rd.
Chicago, IL
(41.952738, -87.650669)",53,57,21186,83,39
Wed,06/14/2017,Foster Park,(312) 747-6135,The Secret Life of Pets,Y,PG,,1440 W. 84th St.,"1440 W. 84th St.
Chicago, IL
(41.741362, -87.659652)",59,70,21554,531,13
Mon,07/24/2017,Osterman Beach,(312) 742-1134,Steel Magnolias,Y,PG,,5800 N. Lake Shore Dr.,"5800 N. Lake Shore Dr.
Chicago, IL",,,,,
Sat,08/05/2017,Winnemac Park,(312) 742-5101,August Rush,Y,PG,Underwritten by the Winnemac Park Park Advisory Council,5100 N. Leavitt St,"5100 N. Leavitt St
Chicago, IL
(41.974286, -87.684226)",20,6,21849,106,24
Mon,07/10/2017,Holstein Park,(312) 742-7554,Queen of Katwe,Y,PG,Underwritten by the Bucktown Community Organization,2200 N. Oakley Ave.,"2200 N. Oakley Ave.
Chicago, IL
(41.922402, -87.685509)",1,23,22535,324,40
Fri,07/07/2017,Moore Park,(773) 287-0561,Fantastic Beasts and Where to Find Them,Y,PG-13,,5085 W. Adams,"5085 W. Adams
Chicago, IL
(41.878517, -87.752765)",32,26,22216,184,23
Fri,08/11/2017,Kelly Park,(312) 747-6197,Hotel Transylvania,Y,PG,,2725 W. 41st St.,"2725 W. 41st St.
Chicago, IL
(41.819371, -87.693257)",56,55,22248,641,1
Sat,07/01/2017,Senn Playlot Park,(312) 742-7502,Sing,Y,PG,,5887 N. Ridge Ave.,"5887 N. Ridge Ave.
Chicago, IL
(41.988713, -87.668464)",14,76,4451,539,16
Mon,08/28/2017,Grant Park: Grove 5,(312) 742-1134,The Manchurian Candidate,Y,PG-13,,800 S. Columbus Dr.,"800 S. Columbus Dr.
Chicago, IL
(41.872058, -87.620555)",35,38,14913,368,10
Tue,08/22/2017,Chicago History Museum,(312) 742-1134,City Slickers,Y,PG-13,Underwritten by the Chicago History Museum,1601 N. Clark St.,"1601 N. Clark St.
Chicago, IL
(41.911789, -87.631947)",16,68,21190,271,34
Thu,08/03/2017,West Pullman Park,(312) 747-7090,Jason Bourne,Y,PG-13,,401 W. 123rd St.,"401 W. 123rd St.
Chicago, IL
(41.670625, -87.632751)",19,50,21861,7,22
Tue,08/22/2017,Haas Park,(312) 742-7552,Sing,Y,PG,Produced by the Haas Park Advisory Council,2402 N. Washtenaw Ave.,"2402 N. Washtenaw Ave.
Chicago, IL
(41.924954, -87.694974)",1,23,22535,468,41
Sun,08/06/2017,Douglas Park Cultural and Community Center,(773) 762-2842,Hidden Figures,Y,PG,Co-produced by 24th Ward Alderman Michael Scott Jr.,1401 S. Sacramento Dr.,"1401 S. Sacramento Dr.
Chicago, IL
(41.862686, -87.701891)",57,30,21569,132,14
Sat,07/08/2017,Ken-Well Park,(773) 685-3348,The Secret Life of Pets,Y,PG,,2945 N. Kenosha Ave.,"2945 N. Kenosha Ave.
Chicago, IL
(41.934672, -87.733842)",21,21,22618,411,17
Fri,06/23/2017,Minuteman Park,(773) 284-0214,Drop Dead Fred,Y,PG-13,,5940 S. Central Ave.,"5940 S. Central Ave.
Chicago, IL
(41.784098, -87.761961)",7,62,22268,86,6
Wed,07/12/2017,Kilbourn Park,(773) 685-3351,Ovni/UFO,Y,NR,Underwritten by the International Latino Cultural Center,3501 N. Kilbourn Ave.,"3501 N. Kilbourn Ave.
Chicago, IL
(41.944504, -87.739651)",21,16,22618,328,21
Sat,08/26/2017,Oz Park,(312) 742-7898,The Wizard of Oz,Y,G,,2021 N. Burling St.,"2021 N. Burling St.
Chicago, IL
(41.919044, -87.647303)",16,68,21190,798,34
Sat,08/19/2017,DuSable Museum of African American History,(312) 742-1134,Southside With You,Y,PG-13,Underwritten by the DuSable Museum of African American History,740 E. 56th Pl.,"740 E. 56th Pl.
Chicago, IL
(41.793186, -87.605804)",60,8,22260,154,33
Fri,06/30/2017,La Villita Park,(312) 747-6608,Sing,Y,PG,,2800 S. Sacramento Blvd.,"2800 S. Sacramento Blvd.
Chicago, IL",,,,,
Fri,07/07/2017,Rutherford Sayre Park,(312) 746-5368,Sing,Y,PG,,6871 W. Belden Ave.,"6871 W. Belden Ave.
Chicago, IL
(41.921134, -87.798468)",3,18,4454,136,7
Thu,07/27/2017,White (Edward H.) Park,(312) 747-7106,The Magnificent Seven (2016),Y,PG-13,,1120 W. 122nd St.,"1120 W. 122nd St.
Chicago, IL
(41.672243, -87.650157)",13,50,22212,662,22
Sun,07/02/2017,Independence Park,(773) 478-3538,The Secret Life of Pets,Y,PG,,3945 N. Springfield Ave.,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",39,16,21538,326,50
Mon,08/14/2017,South Shore Cultural Center,(773) 256-0149,Sing,Y,PG,,7059 S. South Shore Drive,"7059 S. South Shore Drive
Chicago, IL
(41.766242, -87.562783)",24,39,22538,417,37
Tue,08/15/2017,Hamlin Park,(312) 742-7785,Big Hero 6,Y,PG,Underwritten by the Museum of Science and Industry,3035 N. Hoyne Ave.,"3035 N. Hoyne Ave.
Chicago, IL
(41.937197, -87.680691)",39,46,21538,616,40
Thu,06/29/2017,Chase Park,(312) 742-7518,Top Gun,Y,PG,Produced by the Chase Park Advisory Council,4701 N. Ashland Ave.,"4701 N. Ashland Ave.
Chicago, IL
(41.967097, -87.669326)",15,31,22616,559,18
Thu,07/13/2017,Ogden park,(312) 747-6572,The Secret Life of Pets,Y,PG,,6500 S. Racine Ave.,"6500 S. Racine Ave.
Chicago, IL
(41.775984, -87.654426)",23,65,22257,21,31
Fri,09/01/2017,Calumet Park,(312) 747-6039,Chicago Onscreen Local Film Showcase,,NR,,9801 S. Ave G,"9801 S. Ave G
Chicago, IL
(41.717823, -87.531589)",25,49,21202,705,47
Tue,08/08/2017,A. Montgomery Ward Park,(312) 742-7895,Sully,Y,PG-13,Underwritten by the River North Residents Association,630 N. Kingsbury St.,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",55,37,4446,652,36
Tue,07/11/2017,Beverly Park,(312) 747-6024,The Peanuts Movie,Y,G,,2460 W. 102nd St.,"2460 W. 102nd St.
Chicago, IL
(41.708192, -87.68277)",33,71,4447,661,42
Wed,08/30/2017,Revere park,(773) 478-1220,Chicago Onscreen Local Film Showcase,,NR,,2059 W. Irving Park Rd.,"2059 W. Irving Park Rd.
Chicago, IL
(41.954103, -87.680473)",39,46,21538,613,18
Fri,08/18/2017,LeClaire Courts-Hearst Community Park,(312) 747-6438,Moana,Y,PG,,5120 W. 44th St.,"5120 W. 44th St.
Chicago, IL
(41.812909, -87.752889)",7,53,22268,604,28
Sat,08/19/2017,Unity Playlot Park,(773) 478-1410,Sing,Y,PG,Underwritten by the Unity Park Advisory Council,2636 N. Kimball Ave.,"2636 N. Kimball Ave.
Chicago, IL
(41.929239, -87.712198)",1,23,22535,72,12
Mon,08/14/2017,Calumet Park,(312) 747-6039,Lean On Me,Y,PG-13,,9801 S. Ave G,"9801 S. Ave G
Chicago, IL
(41.717823, -87.531589)",25,49,21202,705,47
Sat,07/08/2017,Loyola Park,(773) 262-8605,Queen of Katwe,Y,PG,Underwritten by the Loyola Park Advisory Council,1230 W. Greenleaf Ave.,"1230 W. Greenleaf Ave.
Chicago, IL
(42.01044, -87.661298)",9,10,21853,267,5
Sat,06/17/2017,DuSable Museum of African American History,(312) 742-1134,Queen of Katwe,Y,PG,Underwritten by the DuSable Museum of African American History,740 E. 56th Pl.,"740 E. 56th Pl.
Chicago, IL
(41.793186, -87.605804)",60,8,22260,154,33
Thu,07/06/2017,Bogan Park,(773) 284-6456,Ghostbusters (2016),Y,PG-13,,3939 W. 79th St.,"3939 W. 79th St.
Chicago, IL
(41.749467, -87.720399)",8,69,4300,199,30
Tue,08/15/2017,Bell Park,(312) 746-5008,The Sandlot,Y,PG,,3020 N. Oak Park Ave.,"3020 N. Oak Park Ave.
Chicago, IL
(41.935253, -87.795593)",52,18,22254,397,44
Tue,07/25/2017,Haas Park,(312) 742-7552,The Lego Movie,Y,PG,Produced by the Haas Park Advisory Council,2402 N. Washtenaw Ave.,"2402 N. Washtenaw Ave.
Chicago, IL
(41.924954, -87.694974)",1,23,22535,468,41
Thu,07/13/2017,Donovan Playground Park,(312) 747-6111,The Sandlot,Y,PG,,3620 S.Lituanica Ave.,"3620 S.Lituanica Ave.
Chicago, IL
(41.828268, -87.647671)",37,58,14924,172,48
Tue,07/11/2017,A. Montgomery Ward Park,(312) 742-7895,Rogue One,Y,PG-13,Underwritten by the River North Residents Association,630 N. Kingsbury St.,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",55,37,4446,652,36
Mon,08/07/2017,Chippewa Park,(773) 731-0380,Finding Dory,Y,PG,Underwritten by Alderman Deborah and State Senator Ira Silverstein,6748 N. Sacramento Ave.,"6748 N. Sacramento Ave.
Chicago, IL
(42.004309, -87.70461)",12,20,22528,32,27
Sat,08/12/2017,Stout Park,(312) 747-2703,The Sandlot,Y,PG,,5446 S. Greenwood Ave.,"5446 S. Greenwood Ave.
Chicago, IL
(41.796564, -87.599675)",10,8,21192,441,33
Fri,08/04/2017,Wildwood Park,(773) 631-7455,The Secret Life of Pets,Y,PG,,6950 N. Hiawatha Ave.,"6950 N. Hiawatha Ave.
Chicago, IL
(42.006605, -87.777366)",18,12,22532,781,29
Thu,07/27/2017,Chase Park,(312) 742-7518,Captain America,Y,PG-13,Produced by the Chase Park Advisory Council,4701 N. Ashland Ave.,"4701 N. Ashland Ave.
Chicago, IL
(41.967097, -87.669326)",15,31,22616,559,18
Tue,08/22/2017,A. Montgomery Ward Park,(312) 742-7895,The Secret Life of Pets,Y,PG,Underwritten by the River North Residents Association,630 N. Kingsbury St.,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",55,37,4446,652,36
Sat,07/29/2017,Kennicott Park,(312) 747-7138,The LEGO Batman Movie,Y,PG,,4434 S. Lake Park Ave.,"4434 S. Lake Park Ave.
Chicago, IL
(41.814477, -87.597067)",36,5,4301,450,10
Sat,06/24/2017,Murray Playground Park,(312) 747-6562,The Secret Life of Pets,Y,PG,,1743 W. 73rd St.,"1743 W. 73rd St.
Chicago, IL
(41.761241, -87.666741)",23,65,22257,433,31
Fri,06/02/2017,Berger Park Cultural Center,(773) 761-0376,Young Frankenstein,Y,PG,,6205 N. Sheridan Rd.,"6205 N. Sheridan Rd.
Chicago, IL
(41.994711, -87.655536)",14,76,4451,45,16
Fri,08/18/2017,Wrightwood Park,(312) 742-7816,The LEGO Batman Movie,Y,PG,,2534 N. Greenview Ave.,"2534 N. Greenview Ave.
Chicago, IL
(41.927985, -87.665809)",16,68,21190,770,11
Thu,06/22/2017,West Lawn Park,(773) 284-2803,The LEGO Batman Movie,Y,PG,Underwritten by the St. Nicholas of Tolentine School,4233 W. 65th St.,"4233 W. 65th St.
Chicago, IL
(41.774943, -87.728278)",58,63,21867,6,15
Thu,09/07/2017,Hamlin Park,(312) 742-7785,Moana,Y,PG,,3035 N. Hoyne Ave.,"3035 N. Hoyne Ave.
Chicago, IL
(41.937197, -87.680691)",39,46,21538,616,40
Fri,07/14/2017,Franklin Park,(312) 747-7676,Sing,Y,PG,Co-produced by 24th Ward Alderman Michael Scott Jr.,4320 W. 15th St.,"4320 W. 15th St.
Chicago, IL
(41.860599, -87.733411)",57,30,21569,761,14
Thu,07/20/2017,Simons Park,(312) 742-7548,Zootopia,Y,PG,,1640 N. Drake Ave.,"1640 N. Drake Ave.
Chicago, IL
(41.911382, -87.714974)",1,24,22535,352,49
Fri,06/09/2017,Sherwood Park,(773) 256-0926,Barber Shop: The Next Cut,Y,PG-13,,5701 S. Shields Ave.,"5701 S. Shields Ave.
Chicago, IL
(41.790484, -87.634039)",11,66,21559,166,4
Sun,08/20/2017,Jonquil Playlot Park,(312) 742-7816,Moana,Y,PG,Underwritten by the Wrightwood Neighbors Association,1001 W. Wrightwood Ave.,"1001 W. Wrightwood Ave.
Chicago, IL
(41.929029, -87.653839)",16,68,21190,795,34
Wed,08/23/2017,Graver Park,(312) 747-6163,The Secret Life of Pets,Y,PG,,1518 W. 102nd Pl.,"1518 W. 102nd Pl.
Chicago, IL
(41.707271, -87.660397)",13,71,22212,628,42
Sat,07/22/2017,Bosley Playground Park,(312) 747-6026,Guardians of the Galaxy,Y,PG-13,,3044 S. Bonfield St.,"3044 S. Bonfield St.
Chicago, IL
(41.839324, -87.653616)",43,58,14920,722,48
Wed,08/09/2017,Burnside Park,(312) 747-6015,Hidden Figures,Y,PG,,9400 S. Greenwood Ave.,"9400 S. Greenwood Ave.
Chicago, IL
(41.723933, -87.597269)",61,43,21546,472,35
Tue,06/20/2017,Haas Park,(312) 742-7552,The Dark Knight,Y,PG-13,Produced by the Haas Park Advisory Council,2402 N. Washtenaw Ave.,"2402 N. Washtenaw Ave.
Chicago, IL
(41.924954, -87.694974)",1,23,22535,468,41
Sat,06/24/2017,Rowan Park,(773) 646-3180,Space Jam,Y,PG,,11546 S. Avenue L,"11546 S. Avenue L
Chicago, IL
(41.685148, -87.53645)",25,49,21202,603,47
Sun,08/27/2017,Eckhart Park,(312) 746-5490,The Sandlot,Y,PG,Underwritten by Friends of Eckhart Park,1330 W. Chicago Ave.,"1330 W. Chicago Ave.
Chicago, IL
(41.896208, -87.660751)",49,25,22620,109,46
Fri,08/04/2017,Green Briar Park,(773) 761-0582,Moana,Y,PG,,2650 W. Peterson Ave.,"2650 W. Peterson Ave.
Chicago, IL
(41.990486, -87.696173)",50,20,4450,31,24
Tue,06/27/2017,Webster Park,(312) 745-1479,Rogue One,Y,PG-13,Underwritten by the Greater South Loop Association,1357 S. Indiana Ave.,"1357 S. Indiana Ave.
Chicago, IL
(41.864392, -87.622376)",35,34,14913,374,9
Wed,06/28/2017,Lincoln Park Cultural Center,(312) 742-7726,Big,Y,PG,,2045 N. Lincoln Park West,"2045 N. Lincoln Park West
Chicago, IL
(41.9197, -87.63638)",16,68,21190,207,34
Fri,07/28/2017,Veteran's Memorial Park,(312) 747-6812,The LEGO Batman Movie,Y,PG,,2820 E. 98th St.,"2820 E. 98th St.
Chicago, IL
(41.717305, -87.555391)",25,48,21202,526,47
Fri,08/18/2017,Independence Park,(773) 478-3538,La La Land,Y,PG-13,Produced by the Independence Park Advisory Council,3945 N. Springfield Ave.,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",39,16,21538,326,50
Mon,08/28/2017,A. Montgomery Ward Park,(312) 742-7895,April and the Extraordinary World,Y,PG,Underwritten by the Consulate General of France in Chicago,630 N. Kingsbury St.,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",55,37,4446,652,36
Fri,08/25/2017,Athletic Field Park,(773) 478-2889,The Little Mermaid,Y,G,Produced by the Athletic Field Park Advisory Council,3546 W. Addison St.,"3546 W. Addison St.
Chicago, IL
(41.946538, -87.715942)",39,16,21538,325,12
Sat,08/19/2017,Walsh Playground Park,(312) 742-7769,Harry Potter and the Prisoner of Azkaban,Y,PG,Underwritten by the Bucktown Community Organization,1722 N. Ashland Ave.,"1722 N. Ashland Ave.
Chicago, IL
(41.912858, -87.667823)",4,25,21560,437,40
Mon,08/21/2017,Belmont Harbor,(312) 742-1134,Top Hat,,NR,,3200 N. Lake Shore Dr.,"3200 N. Lake Shore Dr.
Chicago, IL
(41.940216, -87.63955)",22,57,4449,535,25
Tue,06/13/2017,Kedvale Park,(312) 742-7543,Sing,Y,PG,,4134 W. Hirsch St.,"4134 W. Hirsch St.
Chicago, IL
(41.906237, -87.730323)",5,24,4299,286,49
Fri,06/16/2017,West Chatham Park,(317) 747-6998,The Magnificent Seven (2016),Y,PG-13,,8223 S. Princeton Ave.,"8223 S. Princeton Ave.
Chicago, IL
(41.744298, -87.63173)",59,40,21554,1,13
Fri,07/21/2017,Kelly Park,(312) 747-6197,Trolls,Y,PG,,2725 W. 41st St.,"2725 W. 41st St.
Chicago, IL
(41.819371, -87.693257)",56,55,22248,641,1
Thu,06/22/2017,Clark (John) Park,(773) 287-7794,The Wiz,Y,G,Co-produced by 24th Ward Alderman Michael Scott Jr.,4615 W. Jackson Blvd.,"4615 W. Jackson Blvd.
Chicago, IL
(41.876926, -87.740505)",32,26,22216,69,23
Thu,08/10/2017,Commercial Club Playground,(312) 742-7558,The Secret Life of Pets,Y,PG,,1845 W. Rice St.,"1845 W. Rice St.
Chicago, IL
(41.896879, -87.673798)",4,25,21560,462,41
Fri,06/23/2017,Independence Park,(773) 478-3538,Sing,Y,PG,Produced by the Independence Park Advisory Council,3945 N. Springfield Ave.,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",39,16,21538,326,50
Fri,08/04/2017,Vittum Park,(773) 284-6022,Sing,Y,PG,,5010 W. 50th St.,"5010 W. 50th St.
Chicago, IL
(41.801881, -87.762183)",,,22268,,
Sat,06/24/2017,Humboldt Park,(312) 742-7549,The Secret Life of Pets,Y,PG,,1440 N. Sacramento,"1440 N. Sacramento
Chicago, IL
(41.902822, -87.701792)",4,25,21560,301,49
Fri,07/14/2017,Margate Park,(312) 742-7522,Rogue One,Y,PG-13,,4921 N. Marine Drive,"4921 N. Marine Drive
Chicago, IL
(41.971948, -87.650566)",15,31,22616,635,16
Tue,08/29/2017,Northerly Island Park,(312) 745-2910,Chicago Onscreen Local Film Showcase,,NR,,1521 S. Linn White Dr.,"1521 S. Linn White Dr.
Chicago, IL
(41.860664, -87.610261)",35,34,14913,374,10
Thu,07/06/2017,Rosenblum Park,(312) 747-6649,Captain America: Civil War,Y,PG-13,,8050 S. Chapel,"8050 S. Chapel
Chicago, IL",,,,,
Wed,08/02/2017,Hamilton Park,(312) 747-6174,Independence Day: Resurgence,Y,PG-13,,513 W. 72nd St.,"513 W. 72nd St.
Chicago, IL
(41.763485, -87.63878)",11,66,21559,511,32
Wed,06/28/2017,Harrison Park,(312) 746-5491,Como en el Cine/Like in the Movies,Y,NR,Underwritten by the International Latino Cultural Center,1824 S. Wood St.,"1824 S. Wood St.
Chicago, IL
(41.856811, -87.671063)",43,33,14920,343,26
Thu,06/29/2017,Wicker Park,(312) 742-7553,Raising Arizona,Y,PG-13,Underwritten by The Wormhole Coffee,1425 N. Damen Avenue,"1425 N. Damen Avenue
Chicago, IL
(41.90763, -87.677389)",4,25,21560,481,41
Tue,06/20/2017,A. Montgomery Ward Park,(312) 742-7895,Ferris Bueller's Day Off,Y,PG-13,Underwritten by the River North Residents Association,630 N. Kingsbury St.,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",55,37,4446,652,36
Thu,08/10/2017,Shedd Park,(773) 762-3168,Finding Dory,Y,PG,,3660 W. 23rd St.,"3660 W. 23rd St.
Chicago, IL
(41.849847, -87.716566)",57,32,21569,754,28
Sat,07/22/2017,Dawes Park,(312) 747-6108,The Magnificent Seven (2016),Y,PG-13,,8052 S. Damen Ave.,"8052 S. Damen Ave.
Chicago, IL
(41.747193, -87.673082)",59,70,21554,574,30
Fri,07/14/2017,Rainbow Beach & Park,(312) 745-1479,Race,Y,PG-13,,3111 East 77th St.,"3111 East 77th St.
Chicago, IL
(41.758192, -87.55023)",24,39,22538,421,37
Wed,08/16/2017,Brands Park,(773) 478-2414,Space Jam,Y,PG,,3259 N. Elston Ave.,"3259 N. Elston Ave.
Chicago, IL
(41.940571, -87.699996)",39,22,21538,425,20
Thu,08/24/2017,Wicker Park,(312) 742-7553,Gone in 60 Seconds,Y,PG-13,Underwritten by the Wicker Park Bucktown Chamber and the Wicker Park Advisory Council,1425 N. Damen Avenue,"1425 N. Damen Avenue
Chicago, IL
(41.90763, -87.677389)",4,25,21560,481,41
Thu,08/24/2017,Norwood Park,(773) 631-4893,Field of Dreams,Y,PG,,5801 N. Natoma Ave.,"5801 N. Natoma Ave.
Chicago, IL
(41.98646, -87.794131)",17,36,22243,733,29
Tue,06/27/2017,"Bartelme, Mary Park",(312) 746-5962,The Lego Movie,Y,PG,Underwritten by the Museum of Science and Industry,115 S. Sangamon St.,"115 S. Sangamon St.
Chicago, IL
(41.879642, -87.650804)",44,29,14917,91,26
Thu,06/22/2017,Brooks Park,(773) 631-4401,The Sandlot,Y,PG,Underwritten by the Edison Park Chamber of Commerce,7100 N. Harlem Ave.,"7100 N. Harlem Ave.
Chicago, IL
(42.010284, -87.806652)",,,4456,,
Fri,07/21/2017,Independence Park,(773) 478-3538,The LEGO Batman Movie,Y,PG,Produced by the Independence Park Advisory Council,3945 N. Springfield Ave.,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",39,16,21538,326,50
Mon,07/31/2017,Harold Washington Playlot Park,(312) 747-6620,Romeo + Juliet,Y,PG-13,,5200 S. Hyde Park Blvd.,"5200 S. Hyde Park Blvd.
Chicago, IL
(41.800598, -87.584362)",10,8,21192,405,33
Fri,09/01/2017,Ping Tom Park,(312) 225-3121,Chicago Onscreen Local Film Showcase,,NR,,1700 S. Wentworth Ave.,"1700 S. Wentworth Ave.
Chicago, IL
(41.858695, -87.6319)",40,34,21194,330,26
Wed,08/09/2017,Augusta Park,(312) 742-7544,Tyler Perry's Boo: A Madea Halloween,Y,PG-13,,4433 W. Augusta Blvd.,"4433 W. Augusta Blvd.
Chicago, IL
(41.898876, -87.736891)",5,24,4299,99,45
Mon,08/21/2017,South Shore Cultural Center,(773) 256-0149,Rogue One,Y,PG-13,,7059 S. South Shore Drive,"7059 S. South Shore Drive
Chicago, IL
(41.766242, -87.562783)",24,39,22538,417,37
Tue,08/08/2017,Cragin Park,(312) 746-5065,The LEGO Batman Movie,Y,PG,,2611 N. Lockwood Ave.,"2611 N. Lockwood Ave.
Chicago, IL
(41.9282, -87.758743)",2,19,22615,80,17
Mon,07/10/2017,"Bartelme, Mary Park",(312) 746-5962,The Jungle Book,Y,PG,Underwritten by the West Loop Community Organization,115 S. Sangamon St.,"115 S. Sangamon St.
Chicago, IL
(41.879642, -87.650804)",44,29,14917,91,26
Thu,06/15/2017,Churchill Field Playlot Park,(312) 742-7554,The Secret Life of Pets,Y,PG,Underwritten by the Bucktown Community Organization,1825 N. Damen Ave.,"1825 N. Damen Ave.
Chicago, IL
(41.914792, -87.677554)",4,23,21560,179,40
Mon,08/07/2017,South Shore Cultural Center,(773) 256-0149,The Wiz,Y,G,,7059 S. South Shore Drive,"7059 S. South Shore Drive
Chicago, IL
(41.766242, -87.562783)",24,39,22538,417,37
Mon,06/19/2017,Tuley Park,(312) 747-6763,Hidden Figures,Y,PG,,501 E. 90th Pl.,"501 E. 90th Pl.
Chicago, IL
(41.730111, -87.60948)",61,40,21546,430,35
