DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
PUI TAK CHRISTIAN SCHOOL,PUI TAK CHRISTIAN SCHOOL,2550715,Children's Services Facility,Risk 1 (High),2301 S WENTWORTH AVE ,CHICAGO,IL,60616,01/13/2022,License,Pass,,41.85094352340354,-87.63182661076641,"(-87.63182661076641, 41.85094352340354)",,,,,
"TAQUERIA EL ARCO #3 EL POLLO FELIZ, INC.",EL POLLO CRIS CRIS #3,1964458,Restaurant,Risk 1 (High),7023-7025 S PULASKI RD ,CHICAGO,IL,60629,01/13/2022,Complaint Re-Inspection,No Entry,,41.765126421774134,-87.72227898862089,"(-87.72227898862089, 41.765126421774134)",,,,,
FANTASY NIGHT CLUB CORP.,FANTASY NIGHT CLUB,41512,Liquor,Risk 2 (Medium),3641 N HALSTED ST ,CHICAGO,IL,60613,01/13/2022,Complaint,No Entry,,41.94852457422423,-87.6493761225899,"(-87.6493761225899, 41.94852457422423)",,,,,
"KIMBALL DAY CARE CENTER & KINDERGARTEN , INC.","KIMBALL DAY CARE CENTER & KINDERGARTEN , INC.",2215859,Daycare (2 - 6 Years),Risk 1 (High),1636 N KIMBALL AVE ,CHICAGO,IL,60647,01/12/2022,License Re-Inspection,Pass,,41.911154536126396,-87.71185910263608,"(-87.71185910263608, 41.911154536126396)",,,,,
WINGS N FINS,WINGS N FINS,2678031,Restaurant,Risk 1 (High),1751 E 75TH ST ,CHICAGO,IL,60649,12/17/2021,Non-Inspection,No Entry,,41.75870608870524,-87.5814389203344,"(-87.5814389203344, 41.75870608870524)",,,,,
HAKKA BAKKA,HAKKA BAKKA,2626774,Restaurant,Risk 1 (High),1002 W LAKE ST ,CHICAGO,IL,60607,01/11/2022,Canvass,Out of Business,,41.885691117841525,-87.6522896923192,"(-87.6522896923192, 41.885691117841525)",,,,,
ARMANETTI DEPOT 11,FOREMOST LIQUORS,2749986,Liquor,Risk 3 (Low),4616 N KEDZIE AVE ,CHICAGO,IL,60625,01/10/2022,Canvass,Out of Business,,41.96523000255944,-87.70852087128556,"(-87.70852087128556, 41.96523000255944)",,,,,
CITGO,CITGO,2451513,Grocery Store,Risk 3 (Low),4300-4312 S WENTWORTH AVE ,CHICAGO,IL,60609,01/10/2022,Canvass,Out of Business,,41.81639453372854,-87.6313400897933,"(-87.6313400897933, 41.81639453372854)",,,,,
SCHOOL OF LIFE PRESCHOOL,SCHOOL OF LIFE PRESCHOOL,2327027,Children's Services Facility,Risk 1 (High),5501 S LA SALLE ST ,CHICAGO,IL,60621,01/10/2022,Canvass,Pass,,41.794148173514856,-87.62914860696206,"(-87.62914860696206, 41.794148173514856)",,,,,
MEZCALINA,MEZCALINA,2138371,Restaurant,Risk 1 (High),333 E BENTON PL ,CHICAGO,IL,60601,01/07/2022,Canvass,Out of Business,,41.88539004666972,-87.61898671163952,"(-87.61898671163952, 41.88539004666972)",,,,,
SPICY FINGERS,SPICY FINGERS,2615661,Restaurant,Risk 1 (High),1549 W CHICAGO AVE ,CHICAGO,IL,60642,01/07/2022,Non-Inspection,No Entry,,41.89597196048914,-87.6668196996518,"(-87.6668196996518, 41.89597196048914)",,,,,
"ERWIN P. MCKENNIE, INC","ERWIN P. MCKENNIE, INC",2688961,Restaurant,Risk 1 (High),2806 W LAKE ST ,CHICAGO,IL,60612,01/07/2022,Canvass,Pass,,41.88434005711101,-87.69668734719967,"(-87.69668734719967, 41.88434005711101)",,,,,
GEMMA FOODS,GEMMA FOODS,2827340,Restaurant,Risk 1 (High),1117 W GRAND AVE ,CHICAGO,IL,60642,01/06/2022,License,Not Ready,,41.89099244097214,-87.65538229991698,"(-87.65538229991698, 41.89099244097214)",,,,,
LIFE TIME RIVER NORTH AT ONE CHICAGO,LIFE TIME,2823344,Restaurant,Risk 1 (High),15 W CHICAGO AVE ,CHICAGO,IL,60654,01/06/2022,License,Pass,,41.89655847960636,-87.62885920239039,"(-87.62885920239039, 41.89655847960636)",,,,,
Gusi's Pizza,Gusi's Pizza,1986474,Restaurant,Risk 1 (High),10606 S Torrence AVE ,CHICAGO,IL,60617,01/05/2022,Canvass,No Entry,,41.702518087781016,-87.55974504990618,"(-87.55974504990618, 41.702518087781016)",,,,,
FAT POUR,FAT POUR,2487647,Restaurant,Risk 1 (High),2005-2007 W DIVISION ST ,CHICAGO,IL,60622,01/05/2022,Non-Inspection,No Entry,,41.903076748534474,-87.67752782419221,"(-87.67752782419221, 41.903076748534474)",,,,,
AFC SUSHI @JEWEL-OSCO #3345,AFC SUSHI @JEWEL-OSCO #3345,1516497,Grocery(Sushi prep),Risk 1 (High),1224 S WABASH AVE ,CHICAGO,IL,60605,01/05/2022,Canvass,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE. MANAGEMENT INSTRUCTED TO HAVE ALL CERTIFIED FOOD MANAGERS OBTAIN THIS CERTIFICATE. ,41.86672435405559,-87.62596114837754,"(-87.62596114837754, 41.86672435405559)",,,,,
MAHARAJ CHICAGO INC,MAHARAJ INDIAN GRILL,2827356,Restaurant,Risk 1 (High),333 S STATE ST ,CHICAGO,IL,60604,01/04/2022,License,Fail,,41.87739693703613,-87.62751493171092,"(-87.62751493171092, 41.87739693703613)",,,,,
MISOYA CHICAGO INC.,MISOYA,2422910,Restaurant,Risk 1 (High),213 E OHIO ST ,CHICAGO,IL,60611,12/29/2021,Canvass,Out of Business,,41.8924589403376,-87.62211240129513,"(-87.62211240129513, 41.8924589403376)",,,,,
LA MARIPOSA MICHOACANA,LA MARIPOSA MICHOACANA,2412444,Restaurant,Risk 1 (High),5645 N ASHLAND AVE ,CHICAGO,IL,60660,12/29/2021,Canvass,Out of Business,,41.984862390526665,-87.66970638056182,"(-87.66970638056182, 41.984862390526665)",,,,,
RENALDI'S PIZZA,RENALDI'S PIZZA,2252464,Restaurant,Risk 1 (High),2827-2831 N BROADWAY ,CHICAGO,IL,60657,12/28/2021,Canvass Re-Inspection,Pass,,41.933535705306504,-87.64454292702328,"(-87.64454292702328, 41.933535705306504)",,,,,
CHICAGO PIZZA & OVEN GRINDER,CHICAGO PIZZA & OVEN GRINDER,28176,Restaurant,Risk 1 (High),2121 N CLARK ST ,CHICAGO,IL,60614,12/23/2021,Canvass,Pass,,41.92080847859943,-87.63742463183816,"(-87.63742463183816, 41.92080847859943)",,,,,
ROOTS HANDMADE PIZZA-LINCOLN SQUARE/THE SIXTH QUAL,ROOTS & THE SIXTH,2341755,Restaurant,Risk 1 (High),2200 W LAWRENCE AVE ,CHICAGO,IL,60625,12/22/2021,Complaint Re-Inspection,Pass,,41.96879362246842,-87.68410489612832,"(-87.68410489612832, 41.96879362246842)",,,,,
FIVE STAR BAR,FIVE STAR BAR,2818083,Restaurant,Risk 1 (High),1424 W CHICAGO AVE ,CHICAGO,IL,60642,12/21/2021,License,Pass w/ Conditions,,41.89624197172842,-87.66344067613402,"(-87.66344067613402, 41.89624197172842)",,,,,
CHICAGO LATVIAN ASSOCIATION,CHICAGO LATVIAN ASSOCIATION,7039,,Risk 3 (Low),4146 N ELSTON AVE ,CHICAGO,IL,60618,12/21/2021,Canvass,Out of Business,,41.95618624678358,-87.72300664892208,"(-87.72300664892208, 41.95618624678358)",,,,,
7-Eleven #240606B,7-ELEVEN,2823113,Restaurant,Risk 2 (Medium),2600 N LINCOLN AVE ,CHICAGO,IL,60614,12/21/2021,License,Pass,,41.92897165071963,-87.65390175680133,"(-87.65390175680133, 41.92897165071963)",,,,,
KURAH,KURAH,2202308,Restaurant,Risk 1 (High),1355 S MICHIGAN AVE ,CHICAGO,IL,60605,12/20/2021,Canvass,Out of Business,,41.864248796634286,-87.62393362748476,"(-87.62393362748476, 41.864248796634286)",,,,,
481725,BUYK CORP,2827177,,Risk 3 (Low),1451 S BLUE ISLAND AVE ,CHICAGO,IL,60608,12/17/2021,License,Not Ready,,41.862138691193934,-87.6573385872208,"(-87.6573385872208, 41.862138691193934)",,,,,
"WENDY'S PROPERTIES, LLC",WENDY'S,2405954,Restaurant,Risk 1 (High),4140 W BELMONT AVE ,CHICAGO,IL,60641,12/17/2021,Short Form Complaint,Pass,,41.93915237354105,-87.73125116042982,"(-87.73125116042982, 41.93915237354105)",,,,,
CHUI'S FOOD STORE,CHUI'S FOOD STORE,16902,Grocery Store,Risk 3 (Low),4852 N DAMEN AVE ,CHICAGO,IL,60625,12/17/2021,Canvass,Out of Business,,41.9703111203981,-87.67937718907184,"(-87.67937718907184, 41.9703111203981)",,,,,
POLLO ASADO INC,POLLO ASADO,2496857,Restaurant,Risk 1 (High),3724 W MONTROSE AVE ,CHICAGO,IL,60618,12/16/2021,Canvass Re-Inspection,Pass,,41.96113643801855,-87.72148931288658,"(-87.72148931288658, 41.96113643801855)",,,,,
PERSHING CENTER,PERSHING CENTER,1493623,Grocery Store,Risk 2 (Medium),243 W PERSHING RD ,CHICAGO,IL,60609,12/16/2021,Canvass Re-Inspection,Pass,,41.82351520329658,-87.63307500146024,"(-87.63307500146024, 41.82351520329658)",,,,,
BIG SHARKS,BIG SHARKS,2602078,Restaurant,Risk 1 (High),7600 S EXCHANGE AVE ,CHICAGO,IL,60649,12/15/2021,Non-Inspection,No Entry,,41.75715635980157,-87.55840891304999,"(-87.55840891304999, 41.75715635980157)",,,,,
MIXTECO GRILL #3 LLC,MIXTECO GRILL #3 LLC,2823196,Restaurant,Risk 1 (High),1209-11 N NOBLE ST ,CHICAGO,IL,60642,12/15/2021,License,Pass,,41.90372547737016,-87.66247406362302,"(-87.66247406362302, 41.90372547737016)",,,,,
O'VIE BAR AND GRILL,O'VIE BAR & GRILL,2141717,Restaurant,Risk 1 (High),120 N CANAL ST ,CHICAGO,IL,60606,12/15/2021,Canvass,Out of Business,,41.88387173662125,-87.63994016069968,"(-87.63994016069968, 41.88387173662125)",,,,,
ST. DANIEL THE PROPHET,ST. DANIEL THE PROPHET,2225080,School,Risk 1 (High),5337 S NATOMA AVE ,CHICAGO,IL,60638,12/15/2021,Canvass Re-Inspection,Pass,,41.79485633637961,-87.78784398186284,"(-87.78784398186284, 41.79485633637961)",,,,,
FRESHII,FRESHII,2446395,Restaurant,Risk 1 (High),1166 W MADISON ST ,CHICAGO,IL,60607,12/15/2021,Canvass,Out of Business,,41.881731324473414,-87.65685079354886,"(-87.65685079354886, 41.881731324473414)",,,,,
GREAT WALL GIFTS AND GROCERY,,2309265,Grocery Store,Risk 1 (High),2806 S WENTWORTH AVE ,CHICAGO,IL,60616,12/14/2021,Non-Inspection,No Entry,,41.84237557623802,-87.63193613428113,"(-87.63193613428113, 41.84237557623802)",,,,,
PRECIOUS LITTLE ONE'S LEARNING CENTER,PRECIOUS LITTLE ONE'S LEARNING CENTER,2231811,Children's Services Facility,Risk 1 (High),22-26 E 63RD ST ,CHICAGO,IL,60637,12/14/2021,Canvass,Pass,,41.780145279240806,-87.62448620771251,"(-87.62448620771251, 41.780145279240806)",,,,,
ROYAL FLAT CARIBBEAN JERK CUISINE,ROYAL FLAT CARIBBEAN JERK CUISINE,2601770,Restaurant,Risk 1 (High),2134 E 71ST ST ,CHICAGO,IL,60649,12/13/2021,Canvass,No Entry,,41.76638575429732,-87.57248700864004,"(-87.57248700864004, 41.76638575429732)",,,,,
GARIFUNA FLAVA CARIBBEAN RESTAURANT,GARIFUNA FLAVA CARIBBEAN RESTAURANT,1846423,Restaurant,Risk 1 (High),2516-2518 W 63RD ST ,CHICAGO,IL,60629,12/13/2021,Non-Inspection,No Entry,,41.779321681933894,-87.68688341529598,"(-87.68688341529598, 41.779321681933894)",,,,,
TACO BELL,TACO BELL,1926609,Restaurant,Risk 1 (High),3509 N HARLEM AVE ,CHICAGO,IL,60634,12/13/2021,Canvass,Out of Business,,41.94376516773835,-87.80680785503851,"(-87.80680785503851, 41.94376516773835)",,,,,
TACO BELL # 32179,TACO BELL,2652587,Restaurant,Risk 1 (High),5350 S PULASKI RD ,CHICAGO,IL,60632,12/10/2021,Canvass,Out of Business,,41.7953624723521,-87.7233692082325,"(-87.7233692082325, 41.7953624723521)",,,,,
O'Keeffe,O'Keeffe,24751,School,Risk 1 (High),6940 S Merrill (2132E) ,CHICAGO,IL,60649,12/09/2021,Canvass Re-Inspection,Pass,,41.76861557049004,-87.57284299103989,"(-87.57284299103989, 41.76861557049004)",,,,,
HOWARD BROWN HEALTH CENTER/BROADWAY YOUTH CENTER,HOWARD BROWN HEALTH CENTER/BROADWAY YOUTH CENTER,2802964,Shelter,Risk 1 (High),1023 W IRVING PARK RD ,CHICAGO,IL,60613,12/09/2021,Short Form Complaint,Pass,,41.95436495697014,-87.65545025612705,"(-87.65545025612705, 41.95436495697014)",,,,,
THE PROMONTORY,THE PROMONTORY,2269538,Restaurant,Risk 1 (High),5307-5319 S LAKE PARK AVE ,CHICAGO,IL,60615,12/08/2021,Non-Inspection,No Entry,,41.799317592141975,-87.58713414206618,"(-87.58713414206618, 41.799317592141975)",,,,,
JUDE'S FOOD MART LLC,JUDE'S FOOD MART LLC,2822922,Grocery Store,Risk 3 (Low),4100 W 47TH ST ,CHICAGO,IL,60632,12/08/2021,License,Pass,,41.80794991039625,-87.72609572357518,"(-87.72609572357518, 41.80794991039625)",,,,,
VU ROOFTOP AND BAR,VU ROOFTOP AND BAR,2570074,Restaurant,Risk 1 (High),133 E CERMAK RD ,CHICAGO,IL,60616,12/03/2021,Canvass,Pass,,41.852777217792976,-87.6223851165151,"(-87.6223851165151, 41.852777217792976)",,,,,
JOE & THE JUICE,JOE & THE JUICE,2822559,Restaurant,Risk 1 (High),233 S WACKER DR ,CHICAGO,IL,60606,12/03/2021,License,Pass,,41.87856015362371,-87.63652387205532,"(-87.63652387205532, 41.87856015362371)",,,,,
RED SHIELD,RED SHIELD,2215679,Daycare Above and Under 2 Years,Risk 1 (High),945 W 69TH ST ,CHICAGO,IL,60621,12/02/2021,License,Pass,,41.76866571454341,-87.64870343827774,"(-87.64870343827774, 41.76866571454341)",,,,,
SUBWAY,SUBWAY,2002643,Restaurant,Risk 1 (High),7901 S YATES BLVD ,CHICAGO,IL,60617,12/02/2021,Complaint Re-Inspection,Pass,,41.75163817349636,-87.5660849640853,"(-87.5660849640853, 41.75163817349636)",,,,,
500 DEGREE PIZZERIA,500 DEGREE PIZZERIA,2796956,Restaurant,Risk 2 (Medium),7358 S HALSTED ST ,CHICAGO,IL,60621,12/02/2021,Canvass,Out of Business,,41.75983384439542,-87.6444234755419,"(-87.6444234755419, 41.75983384439542)",,,,,
Starbucks Coffee #8954,STARBUCKS,2813112,Restaurant,Risk 2 (Medium),4558 N KEDZIE AVE ,CHICAGO,IL,60625,12/01/2021,Short Form Complaint,Pass,,41.96461176175771,-87.70849944208983,"(-87.70849944208983, 41.96461176175771)",,,,,
DABBLE,DABBLE,2822704,,Risk 1 (High),1235 W 79TH ST ,CHICAGO,IL,60620,12/01/2021,License,Not Ready,,41.7503685635923,-87.65506052680921,"(-87.65506052680921, 41.7503685635923)",,,,,
STOP & SAVE SHOP,STOP & SAVE SHOP,2822708,Grocery Store,Risk 2 (Medium),2700 W 25TH ST ,CHICAGO,IL,60608,12/01/2021,License,Not Ready,,41.84659196320168,-87.69293766460069,"(-87.69293766460069, 41.84659196320168)",,,,,
JAIMITOS BURRITOS,JAIMITOS BURRITOS,47512,Restaurant,Risk 1 (High),1781 N CLYBOURN AVE ,CHICAGO,IL,60614,11/29/2021,Canvass,Pass,,41.91352238684326,-87.65294009283627,"(-87.65294009283627, 41.91352238684326)",,,,,
HAYWOOD TAVERN,HAYWOOD TAVERN,2321000,Restaurant,Risk 1 (High),2759 W AUGUSTA BLVD ,CHICAGO,IL,60622,11/29/2021,Canvass,Out of Business,,41.89917318360608,-87.69672978333593,"(-87.69672978333593, 41.89917318360608)",,,,,
COLUMBUS MANOR RESIDENTIAL CARE & HOME,COLUMBUS MANOR RESIDENTIAL CARE & HOME,2418662,Long Term Care,Risk 1 (High),5107-5121 W JACKSON BLVD ,CHICAGO,IL,60644,11/24/2021,Canvass,Pass,56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED DUST AND GREASE BUILD UP ON FILTERS. MUST CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BROKEN LIGHT SHIELD INSIDE WALK IN FREEZER. MUST REPLACE AND MAINTAIN.,41.87656421743353,-87.75374480570642,"(-87.75374480570642, 41.87656421743353)",,,,,
"TONY'S FINER FOODS ENTERPRISES, INC.",TONY'S FINER FOODS,1717532,Grocery Store,Risk 1 (High),4608 W BELMONT AVE ,CHICAGO,IL,60641,11/23/2021,Recent Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11-OBSERVED BROKEN SLIDING DOOR AT PREP COOLER AT SEAFOOD AND DELI SECTION (FAR RIGHT SIDE). MUST REPAIR.",41.93899382433603,-87.74269898946716,"(-87.74269898946716, 41.93899382433603)",,,,,
"GARI SUSHI, INC.",,2818455,Restaurant,Risk 1 (High),2507 W FULLERTON AVE ,CHICAGO,IL,60647,11/22/2021,License,Not Ready,,41.924765482642385,-87.6903375310175,"(-87.6903375310175, 41.924765482642385)",,,,,
KUDOS,PIZZA CALZONE,2575422,Restaurant,Risk 1 (High),5858 N LINCOLN AVE ,CHICAGO,IL,60659,11/22/2021,Canvass,Out of Business,,41.98786035580833,-87.70336737996178,"(-87.70336737996178, 41.98786035580833)",,,,,
OLD CHICAGO PIZZA CO,OLD CHICAGO PIZZA CO,1337274,Restaurant,Risk 1 (High),742 E 79TH ST ,CHICAGO,IL,60619,11/22/2021,Complaint,No Entry,,41.75137927191322,-87.60596188240795,"(-87.60596188240795, 41.75137927191322)",,,,,
SUSHI HALL,SUSHI HALL,2822381,Restaurant,Risk 1 (High),2630 N CLARK ST ,CHICAGO,IL,60614,11/22/2021,License,Not Ready,,41.93041200959479,-87.6438865291044,"(-87.6438865291044, 41.93041200959479)",,,,,
RESTAURANT PUEBLA,RESTAURANT PUEBLA,30442,Restaurant,Risk 1 (High),2658-2664 N MILWAUKEE AVE ,CHICAGO,IL,60647,11/22/2021,Canvass Re-Inspection,Pass,,41.93003994138057,-87.70922788597379,"(-87.70922788597379, 41.93003994138057)",,,,,
NUMBER 1 CHOP SUEY,#1 CHOP SUEY,2137377,Restaurant,Risk 1 (High),2550 W ADDISON ST ,CHICAGO,IL,60618,11/22/2021,Canvass Re-Inspection,Pass,,41.94682721814422,-87.69268373740718,"(-87.69268373740718, 41.94682721814422)",,,,,
FAT WILLY'S RIB SHACK,FAT WILLY'S RIB SHACK,1442257,Restaurant,Risk 1 (High),2416-2422 W SCHUBERT AVE ,CHICAGO,IL,60647,11/18/2021,Canvass,Out of Business,,41.930454015237366,-87.68858025477232,"(-87.68858025477232, 41.930454015237366)",,,,,
SONGBIRD ACADEMY & MONTESSORI,SONGBIRD ACADEMY & MONTESSORI,2575392,Children's Services Facility,Risk 1 (High),1908-1912 W MONTROSE AVE ,CHICAGO,IL,60613,11/18/2021,Canvass,Pass,,41.96159865788121,-87.67641299633027,"(-87.67641299633027, 41.96159865788121)",,,,,
ROSEBUD ON THE PARK,ROSEBUD ON THE PARK,2712371,Restaurant,Risk 1 (High),130 E RANDOLPH ST ,CHICAGO,IL,60601,11/18/2021,License,Pass,,41.884588371969095,-87.62327256105529,"(-87.62327256105529, 41.884588371969095)",,,,,
JEFAS CANTINA INC,,2797673,Restaurant,Risk 3 (Low),610 S DEARBORN ST ,CHICAGO,IL,60605,11/18/2021,License Re-Inspection,Pass w/ Conditions,,41.8743270495379,-87.62935647953225,"(-87.62935647953225, 41.8743270495379)",,,,,
BLOWING SMOKE BBQ,BLOWING SMOKE BBQ,2712693,Restaurant,Risk 1 (High),131 N CLINTON ST ,CHICAGO,IL,60661,11/17/2021,Canvass,Out of Business,,41.884187507127805,-87.64111966683218,"(-87.64111966683218, 41.884187507127805)",,,,,
TACO PROS,TACO PROS,2818128,Restaurant,Risk 1 (High),2200 W TAYLOR ,CHICAGO,IL,60612,11/17/2021,License,Not Ready,,41.86914817242202,-87.68152576167911,"(-87.68152576167911, 41.86914817242202)",,,,,
JOE WILLIE'S,JOE WILLIE'S,2817740,Restaurant,Risk 1 (High),7433 S STATE ST ,CHICAGO,IL,60619,11/17/2021,License,No Entry,,41.75906173436098,-87.62463278519408,"(-87.62463278519408, 41.75906173436098)",,,,,
RANGOON BURMA GROCERY STORE,RANGOON BURMA GROCERY STORE,2677822,Grocery Store,Risk 2 (Medium),6347 N ROCKWELL ST ,CHICAGO,IL,60659,11/15/2021,Canvass Re-Inspection,Pass,,41.99722245206906,-87.69459930016968,"(-87.69459930016968, 41.99722245206906)",,,,,
NELLA PIZZA PASTA,NELLA PIZZA PASTA,2523426,Restaurant,Risk 1 (High),1125 E 55TH ST ,CHICAGO,IL,60615,11/15/2021,Complaint Re-Inspection,Pass,,41.79493593585474,-87.59862422196099,"(-87.59862422196099, 41.79493593585474)",,,,,
STARBUCKS COFFEE #272,STARBUCKS,2391629,Restaurant,Risk 2 (Medium),2525 N CLARK ST ,CHICAGO,IL,60614,11/10/2021,Canvass,Out of Business,,41.928541289666775,-87.64207634430801,"(-87.64207634430801, 41.928541289666775)",,,,,
MA GONG & LA PO,MA GONG & LA PO,2120933,Restaurant,Risk 1 (High),2215 S WENTWORTH AVE ,CHICAGO,IL,60616,11/10/2021,Canvass,Out of Business,,41.85250898151474,-87.63185843864964,"(-87.63185843864964, 41.85250898151474)",,,,,
SUBWAY,SUBWAY,2615933,Restaurant,Risk 1 (High),126 E CERMAK RD ,CHICAGO,IL,60616,11/10/2021,Complaint Re-Inspection,Pass,,41.85299499273596,-87.62261322211245,"(-87.62261322211245, 41.85299499273596)",,,,,
"1200 JES FUELS,INC",CLARK,2704091,Grocery Store,Risk 2 (Medium),1200 W 111TH ST ,CHICAGO,IL,60643,11/10/2021,Canvass Re-Inspection,Pass,,41.69234712576441,-87.65223233514453,"(-87.65223233514453, 41.69234712576441)",,,,,
CHICAGO PIT STOP BBQ,CHICAGO PIT STOP BBQ,2569645,Restaurant,Risk 1 (High),9709 S HALSTED ST ,CHICAGO,IL,60628,11/08/2021,Complaint,No Entry,,41.717434860214254,-87.64295571791872,"(-87.64295571791872, 41.717434860214254)",,,,,
Q'S AUTHENTIC COOKING,Q'S AUTHENTIC COOKING,2757521,Restaurant,Risk 1 (High),306 E 75TH ST ,CHICAGO,IL,60619,11/08/2021,Non-Inspection,No Entry,,41.75846743102775,-87.61797380173462,"(-87.61797380173462, 41.75846743102775)",,,,,
THE KEDZIE INN LLC,THE KEDZIE INN,2589660,Restaurant,Risk 1 (High),4100-4102 N KEDZIE AVE ,CHICAGO,IL,60618,11/08/2021,Non-Inspection,No Entry,,41.95577996787758,-87.70821671213817,"(-87.70821671213817, 41.95577996787758)",,,,,
SHELL,SHELL,1801093,Grocery Store,Risk 3 (Low),4647 S PULASKI RD ,CHICAGO,IL,60632,11/08/2021,Canvass,Out of Business,,41.80831651575642,-87.72345395836638,"(-87.72345395836638, 41.80831651575642)",,,,,
MARIA'S PACKAGED GOODS & COMMUNITY BAR,MARIA'S/KIMSKI,2433117,Restaurant,Risk 1 (High),954-960 W 31ST ST ,CHICAGO,IL,60608,11/04/2021,Non-Inspection,No Entry,,41.83809652812035,-87.6506746532279,"(-87.6506746532279, 41.83809652812035)",,,,,
PRESENCE RESSURRECTION MEDICAL CENTER,PRESENCE RESURRECTION MEDICAL CENTER,2215759,Restaurant,Risk 1 (High),7435 W TALCOTT AVE ,CHICAGO,IL,60631,11/04/2021,Canvass,Out of Business,,41.98857518279947,-87.81297791219501,"(-87.81297791219501, 41.98857518279947)",,,,,
HOLY CROSS HOSPITAL,HOLY CROSS HOSPITAL/PT KITCHEN/EMPLOYEE CAFETERIA,14431,Hospital,Risk 1 (High),2701 W 68TH ST ,CHICAGO,IL,60629,11/04/2021,Complaint Re-Inspection,Pass,,41.76992924229612,-87.69084133894114,"(-87.69084133894114, 41.76992924229612)",,,,,
"SHOKOLAD PASTRY & CAFE, INC","SHOKOLAD PASTRY & CAFE, INC",1883567,Restaurant,Risk 1 (High),2524 W CHICAGO AVE ,CHICAGO,IL,60622,11/01/2021,Non-Inspection,No Entry,,41.89581526130298,-87.69048155172551,"(-87.69048155172551, 41.89581526130298)",,,,,
ROYALTY,ROYALTY,1306130,Restaurant,Risk 1 (High),3810 W 63RD ST ,CHICAGO,IL,60629,11/01/2021,Canvass,No Entry,,41.778836516734856,-87.71836138998039,"(-87.71836138998039, 41.778836516734856)",,,,,
BJC GAS STATIONS INC.,SHELL,2283907,Grocery Store,Risk 3 (Low),3953-3959 W FULLERTON AVE ,CHICAGO,IL,60647,10/29/2021,Canvass,Out of Business,,41.92437866356742,-87.72645213394472,"(-87.72645213394472, 41.92437866356742)",,,,,
SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,2205617,Hospital,Risk 1 (High),5145 N CALIFORNIA AVE ,CHICAGO,IL,60625,10/27/2021,Canvass,Pass,,41.97533413581096,-87.69875687452328,"(-87.69875687452328, 41.97533413581096)",,,,,
PONCE PLACE,PONCE PLACE,1947441,Restaurant,Risk 1 (High),3612 W NORTH AVE ,CHICAGO,IL,60647,10/26/2021,Complaint Re-Inspection,Pass,,41.910098112824436,-87.71716586811954,"(-87.71716586811954, 41.910098112824436)",,,,,
DOLLAR GENERAL STORE #11565,DOLLAR GENERAL,1985287,Grocery Store,Risk 3 (Low),2649 E 79TH ST ,CHICAGO,IL,60649,10/26/2021,Complaint Re-Inspection,Pass,,41.75171392238672,-87.55943061435629,"(-87.55943061435629, 41.75171392238672)",,,,,
STEVO'S GRILL,STEVOS GRILL,2183768,Restaurant,Risk 1 (High),2326 W BELMONT AVE ,CHICAGO,IL,60618,10/26/2021,Non-Inspection,No Entry,,41.939581685727795,-87.68666227599451,"(-87.68666227599451, 41.939581685727795)",,,,,
SBARRO,SBARRO,2808854,Restaurant,Risk 1 (High),5554 W FULLERTON AVE ,CHICAGO,IL,60639,10/26/2021,License,Pass,,41.924093270217625,-87.76577411821921,"(-87.76577411821921, 41.924093270217625)",,,,,
91st South Chicago Apts.,MAHALIA JACKSON,2046644,Golden Diner,Risk 1 (High),9177 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617,10/25/2021,Canvass Re-Inspection,Pass,,41.72863395838726,-87.55360264844659,"(-87.55360264844659, 41.72863395838726)",,,,,
