"day","date","park","park_phone","title","cc","rating","underwriter","park_address","location"
"Sat","2019-07-27T00:00:00.000","Mamie Till-Mobley Park","(312) 747-7661","Coco","Y","PG",,"6404 S. Ellis Ave.","(41.77835204, -87.60055506)"
"Sat","2019-06-22T00:00:00.000","Pulaski Park","(312) 742-7559","Guardians of the Galaxy","Y","PG-13","The Museum of Science and Industry","1419 W. Blackhawk St.","(41.90693712, -87.66360239)"
"Wed","2019-06-12T00:00:00.000","Brands Park","(773) 478-2414","Moana","Y","PG",,"3259 N. Elston Ave.","(41.94059875, -87.69986095)"
"Wed","2019-08-07T00:00:00.000","Kelvyn Park","(312) 742-7547","What I Feel for You / Lo Que Siento Por Ti","Y","NR","The International Latino Cultural Center","4438 W. Wrightwood Ave.","(41.92875053, -87.73827846)"
"Fri","2019-06-14T00:00:00.000","Shedd Park","(773) 762-3168","Night School","Y","PG-13",,"3660 W. 23rd St.","(41.84992518, -87.71735905)"
"Tue","2019-07-09T00:00:00.000","Kells Playground Park","(312) 742-7544","Spider-Man: Into the Spider-Verse","Y","PG","Bickerdike Redevelopment Corp.","3201 W. Chicago Ave.","(41.89544308, -87.7066155)"
"Wed","2019-08-14T00:00:00.000","La Villita Park","(312) 747-6608","Turbo","Y","PG",,"2800 S. Sacramento Blvd.","(41.8408764, -87.70018045)"
"Sat","2019-08-03T00:00:00.000","Ogden Park","(312) 747-6572","Ralph Breaks the Internet","Y","PG",,"6500 S. Racine Ave.","(41.77588058, -87.65454639)"
"Wed","2019-06-26T00:00:00.000","La Villita Park","(312) 747-6608","The House with a Clock in its Walls","Y","PG",,"2800 S. Sacramento Blvd.","(41.8408764, -87.70018045)"
"Thu","2019-07-18T00:00:00.000","Bartelme (Mary) Park","(312) 746-5962","Space Jam","Y","PG","The Mary Bartelme Park Advisory Council","115 S. Sangamon St.","(41.87994748, -87.65066137)"
"Sat","2019-07-13T00:00:00.000","Oz Park","(312) 742-7898","Ghostbusters (1984)","Y","PG","The Oz Park Advisory Council","2021 N. Burling St.","(41.9189011, -87.64717807)"
"Sat","2019-08-24T00:00:00.000","Buttercup Playlot Park","(312) 742-7502","Spider-Man: Into the Spider-Verse","Y","PG",,"4901 N. Sheridan Rd.","(41.97166865, -87.65473895)"
"Fri","2019-07-19T00:00:00.000","Paschen Park","(773) 262-5871","Ant-Man and the Wasp","Y","PG-13",,"1932 W. Lunt Ave.","(42.00900097, -87.67923602)"
"Tue","2019-06-25T00:00:00.000","Ward (A. Montgomery) Park","(312) 742-7895","Black Panther","Y","PG-13","The River North Resident's Association","630 N. Kingsbury St.","(41.893015, -87.64125791)"
"Thu","2019-06-20T00:00:00.000","Wilson (John P.) Park","(312) 747-7002","The LEGO Movie 2","Y","PG",,"1122 W. 34th Pl.","(41.83167213, -87.65436337)"
"Thu","2019-08-08T00:00:00.000","Washtenaw Park","(312) 747-4420","Avengers: Infinity War","Y","PG-13",,"2521 S. Washtenaw Ave.","(41.84577829, -87.69267681)"
"Sat","2019-08-17T00:00:00.000","Eckhart Park","(312) 746-5490","Avengers: Infinity War","Y","PG-13","Friends of Eckhart Park","1330 W. Chicago Ave.","(41.89628864, -87.6605556)"
"Sat","2019-06-29T00:00:00.000","Grand Crossing Park","(312) 747-6158","Smallfoot","Y","PG",,"7655 S. Ingleside Ave.","(41.75521198, -87.60149568)"
"Tue","2019-07-23T00:00:00.000","Mann Park","(773) 646-0210","Smallfoot","Y","PG",,"3035 E. 130st St.","(41.65905937, -87.54940208)"
"Mon","2019-08-12T00:00:00.000","South Shore Cultural Center","(773) 256-0149","Moana","Y","PG",,"7059 S. South Shore Drive","(41.76660302, -87.56632372)"
"Thu","2019-08-01T00:00:00.000","Scottsdale Playground Park","(773) 284-1826","The Incredibles 2","Y","PG",,"4637 W. 83rd St.","(41.74191533, -87.73635951)"
"Thu","2019-06-20T00:00:00.000","Edgebrook Park","(773) 631-7461","Aquaman","Y","PG-13",,"6525 N. Hiawatha Ave.","(41.99946016, -87.7618211)"
"Fri","2019-06-14T00:00:00.000","Eugene Field Park","(773) 478-9744","Great Outdoors","Y","PG",,"5100 N. Ridgeway Ave.","(41.97380338, -87.72221154)"
"Wed","2019-07-10T00:00:00.000","Kelvyn Park","(312) 742-7547","Bumble Bee","Y","PG-13",,"4438 W. Wrightwood Ave.","(41.92875053, -87.73827846)"
"Thu","2019-07-25T00:00:00.000","Marquette Park","(312) 747-6469","Hotel Transylvania 3","Y","PG",,"6743 S. Kedzie Ave.","(41.77040513, -87.70279647)"
"Sun","2019-06-30T00:00:00.000","Holstein Park","(312) 742-7554","The LEGO Movie 2","Y","PG","The Bucktown Community Organization","2200 N. Oakley Ave.","(41.92206895, -87.68525593)"
"Mon","2019-08-26T00:00:00.000","South Shore Cultural Center","(773) 256-0149","The Wiz","Y","G",,"7059 S. South Shore Drive","(41.76660302, -87.56632372)"
"Fri","2019-07-12T00:00:00.000","Gill Park","(312) 742-7802","The Sandlot","Y","PG",,"825 W. Sheridan Rd.","(41.9526213, -87.65067083)"
"Tue","2019-08-06T00:00:00.000","Ward (A. Montgomery) Park","(312) 742-7895","Green Book","Y","PG-13","The River North Resident's Association","630 N. Kingsbury St.","(41.893015, -87.64125791)"
"Mon","2019-06-24T00:00:00.000","Cotton Tail Park","(312) 747-7640","The LEGO Movie 2","Y","PG","The Greater South Loop Association","44 W. 15th St.","(41.86203657, -87.62911255)"
"Sun","2019-08-11T00:00:00.000","Unity Playlot Park","(773) 478-1410","Mary Poppins Returns","Y","PG","The Unity Park Advisory Council","2636 N. Kimball Ave.","(41.92949896, -87.71237758)"
"Mon","2019-08-05T00:00:00.000","Calumet Park","(312) 747-6039","Hairspray","Y","PG",,"9801 S. Ave G","(41.71772004, -87.53150812)"
"Fri","2019-06-21T00:00:00.000","Osterman Beach","(312) 742-1134","French Cancan","Y","NR","The Cultural Service at the Consulate General of France","5800 N. Lake Shore Dr.","(-87.6528859, 41.9863754)"
"Fri","2019-06-28T00:00:00.000","Owens Park","(312) 747-6709","Bumble Bee","Y","PG-13",,"8800 S. Clyde","(41.73517227, -87.57339543)"
"Mon","2019-08-19T00:00:00.000","Osterman Beach","(312) 742-1134","Moulin Rouge","Y","PG-13",,"5800 N. Lake Shore Dr.","(-87.6528859, 41.9863754)"
"Fri","2019-08-16T00:00:00.000","Portage Park","(773) 685-7235","A Dog's Way Home","Y","PG",,"4100 N. Long Ave.","(41.95510787, -87.76228458)"
"Wed","2019-06-19T00:00:00.000","Chicago History Museum","(312) 742-1134","To Wong Foo, Thanks for Everything, Julie Newmar","Y","PG-13","The Chicago History Museum","1601 N. Clark St.","(41.91131036, -87.63156657)"
"Sat","2019-07-20T00:00:00.000","DuSable Museum of African American History","(312) 742-1134","Spider-Man: Into the Spider-Verse","Y","PG","The DuSable Museum of African American History","740 E. 56th Pl.","(41.79248002, -87.60685252)"
"Sat","2019-07-27T00:00:00.000","Ellis (Samuel) Park","(312) 656-0423","Creed II","Y","PG-13",,"535 E. 35th St.","(41.8310921, -87.61291629)"
"Thu","2019-08-01T00:00:00.000","Archer Park","(773) 284-7029","Bumble Bee","Y","PG-13",,"4901 S.Kilbourn Ave.","(41.80391551, -87.73556627)"
"Thu","2019-07-11T00:00:00.000","Normandy Playground Park","(773) 229-1421","Mary Poppins Returns","Y","PG",,"6660 W. 52nd St.","(41.79785925, -87.78923279)"
"Wed","2019-08-21T00:00:00.000","Chicago History Museum","(312) 742-1134","Singin' in the Rain","Y","G","The Chicago History Museum","1601 N. Clark St.","(41.91131036, -87.63156657)"
"Tue","2019-07-16T00:00:00.000","Ward (A. Montgomery) Park","(312) 742-7895","The 400 Blows","Y","NR","The Cultural Service at the Consulate General of France","630 N. Kingsbury St.","(41.893015, -87.64125791)"
"Tue","2019-07-30T00:00:00.000","Gage Park","(312) 747-6147","Mary Poppins Returns","Y","PG",,"2411 W. 55th St.","(41.79374925, -87.684513)"
"Thu","2019-06-27T00:00:00.000","Vittum Park","(773) 284-6022","Ralph Breaks the Internet","Y","PG",,"5010 W. 50th St.","(41.80218518, -87.74838435)"
"Sat","2019-06-15T00:00:00.000","Winnemac Park","(312) 742-5101","Aquaman","Y","PG-13",,"5100 N. Leavitt St","(41.97406708, -87.68437099)"
"Fri","2019-08-09T00:00:00.000","Vittum Park","(773) 284-6022","The Incredibles 2","Y","PG",,"5010 W. 50th St.","(41.80218518, -87.74838435)"
"Fri","2019-08-23T00:00:00.000","Fosco Park","(312) 746-5086","Creed II","Y","PG-13",,"1312 S. Racine Ave","(41.86485873, -87.65676659)"
"Sat","2019-07-06T00:00:00.000","Walsh Playground Park","(312) 742-7769","Cleo from 5 to 7 / Cleo de 5 a 7","Y","NR","The Cultural Service at the Consulate General of France","1722 N. Ashland Ave.","(41.91316569, -87.66790828)"
"Tue","2019-07-02T00:00:00.000","Kells Playground Park","(312) 742-7544","Bumble Bee","Y","PG-13",,"3201 W. Chicago Ave.","(41.89544308, -87.7066155)"
"Thu","2019-08-15T00:00:00.000","Maggie Daley Park","(312) 742-3918","Cloudy With a Chance of Meatballs","Y","PG","The Museum of Science and Industry","337 E. Randolph St.","(41.88422161, -87.61933906)"
"Mon","2019-07-15T00:00:00.000","Chippewa Park","(773) 731-0380","Ralph Breaks the Internet","Y","PG","Alderman Debra Silverstein","6748 N. Sacramento Ave.","(42.00438076, -87.70475177)"
"Mon","2019-07-22T00:00:00.000","Harold Washington Playlot Park","(312) 747-6620","Dreamgirls","Y","PG-13",,"5200 S. Hyde Park Blvd.","(41.80047033, -87.58450476)"
"Fri","2019-07-26T00:00:00.000","Oakdale Park","(312) 747-6569","Black Panther","Y","PG-13",,"965 W. 95th St.","(41.72129198, -87.64801198)"
"Fri","2019-07-12T00:00:00.000","Meyering Playground Park","(312) 747-6545","Night School","Y","PG-13",,"7140 S. Martin Luther King Dr.","(41.76448442, -87.61540433)"
"Thu","2019-07-18T00:00:00.000","Commercial Club Playground","(312) 742-7558","The Incredibles 2","Y","PG",,"1845 W. Rice St.","(41.89676186, -87.67398364)"
