"pharmacy_name","address","city","state","zip","hours","_24h_store","status","if_closed_reopening_comments","geocoded_column"
"Del-Kar Pharmacy Inc.","3726 W 16TH STREET","CHICAGO","IL","606232026","9am-5pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.718365 41.858958)"
"WALGREENS #00249","1601 N WELLS","CHICAGO","IL","60614","Mon-Fri: 9am-9pm; Sat: 9am-6pm; Sun: 9am-5pm",,"CLOSED","Looting. 8/11/2020","POINT (-87.634715 41.911351)"
"LAWRENCE HOUSE PHARMACY","1001 W Lawrence Ave","CHICAGO","IL","606405017","10am-6pm M-F, 10am-3pm Sa",,"open",,"POINT (-87.65493100000002 41.969065)"
"WALGREENS #06238","2011 E 95TH ST","CHICAGO","IL","60617",,,"Permanently closed",,"POINT (-87.574639 41.722468)"
"WALGREENS #04306","1633 W 95TH ST","CHICAGO","IL","60643","Open 24 Hours Every day","x","Open",,"POINT (-87.66316500000002 41.721135)"
"WALGREENS #13106","11801 S AVENUE O","CHICAGO","IL","60617","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.540034 41.680504)"
"Fullerton Pharmacy","5305 W Fullerton Ave","Chicago","IL","606391424","10:30am-6pm M-F, 10:30am-2pm Sa",,"open",,"POINT (-87.758804 41.924045)"
"CVS Pharmacy #","1200 N Larrabee St","CHICAGO","IL","60610","M, Th, Fr: 9:00am-7:00pm; Tu-We: 8:00am-6:00pm; Sat: 9:00am-5:00pm; Sun: 11:00am-5:00pm",,"open",,"POINT (-87.643205 41.903741)"
"CVS PHARMACY","4801 N CENTRAL","CHICAGO","IL","60630","M-F: 8:00am-8:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.76746 41.968229)"
"WALGREENS #05057","3153 W IRVING PARK","CHICAGO","IL","60618","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.707383 41.953888)"
"REAL DRUGS INC","1530 W CHICAGO AVE","CHICAGO","IL","606225236","10am-5pm MTThF, 10-3pm Sa",,"open",,"POINT (-87.666121 41.896093)"
"CVS PHARMACY","3940 WEST FULLERTON","CHICAGO","IL","60647","M-F: 9:00am-9:00pm; Sat: 9:00am-6:00pm; Sun: 10:00am-5:00pm",,"open",,"POINT (-87.725929 41.924548)"
"OSCO DRUG","2520 N NARRAGANSETT AVE","CHICAGO","IL","60639","M-Fri: 9:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.785559 41.926236)"
"WALGREENS #06762","11833 S WESTERN AVE","CHICAGO","IL","60643","Mon-Fri 8am-10pm; Sat-Sun 9am-5pm",,"open",,"POINT (-87.680658 41.677806)"
"BIENESTAR PHARMACY","966 W 21ST ST","CHICAGO","IL","60608","9am-6pm MTThF, 1pm-8pm W, 9am-1:30pm Sa",,"open",,"POINT (-87.65068900000001 41.853905)"
"Luna Pharmacy II","235 w 95th st","chicago","IL","606281321","10am-4pm M-Th, 10am-1pm F",,"open",,"POINT (-87.629999 41.721561)"
"MINI THUONG XA PHARMACY","1069 W ARGYLE ST","CHICAGO","IL","606403707","10am-5pm M-Su",,"open",,"POINT (-87.657251 41.973261)"
"CVS PHARMACY","8639 SOUTH CICERO AVE","CHICAGO","IL","60652","M-F: 9:00am-9:00pm; Sat: 9:00am-9:00pm; Sun:10:00am-7:00pm",,"open",,"POINT (-87.740886 41.735205)"
"WALGREENS #15281","2817 N Clark St","CHICAGO","IL","60657",,,"permanently closed",,"POINT (-87.645256 41.933282)"
"Halsted Pharmacy","1460 N Halsted St Ste 101","Chicago","IL","606422605","9am-6:30pm M-F",,"open",,"POINT (-87.648162 41.907986)"
"WALGREENS #09438","30 N Michigan Ave Lobby 1","CHICAGO","IL","60602","Mon-Fri: 8am-6pm; Sat-Sun: Closed",,"CLOSED","Looting. 8/11/2020","POINT (-87.624475 41.882435)"
"CVS Pharmacy","520 S State Street","Chicago","IL","60605","M-F: 9:00am-8:00pm, Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.627662 41.87514)"
"Walgreens #21160","1051 W Randolph","Chicago","IL","60607",,,"closed","to be determined. UPDATE Still closed - 8.11.2020","POINT (-87.654111 41.884211)"
"WALGREENS #15971","259 E Erie St Ste 250","Chicago","IL","60611","Mon: 8am-5pm; Tue-Fri: 8am-6pm; Sat-Sun: closed",,"open",,"POINT (-87.620648 41.894212)"
"CVS Pharmacy #","1154 S CLARK ST","CHICAGO","IL","60605","M, Th, Fr: 9:00am-8:00pm; Tu-We: 8:00am-7:00pm; Sat: 9:00am-6:00pm; Sun: 8:00am-5:00pm",,"open",,"POINT (-87.630528 41.867843)"
"AMBIKA PHARMACY INC","11309 S MICHIGAN AVE","CHICAGO","IL","606284911","10am-5pm M-F, 10am-3pm Sa",,"open",,"POINT (-87.621027 41.688596)"
"CVS PHARMACY","5205 N BROADWAY STREET","CHICAGO","IL","60640","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-6:00pm",,"open",,"POINT (-87.659831 41.976745)"
"WALGREENS #07360","3220 W 111TH ST","CHICAGO","IL","60655","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.70181500000001 41.69155)"
"OSCO DRUG","424 W Division St","Chicago","IL","606101727","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.639626 41.903827)"
"CVS PHARMACY","3944 N WESTERN AVE","CHICAGO","IL","60618","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.688493 41.953538)"
"OSCO DRUG #3455","4355 N SHERIDAN RD","CHICAGO","IL","60613","M-Fri: 8:00am-8:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.654722 41.961462)"
"Walmart Pharmacy 10-3166","4720 S Cottage Grove Ave","Chicago","IL","606151612","Sun 10am-4pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"Open","Boarded up for looting - 8.11.2020. Reopened on 7/29 from previous incident.","POINT (-87.606539 41.80867)"
"Scripts Rx Pharmacy","1333 W Belmont Ave STE 320","Chicago","IL","60657","8am-7pm M-F",,"open",,"POINT (-87.662394 41.939813)"
"Walgreens #13975","711 W North Ave Ste 204","Chicago","IL","60610","M,W,F: 10am-5pm; Tu, Th: 10am-7pm; Sat-Sun: closed",,"open",,"POINT (-87.64619 41.910976)"
"MARIANO'S PHARMACY","2112 N ASHLAND AVE","CHICAGO","IL","60614","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.668539 41.920702)"
"WALGREENS #03698","3201 N BROADWAY ST","CHICAGO","IL","60657","Mon-Fri: 7am-11pm; Sat-Sun: 9am-9pm",,"open",,"POINT (-87.644391 41.940147)"
"belmont & western Farmacia,llc","2212 W BELMONT AVE","CHICAGO","IL","606186421",,,"unknown",,"POINT (-87.683756 41.939518)"
"WALGREENS #01310","3110 W ARMITAGE","CHICAGO","IL","60647","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.70597300000001 41.917418)"
"First Family Pharmacy Plus","2140 W Devon Ave # 1W","Chicago","IL","606592125","12pm-7:30pm M-F, 12pm-4pm Sa",,"open",,"POINT (-87.684109 41.997819)"
"CVS Pharmacy #","11840 S MARSHFIELD AVE","CHICAGO","IL","60643",,,"closed","permanently closed","POINT (-87.662503 41.678451)"
"Walmart Pharmacy 10-5781","8331 S Stewart Ave","Chicago","IL","606201728","Sun 10am-6pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"CLOSED","Reopening in November but no exact data - 8.11.2020","POINT (-87.634052 41.740814)"
"CVS Pharmacy # 17711","3300 N Ashland Ave","Chicago","IL","606572109","M, Th, Fr: 9:00am-8:00pm; Tu-We: 7:00am-7:00pm; Sat: 9:00am-5:00pm; Sun- 11:00am-5:00pm",,"open",,"POINT (-87.66875400000002 41.941143)"
"ROSENS MORSEVIEW PHARMACY","2955 W Devon Ave","CHICAGO","IL","606591585","9am-7pm M-F, 9am-5pm Sa",,"open",,"POINT (-87.704233 41.997474)"
"CVS PHARMACY","105 S WABASH","CHICAGO","IL","60603","Mon-Fri 6:30am-10pm; Sat 8am-8pm Sun 8am-4pm",,"Open",,"POINT (-87.626161 41.880745)"
"ELSDON MEDICAL PHARMACY","4254 W 55TH ST","CHICAGO","IL","606324697","9am-7pm M-Th, 9am-6pm F, 9am-3pm Sa",,"open",,"POINT (-87.73021 41.793167)"
"Uptown Pharmacy, Inc.","4535 N Sheridan Rd","Chicago","IL","606407611","9am-7pm M-F, 9am-3pm Sa",,"open",,"POINT (-87.654771 41.964682)"
"Walmart Pharmacy 10-5645","2844 N Broadway St","Chicago","IL","606576017","Sun 10am-6pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"Open",,"POINT (-87.644278 41.934267000000006)"
"Jackson Park Pharmacy","7531 S STONY ISLAND AVE","CHICAGO","IL","606493913","Mon-Fri 9am-5:30pm; Sat 9am-3pm; Sun closed",,"open",,"POINT (-87.58571 41.757332)"
"WALGREENS #01298","1372 N MILWAUKEE","CHICAGO","IL","60622","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.671916 41.90684000000001)"
"WALGREENS #16085","100 W RANDOLPH ST STE 101","CHICAGO","IL","60601","Mon-Fri: 7:30 am-5:30 pm; Sat-Sun: closed",,"CLOSED","Looting. 8/11/2020","POINT (-87.631423 41.884501)"
"CVS Pharmacy #04793","1211 W Roosevelt Rd","Chicago","IL","606081413","M-F: 9:00am-8:00pm; Sat: 10:00am-6:00pm; Sun: 10:00am-5:00pm",,"open",,"POINT (-87.657181 41.866968)"
"Walgreens #16501","6500 N Clark St","Chicago","IL","606264097","Mon-Thurs 9am-7pm; Fri 9am-5pm; Sat 9am-3pm; Sun Closed",,"open",,"POINT (-87.671276 41.999881)"
"HEALTHY ZONE PHARMACY","7107 W Belmont Ave Ste 6","Chicago","IL","606344500","Mon-Fri 12pm-6pm; Sat 12pm-3pm; Sun closed",,"open",,"POINT (-87.804222 41.938044)"
"LITTLE VILLAGE PHARMACY, INC","3811 w 26th st","chicago","IL","60623","9:30am-6pm M-F",,"open",,"POINT (-87.72009500000001 41.844319)"
"CVS PHARMACY","175 WEST JACKSON","CHICAGO","IL","60604",,,"closed","permanently closed","POINT (-87.633187 41.878118)"
"SOUTH TOWN PHARMACY","11000 S HALSTED ST","CHICAGO","IL","606283990",,,"closed",,"POINT (-87.64249800000002 41.69401)"
"WALGREENS #00118","5650 W BELMONT AVE","CHICAGO","IL","60634","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.768653 41.938559)"
"WALGREENS #00211","757 N MICHIGAN AVE","CHICAGO","IL","60611","Mon-Fri: 7am-11pm; Sat-Sun: 9am-9pm",,"open",,"POINT (-87.624189 41.896123)"
"WALGREENS #07179","2 E ROOSEVELT RD","CHICAGO","IL","60605","Mon-Fri 9am-9pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.62717 41.867498)"
"CVS PHARMACY","6200 W HIGGINS","CHICAGO","IL","60630","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.783716 41.974926)"
"VAISHALI PHARMACY INC","2915 w cermak road","CHICAGO","IL","60623","12pm-4pm M-F",,"open",,"POINT (-87.699326 41.851869)"
"MARIANO'S PHARMACY","1800 W Lawrence Ave","Chicago","IL","60640","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.675062 41.968858)"
"RISHI PHARMACY INC","4909 W DIVISION","CHICAGO","IL","60651","10am-6:30pm M-F, 10am-3pm Sa",,"open",,"POINT (-87.748792 41.902346)"
"CVS PHARMACY","8025 S ASHLAND","CHICAGO","IL","60620",,,"closed","permanently closed","POINT (-87.663311 41.747632)"
"AlphaCare Pharmacy","3207 W Fullerton","Chicago","IL","60647","9am-5pm M-F",,"open",,"POINT (-87.70796 41.924673)"
"WALGREENS #09001","191 N CLARK ST","CHICAGO","IL","60601",,,"permanently closed",,"POINT (-87.630949 41.88547)"
"WALGREENS #07630","933 N STATE ST","CHICAGO","IL","60610","Mon-Fri: 9am-9pm; Sat: 9am-5pm; Sun: 10am-6pm",,"CLOSED","Looting. 8/11/2020","POINT (-87.628321 41.900078)"
"WALGREENS PRESCRIPTION CENTER","5625 N Ridge Ave Ste A","Chicago","IL","606603434","Mon-Fri: 7am-11pm; Sat-Sun: 9am-9pm",,"open",,"POINT (-87.660897 41.984142)"
"WALGREENS #04938","4748 W NORTH AVE","CHICAGO","IL","60639","Mon-Sun 8am-10pm",,"Open",,"POINT (-87.745091 41.909708)"
"WALGREENS #03949","3046 N HALSTED STREET","CHICAGO","IL","60657","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.649177 41.937783)"
"CVS Pharmacy # 01054","101 N. Clinton St","Chicago","IL","60661","M-F: 7:00am-7:00pm; Sat: 10:00am-2:00pm; Sun: closed",,"open",,"POINT (-87.64124300000002 41.883965)"
"CVS PHARMACY","344 W HUBBARD","CHICAGO","IL","60610","Mon-Fri 8am-8pm; Sat 9am-5pm; Sun 10am-5pm",,"Open",,"POINT (-87.63730600000001 41.889964)"
"WALGREENS #05926","4385 S ARCHER","CHICAGO","IL","60632","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.705004 41.813665)"
"OSCO DRUG","2550 NORTH CLYBOURN AVE","CHICAGO","IL","60614","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.67355 41.928315)"
"K AND K PHARMACY","401E 61ST ST","CHICAGO","IL","606372366","9:30am-5:30pm M-F, 9:30am-2:30pm Sa",,"open",,"POINT (-87.615365 41.783875)"
"WALGREENS #09709","4010 W LAWRENCE AVE","CHICAGO","IL","60630","Mon-Fri 8am-12am; Sat-Sun 9am-9pm",,"open",,"POINT (-87.72850700000001 41.96827400000001)"
"COLUMBIA PHARMACY INC","2929 S Wabash Ste 101","CHICAGO","IL","60616","Mon-Fri 8am-5pm; Sat-Sun Closed",,"open",,"POINT (-87.625216 41.841132)"
"Drug Center Pharmacy","4613 N Sheridan Rd","Chicago","IL","606405019","9am -5pm M-F",,"open",,"POINT (-87.654807 41.965811)"
"LAWNDALE CHRISTIAN HEALTH CENTER PHARMACY","3860 W OGDEN AVE","CHICAGO","IL","60623","9am-5pm M-Sa",,"open",,"POINT (-87.721905 41.852254)"
"GSK PHARMACY INC","5140 W CHICAGO AVE","CHICAGO","IL","606512903","1pm-5pm M-Sa",,"open",,"POINT (-87.754791 41.894966)"
"CVS PHARMACY","3637 N SOUTHPORT","CHICAGO","IL","60613","M-F: 8:00am-8:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.664022 41.947888)"
"OSCO DRUG","2940 N ASHLAND AVE","CHICAGO","IL","60657","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.66857 41.93556)"
"Surecare pharmacy inc.","2001 S California Ave Ste 103","Chicago","IL","606082486","9am-4:30pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.695551 41.854768)"
"Carecenter Pharmacy LLC","69 W WASHINGTON STE LL09","CHICAGO","IL","60602","8am-4pm",,"open",,"POINT (-87.629912 41.883221)"
"WALGREENS #215","3045 W 26TH ST","CHICAGO","IL","60623","Mon-Fri: 9am-7pm; Sat: 9am-5pm; Sun: 11am-3pm",,"open",,"POINT (-87.701928 41.844608)"
"OSCO DRUG","4032 W FOSTER AVE","CHICAGO","IL","60630","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.72908 41.975471)"
"Walgreens #15004","953 W Irving Park Rd","Chicago","IL","60613","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.654117 41.954503)"
"B&K DRUGS","3758 W CHICAGO AVE","CHICAGO","IL","60651","10am-6pm M-F, 10am-2pm Sa",,"open",,"POINT (-87.720788 41.895453)"
"Walgreens #15196","151 N State St","Chicago","IL","60601","Mon-Fri: 8am-6pm; Sat-Sun: 9am-5pm",,"open","Closed temporarily for looting. 8/10/2020. Open again 8/11","POINT (-87.627827 41.884687)"
"OSCO DRUG #3470","3572 N ELSTON","CHICAGO","IL","60618","M-Fri: 8:00am-8:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.708229 41.946241)"
"WALGREENS #04494","1649 W BELMONT","CHICAGO","IL","60657","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.670252 41.939691)"
"WALGREENS #02211","5036 S Cottage Grove Ave","CHICAGO","IL","60615",,,"closed","scheduled to reopen the week of 11/23/2020","POINT (-87.606428 41.80290500000001)"
"CVS PHARMACY","1930 W103RD ST","CHICAGO","IL","60643","M-Sunday: 8:00am-10:00pm",,"open",,"POINT (-87.669822 41.706575)"
"WALGREENS #02586","2301 W IRVING PARK","CHICAGO","IL","60618","Mon: 9am-7pm; Tue-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.686053 41.954021)"
"SINAI COMMUNITY PHARMACY INC","CALIFORNIA AVE AT 15TH ST","CHICAGO","IL","606081797","9am-7pm M-F, 9am-2pm Sa",,"open",,
"Mercy Community Pharmacy at Oakwood Shores","3753 S Cottage Grove Ave","Chicago","IL","606532006","8am-5pm M-F",,"open",,"POINT (-87.608224 41.826598)"
"Well Future Pharmacy LLC (now capsule pharmacy)","1442 S Michigan Ave","Chicago","IL","606052811","9:30am-6:30pm M-F, 9am-1pm Sa",,"open",,"POINT (-87.624049 41.862739000000005)"
"WALGREENS #07687","3320 W FULLERTON","CHICAGO","IL","60647","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.711594 41.924715)"
"WALGREENS #15506","3303 W 26th St Ste 101","Chicago","IL","60623","Mon-Fri: 9am-6pm; Sat-Sun: closed",,"open",,"POINT (-87.707755 41.844507)"
"CVS PHARMACY","130 SOUTH CANAL ST","CHICAGO","IL","60606","M-F: 7:00am-7:00pm; Sat-Sun: Closed",,"open",,"POINT (-87.639651 41.879803)"
"WALGREENS #04936","4040 N CICERO AVE","CHICAGO","IL","60641","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.747386 41.954592)"
"CVS Pharmacy #","1101 W Jackson Blvd","Chicago","IL","60607","M, Th, Fr: 9:00am-8:00pm; Tu-We: 8:00am-7:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.654886 41.877858)"
"MONIK PHARMACY","2266 n. lincoln ave LL","CHICAGO","IL","60614","9am-5pm M-F, 9am-1pm Sa",,"open",,"POINT (-87.64575500000001 41.923329)"
"COSTCO WHOLESALE","2746 N CLYBOURN AVE","CHICAGO","IL","60614","Mon-Fri: 10am-7pm; Sat: 9:30am-6pm; Sun: closed",,"open",,"POINT (-87.676224 41.930664)"
"111th Pharma Family","11101 S STATE ST","CHICAGO","IL","60628","10am-7pm M-F",,"open",,"POINT (-87.623104 41.692531)"
"OSCO DRUG #3262","4660 IRVING PARK RD","CHICAGO","IL","60641","M-Fri: 8:00am-8:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.744868 41.953468)"
"Presence Apothecary Chicago","7447 W Talcott Ave","CHICAGO","IL","606313760","Mon-Tues 9am-7pm; Wed 9am-5pm; Thurs 8am-7pm; Fri 9am-5pm; Sat-Sun Closed",,"open",,"POINT (-87.812974 41.988665)"
"DEITCH PHARMACY INC","1800 W CHICAGO AVE","CHICAGO","IL","606225591","10am-7pm M-F, 10am-5pm Sa",,"open",,"POINT (-87.672558 41.896003)"
"MARIANOS PHARMACY","3030 N Broadway St SUITE 100","Chicago","IL","60657","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.644291 41.937393)"
"CVS PHARMACY","3343 W MONTROSE AVE","CHICAGO","IL","60618","M-F: 9:00am-9:00pm: Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.712181 41.96116)"
"WALGREENS #05124","8628 S COTTAGE GROVE AVE","CHICAGO","IL","60619","Open 24 hours everyday","x","open",,"POINT (-87.604949 41.737951)"
"CVS Pharmacy #","7100 S CICERO AVE","Chicago","IL","60629","Mo, Th, Fr: 9:00am - 7:00pm; Tu, We: 8:00am- 6:00pm; Sat: 9:00am-5:00pm; Sun: 11:00am-5:00pm",,"open",,"POINT (-87.742015 41.764792)"
"BRIDGEPORT PHARMACY","3201 S WALLACE ST","CHICAGO","IL","60616",,,"unknown",,"POINT (-87.641362 41.836232)"
"Touhy Family Pharmacy","6201 W Touhy Ave Ste 101","Chicago","IL","606461100","10am-6pm MTh, 9am-7pm TW, 9am-6pm F,10am-2pm Sa",,"open",,"POINT (-87.781979 42.011931)"
"OSCO DRUG","5324 S PULASKI","CHICAGO","IL","60632","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.723313 41.795993)"
"6 CORNER PHARMACY","4211 N Cicero Ave Ste 102","Chicago","IL","606411650",,,"unknown",,"POINT (-87.74736 41.957627)"
"WALGREENS #02877","2440 W NORTH AVE","CHICAGO","IL","60647","Mon-Fri: 8am-8pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.688632 41.910356)"
"CVS Pharmacy #","6525 W DIVERSEY AVE","CHICAGO","IL","60707","M-F: 9:00am-8:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.787135 41.930987)"
"WALGREENS #01417","1931 W CERMAK","CHICAGO","IL","60608","Mon-Tue: 8am-9pm; Wed-Fri: 8am-10pm; Sat: 9am-6pm; Sun:10am-6pm",,"open",,"POINT (-87.674125 41.852232)"
"OSCO DRUG","11730 S MARSHFIELD AVE","CHICAGO","IL","60643","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.66251200000002 41.6814)"
"Parkway Drugs, A Walgreen Pharmacy #15044","680 N Lake Shore Dr Ste 108","Chicago","IL","60611","Mon-Fri: 8am-7pm; Sat: 8am-4pm; Sun: 10am-4pm",,"Open","Closed temporarily for looting. 8/10/2020. Open again 8/11","POINT (-87.615806 41.894985)"
"SEELEY PHARMACY INC","2024 W 79TH ST","CHICAGO","IL","606205798","10:30am-3:30pm M-Sa",,"open",,"POINT (-87.674038 41.750211)"
"OSCO DRUG #3296","7342 W FOSTER AVE","CHICAGO","IL","60656","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.811426 41.974395)"
"BROADWAY PHARMACY INC","4564 N BROADWAY ST","CHICAGO","IL","60640","10am-5pm M-F",,"open",,"POINT (-87.657022 41.964717)"
"FMP PHARMACY-SCMS","5215 N California Ave STE F-103","CHICAGO","IL","60625","10am-6pm M-F, 9am-3pm Sa",,"open",,"POINT (-87.698942 41.976241)"
"WALMART PHARMACY 10-5402","4650 WEST NORTH AVE","CHICAGO","IL","60639",,,"closed","reopening week of 6/22/2020 depending on safety and security of the area. UPDATE: Reopening in Nov - 8.11.2020","POINT (-87.743003 41.909734)"
"VGJ PHARMACY","1631 N Halsted St","Chicago","IL","606145517",,,"unknown",,"POINT (-87.648293 41.911842)"
"ENGLEWOOD RX PHARMACY INC","6508 S Halsted St","CHICAGO","IL","606212616","9am-4pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.644765 41.775802)"
"Walgreens #16441","2826 Martin Luther King","Chicago","IL","606160000","Mon-Fri: 9am-9pm, Sat 9am-6pm; Sun  9am-5pm",,"open",,
"Pulse Pharmacy","2875 W 19th St Ste # 201","Chicago","IL","606233501","9am-6pm M-F, 9am-1pm Sa",,"open",,
"MERZ BROTHERS APOTHECARY","4716 N LINCOLN AVE","CHICAGO","IL","60625","10am-5pm M-F",,"open",,"POINT (-87.687467 41.96697)"
"CVS PHARMACY","2634 S PULASKI","CHICAGO","IL","60623","M-F: 9:00am-8:00pm; Sat: 10:00am-6:00pm; Sun: 10:00am-5:00pm",,"open",,"POINT (-87.72451500000001 41.843454)"
"WALGREENS #07359","3222 N MILWAUKEE AVE","CHICAGO","IL","60618","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.724725 41.939651)"
"CVS PHARMACY","3156 WEST 103RD STREET","CHICAGO","IL","60655","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.700555 41.706242)"
"WALGREENS #12304","2744 N California Ave","Chicago","IL","60647","Mon: 9am-7pm; Tue-Thurs: 9am-9pm; Fri: 9am-8:45pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.697589 41.931419)"
"M & R Prescription Center","1959 E 71ST ST","CHICAGO","IL","606492081","9am -3pm M-F",,"open",,"POINT (-87.57661 41.766048)"
"CVS PHARMACY # 05482","3615 N. Central Ave","Chicago","IL","60634","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-6:00pm",,"open",,"POINT (-87.766752 41.946792)"
"CVS PHARMACY","7855 S WESTERN AVE","CHICAGO","IL","60620","Mon-Fri 9am-9pm; Sat 10am-6pm; Sun 10am-5pm",,"open",,"POINT (-87.682795 41.750401)"
"Walmart Pharmacy 10-5617","4626 W Diversey Ave","Chicago","IL","60639","Sun 10am-6pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"Open",,"POINT (-87.74243 41.931608)"
"WALGREENS #01173","1520 W FULLERTON","CHICAGO","IL","60614","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.666698 41.925188)"
"WALGREENS #4349","201 W MADISON ST","CHICAGO","IL","60606","Mon-Fri: 8am-6pm; Sat-Sun: 9am-5pm",,"CLOSED","Looting. 8/11/2020","POINT (-87.634594 41.881927)"
"Ethos Pharmacy","4332 N Elston Ave","Chicago","IL","606412144","Mon-Sat 9am-6pm; Sun Closed",,"open",,"POINT (-87.727864 41.959677)"
"CVS PHARMACY #05394","1200 N Ashland Ave Unit C-1","Chicago","IL","606222259","M-F: 9:00am-8:00pm, Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.667591 41.903444)"
"MORGAN PARK PHARMACY","11157 S HALSTED ST","CHICAGO","IL","606283995",,,"unknown",,"POINT (-87.642281 41.691024)"
"CVS PHARMACY","1714 N SHEFFIELD AVE","CHICAGO","IL","60614","M-F: 7:00am-12:00am; Sat-Sun: 7:00am-12:00am",,"open",,"POINT (-87.65314 41.912285)"
"WALGREENS #05034","6315 S KEDZIE AVE","CHICAGO","IL","60629","Mon-Fri: 8am-10pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.703131 41.778351)"
"J AND S COMMUNITY PHARMACY","743 S PULASKI","CHICAGO","IL","60624",,,"unknown",,"POINT (-87.725346 41.871263)"
"ROSENBLUM DRUG","2123 E 71ST ST","CHICAGO","IL","606492103","Mon-Fri 10am-6pm; Sat-Sun Closed",,"open",,"POINT (-87.572737 41.766104)"
"WALGREENS #03395","3401 W ROOSEVELT RD","CHICAGO","IL","60624","Mon-Tue: 8am-9pm; Wed-Fri: 8am-10pm; Sat: 9am-6pm; Sun:10am-6pm",,"open",,"POINT (-87.710713 41.866364)"
