"type","facility","street_address","city","state","zip","phone","website","hours","appointment","internet","wifi","training","location"
"Chicago Public Library","Rogers Park","6907 N. Clark Street","Chicago","IL","60626","(312) 744-0156","http://www.chipublib.org/branch/details/library/rogers-park/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","6907 N. Clark Street
Chicago, IL 60626
(42.006781595898914, -87.67336257682068)"
"Community Technology Center","Southeast Chicago Development Commission","2938 East 91st Street","Chicago","IL","60617","(773) 731-8755","http://www.southeastchicago.org/","M-F: 8AM-5PM; SA: 9AM-1PM",,"true","false","true","2938 East 91st Street
Chicago, IL 60617
(41.730093424168224, -87.5524609863664)"
"Chicago Public Library","Scottsdale","4101 W. 79th Street","Chicago","IL","60652","(312) 747-0193","http://www.chipublib.org/branch/details/library/scottsdale/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","4101 W. 79th Street
Chicago, IL 60652
(41.749352804211014, -87.72436124811308)"
"Community Technology Center","Hispanic Housing Development Corporation","2610 W. North Ave","Chicago","IL","60647","(773) 862-1892","http://www.hispanichousingdevelopment.com/opportunities/workforce.html","M-F: 9AM-5PM","No","true","false","true","2610 W. North Ave
Chicago, IL 60647
(41.91032792009988, -87.69256631864067)"
"Chicago Public Library","Little Village","2311 S. Kedzie Avenue","Chicago","IL","60623","(312) 745-1862","http://www.chipublib.org/branch/details/library/little-village/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","2311 S. Kedzie Avenue
Chicago, IL 60623
(41.849743890578864, -87.70511412105635)"
"Community Technology Center","Career Pathways Resource Center","950 East 61st Street","Chicago","IL","60637","(773) 752-0687","http://www.thecaraprogram.org","M-F: 9AM-5PM",,"true","false","true","950 East 61st Street
Chicago, IL 60637
(41.784136097200694, -87.60245766355906)"
"Community Technology Center","Alternatives' CTC","4730 N. Sheridan Road","Chicago","IL","60640","(773) 506-7474","http://www.alternativesyouth.org","M-F: 4PM-7PM; SA: 12PM- 4PM","No","true","false","true","4730 N. Sheridan Road
Chicago, IL 60640
(41.968169045266336, -87.65482024450336)"
"Chicago Public Library","Woodson Regional","9525 S. Halsted Street","Chicago","IL","60628","(312) 747-6900","http://www.chipublib.org/branch/details/library/woodson-regional/","M-TH: 9AM-9PM; F, SA: 9AM-5PM; SU: 1PM-5PM","NA","true","true","true","9525 S. Halsted Street
Chicago, IL 60628
(41.72096170139649, -87.64305653437839)"
"Senior Center","Central West Center","2102 W. Ogden","Chicago","IL","60612","(312) 746-5300 (Voice) or (312) 746-0321 (TTY) ","http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html","Call for hours","No","true","false","true","2102 W. Ogden
Chicago, IL 60612
(41.870607218318284, -87.67907470907325)"
"Chicago Public Library","Logan Square","3030 W. Fullerton Avenue","Chicago","IL","60647","(312) 744-5295","http://www.chipublib.org/branch/details/library/logan-square/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","3030 W. Fullerton Avenue
Chicago, IL 60647
(41.924758770912035, -87.70341960696669)"
"Chicago Public Library","Canaryville","642 W. 43rd Street","Chicago","IL","60609","(312) 747-0644","http://www.chipublib.org/branch/details/library/canaryville/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","642 W. 43rd Street
Chicago, IL 60609
(41.81531127994623, -87.64256248524396)"
"Community Technology Center","National Able Network","180 North Wabash Room 600-02","Chicago","IL","60601","(312) 580-0389","http://www.nationalable.org","M-F: 9AM-4PM",,"true","false","true","180 North Wabash Room 600-02
Chicago, IL 60601
(41.88543141857076, -87.62624878363249)"
"Wireless Internet Zone","Thompson Center Plaza","100 W. Randolph Street","Chicago","IL","60601","NA","http://www.cityofchicago.org/city/en/depts/doit/supp_info/wireless_internetzones.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","100 W. Randolph Street
Chicago, IL 60601
(41.88446914399941, -87.63167169546915)"
"Community Technology Center","Community Job Training and Education Center","2021 W. Fulton Ave.","Chicago","IL","60622","(312) 563-9028","http://www.gwtp.org","M-F: 8:30AM-4:30PM","No","true","true","true","2021 W. Fulton Ave.
Chicago, IL 60622
(41.88670360499431, -87.6773256061344)"
"Community Technology Center","CAPs - Roseland","11444 South Halsted","Chicago","IL","60628","(773) 568-1782","http://www.capsinc.org","M-F: 8AM-5PM","No","true","false","true","11444 South Halsted
Chicago, IL 60628
(41.68605553565135, -87.64231792097537)"
"Community Technology Center","Carlos Fuentes School","2845 W Barry","Chicago","IL","60618","(312) 432-6301","http://unocharterschools.org/uscn_campuses.aspx","M-TH: 5PM-8PM",,"true","true","true","2845 W Barry
Chicago, IL 60618
(41.9375013006084, -87.69887356167276)"
"Chicago Public Library","Northtown","6435 N. California Avenue","Chicago","IL","60645","(312) 744-2292","http://www.chipublib.org/branch/details/library/northtown/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","6435 N. California Avenue
Chicago, IL 60645
(41.998212242087206, -87.69958791971804)"
"Senior Center","North Center Satellite Center","4040 N. Oakley Ave","Chicago","IL","60618","(312) 745-4029","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","Call","Yes","true","false","true","4040 N. Oakley Ave
Chicago, IL 60618
(41.95480195708968, -87.68611746291384)"
"Chicago Public Library","Water Works","163 E. Pearson Street","Chicago","IL","60611","(312) 742-8811","http://www.chipublib.org/branch/details/library/water-works/","M-TH: 9AM-7PM; F, SA: 9AM-5PM; SU: 1PM-5PM","NA","true","true","false","163 E. Pearson Street
Chicago, IL 60611
(41.897534902298894, -87.62299896446554)"
"Senior Center","Englewood Satellite Center","653 W. 63rd St.","Chicago","IL","60621","(312) 745-3328","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 8:30AM-4:30PM; SA-SU: Closed ","Yes","true","false","true","653 W. 63rd St.
Chicago, IL 60621
(41.77975527971341, -87.64140572220683)"
"Community Technology Center","Erie Little Village Technology Center","4225 W. 25th. St.","Chicago","IL","60623","(773) 542-7705","http://www.eriehouse.org","M-F: 9AM-8PM","No","true","true","true","4225 W. 25th. St.
Chicago, IL 60623
(41.84506984589575, -87.7305071864892)"
"Chicago Public Library","Jefferson Park","5363 W. Lawrence Avenue","Chicago","IL","60630","(312) 744-1998","http://www.chipublib.org/branch/details/library/jefferson-park/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","5363 W. Lawrence Avenue
Chicago, IL 60630
(41.967562324592144, -87.76172176849617)"
"Community Technology Center","Knowledge Hook Up","3457 East 106th Street","Chicago","IL","60617","(773) 221-9111","http://www.knowledgehookup.org","M-F: 9AM-4PM","No","true","true","true","3457 East 106th Street
Chicago, IL 60617
(41.70274314153875, -87.5391044789933)"
"Community Technology Center","Jane Addams Resource Corporation Main CTC","4432 N. Ravenswood, Chicago, IL","Chicago","IL","60640","(773) 728-9769 x. 19","http://www.jane-addams.org","M-SA: 9AM-9:30PM (Classes); Call for Open Lab hours","No","true","false","true","4432 N. Ravenswood, Chicago, IL
Chicago, IL 60640
(41.96212745849938, -87.67459534703566)"
"WorkForce Center","Polish American Association","6276 W. Archer","Chicago","IL","60638","(773) 767-7773 ","http://www.polish.org/","TU-TH 1PM-8:45PM; SA: 10AM-5:45PM; M, F, SU: Closed","NA","true","false","true","6276 W. Archer
Chicago, IL 60638
(41.79348173496655, -87.77739171680953)"
"Community Technology Center","Dr. David J. Lochman Cyber Center","3656 N Halsted St","Chicago","IL","60613","(773) 472-6469","http://www.centeronhalsted.org/","M-TU: 12:30PM-7:30PM; W-TH: 9:30AM-7:30PM; F: 9:30AM-5:30PM; SA-SU: 10AM-5:30PM","Yes","true","true","true","3656 N Halsted St
Chicago, IL 60613
(41.94875708933173, -87.64952500414803)"
"Community Technology Center","WHA-Business and Human Resource Center","4800 West Chicago Avenue","Chicago","IL","60651","(773) 786-0148","http://www.healthauthority.org","M-F: 7AM-7PM",,"true","false","true","4800 West Chicago Avenue
Chicago, IL 60651
(41.894991211742195, -87.74614639657875)"
"Chicago Public Library","North Pulaski","4300 W. North Avenue","Chicago","IL","60639","(312) 744-9573","http://www.chipublib.org/branch/details/library/north-pulaski/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","4300 W. North Avenue
Chicago, IL 60639
(41.909794052344466, -87.73432031189344)"
"Community Technology Center","Literacy Volunteers of Illinois - Kedzie Center","1116 N. Kedzie, Suite 528","Chicago","IL","60651","(773) 235-0915","http://www.literacyvolunteersillinois.org/northsideprograms.asp","M-F: 8:30AM-4:30PM","Yes","true","false","true","1116 N. Kedzie, Suite 528
Chicago, IL 60651
(41.90152511582621, -87.706795718495)"
"Community Technology Center","IMAN (Inner-City Muslim Action Network)","2744 W. 63rd Street","Chicago","IL","60629","(773) 434-4626","http://www.imancentral.org","M-TH: 9AM-5PM","No","true","false","true","2744 W. 63rd Street
Chicago, IL 60629
(41.779131554707476, -87.69272666803835)"
"Chicago Public Library","West Englewood","1745 W. 63rd Street","Chicago","IL","60636","(312) 747-3481","http://www.chipublib.org/branch/details/library/west-englewood/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1745 W. 63rd Street
Chicago, IL 60636
(41.77934452087478, -87.66814610717171)"
"Community Technology Center","Mather's More Than a Cafe (83rd Street)","33 E. 83rd Street","Chicago","IL","60619","(773) 488-2801 ","http://www.matherlifeways.org/iyc_wherearematherscafes.asp","M-F: 8:30AM-4:30PM; SA: 8AM-2PM",,"true","false","true","33 E. 83rd Street
Chicago, IL 60619
(41.743620658940806, -87.62307703624921)"
"Community Technology Center","Veterans Memorial High School","4248 W 47th St","Chicago","IL","60632","(312) 432-6301","http://unocharterschools.org/uscn_campuses.aspx","M-TH: 5PM-8PM",,"true","true","true","4248 W 47th St
Chicago, IL 60632
(41.80776596812041, -87.7306960441154)"
"Community Technology Center","Archer Courts CTC","2242 South Princeton","Chicago","IL","60616","(312) 225-5340","http://www.cohd.com/","M, W: 11AM-5PM; TU, TH: 1PM-5PM","No","true","false","true","2242 South Princeton
Chicago, IL 60616
(41.8518965994202, -87.63484795659751)"
"Community Technology Center","FORUM","200 E 75th Street","Chicago","IL","60619","(773) 994-9200","http://www.forumdigital.org/chicago/","M-F: 8AM-9PM; SA: 8AM-1PM","Yes","true","true","true","200 E 75th Street
Chicago, IL 60619
(41.75833922939006, -87.61878441078926)"
"Community Technology Center","Lawndale Christian Development Corporation","3843 W. Ogden Ave","Chicago","IL","60623","(773) 762-8889","http://www.lcdc.net","M-F: 9AM-5PM","No","true","false","true","3843 W. Ogden Ave
Chicago, IL 60623
(41.85206657128373, -87.7215139661962)"
"Chicago Public Library","Wrightwood-Ashburn","8530 S. Kedzie Avenue","Chicago","IL","60652","(312) 747-2696","http://www.chipublib.org/branch/details/library/wrightwood/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","8530 S. Kedzie Avenue
Chicago, IL 60652
(41.73836545679345, -87.70215502694877)"
"Chicago Public Library","Humboldt Park ","1605 N. Troy Street","Chicago","IL","60647","(312) 744-2244","http://www.chipublib.org/branch/details/library/humboldt/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1605 N. Troy Street
Chicago, IL 60647
(41.91026222239651, -87.70557035040065)"
"Community Technology Center","Germano Millgate CTC","8732 South Burley","Chicago","IL","60617","(773) 221-2210","http://www.cohd.com/","M, W: 11AM-5PM; TU, TH: 1PM-5PM","No","true","false","true","8732 South Burley
Chicago, IL 60617
(41.736834872959726, -87.54586273268703)"
"Community Technology Center","Jane Addams Hull House Association","1937 West Irving Park","Chicago","IL","60613","(773) 348-1866","http://www.hullhouse.org","M-F: 9AM-5PM","No","true","false","true","1937 West Irving Park
Chicago, IL 60613
(41.95412349112001, -87.67736952495113)"
"Chicago Public Library","Whitney M. Young, Jr.","7901 S. King Drive","Chicago","IL","60619","(312) 747-0039","http://www.chipublib.org/branch/details/library/whitney-young/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","7901 S. King Drive
Chicago, IL 60619
(41.75108787672468, -87.6148795540565)"
"Chicago Public Library","Daley, Richard J. - Bridgeport","3400 S. Halsted Street","Chicago","IL","60608","(312) 747-8990","http://www.chipublib.org/branch/details/library/daley/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","3400 S. Halsted Street
Chicago, IL 60608
(41.83254459934408, -87.6462238075908)"
"Community Technology Center","Mathers More Than a Café (Central)","3235 N. Central Ave","Chicago","IL","60634","(773) 205-3300 ","http://www.matherlifeways.org/iyc_wherearematherscafes.asp","M-F: 8AM-4PM",,"true","false","true","3235 N. Central Ave
Chicago, IL 60634
(41.93974147592019, -87.76653402698298)"
"Chicago Public Library","Roden","6083 N. Northwest Highway","Chicago","IL","60631","(312) 744-1478","http://www.chipublib.org/branch/details/library/roden/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","6083 N. Northwest Highway
Chicago, IL 60631
(41.99195084318547, -87.79821674928576)"
"Chicago Public Library","Manning","6 S. Hoyne Avenue","Chicago","IL","60612","(312) 746-6800","http://www.chipublib.org/branch/details/library/mabel-manning/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","6 S. Hoyne Avenue
Chicago, IL 60612
(41.88117718045707, -87.67916344433422)"
"Community Technology Center","CAPs - Kedzie","7723 South Kedzie, Suite D&E","Chicago","IL","60653","(773) 863-5089","http://www.capsinc.org","M-F: 8AM-5PM","Yes","true","false","true","7723 South Kedzie, Suite D&E
Chicago, IL 60653
(41.81923999999998, -87.61011000000002)"
"Community Technology Center","Center for Working Families (The Cara Program)","4804 - 4806 South Cottage Grove Avenue","Chicago","IL","60615","(773) 924-2205","http://www.thecaraprogram.org","M-F: 9AM-5PM",,"true","false","true","4804 - 4806 South Cottage Grove Avenue
Chicago, IL 60615
(41.80017425127788, -87.60642032809778)"
"Wireless Internet Zone","Center for Green Technology ","445 N. Sacramento Boulevard","Chicago","IL","60612","NA","http://www.cityofchicago.org/city/en/depts/doe/provdrs/ccgt.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","445 N. Sacramento Boulevard
Chicago, IL 60612
(41.88928051685616, -87.70147707138341)"
"Chicago Public Library","Lincoln Park","1150 W. Fullerton Avenue","Chicago","IL","60614","(312) 744-1926","http://www.chipublib.org/branch/details/library/lincoln-park/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","1150 W. Fullerton Avenue
Chicago, IL 60614
(41.925356616111095, -87.65761850221892)"
"Community Technology Center","Mather's More Than a Cafe (Higgins)","7134 W. Higgins","Chicago","IL","60656","(773) 774-4804","http://www.matherlifeways.org/iyc_mathersmorethanacafe.asp","M-TH: 7:30AM-3:30PM; F: 7:30AM-7:00PM; SA: 9AM-2PM ",,"true","false","true","7134 W. Higgins
Chicago, IL 60656
(41.98092143164183, -87.80604124373014)"
"FamilyNet Center","St. Sabina Employment Resource Center ","7909 S. Racine St. ","Chicago","IL","60620","(773) 347-0024","http://www.auburngreshamportal.org","M, T: 9AM-5PM; W, TH, F: 9AM -8PM; SA 9AM - 1PM; SU: Closed","yes","true","false","true","7909 S. Racine St.
Chicago, IL 60620
(41.750315046741946, -87.65365456637862)"
"Community Technology Center","SER Little Village CTC","3948 W. 26th Street, Suite 213","Chicago","IL","60623","(773) 542-9030 x. 226","http://www.centralstatesser.org","M-F: 8AM-6PM; SA: 9AM-12PM","No","true","true","true","3948 W. 26th Street, Suite 213
Chicago, IL 60623
(41.84427844250996, -87.72383421703182)"
"Chicago Public Library","Legler","115 S. Pulaski Road","Chicago","IL","60624","(312) 746-7730","http://www.chipublib.org/branch/details/library/legler/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","115 S. Pulaski Road
Chicago, IL 60624
(41.87930825979932, -87.7255367645667)"
"Community Technology Center","St. Agatha Family Empowerment","3143 W. Douglas Boulevard","Chicago","IL","60623","(773) 522-1354","http://www.chicagoareaproject.org/","M-F: 12PM-6PM; SA: 10AM-1PM",,"true","true","true","3143 W. Douglas Boulevard
Chicago, IL 60623
(41.86247486464147, -87.70412585459005)"
"Wireless Internet Zone","Federal Plaza","230 S. Dearborn Street","Chicago","IL","60603","NA","http://www.cityofchicago.org/city/en/depts/doit/supp_info/wireless_internetzones.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","230 S. Dearborn Street
Chicago, IL 60603
(41.87906772150343, -87.62939465395297)"
"Chicago Public Library","Galewood-Montclare ","6871 W. Belden Avenue","Chicago","IL","60707","(312) 746-0165","http://www.chipublib.org/branch/details/library/galewood-mont-clare/","M: 2PM-6PM; TU-TH: 10AM-6PM; F: 9AM-5PM; SA, SU: Closed","NA","true","true","false","6871 W. Belden Avenue
Chicago, IL 60707
(41.92109609237066, -87.79728784408778)"
"FamilyNet Center","63rd Street Corridor CWF Metropolitan Family Services ","747 W. 63rd St., Bldg. V, Room 106","Chicago","IL","60621","(773) 487-3723","http://www.englewoodportal.org","M-F: 9AM - 6PM; SA: 10AM - 2PM (Open 1st and 3rd Sat of each month)","yes","true","false","true","747 W. 63rd St., Bldg. V, Room 106
Chicago, IL 60621
(41.779733237008315, -87.64421136895008)"
"Chicago Public School","John Barry Elementary School","2828 N Kilbourn Ave","Chicago","IL","60641","(773) 534-3455","http://www.barry.cps.k12.il.us/","Call for hours","Yes ","true","true","false","2828 N Kilbourn Ave
Chicago, IL 60641
(41.93217057232214, -87.73932307477935)"
"Senior Center","Southwest Center","6117 S. Kedzie","Chicago","IL","60629","(312) 747-0440 (Voice) or (312) 746-0323 (TTY) ","http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html","Call","No","true","false","true","6117 S. Kedzie
Chicago, IL 60629
(41.782307183727234, -87.70315697704424)"
"Community Technology Center","The Cara Program (East Loop Campus)","228 South Wabash","Chicago","IL","60604","(312) 798-3327","http://www.thecaraprogram.org","M-F: 9AM-5PM",,"true","false","true","228 South Wabash
Chicago, IL 60604
(41.87820824389579, -87.6261245628382)"
"Senior Center","Abbot Park Satellite Center","49 E. 95th St.","Chicago","IL","60619","(312) 745-3493","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 8:30AM-4:30PM; SA-SU: Closed ","Yes","false","false","true","49 E. 95th St.
Chicago, IL 60619
(41.721708979677885, -87.62221832431597)"
"Chicago Public Library","Uptown","929 W. Buena Avenue","Chicago","IL","60613","(312) 744-8400","http://www.chipublib.org/branch/details/library/uptown/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","929 W. Buena Avenue
Chicago, IL 60613
(41.95837819368438, -87.65349928925056)"
"City Colleges of Chicago","Harry S. Truman College","1145 W. Wilson","Chicago","IL","60640","(773) 907-4429 or (773) 907-3998 or (773) 907-4849","http://www.trumancollege.edu/index.php","Call for hours","No","true","true","true","1145 W. Wilson
Chicago, IL 60640
(41.96531934896931, -87.6589842868169)"
"Chicago Public School","John C. Coonley Elementary School","4046 N Leavitt St","Chicago","IL","60618","(773) 534-5140?","http://coonley.org/","Call for hours","Yes ","true","false","false","4046 N Leavitt St
Chicago, IL 60618
(41.955217603665, -87.68370479393352)"
"Senior Center","West Town Satellite Center","1613 W. Chicago Ave.","Chicago","IL","60622","(312) 743-1016","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 9AM-4PM; SA-SU: Closed  ","Yes","true","false","true","1613 W. Chicago Ave.
Chicago, IL 60622
(41.89607039817736, -87.66792336647023)"
"Community Technology Center","WHA-Community Tech Center","5417 West Division Street","Chicago","IL","60651","(773) 378-1878","http://www.healthauthority.org","M-F: 9AM-8PM",,"true","true","true","5417 West Division Street
Chicago, IL 60651
(41.902185787976634, -87.76163272192332)"
"Community Technology Center","Harold Washington CTC","4946 W. Sheridan","Chicago","IL","60640","(312) 447-4601","http://www.mercyhousing.org","M-F: 9AM to 5PM",,"true","false","true","4946 W. Sheridan
Chicago, IL 60640
(41.9723718784452, -87.65498234348432)"
"Community Technology Center","Jane Addams Hull House Association","1030 West Van Buren Street","Chicago","IL","60607","(312) 235-7004","http://www.hullhouse.org","M-F: 9AM-5PM","No","true","false","true","1030 West Van Buren Street
Chicago, IL 60607
(41.8766311950428, -87.65270800503718)"
"Chicago Public Library","Greater Grand Crossing","1000 East 73rd Street","Chicago","IL","60619","(312) 745-1608","http://www.chipublib.org/branch/details/library/greater-grand-crossing/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1000 East 73rd Street
Chicago, IL 60619
(41.76228725309869, -87.60040226851038)"
"Community Technology Center","Chicago Workforce Center - Pilsen","1657 S. Blue Island Avenue","Chicago","IL","60607","(312) 256-5716","http://www.nationalable.org","M-F: 9AM-4PM",,"true","false","true","1657 S. Blue Island Avenue
Chicago, IL 60607
(41.85835283226851, -87.66072879023585)"
"Chicago Public Library","Vodak-East Side","3710 E. 106th Street","Chicago","IL","60617","(312) 747-5500","http://www.chipublib.org/branch/details/library/vodak-east-side/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","3710 E. 106th Street
Chicago, IL 60617
(41.70274314153875, -87.53351069597107)"
"Chicago Public Library","Edgewater","1210 W. Elmdale Avenue","Chicago","IL","60660","(312) 744-0718","http://www.chipublib.org/branch/details/library/edgewater/","M: Closed; TU-TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1210 W. Elmdale Avenue
Chicago, IL 60660
(41.990915222728766, -87.66071467778714)"
"Youth Center","YCDC The Beloved Community St. Sabina","7909 S. Racine Ave.","Chicago","IL","60620","(773) 783-3760","http://www.belovedcommunitychicago.org/","Call for hours","No","true","false","true","7909 S. Racine Ave.
Chicago, IL 60620
(41.750315046741946, -87.65365456637862)"
"Chicago Public Library","South Shore","2505 E. 73rd Street","Chicago","IL","60649","(312) 747-5281","http://www.chipublib.org/branch/details/library/south-shore/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","2505 E. 73rd Street
Chicago, IL 60649
(41.76181960564344, -87.56215410260427)"
"Chicago Public Library","Austin","5615 W. Race Avenue","Chicago","IL","60644","(312) 746-5038","http://www.chipublib.org/branch/details/library/austin/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","5615 W. Race Avenue
Chicago, IL 60644
(41.88923971478115, -87.76572190710762)"
"Chicago Public Library","Oriole Park","7454 W. Balmoral Avenue","Chicago","IL","60656","(312) 744-1965","http://www.chipublib.org/branch/details/library/oriole-park/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","7454 W. Balmoral Avenue
Chicago, IL 60656
(41.97806049179239, -87.81330682610985)"
"Community Technology Center","Instituto del Progreso Latino (Main Site - Pilsen)","2570 S. Blue Island Avenue","Chicago","IL","60608","(773) 890-0055","http://www.idpl.org","M-F: 8AM-9:30PM","No","true","false","true","2570 S. Blue Island Avenue
Chicago, IL 60608
(41.84543856792777, -87.68382337994825)"
"Chicago Public School","Agassiz Elementary","2851 N Seminary Ave","Chicago","IL","60657","(773) 534-5725","http://www.agassizschool.org/","Call for hours","No","true","true","false","2851 N Seminary Ave
Chicago, IL 60657
(41.93372582836627, -87.65619929279464)"
"Community Technology Center","Chinese American Service League","2141 S. Tan Court","Chicago","IL","60616","(312) 791-0418","http://www.caslservice.org","M-F: 9AM-5PM","No","true","true","true","2141 S. Tan Court
Chicago, IL 60616
(41.855100615306114, -87.63442098084143)"
"Youth Center","YCDC Boys and Girls Club","2950 W. Washington Blvd.","Chicago","IL","60612","(773) 376-6847 x. 4717 or (773) 638-5464 x. 4813","http://www.bgcc.org/","Call for hours","No","true","false","true","2950 W. Washington Blvd.
Chicago, IL 60612
(41.882914005208946, -87.7000401142845)"
"Chicago Public School","Black Magnet School","9101 S Euclid Ave","Chicago","IL","60617","(773) 535-6390","http://www.cps.edu/Schools/Pages/school.aspx?unit=7860","Call for hours","No","true","false","true","9101 S Euclid Ave
Chicago, IL 60617
(41.72967823592592, -87.57666604590717)"
"Chicago Public Library","Thurgood Marshall","7506 S. Racine Avenue","Chicago","IL","60620","(312) 747-5927","http://www.chipublib.org/branch/details/library/thurgood-marshall/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","7506 S. Racine Avenue
Chicago, IL 60620
(41.75745172208852, -87.65398226057334)"
"Community Technology Center","CRDDC Technology Center","25 N. Cicero Avenue","Chicago","IL","60644","(773) 261-6098","http://www.CRDDC.net","M-F: 9AM-5PM","No","true","true","true","25 N. Cicero Avenue
Chicago, IL 60644
(41.88083025814558, -87.74520703961191)"
"WorkForce Center","Polish American Association","3815-3819 N. Cicero","Chicago","IL","60641","(773) 282-1122 ","http://www.polish.org/","TU, TH: 9AM-2PM and 3PM-5:45PM; W, F: 1PM-2PM; 3PM-6:45PM; SA: 9AM-2PM and 3PM-4:45PM; SU-M: Closed","NA","true","false","true","3815-3819 N. Cicero
Chicago, IL 60641
(41.94620999999995, -87.74698999999993)"
"Senior Center","Garfield Ridge Satellite Center","5674 S. Archer Ave","Chicago","IL","60638","(312) 745-4250","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 8:30AM-3PM; SA-SU: Closed ","Yes","true","false","true","5674 S. Archer Ave
Chicago, IL 60638
(41.79720909058657, -87.75298148538717)"
"WorkForce Center","Greater West Town Development Corporation","790 N. Milwaukee","Chicago","IL","60622","(312) 432-1300 ","http://www.gwtp.org/programs.html","Call","NA","true","false","true","790 N. Milwaukee
Chicago, IL 60622
(41.90318000000002, -87.68408)"
"Chicago Public Library","Austin-Irving","6100 W. Irving Park Road","Chicago","IL","60634","(312) 744-6222","http://www.chipublib.org/branch/details/library/austin-irving/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","6100 W. Irving Park Road
Chicago, IL 60634
(41.95300647585236, -87.77944829132372)"
