"committee","seat_code","seat_name","appointer","firstname","lastname","term_start","term_end","appointment_start","appointment_end"
"Dr. Martin Luther King Jr. Birthday Commission","C-3","Council Appointment","Common Council","Malik","McCluskey","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-03-04T00:00:00.000",
"Dr. Martin Luther King Jr. Birthday Commission","M-1","Mayoral Appointment","Mayor","Lily","Kleinlein","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Dr. Martin Luther King Jr. Birthday Commission","M-2","Mayoral Appointment","Mayor","Gloria","Howell","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Dr. Martin Luther King Jr. Birthday Commission","M-3","Mayoral Appointment","Mayor","Jessica","Davis","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Dr. Martin Luther King Jr. Birthday Commission","NAACP","NAACP Appointment","NAACP","M. Dianne","Shewmaker","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Economic Development Commission","CM-1","Common Council Nomination","Mayor","Matt","Flaherty","2022-02-01T00:00:00.000","2026-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Economic Development Commission","CM-2","County Council Nomination","Mayor","Geoff","McKim","2022-02-01T00:00:00.000","2026-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Economic Development Commission","M-1","Mayoral Appointment","Mayor","Vanessa","McClary","2021-02-01T00:00:00.000","2025-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Economic Development Commission","M-2","Mayoral Appointment","Mayor","Kurt","Zorn","2021-02-01T00:00:00.000","2025-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Economic Development Commission","M-3","Mayoral Appointment","Mayor","Malcolm","Webb","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Environmental Commission","C-1","Council Appointment","Common Council","Dedaimia","Whitney","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-18T00:00:00.000",
"Environmental Commission","C-2","Council Appointment","Common Council","Scott","Shackelford","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-18T00:00:00.000",
"Environmental Commission","C-3","Council Appointment 3","Common Council","Luke","Swain","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Environmental Commission","C-4","Council Appointment 4","Common Council","Elizabeth","McCleery","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-08-22T00:00:00.000",
"Environmental Commission","C-5","Council Appointment","Common Council","Donald","Eggert","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Environmental Commission","C-6","Council Appointment","Common Council","Conner","Wright","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-08-22T00:00:00.000",
"Environmental Commission","M-1","Mayoral Appointment","Mayor","Michael","Litwin","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Environmental Commission","M-2","Mayoral Appointment","Mayor","Matt","Caldie","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Environmental Commission","M-3","Mayoral Appointment","Mayor","Sam","Armstrong","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-24T00:00:00.000",
"Environmental Commission","M-4","Mayoral Appointment","Mayor","Carrie","Albright","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Environmental Commission","M-5","Mayoral Appointment","Mayor","Megan","Murphy","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Environmental Commission","M-6","Mayoral Appointment","Mayor","David","Parkhurst","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Environmental Resources Advisory Council","C-1","Common Council Member - Non-voting","Common Council","Dave","Rollo","2021-01-15T00:00:00.000","2023-01-14T00:00:00.000","2021-01-15T00:00:00.000",
"Environmental Resources Advisory Council","R-1","Regular Voting","Board of Park Commissioners","Jeff","Ehman","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Environmental Resources Advisory Council","R-2","Regular Voting","Board of Park Commissioners","Cathy","Meyer","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000"
"Environmental Resources Advisory Council","R-3","Regular Voting","Board of Park Commissioners","Angie","Shelton","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Environmental Resources Advisory Council","R-4","Regular Voting","Board of Park Commissioners","Denise","Gardiner","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Environmental Resources Advisory Council","R-5","Regular Voting","Board of Park Commissioners","Autumn","Brunelle","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000"
"Environmental Resources Advisory Council","S-1","Special Voting","Board of Park Commissioners","David","Parkhurst","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000"
"Environmental Resources Advisory Council","S-2","Special Voting","Board of Park Commissioners","William","Jones","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000"
"Environmental Resources Advisory Council","S-3","Special Voting","Board of Park Commissioners","Marne","Potter","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-06-25T00:00:00.000",
"Environmental Resources Advisory Council","S-4","Special Voting","Board of Park Commissioners","Melissa","Laney","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-01-21T00:00:00.000",
"Farmers' Market Advisory Council","C-1","Customers 1","Board of Park Commissioners","Janice","Lilly","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","C-2","Customers 2","Board of Park Commissioners","Mara Lea","Rosenbarger","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","C-3","Customers 3","Board of Park Commissioners","Michael","Gleeson","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","C-4","Customers 4","Board of Park Commissioners","Lynn","Schwartzberg","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","C-5","Customers 5","Board of Park Commissioners","Cathy","Bayt","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","2021-07-06T00:00:00.000",
"Farmers' Market Advisory Council","FBA-1","Food and Beverage Artisan","Board of Park Commissioners","Nelia","Hostetter","2021-04-01T00:00:00.000","2022-03-31T00:00:00.000","2021-07-06T00:00:00.000",
"Farmers' Market Advisory Council","FBA-2","Food and Beverage Artisan","Board of Park Commissioners",,,,,,
"Farmers' Market Advisory Council","V-1","Vendors 1","Board of Park Commissioners","Rebeca","Vadas","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","V-2","Vendors 2","Board of Park Commissioners","Cortland","Carrington","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","V-3","Vendors 3","Board of Park Commissioners","Whitney","Schlegel","2020-03-01T00:00:00.000","2022-03-31T00:00:00.000","2020-03-01T00:00:00.000",
"Farmers' Market Advisory Council","V-4","Vendors 4","Board of Park Commissioners",,,,,,
"Firefighters Pension Board","FC-1","Fire Chief","Fire Chief Ex-Officio","Jason","Moore",,,"2016-07-15T00:00:00.000",
"Firefighters Pension Board","FD-1","Active Fire Department","Fire Department","Bryan","Hutchinson","2014-10-22T00:00:00.000","2018-10-21T00:00:00.000","2014-10-22T00:00:00.000",
"Firefighters Pension Board","FD-2","Active Fire Department","Fire Department","Jason","Zeeks","2014-10-22T00:00:00.000","2018-10-21T00:00:00.000","2014-10-22T00:00:00.000",
"Firefighters Pension Board","FD-3","Active Fire Department","Fire Department","Jeff","Kerr","2014-10-22T00:00:00.000","2018-10-21T00:00:00.000","2014-10-22T00:00:00.000",
"Firefighters Pension Board","FD-4","Active Fire Department","Fire Department","Roger","Kerr","2014-10-22T00:00:00.000","2018-10-21T00:00:00.000","2018-05-07T00:00:00.000",
"Firefighters Pension Board","M-1","Mayor","Mayor Ex-Officio","John","Hamilton",,,"2016-01-01T00:00:00.000",
"Firefighters Pension Board","RFD-1","Retired Fire Department","Fire Department","Terry","Williams","2016-10-22T00:00:00.000","2018-10-21T00:00:00.000","2018-05-07T00:00:00.000",
"Hearing Officer","P-1","AICP","Plan Commission","Beth","Rosenbarger",,,"2017-02-01T00:00:00.000",
"Hearing Officer","P-2 (Alternate)","AICP","Plan Commission",,,,,,
"Historic Preservation Commission","C-1","Council Appointment","Common Council","Duncan","Campbell","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2020-01-01T00:00:00.000",
"Historic Preservation Commission","C-2","Council Appointment","Common Council",,,,,,
"Historic Preservation Commission","C-3","Council Appointment","Common Council","Ernesto","Castaneda","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-03-02T00:00:00.000",
"Historic Preservation Commission","C-4","Council Appointment","Common Council","Chris","Sturbaum","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2022-02-16T00:00:00.000",
"Historic Preservation Commission","M-1","Mayoral Appointment","Mayor","Marleen","Newman","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2022-01-04T00:00:00.000",
"Historic Preservation Commission","M-2","Mayoral Appointment","Mayor","Doug","Bruce","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2021-01-01T00:00:00.000",
"Historic Preservation Commission","M-3","Mayoral Appointment","Mayor","Daniel","Schlegel","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Historic Preservation Commission","M-4","Mayoral Appointment","Mayor","Sam","DeSollar","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2020-01-01T00:00:00.000",
"Historic Preservation Commission","M-5","Mayoral Appointment","Mayor","Matthew","Seddon","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2021-08-24T00:00:00.000",
"Historic Preservation Commission","M-6","Mayoral Appointment","Mayor","John","Saunders","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2021-01-01T00:00:00.000",
"Historic Preservation Commission","M-7","Mayoral Appointment","Mayor","Elizabeth","Mitchell","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2021-06-29T00:00:00.000",
"Historic Preservation Commission","M-8","Mayoral Appointment","Mayor","Allison","Chopra","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2022-02-07T00:00:00.000",
"Historic Preservation Commission","M-9","Mayoral Appointment","Mayor","Reynard","Cross","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2020-11-20T00:00:00.000",
"Housing Authority Board","M-1","Mayoral Appointment","Mayor","Sue","Wanzer","2019-02-01T00:00:00.000","2023-01-31T00:00:00.000","2019-02-01T00:00:00.000",
"Housing Authority Board","M-2","Mayoral Appointment","Mayor","Kevin","Cade","2019-02-01T00:00:00.000","2023-01-31T00:00:00.000","2019-02-01T00:00:00.000",
"Housing Authority Board","M-3","Mayoral Appointment","Mayor","Tracee","Lutes","2022-02-01T00:00:00.000","2026-01-31T00:00:00.000","2022-05-24T00:00:00.000",
"Housing Authority Board","M-4","Mayoral Appointment","Mayor","Elaine","Amerson","2022-02-01T00:00:00.000","2026-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Housing Authority Board","M-5","Mayoral Appointment","Mayor","Nordia","McNish","2021-02-01T00:00:00.000","2025-01-31T00:00:00.000","2022-07-07T00:00:00.000",
"Housing Authority Board","M-6","Mayoral Appointment","Mayor","Mary","Morgan","2021-02-01T00:00:00.000","2025-01-31T00:00:00.000","2022-05-24T00:00:00.000",
"Housing Authority Board","M-7","Mayoral Appointment","Mayor","Sherry","Clay","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Housing Quality Appeals Board","C-1","Council Appointment","Common Council","Susie","Hamilton","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Housing Quality Appeals Board","C-2","Council Appointment","Common Council","Monte","Rose","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-07-25T00:00:00.000",
"Housing Quality Appeals Board","C-3","Council Appointment","Common Council","Diana","Opata","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Housing Quality Appeals Board","M-1","Mayoral Appointment","Mayor","Jacob","Cole","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Housing Quality Appeals Board","M-2","Mayoral Appointment","Mayor","Christina","Geels","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-07-15T00:00:00.000",
"Housing Quality Appeals Board","M-3","Mayoral Appointment","Mayor","Mackenzie","Colston","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-07-15T00:00:00.000",
"Housing Quality Appeals Board","M-4","Mayoral Appointment","Mayor","Dominic","Thompson","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Human Rights Commission","C-1","Council Appointment","Common Council","Pamela","Jackson","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Human Rights Commission","C-2","Council Appointment","Common Council","Valeri","Haughton","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Human Rights Commission","C-3","Council Appointment","Common Council","Byron","Bangert","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Human Rights Commission","M-1","Mayoral Appointment","Mayor",,,,,,
"Human Rights Commission","M-2","Mayoral Appointment","Mayor","Ryne","Shadday","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Human Rights Commission","M-3","Mayoral Appointment","Mayor","Carolyn","Calloway-Thomas","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Human Rights Commission","M-4","Mayoral Appointment","Mayor","Erin","McAlister","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Jack Hopkins Social Services Committee","C-1","Council Appointment","Common Council","Jim","Sims",,,"2022-01-20T00:00:00.000",
"Jack Hopkins Social Services Committee","C-2","Council Appointment","Common Council","Sue","Sgambelluri",,,"2020-01-08T00:00:00.000",
"Jack Hopkins Social Services Committee","C-3","Council Appointment","Common Council","Ron","Smith",,,"2020-01-08T00:00:00.000",
"Jack Hopkins Social Services Committee","C-4","Council Appointment","Common Council","Susan","Sandberg",,,"2014-01-01T00:00:00.000",
"Jack Hopkins Social Services Committee","C-5","Council Appointment","Common Council","Lauren","McCalister",,,"2020-09-08T00:00:00.000",
"Jack Hopkins Social Services Committee","C-6","Council Appointment","Common Council","Mark","Fraley",,,"2020-01-01T00:00:00.000",
"Jack Hopkins Social Services Committee","C-7","Council Appointment","Common Council","Tim","Mayer",,,"2020-01-01T00:00:00.000",
"Parking Commission","C-1","Merchant","Common Council","Tracy","Gates","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Parking Commission","C-2","City Resident","Common Council","Adrienne","Evans Fernandez","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Parking Commission","C-3","City Resident","Common Council","Eoban","Binder","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Parking Commission","C-4","Council Ex-officio","Council Ex-Officio","Stephen","Volan","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Parking Commission","C-5","City Resident","Common Council","Jack","Wanninger","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Parking Commission","M-1","Merchant","Mayor","David Wolfe","Bender","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-06-06T00:00:00.000",
"Parking Commission","M-2","Non-profit","Mayor","Christopher","Emge","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Parking Commission","M-3","City Resident","Mayor","Ben","Dalton","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-05-06T00:00:00.000",
"Parking Commission","M-4","Parking Services Division","Mayor","Michelle","Wahl","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Plan Commission","BPW-1","Board of Public Works","Board of Public Works","Flavia","Burrell","2020-01-07T00:00:00.000","2023-01-02T00:00:00.000","2020-01-07T00:00:00.000",
"Plan Commission","C-1","Council Member","Common Council","Ron","Smith","2020-01-07T00:00:00.000","2024-01-01T00:00:00.000","2022-02-03T00:00:00.000",
"Plan Commission","M-1","City Residents 1","Mayor","Karin","St. John","2020-01-07T00:00:00.000","2024-01-01T00:00:00.000","2020-01-07T00:00:00.000",
"Plan Commission","M-2","City Residents 2","Mayor","Chris","Cockerham","2020-01-06T00:00:00.000","2024-01-01T00:00:00.000","2020-06-03T00:00:00.000",
"Plan Commission","M-3","City Residents 3","Mayor","Jillian","Kinzie","2021-01-04T00:00:00.000","2025-01-05T00:00:00.000","2021-01-04T00:00:00.000",
"Plan Commission","M-4","City Residents 4","Mayor","Brad","Wisler","2019-01-02T00:00:00.000","2022-12-31T00:00:00.000","2019-01-02T00:00:00.000",
"Plan Commission","M-5","City Residents 5","Mayor","Tim","Ballard","2019-01-02T00:00:00.000","2023-01-01T00:00:00.000","2022-02-02T00:00:00.000","2023-01-01T00:00:00.000"
"Plan Commission","MCC-1","County Residents 1","Monroe County Commissioners",,,,,,
"Plan Commission","MCC-2","County Residents 2","Monroe County Commissioners",,,,,,
"Plan Commission","MCPC-1","Non-Voting","Monroe County Plan Commission","Trohn","Enright-Randolph","2016-01-04T00:00:00.000","2020-01-03T00:00:00.000","2016-06-03T00:00:00.000",
"Plan Commission","PR-1","Parks and Recreation","Parks and Recreation","Israel","Herrera","2019-01-08T00:00:00.000","2022-12-31T00:00:00.000","2020-01-13T00:00:00.000",
"Plan Commission","PT-1","Traffic and Transportation Engineer","Planning and Transportation Department","Andrew","Cibor","2020-01-04T00:00:00.000","2023-12-31T00:00:00.000","2021-08-20T00:00:00.000",
"Plat Committee","P-1","Plan Commission Appointment","Plan Commission","Roy","Aten","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","2021-01-01T00:00:00.000",
"Plat Committee","P-2","Plan Commission Appointment","Plan Commission","Jillian","Kinzie","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","2021-11-01T00:00:00.000",
"Plat Committee","P-3","Plan Commission Appointment","Plan Commission",,,,,,
"Police Pension Board","C-EO","Controller Ex-Officio","Controller Ex-Officio","Jeff","Underwood",,,"2016-01-01T00:00:00.000",
"Police Pension Board","M-EO","Mayor Ex-Officio","Mayor Ex-Officio","John","Hamilton",,,"2016-01-01T00:00:00.000",
"Police Pension Board","P-1","Active Police Officer 1","Police Department","Matthew","Gilmore","2020-02-11T00:00:00.000","2023-02-12T00:00:00.000","2020-02-11T00:00:00.000",
"Police Pension Board","P-2","Active Police Officer 2","Police Department","Zach","Weisheit","2020-02-11T00:00:00.000","2023-02-12T00:00:00.000","2020-02-11T00:00:00.000",
"Police Pension Board","P-3","Active Police Officer 3","Police Department","Kevin","Frank","2018-02-12T00:00:00.000","2021-02-07T00:00:00.000","2019-08-28T00:00:00.000",
"Police Pension Board","P-4","Active Police Officer 4","Police Department","Jason","Shaevitz","2018-02-12T00:00:00.000","2021-02-07T00:00:00.000","2018-02-12T00:00:00.000",
"Police Pension Board","P-5","Active Police Officer 5","Police Department","Lucas","Tate","2019-02-11T00:00:00.000","2022-02-13T00:00:00.000","2019-02-11T00:00:00.000",
"Police Pension Board","PC-EO","Police Chief Ex-Officio","Police Chief Ex-Officio","Michael","Diekhoff",,,"2016-01-01T00:00:00.000",
"Police Pension Board","RP-1","Retired Police Officer","Police Department","Bill","Parker","2019-02-01T00:00:00.000","2022-01-31T00:00:00.000","2019-02-01T00:00:00.000",
"Public Safety Local Income Tax Committee","BCC-1","Bloomington","Common Council","Sue","Sgambelluri","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","BCC-2","Bloomington","Common Council","Isabel","Piedmont-Smith","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","BCC-3","Bloomington","Common Council","Susan","Sandberg","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-31T00:00:00.000",
"Public Safety Local Income Tax Committee","BCC-4","Bloomington","Common Council","Jim","Sims","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","ETC","Ellettsville Town Council","Ellettsville","Scott","Oldham","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","MCC-1","Monroe County","County Council","Geoff","McKim","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","MCC-2","Monroe County","County Council","Marty","Hawk","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Safety Local Income Tax Committee","STC","Stinesville","Stinesville","Lois","Purcell","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Public Transportation Corporation Board of Directors","C-1","Council (4 years)","Common Council","Doug","Horn","2020-08-01T00:00:00.000","2024-07-31T00:00:00.000","2020-12-09T00:00:00.000",
"Public Transportation Corporation Board of Directors","C-2","Council (4 years)","Common Council","Nancy","Obermeyer","2021-08-01T00:00:00.000","2025-07-31T00:00:00.000","2021-08-01T00:00:00.000",
"Public Transportation Corporation Board of Directors","C-3","Council (4 years)","Common Council","Kent","McDaniel","2022-08-01T00:00:00.000","2026-07-31T00:00:00.000","2022-08-01T00:00:00.000",
"Public Transportation Corporation Board of Directors","M-1","Mayor (4 years)","Mayor","Marilyn","Hartman","2019-08-01T00:00:00.000","2023-07-31T00:00:00.000","2019-08-01T00:00:00.000","2023-07-31T00:00:00.000"
"Public Transportation Corporation Board of Directors","M-2","Mayor (4 year)","Mayor","James","McLary","2020-08-01T00:00:00.000","2024-07-31T00:00:00.000","2020-08-01T00:00:00.000",
"Redevelopment Commission","C-1","Council Appointment","Common Council","Randy","Cassady","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-03-02T00:00:00.000",
"Redevelopment Commission","C-2","Council Appointment","Common Council","Deborah","Myerson","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Redevelopment Commission","M-1","Mayoral Appointment","Mayor","Deborah","Hutton","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Redevelopment Commission","M-2","Mayoral Appointment","Mayor","Sarah","Bauerle Danzman","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-05-24T00:00:00.000",
"Redevelopment Commission","M-3","Mayoral Appointment","Mayor","Cindy","Kinnarney","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Redevelopment Commission","MCCSC","School Board Appointment","MCCSC","Cathy","Fuentes-Rohwer","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","2021-01-01T00:00:00.000",
"Sidewalk Committee","C-1","Council Appointment","Common Council","Ron","Smith","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Sidewalk Committee","C-2","Council Appointment","Common Council","Dave","Rollo","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Sidewalk Committee","C-3","Council Appointment","Common Council","Kate","Rosenbarger","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Sidewalk Committee","C-4","Council Appointment","Common Council","Stephen","Volan","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Traffic Commission","C-1","Council Appointment","Common Council","Daniela","Moloci","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-08-22T00:00:00.000",
"Traffic Commission","C-2","Council Appointment","Common Council","David","Hoff","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-04-07T00:00:00.000",
"Traffic Commission","C-3","Council Appointment","Common Council","Sarah","Ryterband","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Traffic Commission","C-4","Council Appointment","Common Council","Steven","Reynolds","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Traffic Commission","C-5","Council Appointment","Common Council","Greg","Alexander","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-04-07T00:00:00.000",
"Traffic Commission","C-6","Council Appointment","Common Council","Ryne","Shadday","2022-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-02-01T00:00:00.000",
"Traffic Commission","Police","BPD Designee","Bloomington Police Department","Dustin","Kruse","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Traffic Commission","PWD","Public Works Director Designee","Public Works Director","Joe","VanDeventer","2020-02-01T00:00:00.000","2022-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Traffic Commission","Traffic","Traffic Designee","Transportation and Traffic Engineer","Andrew","Cibor","2021-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-02-08T00:00:00.000",
"Tree Commission","BPW","Public Works Appointment","Board of Public Works","Laurel","Cornell","2020-02-01T00:00:00.000","2023-01-31T00:00:00.000","2021-11-03T00:00:00.000",
"Tree Commission","C-1","Council Appointment","Common Council","Mary","Welz","2022-02-01T00:00:00.000","2025-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Tree Commission","C-2","Council Appointment","Common Council","Stephanie","Freeman-Day","2022-02-01T00:00:00.000","2025-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Tree Commission","EC","Environmental Commission","Environmental Commission","Dedaimia","Whitney","2020-02-01T00:00:00.000","2023-01-31T00:00:00.000","2022-06-01T00:00:00.000",
"Tree Commission","M-1","Mayoral Appointment","Mayor","Mia","Williams","2020-02-01T00:00:00.000","2023-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Tree Commission","M-2","Mayoral Appointment","Mayor","Jeffrey","Palmer","2021-02-01T00:00:00.000","2024-01-31T00:00:00.000","2021-05-19T00:00:00.000",
"Tree Commission","PARKS","Parks Board Appointment","Board of Park Commissioners","George","Hegeman","2021-02-01T00:00:00.000","2024-01-31T00:00:00.000","2022-07-07T00:00:00.000",
"Urban Enterprise Association","C-1","Council Member","Common Council","Kate","Rosenbarger","2021-02-01T00:00:00.000","2025-01-31T00:00:00.000","2021-02-01T00:00:00.000",
"Urban Enterprise Association","C-2","Zone Business","Common Council",,,,,,
"Urban Enterprise Association","C-3","Zone Resident 1","Common Council","Mary","Morgan","2022-02-01T00:00:00.000","2026-01-31T00:00:00.000","2022-03-02T00:00:00.000",
"Urban Enterprise Association","C-4","Zone Resident 2","Common Council",,,,,,
"Urban Enterprise Association","G-1","IDOC","Governor",,,,,,
"Urban Enterprise Association","G-2","State Representative","Governor",,,,,,
