"service_request_id","requested_datetime","updated_datetime","closed_date","status_description","source","service_name","description","agency_responsible","address","city","state","zip","lat","long","geocoded_column","sladays"
"6675","2010-05-18T04:00:00.000","2016-09-11T22:02:05.000","2010-05-18T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds on property and into road",,"515 S Rose AVE","Bloomington","IN","47401","39.16120529","-86.51050568","POINT (-86.51050568 39.16120529)","9"
"6677","2010-05-18T04:00:00.000","2016-09-11T22:02:05.000","2010-05-18T04:00:00.000","closed","Phone Call","Excessive Growth","Overgrowth hanging over sidewalk on south side of property.","HAND","1112 S Washington ST","Bloomington","IN","47401","39.15346527","-86.53269196","POINT (-86.53269196 39.15346527)","9"
"6678","2010-05-18T04:00:00.000","2016-09-11T22:02:05.000","2010-05-18T04:00:00.000","closed","Phone Call","Excessive Growth","grass and weeds are waist high; structure appears as if it may be unsafe","HAND","3242 N STONEYCREST DR","Bloomington","IN",,,,,"9"
"6679","2010-05-18T04:00:00.000","2016-09-11T22:02:05.000","2010-05-18T04:00:00.000","closed","Phone Call","Excessive Growth","At the corner of Park and Wilson. Not sure about the address listed. The lady said it was a dump.","HAND","1318 S Park AVE","Bloomington","IN","47401","39.15155411","-86.52397919","POINT (-86.52397919 39.15155411)","9"
"6682","2010-05-17T04:00:00.000","2016-09-11T22:02:05.000","2010-05-17T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.","HAND","2408 E 5th ST","Bloomington","IN","47408","39.16647720","-86.50427246","POINT (-86.50427246 39.1664772)","9"
"6687","2010-05-14T04:00:00.000","2016-09-11T22:02:05.000","2010-05-14T04:00:00.000","closed","Phone Call","Excessive Growth","In Northwood Est. empty lot needs mowed.","HAND","835 W Rosewood DR","Bloomington","IN","47404","39.20590210","-86.54319763","POINT (-86.54319763 39.2059021)","9"
"6691","2010-05-13T04:00:00.000","2016-09-11T22:02:05.000","2010-05-13T04:00:00.000","closed","Phone Call","Excessive Growth","east side of street, throughout vacant lots, vastly overgrown","HAND","1610 N Kinser PIKE","Bloomington","IN","47404","39.18460846","-86.53746033","POINT (-86.53746033 39.18460846)","9"
"6693","2010-05-12T04:00:00.000","2016-09-11T22:02:05.000","2010-05-12T04:00:00.000","closed","Email","Excessive Growth","Portion of e-mail detailing problem:
Front yard has been mowed once and the backyard has only had a ""dog run"" path mowed this season. Weeds in front yard exceed the eight inch code and backyard grass and weeds are two feet high at least. Also, the owner does not maintain his property in general and not does ever clean up after his large dog (and rarely silents the barking). On damp mornings, the smell is like living next to a stock yard.",,"3000 N Lakewood CT","Bloomington","IN","47408","39.20143890","-86.52983856","POINT (-86.52983856 39.2014389)","9"
"6883","2010-04-27T04:00:00.000","2016-09-11T22:02:05.000","2010-04-27T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","602 W 8th ST","Bloomington","IN","47404","39.16968536","-86.54000092","POINT (-86.54000092 39.16968536)","9"
"6694","2010-05-12T04:00:00.000","2016-09-11T22:02:05.000","2010-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","tall grass in back yard, can be seen from Smith St.",,"1014 W Howe ST","Bloomington","IN","47403","39.16266632","-86.54524994","POINT (-86.54524994 39.16266632)","9"
"6696","2010-05-12T04:00:00.000","2016-09-11T22:02:05.000","2010-05-12T04:00:00.000","closed","Walk In","Excessive Growth","Lawn overgrown.  Also trashy much of the time.  Please check around back for any violations.","HAND","111 E 9TH ST","Bloomington","IN",,,,,"9"
"6698","2010-05-12T04:00:00.000","2016-09-11T22:02:05.000","2010-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","Citizen states the house used to be rented out but tenant left so the owners moved in and have been there about 3 months.  The grass has never been mowed.  The grass is over 2' high.","HAND","2515 E Clay CT","Bloomington","IN",,"39.12616730","-86.50654602","POINT (-86.50654602 39.1261673)","9"
"6710","2010-05-11T04:00:00.000","2016-09-11T22:02:05.000","2010-05-11T04:00:00.000","closed","Phone Call","Excessive Growth","Caller said house is abandoned. Window broken out, weeds very high, standing waters in back","HAND","190 E Sunny Slopes DR","Bloomington","IN","47401","39.13260269","-86.52854919","POINT (-86.52854919 39.13260269)","9"
"6759","2010-05-10T04:00:00.000","2016-09-11T22:02:05.000","2010-05-10T04:00:00.000","closed","Phone Call","Excessive Growth","400 Block of E. Southern Dr","HAND","E SOUTHERN DR","Bloomington","IN",,,,,"9"
"6801","2010-05-10T04:00:00.000","2016-09-11T22:02:05.000","2010-05-10T04:00:00.000","closed","Phone Call","Excessive Growth","Very tall grass -- some of the dead weeds are 3 ft. high.",,"2611 E ROUND HILL LN","Bloomington","IN",,,,,"9"
"6802","2010-05-10T04:00:00.000","2016-09-11T22:02:05.000","2010-05-10T04:00:00.000","closed","Phone Call","Excessive Growth","David Shaw said he has called on this property last year. He was told nothing could be done because it is in his backyard. David said if you go down the alley between Fess and Henderson you can see everything. David wants to be called if HAND can not do anything and he will try to do something else.","HAND","808 S Fess AVE","Bloomington","IN","47401","39.15897751","-86.52619934","POINT (-86.52619934 39.15897751)","9"
"6803","2010-05-10T04:00:00.000","2020-10-05T14:42:52.000","2010-05-10T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.","HAND","105 N Overhill DR","Bloomington","IN","47408","39.16632080","-86.50216675","POINT (-86.50216675 39.1663208)","9"
"6805","2010-05-07T04:00:00.000","2016-09-11T22:02:05.000","2010-05-07T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.","HAND","3421 S Kennedy DR","Bloomington","IN","47401","39.12531662","-86.52818298","POINT (-86.52818298 39.12531662)","9"
"6817","2010-05-05T04:00:00.000","2016-09-11T22:02:05.000","2010-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass/weeds on N. Kinser between Acuff/Rosewood.","HAND","N KINSER PIKE","Bloomington","IN",,,,,"9"
"6819","2010-05-05T04:00:00.000","2020-10-05T14:42:52.000","2010-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds in the back yard.","HAND","901 W 7th ST","Bloomington","IN","47404","39.16847610","-86.54389191","POINT (-86.54389191 39.1684761)","9"
"6821","2010-05-05T04:00:00.000","2016-09-11T22:02:05.000","2010-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown yard","HAND","1001 W 11th ST","Bloomington","IN","47404","39.17309570","-86.54541779","POINT (-86.54541779 39.1730957)","9"
"6822","2010-05-05T04:00:00.000","2016-09-11T22:02:05.000","2010-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","yard vastly overgrown",,"2611 E Roundhill LN","Bloomington","IN","47401","39.13965225","-86.50093842","POINT (-86.50093842 39.13965225)","9"
"6824","2010-05-05T04:00:00.000","2020-10-05T14:42:52.000","2010-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown and blocking line of sight",,"1122 S Rogers ST","Bloomington","IN","47403","39.15468979","-86.53895569","POINT (-86.53895569 39.15468979)","9"
"6834","2011-06-24T04:00:00.000","2016-09-11T22:02:05.000","2011-06-30T20:30:16.000","closed","Phone Call","Excessive Growth","yard not mowed, overgrown",,"1301 W Woodhill DR","Bloomington","IN","47403","39.15700150","-86.54748535","POINT (-86.54748535 39.1570015)","9"
"6836","2010-05-03T04:00:00.000","2016-09-11T22:02:05.000","2010-05-03T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass/weeds.","HAND","1001 E Heather DR","Bloomington","IN","47401","39.12657166","-86.52178955","POINT (-86.52178955 39.12657166)","9"
"6837","2010-04-30T04:00:00.000","2020-10-05T14:42:52.000","2010-04-30T04:00:00.000","closed","Email","Excessive Growth","I would like to once again file a complaint against a house that has yet to cut their lawn this year.  Additionally, their trash bin has been on the sidewalk for over a week now.",,"1556 S Andrew CIR","Bloomington","IN","47401","39.14821625","-86.49333191","POINT (-86.49333191 39.14821625)","9"
"6844","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth","See 68133","HAND","408 E Laurelwood CT","Bloomington","IN","47401","39.14078522","-86.52395630","POINT (-86.5239563 39.14078522)","9"
"6845","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","408 E LAUREL WOOD CT","Bloomington","IN",,,,,"9"
"6846","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2219 S Laurelwood CIR","Bloomington","IN","47401","39.14026642","-86.52328491","POINT (-86.52328491 39.14026642)","9"
"6847","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2211 S Sweetbriar DR","Bloomington","IN","47401","39.14145279","-86.52529907","POINT (-86.52529907 39.14145279)","9"
"6848","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2203 S SWEETBRIAR DR","Bloomington","IN",,,,,"9"
"6849","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2201 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6850","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2207 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6851","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2207 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6852","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2243 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6853","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2249 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6854","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2255 S SWEETBRIAR CIR","Bloomington","IN",,,,,"9"
"6855","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2229 S Sweetbriar DR","Bloomington","IN","47401","39.14099121","-86.52547455","POINT (-86.52547455 39.14099121)","9"
"6856","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","2100 S Bent Tree DR","Bloomington","IN","47401","39.14303970","-86.52194977","POINT (-86.52194977 39.1430397)","9"
"6857","2010-04-30T04:00:00.000","2016-09-11T22:02:05.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth","This is a public walkway and is blocked.","HAND","2101 S Bent Tree DR","Bloomington","IN","47401","39.14314270","-86.52145386","POINT (-86.52145386 39.1431427)","9"
"6858","2010-04-30T04:00:00.000","2020-10-05T14:42:52.000","2010-04-30T04:00:00.000","closed","Phone Call","Excessive Growth",,,"1595 W 2ND ST","Bloomington","IN",,,,,"9"
"6859","2010-04-29T04:00:00.000","2020-10-05T14:42:52.000","2010-04-29T04:00:00.000","closed","Phone Call","Excessive Growth","Susie Jones called and lft a msg to say that the house on 408 W 4th St needs yard attention. This house is on the Blgtn & Bloom route. Please go asap.",,"420 W 4th ST","Bloomington","IN","47404","39.16579819","-86.53851318","POINT (-86.53851318 39.16579819)","9"
"6866","2010-04-28T04:00:00.000","2016-09-11T22:02:05.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","grass overgrown","HAND","339 S Fairview ST","Bloomington","IN","47403","39.16298676","-86.54071808","POINT (-86.54071808 39.16298676)","9"
"6870","2010-04-28T04:00:00.000","2020-10-05T14:42:52.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","Wanda called again and said her car is getting damaged driving thru the overgrowth of weeds.",,"417 W Prospect ST","Bloomington","IN","47403","39.16362000","-86.53820038","POINT (-86.53820038 39.16362)","9"
"6871","2010-04-28T04:00:00.000","2020-10-05T14:42:52.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.",,"612 W 4th ST","Bloomington","IN","47404","39.16583633","-86.54049683","POINT (-86.54049683 39.16583633)","9"
"6872","2010-04-28T04:00:00.000","2020-10-05T14:42:52.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, house appears unsafe","HAND","922 W Winding WAY","Bloomington","IN","47404","39.19801331","-86.54410553","POINT (-86.54410553 39.19801331)","9"
"6873","2010-04-28T04:00:00.000","2016-09-11T22:02:05.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown, house appears unsafe","HAND","3401 N STONEY CREST DR","Bloomington","IN",,,,,"9"
"6874","2010-04-28T04:00:00.000","2016-09-11T22:02:05.000","2010-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","Nancy calls in every yr on this property. Nancy is on the Winslow Farm housing bd. She said this one is real bad.","HAND","408 E Laurelwood CT","Bloomington","IN","47401","39.14078522","-86.52395630","POINT (-86.5239563 39.14078522)","9"
"6882","2010-04-27T04:00:00.000","2016-09-11T22:02:05.000","2010-04-27T04:00:00.000","closed","Phone Call","Excessive Growth","also a trash issue","HAND","421 N Jackson ST","Bloomington","IN","47404","39.17028046","-86.54003143","POINT (-86.54003143 39.17028046)","9"
"6885","2010-04-27T04:00:00.000","2016-09-11T22:02:05.000","2010-04-27T04:00:00.000","closed","Phone Call","Excessive Growth","Grass/weed complaint.
(Off of Allendale just west of Bainbridge. There is no 3604 so look in the area for the violation.)","HAND","3604 S KINGSBURY AVE","Bloomington","IN",,,,,"9"
"6904","2010-04-26T04:00:00.000","2016-09-11T22:02:05.000","2010-04-26T04:00:00.000","closed","Phone Call","Excessive Growth","This street connects bainbridge to Peppergras","HAND","3823 S Laura WAY","Bloomington","IN","47401","39.12692642","-86.51861572","POINT (-86.51861572 39.12692642)","9"
"6905","2010-04-26T04:00:00.000","2016-09-11T22:02:05.000","2010-04-26T04:00:00.000","closed","Phone Call","Excessive Growth","This is in Peppergrass","HAND","1001 E Heather DR","Bloomington","IN","47401","39.12657166","-86.52178955","POINT (-86.52178955 39.12657166)","9"
"6906","2010-04-26T04:00:00.000","2016-09-11T22:02:05.000","2010-04-26T04:00:00.000","closed","Phone Call","Excessive Growth","This is in Peppergrass","HAND","3810 S PRESTON DR","Bloomington","IN",,,,,"9"
"6950","2010-04-22T04:00:00.000","2016-09-11T22:02:05.000","2010-04-22T04:00:00.000","closed","Phone Call","Excessive Growth","Property is for sale with GMAC sign in the yard. Neighbor has mowed twice last summer also has called realtor many time.",,"1002 W Pinehurst DR","Bloomington","IN","47403","39.13860321","-86.54692078","POINT (-86.54692078 39.13860321)","9"
"6954","2010-04-21T04:00:00.000","2016-09-11T22:02:05.000","2010-04-21T04:00:00.000","closed","Phone Call","Excessive Growth","trash and weeds in yard, overgrown","HAND","428 E Southern DR","Bloomington","IN","47401","39.14952087","-86.52891541","POINT (-86.52891541 39.14952087)","9"
"7072","2010-04-09T04:00:00.000","2016-09-11T22:02:05.000","2010-04-09T04:00:00.000","closed","Phone Call","Excessive Growth","Over-grown weeds.","HAND","1703 E Winslow RD","Bloomington","IN","47401","39.13639450","-86.51226044","POINT (-86.51226044 39.1363945)","9"
"7386","2010-03-01T05:00:00.000","2016-09-11T22:02:05.000","2010-03-01T05:00:00.000","closed","Phone Call","Excessive Growth","Brush pile on the sidewalk that runs around the pond.  Look next to the Gazebo also.  Please call Rod Young @ 322-6797 after you look at the property.","HAND","3201 E Winston ST","Bloomington","IN","47401","39.14429474","-86.49227905","POINT (-86.49227905 39.14429474)","9"
"7465","2011-07-15T19:31:58.000","2016-09-11T22:02:05.000","2011-07-27T20:19:00.000","closed","Phone Call","Excessive Growth","weeds growing up in the sidewalk",,,"Bloomington","IN",,,,,"9"
"7466","2011-07-18T20:25:30.000","2016-09-11T22:02:05.000","2011-09-06T20:18:10.000","closed","Phone Call","Excessive Growth","Alley behind 811 W. Howe is over-grown.",,"W Howe ST","Bloomington","IN",,,,,"9"
"8145","2010-09-16T04:00:00.000","2020-10-05T14:42:52.000","2010-09-16T04:00:00.000","closed",,"Excessive Growth","The caller thinks it is 2427. Just look for the weeds.",,"WOOLERY MILL DR","Bloomington","IN",,,,,"9"
"9022","2009-12-02T05:00:00.000","2020-10-05T14:42:52.000","2009-12-02T05:00:00.000","closed","Phone Call","Excessive Growth","Weeds growing over the sidewalk.","HAND","317 N Fairview ST","Bloomington","IN","47404","39.16925430","-86.54141235","POINT (-86.54141235 39.1692543)","9"
"9224","2009-11-09T05:00:00.000","2016-09-11T22:02:05.000","2009-11-09T05:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown","HAND","2634 E Poplar DR","Bloomington","IN","47401","39.13626862","-86.50125885","POINT (-86.50125885 39.13626862)","9"
"9225","2009-11-09T05:00:00.000","2020-10-05T14:42:52.000","2009-11-09T05:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, especially near sidewalk","HAND","1213 S High ST","Bloomington","IN","47401","39.15432358","-86.50776672","POINT (-86.50776672 39.15432358)","9"
"9226","2009-11-09T05:00:00.000","2020-10-05T14:42:52.000","2009-11-09T05:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown","HAND","323 N Grant ST","Bloomington","IN","47408","39.16938019","-86.53000641","POINT (-86.53000641 39.16938019)","9"
"9389","2009-10-28T04:00:00.000","2016-09-11T22:02:05.000","2009-10-28T04:00:00.000","closed","Email","Excessive Growth","Weeds encroaching on sidewalk.","HAND","zz","Bloomington","IN",,,,,"9"
"9517","2009-10-21T04:00:00.000","2016-09-11T22:02:05.000","2009-10-21T04:00:00.000","closed",,"Excessive Growth","90 ft. section on N. Willis Drive south of Westfield.  Bushes are overgrown and causing a line-of-sight issue.  We think the address is 1430 N. Willis.  If you can't ticket this under title 6, please talk to Engineering about line-of-sight -- if appropriate.","HAND","1430 N Willis DR","Bloomington","IN","47404","39.18050003","-86.54383850","POINT (-86.5438385 39.18050003)","9"
"9567","2009-10-20T04:00:00.000","2016-09-11T22:02:05.000","2009-10-20T04:00:00.000","closed","Phone Call","Excessive Growth","tree (or shrub) blocking sidewalk, has called in multiple times","HAND","408 W 2nd ST","Bloomington","IN","47403","39.16167831","-86.53797150","POINT (-86.5379715 39.16167831)","9"
"9589","2009-10-16T04:00:00.000","2020-10-05T14:42:52.000","2009-10-16T04:00:00.000","closed","Phone Call","Excessive Growth","Poison ivy growing across sidewalk between Walnut & Washington on North side.","HAND","111 E 10th ST","Bloomington","IN","47408","39.17184448","-86.53308868","POINT (-86.53308868 39.17184448)","9"
"9791","2009-10-06T04:00:00.000","2016-09-11T22:02:05.000","2009-10-06T04:00:00.000","closed","Phone Call","Excessive Growth","Tall weeds beside the alley.","HAND","1116 N Walnut ST","Bloomington","IN","47408","39.17742538","-86.53330231","POINT (-86.53330231 39.17742538)","9"
"9800","2009-10-02T04:00:00.000","2016-09-11T22:02:05.000","2009-10-02T04:00:00.000","closed","Phone Call","Excessive Growth","Trash.","HAND","409 E 16th ST","Bloomington","IN","47408","39.17801285","-86.52931976","POINT (-86.52931976 39.17801285)","9"
"9934","2009-09-29T04:00:00.000","2016-09-11T22:02:05.000","2009-09-29T04:00:00.000","closed","Phone Call","Excessive Growth","Trash","HAND","516 S Fess AVE","Bloomington","IN","47401","39.16155624","-86.52611542","POINT (-86.52611542 39.16155624)","9"
"9947","2009-09-25T04:00:00.000","2016-09-11T22:02:05.000","2009-09-25T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds growing in sidewalk.","HAND","720 W 13th ST","Bloomington","IN","47404","39.17523193","-86.54191589","POINT (-86.54191589 39.17523193)","9"
"9950","2009-09-25T04:00:00.000","2016-09-11T22:02:05.000","2009-09-25T04:00:00.000","closed","Phone Call","Excessive Growth","Overgrown shurbs blocking sidewalk.","HAND","925 N Madison ST","Bloomington","IN","47404","39.17577744","-86.53789520","POINT (-86.5378952 39.17577744)","9"
"10009","2009-09-22T04:00:00.000","2016-09-11T22:02:05.000","2009-09-22T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds","HAND","1113 E 1st ST","Bloomington","IN","47401","39.15951920","-86.52074432","POINT (-86.52074432 39.1595192)","9"
"10010","2009-09-22T04:00:00.000","2020-10-05T14:42:52.000","2009-09-22T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds","HAND","900 E 1st ST","Bloomington","IN","47401","39.15914536","-86.52351379","POINT (-86.52351379 39.15914536)","9"
"10014","2009-09-22T04:00:00.000","2020-10-05T14:42:52.000","2009-09-22T04:00:00.000","closed","Phone Call","Excessive Growth","unimproved alley has leaves and limbs scattered there and will not remove, people like to use this to walk in","HAND","213 S Jackson ST","Bloomington","IN","47404","39.16521454","-86.53974915","POINT (-86.53974915 39.16521454)","9"
"10019","2009-09-22T04:00:00.000","2016-09-11T22:02:05.000","2009-09-22T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds","HAND","2847 S Walnut Street PIKE","Bloomington","IN","47401","39.13318253","-86.52608490","POINT (-86.5260849 39.13318253)","9"
"10236","2009-09-14T04:00:00.000","2016-09-11T22:02:05.000","2009-09-14T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown yard, particularly bushes at perimeter, need cutting, house itself in disrepair, think it's unsafe","HAND","1825 S Covey LN","Bloomington","IN","47401","39.14612579","-86.51608276","POINT (-86.51608276 39.14612579)","9"
"10310","2009-09-10T04:00:00.000","2016-09-11T22:02:05.000","2009-09-10T04:00:00.000","closed","Phone Call","Excessive Growth","N. Side of Pickwick between Covenanter and S. Valley Forge - overgrown bushes.",,"S PICKWICK","Bloomington","IN",,,,,"9"
"10317","2009-09-09T04:00:00.000","2016-09-11T22:02:05.000","2009-09-09T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown on south side of West Graham Drive, seems to be properties with Rockport addresses","HAND","2602 S ROCKPORT DR","Bloomington","IN",,,,,"9"
"10393","2009-09-04T04:00:00.000","2020-10-05T14:42:52.000","2009-09-04T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds along the sidewalk facing fess.",,"620 E 1st ST","Bloomington","IN","47401","39.15916824","-86.52610779","POINT (-86.52610779 39.15916824)","9"
"10430","2009-09-03T04:00:00.000","2020-10-05T14:42:52.000","2009-09-03T04:00:00.000","closed","Phone Call","Excessive Growth","complaintant abusive, threatened to act on his own and said we'd regret not having done anything; said he'd take matters into his own hands, said overgrown and probably has mice and other animals","HAND","608 W Dodds ST","Bloomington","IN","47403","39.15768433","-86.54083252","POINT (-86.54083252 39.15768433)","9"
"10432","2009-09-03T04:00:00.000","2016-09-11T22:02:05.000","2009-09-03T04:00:00.000","closed","Phone Call","Excessive Growth","Tall weeds 1 block east of 820 W. Cascade.","HAND","820 W Cascade AVE","Bloomington","IN","47404","39.18536758","-86.54285431","POINT (-86.54285431 39.18536758)","9"
"10547","2009-08-31T04:00:00.000","2016-09-11T22:02:05.000","2009-08-31T04:00:00.000","closed","Walk In","Excessive Growth","Shrub hanging over sidewalk.","HAND","549 S Lincoln ST","Bloomington","IN","47401","39.15961838","-86.53107452","POINT (-86.53107452 39.15961838)","9"
"122200","1995-04-07T05:00:00.000","2016-09-11T22:02:05.000","1995-04-07T05:00:00.000","closed",,"Other",,,"121 N COLLEGE AVE","Bloomington","IN",,,,,
"10538","2009-09-01T04:00:00.000","2021-04-26T10:39:42.000","2009-09-01T04:00:00.000","closed","Web Form","Excessive Growth","From Citizen e-mail:

1400 Atwater. Shrubs encroaching on the sidewalk.","HAND","1404 E Atwater AVE","Bloomington","IN","47401","39.16281509","-86.51556396","POINT (-86.51556396 39.16281509)","9"
"10548","2009-08-31T04:00:00.000","2020-10-05T14:42:52.000","2009-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","Bush on the property is blocking the sidewalk.","HAND","1409 S Rogers ST","Bloomington","IN","47403","39.15117264","-86.53850555","POINT (-86.53850555 39.15117264)","9"
"10549","2009-08-28T04:00:00.000","2020-10-05T14:42:52.000","2009-08-28T04:00:00.000","closed","Phone Call","Excessive Growth","lawn overgrown","HAND","1024 E Maxwell LN","Bloomington","IN","47401","39.15761185","-86.52121735","POINT (-86.52121735 39.15761185)","9"
"10550","2009-08-28T04:00:00.000","2020-10-05T14:42:52.000","2009-08-28T04:00:00.000","closed","Phone Call","Excessive Growth","lawn overgrown","HAND","1202 E Maxwell LN","Bloomington","IN","47401","39.15761566","-86.51984406","POINT (-86.51984406 39.15761566)","9"
"10552","2009-08-28T04:00:00.000","2020-10-05T14:42:52.000","2009-08-28T04:00:00.000","closed","Phone Call","Excessive Growth","High weeds S. of 2nd and along Morton.  Please call Jeanne Walters @ the number below to let her know what you are going to do and if the complaint will be taken seriously.","HAND","528 S College AVE","Bloomington","IN","47403","39.15982056","-86.53596497","POINT (-86.53596497 39.15982056)","9"
"10595","2009-08-26T04:00:00.000","2020-10-05T14:42:52.000","2009-08-26T04:00:00.000","closed","Phone Call","Excessive Growth","Tree limbs in the yard.","HAND","821 W 12th CT","Bloomington","IN","47404","39.17404938","-86.54313660","POINT (-86.5431366 39.17404938)","9"
"10612","2009-08-25T04:00:00.000","2016-09-11T22:02:05.000","2009-08-25T04:00:00.000","closed","Phone Call","Excessive Growth","yard not mowed, has sign stating something about wildlife, will leave message to inspector","HAND","823 W 12th CT","Bloomington","IN","47404","39.17390823","-86.54335785","POINT (-86.54335785 39.17390823)","9"
"10706","2009-08-24T04:00:00.000","2016-09-11T22:02:05.000","2009-08-24T04:00:00.000","closed","Walk In","Excessive Growth","backyard: overgrown weeds and brush, small bits of rubish in yard","HAND","1003 W 6th ST","Bloomington","IN","47404","39.16748428","-86.54545593","POINT (-86.54545593 39.16748428)","9"
"10715","2009-08-21T04:00:00.000","2020-10-05T14:42:52.000","2009-08-21T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown on N. Pete Ellis Drive, north of the railroad tracks, spilling out onto sidewalk making it impassable, very overgrown",,"2820 E 10th ST","Bloomington","IN","47408","39.17118835","-86.49835968","POINT (-86.49835968 39.17118835)","9"
"10721","2009-08-20T04:00:00.000","2016-09-11T22:02:05.000","2009-08-20T04:00:00.000","closed","Phone Call","Excessive Growth","Limbs sitting out in a pile.","HAND","405 N Hillsdale DR","Bloomington","IN","47408","39.16968918","-86.50405884","POINT (-86.50405884 39.16968918)","9"
"10724","2009-08-19T04:00:00.000","2020-10-05T14:42:52.000","2009-08-19T04:00:00.000","closed","Phone Call","Excessive Growth","There is an MCCSC bus stop at this location and a complaint was made to the Street Department that the grass is too high for the kids standing at the bus stop.",,"2983 W RAMBLE RD","Bloomington","IN",,,,,"9"
"10751","2009-08-19T04:00:00.000","2016-09-11T22:02:05.000","2009-08-19T04:00:00.000","closed","Phone Call","Excessive Growth","Marie Hartman went to the traffic department and complained about high grass.  We received call from traffic.","HAND","221 N Adams ST","Bloomington","IN","47404","39.16791534","-86.54978943","POINT (-86.54978943 39.16791534)","9"
"10754","2009-08-19T04:00:00.000","2016-09-11T22:02:05.000","2009-08-19T04:00:00.000","closed","Email","Excessive Growth","She had called in a couple of weeks earlier about the problem with shrubs overgowing on the sidewalk making it difficult to walk along.  Nothing has been done.  Checked reqpro, request was entered 8/3/09.","HAND","401 S High ST","Bloomington","IN","47401","39.16289520","-86.50817871","POINT (-86.50817871 39.1628952)","9"
