"provincial_park_name","period","year","month","sites_sold","sites_available"
"Brudenell River Provincial Park","2015-05","2015","5","76","950"
"Mill River Provincial Park","2015-05","2015","5","34","720"
"Brudenell River Provincial Park","2015-06","2015","6","557","2850"
"Cabot Beach Provincial Park","2015-06","2015","6","260","4446"
"Cedar Dunes Provincial Park","2015-06","2015","6","157","1520"
"Jacques Cartier Provincial Park","2015-06","2015","6","209","1444"
"Linkletter Provincial Park","2015-06","2015","6","506","2418"
"Mill River Provincial Park","2015-06","2015","6","220","2160"
"Northumberland Provincial Park","2015-06","2015","6","182","1352"
"Panmure Island Provincial Park","2015-06","2015","6","62","1118"
"Red Point Provincial Park","2015-06","2015","6","451","2775"
"Brudenell River Provincial Park","2015-07","2015","7","1717","2945"
"Cabot Beach Provincial Park","2015-07","2015","7","2603","5301"
"Cedar Dunes Provincial Park","2015-07","2015","7","1365","2480"
"Jacques Cartier Provincial Park","2015-07","2015","7","1376","2356"
"Linkletter Provincial Park","2015-07","2015","7","1807","2883"
"Mill River Provincial Park","2015-07","2015","7","1007","2232"
"Northumberland Provincial Park","2015-07","2015","7","912","1612"
"Panmure Island Provincial Park","2015-07","2015","7","547","1333"
"Red Point Provincial Park","2015-07","2015","7","2611","3441"
"Brudenell River Provincial Park","2015-08","2015","8","1856","2945"
"Cabot Beach Provincial Park","2015-08","2015","8","2468","5301"
"Cedar Dunes Provincial Park","2015-08","2015","8","1454","2480"
"Jacques Cartier Provincial Park","2015-08","2015","8","1196","2356"
"Linkletter Provincial Park","2015-08","2015","8","1716","2883"
"Mill River Provincial Park","2015-08","2015","8","1057","2232"
"Northumberland Provincial Park","2015-08","2015","8","1131","1612"
"Panmure Island Provincial Park","2015-08","2015","8","744","1333"
"Red Point Provincial Park","2015-08","2015","8","2771","3441"
"Brudenell River Provincial Park","2015-09","2015","9","722","2565"
"Cabot Beach Provincial Park","2015-09","2015","9","375","3420"
"Cedar Dunes Provincial Park","2015-09","2015","9","261","1600"
"Jacques Cartier Provincial Park","2015-09","2015","9","221","1520"
"Linkletter Provincial Park","2015-09","2015","9","520","2511"
"Mill River Provincial Park","2015-09","2015","9","381","1944"
"Northumberland Provincial Park","2015-09","2015","9","354","1060"
"Panmure Island Provincial Park","2015-09","2015","9","103","559"
"Red Point Provincial Park","2015-09","2015","9","476","2331"
"Mill River Provincial Park","2016-05","2016","5","24","864"
"Brudenell River Provincial Park","2016-06","2016","6","557","2660"
"Cabot Beach Provincial Park","2016-06","2016","6","377","4900"
"Cedar Dunes Provincial Park","2016-06","2016","6","230","1680"
"Jacques Cartier Provincial Park","2016-06","2016","6","260","1596"
"Linkletter Provincial Park","2016-06","2016","6","471","2604"
"Mill River Provincial Park","2016-06","2016","6","355","2160"
"Northumberland Provincial Park","2016-06","2016","6","161","1484"
"Panmure Island Provincial Park","2016-06","2016","6","70","1204"
"Red Point Provincial Park","2016-06","2016","6","539","3108"
"Brudenell River Provincial Park","2016-07","2016","7","1761","2945"
"Cabot Beach Provincial Park","2016-07","2016","7","2690","5425"
"Cedar Dunes Provincial Park","2016-07","2016","7","1421","2480"
"Jacques Cartier Provincial Park","2016-07","2016","7","1565","2356"
"Linkletter Provincial Park","2016-07","2016","7","1727","2883"
"Mill River Provincial Park","2016-07","2016","7","1267","2232"
"Northumberland Provincial Park","2016-07","2016","7","1012","1612"
"Panmure Island Provincial Park","2016-07","2016","7","631","1333"
"Red Point Provincial Park","2016-07","2016","7","3075","3441"
"Brudenell River Provincial Park","2016-08","2016","8","1932","2945"
"Cabot Beach Provincial Park","2016-08","2016","8","2857","5425"
"Cedar Dunes Provincial Park","2016-08","2016","8","1548","2480"
"Jacques Cartier Provincial Park","2016-08","2016","8","1410","2356"
"Linkletter Provincial Park","2016-08","2016","8","1813","2883"
"Mill River Provincial Park","2016-08","2016","8","1136","2232"
"Northumberland Provincial Park","2016-08","2016","8","1158","1612"
"Panmure Island Provincial Park","2016-08","2016","8","770","1333"
"Red Point Provincial Park","2016-08","2016","8","3297","3906"
"Brudenell River Provincial Park","2016-09","2016","9","865","2850"
"Cabot Beach Provincial Park","2016-09","2016","9","496","3150"
"Cedar Dunes Provincial Park","2016-09","2016","9","267","1440"
"Jacques Cartier Provincial Park","2016-09","2016","9","213","1368"
"Linkletter Provincial Park","2016-09","2016","9","623","2325"
"Mill River Campground","2016-09","2016","9","447","2160"
"Northumberland Provincial Park","2016-09","2016","9","299","936"
"Panmure Island Provincial Park","2016-09","2016","9","105","473"
"Red Point Provincial Park","2016-09","2016","9","618","2268"
"Brudenell River Provincial Park","2016-10","2016","10","109","855"
"Mill River Campground","2016-10","2016","10","37","648"
"Brudenell River Provincial Park","2017-06","2017","6","602","2755"
"Cabot Beach Provincial Park","2017-06","2017","6","518","3850"
"Cedar Dunes Provincial Park","2017-06","2017","6","222","1760"
"Jacques Cartier Provincial Park","2017-06","2017","6","298","1672"
"Linkletter Provincial Park","2017-06","2017","6","549","2486"
"Northumberland Provincial Park","2017-06","2017","6","216","1137"
"Panmure Island Provincial Park","2017-06","2017","6","69","946"
"Red Point Provincial Park","2017-06","2017","6","570","2772"
"Brudenell River Provincial Park","2017-07","2017","7","1967","2945"
"Cabot Beach Provincial Park","2017-07","2017","7","3293","5414"
"Cedar Dunes Provincial Park","2017-07","2017","7","1581","2480"
"Jacques Cartier Provincial Park","2017-07","2017","7","1785","2356"
"Linkletter Provincial Park","2017-07","2017","7","1778","2883"
"Northumberland Provincial Park","2017-07","2017","7","1167","1606"
"Panmure Island Provincial Park","2017-07","2017","7","701","1333"
"Red Point Provincial Park","2017-07","2017","7","3308","3906"
"Brudenell River Provincial Park","2017-08","2017","8","2134","2945"
"Cabot Beach Provincial Park","2017-08","2017","8","3304","5611"
"Cedar Dunes Provincial Park","2017-08","2017","8","1664","2480"
"Jacques Cartier Provincial Park","2017-08","2017","8","1827","2356"
"Linkletter Provincial Park","2017-08","2017","8","1825","2883"
"Northumberland Provincial Park","2017-08","2017","8","1294","1612"
"Panmure Island Provincial Park","2017-08","2017","8","832","1333"
"Red Point Provincial Park","2017-08","2017","8","3427","3906"
"Brudenell River Provincial Park","2017-09","2017","9","1008","2230"
"Cabot Beach Provincial Park","2017-09","2017","9","484","4117"
"Cedar Dunes Provincial Park","2017-09","2017","9","248","1280"
"Jacques Cartier Provincial Park","2017-09","2017","9","279","1216"
"Linkletter Provincial Park","2017-09","2017","9","629","2139"
"Northumberland Provincial Park","2017-09","2017","9","442","1173"
"Panmure Island Provincial Park","2017-09","2017","9","130","688"
"Red Point Provincial Park","2017-09","2017","9","650","2898"
"Brudenell River Provincial Park","2017-10","2017","10","149","512"
"Brudenell River Provincial Park","2018-06","2018","6","640","2820"
"Cabot Beach Provincial Park","2018-06","2018","6","599","4117"
"Cedar Dunes Provincial Park","2018-06","2018","6","284","1840"
"Jacques Cartier Provincial Park","2018-06","2018","6","422","1771"
"Linkletter Provincial Park","2018-06","2018","6","595","2790"
"Northumberland Provincial Park","2018-06","2018","6","236","1196"
"Panmure Island Provincial Park","2018-06","2018","6","79","989"
"Red Point Provincial Park","2018-06","2018","6","583","2898"
"Brudenell River Provincial Park","2018-07","2018","7","2070","2914"
"Cabot Beach Provincial Park","2018-07","2018","7","3038","5549"
"Cedar Dunes Provincial Park","2018-07","2018","7","1697","2480"
"Jacques Cartier Provincial Park","2018-07","2018","7","1935","2387"
"Linkletter Provincial Park","2018-07","2018","7","1947","2883"
"Northumberland Provincial Park","2018-07","2018","7","1145","1612"
"Panmure Island Provincial Park","2018-07","2018","7","717","1333"
"Red Point Provincial Park","2018-07","2018","7","3445","3906"
"Brudenell River Provincial Park","2018-08","2018","8","2241","2914"
"Cabot Beach Provincial Park","2018-08","2018","8","3575","5549"
"Cedar Dunes Provincial Park","2018-08","2018","8","1766","2480"
"Jacques Cartier Provincial Park","2018-08","2018","8","1730","2387"
"Linkletter Provincial Park","2018-08","2018","8","2014","2883"
"Northumberland Provincial Park","2018-08","2018","8","1314","1612"
"Panmure Island Provincial Park","2018-08","2018","8","808","1333"
"Red Point Provincial Park","2018-08","2018","8","3560","3906"
"Brudenell River Provincial Park","2018-09","2018","9","980","2820"
"Cabot Beach Provincial Park","2018-09","2018","9","666","3938"
"Cedar Dunes Provincial Park","2018-09","2018","9","316","1200"
"Jacques Cartier Provincial Park","2018-09","2018","9","304","1155"
"Linkletter Provincial Park","2018-09","2018","9","667","2046"
"Northumberland Provincial Park","2018-09","2018","9","403","1144"
"Panmure Island Provincial Park","2018-09","2018","9","142","645"
"Red Point Provincial Park","2018-09","2018","9","670","2772"
"Brudenell River Provincial Park","2018-10","2018","10","159","658"
"Brudenell River Provincial Park","2019-06","2019","6","626","2256"
"Cabot Beach Provincial Park","2019-06","2019","6","664","4296"
"Cedar Dunes Provincial Park","2019-06","2019","6","322","1920"
"Jacques Cartier Provincial Park","2019-06","2019","6","491","1872"
"Linkletter Provincial Park","2019-06","2019","6","422","2232"
"Northumberland Provincial Park","2019-06","2019","6","270","1203"
"Panmure Island Provincial Park","2019-06","2019","6","146","1032"
"Red Point Provincial Park","2019-06","2019","6","632","3024"
"Brudenell River Provincial Park","2019-07","2019","7","2060","2914"
"Cabot Beach Provincial Park","2019-07","2019","7","3404","5549"
"Cedar Dunes Provincial Park","2019-07","2019","7","1718","2480"
"Jacques Cartier Provincial Park","2019-07","2019","7","1906","2418"
"Linkletter Provincial Park","2019-07","2019","7","1885","2883"
"Northumberland Provincial Park","2019-07","2019","7","1026","1612"
"Panmure Island Provincial Park","2019-07","2019","7","687","1333"
"Red Point Provincial Park","2019-07","2019","7","3430","3906"
"Brudenell River Provincial Park","2019-08","2019","8","2328","2914"
"Cabot Beach Provincial Park","2019-08","2019","8","4030","5549"
"Cedar Dunes Provincial Park","2019-08","2019","8","1894","2480"
"Jacques Cartier Provincial Park","2019-08","2019","8","1829","2418"
"Linkletter Provincial Park","2019-08","2019","8","2082","2883"
"Northumberland Provincial Park","2019-08","2019","8","1370","1612"
"Panmure Island Provincial Park","2019-08","2019","8","905","1333"
"Red Point Provincial Park","2019-08","2019","8","3569","3906"
"Brudenell River Provincial Park","2019-09","2019","9","889","2820"
"Cabot Beach Provincial Park","2019-09","2019","9","478","3759"
"Cedar Dunes Provincial Park","2019-09","2019","9","143","480"
"Jacques Cartier Provincial Park","2019-09","2019","9","130","468"
"Linkletter Provincial Park","2019-09","2019","9","749","2604"
"Northumberland Provincial Park","2019-09","2019","9","287","1092"
"Panmure Island Provincial Park","2019-09","2019","9","57","258"
"Red Point Provincial Park","2019-09","2019","9","551","2646"
"Brudenell River Provincial Park","2019-10","2019","10","182","1222"
