"year","domain","subdomain","age_group","indicator","overall","gender","household_income","race_ethnicity","special_ed","grade","average","sample_size","total","data_source","data_source_organization","data_provider_organization","notes","indicator_justification","calculation_method","findings","zip_code","location"
"2013",,,,"Youth (18-24 years) arrested and booked for crimes in Santa Monica",,"Male",,,,,"84",,,,,,,,,,,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[Families]","Family households receiving food stamps",,,,"2 or more",,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Public Social Services ","Los Angeles County Department of Public Social Services","Disaggregated data not available","Usage of food stamps is an important indicator of a community's economic well-being and a correlate of general family health.","The number of Santa Monica households receiving food stamps, divided by the total number of resients documented in each zip code.","The percentage of family households on food stamps is relatively low.  One-half to one-third lower than the percentages for the county and state.  This suggests that Santa Monica families are fairly economically stable. Residents who live in zip codes 90404 & 90405 have higher rates than other groups.",,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[TBD]","Students using the Reduced & Free Lunch Program",,"Male",,,,,"29.2","1460","5007","Currently Unknown","Santa Monica-Malibu Unified School District","SMMUSD Student Services",,"This indicator measures the propotion of SMMUSD Santa Monica students who are low to low-moderate income, and could benefit from a daily free or low cost meal program. Children from lower income households are at risk for poverty-related challenges such as food insecurity and material wellbeing. ","The total number of students enrolled in SMMUSD Santa Monica schools who participated in the National School Lunch Program, divided by the total number of students enrolled in Santa Monica public schools.","More than 25% of students in Santa Monica public schools enroll in the Reduced & Free Lunch Program, a rate significantly below those for the County and State. By far, the largest proportion of children using the program live in zip codes 90404 and 90405.",,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report feeling safe at school",,"Male",,,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This indicator provides a measure of students' perception of safety of the learning environment.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about school safety was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Most students in middle school and Santa Monica high school feel safe at school, which those at Olympic High feel less safe. 9th graders are less likely than 7th or 11th graders to feel safe at school.",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[Families]","Family households receiving food stamps",,,"Middle/High",,,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Public Social Services ","Los Angeles County Department of Public Social Services","Disaggregated data not available","Usage of food stamps is an important indicator of a community's economic well-being and a correlate of general family health.","The number of Santa Monica households receiving food stamps, divided by the total number of resients documented in each zip code.","The percentage of family households on food stamps is relatively low.  One-half to one-third lower than the percentages for the county and state.  This suggests that Santa Monica families are fairly economically stable. Residents who live in zip codes 90404 & 90405 have higher rates than other groups.",,
"2012","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of child abuse",,"Male",,,,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Children and Family Services","Los Angeles County Department of Children and Family Services ",,"This is a measure of the safety of children's environment and the level of the maltreatment of young children through teenagers. It is correlated with current and future emotional development and wellbeing.","The number of unduplicated referrals of child abuse received during the year for children 0 to 17 years of age in Santa Monica was divided by the total number of children 0 to 17 years of age, based on the American Community Survey.","Reports of physical, sexual, and/or emotiaonl abuse or neglect were filed for just over 5% of children in Santa Monica.  The substantiated number of cases of child abuse/neglect for Santa Monica is low 53 cases. ",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of domestic violence where minors are involved",,,,,,,,,,"Customized Report per Request from HSD","Santa Monica Police Department","SMPD Crime Analyst","Cases reported to SMPD","This is a key indicator of violence in the home and family environments and correlates with children's emotional and behavioral development and adjustment. ","Number was calculated from SMPD Report of domestic violence cases where the child or youth is the reported victim and that number was divided by the total youth population in Santa Monica based on American Community Survey. ","A very small proportion of Santa Monica youth were reported victims of domestic violence abuse. This number reflects only reported rates of DV to SMPD and studies show that domestic violence is an underreported crime.  Children can be both direct victims of violence and witnesses to violence in the home.  The National Center for Children Exposed to Violence reports that an estimated 3 to 10 million children witness assaults against a parent by an intimate partner.  Furthermore, the US Department of Justice reports that 11% of family violence is directed toward a child by a parent. ","Beyond-SM/Unknown",
"2012",,,,"Youth (13-17 years) arrested and booked for crimes in Santa Monica",,,,"Latino",,,"9",,,,,,,,,,,
"2010","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","SMMUSD graduates successfully completing first semester courses at SMC",,"Female",,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College","Grade level of C or higher by SMMUSD Santa Monica high school graduate","Successful completion of first semester courses in college is an indicator of a students' general preparation for college and a predictor of future transfer to a four-year university.","The total number of first semester courses successfully completed with a C or higher by SMC students who graduated from Santa Monica and Olympic High Schools was divided by the total number of courses taken.","Although a majority of first semester courses are passed by freshmen who graduated from SMMUSD schools, about one-third of courses taken are not successfully completed in the first semester.  This rate is slightly better than that for all SMC freshman. ",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of domestic violence where minors are involved",,,,,"Yes",,,,,"Customized Report per Request from HSD","Santa Monica Police Department","SMPD Crime Analyst","Cases reported to SMPD","This is a key indicator of violence in the home and family environments and correlates with children's emotional and behavioral development and adjustment. ","Number was calculated from SMPD Report of domestic violence cases where the child or youth is the reported victim and that number was divided by the total youth population in Santa Monica based on American Community Survey. ","A very small proportion of Santa Monica youth were reported victims of domestic violence abuse. This number reflects only reported rates of DV to SMPD and studies show that domestic violence is an underreported crime.  Children can be both direct victims of violence and witnesses to violence in the home.  The National Center for Children Exposed to Violence reports that an estimated 3 to 10 million children witness assaults against a parent by an intimate partner.  Furthermore, the US Department of Justice reports that 11% of family violence is directed toward a child by a parent. ",,
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","First term GPA for SMC freshmen who graduated from SMMUSD",,,"Low",,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term GPA is a key predictor of students' continuation with college and future academic success.","The grade point averages of Santa Monica and Olympic High School graduates who were first-time freshmen in fall term  were averaged across the courses they took that semester.","Santa Monica and Olympic High School students first term average GPA at SMC is a solid ""C"" and slightly lower than the average for all first term freshman students at SMC. ",,
"2012","Emotional Maturity & Mental Health",,"[TBD]","Youth reporting significant periods of extreme sadness and hopelessness over the past 12 months",,,,,"No",,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a measure of emotional wellbeing, which correlates with poor academic achievement and impacts other areas of development.","The number of students answering ""yes"" to the question on the California Healthy Kids Survey (CHKS) about significant periods of extreme sadness and hopelessness over the previous 12 months was divided by the total number of students answering the question. The CHKS is  a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support. ","Overall, slightly more than 1/4 of students surveyed experienced significant periods of extreme sadness and hopelessness over the previous year. There was not a large difference between the rates for 7th and 11th graders.  The rate for 9th graders was higher at 29%. These data indicate that a significant number of students felt so sad and hopeless daily over at least some usual activities.  Again, the rate for those students at Olympic High School was particularly high  33.3% experienced at least one such episode (small sample size of  15 students).  ",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,,"Middle/High",,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report feeling safe at school",,,,,,"9","63","503","798","California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This indicator provides a measure of students' perception of safety of the learning environment.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about school safety was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Most students in middle school and Santa Monica high school feel safe at school, which those at Olympic High feel less safe. 9th graders are less likely than 7th or 11th graders to feel safe at school.",,
"2013","Emotional Maturity & Mental Health","In School","Preschool/Kindergarten (0-5)","Children very emotionally ready for kindergarten",,,,"Asian",,,"31.6","12","38","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This is a key indicator of children's emotional readiness for kindergarten, which includes components of emotional maturity such as comfort in engaging in new activities, level of anxiety, ability to help others, and aggression - all critical to learning in school.","The rate was calculated by taking the number of kindergarten children identified as very emotionally ready for kindergarten based on teachers ratings using the Early Development Instrument and dividing by the total number of children who were rated using the EDI.  Those children who fell at or above the 75th percentile were considered very emotionally ready. The Early Development Instrument is a standardized assessment of kindergarteners in geographic area. ","Slightly more than a third of SMMUSD kindergarten children are identified as very emotionally ready for school.  Specific groups of children are considerably more vulnerable in this area than others, including African American and Hispanic/Latino students and boys in general. Only 28.7% of children living in the Pico Neighborhood area were very emotionally ready for kindergarten, a rate much lower than any other Santa Monica neighborhoods.",,
"2012","Learning & School Achievement","Academic Success","Elementary (6-10)","3rd grade students proficient or higher in language arts",,,"Middle/High",,,,"75.5","342","453","California Standardized Test (CST)","Santa Monica-Malibu Unified School District ","SMMUSD Educational Services",,"3rd grade language arts proficiency is a key measure of language arts skills and a predictor of both future literacy and academic success.","The number of Santa Monica 3rd graders who scored proficient or advanced on the English Language Arts California Standards Test divided by the total number of Santa Monica 3rd graders who took the test.","More than 33% of SMMUSD Santa Monica 3rd graders are not proficient in language arts by Grade 3. Asian/Pacific Islanders and White students have a disproportionately higher rate of proficiency than students of color. Low income, Hispanic/Latino, African American students and those living in zip codes 90401 and 90404 (Downtown and Pico neighborhooods) are particularly vulnerable. The overall proficiency rate (66.4%) is much higher than the rates for the county and state.",,
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","Santa Monica high school grads attending SMC who re-enroll for Spring Semester",,,,"Latino",,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term re-enrollment for spring semester is a key indicator of successful academic progress and later transfer to a four-year university.","The total number SMC first-time freshmen who were graduates of Santa Monica and Olympic High Schools that re-enrolled for spring semester was divided by the total number of Santa Monica and Olympic High School grads who entered SMC as first-time freshmen in the Fall Semester.","Most SMC first-term fall students from a SMMUSD Santa Monica high school re-enrolled in spring semester, a rate that is higher (by 6%) than that for all SMC first-term freshman.",,
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school youth involved in structured out-of-school activities",,,,"Asian",,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of youth engagement in the community and access to programs and resources in Santa Monica.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about being involved in structured out-of-school activities was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","More 7th and 9th graders report that they are involved in out-of-school structured activities.",,
"2010","Learning & School Achievement","Academic Success","[ALL STUDENTS]","High attendance rate (90-100% of all school days)",,,,"White",,,,,,"Currently Unknown","Santa Monica-Malibu Unified School District ","SMMUSD Student Services",,"Regular school attendance is an indicator of adjustment to school life and academic success.","The total number of SMMUSD students who attend Santa Monica schools with 18 or fewer absences during the school year was divided by the total number of students enrolled at the beginning of the year. ","Almost 90% of SMMUSD students in Santa Monica schools attend school regularly.",,
"2009","Learning & School Achievement","Academic Success","[ALL STUDENTS]","High attendance rate (90-100% of all school days)",,,,"African American",,,,,,"Currently Unknown","Santa Monica-Malibu Unified School District ","SMMUSD Student Services",,"Regular school attendance is an indicator of adjustment to school life and academic success.","The total number of SMMUSD students who attend Santa Monica schools with 18 or fewer absences during the school year was divided by the total number of students enrolled at the beginning of the year. ","Almost 90% of SMMUSD students in Santa Monica schools attend school regularly.",,
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school youth involved in structured out-of-school activities",,,"Low",,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of youth engagement in the community and access to programs and resources in Santa Monica.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about being involved in structured out-of-school activities was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","More 7th and 9th graders report that they are involved in out-of-school structured activities.",,
"2009","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","First term GPA for SMC freshmen who graduated from SMMUSD",,,,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term GPA is a key predictor of students' continuation with college and future academic success.","The grade point averages of Santa Monica and Olympic High School graduates who were first-time freshmen in fall term  were averaged across the courses they took that semester.","Santa Monica and Olympic High School students first term average GPA at SMC is a solid ""C"" and slightly lower than the average for all first term freshman students at SMC. ","Beyond-SM/Unknown",
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Youth reporting alcohol use over the previous month",,,,"Asian",,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a general measure of emotional wellbeing, behavior and a targeted measure of teen alcohol use.","The number of students answering that they used substances over the previous month when answering the corresponding question on the California Healthy Kids Survey (CHKS) was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support.","While very few 7th graders report that they used alcohol in the previous month, 27% of 9th graders used it and a large percentage (42%) of 11th graders used alcohol in the previous month.  Olympic High school (Alternative Educatino) students report use at a rate of 40%.  These findings suggest the need to focus on youth alcohol use in Santa Monica. ",,
"2009","Learning & School Achievement","Academic Success","Middle School (11-13)","8th grade students who successfully complete Algebra",,,,,"No",,"56.25","396","704","Student Transcripts","Santa Monica-Malibu Unified School District","SMMUSD Educational Services","Grade C or Better","Successful completion of Algebra in 8th grade is a key indicator of current and future mathematical success and college attendance. ","The number of SMMUSD Santa Monica 8th grade students who took Algebra and received a C or better, divided by the total number of 8th graders in Santa Monica public schools.","Of all Santa Monica 8th graders, nearly 60% took and successfully passed algebra.  Low income students were much less likely to take and complete algebra than middle/high income students as were students in zip codes 90401 and 90404 (Mid-City and Pico neighborhoods). Hispanic/Latinos and African Americans had slightly  lower rates compared to other ethnic groups, emphasizing the achievement gap.",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduation rate","Overall",,,,,,"90.9","667","734","SMMUSD & DataQuest NOTE: DataQuest comes late but is FINAL grad rate per state of CA","Santa Monica-Malibu Unified School District and/or Ca Dept of Education","SMMUSD Educational Services",,"High school graduation rate is a general indicator of academic achievement and a key predictor of future employment income.","The number of Santa Monica High School grads who began SAMOHI in 9th grade, divided by the total number of SAMOHI students who actually graduated","Only 8% of SAMOHI grades who started at the school in 9th grade failed to graduate. This rate is by far better than those for the County and the State. African American and Latino students graduate at slightly lower rates than students of other ethnicities. Students who are from lower-income households have slightly lower graduation rate than those students who are from middle or high income households.",,
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[Families]","Family households receiving food stamps","Overall",,,,,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Public Social Services ","Los Angeles County Department of Public Social Services","Disaggregated data not available","Usage of food stamps is an important indicator of a community's economic well-being and a correlate of general family health.","The number of Santa Monica households receiving food stamps, divided by the total number of resients documented in each zip code.","The percentage of family households on food stamps is relatively low.  One-half to one-third lower than the percentages for the county and state.  This suggests that Santa Monica families are fairly economically stable. Residents who live in zip codes 90404 & 90405 have higher rates than other groups.",,
"2012","Social Skills & Confidence","In School","Preschool/Kindergarten (0-5)","Very socially ready for kindergarten",,,,,,,,,,"Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This is an indicator of young children's progress in social developmentand a predictor of self-confidence and social adjustment, with a focus on social skills that support learning","The number of kindergarten children identified by teachers using the Early Development Instrument (EDI) as very socially ready for kindergarten, divided by the total numer of children rated using the EDI. Children who fell at or above the 75th percentile were considered very socially ready. The EDI is a standarized assesment of children entering kindergarten in a given geographic area. ","Overall, less that 25% of kindergarteners in Santa Monica public schools are highly socially ready for school. This means that less than one-third are strong in getting along with others, listening to and following rules, showing curiousity and eagerness to explore new things, and communicating needs in a socially acceptable manner. Boys fair worse than girls by nearly 13%, and African America, Latino and children ar emuch less likely than kids from other areas to be very socially ready for kindergarten. Children living in zip codes 90401 and 90403 are identified as not being in the top 75th percentile of the social skills domain.","Beyond-SM/Unknown",
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school youth involved in structured out-of-school activities",,,,,"No",,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of youth engagement in the community and access to programs and resources in Santa Monica.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about being involved in structured out-of-school activities was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","More 7th and 9th graders report that they are involved in out-of-school structured activities.",,
"2012","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Youth reporting alcohol use over the previous month",,,,,"No",,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a general measure of emotional wellbeing, behavior and a targeted measure of teen alcohol use.","The number of students answering that they used substances over the previous month when answering the corresponding question on the California Healthy Kids Survey (CHKS) was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support.","While very few 7th graders report that they used alcohol in the previous month, 27% of 9th graders used it and a large percentage (42%) of 11th graders used alcohol in the previous month.  Olympic High school (Alternative Educatino) students report use at a rate of 40%.  These findings suggest the need to focus on youth alcohol use in Santa Monica. ",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,,,,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.","Beyond-SM/Unknown",
"2010","Learning & School Achievement","Academic Success","Elementary (6-10)","3rd grade students proficient or higher in language arts",,,,,,,"53.61","52","97","California Standardized Test (CST)","Santa Monica-Malibu Unified School District ","SMMUSD Educational Services",,"3rd grade language arts proficiency is a key measure of language arts skills and a predictor of both future literacy and academic success.","The number of Santa Monica 3rd graders who scored proficient or advanced on the English Language Arts California Standards Test divided by the total number of Santa Monica 3rd graders who took the test.","More than 33% of SMMUSD Santa Monica 3rd graders are not proficient in language arts by Grade 3. Asian/Pacific Islanders and White students have a disproportionately higher rate of proficiency than students of color. Low income, Hispanic/Latino, African American students and those living in zip codes 90401 and 90404 (Downtown and Pico neighborhooods) are particularly vulnerable. The overall proficiency rate (66.4%) is much higher than the rates for the county and state.","Beyond-SM/Unknown",
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[Families]","Family households receiving food stamps",,,,"African American",,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Public Social Services ","Los Angeles County Department of Public Social Services","Disaggregated data not available","Usage of food stamps is an important indicator of a community's economic well-being and a correlate of general family health.","The number of Santa Monica households receiving food stamps, divided by the total number of resients documented in each zip code.","The percentage of family households on food stamps is relatively low.  One-half to one-third lower than the percentages for the county and state.  This suggests that Santa Monica families are fairly economically stable. Residents who live in zip codes 90404 & 90405 have higher rates than other groups.",,
"2012","Learning & School Achievement","Academic Success","[ALL STUDENTS]","High attendance rate (90-100% of all school days)",,,,"Latino",,,"83.8","2734","3262","Currently Unknown","Santa Monica-Malibu Unified School District ","SMMUSD Student Services",,"Regular school attendance is an indicator of adjustment to school life and academic success.","The total number of SMMUSD students who attend Santa Monica schools with 18 or fewer absences during the school year was divided by the total number of students enrolled at the beginning of the year. ","Almost 90% of SMMUSD students in Santa Monica schools attend school regularly.",,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[TBD]","Teen birth rate",,,,"Other",,,,,,"Customized Report per Request from HSD","Los Angeles County Department of Public Health","Los Angeles County Department of Public Health","Ages 13-19","Teen birth rate is an important predictor of wellbeing and healhty behavior. Teen parents have more risk factors and stressors than adult parents. ","The number of teen births in Santa Monica was divided by the total number of teens (13-19 years) in Santa Monica. ","Less than 1% of all Santa Monica teens have given birth. ",,
"2012",,,,"Youth (13-17 years) arrested and booked for crimes in Santa Monica",,"Male",,,,,"16",,,,,,,,,,,
"2009","Learning & School Achievement","Academic Success","Middle School (11-13)","8th grade students who successfully complete Algebra",,,,,,,"55.33","83","150","Student Transcripts","Santa Monica-Malibu Unified School District","SMMUSD Educational Services","Grade C or Better","Successful completion of Algebra in 8th grade is a key indicator of current and future mathematical success and college attendance. ","The number of SMMUSD Santa Monica 8th grade students who took Algebra and received a C or better, divided by the total number of 8th graders in Santa Monica public schools.","Of all Santa Monica 8th graders, nearly 60% took and successfully passed algebra.  Low income students were much less likely to take and complete algebra than middle/high income students as were students in zip codes 90401 and 90404 (Mid-City and Pico neighborhoods). Hispanic/Latinos and African Americans had slightly  lower rates compared to other ethnic groups, emphasizing the achievement gap.","Beyond-SM/Unknown",
"2009","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","SMMUSD graduates successfully completing first semester courses at SMC","Overall",,,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College","Grade level of C or higher by SMMUSD Santa Monica high school graduate","Successful completion of first semester courses in college is an indicator of a students' general preparation for college and a predictor of future transfer to a four-year university.","The total number of first semester courses successfully completed with a C or higher by SMC students who graduated from Santa Monica and Olympic High Schools was divided by the total number of courses taken.","Although a majority of first semester courses are passed by freshmen who graduated from SMMUSD schools, about one-third of courses taken are not successfully completed in the first semester.  This rate is slightly better than that for all SMC freshman. ",,
"2012",,,,"Youth (18-24 years) cited for crimes in Santa Monica",,"Male",,,,,"56",,,,,,,,,,,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of child abuse",,,,"2 or more",,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Children and Family Services","Los Angeles County Department of Children and Family Services ",,"This is a measure of the safety of children's environment and the level of the maltreatment of young children through teenagers. It is correlated with current and future emotional development and wellbeing.","The number of unduplicated referrals of child abuse received during the year for children 0 to 17 years of age in Santa Monica was divided by the total number of children 0 to 17 years of age, based on the American Community Survey.","Reports of physical, sexual, and/or emotiaonl abuse or neglect were filed for just over 5% of children in Santa Monica.  The substantiated number of cases of child abuse/neglect for Santa Monica is low 53 cases. ",,
"2012","Learning & School Achievement","Academic Success","Preschool/Kindergarten (0-5)","Proficient or above in early literacy by end of Kindergarten",,"Male",,,,,"73.2","235","321","Spring Emerging Literacy Survey","Santa Monica-Malibu Unified School District","SMMUSD Educational Services",,"This is a measure of early language development and a predictor of later reading ability.","The number of SMMUSD Santa Monica kindergartners who scored proficient or advanced on the year-end Early Literacy Survey (ELS) out of all who took the test.","Just over 87% of Santa Monica kindergartners score proficient or advanced in early literacy skills while 12% still fail to have obtained needed pre-literacy skills.  Low-income children, Hispanic/Latinos, boys in general and students living in zip codes 90401 and 90404 (Downtown and Pico neighborhood) are particularly vulnerable to literacy challenges by kindergarten. ",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,,,"Other",,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2010","Learning & School Achievement","Academic Success","Preschool/Kindergarten (0-5)","Proficient or above in early literacy by end of Kindergarten",,,,,"No",,"77.9","483","620","Spring Emerging Literacy Survey","Santa Monica-Malibu Unified School District","SMMUSD Educational Services",,"This is a measure of early language development and a predictor of later reading ability.","The number of SMMUSD Santa Monica kindergartners who scored proficient or advanced on the year-end Early Literacy Survey (ELS) out of all who took the test.","Just over 87% of Santa Monica kindergartners score proficient or advanced in early literacy skills while 12% still fail to have obtained needed pre-literacy skills.  Low-income children, Hispanic/Latinos, boys in general and students living in zip codes 90401 and 90404 (Downtown and Pico neighborhood) are particularly vulnerable to literacy challenges by kindergarten. ",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduates completing college admission requirements",,"Male",,,,,"72.8","254","349","DataQuest Report","California Department of Education","SMMUSD Educational Services","Requirements per CSU/UC system","This indicator is a strong measure of academic success and preparation for college. ","The number of seniors graduating from Santa Monica and Olympic High Schools who met all requirements, divided by the total number of seniors graduating from Santa Monica and Olympic High Schools.","Slightly more than 75% of high school graduates completed college admission requirements.  This rate is much higher than the rates for the county and state. Asian/Pacific Islanders and White students have a disproportionately higher rate of completing college admission requirements than students of color.  Females are also more likely than males to complete the college admission requirements by nearly 10%. ",,
"2012","Emotional Maturity & Mental Health",,"[TBD]","Youth reporting significant periods of extreme sadness and hopelessness over the past 12 months",,,,,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a measure of emotional wellbeing, which correlates with poor academic achievement and impacts other areas of development.","The number of students answering ""yes"" to the question on the California Healthy Kids Survey (CHKS) about significant periods of extreme sadness and hopelessness over the previous 12 months was divided by the total number of students answering the question. The CHKS is  a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support. ","Overall, slightly more than 1/4 of students surveyed experienced significant periods of extreme sadness and hopelessness over the previous year. There was not a large difference between the rates for 7th and 11th graders.  The rate for 9th graders was higher at 29%. These data indicate that a significant number of students felt so sad and hopeless daily over at least some usual activities.  Again, the rate for those students at Olympic High School was particularly high  33.3% experienced at least one such episode (small sample size of  15 students).  ","Beyond-SM/Unknown",
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,"Male",,,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
