Incident Number,Incident Date,Call Type Description,Location,Reporting District,Station,Received,Cleared,Disposition,Latitude,Longitude,Map Point,Census Block 2000 GeoId,Census Tract 2000 GeoId,Census Block 2010 GeoId,Census Tract 2010 GeoId,california_census_zipcodes
16017604,12/27/2016,Emergency Medical Service (EMS),1100BLK 15TH ST,E-4,Station 3 ,12/27/2016 04:01:43 PM,12/27/2016 04:07:18 PM,Report              ,34.028873011189873,-118.48945323544179,"(34.02887301119, -118.489453235442)",,,060377015012009,06037701501,365
16017603,12/27/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/27/2016 03:53:28 PM,12/27/2016 04:35:42 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017602,12/27/2016,Emergency Medical Service (EMS),700BLK OLYMPIC BLVD W,E-1,Station 1 ,12/27/2016 03:38:40 PM,12/27/2016 04:54:15 PM,Report              ,34.01483121290795,-118.48684802624241,"(34.014831212908, -118.486848026242)",,,060377019023003,06037701902,364
16017601,12/27/2016,Emergency Medical Service (EMS),2000BLK SANTA MONICA BLVD,E-3,Station 3 ,12/27/2016 02:50:10 PM,12/27/2016 03:02:20 PM,Report              ,34.028719471548683,-118.47996988781934,"(34.028719471549, -118.479969887819)",,,060377016023017,06037701602,364
16017600,12/27/2016,Emergency Medical Service (EMS),2200BLK COLORADO AVE ,E-3,Station 3 ,12/27/2016 02:39:36 PM,12/27/2016 02:54:15 PM,Report              ,34.027224070618637,-118.47537644531579,"(34.027224070619, -118.475376445316)",,,060377018015000,06037701801,364
16017599,12/27/2016,Emergency Medical Service (EMS),2000BLK SANTA MONICA BLVD,E-3,Station 3 ,12/27/2016 02:13:44 PM,12/27/2016 02:54:35 PM,Report              ,34.029103933128113,-118.4794938973306,"(34.029103933128, -118.479493897331)",,,060377017013006,06037701701,364
16017598,12/27/2016,Emergency Medical Service (EMS),2800BLK NEILSON WAY,E-2,Station 2 ,12/27/2016 02:12:32 PM,12/27/2016 03:16:13 PM,Report              ,34.000129634093909,-118.4827072955916,"(34.000129634094, -118.482707295592)",,,060377021021000,06037702102,363
16017597,12/27/2016,Emergency Medical Service (EMS),EUCLID ST / PICO BLVD,E-2,Station 2 ,12/27/2016 01:59:03 PM,12/27/2016 02:07:19 PM,Report              ,34.01530323353763,-118.47729153531238,"(34.015303233538, -118.477291535312)",,,060377018022012,06037701802,363
16017596,12/27/2016,Emergency Medical Service (EMS),300BLK COLORADO AVE ,E-1,Station 1 ,12/27/2016 01:58:22 PM,12/27/2016 02:40:34 PM,Report              ,34.012816246084334,-118.49315420057174,"(34.012816246084, -118.493154200572)",,,060377019022016,06037701902,368
16017594,12/27/2016,Automatic Alarm,1000BLK LINCOLN BLVD ,E-6,Station 1 ,12/27/2016 01:47:18 PM,12/27/2016 02:13:01 PM,Report              ,34.024878569273966,-118.49767557563114,"(34.024878569274, -118.497675575631)",,,060377014024000,06037701402,365
16017593,12/27/2016,Emergency Medical Service (EMS),1400BLK 9TH ST,E-1,Station 1 ,12/27/2016 01:20:44 PM,12/27/2016 01:48:42 PM,Report              ,34.019579881534945,-118.48964021196348,"(34.019579881535, -118.489640211963)",,,060377017023006,06037701702,368
16017592,12/27/2016,Emergency Medical Service (EMS),2000BLK 14TH ST,E-2,Station 2 ,12/27/2016 11:25:43 AM,12/27/2016 11:48:42 AM,Report              ,34.015188530043268,-118.47507279729207,"(34.015188530043, -118.475072797292)",,,060377022013001,06037702201,363
16017591,12/27/2016,Emergency Medical Service (EMS),1100BLK EUCLID ST,E-4,Station 3 ,12/27/2016 11:22:33 AM,12/27/2016 11:29:50 AM,Report              ,34.026699054346295,-118.49059918641278,"(34.026699054346, -118.490599186413)",,,060377015012006,06037701501,365
16017589,12/27/2016,Request Fire,1400BLK LINCOLN BLVD ,E-1,Station 1 ,12/27/2016 10:50:03 AM,12/27/2016 10:52:40 AM,Cancelled           ,34.01881130755627,-118.49058672989742,"(34.018811307556, -118.490586729897)",,,060377019021025,06037701902,368
16017588,12/27/2016,Emergency Medical Service (EMS),1400BLK LINCOLN BLVD,E-1,Station 1 ,12/27/2016 10:49:40 AM,12/27/2016 11:08:46 AM,Report              ,34.01881130755627,-118.49058672989742,"(34.018811307556, -118.490586729897)",,,060377019021025,06037701902,368
16017587,12/27/2016,Emergency Medical Service (EMS),1200BLK 6TH ST,E-6,Station 1 ,12/27/2016 10:43:59 AM,12/27/2016 11:02:15 AM,Report              ,34.019956798433284,-118.49560660722329,"(34.019956798433, -118.495606607223)",,,060377019021005,06037701902,368
16017586,12/27/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/27/2016 10:38:13 AM,12/27/2016 11:15:18 AM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017585,12/27/2016,Emergency Medical Service (EMS),600BLK ASHLAND AVE,E-2,Station 2 ,12/27/2016 09:56:26 AM,12/27/2016 10:24:03 AM,Report              ,34.003251079123245,-118.47564691076079,"(34.003251079123, -118.475646910761)",,,060377021023005,06037702102,363
16017584,12/27/2016,Emergency Medical Service (EMS),2700BLK SANTA MONICA BLVD ,E-3,Station 3 ,12/27/2016 09:42:42 AM,12/27/2016 10:14:10 AM,Report              ,34.03407407645625,-118.47336337517203,"(34.034074076456, -118.473363375172)",,,060377017012005,06037701701,364
16017583,12/27/2016,Emergency Medical Service (EMS),1000BLK PINE ST,E-2,Station 2 ,12/27/2016 09:36:37 AM,12/27/2016 10:27:41 AM,Report              ,34.009395947341865,-118.47599433530611,"(34.009395947342, -118.475994335306)",,,060377022015003,06037702201,363
16017582,12/27/2016,Automatic Alarm,1900BLK SANTA MONICA BLVD,E-3,Station 3 ,12/27/2016 08:36:37 AM,12/27/2016 09:11:21 AM,Report              ,34.028297193351925,-118.48048773011773,"(34.028297193352, -118.480487730118)",,,060377017021001,06037701702,364
16017580,12/27/2016,Emergency Medical Service (EMS),200BLK ALTA AVE,E-6,Station 1 ,12/27/2016 08:34:25 AM,12/27/2016 09:13:45 AM,Report              ,34.025251276837068,-118.50801771377243,"(34.025251276837, -118.508017713772)",,,060377013043010,06037701304,366
16017579,12/27/2016,Emergency Medical Service (EMS),1400BLK 4TH ST,E-1,Station 1 ,12/27/2016 08:25:01 AM,12/27/2016 08:57:29 AM,Report              ,34.015745142206356,-118.49436725449992,"(34.015745142206, -118.4943672545)",,,060377019021033,06037701902,368
16017578,12/27/2016,Automatic Alarm,1400BLK MONTANA AVE ,E-4,Station 3 ,12/27/2016 08:13:17 AM,12/27/2016 08:38:56 AM,Report              ,34.032574000777785,-118.49469926033585,"(34.032574000778, -118.494699260336)",,,060377012022006,06037701202,365
16017576,12/27/2016,Flooded Condition,1400BLK 4TH ST,E-1,Station 1 ,12/27/2016 05:36:23 AM,12/27/2016 05:49:13 AM,Report              ,34.015745142206356,-118.49436725449992,"(34.015745142206, -118.4943672545)",,,060377019021033,06037701902,368
16017575,12/27/2016,Structure Fire,1100BLK CHELSEA AVE,E-4,Station 3 ,12/27/2016 03:28:18 AM,12/27/2016 04:26:41 AM,Report              ,34.035407593253645,-118.4799049388468,"(34.035407593254, -118.479904938847)",,,060377016013021,06037701601,365
16017574,12/27/2016,Emergency Medical Service (EMS),800BLK 15TH ST,E-4,Station 3 ,12/27/2016 02:58:27 AM,12/27/2016 03:46:52 AM,Report              ,34.03228826772235,-118.49344627023837,"(34.032288267722, -118.493446270238)",,,060377012022005,06037701202,365
16017573,12/27/2016,Emergency Medical Service (EMS),1300BLK 4TH ST ,E-1,Station 1 ,12/27/2016 02:18:16 AM,12/27/2016 03:09:00 AM,Report              ,34.01771766281751,-118.49666822535379,"(34.017717662818, -118.496668225354)",,,060377019022001,06037701902,368
16017572,12/27/2016,Emergency Medical Service (EMS),2200BLK PICO BLVD,E-5N,Station 5 ,12/27/2016 01:24:01 AM,12/27/2016 01:49:11 AM,Report              ,34.020768430319777,-118.46704615766622,"(34.02076843032, -118.467046157666)",,,060377018015021,06037701801,363
16017571,12/27/2016,Emergency Medical Service (EMS),1100BLK 11TH ST,E-6,Station 1 ,12/27/2016 01:16:23 AM,12/27/2016 02:03:07 AM,Report              ,34.025167556345224,-118.49248890875971,"(34.025167556345, -118.49248890876)",,,060377015013013,06037701501,365
16017570,12/27/2016,Emergency Medical Service (EMS),1800BLK 10TH ST,E-2,Station 2 ,12/27/2016 12:27:28 AM,12/27/2016 01:43:19 AM,Report              ,34.014426606998832,-118.48179834701041,"(34.014426606999, -118.48179834701)",,,060377018023008,06037701802,364
16017569,12/27/2016,Emergency Medical Service (EMS),2600BLK WILSHIRE BLVD,E-4,Station 3 ,12/27/2016 12:24:06 AM,12/27/2016 01:02:20 AM,Report              ,34.03638429183394,-118.47698643345724,"(34.036384291834, -118.476986433457)",,,060377016022002,06037701602,365
16017568,12/26/2016,Emergency Medical Service (EMS),1500BLK 2ND ST ,E-1,Station 1 ,12/26/2016 11:46:38 PM,12/27/2016 12:12:08 AM,Report              ,34.012875693762759,-118.494694984691,"(34.012875693763, -118.494694984691)",,,060377019022017,06037701902,368
16017567,12/26/2016,Carbon Monoxide Alarm,300BLK 24TH ST,E-4,Station 3 ,12/26/2016 11:30:27 PM,12/26/2016 11:48:36 PM,Report              ,34.04531106510413,-118.49157073910968,"(34.045311065104, -118.49157073911)",,,060377012011018,06037701201,366
16017566,12/26/2016,Emergency Medical Service (EMS),1700BLK EUCLID ST,E-2,Station 2 ,12/26/2016 10:36:13 PM,12/26/2016 11:03:06 PM,Report              ,34.01787561501218,-118.48028828781224,"(34.017875615012, -118.480288287812)",,,060377018024030,06037701802,364
16017565,12/26/2016,Emergency Medical Service (EMS),2900BLK EXPOSITION BLVD,E-5N,Station 5 ,12/26/2016 09:56:03 PM,12/26/2016 10:53:30 PM,Report              ,34.028813160360876,-118.46147128985507,"(34.028813160361, -118.461471289855)",,,060377018012004,06037701801,364
16017564,12/26/2016,Emergency Medical Service (EMS),1300BLK 20TH ST,E-3,Station 3 ,12/26/2016 09:55:13 PM,12/26/2016 10:16:37 PM,Report              ,34.029348447938766,-118.48079774666763,"(34.029348447939, -118.480797746668)",,,060377015021014,06037701502,364
16017563,12/26/2016,Emergency Medical Service (EMS),1400BLK 14TH ST,E-3,Station 3 ,12/26/2016 09:53:44 PM,12/26/2016 10:13:25 PM,Report              ,34.023414328526378,-118.48491404954083,"(34.023414328526, -118.484914049541)",,,060377017022004,06037701702,364
16017562,12/26/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/26/2016 09:20:34 PM,12/26/2016 09:50:08 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017561,12/26/2016,Emergency Medical Service (EMS),2900BLK PICO BLVD ,E-5N,Station 5 ,12/26/2016 08:51:22 PM,12/26/2016 09:12:42 PM,Report              ,34.024811404633304,-118.4594542875774,"(34.024811404633, -118.459454287577)",,,060377018013008,06037701801,363
16017560,12/26/2016,Emergency Medical Service (EMS),2000BLK ARIZONA AVE,E-4,Station 3 ,12/26/2016 08:35:54 PM,12/26/2016 09:13:04 PM,Report              ,34.030379080666442,-118.48113317358468,"(34.030379080666, -118.481133173585)",,,060377016023017,06037701602,364
16017559,12/26/2016,Emergency Medical Service (EMS),9TH ST / WILSHIRE BLVD,E-6,Station 1 ,12/26/2016 08:19:32 PM,12/26/2016 08:34:58 PM,Report              ,34.022940612585977,-118.49357587236931,"(34.022940612586, -118.493575872369)",,,060377015023006,06037701502,368
16017558,12/26/2016,Emergency Medical Service (EMS),2600BLK 33RD ST,E-5N,Station 5 ,12/26/2016 07:56:02 PM,12/26/2016 08:38:35 PM,Report              ,34.022809227617792,-118.45188297456865,"(34.022809227618, -118.451882974569)",,,060377023001006,06037702300,363
16017557,12/26/2016,Emergency Medical Service (EMS),5TH ST / COLORADO AVE,E-1,Station 1 ,12/26/2016 07:04:47 PM,12/26/2016 07:30:14 PM,Report              ,34.014496755234227,-118.4910659238578,"(34.014496755234, -118.491065923858)",,,060377019021036,06037701902,368
16017556,12/26/2016,Emergency Medical Service (EMS),LINCOLN BLVD / CALIFORNIA AVE,E-6,Station 1 ,12/26/2016 06:25:12 PM,12/26/2016 07:48:56 PM,Report              ,34.023551166524996,-118.49612796024886,"(34.023551166525, -118.496127960249)",,,060377014024009,06037701402,365
16017555,12/26/2016,Emergency Medical Service (EMS),1300BLK PRINCETON ST,E-3,Station 3 ,12/26/2016 06:13:22 PM,12/26/2016 06:42:20 PM,Report              ,34.035379578639748,-118.47489088604394,"(34.03537957864, -118.474890886044)",,,060377016022007,06037701602,364
16017554,12/26/2016,Emergency Medical Service (EMS),1300BLK 20TH ST,E-3,Station 3 ,12/26/2016 06:10:11 PM,12/26/2016 06:44:16 PM,Report              ,34.029348447938766,-118.48079774666763,"(34.029348447939, -118.480797746668)",,,060377015021014,06037701502,364
16017553,12/26/2016,Automatic Alarm,1400BLK MONTANA AVE ,E-4,Station 3 ,12/26/2016 06:06:12 PM,12/26/2016 06:07:43 PM,Report              ,34.032574000777785,-118.49469926033585,"(34.032574000778, -118.494699260336)",,,060377012022006,06037701202,365
16017552,12/26/2016,Automatic Alarm,1400BLK MONTANA AVE ,E-4,Station 3 ,12/26/2016 05:41:24 PM,12/26/2016 05:56:57 PM,Report              ,34.032574000777785,-118.49469926033585,"(34.032574000778, -118.494699260336)",,,060377012022006,06037701202,365
16017551,12/26/2016,Emergency Medical Service (EMS),1700BLK OCEAN AVE ,E-2,Station 2 ,12/26/2016 05:04:27 PM,12/26/2016 05:40:52 PM,Report              ,34.008964543289451,-118.49200823158681,"(34.00896454329, -118.492008231587)",,,060377019023027,06037701902,368
16017550,12/26/2016,Emergency Medical Service (EMS),900BLK 17TH ST,E-4,Station 3 ,12/26/2016 04:35:30 PM,12/26/2016 05:42:19 PM,Report              ,34.0324832653856,-118.48999266558764,"(34.032483265386, -118.489992665588)",,,060377012022012,06037701202,365
16017549,12/26/2016,Emergency Medical Service (EMS),600BLK SANTA MONICA BLVD ,E-1,Station 1 ,12/26/2016 04:30:34 PM,12/26/2016 04:49:49 PM,Report              ,34.018331153639856,-118.49278625202403,"(34.01833115364, -118.492786252024)",,,060377019021022,06037701902,368
16017548,12/26/2016,Emergency Medical Service (EMS),1100BLK 3RD ST,E-6,Station 1 ,12/26/2016 04:22:32 PM,12/26/2016 05:35:44 PM,Report              ,34.019036977591824,-118.50005475398064,"(34.019036977592, -118.500054753981)",,,060377014023015,06037701402,365
16017547,12/26/2016,Emergency Medical Service (EMS),1400BLK PACIFIC COAST HWY,E-1,Station 1 ,12/26/2016 03:20:53 PM,12/26/2016 04:04:01 PM,Report              ,34.013033423454246,-118.497872813334,"(34.013033423454, -118.497872813334)",,,060377019023037,06037701902,368
16017546,12/26/2016,Emergency Medical Service (EMS),1500BLK PALISADES PARK,E-1,Station 1 ,12/26/2016 02:58:58 PM,12/26/2016 03:29:09 PM,Report              ,,,,,,060377019023038,06037701902,
16017545,12/26/2016,Miscellaneous Outside Fire,CLOVERFIELD BLVD / DELAWARE AVE,E-5N,Station 5 ,12/26/2016 02:18:01 PM,12/26/2016 02:31:26 PM,Report              ,34.024232046682229,-118.46892728598245,"(34.024232046682, -118.468927285982)",,,060377018015016,06037701801,364
16017544,12/26/2016,Odor of Natural Gas,900BLK IDAHO AVE,E-6,Station 1 ,12/26/2016 01:40:53 PM,12/26/2016 01:59:14 PM,Report              ,34.027404038375678,-118.49786841145757,"(34.027404038376, -118.497868411458)",,,060377013022017,06037701302,365
16017543,12/26/2016,Emergency Medical Service (EMS),700BLK RAYMOND AVE,E-2,Station 2 ,12/26/2016 11:49:21 AM,12/26/2016 12:26:56 PM,Report              ,34.004658317809465,-118.47479989027178,"(34.00465831781, -118.474799890272)",,,060377021023000,06037702102,363
16017542,12/26/2016,Emergency Medical Service (EMS),1800BLK CLOVERFIELD BLVD ,E-3,Station 3 ,12/26/2016 11:48:26 AM,12/26/2016 12:17:33 PM,Report              ,34.02543087018536,-118.47033074325998,"(34.025430870185, -118.47033074326)",,,060377018015007,06037701801,364
16017541,12/26/2016,Elevator Rescue,1400BLK 2ND ST,E-1,Station 1 ,12/26/2016 11:34:37 AM,12/26/2016 12:27:07 PM,Report              ,34.014212267330926,-118.49625828483869,"(34.014212267331, -118.496258284839)",,,060377019022009,06037701902,368
16017540,12/26/2016,Emergency Medical Service (EMS),2000BLK PICO BLVD ,E-5N,Station 5 ,12/26/2016 11:10:11 AM,12/26/2016 12:17:07 PM,Report              ,34.007973184192053,-118.48964422447861,"(34.007973184192, -118.489644224479)",,,060377020021003,06037702002,368
16017539,12/26/2016,Emergency Medical Service (EMS),1300BLK 6TH ST ,E-1,Station 1 ,12/26/2016 10:57:48 AM,12/26/2016 11:19:54 AM,Report              ,34.019248026342837,-118.49478022493064,"(34.019248026343, -118.494780224931)",,,060377019021012,06037701902,368
16017538,12/26/2016,Emergency Medical Service (EMS),800BLK OCEAN AVE,E-6,Station 1 ,12/26/2016 10:56:10 AM,12/26/2016 11:43:40 AM,Report              ,34.021540741686451,-118.50670907660836,"(34.021540741687, -118.506709076608)",,,060377014021002,06037701402,365
16017537,12/26/2016,Automatic Alarm,1700BLK EUCLID ST,E-2,Station 2 ,12/26/2016 10:53:54 AM,12/26/2016 11:09:15 AM,Report              ,34.01787561501218,-118.48028828781224,"(34.017875615012, -118.480288287812)",,,060377018024030,06037701802,364
16017536,12/26/2016,Emergency Medical Service (EMS),400BLK 14TH ST,E-4,Station 3 ,12/26/2016 10:27:33 AM,12/26/2016 11:25:16 AM,Report              ,34.03583268712655,-118.49943129090588,"(34.035832687127, -118.499431290906)",,,060377013041013,06037701304,366
16017535,12/26/2016,Emergency Medical Service (EMS),1300BLK CEDAR ST,E-2,Station 2 ,12/26/2016 09:45:20 AM,12/26/2016 10:49:24 AM,Report              ,34.012112526050537,-118.47324606357046,"(34.012112526051, -118.47324606357)",,,060377022012002,06037702201,363
16017533,12/26/2016,Emergency Medical Service (EMS),1200BLK 11TH ST,E-6,Station 1 ,12/26/2016 07:56:20 AM,12/26/2016 08:17:21 AM,Report              ,34.024430440095664,-118.49162529632464,"(34.024430440096, -118.491625296325)",,,060377015023002,06037701502,368
16017532,12/26/2016,Emergency Medical Service (EMS),1400BLK OCEAN AVE,E-1,Station 1 ,12/26/2016 03:45:10 AM,12/26/2016 04:12:58 AM,Report              ,34.013426734647226,-118.4972254990458,"(34.013426734647, -118.497225499046)",,,060377019022009,06037701902,368
16017531,12/26/2016,Emergency Medical Service (EMS),1100BLK 19TH ST,E-4,Station 3 ,12/26/2016 02:31:12 AM,12/26/2016 03:07:31 AM,Report              ,34.031321607562148,-118.48494682811037,"(34.031321607562, -118.48494682811)",,,060377015011012,06037701501,365
16017530,12/25/2016,Emergency Medical Service (EMS),1000BLK 3RD ST,E-6,Station 1 ,12/25/2016 10:46:45 PM,12/25/2016 11:24:25 PM,Report              ,34.020413964217731,-118.50166884290859,"(34.020413964218, -118.501668842909)",,,060377014023004,06037701402,365
16017529,12/25/2016,Emergency Medical Service (EMS),1600BLK OCEAN AVE ,E-2,Station 2 ,12/25/2016 09:53:50 PM,12/25/2016 10:18:25 PM,Report              ,34.010479930502534,-118.49378135181156,"(34.010479930503, -118.493781351812)",,,060377019023016,06037701902,368
16017528,12/25/2016,Emergency Medical Service (EMS),1700BLK 16TH ST,E-3,Station 3 ,12/25/2016 09:44:11 PM,12/25/2016 10:26:04 PM,Report              ,34.0201907064402,-118.47746374216068,"(34.02019070644, -118.477463742161)",,,060377018024013,06037701802,364
16017527,12/25/2016,Emergency Medical Service (EMS),1300BLK 2ND ST ,E-1,Station 1 ,12/25/2016 09:15:27 PM,12/25/2016 09:28:35 PM,Report              ,34.016184920127344,-118.4985637764588,"(34.016184920127, -118.498563776459)",,,060377019022005,06037701902,368
16017526,12/25/2016,Emergency Medical Service (EMS),2500BLK LINCOLN BLVD,E-2,Station 2 ,12/25/2016 09:03:43 PM,12/25/2016 09:29:50 PM,Report              ,34.007301472325743,-118.47680039296145,"(34.007301472326, -118.476800392961)",,,060377020023012,06037702002,363
16017525,12/25/2016,Emergency Medical Service (EMS),500BLK 16TH ST,E-4,Station 3 ,12/25/2016 09:00:15 PM,12/25/2016 09:13:38 PM,Report              ,34.035962397561157,-118.49589626200243,"(34.035962397561, -118.495896262002)",,,060377012015010,06037701201,366
16017524,12/25/2016,Emergency Medical Service (EMS),800BLK 2ND ST,E-6,Station 1 ,12/25/2016 07:08:35 PM,12/25/2016 08:07:24 PM,Report              ,34.022324192148133,-118.50574451515342,"(34.022324192148, -118.505744515153)",,,060377014021000,06037701402,365
16017523,12/25/2016,Emergency Medical Service (EMS),3100BLK ARIZONA AVE,E-4,Station 3 ,12/25/2016 06:47:15 PM,12/25/2016 07:25:43 PM,Report              ,34.038835880776304,-118.47068991049305,"(34.038835880776, -118.470689910493)",,,060377016021008,06037701602,364
16017522,12/25/2016,Emergency Medical Service (EMS),600BLK PALISADES AVE ,E-6,Station 1 ,12/25/2016 05:51:42 PM,12/25/2016 06:25:31 PM,Report              ,34.026941321845527,-118.50339167390158,"(34.026941321846, -118.503391673902)",,,060377013042011,06037701304,366
16017521,12/25/2016,Automatic Alarm,1400BLK 4TH ST ,E-1,Station 1 ,12/25/2016 04:59:11 PM,12/25/2016 05:08:26 PM,Report              ,34.015745142206356,-118.49436725449992,"(34.015745142206, -118.4943672545)",,,060377019021033,06037701902,368
16017520,12/25/2016,Flooded Condition,1400BLK OLYMPIC BLVD ,E-3,Station 3 ,12/25/2016 04:56:27 PM,12/25/2016 05:15:37 PM,Report              ,34.019723295418459,-118.4805142361584,"(34.019723295419, -118.480514236158)",,,060377018024017,06037701802,364
16017519,12/25/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/25/2016 04:31:20 PM,12/25/2016 05:21:10 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017518,12/25/2016,Emergency Medical Service (EMS),900BLK 17TH ST,E-4,Station 3 ,12/25/2016 04:29:49 PM,12/25/2016 04:33:54 PM,Report              ,34.0324832653856,-118.48999266558764,"(34.032483265386, -118.489992665588)",,,060377012022012,06037701202,365
16017517,12/25/2016,Emergency Medical Service (EMS),900BLK 10TH ST,E-6,Station 1 ,12/25/2016 03:38:32 PM,12/25/2016 03:57:42 PM,Report              ,34.027116587053584,-118.49661055520454,"(34.027116587054, -118.496610555205)",,,060377013022018,06037701302,365
16017516,12/25/2016,Emergency Medical Service (EMS),LINCOLN BLVD / OLYMPIC BLVD E,E-2,Station 2 ,12/25/2016 02:20:11 PM,12/25/2016 02:42:10 PM,Report              ,34.014506657025024,-118.48552605743294,"(34.014506657025, -118.485526057433)",,,060377019023007,06037701902,364
16017515,12/25/2016,Emergency Medical Service (EMS),900BLK CALIFORNIA AVE,E-6,Station 1 ,12/25/2016 02:13:46 PM,12/25/2016 02:40:26 PM,Report              ,34.024704509851276,-118.49471356298015,"(34.024704509851, -118.49471356298)",,,060377015013010,06037701501,365
16017514,12/25/2016,Emergency Medical Service (EMS),1000BLK 3RD ST,E-6,Station 1 ,12/25/2016 02:03:19 PM,12/25/2016 02:28:23 PM,Report              ,34.020413964217731,-118.50166884290859,"(34.020413964218, -118.501668842909)",,,060377014023004,06037701402,365
16017513,12/25/2016,Odor of Natural Gas,300BLK 24TH ST,E-4,Station 3 ,12/25/2016 01:24:45 PM,12/25/2016 01:44:04 PM,Report              ,34.04531106510413,-118.49157073910968,"(34.045311065104, -118.49157073911)",,,060377012011018,06037701201,366
16017512,12/25/2016,Emergency Medical Service (EMS),1300BLK 5TH ST,E-1,Station 1 ,12/25/2016 01:22:35 PM,12/25/2016 01:42:01 PM,Report              ,34.017851475580848,-118.49498865782543,"(34.017851475581, -118.494988657825)",,,060377019021010,06037701902,368
16017511,12/25/2016,Emergency Medical Service (EMS),1200BLK BAY ST,E-2,Station 2 ,12/25/2016 01:15:20 PM,12/25/2016 01:40:23 PM,Report              ,34.013656271757341,-118.47822234337978,"(34.013656271757, -118.47822234338)",,,060377022013011,06037702201,363
16017510,12/25/2016,Emergency Medical Service (EMS),900BLK 3RD ST,E-6,Station 1 ,12/25/2016 12:30:08 PM,12/25/2016 12:48:18 PM,Report              ,34.021752270901764,-118.50323251446054,"(34.021752270902, -118.503232514461)",,,060377014022007,06037701402,365
16017509,12/25/2016,Emergency Medical Service (EMS),700BLK CALIFORNIA AVE,E-6,Station 1 ,12/25/2016 12:14:41 PM,12/25/2016 12:34:26 PM,Report              ,34.023170285235437,-118.49660407983321,"(34.023170285235, -118.496604079833)",,,060377014024000,06037701402,365
16017508,12/25/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/25/2016 09:50:17 AM,12/25/2016 10:30:06 AM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017507,12/25/2016,Electrical Fire - No Fire Visible,1200BLK FRANKLIN ST,E-4,Station 3 ,12/25/2016 09:00:16 AM,12/25/2016 09:13:51 AM,Report              ,34.039881965365339,-118.47099087672166,"(34.039881965365, -118.470990876722)",,,060377016021002,06037701602,364
16017506,12/25/2016,Smoke Investigation,300BLK LINCOLN BLVD,E-6,Station 1 ,12/25/2016 08:36:26 AM,12/25/2016 08:54:38 AM,Report              ,34.032531730452909,-118.50662777281615,"(34.032531730453, -118.506627772816)",,,060377013041038,06037701304,366
16017504,12/25/2016,Emergency Medical Service (EMS),1100BLK 7TH ST,E-6,Station 1 ,12/25/2016 06:30:25 AM,12/25/2016 07:35:39 AM,Report              ,34.022102122854143,-118.49627576473317,"(34.022102122854, -118.496275764733)",,,060377014024010,06037701402,365
16017503,12/25/2016,Automatic Alarm,1300BLK 3RD STREET PROM,E-1,Station 1 ,12/25/2016 06:29:28 AM,12/25/2016 06:47:33 AM,Report              ,34.016324503105331,-118.4968759891658,"(34.016324503105, -118.496875989166)",,,060377019022002,06037701902,368
16017502,12/25/2016,Automatic Alarm,300BLK CIVIC CENTER DR ,E-2,Station 2 ,12/25/2016 04:13:16 AM,12/25/2016 04:20:23 AM,Report              ,34.010829484468552,-118.48944686802763,"(34.010829484469, -118.489446868028)",,,060377019023010,06037701902,368
16017501,12/25/2016,Emergency Medical Service (EMS),1200BLK BAY ST,E-2,Station 2 ,12/25/2016 03:44:28 AM,12/25/2016 04:15:26 AM,Report              ,34.013656271757341,-118.47822234337978,"(34.013656271757, -118.47822234338)",,,060377022013011,06037702201,363
16017500,12/25/2016,Automatic Alarm,1600BLK 7TH ST ,E-1,Station 1 ,12/25/2016 03:33:36 AM,12/25/2016 04:19:40 AM,Report              ,34.015664116749534,-118.48874686397599,"(34.01566411675, -118.488746863976)",,,060377019023002,06037701902,364
16017499,12/25/2016,Emergency Medical Service (EMS),1100BLK MAPLE ST,E-2,Station 2 ,12/25/2016 02:28:49 AM,12/25/2016 03:05:00 AM,Report              ,34.009165052948823,-118.47446835029292,"(34.009165052949, -118.474468350293)",,,060377022015007,06037702201,363
16017498,12/25/2016,Automatic Alarm,200BLK SANTA MONICA PIER,E-1,Station 1 ,12/25/2016 12:13:44 AM,12/25/2016 12:21:37 AM,Report              ,34.010123810588006,-118.49647884215844,"(34.010123810588, -118.496478842158)",,,060377019023030,06037701902,368
16017497,12/24/2016,Emergency Medical Service (EMS),1400BLK 2ND ST,E-1,Station 1 ,12/24/2016 10:47:23 PM,12/24/2016 11:38:31 PM,Report              ,34.014212267330926,-118.49625828483869,"(34.014212267331, -118.496258284839)",,,060377019022009,06037701902,368
