"ledger_type","cost_center_type","fund_id","fund_name","department_id","department_name","division_id","division_name","object","object_description","category_code","category_code_description","fiscal_year","july","august","september","october","november","december","january","february","march","april","may","june","total"
"BA","IS","00001","General Fund","400","COMMUNITY & CULTURAL SERVICES","544","COMMUNITY RECREATION","400440","PARK FILMING LOCATION FEES","612","Charges for Service","2016","-50900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-50900.00"
"B1","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400470","POLICE PERMITS","608","Licenses and Permits","2013","-110338.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-110338.00"
"BA","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400470","POLICE PERMITS","608","Licenses and Permits","2014","-12350.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12350.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400470","POLICE PERMITS","608","Licenses and Permits","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400470","POLICE PERMITS","608","Licenses and Permits","2014","-12350.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12350.00"
"BA","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400470","POLICE PERMITS","608","Licenses and Permits","2015","-23805.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-23805.00"
"BA","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400470","POLICE PERMITS","608","Licenses and Permits","2016","-24710.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-24710.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400480","SALES TAX IN-LIEU","604","Sales Tax","2013","-8500116.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8500116.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400480","SALES TAX IN-LIEU","604","Sales Tax","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400480","SALES TAX IN-LIEU","604","Sales Tax","2014","-8810690.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8810690.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400480","SALES TAX IN-LIEU","604","Sales Tax","2014","-8810690.00","0.00","0.00","0.00","0.00","0.00","-202656.00","0.00","0.00","0.00","0.00","0.00","-9013346.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400480","SALES TAX IN-LIEU","604","Sales Tax","2015","-4555465.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4555465.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400490","FIREFIGHTER IN-SERVICE TRAININ","610","Intergovernmental","2015","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400500","BUILDING PERMITS","612","Charges for Service","2013","-2475000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2475000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400500","BUILDING PERMITS","612","Charges for Service","2014","-2647050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2647050.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400500","BUILDING PERMITS","612","Charges for Service","2014","-2647050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2647050.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400500","BUILDING PERMITS","612","Charges for Service","2015","-2718520.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2718520.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400510","PLAN CHECK FEES-BLDG & SAFETY","612","Charges for Service","2013","-2419000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2419000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400510","PLAN CHECK FEES-BLDG & SAFETY","612","Charges for Service","2014","-2587074.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2587074.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400510","PLAN CHECK FEES-BLDG & SAFETY","612","Charges for Service","2014","-2587074.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2587074.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400510","PLAN CHECK FEES-BLDG & SAFETY","612","Charges for Service","2016","-2864430.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2864430.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2013","-35700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-35700.00"
"B1","IS","00001","General Fund","110","CITY MANAGER","226","OFF SUSTAINABILITY & ENVIRON","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2013","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"B1","IS","00031","Wastewater Fund","500","PUBLIC WORKS","661","WASTE WATER","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2013","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","322","CODE COMPLIANCE","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2013","-200000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-200000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-36414.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-36414.00"
"BA","IS","00001","General Fund","110","CITY MANAGER","226","OFF SUSTAINABILITY & ENVIRON","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","322","CODE COMPLIANCE","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-210000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-210000.00"
"BA","IS","00031","Wastewater Fund","500","PUBLIC WORKS","661","WASTE WATER","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"B1","IS","00031","Wastewater Fund","500","PUBLIC WORKS","661","WASTEWATER","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-36414.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-36414.00"
"B1","IS","00001","General Fund","110","CITY MANAGER","226","OFF SUSTAINABILITY & ENVIRON","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","322","CODE ENFORCEMENT","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2014","-210000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-210000.00"
"BA","IS","00031","Wastewater Fund","500","PUBLIC WORKS","661","WASTEWATER","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2015","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2015","-25000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","322","CODE ENFORCEMENT","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2015","-335000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-335000.00"
"BA","IS","00031","Wastewater Fund","500","PUBLIC WORKS","661","WASTEWATER","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2016","-5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","322","CODE ENFORCEMENT","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2016","-360000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-360000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400570","ADMIN FINES/PENALTIES","614","Fines and Forfeitures","2016","-25000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25000.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400580","FILMING PERMITS","608","Licenses and Permits","2013","-143465.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-143465.00"
"B1","IS","00011","Beach Recreation Fund","400","COMMUNITY & CULTURAL SERVICES","522","BEACH ADMINISTRATION","400580","FILMING PERMITS","608","Licenses and Permits","2013","-85350.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-85350.00"
"BA","IS","00011","Beach Recreation Fund","400","COMMUNITY & CULTURAL SERVICES","522","BEACH ADMINISTRATION","400580","FILMING PERMITS","608","Licenses and Permits","2014","-87911.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-87911.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400580","FILMING PERMITS","608","Licenses and Permits","2014","-146334.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-146334.00"
"B1","IS","00011","Beach Recreation Fund","400","COMMUNITY & CULTURAL SERVICES","522","BEACH ADMINISTRATION","400580","FILMING PERMITS","608","Licenses and Permits","2014","-87911.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-87911.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400580","FILMING PERMITS","608","Licenses and Permits","2014","-146334.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-146334.00"
"BA","IS","00011","Beach Recreation Fund","400","COMMUNITY & CULTURAL SERVICES","522","BEACH ADMINISTRATION","400580","FILMING PERMITS","608","Licenses and Permits","2015","-88000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-88000.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400580","FILMING PERMITS","608","Licenses and Permits","2015","-148968.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-148968.00"
"BA","IS","00011","Beach Recreation Fund","400","COMMUNITY & CULTURAL SERVICES","522","BEACH ADMINISTRATION","400580","FILMING PERMITS","608","Licenses and Permits","2016","-88000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-88000.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400580","FILMING PERMITS","608","Licenses and Permits","2016","-151947.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-151947.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400600","OVERSIZE LOAD","612","Charges for Service","2013","-55071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-55071.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400600","OVERSIZE LOAD","612","Charges for Service","2014","-30071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30071.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400600","OVERSIZE LOAD","612","Charges for Service","2014","-30071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30071.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400600","OVERSIZE LOAD","612","Charges for Service","2015","-30000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400600","OVERSIZE LOAD","612","Charges for Service","2016","-30000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30000.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400601","REVIEW OF PUBLIC ROW APPLICATI","612","Charges for Service","2013","-103349.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-103349.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400601","REVIEW OF PUBLIC ROW APPLICATI","612","Charges for Service","2014","-103349.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-103349.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400601","REVIEW OF PUBLIC ROW APPLICATI","612","Charges for Service","2014","-103349.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-103349.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400601","REVIEW OF PUBLIC ROW APPLICATI","612","Charges for Service","2015","-107019.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-107019.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","267","STRATEGIC & TRANSP. PLANNING","400601","REVIEW OF PUBLIC ROW APPLICATI","612","Charges for Service","2016","-111086.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-111086.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400610","USE OF PUBLIC PROPERTY PERMITS","612","Charges for Service","2013","-468795.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-468795.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400610","USE OF PUBLIC PROPERTY PERMITS","612","Charges for Service","2014","-488071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-488071.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400610","USE OF PUBLIC PROPERTY PERMITS","612","Charges for Service","2014","-488071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-488071.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400610","USE OF PUBLIC PROPERTY PERMITS","612","Charges for Service","2015","-517500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-517500.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400610","USE OF PUBLIC PROPERTY PERMITS","612","Charges for Service","2016","-537165.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-537165.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400613","NEWSRACK PERMITS","612","Charges for Service","2013","-35530.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-35530.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400613","NEWSRACK PERMITS","612","Charges for Service","2014","-25000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25000.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400613","NEWSRACK PERMITS","612","Charges for Service","2014","-25000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25000.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400613","NEWSRACK PERMITS","612","Charges for Service","2015","-20500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20500.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400613","NEWSRACK PERMITS","612","Charges for Service","2016","-18000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18000.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400620","RESURFACING PERMITS","612","Charges for Service","2013","-17136.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17136.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400620","RESURFACING PERMITS","612","Charges for Service","2014","-17479.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17479.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400620","RESURFACING PERMITS","612","Charges for Service","2014","-17479.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17479.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400620","RESURFACING PERMITS","612","Charges for Service","2015","-17794.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17794.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400620","RESURFACING PERMITS","612","Charges for Service","2016","-18149.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18149.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400660","TECHNOLOGY ENHANCEMENT FEE","612","Charges for Service","2013","-255000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-255000.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400660","TECHNOLOGY ENHANCEMENT FEE","612","Charges for Service","2014","-273105.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-273105.00"
"B1","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400660","TECHNOLOGY ENHANCEMENT FEE","612","Charges for Service","2014","-273105.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-273105.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400660","TECHNOLOGY ENHANCEMENT FEE","612","Charges for Service","2015","-298700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-298700.00"
"BA","IS","00001","General Fund","210","PLANNING & COMM. DEVELOPMENT","321","BUILDING AND SAFETY","400660","TECHNOLOGY ENHANCEMENT FEE","612","Charges for Service","2016","-307660.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-307660.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400670","FIRE PERMITS / FEES","608","Licenses and Permits","2013","-743392.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-743392.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400670","FIRE PERMITS / FEES","608","Licenses and Permits","2014","-761977.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-761977.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400670","FIRE PERMITS / FEES","608","Licenses and Permits","2014","-761977.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-761977.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400670","FIRE PERMITS / FEES","608","Licenses and Permits","2015","-724500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-724500.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400670","FIRE PERMITS / FEES","608","Licenses and Permits","2016","-752031.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-752031.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400680","AMBULANCE FEES","612","Charges for Service","2015","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400681","EMS REVENUE","612","Charges for Service","2013","-889179.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-889179.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400681","EMS REVENUE","612","Charges for Service","2014","-889179.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-889179.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400681","EMS REVENUE","612","Charges for Service","2014","-889179.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-889179.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400681","EMS REVENUE","612","Charges for Service","2015","-1015413.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1015413.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400681","EMS REVENUE","612","Charges for Service","2016","-1099385.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1099385.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400682","MEDICAL SUPPLIES REIMBURSEMENT","612","Charges for Service","2013","-50000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-50000.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400682","MEDICAL SUPPLIES REIMBURSEMENT","612","Charges for Service","2014","-50000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-50000.00"
"B1","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400682","MEDICAL SUPPLIES REIMBURSEMENT","612","Charges for Service","2014","-50000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-50000.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400682","MEDICAL SUPPLIES REIMBURSEMENT","612","Charges for Service","2015","-88025.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-88025.00"
"BA","IS","00001","General Fund","310","FIRE","312","FIRE - ADMINISTRATION","400682","MEDICAL SUPPLIES REIMBURSEMENT","612","Charges for Service","2016","-88025.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-88025.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400690","PLAN CHECK FEES-ENGINEERING","612","Charges for Service","2013","-374576.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-374576.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400690","PLAN CHECK FEES-ENGINEERING","612","Charges for Service","2014","-383728.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-383728.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400690","PLAN CHECK FEES-ENGINEERING","612","Charges for Service","2014","-383728.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-383728.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400690","PLAN CHECK FEES-ENGINEERING","612","Charges for Service","2015","-390635.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-390635.00"
"BA","IS","00001","General Fund","500","PUBLIC WORKS","402","ENGINEERING","400690","PLAN CHECK FEES-ENGINEERING","612","Charges for Service","2016","-412250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-412250.00"
"B1","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400700","PARKING CITATION FINES","614","Fines and Forfeitures","2013","-14000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-14000000.00"
"BA","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400700","PARKING CITATION FINES","614","Fines and Forfeitures","2014","-14300000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-14300000.00"
"B1","IS","00001","General Fund","300","POLICE","304","ADMINISTRATIVE SERVICES DIV","400700","PARKING CITATION FINES","614","Fines and Forfeitures","2014","-14300000.00","0.00","0.00","0.00","0.00","0.00","-700000.00","0.00","0.00","0.00","0.00","0.00","-15000000.00"
