"case_number","parcel_id","location","location_description","title","complaintviolation","reported","statusclosedate","department","zone","ownername","complianceinspector","holdpermits","geom"
"19097","152192121","71 ADAMS ST",,"Housing Code Inspector","Essential Services","2011-01-28T00:00:00.000","2011-01-28T00:00:00.000","JEAN MARIE B",,,"Kionna","Owens Osayande",
"19093","136476005","145 MADISON AV",,"Public Health Inspector","Housing Code Enforcement","2011-01-28T00:00:00.000",,"SERRANO RICARDO",,,"Dan","Lusa",
"19091","136476008","1973 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-28T00:00:00.000",,"DACOSTA JOSE",,,"Dan","Lusa",
"19108","187624069","415 NEW BRITAIN AV",,"Housing Code Inspector","Rooming House / Hotel","2011-01-28T00:00:00.000","2011-04-19T00:00:00.000","FRANCO MIGUEL A",,,"Rochelle","Little",
"19100","178257025","32 ATWOOD ST",,"Housing Code Inspector","Rooming House / Hotel","2011-01-28T00:00:00.000","2011-02-03T00:00:00.000",,"GLORY CHAPEL",,"Kionna","Owens Osayande",
"19092","136476007","1965 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-28T00:00:00.000",,"PARKVILLE APARTMENTS LLC",,,"Dan","Lusa",
"19252","184521091","79 BONNER ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-29T00:00:00.000",,"AQUINO GUILLERMO I",,,"Kionna","Owens Osayande",
"19201","250579162","217 WETHERSFIELD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-31T00:00:00.000",,"217 WETHERSFIELD AVENUE LLC",,,"Rochelle","Little",
"19173","226539124","431 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-31T00:00:00.000",,"KENC GREGORY GEORGE",,,"Dan","Lusa",
"19131","178261407","179 SIGOURNEY ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-01-31T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Kionna","Owens Osayande",
"19142","250560007","266 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-31T00:00:00.000",,,"MA PROPERTIES, LLC",,"Rochelle","Little",
"19141","171040123","540 BLUE HILLS AV",,"Program Supervisor","Housing Code Enforcement","2011-01-31T00:00:00.000",,"FULLER MARY",,,"Tonja","Nelson",
"19170","250560007","266 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-31T00:00:00.000",,,"MA PROPERTIES, LLC",,"Rochelle","Little",
"19139","176198126","85 OAKLAND TER",,"Housing Code Inspector","Essential Services","2011-01-31T00:00:00.000","2011-01-31T00:00:00.000","SMITH CONSTANCE E",,,"Kionna","Owens Osayande",
"19174","276685099","13 BODWELL ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-31T00:00:00.000",,"GRILLO JOSEPH M",,,"Rochelle","Little",
"19152","238108010","65 CHARLOTTE ST",,"Inspector II","Essential Services","2011-02-01T00:00:00.000",,"WWB ASSOC",,,"David","Viens",
"19184","180407014","232 SOUTH MARSHALL ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-01T00:00:00.000",,"HARCON PROPERTIES LTD",,,"Kionna","Owens Osayande",
"19195","192042016","33 BALTIC ST",,"Inspector II","Essential Services","2011-02-02T00:00:00.000","2011-02-10T00:00:00.000","EVANS LEON D",,,"David","Viens",
"19202","217110110","691 GARDEN ST",,"Program Supervisor","Housing Code Enforcement","2011-02-02T00:00:00.000",,"MUHAMMAD GRACE",,,"Tonja","Nelson",
"19207","239115108","150 EARLE ST",,"Housing Code Inspector","Essential Services","2011-02-02T00:00:00.000",,"EMEKS REALTY LLC",,,"Kionna","Owens Osayande",
"19196","192042016","33 BALTIC ST",,"Program Supervisor","Housing Code Enforcement","2011-02-02T00:00:00.000",,"EVANS LEON D",,,"Tonja","Nelson",
"19210","250560007","262 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-02T00:00:00.000","2011-01-25T00:00:00.000",,"MA PROPERTIES, LLC",,"Rochelle","Little",
"19199","278810112","69 GOODRICH ST",,"Housing Code Inspector","Essential Services","2011-02-02T00:00:00.000",,"SMITH DANNY",,,"Rochelle","Little",
"19208","193056071","46 COVENTRY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-02T00:00:00.000",,"CITY OF HARTFORD HEALTH DEPT",,,"Rochelle","Little",
"19200","202423075","387 CAPITOL AV",,"Public Health Inspector","Rodent (HCE)","2011-02-02T00:00:00.000",,,"WOLVERINE PROPERTY LLC",,"Dan","Lusa",
"19239","217104047","34 WINCHESTER ST",,"Housing Code Inspector","Essential Services","2011-02-03T00:00:00.000",,"LANE MARCUS",,,"Kionna","Owens Osayande",
"19231","176194042","24 MILFORD ST",,"Program Supervisor","Housing Code Enforcement","2011-02-03T00:00:00.000",,"FOSTER WILLIE E",,,"Tonja","Nelson",
"19315","217155017","9 ROCKVILLE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-03T00:00:00.000",,"DESTINY RENTAL PROPERTIES LLC",,,"Kionna","Owens Osayande",
"19235","176198126","85 OAKLAND TER",,"Program Supervisor","Housing Code Enforcement","2011-02-03T00:00:00.000",,"SMITH CONSTANCE E",,,"Tonja","Nelson",
"19268","219217018","206 MAGNOLIA ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-04T00:00:00.000",,"88 NELSON REALTY LLC",,,"Kionna","Owens Osayande",
"19316","156396019","371 FARMINGTON AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-04T00:00:00.000",,"FARMINGTON AVENUE APARTMENTS",,,"Kionna","Owens Osayande",
"19266","203423142","40 BABCOCK ST",,"Housing Code Inspector","Essential Services","2011-02-04T00:00:00.000","2011-02-04T00:00:00.000","BLOCKER MARINA",,,"Kionna","Owens Osayande",
"19271","152185077","1468 ALBANY AV",,"Public Health Inspector","Housing Code Enforcement","2011-02-04T00:00:00.000",,"BILLINGTON CLYDE",,,"Dan","Lusa",
"19272","177256070","173 ASHLEY ST","307","Program Supervisor","Housing Code Enforcement","2011-02-04T00:00:00.000",,"HOUSING CONSULTANTS LLC",,,"Tonja","Nelson",
"19265","203423142","40 BABCOCK ST",,"Housing Code Inspector","Essential Services","2011-02-04T00:00:00.000","2011-02-04T00:00:00.000","BLOCKER MARINA",,,"Kionna","Owens Osayande",
"19314","170029199","71 LEBANON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-05T00:00:00.000",,"TEPERMAN BRUCE R",,,"Kionna","Owens Osayande",
"19317","217107081","243 WESTLAND ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-05T00:00:00.000",,"WATKINS RESIDENTIAL CORP",,,"Kionna","Owens Osayande",
"19530","177256070","173 ASHLEY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-06T00:00:00.000",,"HOUSING CONSULTANTS LLC",,,"Kionna","Owens Osayande",
"19306","179320261","41 NILES ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-02-07T00:00:00.000",,"PMC PROPERTY GROUP",,,"Kionna","Owens Osayande",
"19305","176198086","378 WOODLAND ST",,"Program Supervisor","Housing Code Enforcement","2011-02-07T00:00:00.000",,"WILLIAMS IRIS A",,,"Tonja","Nelson",
"19300","178258046","21 WILLARD ST",,"Program Supervisor","Housing Code Enforcement","2011-02-07T00:00:00.000",,"HISTORIC ASYLUM HILL LIMITED",,,"Tonja","Nelson",
"19372","124001002","60 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000","2011-06-24T00:00:00.000","HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19383","124001002","39 BERKELEY DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19360","128137004","1588 ALBANY AV","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19382","124001002","39 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19362","128137004","67 OGILBY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19387","124001002","8 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19385","124001002","23 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19359","128137004","67 OGILBY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19390","124001002","4 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19406","128137004","251 PLAINFIELD ST","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19394","124001002","86 NAHUM DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19403","128137004","104 OGILBY DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19393","124001002","421 GRANBY ST",,"Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19405","128137004","251 PLAINFIELD ST","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19368","128137004","67 OGILBY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19395","124001002","86 NAHUM DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19334","176198130","1115 ALBANY AV",,"Housing Code Inspector","Essential Services","2011-02-08T00:00:00.000",,"HG REALTY ASSOCIATES LLC",,,"Kionna","Owens Osayande",
"19391","124001002","4 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19402","128137004","104 OGILBY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19370","124001002","73 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19404","128137004","251 PLAINFIELD ST","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19379","124001002","48 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19338","237058021","272 CLEVELAND AV",,"Public Health Inspector","Housing Code Enforcement","2011-02-08T00:00:00.000",,,"SODA JERK PROPERTIES LLC",,"Dan","Lusa",
"19386","124001002","23 BERKELEY DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19392","124001002","4 BERKELEY DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19322","174187003","93 BLUE HILLS AV",,"Public Health Inspector","Rodent (HCE)","2011-02-08T00:00:00.000",,,"7 NORFOLK LLC",,"Dan","Lusa",
"19381","124001002","42 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19336","218158125","232 ENFIELD ST",,"Housing Code Inspector","Essential Services","2011-02-08T00:00:00.000",,"REDWAY MATTHEW",,,"Kionna","Owens Osayande",
"19319","174187003","93 BLUE HILLS AV",,"Public Health Inspector","Rodent (HCE)","2011-02-08T00:00:00.000",,,"7 NORFOLK LLC",,"Dan","Lusa",
"19374","124001002","70 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19389","124001002","8 BERKELEY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19377","124001002","49 BERKELEY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19399","124001002","88 NAHUM DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19340","228546042","421 WASHINGTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-08T00:00:00.000","2011-08-03T00:00:00.000","421 WASHINGTON STREET LLC",,,"Rochelle","Little",
"19396","124001002","86 NAHUM DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000","2011-08-25T00:00:00.000","HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19371","124001002","60 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19534","200267148","176 COLLINS ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-08T00:00:00.000",,"CARRIAGE PLACE APARTMENTS LLC",,,"Kionna","Owens Osayande",
"19375","124001002","70 BERKELEY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19397","124001002","88 NAHUM DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19384","124001002","39 BERKELEY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19378","124001002","48 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19380","124001002","46 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19400","124001002","88 NAHUM DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19345","200267149","166 COLLINS ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-08T00:00:00.000","2011-02-09T00:00:00.000",,"CARRIAGE PLACE APTS LLC",,"Dan","Lusa",
"19401","128137004","104 OGILBY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19361","128137004","67 OGILBY DR","A2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19369","128137004","104 OGILBY DR","A1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19388","124001002","8 BERKELEY DR","B1","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19335","218158125","232 ENFIELD ST",,"Housing Code Inspector","Essential Services","2011-02-08T00:00:00.000","2011-02-09T00:00:00.000","REDWAY MATTHEW",,,"Kionna","Owens Osayande",
"19376","124001002","49 BERKELEY DR","B2","Program Supervisor","Certificate of Apartment Occupancy","2011-02-08T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19353","165725064","25 MOUNTAIN ST",,"Inspector II","Housing Code Enforcement","2011-02-09T00:00:00.000",,"MOHLER AVERY TAMMY A",,,"David","Viens",
"19358","178261407","181 SIGOURNEY ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-02-09T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Kionna","Owens Osayande",
"19426","180404007","181 SOUTH MARSHALL ST",,"Program Supervisor","Housing Code Enforcement","2011-02-09T00:00:00.000",,"HARTFORD AREA HABITAT FOR HUM",,,"Tonja","Nelson",
"19532","221271102","453 ALBANY AV","A1","Housing Code Inspector","Housing Code Enforcement","2011-02-09T00:00:00.000",,"HYDER SYED J",,,"Kionna","Owens Osayande",
"19349","178257059","16 TOWNLEY ST","B1","Program Supervisor","Housing Code Enforcement","2011-02-09T00:00:00.000",,"YANCO RHONDA E",,,"Tonja","Nelson",
"19365","208645168","64 HENRY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-09T00:00:00.000",,"CAPITOL CITY INVESTMENTS LLC",,,"Rochelle","Little",
"19357","221271102","447 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-09T00:00:00.000",,"HYDER SYED J",,,"Kionna","Owens Osayande",
"19366","180404007","183 SOUTH MARSHALL ST",,"Program Supervisor","Housing Code Enforcement","2011-02-09T00:00:00.000",,"HARTFORD AREA HABITAT FOR HUM",,,"Tonja","Nelson",
"19398","178261407","179 SIGOURNEY ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-02-09T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Kionna","Owens Osayande",
"19422","200267152","150 COLLINS ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-10T00:00:00.000",,"GARDEN HILL APARTMENTS LLC",,,"Dan","Lusa",
"19535","249562359","155 WETHERSFIELD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-10T00:00:00.000",,"CIL REALTY INC",,,"Kionna","Owens Osayande",
"19423","187624112","51 MONROE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-10T00:00:00.000",,"TROIANO JOSEPH E",,,"Rochelle","Little",
"19468","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19445","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19443","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19461","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19447","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19536","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19462","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-12T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19509","220222039","357 GARDEN ST",,"Program Supervisor","Housing Code Enforcement","2011-02-14T00:00:00.000",,"THE HARTFORD COMMUNITIES III LLC",,,"Tonja","Nelson",
"19465","187615060","439 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19458","187615060","441 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19464","187615060","439 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19446","221270035","481 ALBANY AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,"481 ALBANY LLC",,,"Kionna","Owens Osayande",
"19428","186621124","53 CURTISS ST",,"Housing Code Inspector","Essential Services","2011-02-14T00:00:00.000","2011-02-11T00:00:00.000","26 CEDAR STREET ASSOCIATES LLC",,,"Rochelle","Little",
"19488","180411060","240 LAUREL ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000","2011-02-28T00:00:00.000","ANCONA MANAGEMENT LLC",,,"Dan","Lusa",
"19459","187615060","441 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19467","187615060","439 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19508","173144045","277 BLUE HILLS AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,"BROWN BYRON B",,,"Kionna","Owens Osayande",
"19486","208645194","1883 BROAD ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,"DAMIS JESUMENE",,,"Rochelle","Little",
"19469","217104047","34 WINCHESTER ST",,"Program Supervisor","Housing Code Enforcement","2011-02-14T00:00:00.000",,"LANE MARCUS",,,"Tonja","Nelson",
"19466","187615060","439 HILLSIDE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,,"FRANK","CINTINO","Rochelle","Little",
"19481","137471008","21 KIBBE ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000","2011-02-16T00:00:00.000","MALAVE CARMEN",,,"Dan","Lusa",
"19487","208631008","249 NEW BRITAIN AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-14T00:00:00.000",,"MY CT PROPERTY LLC",,,"Rochelle","Little",
"19503","137471015","49 KIBBE ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-15T00:00:00.000",,"BAIROS PROPERTIES LLC",,,"Dan","Lusa",
"19546","153181001","56 WOODLAND DR",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-15T00:00:00.000",,"ST FRANCIS HOSPITAL OF HTFD",,,"Kionna","Owens Osayande",
"19504","247456053","296 HUDSON ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-15T00:00:00.000","2011-02-16T00:00:00.000","JOHN STREET FAMILY LIMITED PARTNERSHIP",,,"Dan","Lusa",
"19512","200267150","160 COLLINS ST",,"Public Health Inspector","Rodent (HCE)","2011-02-16T00:00:00.000",,"ETERNAL ENTERPRISE INC",,,"Dan","Lusa",
"19515","177255078","174 ASHLEY ST",,"Program Supervisor","Housing Code Enforcement","2011-02-16T00:00:00.000",,"CRUMP J RONALD",,,"Tonja","Nelson",
"19510","208644155","16 HENRY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-16T00:00:00.000",,"THOMSEN VICTOR S",,,"Rochelle","Little",
"19528","229656116","86 WEBSTER ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-17T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Rochelle","Little",
"19545","208635058","65 NEWBURY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-17T00:00:00.000",,"SOLOMON DUNCAN K",,,"Rochelle","Little",
"19583","182513022","208 PARK TER",,"Public Health Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"MID-CITY INVESTMENTS, LLC",,,"Dan","Lusa",
"19563","203419014","28 PUTNAM HTS",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"STEWARD PUTNAM LLC",,,"Rochelle","Little",
"19581","174151032","196 BLUE HILLS AV",,"Program Supervisor","Housing Code Enforcement","2011-02-18T00:00:00.000",,"TIMOLL LEWIS",,,"Tonja","Nelson",
"19586","229656116","86 WEBSTER ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Rochelle","Little",
"19600","200267152","148 COLLINS ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000","2011-02-28T00:00:00.000","GARDEN HILL APARTMENTS LLC",,,"Dan","Lusa",
"19565","203419014","26 PUTNAM HTS",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"STEWARD PUTNAM LLC",,,"Rochelle","Little",
"19584","187624112","51 MONROE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"TROIANO JOSEPH E",,,"Rochelle","Little",
"19560","203419014","26 PUTNAM HTS",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"STEWARD PUTNAM LLC",,,"Rochelle","Little",
"19559","227541124","28 MADISON ST",,"Public Health Inspector","Rodent (HCE)","2011-02-18T00:00:00.000",,"CIANFAGLIONE QUINTINO",,,"Dan","Lusa",
"19564","203419014","28 PUTNAM HTS",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"STEWARD PUTNAM LLC",,,"Rochelle","Little",
"19562","203419014","26 PUTNAM HTS",,"Housing Code Inspector","Housing Code Enforcement","2011-02-18T00:00:00.000",,"STEWARD PUTNAM LLC",,,"Rochelle","Little",
"19645","156396018","381 FARMINGTON AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-21T00:00:00.000",,,"FARMINGTON AVE APT LLC",,"Kionna","Owens Osayande",
"19646","218158125","230 ENFIELD ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-21T00:00:00.000",,"REDWAY MATTHEW",,,"Kionna","Owens Osayande",
"19608","177252006","141 WOODLAND ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"URBAN LEAGUE OF GREATER HARTFORD INC",,,"Kionna","Owens Osayande",
"19610","270464018","80 CHARTER OAK AV","1301","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19616","206546009","1526 BROAD ST",,"Housing Code Inspector","Essential Services","2011-02-22T00:00:00.000","2011-02-23T00:00:00.000","TRINITY GATEWAY APARTMENTS LLC",,,"Rochelle","Little",
"19619","219210105","145 ENFIELD ST",,"Housing Code Inspector","Essential Services","2011-02-22T00:00:00.000","2011-02-23T00:00:00.000","BOLTON CYRIL",,,"Kionna","Owens Osayande",
"19618","206546009","1528 BROAD ST",,"Housing Code Inspector","Essential Services","2011-02-22T00:00:00.000","2011-02-23T00:00:00.000","TRINITY GATEWAY APARTMENTS LLC",,,"Rochelle","Little",
"19615","179317265","18 NILES ST",,"Program Supervisor","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000","2012-04-18T00:00:00.000","18 NILES STREET ASSOC LLC",,,"Tonja","Nelson",
"19595","208645194","1883 BROAD ST",,"Housing Code Inspector","Essential Services","2011-02-22T00:00:00.000",,"DAMIS JESUMENE",,,"Rochelle","Little",
