"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","General Government","Reg of Voters","ADMINISTRATION                ","SALARIES/WAGES      ","260197","240923","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Reg of Voters","ADMINISTRATION                ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
"2015","General Government","Reg of Voters","OUTREACH                      ","OTHER PURCH SVC     ","2000","2000","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","General Government","Reg of Voters","OUTREACH                      ","SUPPLIES            ","815","815","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Corp Counsel","LIVABLE NEIGHBORHOODS         ","SALARIES/WAGES      ","78571","29427","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Police","POLICE MOUNTED PATROL         ","SALARIES/WAGES      ","210736","69665","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Police","POLICE MOUNTED PATROL         ","SALARIES/WAGES      ","7500","2000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Police","POLICE MOUNTED PATROL         ","PURCH PROF & TECH SV","10000","10000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","POLICE MOUNTED PATROL         ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SALARIES/WAGES      ","398803","398803","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","SUPPLIES            ","5450","5450","General Fund","Tax Supported","MISC REP & MAINT SUPPLIES     ","Operating Expense"
"2015","Public Safety","Police","CHIEF OF POLICE               ","SALARIES/WAGES      ","1353516","1353516","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","CHIEF OF POLICE               ","SALARIES/WAGES      ","20000","15000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","CHIEF OF POLICE               ","PURCH PROF & TECH SV","1000","1000","General Fund","Tax Supported","LEGAL SERVICES                ","Operating Expense"
"2015","Public Safety","Police","CHIEF OF POLICE               ","PURCH PROF & TECH SV","10000","10000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","SALARIES/WAGES      ","3378528","3378528","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SALARIES/WAGES      ","226026","231276","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SALARIES/WAGES      ","300","300","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SUPPLIES            ","1000","1000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","DEBT SVC & MISC     ","435","435","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","OMB","ADMINISTRATION                ","SALARIES/WAGES      ","273332","184332","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","OMB","ADMINISTRATION                ","PURCH PROF & TECH SV","20000","20000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","OMB","ADMINISTRATION                ","PURCH PROPERTY SVC  ","779","779","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2015","General Government","OMB","ADMINISTRATION                ","SUPPLIES            ","4000","4000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","OMB","ADMINISTRATION                ","DEBT SVC & MISC     ","1000","1000","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","MHIS","ADMINISTRATION                ","OTHER ITEMS         ","354914","-2676637","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","OTHER ITEMS         ","-1128653","0","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","Mayor","OPPORTUNITIES HARTFORD        ","SALARIES/WAGES      ","0","17000","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","SALARIES/WAGES      ","595000","350000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","OTHER ITEMS         ","25000","25000","General Fund","Tax Supported","INVESTIGATION FUNDS           ","Operating Expense"
"2015","Public Safety","Police","POLICE ACADEMY                ","SALARIES/WAGES      ","2749454","1699315","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","POLICE ACADEMY                ","SALARIES/WAGES      ","80000","10000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","POLICE ACADEMY                ","PURCH PROF & TECH SV","20000","10000","General Fund","Tax Supported","MEDICAL SERVICES              ","Operating Expense"
"2015","Public Safety","Police","POLICE ACADEMY                ","PURCH PROF & TECH SV","10000","0","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","POLICE ACADEMY                ","SUPPLIES            ","8500","0","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Public Safety","Police","POLICE ACADEMY                ","SUPPLIES            ","7500","7500","General Fund","Tax Supported","BOOKS GENERAL                 ","Operating Expense"
"2015","Public Safety","Police","POLICE ACADEMY                ","DEBT SVC & MISC     ","150","0","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","Public Safety","Police","CRIME ANALYSIS                ","SALARIES/WAGES      ","360271","360271","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","CRIME ANALYSIS                ","SALARIES/WAGES      ","50000","10000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","3884538","4098474","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","-353300","-473300","General Fund","Tax Supported","ATTRITION                     ","Personnel Cost"
"2015","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","128333","200000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","HEADQUARTERS                  ","SALARIES/WAGES      ","715845","715845","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","HEADQUARTERS                  ","SALARIES/WAGES      ","100000","51525","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","DETENTION                     ","SALARIES/WAGES      ","1055407","1055407","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","DETENTION                     ","SALARIES/WAGES      ","225000","150000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","925988","856988","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","23769","23769","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","10000","1000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","5000","1000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","1470","1470","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Fire","ADMINISTRATION                ","PURCH PROF & TECH SV","35000","35000","General Fund","Tax Supported","MEDICAL SERVICES              ","Operating Expense"
"2015","Public Safety","Fire","ADMINISTRATION                ","PURCH PROF & TECH SV","40000","40000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Fire","ADMINISTRATION                ","OTHER PURCH SVC     ","63000","63000","General Fund","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2015","Public Safety","Fire","ADMINISTRATION                ","SUPPLIES            ","11000","11000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Fire","ADMINISTRATION                ","OTHER ITEMS         ","500","500","General Fund","Tax Supported","PERSONAL PROPERTY LOSS        ","Operating Expense"
"2015","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","61500","61500","General Fund","Tax Supported","LAUNDRY & CLEANING            ","Operating Expense"
"2015","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","15000","15000","General Fund","Tax Supported","ELECTRICAL SYSTEMS            ","Operating Expense"
"2015","General Government","Public Works","STREET SERVICES               ","PROPERTY            ","6000","6000","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2015","General Government","Public Works","STREET SERVICES               ","PROPERTY            ","15000","15000","General Fund","Tax Supported","OTHER EQUIPMENT UNDER $1000   ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","1530889","1530889","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","90000","90000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","150000","150000","General Fund","Tax Supported","SNOW & ICE OVERTIME 1.5       ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","65000","65000","General Fund","Tax Supported","SPECIAL EVENT OT 1.5          ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","6600","6600","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","119625","119625","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","General Government","Public Works","DPW PARKS                     ","PURCH PROF & TECH SV","95000","95000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","15000","15000","General Fund","Tax Supported","PROTEC CLOTH & SAFETY EQU     ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","37250","37250","General Fund","Tax Supported","GROUND MAINTENANCE SUPPLI     ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","10000","10000","General Fund","Tax Supported","HAND TOOLS&GARDEN SUPPIES     ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","15000","15000","General Fund","Tax Supported","RECREATION SUPPLIES           ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","30000","30000","General Fund","Tax Supported","HORICULTURAL SUPPLIES         ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","7000","7000","General Fund","Tax Supported","OTHER SUPPLIES                ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","5000","5000","General Fund","Tax Supported","PAINT & PAINT SUPPLIES        ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","LUMBER                        ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","PROPERTY            ","30000","30000","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","OTHER ITEMS         ","3000","3000","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SALARIES/WAGES      ","9000","9000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROF & TECH SV","20000","20000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROPERTY SVC  ","35000","35000","General Fund","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROPERTY SVC  ","5000","0","General Fund","Tax Supported","EDP EQUIP MAINT & REPAIR      ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","OTHER PURCH SVC     ","70000","35000","General Fund","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SUPPLIES            ","60000","60000","General Fund","Tax Supported","DATA PROCESSING SUPPLIES      ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SUPPLIES            ","35000","0","General Fund","Tax Supported","RADIO & VAR. ALARM PARTS      ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PROPERTY            ","1000","1000","General Fund","Tax Supported","COMPUTER SOFTWARE             ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","OTHER ITEMS         ","100000","100000","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","37500","37500","General Fund","Tax Supported","RENTAL OF ALARM DEVICES       ","Operating Expense"
"2015","General Government","Public Works","STREET SERVICES               ","OTHER PURCH SVC     ","5000","5000","General Fund","Tax Supported","MEAL ALLOWANCE                ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","PURCH PROPERTY SVC  ","10000","10000","General Fund","Tax Supported","LANDSCAPING                   ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","PURCH PROPERTY SVC  ","20000","20000","General Fund","Tax Supported","WALLS & FENCES                ","Operating Expense"
"2015","General Government","Public Works","DPW PARKS                     ","OTHER PURCH SVC     ","1000","1000","General Fund","Tax Supported","MEAL ALLOWANCE                ","Operating Expense"
"2015","Public Safety","Fire","ADMINISTRATION                ","SUPPLIES            ","14000","14000","General Fund","Tax Supported","EDUC SUPPLIES&LITERATURE      ","Operating Expense"
"2015","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","46920","46920","General Fund","Tax Supported","BLDING MAINT. & REPAIR        ","Operating Expense"
"2015","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","41207","41207","General Fund","Tax Supported","PLUMBING & SPRINKLER SYST     ","Operating Expense"
"2015","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","PURCH PROPERTY SVC  ","20000","20000","General Fund","Tax Supported","RENTAL OF AUTOMOTIVE EQUI     ","Operating Expense"
"2015","Public Safety","Police","POLICE MOUNTED PATROL         ","PURCH PROF & TECH SV","5000","5000","General Fund","Tax Supported","VETERINARY SERVICES           ","Operating Expense"
"2015","Public Safety","Police","HUMAN RESOURCES               ","Other","0","-42012","General Fund","Tax Supported","MITIGATION STRATEGIES         ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","Other","0","55822","General Fund","Tax Supported","MITIGATION STRATEGIES         ","Operating Expense"
"2015","Public Safety","Police","K-9                           ","PURCH PROF & TECH SV","20000","10000","General Fund","Tax Supported","VETERINARY SERVICES           ","Operating Expense"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","OTHER PURCH SVC     ","2500","2500","General Fund","Tax Supported","POSTAGE                       ","Operating Expense"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","OTHER PURCH SVC     ","500","500","General Fund","Tax Supported","POSTAGE                       ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SUPPLIES            ","2695","2695","General Fund","Tax Supported","PRINTED FORMS                 ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","OTHER PURCH SVC     ","7500","7500","General Fund","Tax Supported","POSTAGE                       ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","SUPPLIES            ","3000","3000","General Fund","Tax Supported","PRINTING PAPER SUPPLIES       ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","CHLDRN FAM REC ADMIN          ","SUPPLIES            ","15000","15000","General Fund","Tax Supported","EDUC SUPPLIES&LITERATURE      ","Operating Expense"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","195300","100000","General Fund","Tax Supported","SPECIAL EVENT OT 1.0          ","Personnel Cost"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SALARIES/WAGES      ","0","-60000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","General Government","Public Works","WASTE AND RECYCLING           ","SALARIES/WAGES      ","0","-300000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","Public Safety","Police","POLICE NORTH DISTRICT         ","SALARIES/WAGES      ","0","-600000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","Health","Health and Human Services","MATERNAL & CHILD HEALTH       ","SUPPLIES            ","1000","1000","General Fund","Tax Supported","EDUC SUPPLIES&LITERATURE      ","Operating Expense"
"2015","Public Safety","Police","SPECIAL INVESTIGATIONS DIV    ","SALARIES/WAGES      ","1409539","1409539","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","SPECIAL INVESTIGATIONS DIV    ","SALARIES/WAGES      ","75000","75000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","HUMAN RESOURCES               ","SALARIES/WAGES      ","146326","88338","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","POLICE NORTH DISTRICT         ","SALARIES/WAGES      ","5152728","5202104","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","POLICE NORTH DISTRICT         ","SALARIES/WAGES      ","-353300","-473300","General Fund","Tax Supported","ATTRITION                     ","Personnel Cost"
"2015","Public Safety","Police","POLICE NORTH DISTRICT         ","SALARIES/WAGES      ","128334","200000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","TELESERVE                     ","SALARIES/WAGES      ","1109534","1109534","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","TELESERVE                     ","SALARIES/WAGES      ","75000","30000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","747567","747567","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","40000","5000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","60000","5000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","4000","4000","General Fund","Tax Supported","STAND-BY PAY                  ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SALARIES/WAGES      ","350","350","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SUPPLIES            ","7000","7000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Fire","FIRE PREVENTION               ","SUPPLIES            ","600","600","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SALARIES/WAGES      ","281435","281435","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SALARIES/WAGES      ","85566","85566","General Fund","Tax Supported","PERMANENT PART TIME           ","Personnel Cost"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SALARIES/WAGES      ","100000","20000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SALARIES/WAGES      ","2600","2600","General Fund","Tax Supported","STAND-BY PAY                  ","Personnel Cost"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SUPPLIES            ","8000","8000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SUPPLIES            ","7000","7000","General Fund","Tax Supported","OTHER SUPPLIES                ","Operating Expense"
"2015","Public Safety","Fire","SPECIAL SERVICES              ","SUPPLIES            ","5000","5000","General Fund","Tax Supported","REFERENCE BOOKS               ","Operating Expense"
"2015","Public Safety","Police","PLANNING AND ACCREDITATION    ","SALARIES/WAGES      ","265867","265867","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Police","PLANNING AND ACCREDITATION    ","SALARIES/WAGES      ","12000","12000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Police","INTERNAL AFFAIRS DIVISION     ","SALARIES/WAGES      ","914930","914930","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","INTERNAL AFFAIRS DIVISION     ","SALARIES/WAGES      ","46000","7500","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","INTERNAL AFFAIRS DIVISION     ","PURCH PROF & TECH SV","40000","40000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","MAJOR CRIMES DIVISION         ","SALARIES/WAGES      ","2768964","2768964","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","MAJOR CRIMES DIVISION         ","SALARIES/WAGES      ","325000","250000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","CHLDRN FAM REC ADMIN          ","DEBT SVC & MISC     ","1200","1200","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","SALARIES/WAGES      ","406451","406451","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","SALARIES/WAGES      ","1051501","1051501","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","PURCH PROF & TECH SV","3000","3000","General Fund","Tax Supported","ENTERTAINMENT SERVICES        ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","PURCH PROPERTY SVC  ","5000","5000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","OTHER PURCH SVC     ","10000","10000","General Fund","Tax Supported","BUS TRANSPORTATION            ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","SUPPLIES            ","15000","15000","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","SUPPLIES            ","3000","3000","General Fund","Tax Supported","FIRST AID SUPPLIES            ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","SUPPLIES            ","17000","17000","General Fund","Tax Supported","RECREATION SUPPLIES           ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","PROPERTY            ","35000","35000","General Fund","Tax Supported","OTHER FURNITURE UNDER $1000   ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","RECREATION                    ","OTHER ITEMS         ","281831","281831","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SALARIES/WAGES      ","125","125","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","PURCH PROF & TECH SV","17121","17121","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","OTHER PURCH SVC     ","500","500","General Fund","Tax Supported","OUTSIDE PRINTING              ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SUPPLIES            ","6000","3000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SUPPLIES            ","3901","2901","General Fund","Tax Supported","PHOTOCOPY SUPPLIES            ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","DEBT SVC & MISC     ","500","500","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","DEBT SVC & MISC     ","5000","3000","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","DEBT SVC & MISC     ","1000","1000","General Fund","Tax Supported","BUSINESS MEETING EXPENSES     ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO CONTRACT COMPLIANCE       ","SALARIES/WAGES      ","198084","198084","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
