"permit_number","apply_date","issue_date","expire_date","value","work_description","work_class","division","parcelid","status","permit_type","address","unit_or_suite","global_entity_name","first_name","last_name","geom"
"20110219-E000","2011-01-20T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","200","MOVE 1 SWITCH AND ADD OUTLET AND 1 WALL SCOURMUNIS Permit Number: 20110073","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","189747131","Issued","Electrical","129 FREEMAN ST",,"JESSIE ELECTRICAL LLC",,,"
,  
(41.73194522608977, -72.69352021003952)"
"20110215-B000","2011-01-20T00:00:00.000","2011-01-25T00:00:00.000Z","2011-07-24T00:00:00.000Z","15120","DEMO OF SINK & MILLWORK, DD A DOOR & A HANDICAPPED | RESTROOM (2ND FLOOR - STE #2106, DR. SPINELLA)MUNIS Permit Number: 20110052","Alteration","Building (L&I) - Alteration","178254011","Issued","Building (Commercial)","1000 ASYLUM AV","2FL",,"DESIGN TO FINISH GEN CONTRACTING INC",,"
,  
(41.7730208764582, -72.69910778444685)"
"20110214-B000","2011-01-20T00:00:00.000","2011-01-26T00:00:00.000Z","2011-07-25T00:00:00.000Z","5000","REPLACE CEILING GRIP & TILE IN SUITE #217 AT 85 SEYMOUR ST | 2ND FLOOR FOR FUTRE TENANT ""EVIS MEDICAL SALES""MUNIS Permit Number: 20110065","Alteration","Building (L&I) - Alteration","227550168","Issued","Building (Commercial)","85 SEYMOUR ST",,,"RYAN","HARMON","
,  
(41.754366726389264, -72.68148787366628)"
"20110218-B000","2011-01-20T00:00:00.000","2011-01-26T00:00:00.000Z","2011-07-25T00:00:00.000Z","950","BUILD INTERIOR PARTITION WALL WITH A DOOR, WALL BUILT WITH | METAL STUDS AND 1/2"" SHEETROCK (2ND FLOOR)MUNIS Permit Number: 20110063","Alteration","Building (L&I) - Alteration","189747131","Issued","Building (Residential)","129 FREEMAN ST",,,"MASTER CARPENTERS LLC",,"
,  
(41.73194522608977, -72.69352021003952)"
"20110223-E000","2011-01-21T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","10000","AC (""CITY MULTI-UNITS"") AND AC CONDENSOR (3RD FLOOR)MUNIS Permit Number: 20110075","Commercial","Building (L&I)/(DPW) - Commercial","193056001","Issued","Electrical","500 VINE ST",,"MICON ELECTRICAL CONTRACTORS LLC","John","Simeon","
,  
(41.796333803081644, -72.68754504773703)"
"20110225-E000","2011-01-21T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","400","AC INSTALL, MINI SPLIT, 20 AMP, 2 POLEMUNIS Permit Number: 20110077","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","273580003","Issued","Electrical","261 WETHERSFIELD AV",,,"MICELI ELECTRIC LLC",,"
,  
(41.74865240647357, -72.67386419418057)"
"20110226-E000","2011-01-21T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","750","WIRE FRONT & REAR STAIRWAY TO MEET CODES FOR 3 FLOORS | RESIDENCEMUNIS Permit Number: 20110078","Commercial","Building (L&I)/(DPW) - Commercial","251676155","Issued","Electrical","166 FRANKLIN AV",,,"C L PECKHAM ELECTRIC CO",,"
,  
(41.74673172465799, -72.67669916316493)"
"20110222-P000","2011-01-21T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","900","GAS WATER HEATER REPLACEMENT, 40 GALL GAS BRADFORD WHITE | EMERGENCY, TENANT HAS NOT HOT WATER IN 1-EAST APT.MUNIS Permit Number: 20110050","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","251665119","Issued","Plumbing","22 WARNER ST",,"ABBATE PLUMBING & HEATING","JOSEPH","ABBATE","
,  
(41.746156967536294, -72.67856429497692)"
"20110220-P000","2011-01-21T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","2000","INSTALL ONE KITCHEN SINK PIPING FOR SINK WATER PIPING & SINK | EJECTION PUMPMUNIS Permit Number: 20110049","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","274678022","Issued","Plumbing","395 WETHERSFIELD AV",,"COMMUNITY RENEWAL TEAM INC",,,"
,  
(41.745018398020164, -72.6734369364669)"
"20110224-E000","2011-01-21T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","400","AC INSTALL ,MINI SPLIT, 20 AMP , 2 POLE 20MUNIS Permit Number: 20110076","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","109298029","Issued","Electrical","218 NORTH BEACON ST",,"COWHEY THOMAS",,,"
,  
(41.773134113212386, -72.71369766858268)"
"20110221-M000","2011-01-21T00:00:00.000","2011-02-10T00:00:00.000Z","2011-08-09T00:00:00.000Z","1500","REPLACE UNIT HEATER IN BEDROOMMUNIS Permit Number: 20110068","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","202423075","Issued","Mechanical","387 CAPITOL AV","1","JOHNS PLUMBING & HEATING","JOHN","GIVENS","
,  
(41.763713930940625, -72.68851733229457)"
"20110228-E000","2011-01-21T00:00:00.000","2011-01-25T00:00:00.000Z","2011-07-24T00:00:00.000Z","1000","TEMPORARY WIRE FOR BRIDIAL EXPO AS NEEDEDMUNIS Permit Number: 20110023","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110227-E000","2011-01-21T00:00:00.000","2011-01-25T00:00:00.000Z","2011-07-24T00:00:00.000Z","1000","TEMP WIRE FOR THE HOT TUB EXPO AS NEEDEDMUNIS Permit Number: 20110022","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110237-M000","2011-01-24T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","3000","EMERGENCY WORK- REPLACED OIL BOILER WITH NEW MCLAIN BOILERMUNIS Permit Number: 20110081","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","113370037","Issued","Mechanical","17 NATALIE ST",,"MIDPOINT MECHANICAL LLC",,,"
,  
(41.75740198140943, -72.71409937701789)"
"20110233-B000","2011-01-24T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","84000","TENANT DOWNSIZING CREATING NEW COMMON HALLWAY AND | HANDICAP BATHROOM (16TH FLOOR - GOLD BUILDING)MUNIS Permit Number: 20110092","Alteration","Building (L&I) - Alteration","246348766","Issued","Building (Commercial)","755 MAIN ST","16FL",,"J J SULLIVAN CONTRACTING CO",,"
,  
(41.76539155825326, -72.67389983690154)"
"20110230-K000","2011-01-24T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","494","LOWER HEADS TO NEW CEILING HEIGHT | TOTAL OF 9 EXISTING HEADSMUNIS Permit Number: 20110013","Commercial","Building (L&I)/(DPW) - Commercial","269358022","Issued","Fire Suppression","1 STATE ST",,,"M J DALY LLC",,"
,  
(41.76514081580582, -72.67071796233925)"
"20110232-E000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","98000","DEMO EXISTING LIGHT FIXTURES. INSTALL NEW LIGHT FIXTURES,NEW | RECEPTACLES & RELOCATE FIRE ALARM DEVICES (1ST FL-HEUBLEIN)MUNIS Permit Number: 20110079","Commercial","Building (L&I)/(DPW) - Commercial","248555057","Issued","Electrical","560 HUDSON ST",,,"KENNEDY ELECTRICAL CONTRACTORS INC",,"
,  
(41.755744528568506, -72.67830470646506)"
"20110238-B000","2011-01-24T00:00:00.000","2011-01-28T00:00:00.000Z","2011-07-27T00:00:00.000Z","2000","Replacement Windows - REPLACE EXISTING WINDOWS W/BEIGE VINYL CLAD WINDOWS WITH | SIMULATED DIVIDED LIGHT, TO MATCH EXISTING (2ND FLOOR)MUNIS Permit Number: 20110073","Alteration","Building (L&I) - Alteration","202417017","Issued","Building (Residential)","3 COLUMBIA ST",,"OXFORD BUILDERS LLC",,,"
,  
(41.763313684170974, -72.6917108601241)"
"20110239-E000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","76318","ENERGY CONSERVATION LIGHTING UPGRADE, INSTALL 75 NEW VANITY | LIGHTS IN ROOMS,LAMP & BALLAST UPGRADE - 637 LIGHT FIXTURESMUNIS Permit Number: 20110080","Commercial","Building (L&I)/(DPW) - Commercial","133314152","Issued","Electrical","25 LORRAINE ST",,"CON SERV INC",,,"
,  
(41.767711964565414, -72.70602446054276)"
"20110229-E000","2011-01-24T00:00:00.000","2011-01-26T00:00:00.000Z","2011-07-25T00:00:00.000Z","700","TEMPORARY POWER TCAC WINTER EVENT ON 1/29/11 FROM 10PM-2AM | (1ST FLOOR - VERNON PLACE SOCIAL CENTER)MUNIS Permit Number: 20110028","Commercial","Building (L&I)/(DPW) - Commercial","206532004","Issued","Electrical","114 VERNON ST",,"ARAMARK","JOHN","CORDONE III","
,  
(41.75125637985555, -72.6913897398228)"
"20110241-P000","2011-01-24T00:00:00.000","2011-01-26T00:00:00.000Z","2011-07-25T00:00:00.000Z","4000","REPAIR & INSTALL NEW PLUMBING (1 TOILET-TANK,1 BATHTUB, | 1 LAV, 1 SINK, INSTALL 40 GAL. TANKLESS WATER HEATER (1&2FLMUNIS Permit Number: 20110009","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","185620055","Issued","Plumbing","298 HILLSIDE AV",,,"BRUCE R DALY",,"
,  
(41.743685556685655, -72.69814609175768)"
"20110244-M000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","14211","INSTALL BASEBOARD ON ALL ROOMS, HEATING LOOPS,& TWO WALL | HANG GAS BOILERS WITH GAS PIPING (1ST & 2ND FLOORS)MUNIS Permit Number: 20110071","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","229548105","Issued","Mechanical","49 SCHOOL ST",,"OLYMPIO PINA INC",,,"
,  
(41.74744566996493, -72.68581623588489)"
"20110245-M000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","14211","INSTALL BASEBOARD ON ALL ROOMS, HEATING LOOPS,&TWO WALL | HANG GAS BOILERS, WITH GAS PIPING (1ST & 2ND FLOORS)MUNIS Permit Number: 20110072","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","228547003","Issued","Mechanical","54 SCHOOL ST",,"OLYMPIO PINA INC",,,"
,  
(41.74770677520209, -72.68594876155468)"
"20110231-K000","2011-01-24T00:00:00.000","2011-02-28T00:00:00.000Z","2011-08-27T00:00:00.000Z","2900","RELOCATION OF (6) EXISTING HEADS AS PER ATTACHED DRAWINGS | (20TH FL - HARTFORD STEAM BOILER, ""GEORGIE WEISS ASSOC INC)""MUNIS Permit Number: 20110023","Commercial","Building (L&I)/(DPW) - Commercial","269359009","Issued","Fire Suppression","1 STATE ST",,,"M J DALY LLC",,"
,  
(41.76514081580582, -72.67071796233925)"
"20110234-B000","2011-01-24T00:00:00.000","2011-01-28T00:00:00.000Z","2011-07-27T00:00:00.000Z","284000","OFFICE RENOVATION DUE TO TENANT DOWNSIZING | (16TH FLOOR - ACCENTURE)MUNIS Permit Number: 20110072","Alteration","Building (L&I) - Alteration","246348766","Issued","Building (Commercial)","755 MAIN ST",,,"TALCOTT II GOLD LLC",,"
,  
(41.76539155825326, -72.67389983690154)"
"20110243-M000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","4000","INSTALL NEW HOT WATER HEATING SYSTEM (GAS FIRED BOILER | (1ST & 2ND FLOORS)MUNIS Permit Number: 20110070","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","185620055","Issued","Mechanical","298 HILLSIDE AV",,,"BRUCE R DALY",,"
,  
(41.743685556685655, -72.69814609175768)"
"20110235-M000","2011-01-24T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","4000","EMERGENCY REPLACEMENT OF ONE OR TWO FURNACES, THE | SECOND WILL BE DONE LATERMUNIS Permit Number: 20110069","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","199265081","Issued","Mechanical","128 SARGEANT ST",,"BEWRY HEINSWORTH G",,,"
,  
(41.77550324464849, -72.69145079614306)"
"20110249-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","1710","CHANGE (9) SPRINKLER HEADS TO FACILITATE NOW ACOUSTICAL | CEILINGSMUNIS Permit Number: 20110014","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST",,"CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110254-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","15625","CHANGE SPRINKLER HEADS FOR NEW ACOUSTICAL CEILINGMUNIS Permit Number: 20110017","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","1ST","CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110267-E000","2011-01-25T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","1000","TEMP WIRING (6) GAS BOILERS FROM OWNERS PANEL TO HEAT BLDG | SAFE FIXTURES & WIRING DUE TO WATER BREAK,TURN POWER BACKMUNIS Permit Number: 20110082","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","249557346","Issued","Electrical","38 CONGRESS ST",,"MCLAIN ELECTRIC CO INC",,,"
,  
(41.75409401204112, -72.67598809866311)"
"20110255-K000","2011-01-25T00:00:00.000","2011-02-23T00:00:00.000Z","2011-08-22T00:00:00.000Z","2860","INSTALL( 1) HEAD IN ELEVATOR PIT. INSTALL (1) HEAD @ TOP OF | SHAFT (BASEMENT & 4TH FLOOR)MUNIS Permit Number: 20110008","Commercial","Building (L&I)/(DPW) - Commercial","248461142","Issued","Fire Suppression","118 MAIN ST",,,"MERCY HOUSING & SHELTER CORP",,"
,  
(41.756952357467625, -72.67511053419393)"
"20110258-C020","2011-01-25T00:00:00.000","2011-04-06T00:00:00.000Z",,"7000","REMODELING OF 2 FULL BATHROOMS & 2 KITCHEN FOR 1ST & 3RD FL. | (TWO FAMILY APT BLDG)MUNIS Permit Number: 20110833","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","136392200","Issued","Certificate of Approval","24 CHADWICK AV",,"RICHHEIMER STEVE",,,"
,  
(41.75773145273753, -72.70817273678728)"
"20110251-K000","2011-01-25T00:00:00.000","2011-02-28T00:00:00.000Z","2011-08-27T00:00:00.000Z","6215","CHANGE 30 HEADS FOR NEW CEILING TILESMUNIS Permit Number: 20110022","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","1ST","CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110250-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","2310","CHANGE SPRINKLER HEAD TO FACILITATE NEW ACOUSTICAL | CEILING(25) (JEFFERSON/HIGH CORRIDOR, 1ST FLOOR)MUNIS Permit Number: 20110015","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","1ST","CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110265-M000","2011-01-25T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","7000","RELOCATE STEAM & CONDENSATE PIPING, REPLACEMENT FOR (2) | INSTANTANEOUS WATER HEATERS (ATRIUM BLDG. LEVEL C MECH.RM)MUNIS Permit Number: 20110073","Commercial","Building (L&I)/(DPW) - Commercial","202416001","Issued","Mechanical","151 FARMINGTON AV",,"TUCKER MECHANICAL",,,"
,  
(41.764826899622, -72.69351363974847)"
"20110257-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","1145","RELOCATE (4) SPRINKLER HEADS FOR NEW ACOUsTICAL CEILINGMUNIS Permit Number: 20110018","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","1 FL","HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110247-P000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","7000","REPAIR OF 1ST FLOOR BATH DUE TO FIRE ,REPLACE GAS PIPING, RE | PLACEMENT OF PIPES & BASEBOARD DUE TO THEFT.MUNIS Permit Number: 20110051","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","227541136","Issued","Plumbing","209 JEFFERSON ST",,"HAGER RICHARD",,,"
,  
(41.75525085292088, -72.68422595206007)"
"20110258-P000","2011-01-25T00:00:00.000","2011-02-03T00:00:00.000Z","2011-08-02T00:00:00.000Z","7000","REMODELING OF 2 FULL BATHROOMS & 2 KITCHEN FOR 1ST & 3RD FL. | (TWO FAMILY APT BLDG)MUNIS Permit Number: 20110015","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","136392200","Issued","Plumbing","24 CHADWICK AV",,"R. T. CAPOBIANCO PLUMBING AND HEATING","JEFFREY","CAPOBIANCO","
,  
(41.75773145273753, -72.70817273678728)"
"20110263-C020","2011-01-25T00:00:00.000","2011-04-05T00:00:00.000Z",,"6800","REMODEL VENDING ROOM, EXISTING MENS ROOM TO UNISEX TOILET | NEW FLOOR & WALL TILE,TOILET ACCESSORIES, LAV, DOORS & FRAMEMUNIS Permit Number: 20110827","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","156312034","Issued","Certificate of Approval","15 WOODLAND ST",,"IMMANUEL CHURCH HOUSING CORP",,,"
,  
(41.76833620913302, -72.70249303796861)"
"20110263-B000","2011-01-25T00:00:00.000","2011-02-17T00:00:00.000Z","2011-08-16T00:00:00.000Z","6800","REMODEL VENDING ROOM, EXISTING MENS ROOM TO UNISEX TOILET | NEW FLOOR & WALL TILE,TOILET ACCESSORIES, LAV, DOORS & FRAMEMUNIS Permit Number: 20110101","Alteration","Building (L&I) - Alteration","156312034","Issued","Building (Residential)","15 WOODLAND ST",,"IMMANUEL CHURCH HOUSING CORP",,,"
,  
(41.76833620913302, -72.70249303796861)"
"20110266-P000","2011-01-25T00:00:00.000","2011-02-04T00:00:00.000Z","2011-08-03T00:00:00.000Z","75667","REPLACEMENT FOR EXISTING INSTANTANEOUS WATER HEATERS, | EQUIPMENT DATA SHEETS ATTACHED (ATRIUM BLDG. LEVEL C)MUNIS Permit Number: 20110027","Commercial","Building (L&I)/(DPW) - Commercial","202416001","Issued","Plumbing","151 FARMINGTON AV",,"AETNA LIFE & CASUALTY CO",,,"
,  
(41.764826899622, -72.69351363974847)"
"20110260-E000","2011-01-25T00:00:00.000","2011-02-09T00:00:00.000Z","2011-08-08T00:00:00.000Z","7000","WIRE 2 FAMILY HOUSE UP TO CODE 200 AMP SERVICES 2 APT METER | 1 HOUSE METERMUNIS Permit Number: 20110069","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","227541136","Issued","Electrical","209 JEFFERSON ST",,,"VICTOR HART",,"
,  
(41.75525085292088, -72.68422595206007)"
"20110259-B000","2011-01-25T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","50000","RENOVATION OF LEV 1 EXECUTIVE OFFICE & CONFERENCE ROOM.NEW | CEILINGS,DOORS,HARDWARE&FINISHES TO SUPPORT NEW OFFICELAYOUTMUNIS Permit Number: 20110141","Alteration","Building (L&I) - Alteration","202416001","Issued","Building (Commercial)","151 FARMINGTON AV",,"AETNA LIFE & CASUALTY CO",,,"
,  
(41.764826899622, -72.69351363974847)"
"20110253-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","13870","EXTEND DRY SPRINKLER SYSTEM TO CONKLIN BRIDGE CORRIDORMUNIS Permit Number: 20110020","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","2ND F","CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110252-K000","2011-01-25T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","5165","CHANGE (25) SPRINKLER HEADS TO FACILITATE NEW ACOUSTICAL | CEILINGMUNIS Permit Number: 20110016","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Fire Suppression","80 SEYMOUR ST","2FL","CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.75427461285394, -72.67988885396049)"
"20110240-E020","2011-01-25T00:00:00.000","2011-02-03T00:00:00.000Z","2011-08-02T00:00:00.000Z","17390","REPLACE EXISTING FIRE ALARM SYSTEM WITH ADDRESSABLE FIRE | LITE MS9050, EQUIPMENT LIST & CUT SHEETS ENCLOSEDMUNIS Permit Number: 20110054","Commercial","Building (L&I)/(DPW) - Commercial","231662059","Issued","Electrical","830 MAPLE AV",,,"CITY OF HARTFORD PUBLIC WORKS",,"
,  
(41.73688829845735, -72.68566628275227)"
"20110248-E000","2011-01-25T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","2000","SERVICE CHANGE FROM 100 AMP TO 200 AMP CRS#1632650 | 100 AMP EACH APTMUNIS Permit Number: 20110081","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","134387190","Issued","Electrical","239 SISSON AV",,,"HUNTLY","EVANS","
,  
(41.765458506300156, -72.70740401726529)"
"20110274-P000","2011-01-26T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","40000","INSTALL NEW SINK AND ALL ASSOCIATED PIPING AND VALVES PER | ENGINEERED PLANS (4TH FL - HIGH BLDG, NEW OPERATING ROOM)MUNIS Permit Number: 20110040","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Plumbing","80 SEYMOUR ST",,"CREST MECHANICAL SERVICES",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110270-M000","2011-01-26T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","5100","RELOCATE COFFEE ROASTER INCLUDING VENTING AND GAS GAS | PIPINGMUNIS Permit Number: 20110075","Commercial","Building (L&I)/(DPW) - Commercial","287074006","Issued","Mechanical","77 WESTON ST",,"SAB REALTY LLC",,,"
,  
(41.78468078319998, -72.664925621168)"
"20110281-E000","2011-01-26T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","3000","ELECTRICAL SERVICE UP GRADE FROM 60 AMP TO 200 AMP WITH | 3- METERS, 2 TENANT & 1 OWNERMUNIS Permit Number: 20110086","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","153193051","Issued","Electrical","31 MILFORD ST",,"GADSON JAMES A",,,"
,  
(41.78104256933904, -72.69958860275557)"
"20110287-C020","2011-01-26T00:00:00.000","2012-07-12T00:00:00.000Z",,"19000","INSTALL 6 NEW BOILERS, ADD BASEBOARD HEAT | (1ST, 2ND & 3RD FLOORS - UNITS 1 THRU 6)MUNIS Permit Number: 20120539","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","183515127","Issued","Certificate of Approval","78 HAMILTON ST",,"AL J BRITT ENTERPRISES LLC",,,"
,  
(41.753065611586365, -72.69703747275612)"
"20110284-E000","2011-01-26T00:00:00.000","2011-03-02T00:00:00.000Z","2011-08-29T00:00:00.000Z","2000","RELOCATION OF LIGHTS AND SWITCHES,RELOCATION OF | RECEPTACLES AS PER DRAWING (1st floor - Suite #100MUNIS Permit Number: 20110118","Commercial","Building (L&I)/(DPW) - Commercial","155312001","Issued","Electrical","43 WOODLAND ST",,"GOTHIC PARK HOLDING CO LLC",,,"
,  
(41.77058203869014, -72.70284007312509)"
"20110272-P000","2011-01-26T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","27300","REMOVE EXISTING PIPING AND ACCESSORIES, INSTALL NEW FIXTURES | AND ASSOCIATED PIPING AND ACCESSORIES PER ENGINEERED PLANSMUNIS Permit Number: 20110041","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Plumbing","80 SEYMOUR ST","3FL","CREST MECHANICAL SERVICES",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110283-C020","2011-01-26T00:00:00.000","2011-03-30T00:00:00.000Z",,"12000","REMOVE ONE INTERIOR WALL, BUILD INTERIOR WALL, DRYWALL, | REPLACE CEILING TILES, DEMOLITION OF EXISTING CABINETS (1ST)MUNIS Permit Number: 20110824","Commercial","Building (L&I)/(DPW) - Commercial","155312001","Issued","Certificate of Approval","43 WOODLAND ST",,"GOTHIC PARK HOLDING CO LLC",,,"
,  
(41.77058203869014, -72.70284007312509)"
"20110285-B000","2011-01-26T00:00:00.000","2011-02-02T00:00:00.000Z","2011-08-01T00:00:00.000Z","2800","6 STUDS, REPLACE SHEETROCK ENTIRE BEDROOM DUE TO DAMAGE | (1ST FLOOR)MUNIS Permit Number: 20110079","Alteration","Building (L&I) - Alteration","203424176","Issued","Building (Residential)","147 LAWRENCE ST",,"RANGASAMMY  JOSEPH",,,"
,  
(41.760370062853724, -72.68816081261224)"
"20110271-M000","2011-01-26T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","145200","REMOVE EXISTING REGISTERS, GRILLS, DIFFUSERS AND DUCTWORK | INSTALL NEW GRILLES, REGISTERS, DIFFUSERS, DUCTWORK, VAVSMUNIS Permit Number: 20110084","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Mechanical","80 SEYMOUR ST","3FL","HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110277-M000","2011-01-26T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","17600","REMOVE EXISTING DUCTWORK, DIFFUSERS,INSTALL NEW DIFFUSERS | IN NEW LOCATION, NEW DUCTWORK&NEW THERMOSTATS PER PLANSMUNIS Permit Number: 20110086","Commercial","Building (L&I)/(DPW) - Commercial","248555057","Issued","Mechanical","560 HUDSON ST",,"CREST MECHANICAL SERVICES",,,"
,  
(41.755744528568506, -72.67830470646506)"
"20110282-M000","2011-01-26T00:00:00.000","2011-02-11T00:00:00.000Z","2011-08-10T00:00:00.000Z","2900","REMOVE & REPLACE BOILER, CHECK GAS PIPING EXISTING | (CROWN GAS BOILER, CHIMNEY VENT 75,000 BTU'S) (3RD FLOOR)MUNIS Permit Number: 20110076","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","153191014","Issued","Mechanical","17 KENT ST",,"SCOTT LINNETH A",,,"
,  
(41.78164409656144, -72.70132631820559)"
"20110276-M000","2011-01-26T00:00:00.000","2011-02-15T00:00:00.000Z","2011-08-14T00:00:00.000Z","27960","REMOVE EXISTING DUCTWORK & DIFFUSERS INSTALL NEW DUCTWORK | DIFFUSERS, GRILLS PER ENGINEERED PLAN (2ND FL -BLISS WING)MUNIS Permit Number: 20110085","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Mechanical","80 SEYMOUR ST","2 FL","HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
