"category","name","telephone_number","website","address","street","city","state","zip","latitude","longitude"
"Fire Station","Los Angeles Fire Department Station 100","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-100","6751 Louise Ave, Lake Balboa, CA 91406","6751 Louise Avenue","Lake Balboa","CA","91406","34.193415","-118.510009"
"Fire Station","Los Angeles Fire Department Station 72","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-72","6811 De Soto Ave, Canoga Park, CA 91303","6811 De Soto Avenue","Canoga Park","CA","91303","34.194329","-118.588694"
"Fire Station","Los Angeles Fire Department Station 89","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-89","7063 Laurel Canyon Blvd, North Hollywood, CA 91605","7063 Laurel Canyon Boulevard","North Hollywood","CA","91605","34.199175","-118.396714"
"Fire Station","Los Angeles Fire Department Station 73","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-73","7419 Reseda Blvd, Reseda, CA 91335","7419 Reseda Boulevard","Reseda","CA","91335","34.205365","-118.536249"
"Fire Station","Los Angeles Fire Department Station 74","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-74","7777 Foothill Blvd, Tujunga, CA 91042","7777 Foothill Boulevard","Tujunga","CA","91042","34.258366","-118.301705"
"Fire Station","Los Angeles Fire Department Station 57","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-57","7800 Vermont Ave, Los Angeles, CA 90044","7800 Vermont Avenue","Los Angeles","CA","90044","33.9686","-118.29131"
"Fire Station","Los Angeles Fire Department Station 90","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-90","7921 Woodley Ave, Van Nuys, CA 91406","7921 Woodley Avenue","Van Nuys","CA","91406","34.214382","-118.483934"
"Fire Station","Los Angeles Fire Department Station 97","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-97","8021 Mulholland Drive Los Angeles, CA 91604","8021 Mulholland Driveive","Los Angeles","CA","91604","34.126135","-118.374279"
"Fire Station","Los Angeles Fire Department Station 104","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-104","8349 Winnetka Ave, Winnetka, CA 91306","8349 Winnetka Avenue","Winnetka","CA","91306","34.221404","-118.571229"
"Fire Station","Los Angeles Fire Department Station 5","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-5","8900 Emerson Ave, Los Angeles, CA 90045","8900 Emerson Avenue","Los Angeles","CA","90045","33.95491","-118.404199"
"Fire Station","Los Angeles Fire Department Station 77","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-77","9224 Sunland Blvd, Sun Valley, CA 91352","9224 Sunland Boulevard","Sun Valley","CA","91352","34.236492","-118.367267"
"Fire Station","Los Angeles Fire Department Station 24","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-24","9411 Wentworth St, Sunland-Tujunga, CA 91040","9411 Wentworth Street","Sunland-Tujunga","CA","91040","34.263909","-118.336958"
"Fire Station","Los Angeles Fire Department Station 70","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-70","9861 Reseda Blvd, Northridge, CA 91324","9861 Reseda Boulevard","Northridge","CA","91324","34.249627","-118.53631"
"Police Headquarters","Los Angeles Police Department Headquarters","(213) 486-1000","http://www.lapdonline.org/","100 W 1st Street, Los Angeles, CA 90012","100 W 1st Street","Los Angeles","CA","90012","34.05219","-118.24393"
"Police Station","Olympic Community Police Station","(213) 382-9102","http://www.lapdonline.org/olympic_community_police_station","1130 South Vermont Los Angeles, CA 90006","1130 South Vermont","Los Angeles","CA","90006","34.04982","-118.29144"
"Police Station","Wilshire Community Police Station","(213) 473-0476","http://www.lapdonline.org/wilshire_community_police_station","4861 West Venice Boulevard Los Angeles, CA 90019","4861 West Venice Boulevard","Los Angeles","CA","90019","34.04649","-118.34305"
"Police Station","Rampart Community Police Station","(213) 484-3400","http://www.lapdonline.org/rampart_community_police_station","1401 W Sixth Street Los Angeles, CA 90017","1401 W Sixth Street","Los Angeles","CA","90017","34.052913","-118.26434"
"Police Station","Southwest Community Police Station","(213) 485-2582","http://www.lapdonline.org/southwest_community_police_station","1546 West Martin Luther King Boulevard Los Angeles, CA 90062","1546 West Martin Luther King Boulevard","Los Angeles","CA","90062","34.01067","-118.30503"
"Police Station","77th Community Police Station","(213) 485-4164","http://www.lapdonline.org/77th_street_community_police_station","7600 Broadway Los Angeles, CA 90003","7600 Broadway","Los Angeles","CA","90003","33.97061","-118.27803"
"Police Station","Central Community Police Station","(213) 486-6606","http://www.lapdonline.org/central_community_police_station","251 East Sixth Street Los Angeles, CA 90014","251 East Sixth Street","Los Angeles","CA","90014","34.043146","-118.251746"
"Police Station","Hollywood Community Police Station","(213) 972-2971","http://www.lapdonline.org/hollywood_community_police_station","1358 N Wilcox Hollywood, CA 90028","1358 N Wilcox","Hollywood","CA","90028","34.09584","-118.33083"
"Police Station","Southeast Community Police Station","(213) 972-7828","http://www.lapdonline.org/southeast_community_police_station","145 W. 108th Street Los Angeles, CA 90061","145 W 108th Street","Los Angeles","CA","90061","33.93844","-118.27545"
"Police Station","West Los Angeles Community Police Station","(310) 444-0701","http://www.lapdonline.org/west_la_community_police_station","1663 Butler Avenue Los Angeles, CA 90025","1663 Butler Avenue","Los Angeles","CA","90025","34.043846","-118.450697"
"Police Station","Pacific Community Police Station","(310) 482-6334","http://www.lapdonline.org/pacific_community_police_station","12312 Culver Boulevard Los Angeles, CA 90066","12312 Culver Boulevard","Los Angeles","CA","90066","33.991528","-118.420219"
"Police Station","Harbor Community Police Station","(310) 726-7700","http://www.lapdonline.org/harbor_community_police_station","2175 John S. Gibson Blvd. San Pedro, CA 90731","2175 John S. Gibson Boulevard","San Pedro","CA","90731","33.77019","-118.278629"
"Police Station","Hollenbeck Community Police Station","(323) 342-4100","http://www.lapdonline.org/hollenbeck_community_police_station","2111 E First Street Los Angeles, CA 90033","2111 E First Street","Los Angeles","CA","90033","34.04476","-118.21309"
"Police Station","Northeast Community Police Station","(323) 561-3211","http://www.lapdonline.org/northeast_community_police_station","3353 San Fernando Road Los Angeles, CA 90065","3353 San Fernando Road","Los Angeles","CA","90065","34.11883","-118.2495"
"Police Station","Newton Community Police Station","(323) 846-6547","http://www.lapdonline.org/newton_community_police_station","3400 Central Avenue Los Angeles, CA 90011","3400 Central Avenue","Los Angeles","CA","90011","34.01256","-118.2563"
"Police Station","West Valley Community Police Station","(818) 374-7611","http://www.lapdonline.org/west_valley_community_police_station","19020 Vanowen Street Reseda, CA 91335","19020 Vanowen Street","Reseda","CA","91335","34.193695","-118.547432"
"Police Station","Van Nuys Community Police Station","(818) 374-9500","http://www.lapdonline.org/van_nuys_community_police_station","6240 Sylmar Avenue Van Nuys, CA 91401","6240 Sylmar Avenue","Van Nuys","CA","91401","34.183573","-118.446386"
"Police Station","North Hollywood Community Police Station","(818) 623-4016","http://www.lapdonline.org/north_hollywood_community_police_station","11640 Burbank Boulevard North Hollywood, CA 91601","11640 Burbank Boulevard","North Hollywood","CA","91601","34.171986","-118.385863"
"Police Station","Topanga Community Police Station","(818) 756-4800","http://www.lapdonline.org/topanga_community_police_station","21501 Schoenborn Street Canoga Park, CA 91304","21501 Schoenborn Street","Canoga Park","CA","91304","34.221043","-118.598916"
"Police Station","Foothill Community Police Station","(818) 756-8861","http://www.lapdonline.org/foothill_community_police_station","12760 Osborne Pacoima, CA 91331","12760 Osborne","Pacoima","CA","91331","34.252971","-118.410835"
"Police Station","Devonshire Community Police Station","(818) 832-0633","http://www.lapdonline.org/devonshire_community_police_station","10250 Etiwanda Avenue Northridge, CA 91325","10250 Etiwanda Avenue","Northridge","CA","91325","34.256426","-118.531831"
"Police Station","Mission Community Police Station","(818) 838-9800","http://www.lapdonline.org/mission_community_police_station","11121 Sepulveda Blvd Mission Hills, CA 91345","11121 Sepulveda Boulevard","Mission Hills","CA","91345","34.272902","-118.467768"
