"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"11","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","14722","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"9","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-10","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"14","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","17.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"4","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"6","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"12","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"8","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","116","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$75,000 TO $99,999","LOS ANGELES CITY","FEMALE","4",,,"2015",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","7342.8003","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"15","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","5896","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"2","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"11","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","16141280","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY GENDER",,"LOS ANGELES CITY","FEMALE","1",,,"2015",,,"04-11-2017","#",,"125793.13","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"8","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","6248","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"1","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","6725","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","396801.4","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"8","2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","MEDIAN AGE BY GENDER",,"LOS ANGELES CITY","MALE","4",,,"2012",,,"04-11-2017","#",,"36.875524","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"13","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","1665484.4","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"12","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","18450","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"3","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","965","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"9","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","5087","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","56162","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$25,000 TO $49,999","LOS ANGELES CITY","FEMALE","6",,,"2013",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","13363.032","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1053836","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"13","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"5","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#",,"-7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"10","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","7295","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"10","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-11","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"1","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","2382767.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"4","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"-11","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"4","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","15133","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","ASIAN","LOS ANGELES CITY",,"CITY TOTAL",,,"2014",,,"04-11-2017","#",,"451825","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"6","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","3226","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"12","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#",,"21","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES COUNTY",,,"2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","$",,"58198.4","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"5","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","2411","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","STATE OF CALIFORNIA",,,"2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","14577193","BOARD OF EQUALIZATION"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"10","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","14685","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"1998","1998-01","1997","1997-03","7-1-1997","04-11-2017","#",,"-864","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"11","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","54368920","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","LESS THAN HIGH SCHOOL","LOS ANGELES CITY","MALE","1",,,"2013",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","35726.059","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"1","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","4519","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"1998","1998-04","1998","1998-02","4-1-1998","04-11-2017","#","SEASONALLY ADJUSTED","650830.8","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","POPULATION BY GENDER",,"LOS ANGELES CITY","MALE","2",,,"2012",,,"04-11-2017","#",,"129434.68","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"STATE OF CALIFORNIA",,,"2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","222.5","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"-246","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","SALES AND OFFICE","LOS ANGELES CITY",,"14",,,"2014",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","23.069483","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"5","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","209877","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"11","2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"6","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","40762","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"7","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","2795","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9691738.1","BOARD OF EQUALIZATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"5","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","11285","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"13","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","3615","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","406300000","CALIFORNIA HOMEBUILDING FOUNDATION"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"5","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","13028793","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE","ASIAN","LOS ANGELES CITY",,"2",,,"2012",,,"04-11-2017","#",,"21385.179","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE COMMUTE TIME",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#","MINUTES","29.468502","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"1998","1998-02","1997","1997-04","10-1-1997","04-11-2017","#",,"142","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","SERVICE","LOS ANGELES CITY",,"7",,,"2012",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","21.065994","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"4","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","1683","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"2","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","11400","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"13","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","41640","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"1","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#",,"-11","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","STATE OF CALIFORNIA",,,"2001","2001-01","2000","2000-03","7-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","3461628.1","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"6","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"9","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY GENDER",,"LOS ANGELES CITY","MALE","5",,,"2015",,,"04-11-2017","#",,"122814.59","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"9","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#",,"7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES COUNTY",,,"2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$",,"50152.7","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"5","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"32","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","365515.5","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"13","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","23583","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"9","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#",,"-11","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"3","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"LOS ANGELES MSA",,,"2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","241.9","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2006","2006-01","2005","2005-03","7-1-2005","04-11-2017","#",,"16","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TOTAL PRIVATE CHANGE","LOS ANGELES CITY",,"7","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#",,"-34","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"7","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#",,"7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"14","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"14","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","2523307.7","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"13","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","143500000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"15","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","6066","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","#",,"-236","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","#",,"-623","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","10777995","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"3","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","9.4","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"8","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"4","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#",,"14","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"9","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","30660","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"15","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","3387","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","SHARE OF HOUSEHOLDS THAT MOVED IN BEFORE 2000",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","32.537537","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","BLACK OR AFRICAN AMERICAN","LOS ANGELES CITY","FEMALE","3",,,"2014",,,"04-11-2017","#",,"6969.4968","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"12","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","9346449.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"12","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","7072","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS BY INCOME BRACKET","$25,000 TO $50,000","LOS ANGELES CITY",,"6",,,"2012",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","27.150249","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"12","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","7035","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"4","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","16269663","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
