"fiscal_year","vendor_name","dollar_amount","data_source"
"2014","CLOSNER EQUIPMENT COMPANY, INC.","1238148.32","SMS"
"2016","PRIVACY-FIRE","1232256.42","SMS"
"2013","TCI TIRE CENTERS LLC","1231466.89","SMS"
"2014","BURST COMMUNICATIONS INC","1230664.52","SMS"
"2014","ENNIS PAINT","1230032.24","SMS"
"2017","ASSOCIATED OF LOS ANGELES","1225606.06","SMS"
"2016","BELL HELICOPTER TEXTRON INC","1223706.90","SMS"
"2017","SAFRAN HELICOPTER ENGINES USA INC","1221793.37","SMS"
"2016","ZECO SYSTEMS, INC DBA GREENLOTS","1221508.00","SMS"
"2015","POWERSCREEN OF CALIFORNIA INC","1221386.42","SMS"
"2017","HELINET AVIATION","1214776.41","SMS"
"2015","VERIZON WIRELESS","1212911.55","SMS"
"2015","TCI TIRE CENTERS LLC","1209377.96","SMS"
"2015","PRIVACY-FIRE","1202070.00","SMS"
"2012","PLAY POWER LT FARMINGTON INC","1201351.39","SMS"
"2015","SYSCO LOS ANGELES INC","1198808.71","SMS"
"2013","LOS ANGELES FREIGHTLINER","1196532.15","SMS"
"2014","DD OFFICE PRODUCTS DBA LIBERTY PAPER","1189979.35","SMS"
"2016","SOUTHERN CA OVERHEAD DOOR CO","1187603.53","SMS"
"2014","SYSCO LOS ANGELES INC","1185528.83","SMS"
"2014","MUNICIPAL EMERGENCY SERVICES INC.","1182710.38","SMS"
"2012","JOHNSON CONTROLS INC","1176128.65","SMS"
"2016","MANERI SIGN CO INC","1169927.30","SMS"
"2016","NEOCOMP SYSTEMS INC","1159608.05","SMS"
"2012","AMERICAN EUROCOPTER CORP","1159605.49","SMS"
"2017","TCI TIRE CENTERS LLC","1141307.57","SMS"
"2017","WESTERN TRUCK EXCHANGE","1139824.18","SMS"
"2015","DD OFFICE PRODUCTS DBA LIBERTY PAPER","1136986.76","SMS"
"2013","MOOSE BOATS INC","1135434.57","SMS"
"2017","HAWORTH","1132629.09","SMS"
"2017","VERITIV OPERATING COMPANY","1132336.66","SMS"
"2015","PARKHOUSE TIRE SERVICE INC","1130785.60","SMS"
"2015","XPEDX","1125648.67","SMS"
"2016","MERRIMAC ENERGY GROUP","1123006.56","SMS"
"2012","MANERI SIGN CO INC","1122704.53","SMS"
"2012","MULTI W SYSTEMS INC","1122394.14","SMS"
"2014","XPEDX","1112666.23","SMS"
"2015","MANERI SIGN CO INC","1110485.65","SMS"
"2016","FLEMING ENVIRONMENTAL INC","1107729.37","SMS"
"2017","AMTECH ELEVATOR SERVICES","1106828.16","SMS"
"2015","BEST CONTRACTING SERVICES INC","1104987.83","SMS"
"2012","DAILEY-WELLS COMMUNICATIONS INC","1101520.03","SMS"
"2015","WESTERN TRUCK EXCHANGE","1098169.44","SMS"
"2013","FLINT TRADING INC","1091555.37","SMS"
"2013","STAPLES CONTRACT & COMMERCIAL INC","1089783.40","SMS"
"2012","LOS ANGELES FREIGHTLINER","1081512.04","SMS"
"2017","GAMBOL INDUSTRIES, INC.","1081502.52","SMS"
"2013","SYSCO LOS ANGELES INC","1080682.03","SMS"
"2012","PACIFIC BELL TELEPHONE COMPANY","1073394.12","SMS"
"2016","VERIZON WIRELESS","1072832.63","SMS"
"2017","I B M","1070300.50","SMS"
"2017","ENTERPRISE RENT-A-CAR/LEASING","1063565.32","SMS"
"2013","DOOLEY ENTERPRISES","1061658.42","SMS"
"2016","ASSOCIATED READY MIX CONCRETE","1058448.71","SMS"
"2015","I B M","1057190.33","SMS"
"2017","SOUTHERN CA OVERHEAD DOOR CO","1055905.59","SMS"
"2016","ALLSTAR FIRE EQUIPMENT INC","1054231.95","SMS"
"2012","FLINT TRADING INC","1053253.49","SMS"
"2013","L N CURTIS & SONS","1044611.77","SMS"
"2016","DD OFFICE PRODUCTS DBA LIBERTY PAPER","1035685.49","SMS"
"2015","AMTECH ELEVATOR SERVICES","1028112.72","SMS"
"2012","ENTERPRISE RIDESHARE","1024985.32","SMS"
"2017","CONCENTRIC SECURITY","1023853.82","SMS"
"2015","STREETLINE INC","1021460.37","SMS"
"2015","COASTLINE EQUIPMENT CO","1020549.32","SMS"
"2014","FLINT TRADING INC","1019648.95","SMS"
"2017","GALLS, LLC","1018594.60","SMS"
"2013","ABCO TRADING COMPANY","1017531.25","SMS"
"2014","STREETLINE INC","1014857.51","SMS"
"2016","MYERS & SONS HI-WAY SAFETY INC","1011678.59","SMS"
"2014","XCEL MECHANICAL SYSTEMS","1011580.15","SMS"
"2013","WESTERN EMULSIONS INC","1006233.83","SMS"
"2017","FLEMING ENVIRONMENTAL INC","1004580.11","SMS"
"2013","PARKHOUSE TIRE SERVICE INC","1000636.03","SMS"
"2016","I B M","1000228.07","SMS"
"2013","LINCOLN EQUIPMENT INC","993940.35","SMS"
"2014","MANERI SIGN CO INC","989667.78","SMS"
"2013","MANERI SIGN CO INC","982837.80","SMS"
"2012","PLAYCORE WISCONSIN, INC DBA GAME TIME","980043.29","SMS"
"2017","UNISOURCE WORLDWIDE INC","980024.29","SMS"
"2012","KONE INC","979189.40","SMS"
"2014","ALLSTAR FIRE EQUIPMENT INC","978697.76","SMS"
"2013","ALL PHASE ELECTRIC SUPPLY CO","978367.80","SMS"
"2014","VERIZON WIRELESS","972275.92","SMS"
"2012","SCHER TIRE INC","970057.23","SMS"
"2016","WESTERN TRUCK EXCHANGE","967763.21","SMS"
"2012","ENVIRONMENTAL SYS RESEARCH","963163.65","SMS"
"2014","FRONTIER FORD","949757.92","SMS"
"2016","STREETLINE INC","946542.34","SMS"
"2017","BELL HELICOPTER TEXTRON INC","946532.00","SMS"
"2012","FIRST FIRE SYSTEMS INC","946439.67","SMS"
"2016","SYSCO LOS ANGELES INC","945634.24","SMS"
"2012","WESTERN TRUCK EXCHANGE","937955.15","SMS"
"2015","R D SYSTEMS INC","937332.05","SMS"
"2017","MCCAIN TRAFFIC SUPPLY","933128.89","SMS"
"2017","INTELLI-FLEX INC.","932339.83","SMS"
"2012","DANIELS TIRE SERVICE","925405.16","SMS"
"2012","PHYSIO-CONTROL INC","924556.37","SMS"
"2017","UNITED SITE SERVICES OF CALIFORNIA INC.","923700.89","SMS"
"2017","PARKHOUSE TIRE SERVICE INC","923176.05","SMS"
"2014","QUALITY FENCE CO INC","922820.37","SMS"
"2014","WESTERN TRUCK EXCHANGE","921896.45","SMS"
"2014","A TO Z GLASS & MIRROR INC","920839.52","SMS"
"2013","MULTI W SYSTEMS INC","920604.63","SMS"
"2015","NEW CENTURY BMW MOTORCYCLES","919722.06","SMS"
"2013","ENTERPRISE RIDESHARE","919470.6","SMS"
"2015","SOUTHERN CA OVERHEAD DOOR CO","917342.04","SMS"
"2012","TURBOMECA ENGINE CORP","913452.98","SMS"
"2013","AGUSTAWESTLAND PHILADELPHIA CORP","906408.14","SMS"
"2014","DAILEY-WELLS COMMUNICATIONS INC","903044.70","SMS"
"2015","TIFCO INDUSTRIES","902912.91","SMS"
"2013","XPEDX","898898.79","SMS"
"2014","ABCO TRADING COMPANY","897870.41","SMS"
"2014","MCCAIN TRAFFIC SUPPLY","896563.51","SMS"
"2015","SUPERIOR ELECTRIC MOTOR SVC","896358.90","SMS"
"2013","GRAPHIC ELECTRIC INC","891446.99","SMS"
"2014","REYNOLDS BUICK GMC","889490.60","SMS"
"2012","HAGEMEYER NORTH AMERICA","888757.85","SMS"
"2013","DUNCAN PARKING TECHNOLOGIES","883547.42","SMS"
"2015","SOUTHWEST WEAR PARTS CO INC","882485.39","SMS"
"2014","PLAY POWER LT FARMINGTON INC","881724.26","SMS"
"2014","ROTARY LIFT","881254.57","SMS"
"2014","KONE INC","877799.32","SMS"
"2017","BELTRANS RENTS AND SALES INC","876046.54","SMS"
"2016","TCI TIRE CENTERS LLC","874787.89","SMS"
"2012","ALFA-LAVAL INC","873092.47","SMS"
"2013","FRONTIER FORD","872801.27","SMS"
"2014","TIFCO INDUSTRIES","864954.03","SMS"
"2015","V T P INC","859502.85","SMS"
"2013","WESTERN TRUCK EXCHANGE","857021.20","SMS"
"2012","TRIANGLE SPORTS","854404.76","SMS"
"2014","LIFE TECHNOLOGIES CORPORATION","852228.47","SMS"
"2013","RASIX COMPUTER DBA ACADEMIC SUPPLIER","850891.06","SMS"
"2017","ROY'S HARDWOOD FLOORING","850584.39","SMS"
"2013","TURBOMECA USA","850200.81","SMS"
"2015","KME FIRE APPARATUS","848590.88","SMS"
"2016","PHYSIO-CONTROL INC","846973.71","SMS"
"2012","TIFCO INDUSTRIES","845485.05","SMS"
"2017","FLINT TRADING INC","840104.72","SMS"
"2015","ENTERPRISE RENT-A-CAR/LEASING","839452.09","SMS"
"2016","PLAYCORE WISCONSIN, INC DBA GAME TIME","835164.52","SMS"
"2012","AQUA-FLO SUPPLY INC","830465.95","SMS"
"2013","TIFCO INDUSTRIES","829311.43","SMS"
"2014","VISIONS OF VIDEO","828929.40","SMS"
"2015","LIFE TECHNOLOGIES CORPORATION","825761.79","SMS"
"2017","MYERS & SONS HI-WAY SAFETY INC","819707.07","SMS"
"2016","TIFCO INDUSTRIES","815937.39","SMS"
"2014","H W HUNTER INC","814775.60","SMS"
"2015","FLEMING ENVIRONMENTAL INC","813169.89","SMS"
"2015","LANDSCAPE STRUCTURES INC","808545.37","SMS"
"2012","AMTECH ELEVATOR SERVICES","806087.40","SMS"
"2013","FIRST FIRE SYSTEMS INC","805798.26","SMS"
"2013","LOS ANGELES ELECTRIC COMPANY","805535.38","SMS"
"2017","AIRBUS DS COMMUNICATIONS, INC.","805264.90","SMS"
"2012","GRAPHIC ELECTRIC INC","803598.87","SMS"
"2013","KONE INC","801713.65","SMS"
"2013","ENTERPRISE RENT-A-CAR/LEASING","796814.71","SMS"
"2015","BELTRANS RENTS AND SALES INC","795927.87","SMS"
"2013","AQUA-FLO SUPPLY INC","794402.91","SMS"
"2017","BEST CONTRACTING SERVICES INC","788321.91","SMS"
"2017","SPICERS PAPER","786071.64","SMS"
"2013","RULE STEEL TANKS, INC.","786010.46","SMS"
"2012","QUALITY FENCE CO INC","785233.95","SMS"
"2014","AMERICAN EUROCOPTER CORP","783599.34","SMS"
"2017","AT&T MOBILITY","782642.29","SMS"
"2012","VERIZON WIRELESS","775274.65","SMS"
"2013","TRIANGLE SPORTS","774355.64","SMS"
"2014","E J WARD INC","773278.68","SMS"
"2014","PHYSIO-CONTROL INC","772684.11","SMS"
"2014","SOUTHERN CA OVERHEAD DOOR CO","772174.83","SMS"
"2014","GALLS, LLC","771919.54","SMS"
"2013","NETWORK POWER SOLUTIONS","770801.98","SMS"
"2014","ROLLS-ROYCE ENGINE SERVICES","766884.16","SMS"
"2013","VERIZON WIRELESS","766312.38","SMS"
"2013","BELL HELICOPTER TEXTRON INC","765350.89","SMS"
"2015","CLUB CAR INC","762754.92","SMS"
"2014","AIRBUS HELICOPTERS","759584.69","SMS"
"2016","CONTRA COSTA COUNTY","759500","SMS"
"2014","FLEMING ENVIRONMENTAL INC","759307.22","SMS"
"2016","PARKHOUSE TIRE SERVICE INC","757123.06","SMS"
"2015","BELL HELICOPTER TEXTRON INC","756373.55","SMS"
"2016","LANDSCAPE STRUCTURES INC","754006.66","SMS"
"2012","LOS ANGELES ELECTRIC COMPANY","750349.27","SMS"
"2012","FERGUSON ENTERPRISES INC","749426.11","SMS"
"2013","SOUTHERN CA OVERHEAD DOOR CO","748420.82","SMS"
"2013","VERMEER-CALIFORNIA INC","746721.10","SMS"
"2017","TELL STEEL","745587.78","SMS"
"2016","FLINT TRADING INC","743429.76","SMS"
"2013","DESIGN SPACE MODULAR BLDGS INC","740078.96","SMS"
"2012","PRIVACY-FIRE","737497.39","SMS"
"2012","NEOTECH ENGINEERED PRODUCTS","736364.71","SMS"
"2015","VISIONS OF VIDEO","736283.41","SMS"
"2013","DD OFFICE PRODUCTS DBA LIBERTY PAPER","735637.91","SMS"
"2016","V T P INC","733974.42","SMS"
"2012","OMS ENTERPRISES LLC","733584.64","SMS"
"2012","BELL HELICOPTER TEXTRON INC","732923.97","SMS"
"2012","LAIDLAWS HARLEY-DAVIDSON SALES","728908.27","SMS"
"2017","STREETLINE INC","723968.98","SMS"
"2012","UNIFIED NUTRIMEALS","722950.56","SMS"
"2016","T-MOBILE","720261.38","SMS"
"2017","ELMS EQUIPMENT RENTAL, INC.","717733.58","SMS"
"2016","LIFE TECHNOLOGIES CORPORATION","717002.18","SMS"
"2017","NEWCO DISTRIBUTORS","714005.54","SMS"
"2016","GOLDEN WEST TOWING EQUIP INC","712904.49","SMS"
"2017","SUPERIOR ELECTRIC MOTOR SVC","712720.43","SMS"
"2012","XPEDX","711550.34","SMS"
"2016","BELTRANS RENTS AND SALES INC","709370.88","SMS"
"2013","V T P INC","705489.48","SMS"
"2014","GOSS CONSTRUCTION CO INC","704172.78","SMS"
"2015","ROLLS-ROYCE ENGINE SERVICES","703333.51","SMS"
"2014","A-1 ELECTRIC SERVICE CO INC","703054.32","SMS"
"2013","FLEMING ENVIRONMENTAL INC","702632.00","SMS"
"2017","UNITED ROTARY BRUSH CORP","699679.17","SMS"
"2014","ENTERPRISE RIDESHARE","696970.77","SMS"
"2015","JOHNSON CONTROLS INC","694321.93","SMS"
"2014","ACCO ENGINEERED SYSTEMS","693341.31","SMS"
"2016","RAY GASKIN SERVICE INC","691791.68","SMS"
"2015","AQUA-FLO SUPPLY INC","690610.46","SMS"
"2013","VION CORPORATION","687044.19","SMS"
"2017","DAILEY-WELLS COMMUNICATIONS INC","686442.00","SMS"
"2013","ADVANCED BATTERY SYSTEMS INC","685329.48","SMS"
"2015","PHYSIO-CONTROL INC","685052.30","SMS"
"2014","AQUA-FLO SUPPLY INC","683771.80","SMS"
"2012","PACIFIC ROCK & RECYCLE EQUIP","683153.10","SMS"
"2016","TELL STEEL","681887.74","SMS"
"2015","SMITHSON ELECTRIC INC","679345.8","SMS"
"2017","NEW CENTURY BMW","677845.98","SMS"
"2017","NEWARK DBA NEWARK ELEMENT14 DBA CADSOFT","677699.51","SMS"
"2017","NATIONAL AUTO FLEET GROUP","675747.83","SMS"
"2016","GAMBOL INDUSTRIES, INC.","672455.49","SMS"
"2012","PARKHOUSE TIRE SERVICE INC","670495.91","SMS"
"2013","MONTGOMERY HARDWARE CO","669599.59","SMS"
"2017","ADVANCED BATTERY SYSTEMS INC","669089.38","SMS"
"2017","T-MOBILE","667700.56","SMS"
"2014","NEWCO DISTRIBUTORS","667354.46","SMS"
"2017","GLENN E THOMAS","667215.15","SMS"
"2015","D L T SOLUTIONS, LLC","667154.85","SMS"
"2012","ALLSTAR FIRE EQUIPMENT INC","666471.54","SMS"
"2017","RELIABLE MONITORING SERVICES","663206.69","SMS"
"2017","LINCOLN EQUIPMENT INC DBA LINCOLN AQUATI","662385.46","SMS"
"2016","ALTEC INDUSTRIES","662199.30","SMS"
"2013","AT & T PACIFIC BELL TELEPHONE COMPANY","661176.47","SMS"
"2015","BUI UNIFORM COMPANY","660815.17","SMS"
"2017","V T P INC","660412.87","SMS"
"2017","BSN  SPORTS INC.","660143.66","SMS"
"2013","PROVOTE SOLUTIONS","658659.33","SMS"
"2016","ENTERPRISE RENT-A-CAR/LEASING","655055.97","SMS"
"2015","BSN  SPORTS INC.","654906.94","SMS"
"2014","AMERON POLE PRODUCTS","654900.54","SMS"
"2013","TELL STEEL","654384.15","SMS"
"2014","MYERS & SONS HI-WAY SAFETY INC","653576.72","SMS"
"2014","ROADTEC, INC","652531.28","SMS"
"2017","AQUA-FLO SUPPLY INC","649921.30","SMS"
"2012","ENTERPRISE RENT-A-CAR/LEASING","649437.45","SMS"
"2015","ARMORCAST PRODUCTS CO","649239.68","SMS"
"2014","ENTERPRISE RENT-A-CAR/LEASING","648418.79","SMS"
"2012","AARDVARK TACTICAL INC","647047.98","SMS"
"2015","QUALITY FENCE CO INC","645849.33","SMS"
"2015","DAILEY-WELLS COMMUNICATIONS INC","645577.24","SMS"
"2014","PREFERRED MEAL SYSTEMS INC","645319.04","SMS"
"2017","CED/METROPOLITAN ELECTRICAL","644781.11","SMS"
"2017","COBAN TECHNOLOGIES INC","640017.46","SMS"
"2017","A TO Z GLASS & MIRROR INC","637531.98","SMS"
"2016","UNITED SITE SERVICES OF CALIFORNIA INC.","633365.89","SMS"
"2012","ABCO TRADING COMPANY","632915.92","SMS"
"2017","VRIDE, INC","631586","SMS"
"2014","LANGLOIS FANCY FROZEN FOODS","627522.75","SMS"
"2017","ADVANCED INFRASTRUCTURE TECHNOLOGIES","626774.00","SMS"
"2015","NEWCO DISTRIBUTORS","623750.21","SMS"
"2013","ALLSTAR FIRE EQUIPMENT INC","623257.45","SMS"
"2017","FLO SYSTEMS INC","622340.05","SMS"
"2013","SCHER TIRE INC","620471.96","SMS"
"2012","TELL STEEL","618197.00","SMS"
"2016","TASER INTERNATIONAL INC","618103.26","SMS"
"2017","CLUB CAR LLC","616389.86","SMS"
"2015","WORLD WIDE TECHNOLOGY, INC.","614332.09","SMS"
"2014","V T P INC","613655.30","SMS"
"2014","ARMORCAST PRODUCTS CO","610190.81","SMS"
"2012","E J WARD INC","608809.33","SMS"
"2017","D L T SOLUTIONS, LLC","606827.42","SMS"
"2017","AGILENT TECHNOLOGIES INC","604030.18","SMS"
"2014","A-Z BUS SALES INC","602968.75","SMS"
"2015","LEOTEK ELECTRONICS USA CORP","601502.33","SMS"
"2013","EC AMERICA, INC","601140.42","SMS"
"2017","TEREX USA, LLC","601132.99","SMS"
"2014","JOHNSON CONTROLS INC","600474.97","SMS"
"2012","TARGET SPECIALTY PRODUCTS","600340.47","SMS"
"2013","TARGET SPECIALTY PRODUCTS","598175.36","SMS"
"2014","CXT PRECAST PRODUCTS DIVISION","596920.60","SMS"
"2012","AT&T MOBILITY","593746.62","SMS"
"2012","ROTARY SUPPORT","593095.44","SMS"
"2017","WATERLINE TECHNOLOGIES INC","592595.35","SMS"
"2012","JONES LUMBER CO INC","590848.50","SMS"
"2013","SAFE ENVIRONMENT ENGINEERING","590160.24","SMS"
"2012","ROYAL WHOLESALE ELECTRIC","589276.81","SMS"
"2015","TELL STEEL","588524.10","SMS"
"2017","LIFE TECHNOLOGIES CORPORATION","587720.34","SMS"
"2017","VOLVO CONSTRUCTION EQUIP & SVC","586871.72","SMS"
"2012","SOUTHERN CA OVERHEAD DOOR CO","586755.90","SMS"
"2014","PRATT & WHITNEY ENGINE SVCS","583512.00","SMS"
"2016","AT&T MOBILITY","582430.13","SMS"
"2015","FERGUSON ENTERPRISES INC","582002.94","SMS"
"2015","LANGLOIS FANCY FROZEN FOODS","580612.95","SMS"
"2013","UNITED SITE SERVICES OF CA  IN","579969.64","SMS"
"2015","MOTION INDUSTRIES INC","579203.67","SMS"
"2015","E J WARD INC","577274.04","SMS"
"2013","ROYAL WHOLESALE ELECTRIC","576959.10","SMS"
"2015","WATERLINE TECHNOLOGIES INC","576357.57","SMS"
"2012","LANGLOIS FANCY FROZEN FOODS","576149.31","SMS"
"2017","AXON ENTERPRISE INC","573585.03","SMS"
"2014","BSN  SPORTS INC.","573522.83","SMS"
"2013","LANGLOIS FANCY FROZEN FOODS","572572.51","SMS"
"2016","SOUTHWEST WEAR PARTS CO INC","572144.23","SMS"
"2014","WATERLINE TECHNOLOGIES INC","571495.65","SMS"
"2014","CLUB CAR INC","571481.11","SMS"
"2013","MYERS & SONS HI-WAY SAFETY INC","571136.95","SMS"
"2014","PRIVACY-FIRE","570688.41","SMS"
"2012","WONDRIES FLEET GRP","569613.57","SMS"
"2014","HAWORTH","569463.61","SMS"
"2013","SPICERS PAPER","569141.70","SMS"
"2017","JB HOLDING CORP DBA JB OFFICE","568642.09","SMS"
"2015","AGILENT TECHNOLOGIES INC","567178.03","SMS"
"2013","C T & F INC","565248.42","SMS"
"2015","AMANO MCGANN INC","564825.37","SMS"
"2013","PREFERRED MEAL SYSTEMS INC","562216.90","SMS"
"2012","PRINTING TECHNOLOGY, INC.","562096.81","SMS"
"2014","UNITED SITE SERVICES OF CA  IN","560175.90","SMS"
"2013","SEPANIAN ENGINEERING","559594.33","SMS"
"2013","BELTRANS RENTS AND SALES INC","559445.47","SMS"
"2014","TARGET SPECIALTY PRODUCTS","557154.30","SMS"
"2013","NEXUS IS, INC.","556075.04","SMS"
"2012","AMERICAN ROTARY BROOM CO INC","555318.03","SMS"
"2015","RICOH AMERICAS CORPORATION","554304.99","SMS"
"2016","NATIONAL SIGNAL","553932.86","SMS"
"2014","LINCOLN EQUIPMENT INC","553231.40","SMS"
"2014","BUI UNIFORM COMPANY","552734.55","SMS"
"2013","PRIVACY-FIRE","552444.06","SMS"
"2014","WEST COAST EQUIPMENT & PART","550514.24","SMS"
"2012","MOOSE BOATS INC","550081.43","SMS"
"2017","TARGET SPECIALTY PRODUCTS","549939.39","SMS"
"2015","MYERS & SONS HI-WAY SAFETY INC","549149.97","SMS"
"2017","CITY TERRACE INC","547548.75","SMS"
"2016","CLUB CAR LLC","546344.52","SMS"
"2013","E J WARD INC","545570.98","SMS"
"2012","UNITED SITE SERVICES OF CA  IN","544266.94","SMS"
"2014","ROBERT SKEELS & CO","544012.75","SMS"
"2015","PCMG","541660.01","SMS"
"2016","BSN  SPORTS INC.","541471.53","SMS"
"2013","AT&T MOBILITY","540697.96","SMS"
"2016","GOUDY HONDA","538142.93","SMS"
"2012","POWERLAND EQUIPMENT INC","537507.31","SMS"
"2016","ADVANCED ELECTRONICS, INC.","536349.26","SMS"
"2015","POWERLAND EQUIPMENT INC","532150.58","SMS"
"2016","NATIONAL AUTO FLEET GROUP","530303.59","SMS"
"2013","SOUTHWEST WEAR PARTS CO INC","530068.09","SMS"
"2015","CALIFORNIA BOILER INC","528751.38","SMS"
"2014","DUNCAN PARKING TECHNOLOGIES","528702.43","SMS"
"2017","PHYSIO-CONTROL INC","528672.28","SMS"
"2013","AMTECH ELEVATOR SERVICES","527381.36","SMS"
"2015","ADVANCED BATTERY SYSTEMS INC","525777.85","SMS"
"2012","MONTGOMERY HARDWARE CO","525668.37","SMS"
"2014","D L T SOLUTIONS, LLC","520795.64","SMS"
"2017","LANGLOIS FANCY FROZEN FOODS","520643.72","SMS"
"2012","VERIZON CALIFORNIA","519730.64","SMS"
"2012","SYSCO FOOD SERVICE OF L A INC","519298.74","SMS"
"2012","FORTEL TRAFFIC INC","519033.01","SMS"
"2012","FLEETPRIDE INC","517040.19","SMS"
"2013","HOT SHOTS ATHLETIC APPAREL","516083.83","SMS"
"2014","WESTERN EMULSIONS INC","515160.13","SMS"
"2015","PROVOTE SOLUTIONS","512244.51","SMS"
"2015","TACTICAL & SURVIVAL SPECIALTIE","511000","SMS"
"2012","WATERLINE TECHNOLOGIES INC","510017.14","SMS"
"2015","GOUDY HONDA","509145.11","SMS"
"2017","BUI UNIFORM COMPANY","508023.59","SMS"
"2014","SCOTT EQUIPMENT INC.","507183.54","SMS"
"2015","A T S NORTHEAST TOW INC","506825.71","SMS"
"2014","ADVANCED BATTERY SYSTEMS INC","506823.33","SMS"
"2014","ACCUVANT INC","506710.00","SMS"
"2012","AMERON POLE PRODUCTS","506047.72","SMS"
"2013","QIAGEN INC","505904.62","SMS"
"2015","UNITED SITE SERVICES OF CALIFORNIA INC.","505205.91","SMS"
"2013","FERGUSON ENTERPRISES INC","504778.40","SMS"
"2017","CATS USA PEST CONTROL","504567.39","SMS"
"2016","REMOTEC INC","504529.00","SMS"
"2016","AQUA-FLO SUPPLY INC","504087.98","SMS"
"2013","AARDVARK","503575.51","SMS"
"2017","DUNCAN PARKING TECHNOLOGIES","501338.48","SMS"
"2012","SOUTHWEST WEAR PARTS CO INC","500276.37","SMS"
"2014","TELL STEEL","498872.59","SMS"
"2013","ROLLS-ROYCE ENGINE SERVICES","497914.76","SMS"
"2014","SAN DIEGO POLICE EQUIP CO INC","497631.32","SMS"
"2016","CED/METROPOLITAN ELECTRICAL","496761.01","SMS"
"2014","POWERLAND EQUIPMENT INC","493938.93","SMS"
"2015","AT&T MOBILITY","493519.12","SMS"
"2016","LANGLOIS FANCY FROZEN FOODS","492570.79","SMS"
"2012","RAYVERN LIGHTING SUPPLY CO","492251.91","SMS"
"2012","IMPEX TECHNOLOGIES INC","491818.86","SMS"
"2013","WATERLINE TECHNOLOGIES INC","490588.64","SMS"
"2015","TARGET SPECIALTY PRODUCTS","487959.79","SMS"
"2016","GENERAL DATACOMM INDUSTRIES","484639.30","SMS"
"2017","MONTGOMERY HARDWARE CO","483663.30","SMS"
"2016","ADVANCED INFRASTRUCTURE TECHNOLOGIES","482196.23","SMS"
"2012","CLUB CAR INC","481217.51","SMS"
"2016","NEWCO DISTRIBUTORS","480648.10","SMS"
"2013","ASSI SECURITY INC","479812.73","SMS"
"2013","JONES LUMBER CO INC","479166.74","SMS"
"2012","MYERS & SONS HI-WAY SAFETY INC","478155.35","SMS"
"2013","S & S WORLDWIDE INC","477990.70","SMS"
"2017","E J WARD INC","475463.55","SMS"
"2015","FLO SYSTEMS INC","474505.02","SMS"
"2016","GLENN E THOMAS","474098.76","SMS"
"2012","SMITHSON ELECTRIC INC","474074.2","SMS"
"2017","ARUBA NETWORKS, INC","473851.16","SMS"
"2014","ROYAL WHOLESALE ELECTRIC","472816.29","SMS"
"2015","SEPANIAN ENGINEERING","472591.30","SMS"
"2014","AMTECH ELEVATOR SERVICES","471409.14","SMS"
"2017","GANAHL LUMBER CO","470875.02","SMS"
"2016","CURVATURE LLC","470414","SMS"
"2013","L A ROOFING MATERIALS CO","469106.94","SMS"
"2017","QUALITY FENCE CO INC","468451.25","SMS"
"2014","SMITHSON ELECTRIC INC","467467.8","SMS"
"2014","BELL HELICOPTER TEXTRON INC","467317.05","SMS"
"2013","ROY'S HARDWOOD FLOORING","464956.07","SMS"
"2015","FERNO WASHINGTON","464941.27","SMS"
"2013","CLUB CAR INC","464709.11","SMS"
"2017","WESTERN EMULSIONS INC","463668.57","SMS"
"2014","SOUTHWEST WEAR PARTS CO INC","461883.10","SMS"
"2016","E J WARD INC","461452.81","SMS"
"2017","RAY GASKIN SERVICE INC","461351.66","SMS"
"2012","LINCOLN EQUIPMENT INC","460497.85","SMS"
"2012","BUI UNIFORM COMPANY","460163.66","SMS"
"2013","BSN  SPORTS INC.","459163.90","SMS"
"2015","MONTGOMERY HARDWARE CO","458985.29","SMS"
"2016","BILL ROBERTSON & SONS INC","458447.43","SMS"
"2012","MOTION INDUSTRIES INC","457834.39","SMS"
"2017","R D SYSTEMS INC","457049.13","SMS"
"2015","BILL ROBERTSON & SONS INC","454863.82","SMS"
"2016","ADVANCED BATTERY SYSTEMS INC","454607.79","SMS"
"2015","GLENN E THOMAS","453963.93","SMS"
"2017","DD OFFICE PRODUCTS DBA LIBERTY PAPER","452812.49","SMS"
"2016","MOTION INDUSTRIES INC","451845.36","SMS"
"2013","REBILT METALIZING COMPANY","449954.07","SMS"
"2017","ECONOMY HANDICRAFTS","449031.86","SMS"
"2016","VERITIV OPERATING COMPANY","448365.80","SMS"
"2013","CATS USA PEST CONTROL","447310.87","SMS"
"2016","WATERLINE TECHNOLOGIES INC","446965.14","SMS"
"2012","ROBERT SKEELS & CO","445489.96","SMS"
"2013","NEWCO DISTRIBUTORS","444813.37","SMS"
"2012","S & S WORLDWIDE INC","444636.33","SMS"
"2014","GLENN E THOMAS","442586.71","SMS"
"2016","R D SYSTEMS INC","442235.44","SMS"
"2014","CHART INTERNATIONAL, INC","441409.74","SMS"
"2017","SOUTHWEST WEAR PARTS CO INC","439862.06","SMS"
"2015","WESTERN MEDICAL SUPPLY INC","439468.94","SMS"
"2014","GENERAL DATACOMM INDUSTRIES","439395.96","SMS"
"2014","MONTGOMERY HARDWARE CO","439359.80","SMS"
"2013","WONDRIES FLEET GRP","439251.92","SMS"
"2013","A TO Z GLASS & MIRROR INC","438510.01","SMS"
