"id_number","fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","business_tax_registration_certificate","government_activity","fund_group_name","fund_type","fund_name","account_name","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","contract_name","contract_link"
"3220","2012","POLICE","PRIVACY-POLICE","2011-07-15T00:00:00.000","246",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001324","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3221","2012","POLICE","PRIVACY-POLICE","2011-07-15T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001325","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3222","2012","POLICE","PRIVACY-POLICE","2011-07-15T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001326","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3223","2012","POLICE","PRIVACY-POLICE","2011-07-15T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001327","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3224","2012","POLICE","PRIVACY-POLICE","2011-07-15T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001328","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3282","2012","POLICE","ROSS BAKER TOWING, INC","2011-07-18T00:00:00.000","51","CO107454","0000833298","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000001509","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","ROSS BAKER TOWING, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107454"
"3571","2012","PENSION","LOS ANGELES POLICE PROTECTIVE LEAGUE/C","2011-07-21T00:00:00.000","510.58",,"0000408873","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002135","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3572","2012","PENSION","LOS ANGELES POLICE PROTECTIVE LEAGUE/C","2011-07-21T00:00:00.000","65.09",,"0000408873","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 4 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002136","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3623","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","1891.01",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002144","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3624","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","84583.42",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002145","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3625","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","35136.82",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002146","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3626","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","914.15",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002147","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3627","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","7200.74",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 4 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002148","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3628","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","271.92",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 4 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002149","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3629","2012","PENSION","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-21T00:00:00.000","21939.71",,"0000394686","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002150","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3630","2012","PENSION","LOS ANGELES FIREMENS RELIEF ASSOCIATION /C","2011-07-21T00:00:00.000","6150.95",,"0000422078","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002151","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3651","2012","POLICE","AMERICAN TRAFFIC SOLUTIONS INC","2011-07-21T00:00:00.000","255937.5","CO109495","0002467920","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002162","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","AMERICAN TRAFFIC SOLUTIONS","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-109495"
"3652","2012","POLICE","AMERICAN TRAFFIC SOLUTIONS INC","2011-07-21T00:00:00.000","255937.5","CO109495","0002467920","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002162","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","AMERICAN TRAFFIC SOLUTIONS","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-109495"
"3655","2012","POLICE","NATIONAL CONSORTIUM FOR ADVANCED POLICING","2011-07-21T00:00:00.000","14933.71","CO118499","0002465847","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","08 COMPETITIVE TRAINING PROGRA","AD26120000002164","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","NATIONAL CONSORTIUM FOR ADVANCED POLICING","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-118499"
"3656","2012","POLICE","ADVANCEMENT PROJECT","2011-07-21T00:00:00.000","3000","CO118029","0002107912","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","09-10 PROJECT SAFE NEIGHBORHOD","AD26120000002165","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","ADVANCEMENT PROJECT (THE)","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-118029"
"3657","2012","POLICE","ADVANCEMENT PROJECT","2011-07-21T00:00:00.000","3000","CO118029","0002107912","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","09-10 PROJECT SAFE NEIGHBORHOD","AD26120000002165","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","ADVANCEMENT PROJECT (THE)","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-118029"
"3658","2012","POLICE","ADVANCEMENT PROJECT","2011-07-21T00:00:00.000","3000","CO118029","0002107912","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","09-10 PROJECT SAFE NEIGHBORHOD","AD26120000002165","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","ADVANCEMENT PROJECT (THE)","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-118029"
"3868","2012","POLICE","RECALL TOTAL INFORMATION MANAGEMENT INC","2011-07-21T00:00:00.000","187.5",,"0000380319","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002211","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3869","2012","POLICE","RECALL TOTAL INFORMATION MANAGEMENT INC","2011-07-21T00:00:00.000","286.5",,"0000380319","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002211","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3926","2012","POLICE","RECALL TOTAL INFORMATION MANAGEMENT INC","2011-07-21T00:00:00.000","187.5",,"0000380319","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002211","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"3927","2012","POLICE","RECALL TOTAL INFORMATION MANAGEMENT INC","2011-07-21T00:00:00.000","187.5",,"0000380319","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002211","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4011","2012","HUMAN RESOURCES BENEFITS","LOS ANGELES AIRPORT POLICE SUPERVISORS ASSOCIATION","2011-07-21T00:00:00.000","2352",,"0002207546","GENERAL GOVERNMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","SUPPLEMENTAL CIVILIAN UNION BENEFITS","AD26120000002218","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4012","2012","HUMAN RESOURCES BENEFITS","LOS ANGELES AIRPORT POLICE SUPERVISORS ASSOCIATION","2011-07-21T00:00:00.000","2408","CO112345","0002207546","GENERAL GOVERNMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","SUPPLEMENTAL CIVILIAN UNION BENEFITS","AD26120000002218","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","OPENORDER","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-112345"
"4015","2012","PENSION","LOS ANGELES FIREMENS RELIEF ASSOCIATION /C","2011-07-21T00:00:00.000","27116.35",,"0000422078","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000002220","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4021","2012","POLICE","EMERGENCY RESPONSE CRIME SCENE","2011-07-21T00:00:00.000","650",,"0002563012","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002224","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4022","2012","POLICE","EMERGENCY RESPONSE CRIME SCENE","2011-07-21T00:00:00.000","650",,"0002563012","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002224","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4023","2012","POLICE","EMERGENCY RESPONSE CRIME SCENE","2011-07-21T00:00:00.000","650",,"0002563012","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002224","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4090","2012","POLICE","TLC VETERINARY CENTERS,INC","2011-07-21T00:00:00.000","62.83","CO116816","0000978283","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002228","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","TLC VETERINARY CENTER INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-116816"
"4091","2012","POLICE","TLC VETERINARY CENTERS,INC","2011-07-21T00:00:00.000","84","CO116816","0000978283","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002228","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","TLC VETERINARY CENTER INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-116816"
"4092","2012","POLICE","TLC VETERINARY CENTERS,INC","2011-07-21T00:00:00.000","62.83","CO116816","0000978283","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002228","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","TLC VETERINARY CENTER INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-116816"
"4194","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","186",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001801","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4195","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001802","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4196","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001803","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4197","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001804","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4198","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001805","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4199","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000001806","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4232","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","495.25","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4233","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","300","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4234","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","420","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4235","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","532.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4236","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","180","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4237","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","287.4","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4238","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","307.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4239","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","292.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4240","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","157.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4241","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","551.4","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4242","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","386.4","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"4268","2012","PERSONNEL","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-20T00:00:00.000","8870012.04",,"0000394686","GENERAL GOVERNMENT","FIDUCIARY","AGENCY","INSURANCE TRUST","OTHER PAYROLL DEDUCTION PAYABL","AD26120000001812","ACCRUED WAGES& RELATED LIA PAY",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4269","2012","PERSONNEL","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-20T00:00:00.000","354.3",,"0000394686","GENERAL GOVERNMENT","FIDUCIARY","AGENCY","INSURANCE TRUST","OTHER PAYROLL DEDUCTION PAYABL","AD26120000001812","ACCRUED WAGES& RELATED LIA PAY",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4270","2012","PERSONNEL","LOS ANGELES POLICE RELIEF ASSOCIATION INC","2011-07-20T00:00:00.000","217210",,"0000394686","GENERAL GOVERNMENT","FIDUCIARY","AGENCY","INSURANCE TRUST","OTHER PAYROLL DEDUCTION PAYABL","AD26120000001812","ACCRUED WAGES& RELATED LIA PAY",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4286","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","100",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000001866","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4287","2012","POLICE","PRIVACY-POLICE","2011-07-20T00:00:00.000","410",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000001867","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4288","2012","PENSION","UNITED FIREFIGHTERS OF LOS ANGELES CITY LOCAL 122 IAF AFL-CI","2011-07-20T00:00:00.000","871.13",,"0000306060","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000001868","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4289","2012","PENSION","LOS ANGELES POLICE PROTECTIVE LEAGUE/C","2011-07-20T00:00:00.000","21464.58",,"0000408873","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000001869","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4290","2012","PENSION","LOS ANGELES FIREMENS RELIEF ASSOCIATION /C","2011-07-20T00:00:00.000","2897.16",,"0000422078","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 4 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000001870","PERSONNEL SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS",,
"4302","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-07-21T00:00:00.000","186.86","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000002187","SUPPLIES & OTHER SERVICES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
