"fiscal_year","neighborhood_council","transaction_date","transaction_details","type_of_payment","amount","credits"
"2016","Arroyo Seco","2015-12-15T00:00:00.000","Martha Benedict","Checks","70",
"2016","Arroyo Seco","2015-12-14T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","208",
"2016","Arroyo Seco","2015-12-10T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","6.34",
"2016","Arroyo Seco","2015-12-10T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","166.75",
"2016","Arroyo Seco","2015-12-08T00:00:00.000","OFFICE DEP 800-463-3768 AZ 800-463-3768 AZ","Electronic debits","141.68",
"2016","Arroyo Seco","2015-12-04T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","441.82",
"2016","Arroyo Seco","2015-12-03T00:00:00.000","MICHAELS S GLENDALE CA GLENDALE CA","Electronic debits","210.36",
"2016","Arroyo Seco","2015-12-03T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","115.3",
"2016","Arroyo Seco","2015-12-02T00:00:00.000","HOLIDAYGOO 03103261704 CA 03103261704 CA","Electronic debits","662.72",
"2016","Arroyo Seco","2015-12-01T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","26.09",
"2016","Arroyo Seco","2015-12-01T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1933351159POS","Electronic debits","205.92",
"2016","Arroyo Seco","2015-11-27T00:00:00.000","ARROY SECO MUSEU ONLINE PMT WEB UN1933351159POS","Electronic debits","1000",
"2016","Arroyo Seco","2015-11-24T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","155.6",
"2016","Arroyo Seco","2015-11-23T00:00:00.000","Arroyo Arts Collective","Checks","200",
"2016","Arroyo Seco","2015-11-20T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","293.64",
"2016","Arroyo Seco","2015-11-20T00:00:00.000","AVENUE 50 STUDIO ONLINE PMT WEB UN1933351159POS","Electronic debits","750",
"2016","Arroyo Seco","2015-11-19T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","161.64",
"2016","Arroyo Seco","2015-11-13T00:00:00.000","ULINE *SH 800-295-5510 IL 800-295-5510 IL","Electronic debits","87.18",
"2016","Arroyo Seco","2015-11-12T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","208",
"2016","Arroyo Seco","2015-11-12T00:00:00.000","DISCOUNTMU 08005691980 FL 08005691980 FL","Electronic debits","854.93",
"2016","Arroyo Seco","2015-11-09T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","118.88",
"2016","Arroyo Seco","2015-11-09T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","84.1",
"2016","Arroyo Seco","2015-11-06T00:00:00.000","Linden Heights HOA","Checks","500",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","ITALIANO&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic debits","46.85",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","311.74",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","JUNIOR PIZ LOS ANGELES CA LOS ANGELES CA","Electronic debits","346.1",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","DOMINO&#039;S 8 616-281-5200 CA 616-281-5200 CA","Electronic debits","61.55",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","Valerie Harragin","Checks","52.96",
"2016","Arroyo Seco","2015-11-02T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","159.89",
"2016","Arroyo Seco","2015-10-27T00:00:00.000","AVENUE 50 STUDIO","Checks","1000",
"2016","Arroyo Seco","2015-10-27T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","166.77",
"2016","Arroyo Seco","2015-10-27T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","176.84",
"2016","Arroyo Seco","2015-10-26T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","193.52",
"2016","Arroyo Seco","2015-10-22T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","126.87",
"2016","Arroyo Seco","2015-10-22T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","231.3",
"2016","Arroyo Seco","2015-10-19T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","334.67",
"2016","Arroyo Seco","2015-10-16T00:00:00.000","MJRENTALS 8188481819 CA 8188481819 CA","Electronic debits","205",
"2016","Arroyo Seco","2015-10-13T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","302.08",
"2016","Arroyo Seco","2015-10-13T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","24.46",
"2016","Arroyo Seco","2015-10-13T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","33.75",
"2016","Arroyo Seco","2015-10-13T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","208",
"2016","Arroyo Seco","2015-10-09T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","162.19",
"2016","Arroyo Seco","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Arroyo Seco","2015-10-05T00:00:00.000","ORIENTAL T 800-228-0475 NE 800-228-0475 NE","Electronic debits","149.44",
"2016","Arroyo Seco","2015-09-29T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","169.69",
"2016","Arroyo Seco","2015-09-28T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","163.22",
"2016","Arroyo Seco","2015-09-23T00:00:00.000","MONTECITO HEIGHT ONLINE PMT WEB UN1933351159POS","Electronic debits","990",
"2016","Arroyo Seco","2015-09-15T00:00:00.000","MARTHA BENEDICT","Checks","373.96",
"2016","Arroyo Seco","2015-09-11T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","208",
"2016","Arroyo Seco","2015-09-01T00:00:00.000","RAMONA HALL","Checks","484",
"2016","Arroyo Seco","2015-08-25T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","163.22",
"2016","Arroyo Seco","2015-08-25T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","265.12",
"2016","Arroyo Seco","2015-08-13T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","158.05",
"2016","Arroyo Seco","2015-08-11T00:00:00.000","Teresa Bonsell","Checks","13.52",
"2016","Arroyo Seco","2015-08-11T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","208",
"2016","Arroyo Seco","2015-08-06T00:00:00.000","OFFICE DEP 800-463-3768 CA 800-463-3768 CA","Electronic debits","209.11",
"2016","Arroyo Seco","2015-08-06T00:00:00.000","WORLD OF I LOS ANGELES CA LOS ANGELES CA","Electronic debits","1030",
"2016","Arroyo Seco","2015-08-06T00:00:00.000","ORIENTAL T 800-228-0475 NE 800-228-0475 NE","Electronic debits","133.9",
"2016","Arroyo Seco","2015-08-05T00:00:00.000","OFFICE DEP 800-463-3768 CA 800-463-3768 CA","Electronic debits","289.89",
"2016","Arroyo Seco","2015-08-03T00:00:00.000","SURVEYMONK 971-2445555 CA 971-2445555 CA","Electronic debits","300",
"2016","Arroyo Seco","2015-08-03T00:00:00.000","STORQUEST- 800-784-9176 CA 800-784-9176 CA","Electronic debits","36.65",
"2016","Arroyo Seco","2015-07-31T00:00:00.000","USPS PO BO WASHINGTON DC WASHINGTON DC","Electronic debits","132",
"2016","Arroyo Seco","2015-07-29T00:00:00.000","STORQUEST- 323-227-0015 CA 323-227-0015 CA","Electronic debits","164",
"2016","Arroyo Seco","2015-07-28T00:00:00.000","QUICK R PR LOS ANGELES CA LOS ANGELES CA","Electronic debits","212.54",
"2016","Arroyo Seco","2015-07-28T00:00:00.000","SMARTNFINA HIGHLAND PAR CA HIGHLAND PAR CA","Electronic debits","68.13",
"2016","Arroyo Seco","2015-07-27T00:00:00.000","MY TACO 03232562698 CA 03232562698 CA","Electronic debits","166.21",
"2016","Arroyo Seco","2015-07-22T00:00:00.000","UB CHECKING TRANSFER 2977","Electronic debits","842.8",
"2016","Arroyo Seco","2015-07-22T00:00:00.000","UB CHECKING TRANSFER 4532","Electronic Credits",,"842.8"
"2016","Arroyo Seco","2015-07-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"7382.6"
"2016","Arroyo Seco","2015-07-13T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","998.1",
"2016","Arroyo Seco","2015-07-09T00:00:00.000","Quick Printers","Checks","156.15",
"2016","Arroyo Seco","2015-07-09T00:00:00.000","Quick Printers","Checks","629.48",
"2016","Arroyo Seco","2015-07-06T00:00:00.000","Martha Benedict","Checks","307.41",
"2016","Arroyo Seco","2015-07-03T00:00:00.000","Rivas Meat Provisions","Checks","73.5",
"2016","Arroyo Seco","2015-07-03T00:00:00.000","HIGHLAND PARK HE ONLINE PMT WEB CKF933351159POS","Electronic debits","1000",
"2016","Arroyo Seco","2015-07-03T00:00:00.000","MT.WASHINGTON JE ONLINE PMT WEB CKF933351159POS","Electronic debits","500",
"2016","Arroyo Seco","2015-07-01T00:00:00.000","COSTCO.COM 800-955-2292 WA 800-955-2292 WA","Electronic debits","719.27",
"2016","Arroyo Seco","2015-07-01T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","2799",
"2016","Arroyo Seco","2015-07-01T00:00:00.000","ORIENTAL T 800-228-0475 NE 800-228-0475 NE","Electronic debits","327.9",
"2016","Atwater Village","2016-06-29T00:00:00.000","BSN*SPORT 806-527-7510 TX 806-527-7510 TX","Electronic debits","992.39",
"2016","Atwater Village","2016-06-20T00:00:00.000","Friends of Atwat PMT REFUND PPD ***********1985","Electronic Credits",,"4000"
"2016","Atwater Village","2016-06-14T00:00:00.000","ATWATER ART COMP ONLINE PMT WEB UN1909441985POS","Electronic debits","490",
"2016","Atwater Village","2016-06-14T00:00:00.000","Check #5033","Checks","220",
"2016","Atwater Village","2016-06-14T00:00:00.000","Check #5032","Checks","371.45",
"2016","Atwater Village","2016-06-13T00:00:00.000","Check #5034","Checks","39.96",
"2016","Atwater Village","2016-06-10T00:00:00.000","Check #5035","Checks","171.35",
"2016","Atwater Village","2016-06-02T00:00:00.000","FRIENDS OF ATWAT ONLINE PMT WEB UN1909441985POS","Electronic debits","4000",
"2016","Atwater Village","2016-05-31T00:00:00.000","Check #5021","Checks","1000",
"2016","Atwater Village","2016-05-31T00:00:00.000","SPEEDCO FAX & PA ONLINE PMT WEB UN1909441985POS","Electronic debits","240",
"2016","Atwater Village","2016-05-20T00:00:00.000","LUMMIS DAY COMMU ONLINE PMT WEB UN1909441985POS","Electronic debits","500",
"2016","Atwater Village","2016-05-20T00:00:00.000","FRIENDS OF THE L ONLINE PMT WEB UN1909441985POS","Electronic debits","1250",
"2016","Atwater Village","2016-05-16T00:00:00.000","Check #5024","Checks","282.9",
"2016","Atwater Village","2016-05-03T00:00:00.000","STAPLES LOS ANGELES CA LOS ANGELES CA","Electronic debits","135.11",
"2016","Atwater Village","2016-04-29T00:00:00.000","LAKESHORE CARSON CA CARSON CA","Electronic debits","407.96",
"2016","Atwater Village","2016-04-28T00:00:00.000","APPLEONE EMPLOYM ONLINE PMT WEB UN1909441985POS","Electronic debits","207.9",
"2016","Atwater Village","2016-04-20T00:00:00.000","ATWATER ART COMP ONLINE PMT WEB UN1909441985POS","Electronic debits","1034",
"2016","Atwater Village","2016-04-19T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","8.63",
"2016","Atwater Village","2016-04-18T00:00:00.000","EXTRA STORAGE PLACE","Checks","282.9",
"2016","Atwater Village","2016-04-13T00:00:00.000","LOS ANGELES PARK ONLINE PMT WEB UN1909441985POS","Electronic debits","1000",
"2016","Atwater Village","2016-04-13T00:00:00.000","APPLEONE EMPLOYM ONLINE PMT WEB UN1909441985POS","Electronic debits","250.17",
"2016","Atwater Village","2016-04-08T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"12737.02"
"2016","Atwater Village","2016-04-08T00:00:00.000","LAKESHORE CARSON CA CARSON CA","Electronic Credits",,"391.31"
"2016","Atwater Village","2016-04-04T00:00:00.000","TAM O&#039;SHAN LOS ANGELES CA LOS ANGELES CA","Electronic debits","359.75",
"2016","Atwater Village","2016-04-01T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic Credits",,"18.98"
"2016","Atwater Village","2016-03-31T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","132.85",
"2016","Atwater Village","2016-03-28T00:00:00.000","BRODART SU 570-326-2461 PA 570-326-2461 PA","Electronic debits","62.07",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","24.79",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","53.64",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","195.25",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","180.58",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","6.54",
"2016","Atwater Village","2016-03-28T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","82.65",
"2016","Atwater Village","2016-03-25T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","26.14",
"2016","Atwater Village","2016-03-25T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","17.21",
"2016","Atwater Village","2016-03-25T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","182.66",
"2016","Atwater Village","2016-03-24T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","25.94",
"2016","Atwater Village","2016-03-24T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","99.99",
"2016","Atwater Village","2016-03-24T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","40.35",
"2016","Atwater Village","2016-03-24T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","43.69",
"2016","Atwater Village","2016-03-23T00:00:00.000","FRIENDS OF ATWAT ONLINE PMT WEB UN1909441985POS","Electronic debits","3500",
"2016","Atwater Village","2016-03-23T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","73.57",
"2016","Atwater Village","2016-03-23T00:00:00.000","AMAZON MKT AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","464.99",
"2016","Atwater Village","2016-03-23T00:00:00.000","FRIENDS OF GLENF ONLINE PMT WEB UN1909441985POS","Electronic debits","2000",
"2016","Atwater Village","2016-03-23T00:00:00.000","APPLEONE EMPLOYM ONLINE PMT WEB UN1909441985POS","Electronic debits","369.6",
"2016","Atwater Village","2016-03-23T00:00:00.000","LAKESHORE 03105378600 CA 03105378600 CA","Electronic debits","990.76",
"2016","Atwater Village","2016-03-22T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","37.9",
"2016","Atwater Village","2016-03-22T00:00:00.000","AMAZON.COM AMZN.COM/BIL WA AMZN.COM/BIL WA","Electronic debits","34.5",
"2016","Atwater Village","2016-03-15T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2016-03-07T00:00:00.000","DAVID MAST","Checks","87.2",
"2016","Atwater Village","2016-02-16T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2016-01-26T00:00:00.000","CTC*CONSTA 855-2295506 MA 855-2295506 MA","Electronic debits","270",
"2016","Atwater Village","2016-01-26T00:00:00.000","CTC*CONSTA 855-2295506 MA 855-2295506 MA","Electronic debits","100",
"2016","Atwater Village","2016-01-20T00:00:00.000","Extra Space Storage","Checks","282.9",
"2016","Atwater Village","2016-01-19T00:00:00.000","Beltran Rents And Sales","Checks","1172",
"2016","Atwater Village","2016-01-19T00:00:00.000","Atwater Art Company","Checks","1313.7",
"2016","Atwater Village","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"7031.58"
"2016","Atwater Village","2015-12-16T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2015-12-10T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","46.2",
"2016","Atwater Village","2015-12-10T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","141.84",
"2016","Atwater Village","2015-12-10T00:00:00.000","ANDERSON T NORTH HOLLYW CA NORTH HOLLYW CA","Electronic debits","15.81",
"2016","Atwater Village","2015-12-10T00:00:00.000","JULIA MEWBOURNE ONLINE PMT WEB UN1909441985POS","Electronic debits","282.9",
"2016","Atwater Village","2015-12-10T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","144.38",
"2016","Atwater Village","2015-11-16T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2015-10-21T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2015-10-15T00:00:00.000","STARLITE CINEMAS ONLINE PMT WEB UN1909441985POS","Electronic debits","275",
"2016","Atwater Village","2015-10-13T00:00:00.000","STARLITE CINEMAS","Checks","700",
"2016","Atwater Village","2015-10-09T00:00:00.000","CRITERION PICTURES USA","Checks","275",
"2016","Atwater Village","2015-10-06T00:00:00.000","UB CHECKING TRANSFER 4797","Electronic debits","0.01",
"2016","Atwater Village","2015-10-06T00:00:00.000","UB CHECKING TRANSFER 3380","Electronic Credits",,"0.01"
"2016","Atwater Village","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Atwater Village","2015-10-05T00:00:00.000","UB CHECKING TRANSFER 4797","Electronic Credits",,"961.79"
"2016","Atwater Village","2015-10-05T00:00:00.000","UB CHECKING TRANSFER 3380","Electronic debits","961.79",
"2016","Atwater Village","2015-09-30T00:00:00.000","SERVICE CHARGE W/ONLINE STATEMENT","Other Debits and Adjustments","3",
"2016","Atwater Village","2015-09-22T00:00:00.000","APPLEONE EMPLOYMENT SERVICE","Checks","325.06",
"2016","Atwater Village","2015-09-22T00:00:00.000","APPLEONE EMPLOYMENT SERVICE","Checks","141.84",
"2016","Atwater Village","2015-09-21T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"1250"
"2016","Atwater Village","2015-09-16T00:00:00.000","EXTRA SPACE STORAGE","Checks","282.9",
"2016","Atwater Village","2015-08-24T00:00:00.000","Friends of Atwater Elementary SC","Checks","2000",
"2016","Atwater Village","2015-08-12T00:00:00.000","Shelli-Anne Couch","Checks","39.95",
"2016","Atwater Village","2015-07-30T00:00:00.000","Friends of King","Checks","1000",
"2016","Atwater Village","2015-07-22T00:00:00.000","Brad Balduff","Checks","496.95",
"2016","Atwater Village","2015-07-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"2736.47"
"2016","Atwater Village","2015-07-14T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","930.93",
"2016","Atwater Village","2015-07-08T00:00:00.000","Appleone Employment Services","Checks","118.2",
"2016","Atwater Village","2015-07-07T00:00:00.000","HOMEDEPOT. 800-430-3376 GA 800-430-3376 GA","Electronic debits","212.92",
"2016","Atwater Village","2015-07-03T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","398.02",
"2016","Atwater Village","2015-07-03T00:00:00.000","Atwater Art Company","Checks","280",
"2016","Atwater Village","2015-07-03T00:00:00.000","Grow Your Own Media","Checks","484.23",
"2016","Atwater Village","2015-07-03T00:00:00.000","David Mast","Checks","109.92",
"2016","Atwater Village","2015-07-02T00:00:00.000","Friends of the LA River","Checks","2500",
"2016","Atwater Village","2015-07-02T00:00:00.000","Extra Space Storage","Checks","282.9",
"2016","Atwater Village","2015-07-01T00:00:00.000","1057 EXTRA LOS ANGELES CA LOS ANGELES CA","Electronic debits","209.1",
"2016","Bel Air-Beverly Crest","2016-06-30T00:00:00.000","THE MAILROOM","Checks","100",
"2016","Bel Air-Beverly Crest","2016-06-23T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","15.24",
"2016","Bel Air-Beverly Crest","2016-06-23T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","44.42",
"2016","Bel Air-Beverly Crest","2016-06-23T00:00:00.000","TRADER JOE LOS ANGELES CA LOS ANGELES CA","Electronic debits","5.19",
"2016","Bel Air-Beverly Crest","2016-06-22T00:00:00.000","CATHY WAYNE","Checks","94.11",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","LLOYD STAFFING","Checks","553.41",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","LLOYD STAFFING","Checks","514.8",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","LLOYD STAFFING","Checks","514.8",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","LLOYD STAFFING","Checks","514.8",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","LLOYD STAFFING","Checks","643.5",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","ROBIN GREENBERG","Checks","20.51",
"2016","Bel Air-Beverly Crest","2016-06-21T00:00:00.000","AMERICAN J 310-4769777 CA 310-4769777 CA","Electronic debits","95.38",
"2016","Bel Air-Beverly Crest","2016-06-20T00:00:00.000","CATHY PALMER","Checks","26.36",
"2016","Bel Air-Beverly Crest","2016-06-20T00:00:00.000","LLOYD STAFFING","Checks","386.1",
"2016","Bel Air-Beverly Crest","2016-06-20T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","135",
"2016","Bel Air-Beverly Crest","2016-06-20T00:00:00.000","LLOYD STAFFING","Checks","514.8",
"2016","Bel Air-Beverly Crest","2016-06-20T00:00:00.000","ELISE MASSA","Checks","225",
"2016","Bel Air-Beverly Crest","2016-06-17T00:00:00.000","CTS FRONTI ER ONLIN ROCHESTER NY","Electronic debits","91.54",
"2016","Bel Air-Beverly Crest","2016-06-15T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","34.17",
"2016","Bel Air-Beverly Crest","2016-06-14T00:00:00.000","AAA FLAG A 310-836-3341 CA 310-836-3341 CA","Electronic debits","327",
"2016","Bel Air-Beverly Crest","2016-06-13T00:00:00.000","CTS FRONTI ER ONLIN ROCHESTER NY","Electronic debits","100.05",
"2016","Bel Air-Beverly Crest","2016-06-06T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"10250"
"2016","Bel Air-Beverly Crest","2016-06-03T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES","Other Debits and Adjustments","33",
"2016","Bel Air-Beverly Crest","2016-06-02T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","135",
"2016","Bel Air-Beverly Crest","2016-05-31T00:00:00.000","SERVICE CHARGE W/ONLINE STATEMENT","Other Debits and Adjustments","5",
"2016","Bel Air-Beverly Crest","2016-05-27T00:00:00.000","AMERICAN J 310-4769777 CA 310-4769777 CA","Electronic debits","152.6",
"2016","Bel Air-Beverly Crest","2016-05-26T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","47.42",
"2016","Bel Air-Beverly Crest","2016-05-26T00:00:00.000","SITEGROUND 866-6052484 VA 866-6052484 VA","Electronic debits","298.2",
"2016","Bel Air-Beverly Crest","2016-05-26T00:00:00.000","TRADER JOE LOS ANGELES CA LOS ANGELES CA","Electronic debits","25.95",
"2016","Bel Air-Beverly Crest","2016-05-23T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","135",
"2016","Bel Air-Beverly Crest","2016-05-23T00:00:00.000","AAA FLAG A 310-836-3341 CA 310-836-3341 CA","Electronic debits","428.37",
"2016","Bel Air-Beverly Crest","2016-05-02T00:00:00.000","ENVATOMARK 3238428675 UT 3238428675 UT","Electronic debits","21",
"2016","Bel Air-Beverly Crest","2016-04-29T00:00:00.000","CTS*FRONTI 800-921-8101 NY 800-921-8101 NY","Electronic debits","100.05",
"2016","Bel Air-Beverly Crest","2016-04-29T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","34",
"2016","Bel Air-Beverly Crest","2016-04-28T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","38.15",
"2016","Bel Air-Beverly Crest","2016-04-26T00:00:00.000","AMERICAN J 310-4769777 CA 310-4769777 CA","Electronic debits","817.5",
"2016","Bel Air-Beverly Crest","2016-04-20T00:00:00.000","AAA FLAG & BANNE ONLINE PMT WEB UN1708847668POS","Electronic debits","2925",
"2016","Bel Air-Beverly Crest","2016-04-19T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","1029.6",
"2016","Bel Air-Beverly Crest","2016-04-19T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1708847668POS","Electronic debits","250",
"2016","Bel Air-Beverly Crest","2016-04-05T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","514.8",
"2016","Bel Air-Beverly Crest","2016-04-05T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","386.1",
"2016","Bel Air-Beverly Crest","2016-04-04T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","140",
"2016","Bel Air-Beverly Crest","2016-04-01T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","450.45",
"2016","Bel Air-Beverly Crest","2016-04-01T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","514.8",
"2016","Bel Air-Beverly Crest","2016-04-01T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","386.1",
"2016","Bel Air-Beverly Crest","2016-04-01T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1708847668POS","Electronic debits","250",
