BENCHMARK NUMBER,NORTHING,EASTING,ELEVATION,LOCATION DESCRIPTION,LOCATION DESCRIPTION 2,MARK DESCRIPTION,YEAR BENCHMARK ELEVATION FIXED,BOOK NUMBER,LATITUDE,LONGITUDE,ESTIMATED LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Historical Wards 2003-2015
213,1922889.554,1146743.592,24.31,10.2' E. OF W. LINE OF LOWELL AVE.,10.4' N. OF S. LINE OF CORNELIA AVE.,,1975,1741,41.9443840654,-87.736039857,"(41.9443840654, -87.736039857)",21,16,22618,328,21,27
308,1865860.17,1175346.738,17.043,13' S. OF N. LINE OF W. 59TH PL.,19.8' E. OF E. LINE OF PRINCETON AVE.,,1969,319,41.7872965714,-87.6326184817,"(41.7872965714, -87.6326184817)",11,66,21559,166,4,53
505,1892242.434,1168830.132,12.134,168 FEET EAST OF THE EAST LINE OF S RACINE AVENUE,10.5 FEET SOUTH OF THE NORTH LINE OF W 16TH STREET,,1969,307,41.8598354185,-87.6557491054,"(41.8598354185, -87.6557491054)",43,29,14920,760,48,8
256,1844786.212,1180530.264,6.768,23.2' N. OF N. LINE OF E. 91ST ST.,10' W. OF THE E. LINE OF S. DR. MARTIN LUTHER KING JR DR.,,1975,213,41.7293498679,-87.6142587841,"(41.7293498679, -87.6142587841)",61,40,21546,430,43,31
408,1926353.066,1148598.84,20.376,30.2 FEET NORTH OF THE NORTH LINE OF WEST IRVING PARK ROAD,11.5 FEET WEST OF THE EAST LINE OF N KEYSTONE AVENUE,,1970,219,41.9538525415,-87.7291309624,"(41.9538525415, -87.7291309624)",21,16,22618,269,38,28
433,1862217.625,1145822.408,31.325,8.6 FEET WEST OF EAST LINE OF KEATING AVENUE,20.4 FEET SOUTH OF SOUTH LINE OF FIRST ALLEY S OF 63RD STREET,,1967,287,41.777910117,-87.7409644215,"(41.777910117, -87.7409644215)",58,62,21867,338,15,23
280,1891911.808,1153649.151,14.73,12.4' W. OF E. LINE OF S. TRUMBULL AVE.,50' N. OF N. LINE OF W. 16TH ST.,,1973,365,41.8592433912,-87.7114831917,"(41.8592433912, -87.7114831917)",57,30,21569,772,14,36
579,1897105.293,1139185.016,30.682,10.5 FEET EAST OF THE EAST LINE OF S CENTRAL AVENUE,11.0 FEET NORTH OF THE SOUTH LINE OF W CONGRESS PKWY,SE COR,1982,410,41.8737702268,-87.7644508493,"(41.8737702268, -87.7644508493)",32,26,22216,68,7,52
541,1870519.946,1152924.777,21.567,9.5 FEET SOUTH OF THE SOUTH LINE OF W 51ST STREET,10.0 FEET WEST OF THE EAST LINE OF S MILLARD AVENUE,,1979,441,41.8005557184,-87.7147076101,"(41.8005557184, -87.7147076101)",56,60,22248,792,6,35
491,1828478.954,1170407.741,35.088,14.5 FEET SOUTH OF THE SOUTH LINE OF W 115TH STREET,15.3 FEET WEST OF THE EAST LINE OF S RACINE AVENUE,,1972,253,41.6848263109,-87.6518129217,"(41.6848263109, -87.6518129217)",13,50,22212,642,22,45
596,1936270.454,1127659.995,70.309,28.0 FEET DUE NORTH OF THE NORTHERLY LINE OF ALLEY NORTH OF W HIGGINS AVENUE,12.5 FEET EAST OF THE WEST LINE OF N NEVA AVENUE,,1983,477,41.9814462026,-87.8058814724,"(41.9814462026, -87.8058814724)",31,36,4448,699,29,34
99,1857842.524,1172553.491,15.805,12.3 FEET W. OF E. LINE OF EMERALD AVENUE,19 FEET N. OF N. LINE OF W. 71ST STREET,,1969,317,41.7653572335,-87.6430960085,"(41.7653572335, -87.6430960085)",11,66,21559,479,32,31
137,1827946.572,1199931.57,4.153,4 FEET S. OF S. LINE OF  E. 117TH STREET,"8 FEET W. OF E. LINE OF S. BUFFALO AVENUE. MONUMENT IS IN A MANHOLE, 16 FEET EASTERNLY OF WATER VALVE MANHOLE AND 25 FEET SOUTHWESTERLY OF UTILITY POLE AT SOUTHEAST CORNER OF INTERSECTION",,1978,424,41.6826736717,-87.5437537397,"(41.6826736717, -87.5437537397)",25,52,21202,787,47,47
357,1862683.604,1161840.087,22.08,8.3' W. OF E. LINE OF S. CLAREMONT AVE.,78' S. OF S. LINE OF W. 63RD ST.,S. OF S.E. COR.,1967,91,41.7788710399,-87.6822297582,"(41.7788710399, -87.6822297582)",23,64,22257,370,2,44
535,1875749.901,1149041.873,15.781,20.0 FEET SOUTH OF THE SOUTH LINE OF W 43RD STREET,11.0 FEET EAST OF THE WEST LINE OF S KEELER AVENUE,,1978,431,41.8149832889,-87.7288127299,"(41.8149832889, -87.7288127299)",56,54,22248,591,8,49
225,1917170.176,1130273.043,65.066,10.6' E. OF W. LINE OF NEWCASTLE AVE.,10.2' N. OF S. LINE OF SCHUBERT AVE.,IN BOOKS 382 AND 383,1974,382,41.9289883989,-87.7967111323,"(41.9289883989, -87.7967111323)",3,18,4454,136,44,39
396,1925551.371,1121970.656,54.007,8.3 EAST OF THE WEST LINE OF PACIFIC AVENUE,9.5 SOUTH OF THE SOUTH LINE OF THE FIRST ALLEY SOUTH OF IRVING PARK BOULEVARD,,1979,434,41.9521260164,-87.8270386074,"(41.9521260164, -87.8270386074)",52,17,22254,445,19,39
511,1939976.685,1161926.347,34.2,9.8 FEET WEST OF THE EAST LINE OF N DAMEN AVENUE,59.3 FEET NORTH OF THE NORTH LINE OF W PETERSON AVENUE,,1977,397,41.9909680469,-87.6797553868,"(41.9909680469, -87.6797553868)",14,20,4450,43,24,46
90,1873593.178,1166153.035,14.545,9.3 FEET W. OF THE E. LINE OF S. MARSHFIELD AVENUE,13.5 N. OF W. 47TH STREET,,1970,323,41.808717529,-87.666107676,"(41.808717529, -87.666107676)",37,59,14924,738,3,12
328,1850732.893,1180067.956,8.422,10.7' S. OF N. LINE OF E. 82ND ST.,120.8' E. OF E. LINE OF CALUMET AVE.,ORDINANCE ESTABLISING ELEVATION: 7/15/1925,1969,79,41.7456788514,-87.6157706945,"(41.7456788514, -87.6157706945)",61,40,21546,406,32,31
363,1835507.094,1156469.028,42.697,"9' S OF N. LINE OF W. 104TH ST.
.",9.3' W. OF W. LINE OF S. SAWYER AVE,,1974,218,41.7044041117,-87.7026508383,"(41.7044041117, -87.7026508383)",33,73,4447,316,42,33
124,1835329.256,1201540.128,7.756,9.5 FEET W. OF E. LINE OF AVENUE M,19.5 N. OF THE N. LINE OF E. 106TH STREET,,1977,412,41.70289182,-87.5376159319,"(41.70289182, -87.5376159319)",25,49,21202,602,47,47
267,1914068.783,1167351.492,12.402,9.9' N. OF S. LINE OF W. DICKENS AVE.,11.7' E. OF E. LINE OF N. LAKEWOOD AVE. TO THE N.,,1968,1490,41.9197603805,-87.6605485729,"(41.9197603805, -87.6605485729)",16,68,21190,210,11,51
444,1936902.662,1123011.872,74.655,10.0 FEET SOUTH OF THE NORTH LINE OF WEST SEMINOLE AVENUE,15.0 FEET WEST OF THE WEST LINE OF ALLEY WEST OF OZANAM AVENUE,,1959,209,41.9832583192,-87.8229624208,"(41.9832583192, -87.8229624208)",17,36,22243,735,29,34
481,1861047.219,1135007.273,36.2,10.2 FEET NORTH OF THE SOUTH LINE OF W 64TH PLACE,10.5 FEET WEST OF THE WEST LINE OF THE 1ST ALLEY EAST OF S NARRAGANSETT AVENUE,,1968,228,41.7748959003,-87.7806414169,"(41.7748959003, -87.7806414169)",7,62,22268,266,6,23
402,1926181.514,1137984.915,37.958,9.1 FEET WEST OF THE EAST LINE OF N PARKSIDE AVENUE,24.4 FEET SOUTH OF THE SOUTH LINE OF THE FIRST ALLEY NORTH OF WEST IRVING PARK ROAD,,1978,425,41.9535804951,-87.7681536314,"(41.9535804951, -87.7681536314)",52,15,22254,26,19,25
219,1928129.104,1141604.883,34.601,12.8' S. OF N. LINE OF CULLOM AVE.,12.2' W. OF E. LINE OF LECLAIRE AVE.,IN BOOKS 425 - 429,1978,425,41.9588585754,-87.7547977617,"(41.9588585754, -87.7547977617)",21,15,22618,259,50,20
274,1930846.133,1143869.171,30.704,11.9' S. OF N. LINE OF LELAND AVE.,12' W. OF E. LINE OF N. KEATING AVE.,,1975,387,41.9662720756,-87.7464048111,"(41.9662720756, -87.7464048111)",48,16,21869,362,38,20
572,1940092.294,1141766.647,31.198,69.0 FEET NORTHERLY OF THE NORTHEASTERLY CORNER OF N CALDWELL AVENUE AND N LEADER AVENUE,15.0 FEET WESTERLY OF THE EASTERLY LINE OF N LEADER AVE,,1978,427,41.9916835232,-87.7539055567,"(41.9916835232, -87.7539055567)",18,12,22532,782,38,20
564,1870324.531,1169253.682,13.776,11.0 FEET SOUTH OF THE NORTH LINE OF W 52ND STREET,20.0 FEET EAST OF THE EAST LINE OF S RACINE AVENUE,,1977,418,41.7996813841,-87.6548298154,"(41.7996813841, -87.6548298154)",37,59,14924,791,4,19
522,1838191.214,1159828.519,57.925,10.3 FEET EAST OF THE EAST LINE OF S FAIRFIELD AVENUE,10.0 FEET NORTH OF THE SOUTH LINE OF W 100TH STREET,,1974,375,41.7117016334,-87.6902754019,"(41.7117016334, -87.6902754019)",33,71,4447,661,42,33
438,1846592.041,1146316.483,41.5,123.0 FEET NORTH OF THE NORTH LINE OF W 87TH STREET,4.0 FEET WEST OF THE EAST LINE OF S KEATING,,1967,281,41.7350213898,-87.7395484786,"(41.7350213898, -87.7395484786)",8,69,4300,197,30,6
556,1817611.83,1197415.333,4.725,"60.0 FEET NORTHEASTERLY OF THE CENTER LINE OF S BRAINARD AVENUE ROADWAY
(MEASURED PERPENDICULAR THERETO)",9.5 FEET EAST OF THE WEST LINE OF S ESCANABA AVENUE   387 FEET SOUTH OF THE SOUTH LINE OF E 132ND STREET,,1979,437,41.6543768918,-87.5533069209,"(41.6543768918, -87.5533069209)",26,52,22250,586,47,47
352,1875978.034,1155925.321,15.224,8.3' S. OF N. LINE OF W. 43RD ST.,16.8' E. OF E. LINE OF 1ST ALLEY E. OF S. KEDZIE AVE.,,1967,90,41.815473659,-87.7035568774,"(41.815473659, -87.7035568774)",56,55,22248,156,3,49
30,1853176.397,1198818.729,9.138,4 FEET  W. OF  BRANDON AVENUE,10 FEET  N. OF  S. LINE OF E. 79TH STREET,,1925,369,41.7519343749,-87.5469837984,"(41.7519343749, -87.5469837984)",25,42,21202,505,37,43
392,1920532.583,1143707.737,33.727,9.2 FEET SOUTH OF THE NORTH LINE OF FLETCHER STREET,70.5 WEST OF THE WEST LINE OF CICERO AVENUE,,1974,376,41.9379738264,-87.7472577053,"(41.9379738264, -87.7472577053)",21,19,22618,355,17,7
200,1947562.543,1153980.411,15.075,"ABOUT 4' S. OF N. LINE OF TOUHY AVE.
ABOUT 44' E. OF THE E. LINE OF N. KEDZIE AVE.",110.8' E. OF SECTION LINE RUNNING N. FROM TOUHY AVE. AND ABOUT 29' N. OF CENTER LINE OF TOUHY AVE.,MONUMENT IS IN A MANHOLE,1983,405,42.0119466606,-87.7087790607,"(42.0119466606, -87.7087790607)",12,20,22528,359,27,42
620,1914941.869,1146361.352,25.929,10.3 FEET WEST OF THE EAST LINE OF N. KENNETH AVE.,10.4 FEET SOUTH OF THE NORTH LINE OF BELDEN AVE.,COPPER POINT IN CONCRETE SHAFT WITHOUT A COVER   NE COR,1917,373,41.9225821905,-87.7376477894,"(41.9225821905, -87.7376477894)",2,21,22615,463,17,7
367,1862314.468,1150434.958,27.598,9.4' E. OF W. LINE OF S. KOMENSKY AVE.,28' S. OF S. LINE OF 1ST ALLEY S. OF W. 63RD ST.,,1967,95,41.7780874344,-87.7240519373,"(41.7780874344, -87.7240519373)",58,63,21867,6,15,23
334,1834013.459,1176892.892,23.099,12.2' S. OF N. LINE OF W. 107TH ST.,18' E. OF E. LINE OF WENTWORTH AVE.,,1971,82,41.6998705742,-87.6279066729,"(41.6998705742, -87.6279066729)",19,45,21861,524,22,45
295,1877114.234,1184291.938,16.631,12.0' N. OF S. LINE OF E. 42ND PL.,4.9' E'LY AT RIGHT ANGLES FROM E'LY LINE OF LAKE PARK AVE. PRODUCED N.W'LY,,1923,0,41.8179738618,-87.599468386,"(41.8179738618, -87.599468386)",36,2,4301,220,10,1
569,1942258.673,1124435.482,77.606,9.0 FEET SOUTH OF THE NORTH LINE OF W ISHAM AVE,60.0 FEET EAST OF THE NORTHEASTERLY CORNER OF W ISHAM AVENUE AND N OLYMPIA AVENUE,NE'LY COR,1981,452,41.99793236,-87.8176079125,"(41.99793236, -87.8176079125)",17,77,22243,655,29,34
487,1949665.576,1124055.1,75.421,11.2 FEET EAST OF THE WEST LINE OF N OVERHILL AVENUE,"119.5 FEET SOUTH OF THE SOUTH LINE OF W HOWARD STREET 
(5.5 FEET NORTH OF THE NORTH LINE OF ALLEY SOUTH OF W HOWARD ST)",,1981,255,42.0182638734,-87.8188434876,"(42.0182638734, -87.8188434876)",17,77,22243,653,29,34
315,1855210.444,1180568.09,8.566,11.6' W OF THE E. LINE OF VERNON AVE.,19' S. OF S. LINE OF THE 1ST ALLEY S. OF E. 75TH ST.,,1969,76,41.7579542868,-87.6138009163,"(41.7579542868, -87.6138009163)",61,67,21546,496,32,31
439,1851940.332,1146138.117,40.804,3.0 FEET NORTH OF THE NORTH LINE OF 1ST ALLEY NORTH OF W 79TH STREET,9.0 FEET WEST OF THE EAST LINE OF S KEATING AVENUE,,1967,288,41.749701462,-87.7400668646,"(41.749701462, -87.7400668646)",8,69,4300,571,30,23
586,1937228,1159003.132,23.34,9.0 FEET WEST OF THE EAST LINE OF N ARTESIAN AVENUE,85.5 FEET NORTH OF THE NORTH LINE OF W BRYN MAWR AVENUE,,1983,469,41.983486256,-87.6905835763,"(41.983486256, -87.6905835763)",50,20,4450,15,24,46
237,1945304.819,1167069.37,9.629,15.8' N. OF S. LINE OF PRATT BLVD.,4.1' E. OF E. LINE OF SHERIDAN RD. PRODUCED NORTH,,1976,408,42.0054792882,-87.6606841931,"(42.0054792882, -87.6606841931)",9,10,21853,267,5,3
397,1931753.459,1133230.764,42.059,9.4 FEET WEST OF THE EAST LINE OF MOBILE AVENUE,16.5 FEET NORTH OF THE NORTH LINE OF THE FIRST ALLEY NORTH OF GUNNISON STREET,,1979,438,41.9689551801,-87.7854997014,"(41.9689551801, -87.7854997014)",48,11,21869,779,50,20
423,1871665.718,1180330.337,19.799,8.3 FEET SOUTH OF THE NORTH LINE OF E 50TH PLACE,9.0 FEET WEST OF THE WEST LINE OF S VINCENNES AVENUE,,1942,0,41.80311461,-87.6141678791,"(41.80311461, -87.6141678791)",10,4,21192,394,9,12
273,1919225.782,1161989.759,11.364,11.3' N. OF S. LINE OF GEORGE ST.,107.8' E. OF E. LINE OF N. HOYNE AVE.,,1968,1741,41.9340252564,-87.6801040233,"(41.9340252564, -87.6801040233)",39,46,21538,616,40,24
372,1860310.577,1153706.753,26.476,8.9 FEET SOUTH OF THE NORTH LINE OF W 66TH PLACE,105.0 FEET EAST OF THE EAST LINE OF S CENTRAL PARK AVE,,1968,95,41.7725242094,-87.7121103456,"(41.7725242094, -87.7121103456)",58,64,21867,293,6,44
46,1921444.348,1170543.118,14.211,144 FEET E. OF N. HALSTED STREET,9.4 FEET N. OF S. LINE OF BELMONT AVENUE,COVER OF THIS MONUMENT SET TO PERMANENT GRADE,1968,303,41.9399299602,-87.6486057086,"(41.9399299602, -87.6486057086)",22,57,4449,682,25,38
320,1926292.736,1159962.698,12.091,10' E. OF W. LINE OF N. CLAREMONT,16.8' S. OF S. LINE OF 1ST ALLEY S. OF IRVING PK. BLVD.,,1968,302,41.9534595463,-87.6873576996,"(41.9534595463, -87.6873576996)",39,46,21538,613,18,13
142,1831425.977,1182878.013,9.831,10.5 FEET E. OF W. LINE OF LANGLEY AVENUE,17.4 FEET S. OF S. LINE OF E. 111TH STREET,"COVER OF THIS MONUMENT SET TOPERMANENT GRADE
ORDINANCE ESTABLISHING GRADE: JULY 15, 1925",1975,385,41.6926335669,-87.6060718137,"(41.6926335669, -87.6060718137)",19,47,21861,601,43,30
325,1847971.378,1188627.365,3.977,9.5' S. OF N. LINE OF E. 86TH PL.,20' E. OF E. LINE OF THE 1ST ALLEY E. OF STONY ISLAND AVE.,,1974,77,41.7379008364,-87.584495855,"(41.7379008364, -87.584495855)",25,41,21202,431,35,9
228,1925107.077,1127662.665,63.27,5.2' W. OF W. LINE N. NEVA AVE.,9.2' S. OF N. LINE OF BYRON ST.,,1979,433,41.9508126441,-87.8061242795,"(41.9508126441, -87.8061242795)",52,17,22254,444,19,25
319,1931121.285,1159427.115,15.629,11.1' N. OF THE S. LINE OF W. LELAND AVE.,64.6' E. OF THE E. LINE OF FIRST ALLEY W. OF N. WESTERN AVE,,1970,328,41.9667204051,-87.6891931221,"(41.9667204051, -87.6891931221)",20,6,21849,666,18,13
590,1826465.92,1163027.594,62.513,12.0 FEET DUE NORTH OF THE NORTHERLY LINE OF WEST 118TH STREET,13.0 FEET WEST OF THE EAST LINE OF SOUTH OAKLEY AVENUE,,1983,468,41.6794592175,-87.678885763,"(41.6794592175, -87.678885763)",13,74,22212,378,42,33
459,1839710.148,1191822.389,4.726,15.0 FEET NORTH OF THE SOUTH LINE OF E 99TH STREET,18.0 FEET NORTHEAST OF THE NORTHEAST LINE OF THE ALLEY EAST OF S VAN VLISSINGEN ROAD,,1977,215,41.7151543331,-87.573057613,"(41.7151543331, -87.573057613)",25,48,21202,252,37,43
288,1886625.997,1153468.661,13.022,12.1' W. OF E. LINE OF ST. LOUIS AVE.,85' N. OF N. LINE OF W. 26TH ST.,ELEVATION PREVIOUS TO 1966 WAS 13.004,1966,65,41.8447420888,-87.7122860452,"(41.8447420888, -87.7122860452)",57,32,21569,755,28,14
473,1858588.446,1177656.955,8.445,110.3 FEET EAST OF THE EAST LINE OF S STATE STREET,13.6 FEET NORTH OF THE SOUTH LINE OF E 70TH ST,,1969,227,41.7672902219,-87.6243677932,"(41.7672902219, -87.6243677932)",60,67,22260,514,32,31
13,1879222.6,1177801.084,16.307,13 FEET E. OF THE W. LINE OF S. MICHIGAN AVENUE.,21.5 FEET N. OF E. PERSHING ROAD.,ELEVATION PREVIOUS TO 1966 WAS 16.420,1966,68,41.8239090462,-87.6232147305,"(41.8239090462, -87.6232147305)",36,1,4301,446,9,12
498,1849684.481,1154436.887,39.781,20.0 FEET WEST OF THE WEST LINE OF S ST. LOUIS AVENUE,10.7 FEET SOUTH OF THE NORTH LINE OF W 82ND PLACE,,1967,280,41.7433499829,-87.7097162179,"(41.7433499829, -87.7097162179)",8,69,4300,199,30,6
414,1847573.726,1183434.923,7.046,8.6 FEET WEST OF THE EAST LINE OF S MARYLAND AVENUE,22.2 FEET SOUT OF THE SOUTH LINE OF THE 1ST ALLEY NORTH OF EAST 87TH STREET,,1969,313,41.7369320417,-87.6035317803,"(41.7369320417, -87.6035317803)",61,40,21546,141,35,9
550,1839238.87,1170324.157,31.173,53.0 FEET NORTH OF THE NORTH LINE OF W 99TH STREET,11.0 FEET WESTERLY OF THE EASTERLY LINE OF GENOA,,1981,454,41.7143550336,-87.6518072082,"(41.7143550336, -87.6518072082)",13,72,22212,592,22,18
536,1875872.055,1153462.893,15.226,11.0 FEET WEST OF THE EAST LINE OF S DRAKE AVENUE,7.5 FEET SOUTH OF THE SOUTH LINE OF W 43RD STREET,,1978,431,41.8152320056,-87.7125923804,"(41.8152320056, -87.7125923804)",56,55,22248,640,8,49
364,1831024.168,1157304.043,43.112,7.8' E. OF W. LINE OF S. TROY ST.,11' N OF THE N. LINE OF 1ST ALLEY N. OF W. 111TH ST.,,1974,92,41.6920853123,-87.6997138799,"(41.6920853123, -87.6997138799)",33,73,4447,256,42,33
121,1839923.745,1197885.125,10.054,9.5 FEET N.OF THE N. LINE OF E. 99TH STREET,11.5 FEET W. OF THE E. LINE OF COMMERCIAL AVENUE,,1977,410,41.7155914097,-87.550846477,"(41.7155914097, -87.550846477)",25,48,21202,526,47,47
125,1835256.851,1205107.71,6.308,9.5 FEET N. OF S. LINE OF E. 106TH STREET,9.5 FEET W. OF CENTER LINE OF AVENUE A (ILLINOIS/INDIANA STATE LINE),"THIS MONUMENT IS IN A MANHOLE IN THE PAVEMENT ABOUT  9 FEET W. OF THE E. CURB LINE IN AVENUE ""A""",1977,413,41.7026019377,-87.5245551643,"(41.7026019377, -87.5245551643)",25,49,21202,715,47,47
341,1939595.026,1135556.569,41.463,8.8' E. OF W. LINE N. MASON AVE.,50' N. OF N. LINE OF PETERSON AVE.,,1980,84,41.990432005,-87.7767602632,"(41.990432005, -87.7767602632)",18,11,22532,701,38,20
496,1890052.124,1170891.971,11.637,22.4 FEET SOUTH OF THE SOUTH LINE OF W 21ST STREET,10.0 FEET EAST OF THE WEST LINE OF S PEORIA STREET,,1966,263,41.8537801304,-87.6482448698,"(41.8537801304, -87.6482448698)",43,33,14920,250,26,8
155,1862708.229,1156094.289,24.077,9 FEET S. OF N. OF W. 63RD STREET,9.5 FEET W. OF W. LINE OF S. KEDZIE AVENUE,,1967,290,41.7790560671,-87.7032938307,"(41.7790560671, -87.7032938307)",58,64,21867,344,6,44
358,1865458.795,1164389.36,16.374,9.7' W. OF E. LINE OF S. WINCHESTER AVE.,43.7' S. OF S. LINE OF W. 59TH ST.,S. OF S.E. COR.,1970,91,41.7864331766,-87.6728057254,"(41.7864331766, -87.6728057254)",23,65,22257,275,3,44
515,1827091.969,1154933.565,34.281,174.3 FEET WEST OF THE WEST LINE OF S ST. LOUIS AVENUE,9.3 FEET NORTH OF THE SOUTH LINE OF W 116TH PLACE,,1974,352,41.6813421135,-87.7084970576,"(41.6813421135, -87.7084970576)",33,73,4447,264,42,33
218,1923767.11,1141689.489,33.932,9.7' E. OF W. LINE OF LECLAIRE AVE.,10.4' N. OF S. LINE OF PATTERSON AVE.,IN BOOKS 425 AND 426,1978,425,41.9468873007,-87.7545950055,"(41.9468873007, -87.7545950055)",21,15,22618,360,21,25
380,1842978.81,1188146.297,9.642,9.9 FEET SOUTH OF THE NORTH LINE OF E 94TH STREET,25.2 FEET EAST OF THE EAST LINE OF HARPER AVENUE,NE COR,1976,106,41.7242121858,-87.5864170688,"(41.7242121858, -87.5864170688)",61,44,21546,491,35,9
534,1874983.151,1142471.095,14.392,16.0 FEET SOUTH OF THE NORTH LINE OF W 44TH STREET,"9.5 FEET EAST OF THE EAST LINE OF S LARAMIE AVENUE
(ABOUT 10.5 FEET SOUTH OF NORTH INSIDE GRADE OF NORTH WALK)",,1979,435,41.8130035245,-87.7529346747,"(41.8130035245, -87.7529346747)",7,53,22268,604,28,35
79,1894513.309,1156014.763,13.566,13.6 FEET N. OF S. LINE OF W. ROOSEVELT ROAD,82.5 FEET E. OF S. ALBANY AVE (AT N.W. CORNER OF DOUGLAS PARK),"COVER OF THIS MONUMENT SET TO PERMANENT GRADE
ELEVATION PRIOR TO 1965 WAS 13.676",1965,257,41.8663348453,-87.7027295896,"(41.8663348453, -87.7027295896)",57,30,21569,132,14,36
342,1941749.006,1132887.13,40.856,13' S'E'LY OF N'W'LY LINE OF HIGHLAND AVE.,"45.2' N'E'LY OF ""NEW"" N'E'LY LINE OF MILWAUKEE AVE.",N. OF N.E. COR.,1980,84,41.9963898979,-87.7865286248,"(41.9963898979, -87.7865286248)",18,36,22532,656,38,20
375,1847154.405,1178268.238,8.089,15.9 FEET WEST OF THE EAST LINE OF S WABASH AVE,2.0 FEET SOUTH OF THE SOUTH LINE OF THE FIRST ALLEY SOUTH OF EAST 87TH ST,S OF SE COR,1969,313,41.7359000423,-87.6224734692,"(41.7359000423, -87.6224734692)",61,40,21546,428,43,31
395,1920384.447,1122162.051,48.872,20.1 NORTH OF THE NORTH LINE OF BELMONT AVENUE,8.6 FEET EAST OF THE WEST LINE OF PACIFIC AVENUE,,1979,434,41.9379442157,-87.8264473418,"(41.9379442157, -87.8264473418)",52,17,22254,413,19,39
91,1873485.684,1161117.676,11.834,9.5 FEET E. OF THE W. LINE OF S. WESTERN AVENUE,28.9 FEET N. OF THE N. LINE OF W. 47TH STREET,"ADJUSTED TO GRADE OF CURB AND WALK BY WARD
8-1919 - 2.14 FEET FROM POINT TO TOP OF COVER
MONUMENT ENCASED IN MANHOLE 12-6-77",1967,283,41.8085283424,-87.6845793384,"(41.8085283424, -87.6845793384)",56,55,22248,687,3,29
152,1878549.951,1155762.637,13.042,10.4 FEET N. OF S. LINE OF W. PERSHING ROAD,87.8 FEET E. OF E. LINE OF S. KEDZIE AVENUE TO THE SOUTH,THIS MONUMENT WAS REPAIRED ON 5-12-1981 COPPER BENCH POINT WAS REFININSHED,1981,452,41.822534602,-87.7040845461,"(41.822534602, -87.7040845461)",56,55,22248,196,1,49
523,1834266.621,1160644.923,58.596,20.0 FEET EAST OF THE EAST LINE OF ALLEY EAST OF S TALMAN AVENUE,10.0 FEET SOUTH OF THE NORTH LINE OF W 106TH STREET,,1974,375,41.7009150956,-87.6873933078,"(41.7009150956, -87.6873933078)",33,71,4447,553,42,33
529,1828867.48,1180606.881,10.506,9.8 FEET EAST OF THE WEST LINE OF S CALUMET AVENUE,60.1 FEET NORTH OF THE NORTH LINE OF E 115TH STREET,,1975,388,41.6856650097,-87.6144649271,"(41.6856650097, -87.6144649271)",19,45,21861,253,43,30
212,1928200.386,1146477.417,25.117,9.2' W. OF E. LINE OF LOWELL AVE.,11' N. OF S. LINE OF CULLOM AVE.,,1975,389,41.9589625123,-87.73688236,"(41.9589625123, -87.73688236)",21,16,22618,363,38,25
309,1861370.876,1180283.034,9.584,9.2' S. OF N. LINE OF E. 66TH ST.,65.9' W. OF W. LINE OF VERNON AVE.,,1924,72,41.7748656911,-87.614656964,"(41.7748656911, -87.614656964)",60,9,22260,332,4,53
517,1844402.634,1169899.727,25.729,6.9 FEET SOUTH OF THE SOUTH LINE OF W 91ST STREET,9.7 FEET EAST OF THE WEST LINE OF S RACINE AVENUE,,1971,343,41.7285343758,-87.6532122375,"(41.7285343758, -87.6532122375)",59,72,21554,195,13,18
413,1879221.871,1166110.077,13.398,9.8 FEET SOUTH OF THE NORTH LINE OF WEST 38TH PLACE,23.3 FEET WEST OF THE WEST LINE OF THE FIRST ALLEY WEST OF ASHLAND AVENUE,,1937,0,41.8241641965,-87.6661049329,"(41.8241641965, -87.6661049329)",37,56,14924,721,1,26
490,1866032.819,1179953.589,12.658,55.0 FEET EAST OF THE WEST LINE OF S DR MARTIN LUTHER KING JR DR,"19.5 FEET NORTH OF THE NORTH LINE OF E 59TH STREET  
(PRODUCED EAST)",,1965,251,41.7876660661,-87.6157220271,"(41.7876660661, -87.6157220271)",60,7,22260,401,4,53
97,1862868.625,1166424.709,17.679,14.3 FEET W. OF THE E. LINE OF MARSHFIELD AVENUE,13.4 FEET S. OF THE S. LINE OF W. 63RD STREET,,1970,323,41.7792822745,-87.6654168471,"(41.7792822745, -87.6654168471)",23,65,22257,280,2,19
226,1919830.516,1127939.36,63.436,10.3' W. OF E. LINE OF N. NEVA AVE.,4.7' S. OF S. LINE OF BARRY AVE.,IN BOOKS 381 - 383,1974,381,41.93632846,-87.8052266459,"(41.93632846, -87.8052266459)",52,18,22254,397,7,39
39,1916167.322,1171238.754,17.965,10 FEET N. OF S. LINE OF FULLERTON PKWY,3 FEET E. OF ORCHARD STREET,COVER OF THIS MONUMENT SET TO PERMANENT GRADE.,1968,299,41.9254342991,-87.6462044876,"(41.9254342991, -87.6462044876)",16,68,21190,798,34,51
206,1842489.478,1198201.171,5.754,9' S. OF THE S. LINE OF E. 95TH ST.,13' W. OF THE E. LINE OF HOUSTON AVE.,COVER OT THIS MONUMENT SET TO PERMANENT GRADE,1976,403,41.7226241133,-87.5496034489,"(41.7226241133, -87.5496034489)",25,48,21202,526,47,47
