"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.71653514618 42.066408530578, -87.716532784453 42.066740012447, -87.716532386886 42.066788691712))","1182","Hurd","Avenue","Ave","0","0","2659","2659","60201","60201","Hurd Avenue","2652","2698","2653","2699","0","AVE","HURD","HURD AVE","Local Street",,,"No","25","2659-2659 HURD AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","138.54023023070877","Local street"
"MULTILINESTRING ((-87.701726982109 42.030202414859, -87.70250743342 42.03018469859))","621","Cleveland","Street","St","2024","2032","2031","2031","60202","60202","Cleveland Street","2018","2098","2019","2099","0","ST","CLEVELAND","CLEVELAND ST","Local Street","Truck Prohibited",,"No","25","2024-2031 CLEVELAND ST","City of Evanston",,"2022-03-21T15:43:44.000Z","212.1416519686787","Local street"
"MULTILINESTRING ((-87.70731677963 42.019180690261, -87.70756952875 42.019176854506, -87.708064238153 42.01916604907, -87.70861419745 42.019152844343))","1152","Howard","Street","St","0","0","2485","2491","60645","60202","Howard Street","0","0","2401","2499","100","ST","HOWARD","HOWARD ST","Main Road",,,"No","30","2485-2491 HOWARD ST","City of Evanston",,"2022-03-21T15:45:36.000Z","352.7097504555656","Major street"
"MULTILINESTRING ((-87.690045104522 42.029045739086, -87.690042561775 42.029217620055, -87.690040069094 42.029388184095, -87.690031097955 42.029883677176, -87.690029811002 42.029949255774))","381","Asbury","Avenue","Ave","624","632","615","621","60202","60202","Asbury Avenue","614","634","615","635","1300","AVE","ASBURY","ASBURY AVE","Main Road",,,"No","30","624-621 ASBURY AVE","City of Evanston",,"2022-03-21T15:45:35.000Z","329.28457522165246","Major street"
"MULTILINESTRING ((-87.699424279633 42.028439703843, -87.699410989838 42.028995655647, -87.699409813431 42.029051081528))","315","Dodge","Avenue","Ave","600","616","601","617","60202","60202","Dodge Avenue","600","616","601","617","1900","AVE","DODGE","DODGE AVE","Main Road","Truck Routes",,"No","25","600-617 DODGE AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","222.83170136512709","Major street"
"MULTILINESTRING ((-87.679622354184 42.060535788329, -87.680087216528 42.060544225435, -87.680623849587 42.060549144711, -87.680797756438 42.060550737354, -87.68161766924 42.060560527852))","1981","Colfax","Street","St","714","732","707","733","60201","60201","Colfax Street","700","794","701","795","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","20","707-733 COLFAX ST","City of Evanston",,"2022-03-21T15:43:44.000Z","541.937579925195","Local street"
"MULTILINESTRING ((-87.696439117941 42.020271374594, -87.69657864177 42.020266742648, -87.697135950458 42.020256962745, -87.697544158242 42.020248988767, -87.698128115213 42.020238775372, -87.698162201323 42.020237976093))","777","Dobson","Street","St","1704","1732","1707","1733","60202","60202","Dobson Street","1700","1798","1701","1799","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","1704-1733 DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","468.38914117371598","Local street"
"MULTILINESTRING ((-87.677112432798 42.06051295741, -87.677842961248 42.060516528454, -87.678012704119 42.060518375952, -87.678741235783 42.060526347976, -87.678983883431 42.060528994023, -87.679595512508 42.060535443344, -87.679622354184 42.060535788329))","1986","Colfax","Street","St","618","628","619","629","60201","60201","Colfax Street","600","698","601","699","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","20","618-629 COLFAX ST","City of Evanston",,"2022-03-21T15:43:44.000Z","681.66156743176748","Local street"
"MULTILINESTRING ((-87.691955814765 42.050320496814, -87.69209504788 42.050318393438, -87.692512354478 42.050307195487, -87.692776429137 42.05030252271, -87.692843598595 42.050301333402, -87.693162285398 42.050295674735, -87.693578177997 42.050289596613, -87.693588083629 42.050289459737))","227","Lyons","Street","St","1414","1414","1417","1423","60201","60201","Lyons Street","1400","1498","1401","1499","1800","ST","LYONS","LYONS ST","Local Street",,,"No","25","1414-1423 LYONS ST","City of Evanston",,"2022-03-21T15:43:48.000Z","443.49043475997883","Local street"
"MULTILINESTRING ((-87.704180482829 42.019690150873, -87.704206506883 42.019693312114, -87.704228578026 42.019701747955, -87.704247394109 42.019719331519, -87.704258445636 42.019751800876, -87.704263760618 42.019798755513, -87.704275536671 42.019925738458, -87.704282478424 42.020031674473, -87.704284464498 42.020147544707))","1153","Hartrey","Avenue","Ave","0","0","0","0","60202","60202","Hartrey Avenue","110","128","111","129","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:47.000Z","178.74645502895021","Local street"
"MULTILINESTRING ((-87.728062229533 42.0624940144, -87.728585290599 42.062494734266, -87.728676181219 42.062495003926, -87.729794047036 42.062496939908, -87.730281143434 42.062497865954, -87.730578038656 42.062498803059))","7042","Harrison","Street","St","0","0","3425","3467","0","60201","Harrison Street","0","0","3425","3499","2500","ST","HARRISON","HARRISON ST","Local Street",,,"No","25","3425-3467 HARRISON ST","City of Evanston",,"2022-03-21T15:50:52.000Z","683.18275325457773","Major street"
"MULTILINESTRING ((-87.717733317604 42.057780840841, -87.717774928787 42.057780734731, -87.718499496108 42.057773285267, -87.720192176814 42.057754734507))","1478","Normandy","Place","Pl","3004","3042","3001","3045","60201","60201","Normandy Place","3000","3098","3001","3099","0","PL","NORMANDY","NORMANDY PL","Local Street",,,"No","25","3004-3045 NORMANDY PL","City of Evanston",,"2022-03-21T15:43:49.000Z","667.83405829303058","Local street"
"MULTILINESTRING ((-87.696398270625 42.023040437657, -87.696391813781 42.023333370456, -87.696381328704 42.024048308241, -87.696375937743 42.024492533501, -87.696368045243 42.024855517147))","745","Dewey","Avenue","Ave","300","346","325","343","60202","60202","Dewey Avenue","300","398","301","399","1700","AVE","DEWEY","DEWEY AVE","Local Street",,,"No","25","300-343 DEWEY AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","661.50119975178006","Local street"
"MULTILINESTRING ((-87.702419848448 42.033823104199, -87.702636743217 42.033817929746, -87.703101829922 42.033810358431, -87.703152413996 42.033809538503, -87.703189010481 42.033808724084, -87.703197699173 42.033808552252, -87.703428838272 42.033803454503, -87.703651346826 42.033800092656, -87.703823639917 42.033797497761, -87.7039792168 42.033795387226))","1376","Main","Street","St","2100","2112","0","0","60202","60202","Main Street","2100","2198","2101","2199","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","30","2100-2112 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","423.77109898773017","Major street"
"MULTILINESTRING ((-87.679210811172 42.022981343463, -87.679289597924 42.022982176616, -87.679815110074 42.022985608941, -87.680012765968 42.022986898795, -87.680426877129 42.022986565821))","1466","Mulford","Street","St","628","630","0","0","60202","60202","Mulford Street","624","698","625","699","300","ST","MULFORD","MULFORD ST","Local Street",,,"No","25","628-630 MULFORD ST","City of Evanston",,"2022-03-21T15:43:48.000Z","330.44484847908274","Local street"
"MULTILINESTRING ((-87.704045740136 42.063376018379, -87.703946953113 42.063489770972, -87.703675464473 42.063806988631, -87.703633997641 42.063855442531, -87.703443748912 42.064053130633))","1589","Pioneer","Road","Rd","2534","2534","0","0","60201","60201","Pioneer Road","2516","2598","2517","2599","0","RD","PIONEER","PIONEER RD","Local Street",,,"No","25","2534-2534 PIONEER RD","City of Evanston",,"2022-03-21T15:43:49.000Z","296.07722986052863","Local street"
"MULTILINESTRING ((-87.714293540675 42.056671615668, -87.714397497738 42.056674673537))","31","Payne","Street","St","0","0","0","0","60201","60201","Payne Street","2900","2902","2901","2903","0","ST","PAYNE","PAYNE ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","28.254658023058781","Local street"
"MULTILINESTRING ((-87.707123189494 42.054503024485, -87.707140284949 42.054520707861, -87.70715942396 42.054559011068, -87.707165124962 42.054608382267, -87.707164541127 42.054667817705, -87.707160113265 42.054867431578, -87.707157911936 42.054967828576, -87.707155604852 42.055146461145))","6086","Hawthorne","Lane","Ln","2022","2038","2031","2031","60201","60201","Hawthorne Lane","2022","2038","2029","2031","0","LN","HAWTHORNE","HAWTHORNE LN","Local Street",,,"No","25","2022-2031 HAWTHORNE LN","City of Evanston",,"2022-03-21T15:43:47.000Z","237.00046370293478","Local street"
"MULTILINESTRING ((-87.681643038602 42.060560809121, -87.682299691818 42.060568542467, -87.682878108815 42.060578298413))","1982","Colfax","Street","St","802","822","805","823","60201","60201","Colfax Street","800","826","801","825","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","20","802-823 COLFAX ST","City of Evanston",,"2022-03-21T15:43:44.000Z","335.46370141409153","Local street"
"MULTILINESTRING ((-87.694670289139 42.032141532835, -87.694670012207 42.032191255752, -87.694654201478 42.032520468811, -87.694651628467 42.032770119549))","857","Florence","Avenue","Ave","802","802","801","801","60202","60202","Florence Avenue","800","818","801","819","1600","AVE","FLORENCE","FLORENCE AVE","Local Street",,,"No","25","802-801 FLORENCE AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","229.14825853952382","Local street"
"MULTILINESTRING ((-87.678945639325 42.027277818176, -87.679055306316 42.027756506387))","110","Callan","Avenue","Ave","0","0","0","0","60202","60202","Callan Avenue","514","548","513","549","0","AVE","CALLAN","CALLAN AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","176.96949172103083","Local street"
"MULTILINESTRING ((-87.71653514618 42.066408530578, -87.717168459125 42.066414457181, -87.717676125894 42.066419212377, -87.717796980578 42.066420793656))","187","Park","Place","Pl","0","0","0","0","60201","60201","Park Place","2938","2998","2939","2999","0","PL","PARK","PARK PL","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","342.66620786618654","Local street"
"MULTILINESTRING ((-87.680501943014 42.044086863852, -87.680495285726 42.044161769238, -87.680419217648 42.044496920935, -87.680324432856 42.044793849571, -87.680255172016 42.044960246049, -87.680227326288 42.045019032337))","62","Chicago","Avenue","Ave","1450","1490","0","0","60201","60201","Chicago Avenue","1440","1498","1441","1499","600","AVE","CHICAGO","CHICAGO AVE","Main Road","Truck Routes",,"No","25","1450-1490 CHICAGO AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","348.66430145681471","Major street"
"MULTILINESTRING ((-87.692310366548 42.032807587937, -87.692324392637 42.032807391854, -87.692482182582 42.032804623217, -87.692901247234 42.032793872552, -87.693172604618 42.032789843109))","1961","Washington","Street","St","1418","1432","1419","1433","60202","60202","Washington Street","1416","1498","1417","1499","0","ST","WASHINGTON","WASHINGTON ST","Local Street",,,"No","25","1418-1433 WASHINGTON ST","City of Evanston",,"2022-03-21T15:43:51.000Z","234.3495238728793","Local street"
"MULTILINESTRING ((-87.710686994107 42.065533341082, -87.710684144592 42.066077465173, -87.710684080866 42.066087755428, -87.710672462933 42.066726423087))","463","Bennett","Avenue","Ave","2646","2646","0","0","60201","60201","Bennett Avenue","2622","2698","2623","2699","2700","AVE","BENNETT","BENNETT AVE","Local Street",,,"No","25","2646-2646 BENNETT AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","434.80572417848219","Local street"
"MULTILINESTRING ((-87.687131843442 42.022586291591, -87.687559353728 42.022589054352, -87.687774153688 42.022590838917, -87.688065617892 42.022592230836, -87.688392475542 42.022594699028, -87.688574634981 42.022596134037))","1096","Harvard","Terrace","Ter","1100","1126","1101","1127","60202","60202","Harvard Terrace","1100","1198","1101","1199","0","TER","HARVARD","HARVARD TER","Local Street",,,"No","25","1100-1127 HARVARD TER","City of Evanston",,"2022-03-21T15:43:47.000Z","392.0610267008758","Local street"
"MULTILINESTRING ((-87.705596105698 42.030136513108, -87.705614233733 42.030153296847, -87.705624099139 42.030175633517, -87.705631786896 42.030280887303, -87.705624414175 42.030577574823, -87.7056225951 42.030650230675, -87.70561673958 42.03095356738, -87.705608764261 42.03127407102, -87.705602454583 42.03148887808, -87.705600518104 42.031554755162, -87.705595186096 42.031778678224, -87.705591473706 42.03185670229, -87.705586564396 42.031891773453, -87.705581350218 42.031909197895, -87.705567784802 42.031926192477))","310","Pitner","Avenue","Ave","0","0","0","0","60202","60202","Pitner Avenue","700","798","701","799","0","AVE","PITNER","PITNER AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","655.76361093837272","Local street"
"MULTILINESTRING ((-87.689978991009 42.032846298854, -87.690281218154 42.032843574388, -87.690793265722 42.03282882444, -87.691303858093 42.032819662185, -87.691572851458 42.032816473995))","1878","Washington","Street","St","1302","1330","1303","1331","60202","60202","Washington Street","1300","1398","1301","1399","0","ST","WASHINGTON","WASHINGTON ST","Local Street",,,"No","25","1302-1331 WASHINGTON ST","City of Evanston",,"2022-03-21T15:43:51.000Z","433.18304346037212","Local street"
"MULTILINESTRING ((-87.680323471169 42.030785971607, -87.680317991445 42.031238619559, -87.680315918783 42.031408746615, -87.680313291913 42.031625823344, -87.680311155714 42.03170146809))","691","Custer","Avenue","Ave","722","724","713","721","60202","60202","Custer Avenue","714","732","713","731","700","AVE","CUSTER","CUSTER AVE","Local Street",,,"No","25","722-721 CUSTER AVE","City of Evanston",,"2022-03-21T16:04:59.000Z","333.64278479947274","Collector street"
"MULTILINESTRING ((-87.678465388999 42.029398330654, -87.678551828756 42.029870026206, -87.678691885178 42.030586890235))","576","Chicago","Avenue","Ave","0","0","631","635","60202","60202","Chicago Avenue","600","698","601","699","600","AVE","CHICAGO","CHICAGO AVE","Main Road","Truck Routes",,"No","25","631-635 CHICAGO AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","437.48730066322446","Major street"
"MULTILINESTRING ((-87.681378820977 42.041204734744, -87.681592888592 42.041205044944, -87.681616961574 42.04120534629, -87.681666359126 42.041205956071, -87.681687450664 42.041206213032, -87.681795926615 42.041207542353, -87.681805977813 42.04120743476, -87.681877403173 42.041206742524, -87.681926333392 42.041206251873, -87.682097091643 42.041204586492, -87.682145285352 42.041204119011))","722","Dempster","Street","St","614","616","0","0","60202","60201","Dempster Street","614","798","617","799","1300","ST","DEMPSTER","DEMPSTER ST","Main Road","Truck Routes",,"Yes","25","614-616 DEMPSTER ST","City of Evanston",,"2022-03-21T15:45:36.000Z","208.22356346053922","Major street"
"MULTILINESTRING ((-87.680404123666 42.026580788275, -87.680555157429 42.026582196172, -87.681453554803 42.026587302039, -87.68231857574 42.026591854829))","1510","Oakton","Street","St","706","720","701","727","60202","60202","Oakton Street","700","798","701","799","500","ST","OAKTON","OAKTON ST","Main Road",,,"No","25","706-727 OAKTON ST","City of Evanston",,"2022-03-21T15:45:37.000Z","520.19052327786596","Major street"
"MULTILINESTRING ((-87.674918769235 42.042589282674, -87.674905576894 42.04323946532, -87.674895439391 42.043736376151, -87.674889157231 42.044020334131))","879","Forest","Avenue","Ave","1404","1432","1419","1419","60201","60201","Forest Avenue","1400","1438","1401","1439","400","AVE","FOREST","FOREST AVE","Main Road","Truck Prohibited",,"No","25","1404-1419 FOREST AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","521.56564332537653","Major street"
"MULTILINESTRING ((-87.699303767847 42.033881260865, -87.700100113891 42.033865130692, -87.700594341281 42.033855150783, -87.700863373447 42.033852160571))","1374","Main","Street","St","1902","1916","1917","1925","60202","60202","Main Street","1900","1998","1901","1999","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","30","1902-1925 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","423.84729399632766","Major street"
"MULTILINESTRING ((-87.703088141654 42.021081166184, -87.703088143105 42.021356791736, -87.703083845195 42.02153486548, -87.703074403465 42.021924487312, -87.703066894388 42.022371802403))","338","Richmond","Avenue","Ave","212","232","213","235","60202","60202","Richmond Avenue","200","298","201","299","0","AVE","RICHMOND","RICHMOND AVE","Local Street",,,"No","25","212-235 RICHMOND AV","City of Evanston",,"2022-03-21T15:43:49.000Z","470.37669293115221","Local street"
"MULTILINESTRING ((-87.689489972167 42.058440449018, -87.689486590318 42.058760646376, -87.689480195078 42.059062001858, -87.689475644881 42.059308292338, -87.68947239077 42.059433572528))","408","Asbury","Avenue","Ave","2230","2244","2231","2247","60201","60201","Asbury Avenue","2214","2298","2215","2299","1300","AVE","ASBURY","ASBURY AVE","Local Street",,,"No","25","2230-2247 ASBURY AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","361.94871662702798","Local street"
"MULTILINESTRING ((-87.715806918213 42.060718327264, -87.715796872958 42.061367377496, -87.715788397117 42.062044453998))","1317","Lincolnwood","Drive","Dr","2400","2430","2405","2423","60201","60201","Lincolnwood Drive","2400","2430","2401","2431","0","DR","LINCOLNWOOD","LINCOLNWOOD DR","Local Street",,,"No","25","2400-2423 LINCOLNWOOD DR","City of Evanston",,"2022-03-21T15:43:48.000Z","483.29274711737571","Local street"
"MULTILINESTRING ((-87.682285274728 42.045557796964, -87.682420093185 42.045565202533, -87.68261426682 42.045568251954, -87.682904639228 42.045571462075, -87.68295599132 42.045572082382, -87.682986250423 42.045572445939, -87.683034767844 42.045573050148, -87.683059983717 42.045573357669, -87.683207745383 42.045575127775, -87.683233476654 42.045575438176, -87.683285748824 42.04557609099, -87.68338120124 42.045577235291, -87.683534741881 42.045579120027))","1025","Grove","Street","St","810","810","0","0","60201","60201","Grove Street","800","898","801","899","0","ST","GROVE","GROVE ST","Local Street",,,"No","25","810-810 GROVE ST","City of Evanston",,"2022-03-21T16:12:43.000Z","339.53315859904541","Collector street"
"MULTILINESTRING ((-87.683694974861 42.035813111854, -87.683683412658 42.03661223187, -87.683670321064 42.037604834701))","802","Elmwood","Avenue","Ave","1000","1044","0","0","60202","60202","Elmwood Avenue","1000","1098","1001","1099","900","AVE","ELMWOOD","ELMWOOD AVE","Local Street",,,"No","25","1000-1044 ELMWOOD AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","652.97239177072299","Local street"
"MULTILINESTRING ((-87.678537663313 42.044564108744, -87.67849797152 42.044654192877, -87.677962274013 42.045756952686))","1121","Hinman","Avenue","Ave","1500","1516","1501","1519","60201","60201","Hinman Avenue","1500","1598","1501","1599","500","AVE","HINMAN","HINMAN AVE","Local Street",,,"No","25","1500-1519 HINMAN AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","461.95399504577944","Local street"
"MULTILINESTRING ((-87.68852771578 42.026733295983, -87.689092803852 42.026735179356, -87.689164387581 42.02673541647, -87.689325381845 42.026738240815, -87.690085704578 42.026752767546))","1515","Oakton","Street","St","1212","1218","1209","1221","60202","60202","Oakton Street","1200","1298","1201","1299","500","ST","OAKTON","OAKTON ST","Main Road",,,"No","25","1212-1221 OAKTON ST","City of Evanston",,"2022-03-21T15:45:37.000Z","423.40025738012815","Major street"
"MULTILINESTRING ((-87.692957760292 42.040287235173, -87.693047486798 42.040285924607, -87.693521749078 42.040278580582, -87.693644255214 42.040275668563))","1930","Wilder","Street","St","0","0","1501","1515","60202","60202","Wilder Street","1500","1518","1501","1517","0","ST","WILDER","WILDER ST","Local Street",,,"No","25","1501-1515 WILDER ST","City of Evanston",,"2022-03-21T15:43:51.000Z","186.5361366192526","Local street"
"MULTILINESTRING ((-87.678921262919 42.031685511519, -87.678941585367 42.031778380492, -87.67897382445 42.031925981356, -87.679014704298 42.032128322866))","578","Chicago","Avenue","Ave","750","750","743","747","60202","60202","Chicago Avenue","736","798","737","799","600","AVE","CHICAGO","CHICAGO AVE","Main Road","Truck Routes",,"No","25","750-747 CHICAGO AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","163.35652197842577","Major street"
"MULTILINESTRING ((-87.673335940642 42.04454529088, -87.673591776302 42.045171087475, -87.673787651476 42.045660839791, -87.673789531776 42.045820753252, -87.67387938503 42.046021566364, -87.673968501382 42.04607295524))","161","Sheridan","Road","Rd","0","0","0","0","60201","60201","Sheridan Road","1600","1630","1601","1629","200","RD","SHERIDAN","SHERIDAN RD","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","590.66890284441763","Local street"
"MULTILINESTRING ((-87.699442107328 42.027438067688, -87.699440582324 42.027528589694))","320","Dodge","Avenue","Ave","0","0","0","0","60202","60202","Dodge Avenue","518","520","519","521","1900","AVE","DODGE","DODGE AVE","Main Road","Truck Routes",,"No","25",,"City of Evanston",,"2022-03-21T15:45:36.000Z","32.990438008610916","Major street"
"MULTILINESTRING ((-87.694593184934 42.035794725189, -87.694711728572 42.035767586354, -87.695366434826 42.035753252968, -87.695627919728 42.035747516359, -87.696142795214 42.035739316867))","91","Lee","Street","St","0","0","1617","1617","60202","60202","Lee Street","1600","1698","1601","1699","1000","ST","LEE","LEE ST","Local Street",,,"No","25","1617-1617 LEE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","422.60603329724319","Local street"
"MULTILINESTRING ((-87.720235046795 42.05534882114, -87.721451258964 42.055335968793))","153","Simpson","Street","St","0","0","0","0","60203","60201","Simpson Street","3100","3130","3101","3131","2100","ST","SIMPSON","SIMPSON ST","Main Road","Truck Routes",,"Yes","35",,"City of Evanston",,"2022-03-21T15:45:37.000Z","330.33896143298779","Major street"
"MULTILINESTRING ((-87.700016741153 42.06328066887, -87.700078667499 42.063326700865))","211","Prairie","Avenue","Ave","0","0","0","0","60201","60201","Prairie Avenue","2518","2520","2519","2521","0","AVE","PRAIRIE","PRAIRIE AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","23.75260196273242","Local street"
"MULTILINESTRING ((-87.688539791978 42.025643870323, -87.688705617671 42.025641783155, -87.689245579934 42.025641548841, -87.689641214187 42.025643027325, -87.689873313959 42.025649323118, -87.690098313915 42.02564797728))","442","Austin","Street","St","1212","1226","1217","1227","60202","60202","Austin Street","1200","1298","1201","1299","0","ST","AUSTIN","AUSTIN ST","Local Street",,"Dr. Richard E. Lyons Way","No","25","1212-1227 AUSTIN ST","City of Evanston",,"2022-03-21T15:43:43.000Z","423.52222414950586","Local street"
"MULTILINESTRING ((-87.687156820043 42.02347074398, -87.687376980374 42.02347409621, -87.687561119272 42.023476559317, -87.687733863529 42.023473963633, -87.687985901658 42.023473075862, -87.688277279381 42.023476140711, -87.6885664867 42.023479110304))","1470","Mulford","Street","St","1100","1120","1103","1127","60202","60202","Mulford Street","1100","1198","1101","1199","0","ST","MULFORD","MULFORD ST","Local Street",,,"No","25","1100-1127 MULFORD ST","City of Evanston",,"2022-03-21T15:43:48.000Z","383.08404521204596","Local street"
"MULTILINESTRING ((-87.68947239077 42.059433572528, -87.689472260022 42.059439224769, -87.689467456282 42.059717894923, -87.68946146637 42.059979105539, -87.689460402061 42.060026134503, -87.689456571909 42.060263098831, -87.689450095724 42.06048130568))","409","Asbury","Avenue","Ave","2302","2310","2315","2327","60201","60201","Asbury Avenue","2300","2398","2301","2399","1300","AVE","ASBURY","ASBURY AVE","Local Street",,,"No","25","2302-2327 ASBURY AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","381.86596848212974","Local street"
"MULTILINESTRING ((-87.686840561976 42.047079392634, -87.687353023067 42.047086065063, -87.68775534869 42.047090688789, -87.688715975601 42.047101713733))","49","Davis","Street","St","1100","1118","1101","1125","60201","60201","Davis Street","1100","1198","1101","1199","1600","ST","DAVIS","DAVIS ST","Main Road",,,"No","25","1100-1125 DAVIS ST","City of Evanston",,"2022-03-21T16:16:30.000Z","509.46827564824429","Collector street"
"MULTILINESTRING ((-87.684112728303 42.03082264265, -87.684257439201 42.030824256899, -87.685174540039 42.030827518559, -87.685254188708 42.030827803662))","1451","Monroe","Street","St","902","918","903","921","60202","60202","Monroe Street","900","998","901","999","0","ST","MONROE","MONROE ST","Local Street",,,"No","25","902-921 MONROE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","310.13213585740812","Local street"
"MULTILINESTRING ((-87.684986433694 42.022574440208, -87.685034022278 42.023027032074))","1631","Ridge","Avenue","Ave","250","250","241","249","60202","60202","Ridge Avenue","240","298","241","299","0","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","250-249 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","165.43881436954268","Major street"
"MULTILINESTRING ((-87.697035693026 42.030754893712, -87.697851221807 42.030741684487))","1461","Monroe","Street","St","1720","1734","1721","1729","60202","60202","Monroe Street","1714","1798","1715","1799","0","ST","MONROE","MONROE ST","Local Street",,,"No","25","1720-1729 MONROE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","221.6241694851895","Local street"
"MULTILINESTRING ((-87.685115895949 42.041235259358, -87.685974421788 42.041242849076, -87.686030846804 42.041243853358, -87.686957933193 42.041261015338))","725","Dempster","Street","St","1016","1030","1001","1033","60202","60201","Dempster Street","1000","1098","1001","1099","1300","ST","DEMPSTER","DEMPSTER ST","Main Road","Truck Routes",,"Yes","30","1016-1033 DEMPSTER ST","City of Evanston",,"2022-03-21T15:45:36.000Z","500.48174187717188","Major street"
"MULTILINESTRING ((-87.679529824849 42.06408469532, -87.6795252093 42.064340726535, -87.679514760629 42.064551500763, -87.679512772015 42.064730957442, -87.679500088215 42.065263636205))","1548","Orrington","Avenue","Ave","2600","2626","2601","2601","60201","60201","Orrington Avenue","2600","2630","2601","2631","700","AVE","ORRINGTON","ORRINGTON AVE","Local Street",,,"No","25","2600-2601 ORRINGTON AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","429.72440744560942","Local street"
"MULTILINESTRING ((-87.677112432798 42.06051295741, -87.677111804983 42.060595388415, -87.677102076347 42.061032367839, -87.677095073861 42.06146922561, -87.677092950945 42.061639625837))","1733","Sheridan","Road","Rd","2400","2400","2407","2407","60201","60201","Sheridan Road","2400","2436","2401","2435","600","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Routes",,"No","25","2400-2407 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","410.61792300164177","Major street"
"MULTILINESTRING ((-87.696456817899 42.042792374688, -87.696809422712 42.042781735002, -87.697333593607 42.042777396199, -87.69756146075 42.042767764306))","990","Greenwood","Street","St","1708","1724","1711","1731","60201","60201","Greenwood Street","1708","1796","1701","1797","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","1708-1731 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","300.25166828072992","Local street"
"MULTILINESTRING ((-87.684112728303 42.03082264265, -87.684106083205 42.031142877768, -87.68410463421 42.031267180711, -87.684099182683 42.031734153594))","798","Elmwood","Avenue","Ave","728","734","0","0","60202","60202","Elmwood Avenue","700","798","701","799","900","AVE","ELMWOOD","ELMWOOD AVE","Local Street",,,"No","25","728-734 ELMWOOD AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","332.19375968335805","Local street"
"MULTILINESTRING ((-87.68545664489 42.026650718382, -87.68564970859 42.02667406325, -87.686032235568 42.026720155429, -87.686275703029 42.02672004635, -87.686910227824 42.026719724921, -87.687083966898 42.026721526515))","1513","Oakton","Street","St","0","0","1009","1031","60202","60202","Oakton Street","1000","1098","1001","1099","500","ST","OAKTON","OAKTON ST","Main Road",,"Clara Hairston Pate Way","No","25","1009-1031 OAKTON ST","City of Evanston",,"2022-03-21T15:45:37.000Z","444.19587312893543","Major street"
"MULTILINESTRING ((-87.710631523978 42.069027451273, -87.712580195837 42.069048790987))","1197","Isabella","Street","St","2710","2734","0","0","60201","60091","Isabella Street","2700","2798","2701","2799","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25","2710-2734 ISABELLA ST","City of Evanston",,"2022-03-21T15:46:40.000Z","529.17521393039681","Collector street"
