"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"dedert2019_B","Psychotherapy","PTSD+SUD","SUD","Not integrated","40","B","25",,"Present-focused smoking cessation","Smoking cessation","Cognitive behavioral smoking cessation treatment following the Integrated Care for Smoking Cessation manual; treatment is present-focused. ""The smoking cessation treatment in this arm was identical to the smoking cessation component of the [combined CPT + smoking cessation] group, except that the [present-focused smoking cessation] arm did not utilize formal cognitive restructuring to address smoking triggers.""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"25 minutes","Twice weekly","6",,"attended all 12 sessions","0.68",,,,,,,,,,,"Veteran","0","1","0","0.825",,"0.175",,,"High","Dedert EA, Resick PA, Dennis PA, et al. Pilot trial of a combined cognitive processing therapy and smoking cessation treatment. J Addict Med. 2019 Jul/Aug;13(4):322-30. doi: 10.1097/ADM.0000000000000502. PMID: 30664539.",,"2020"
"dekleine2012_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"75","A","33",,"PE + D-cycloserine","Prolonged Exposure (PE) + D-cycloserine","D-cycloserine prior to PE sessions

PE: standardized program including prolonged imaginal exposure (30 minutes each session), in vivo exposure assignments and homework of exposure using recorded session audiotape.

D-cycloserine: glutamatergic N-methyl-D-aspartate receptor partial agonist, taken 1 hour prior to start of each PE session","Yes","TF","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","50 mg","30 minutes","Weekly","up to 10",,">8 sessions","0.7273",,,,,,,,,,,"Community",,,"1","0.806",,"0.194","Mixed","combat-related, rape/sexual assault, accidents, other (violent nonsexual assault; ""miscellaneous"")","Medium","de Kleine RA, Hendriks GJ, Kusters WJ, et al. A randomized placebo-controlled trial of D-cycloserine to enhance exposure therapy for posttraumatic stress disorder. Biol Psychiatry. 2012 Jun 1;71(11):962-8. doi: 10.1016/j.biopsych.2012.02.033. PMID: 22480663.","38434","2019"
"dekleine2012_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"75","B","34",,"PE + placebo","Prolonged Exposure (PE) + placebo","Placebo prior to PE sessions

PE: standardized program including prolonged imaginal exposure (30 minutes each session), in vivo exposure assignments and homework of exposure using recorded session audiotape.

Placebo: identical in appearance to D-cycloserine, taken 1 hour prior to start of each PE session","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"30 minutes","Weekly","up to 10",,">8 sessions","0.6176",,,,,,,,,,,"Community",,,"1","0.806",,"0.194","Mixed","combat-related, rape/sexual assault, accidents, other (violent nonsexual assault; ""miscellaneous"")","Medium","de Kleine RA, Hendriks GJ, Kusters WJ, et al. A randomized placebo-controlled trial of D-cycloserine to enhance exposure therapy for posttraumatic stress disorder. Biol Psychiatry. 2012 Jun 1;71(11):962-8. doi: 10.1016/j.biopsych.2012.02.033. PMID: 22480663.","38434","2019"
"devilly1998_A","Psychotherapy","PTSD","PTSD",,"51","A","19",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Participants track extreme hand movements while holding in mind a representative picture of the traumatic event. On average, 24 back-and-forth sweeps were given for each set until subjective units of distress decrease to 0. Eye movement desensitization repeated until no more imaginal picture arises","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","2",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"High","Devilly GJ, Spence SH, Rapee RM. Statistical and reliable change with eye movement desensitization and reprocessing: treating trauma within a veteran population. Behav. Ther. 1998 Summer;29(3):435-55. doi: 10.1016/S0005-7894(98)80042-7.","20740","2019"
"devilly1998_B","Psychotherapy","PTSD","PTSD",,"51","B","16",,"Reactive Eye Dilation Desensitization and Reprocessing","Eye Movement Desensitization and Reprocessing (EMDR)","Participant concentrates on the imaginal picture and accompanying body sensation while concentrating on a black box emitting flashing light at rate of 4 flashes per second.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","2",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"High","Devilly GJ, Spence SH, Rapee RM. Statistical and reliable change with eye movement desensitization and reprocessing: treating trauma within a veteran population. Behav. Ther. 1998 Summer;29(3):435-55. doi: 10.1016/S0005-7894(98)80042-7.","20740","2019"
"devilly1998_C","Psychotherapy","PTSD","Control",,"51","C","16",,"Standard Psychiatric Support","Treatment as usual (TAU)","Participants continued their usual treatment without additional support from research therapist","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"5",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"High","Devilly GJ, Spence SH, Rapee RM. Statistical and reliable change with eye movement desensitization and reprocessing: treating trauma within a veteran population. Behav. Ther. 1998 Summer;29(3):435-55. doi: 10.1016/S0005-7894(98)80042-7.","20740","2019"
"difede2014_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"25","A","13",,"Exposure therapy with virtual reality plus D-cycloserine","Virtual reality exposure therapy (VRET) + D-cycloserine","Participants recounted their trauma while wearing a virtual reality helmet with a computer simulation of the September 11th attacks. Graded scenarios increased in intensity and detail, target of 45 minutes ""in the virtual world"". D-cycloserine: antibiotic, also used as a cognitive enhancer, given 90 minutes before sessions beginning with session 2.","Yes","TF","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","100 mg","90 minutes","Weekly","12",,,,,"verbal inquiry about medication ingestion before session",,,"11.00","1.00",,,,,"Community",,,"1","0.24",,"0.76","Terrorism/political violence/forced displacement",,"Medium","Difede J, Cukor J, Wyka KE, et al. D-cycloserine augmentation of exposure therapy for post-traumatic stress disorder: a pilot randomized clinical trial. Neuropsychopharmacology. 2014 Apr;39(5):1052-108. doi: 10.1038/npp.2013.317. PMID: 24217129.","41641","2019"
"difede2014_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"25","B","12",,"Exposure therapy with virtual reality plus placebo","Virtual reality exposure therapy (VRET) + placebo","Participants recounted their trauma while wearing a virtual reality helmet with a computer simulation of the September 11th attacks. Graded scenarios increased in intensity and detail, goal 45 minutes ""in the virtual world"". Matched placebo given 90 minutes prior to start of therapy beginning at session 2.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"90 minutes","Weekly","12",,,,,"verbal inquiry about medication ingestion before session",,,"9.33","3.34",,,,,"Community",,,"1","0.24",,"0.76","Terrorism/political violence/forced displacement",,"Medium","Difede J, Cukor J, Wyka KE, et al. D-cycloserine augmentation of exposure therapy for post-traumatic stress disorder: a pilot randomized clinical trial. Neuropsychopharmacology. 2014 Apr;39(5):1052-108. doi: 10.1038/npp.2013.317. PMID: 24217129.","41641","2019"
"dorrepaal2012_A","Psychotherapy","PTSD","PTSD",,"71","A","38",,"Group CBT","Cognitive behavioral therapy (CBT) without a trauma focus","Participants received individual treatment as usual by a psychotherapist, psychiatric nurse, or psychiatrist. In addition, participants received a stabilizing group CBT program based on manual by Zlotnick et al. (1997). Group session included psychoeducation aimed at attaining a sense of cognitive mastery, cognitive behavioral skills focused on identifying and modifying dysfunctional behavior, thoughts, and beliefs about the trauma. Treatment focused on the present, positive reinforcement, and empowerment, and avoided sharing individual trauma histories","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"2 hours","Weekly","20",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, child physical abuse","High","Dorrepaal E, Thomaes K, Smit JH, et al. Stabilizing group treatment for complex posttraumatic stress disorder related to child abuse based on psychoeducation and cognitive behavioural therapy: a multisite randomized controlled trial. Psychother Psychosom. 2012;81(4):217-25. doi: 10.1159/000335044. PMID: 22585094.","39141","2019"
"dorrepaal2012_B","Psychotherapy","PTSD","Control",,"71","B","33",,"TAU","Treatment as usual (TAU)","Participants received individual treatment by a psychotherapist, psychiatric nurse, or psychiatrist","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"20",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, child physical abuse","High","Dorrepaal E, Thomaes K, Smit JH, et al. Stabilizing group treatment for complex posttraumatic stress disorder related to child abuse based on psychoeducation and cognitive behavioural therapy: a multisite randomized controlled trial. Psychother Psychosom. 2012;81(4):217-25. doi: 10.1159/000335044. PMID: 22585094.","39141","2019"
"dowd2020_A","Pharmacotherapy","PTSD","PTSD",,"25","A","13",,"Eszopiclone","Eszopiclone","Gamma-aminobutyric acid (GABA) alpha receptor agonist indicated for the treatment of sleep, given at bedtime","No","Not Applicable","Yes","Antianxiety: nonbenzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","3 mg",,"Daily","12",,,,,,,,,,,,,,"Mixed",,"0.04","0.96","0.40",,"0.60","Mixed","Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (observed violence to or death of a loved one)","High","Dowd SM, Zalta AK, Burgess HJ, et al. Double-blind randomized controlled study of the efficacy, safety and tolerability of eszopiclone vs placebo for the treatment of patients with post-traumatic stress disorder and insomnia. World j. 2020 Mar 19;10(3):21-8. doi: https://dx.doi.org/10.5498/wjp.v10.i3.21. PMID: 32257848.",,"2020"
"dowd2020_B","Pharmacotherapy","PTSD","Control",,"25","B","12",,"Placebo","Placebo",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","12",,,,,,,,,,,,,,"Mixed",,"0.04","0.96","0.40",,"0.60","Mixed","Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (observed violence to or death of a loved one)","High","Dowd SM, Zalta AK, Burgess HJ, et al. Double-blind randomized controlled study of the efficacy, safety and tolerability of eszopiclone vs placebo for the treatment of patients with post-traumatic stress disorder and insomnia. World j. 2020 Mar 19;10(3):21-8. doi: https://dx.doi.org/10.5498/wjp.v10.i3.21. PMID: 32257848.",,"2020"
"duberstein2018_A","Psychotherapy","PTSD","PTSD",,"161","A","83",,"IPT-T","Interpersonal Psychotherapy (IPT)","Individual psychotherapy adapted from IPT to address needs of depressed women with childhood sexual abuse histories in the community health setting. The 4 adaptations to the IPT protocol are: 1) expanded treatment period to 16 sessions over 32 weeks; 2) used engagement analysis to ""help patients identify and problem-solve social, practical, and psychological barriers to treatment participation""; 3) used a sociocultural formulation ""to help patients identify ways in which cultural and economic influences (e.g., family beliefs, ethnic identities, religious practices, racism, and poverty) may affect their interpersonal problems and depression""; 4) an ""interpersonal-patterns"" problem area replaced the ""interpersonal deficits"" problem  area, ""the interpersonal-patterns problem area is used to help patients recognize longstanding patterns of behavior and emotion commonly seen among individuals with trauma histories that could undermine social health""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,,"32","total 16 sessions",,,,,,,"10.6","5.8",,,,,"Community","0","0","1","1",,"0","Child sexual abuse",,"Medium","Duberstein PR, Ward EA, Chaudron LH, et al. Effectiveness of interpersonal psychotherapy-trauma for depressed women with childhood abuse histories. J Consult Clin Psychol. 2018 Oct;86(10):868-78. doi: 10.1037/ccp0000335. PMID: 30265045.","51365","2020"
"duberstein2018_B","Psychotherapy","PTSD","PTSD",,"161","B","78",,"Clinic Psychotherapy","Psychotherapy as usual","Clinician choice of psychotherapy among treatments typically used in a community mental health clinic; therapists were not restricted from ""reasonable therapeutic activities or interventions""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,,"32","total 16 sessions",,,,,,,"5.7","4.2",,,,,"Community","0","0","1","1",,"0","Child sexual abuse",,"Medium","Duberstein PR, Ward EA, Chaudron LH, et al. Effectiveness of interpersonal psychotherapy-trauma for depressed women with childhood abuse histories. J Consult Clin Psychol. 2018 Oct;86(10):868-78. doi: 10.1037/ccp0000335. PMID: 30265045.","51365","2020"
"duffy2007_A","Psychotherapy","PTSD","PTSD",,"58","A","29",,"Cognitive Therapy","Cognitive Therapy for PTSD (CT-PTSD)","Based on Ehlers and Clark's model that addresses excessively negative appraisals of the traumatic event or its sequelae, disturbance in autobiographical memory, and dysfunctional cognitive and behavioral strategies. Includes behavioral activation early in therapy.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,"Up to weekly","12",,"completed ≥6 sessions or ended therapy earlier as agreed by the therapist because of noticeable improvement","0.6897",,,,,"5.9","2.5","patients received additional average 2.0 [SD 3.2] sessions after 12-week period for a total of 7.8 [SD 5.1] sessions",,,,"Community",,,"1","0.3966",,"0.6034","Mixed","terrorism/political violence/forced displacement, community/school violence, accidents","Medium","Duffy M, Gillespie K, Clark DM. Post-traumatic stress disorder in the context of terrorism and other civil conflict in Northern Ireland: randomised controlled trial. BMJ. 2007 Jun 2;334(7604):1147-50. doi: 10.1136/bmj.39021.846852.BE. PMID: 17495988.","29736","2019"
"duffy2007_B","Psychotherapy","PTSD","Control",,"58","B","29",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"12",,,,,,,,,,,,,,"Community",,,"1","0.3966",,"0.6034","Mixed","terrorism/political violence/forced displacement, community/school violence, accidents","Medium","Duffy M, Gillespie K, Clark DM. Post-traumatic stress disorder in the context of terrorism and other civil conflict in Northern Ireland: randomised controlled trial. BMJ. 2007 Jun 2;334(7604):1147-50. doi: 10.1136/bmj.39021.846852.BE. PMID: 17495988.","29736","2019"
"dunlop2017_A","Pharmacotherapy","PTSD","PTSD",,"128","A","63",,"GSK561679 investigational drug","GSK561679 investigational drug","Orally active selective CRF1 receptor antagonist that suppressed ACTH response to stress, reduced anxiety","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","350 mg",,"Daily at bedtime","6",,,,,"completed treatment and complied with medication regimen (daily dosing diary and verification by serum levels)","0.6667",,,,,"923 ng/mL (mean concentration at 6 weeks among compliant patients)","603",,,,,,"1",,"0","Mixed","combat-related, other (unspecified child abuse, unspecified)","Medium","Dunlop BW, Binder EB, Iosifescu D, et al. Corticotropin-releasing factor receptor 1 antagonism is ineffective for women with posttraumatic stress disorder. Biol Psychiatry. 2017 Dec;82(12):866-74. doi: 10.1016/j.biopsych.2017.06.024. PMID: 28793974","49315","2019"
"dunlop2017_B","Pharmacotherapy","PTSD","Control",,"128","B","65",,"Placebo","Placebo","Matching placebo tablet","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","6",,,,,"completed treatment and complied with medication regimen (daily dosing diary)","0.7538",,,,,,,,,,,,"1",,"0","Mixed","combat-related, other (unspecified child abuse, unspecified)","Medium","Dunlop BW, Binder EB, Iosifescu D, et al. Corticotropin-releasing factor receptor 1 antagonism is ineffective for women with posttraumatic stress disorder. Biol Psychiatry. 2017 Dec;82(12):866-74. doi: 10.1016/j.biopsych.2017.06.024. PMID: 28793974","49315","2019"
"dunne2012_A","Psychotherapy","PTSD","PTSD",,"26","A","13",,"Trauma-focused CBT","Trauma-focused cognitive behavioral therapy (TF-CBT)","Treatment according to the Australian Guidelines for the treatment of Adult with Acute Stress Disorder for PTSD (Australian Centre for Posttraumatic Mental Health. Australian Guidelines for the Treatment of Adults with Acute Stress Disorder and Post-traumatic Stress Disorder. Melbourne, VIC: ACPMH; 2007). Treatment included psychoeducation, anxiety management by deep breathing and progressive muscle relaxation, cognitive restructuring, imaginal exposure, graded in vivo exposure, and relapse prevention.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","10",,,,,,,,"9.38","1.71",,,,,"Community",,,"1","0.5",,"0.5","Accidents",,"High","Dunne RL, Kenardy JA, Sterling M. A randomized controlled trial of cognitive-behavioral therapy for the treatment of PTSD in the context of chronic whiplash. Clin J Pain. 2012 Nov-Dec;28(9):755-65. doi: 10.1097/AJP.0b013e318243e16b. PMID: 22209798.","39572","2019"
"dunne2012_B","Psychotherapy","PTSD","Control",,"26","B","13",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"10",,,,,,,,,,,,,,"Community",,,"1","0.5",,"0.5","Accidents",,"High","Dunne RL, Kenardy JA, Sterling M. A randomized controlled trial of cognitive-behavioral therapy for the treatment of PTSD in the context of chronic whiplash. Clin J Pain. 2012 Nov-Dec;28(9):755-65. doi: 10.1097/AJP.0b013e318243e16b. PMID: 22209798.","39572","2019"
"echeburua1996_A","Mixed: Psychotherapy & CIH","PTSD","PTSD",,"20","A","10",,"Cognitive Restructuring and coping-skills training","Cognitive restructuring and coping-skills training","Treatment seeks to modify negative thoughts associated with rape. Coping skills training includes progressive muscular relaxation, thought-stopping, cognitive distractions, and instruction in gradual exposure","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","5",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"High","Echeburua E, de Corral P, Sarasua B, et al. Treatment of acute posttraumatic stress disorder in rape victims: an experimental study. J Anxiety Disord. 1996 May-Jun;10(3):185-99. doi: 10.1016/0887-6185(96)89842-2.","07521","2019"
"echeburua1996_B","Mixed: Psychotherapy & CIH","PTSD","PTSD",,"20","B","10",,"Progressive muscular relaxation","Progressive muscle relaxation (PMR)","Progressive muscular relaxation training according to Bernstein & Borkovec (1973)","No","Not Applicable","No","Not Applicable","Yes","Relaxation","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","5",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"High","Echeburua E, de Corral P, Sarasua B, et al. Treatment of acute posttraumatic stress disorder in rape victims: an experimental study. J Anxiety Disord. 1996 May-Jun;10(3):185-99. doi: 10.1016/0887-6185(96)89842-2.","07521","2019"
"ehlers2003_A","Psychotherapy","PTSD","PTSD",,"85","A","28",,"Cognitive Therapy","Cognitive Therapy for PTSD (CT-PTSD)","Manualized treatment; goal is to modify excessively negative appraisals, correct the autobiographical memory disturbance, and remove the problematic behavior and cognitive responses.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 to 90 minutes","Weekly for 3 months, followed by up to 3 monthly booster sessions","12 (weekly sessions), 12 (booster sessions)",,,,,,,,,,"Weekly: 9.0/12; Boosters: 2.4/3",,,,"Community",,,"1",,,,"Accidents",,"Medium","Ehlers A, Clark DM, Hackmann A, et al. A randomized controlled trial of cognitive therapy, a self-help booklet, and repeated assessments as early interventions for posttraumatic stress disorder. Arch Gen Psychiatry. 2003;60(10):1024-32. doi: 10.1001/archpsyc.60.10.1024. PMID: 14557148.","25861","2019"
"ehlers2003_B","Psychotherapy","PTSD","Control",,"85","B","28",,"Self-help booklet","Self-help booklet","Participants were given a 64-page booklet providing cognitive behavioral principles for the treatment of PTSD (Understanding Your Reactions to Trauma) and an additional 4-page sheet which focused on common avoidance behaviors and safety-seeking behaviors after motor vehicle accidents; one meeting with a clinician to explain use of the booklet and provide motivation to follow advice in the booklet.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,"Clinician session: 40 minutes","Clinician session: once","1",,,,,,,,,,,,,,"Community",,,"1",,,,"Accidents",,"Medium","Ehlers A, Clark DM, Hackmann A, et al. A randomized controlled trial of cognitive therapy, a self-help booklet, and repeated assessments as early interventions for posttraumatic stress disorder. Arch Gen Psychiatry. 2003;60(10):1024-32. doi: 10.1001/archpsyc.60.10.1024. PMID: 14557148.","25861","2019"
"ehlers2003_C","Psychotherapy","PTSD","Control",,"85","C","29",,"Repeated assessments","Assessment","Single meeting with clinician covering rationale and protocol for assessments and monitoring; regular monitoring with the same assessments and timing as other arms.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"Clinician session: 20 minutes","Clinician: once","1",,,,,,,,,,,,,,"Community",,,"1",,,,"Accidents",,"Medium","Ehlers A, Clark DM, Hackmann A, et al. A randomized controlled trial of cognitive therapy, a self-help booklet, and repeated assessments as early interventions for posttraumatic stress disorder. Arch Gen Psychiatry. 2003;60(10):1024-32. doi: 10.1001/archpsyc.60.10.1024. PMID: 14557148.","25861","2019"
"ehlers2014_A","Psychotherapy","PTSD","PTSD",,"121","A","30",,"Intensive Cognitive Therapy","Trauma-focused cognitive behavioral therapy (TF-CBT)","Intensive delivery (5 to 7 days) of Ehlers and Clark’s model of cognitive therapy aimed at reducing the patient’s sense of current threat by identifying and modifying excessively negative appraisals of the trauma, elaborating the trauma memory and discriminating triggers of intrusive re-experiencing, and reducing the use of cognitive strategies and behaviors that maintain the problem. Up to 2 sessions one week and one month after intensive period and up to 3 optional monthly booster sessions.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes to 2 hours","2 sessions per day","1",,,,,,,,,,"10.13 (2.18) regular sessions and 1.90 (0.80) booster sessions",,,,"Community",,,"1","0.5868",,"0.4132","Mixed","child other abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (traumatic death of others, not specified)","Low","Ehlers A, Hackmann A, Grey N, et al. A randomized controlled trial of 7-day intensive and standard weekly cognitive therapy for PTSD and emotion-focused supportive therapy. Am J Psychiatry. 2014 Mar;171(3):294-304. doi: 10.1176/appi.ajp.2013.13040552. PMID: 24480899.","41886","2019"
"ehlers2014_B","Psychotherapy","PTSD","PTSD",,"121","B","31",,"Standard Cognitive Therapy","Cognitive Therapy for PTSD (CT-PTSD)","Standard delivery of Ehlers and Clark’s model of cognitive therapy aimed at reducing the patient’s sense of current threat by identifying and modifying excessively negative appraisals of the trauma, elaborating the trauma memory and discriminating triggers of intrusive re-experiencing, and reducing the use of cognitive strategies and behaviors that maintain the problem.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes, 60 minutes for booster sessions","Weekly","12","plus optional monthly booster session for 3 months",,,,,,,,,"10.10 (3.26) regular sessions; 2.07 (1.46) booster sessions",,,,"Community",,,"1","0.5868",,"0.4132","Mixed","child other abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (traumatic death of others, not specified)","Low","Ehlers A, Hackmann A, Grey N, et al. A randomized controlled trial of 7-day intensive and standard weekly cognitive therapy for PTSD and emotion-focused supportive therapy. Am J Psychiatry. 2014 Mar;171(3):294-304. doi: 10.1176/appi.ajp.2013.13040552. PMID: 24480899.","41886","2019"
"ehlers2014_C","Psychotherapy","PTSD","PTSD",,"121","C","30",,"Emotion-focused supportive therapy","Supportive counseling","Therapy focused on patients’ emotional reactions rather than their cognitions; designed to provide a credible therapeutic alternative to control for nonspecific therapeutic factors","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes, 60 minutes for booster sessions","Weekly","12","plus optional monthly booster session for 3 months",,,,,,,,,"10.27 (3.21) regular sessions and 2.20 (1.32) booster sessions",,,,"Community",,,"1","0.5868",,"0.4132","Mixed","child other abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (traumatic death of others, not specified)","Low","Ehlers A, Hackmann A, Grey N, et al. A randomized controlled trial of 7-day intensive and standard weekly cognitive therapy for PTSD and emotion-focused supportive therapy. Am J Psychiatry. 2014 Mar;171(3):294-304. doi: 10.1176/appi.ajp.2013.13040552. PMID: 24480899.","41886","2019"
"ehlers2014_D","Psychotherapy","PTSD","Control",,"121","D","30",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"14",,,,,,,,,,,,,,"Community",,,"1","0.5868",,"0.4132","Mixed","child other abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (traumatic death of others, not specified)","Low","Ehlers A, Hackmann A, Grey N, et al. A randomized controlled trial of 7-day intensive and standard weekly cognitive therapy for PTSD and emotion-focused supportive therapy. Am J Psychiatry. 2014 Mar;171(3):294-304. doi: 10.1176/appi.ajp.2013.13040552. PMID: 24480899.","41886","2019"
"elbogen2019_A","Nonpharmacologic cognitive","PTSD","PTSD",,"112","A","57",,"Cognitive Applications for Life Management","Cognitive Applications for Life Management","Cognitive rehabilitation combining ""[goal management training], content-free cueing, and the n-back task, delivers these via a mobile device, and involves support o a family member or friend."" Three home visits by a clinical facilitator; mobile applications (""Mind Jogger"" for cueing, and ""IQ Boost"" for n-back task). Family member/friend attended home visits, were given goal management training educational materials, and instructed to provide support and encouragement to veteran participant.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person",,"Session length:
Home visits: 60 to 90 minutes
Cognitive and goal management training: NR","Home visits: every 2 months; Cognitive and goal management training: daily","24",,,,,,,,,,"Home visits: 2.73 (0.54)/3 (both arms combined);
Cognitive and goal management training, executive reviews: 188.60 (202.20);
Cognitive and goal management training, n-back application: 73.05 (84.15);",,,,"Veteran","0","1","0","0.098",,"0.902",,,"Medium","Elbogen EB, Dennis PA, Van Voorhees E,E., et al. Cognitive rehabilitation with mobile technology and social support for veterans with TBI and PTSD: a randomized clinical trial. J Head Trauma Rehabil. 2018. doi:http://dx.doi.org/10.1097/htr.0000000000000435. PMID: 30169439","51118","2020"
"elbogen2019_B","Nonpharmacologic cognitive","PTSD","Control",,"112","B","55",,"Control","Control","Psychoeducation on TBI and visual memory training using mobile device. Three home visits by a clinical facilitator; mobile application ""Unotan Memory"" for visual memory exercises. Family member/friend attended home visits, were given psychoeducational materials on TBI and brain functioning, and instructed to provide support and encouragement to veteran participant.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"Session length:
Home visits: 60 to 90 minutes
Visual memory training: NR","Home visits: every 2 months; Visual memory training: daily","24",,,,,,,,,,"Home visits: 2.73 (0.54) (both arms combined);
Visual memory training: 90.77 (57.27);",,,,"Veteran","0","1","0","0.098",,"0.902",,,"Medium","Elbogen EB, Dennis PA, Van Voorhees E,E., et al. Cognitive rehabilitation with mobile technology and social support for veterans with TBI and PTSD: a randomized clinical trial. J Head Trauma Rehabil. 2018. doi:http://dx.doi.org/10.1097/htr.0000000000000435. PMID: 30169439","51118","2020"
