"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"ONTARIO","323324","Roadside Stand","WHITES FARM MARKET LLC","CHARLES R & MARY WHITE","2180","RT 64,",,,"BLOOMFIELD","NY","14469","POINT (-77.47248 42.924814)"
"SUFFOLK","659914","Grocery Store","7 ELEVEN FOOD STORE #39794A","7 ELEVEN","1320","FIFTH AVE",,,"BAY SHORE","NY","11706","POINT (-73.262406 40.735312)"
"FRANKLIN","163468","Garden Center","TRACTOR SUPPLY COMPANY #1395","TRACTOR SUPPLY COMPANY","3184","STATE ROUTE 11",,,"MALONE","NY","12953","POINT (-74.331857 44.847175)"
"QUEENS","656869","Grocery Store","7 ELEVEN FOOD STORE #39222A","ABDELKHALEK, SAFWAT","34-17","NORTHERN BOULEVARD",,,"ASTORIA","NY","11106","POINT (-73.929716 40.752064)"
"PUTNAM","370510","Garden Center","TRACTOR SUPPLY COMPANY #1338","TRACTOR SUPPLY COMPANY","1253","STATE ROUTE 311",,,"PATTERSON","NY","12563","POINT (-73.593591 41.514784)"
"NEW YORK","606655","Drug Store","CVS PHARMACY # 2058","CVS ALBANY","158","BLEECKER STREET",,,"NEW YORK","NY","10012","POINT (-73.99988 40.728523)"
"WASHINGTON","536471","Grocery Store","PRICE CHOPPER #0157","PRICE CHOPPER OPERATING CO INC","8648","STATE ROUTE 22",,,"GRANVILLE","NY","12832","POINT (-73.26374 43.394047)"
"WAYNE","548013","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #66","KPH HEALTHCARE SERVICES INC","20","FORGHAM STREET",,,"LYONS","NY","14489","POINT (-76.996094 43.060297)"
"NASSAU","289951","Grocery Store","SHOPRITE #800","FOOD PARADE INC/JOHN GREENFIELD","444","WOODBURY RD",,,"PLAINVIEW","NY","11803","POINT (-73.499934 40.784973)"
"CHAUTAUQUA","64158","Grocery Store","TOPS #270","TOPS PT LLC","64","SOUTH ERIE ST",,,"MAYVILLE","NY","14757","POINT (-79.502973 42.25264)"
"LIVINGSTON","661781","Gas Station","DANSVILLE CORPORATION","SIMAYECT SINGH","100","CLARA BARTON",,,"DANSVILLE","NY","14437","POINT (-77.700856 42.553314)"
"NASSAU","280037","Grocery Store","KING KULLEN GROCERY CO INC #7","KING KULLEN GROCERY CO INC","1340","WANTAGH AVE",,,"WANTAGH","NY","11793","POINT (-73.508615 40.689924)"
"NASSAU","658950","Other","DOLLAR TREE #03490","DOLLAR TREE","1328","HICKSVILLE RD",,,"NORTH MASSAPEQUA","NY","11758","POINT (-73.478988 40.692908)"
"NASSAU","661541","Roadside Stand","JONAHS GARDEN LLC","JONAH AND AUISTIN RANGEL","12","CROYDON DRIVE",,,"BELLMORE","NY","11710","POINT (-73.539543 40.674256)"
"QUEENS","661914","Garden Center","FLORIST HILLS INC.","LOUIS ZUCCARELLO","68-19","WOODHAVEN BLVD",,,"FOREST HILLS","NY","11375","POINT (-73.860005 40.715022)"
"ERIE","659386","Other","PET SUPPLIES PLUS #0113","PSP STORES, LLC/ CHRISTOPHER ROWLAND","3984","SENECA ST",,,"WEST SENECA","NY","14224","POINT (-78.755255 42.830161)"
"ERIE","146239","Drug Store","CVS PHARMACY # 1227","CVS ALBANY LLC","520","LEE ENTRANCE",,,"AMHERST","NY","14228","POINT (-78.785891 43.003164)"
"MONROE","265948","Drug Store","CVS PHARMACY # 753","CVS ALBANY LLC","185","NORTH WINTON ROAD",,,"ROCHESTER","NY","14610","POINT (-77.553632 43.148476)"
"CHAUTAUQUA","660994","Roadside Stand","ANDY AND NANCY YODER","ANDY AND NANCY YODER","2051","ROUTE 62",,,"FREWSBURG","NY","14738","POINT (-79.121081 42.088972)"
"NASSAU","658728","Other","PETSMART INC #2438","DAVID K. LENHARDT","2410","MERRICK RD, UNIT 1","UNIT 1",,"BELLMORE","NY","11710","POINT (-73.53691 40.661544)"
"SUFFOLK","659404","Other","PET SUPPLIES PLUS #9033","PSP STORES, LLC/CHRISTOPHER ROWLAND","411","COMMACK RD",,,"DEER PARK","NY","11729","POINT (-73.312462 40.762418)"
"ONONDAGA","310965","Grocery Store","PRICE CHOPPER #0199","PRICE CHOPPER OPERATING CO INC","5701","EAST CIRCLE DRIVE",,,"CICERO","NY","13039","POINT (-76.122777 43.149135)"
"QUEENS","660013","Garden Center","M & A CONVENIENCE STORE","MOHAMED AYUBE","180-20","HILLSIDE AVENUE",,,"JAMAICA","NY","11432","POINT (-73.781897 40.713073)"
"BRONX","608605","Drug Store","RITE AID #3429","RITE AID OF NEW YORK INC","1540","GRAND CONCOURSE",,,"BRONX","NY","104578400","POINT (-73.912155 40.841984)"
"NASSAU","659407","Other","PET SUPPLIES PLUS #9038","PSP STORES, LLC/CHRISTOPHER ROWLAND","227","W MERRICK RD",,,"VALLEY STREAM","NY","11580","POINT (-73.705494 40.666965)"
"WESTCHESTER","660997","Grocery Store","WHOLE FOODS MARKET","ALBERT PERCIVAL","20","THE CROSSING",,,"CHAPPAQUA","NY","10514","POINT (-73.771999 41.203135)"
"WESTCHESTER","556536","Drug Store","CVS PHARMACY # 1959","CVS ALBANY LLC","4760","BOSTON POST ROAD",,,"PELHAM MANOR","NY","10803","POINT (-73.804865 40.896416)"
"ERIE","144323","Other","BIG LOTS #0391","BIG LOTS STORES INC","5165","BROADWAY","DEPEW PLAZA",,"DEPEW","NY","14043","POINT (-78.683493 42.901329)"
"ADDISON","661083","Other","CLOUD FARM INC","CAMERON MACKVALER","38","POND LANE","SUITE C",,"MIDDLEBURY","VT","5753","POINT (-73.171297 44.035133)"
"QUEENS","637084","Drug Store","CVS PHARMACY # 2442","CVS ALBANY LLC","271","BEACH 20TH STREET",,,"FAR ROCKAWAY","NY","11691","POINT (-73.754268 40.59726)"
"ERIE","298095","Landscaper","TITAN DEVELOPMENT INC","LENNI L DONNOVAN?","6865","WOLCOTTSVILLE RD",,,"AKRON","NY","14001","POINT (-78.518824 43.093578)"
"YATES","656768","Landscaper","RUTHERFORDS HOME AND LAWN CARE","RUTHERFORD, BRADLEY","4326","CHAMPLAIN RD",,,"PENN YAN","NY","14527","POINT (-77.190931 42.638335)"
"NASSAU","289953","Hardware Store","BELLMORE HOME CENTER INC","MICHAEL CASTELLO","2667","MERRICK ROAD",,,"BELLMORE","NY","11710","POINT (-73.526758 40.663384)"
"STEUBEN","658825","Other","DOLLAR TREE #00453","DOLLAR TREE","1000","STATE ROUTE 36",,,"HORNELL","NY","14843","POINT (-77.691232 42.381135)"
"WESTCHESTER","554897","Other","ANTONIO RECA","ANTONIO RECA","515","STANLEY AVE",,,"MAMARONECK","NY","10543","POINT (-73.741277 40.94813)"
"DUTCHESS","133088","Floral Shop","COUNTRY GARDENERS","SCASSO JOANN E","5","RAIL ROAD PLAZA","PO BOX D",,"MILLERTON","NY","12546","POINT (-73.512119 41.953558)"
"ONTARIO","660744","Dept. Store","TJ MAXX STORE #1494","TJ MAXX","80","COBBLESTONE COURT DRIVE",,,"VICTOR","NY","14564","POINT (-77.4385 43.030288)"
"CHEMUNG","76971","Hardware Store","LOWE'S HOME CTR #530","LOWES HOME CENTERS, LLC","913","COUNTY ROAD ROUTE 64",,,"ELMIRA (BIG FLATS)","NY","14903","POINT (-76.874592 42.154093)"
"SUFFOLK","657035","Hardware Store","DEER HILLS ACQUISTION CORP","DEER HILLS HARDWARE INC","770-14","GRAND BLVD",,,"DEER PARK","NY","11729","POINT (-73.312192 40.760711)"
"SUFFOLK","661040","Grocery Store","7 ELEVEN # 34216B","GREG COCHEO","9945","MAIN ROAD",,,"MATTITUCK","NY","11952","POINT (-72.538819 40.984486)"
"COLUMBIA","101275","Roadside Stand","GOLDEN HARVEST FARMS INC","ALAN J GROUT","3074","ROUTE 9",,,"VALATIE","NY","12184","POINT (-73.68686 42.437201)"
"SUFFOLK","661782","Grocery Store","7 ELEVEN STORE #38022A","HETAL PATEL","4525","SUNRISE HWY",,,"BOHEMIA","NY","11716","POINT (-73.118946 40.753797)"
"KINGS","659478","Grocery Store","WESTERN BEEF RETAIL INC","PETER CASTELLANA","994","MYRTLE AVENUE",,,"BROOKLYN","NY","11206","POINT (-73.941476 40.696273)"
"WYOMING","659449","Other","DOLLAR TREE #06320","DOLLAR TREE STORES, INC/GARY PHILBIN","461","NORTH MAIN STREET",,,"WARSAW","NY","14569","POINT (-78.130301 42.759897)"
"ESSEX","659194","Hardware Store","WARD LUMBER","SIDNEY J WARD 3","697","GLEN RD",,,"JAY","NY","12941","POINT (-73.724373 44.366183)"
"MONROE","659018","Other","BONANA BONANA","DOMENIC KEARNEY","280","N UNION ST",,,"ROCHESTER","NY","14609","POINT (-77.590739 43.166047)"
"ULSTER","517588","Dept. Store","WAL-MART #2504","WAL-MART STORES EAST LP","601","FRANK STOTTILE BOULEVARD",,,"KINGSTON","NY","12401","POINT (-73.985132 41.972613)"
"MONROE","661251","Dept. Store","BIG LOTS STORES - PNS, LLC  #4706","L MICHAEL WATTS","3710","CHILI AVENUE",,,"ROCHESTER","NY","14624","POINT (-77.791999 43.094199)"
"SUFFOLK","475148","Drug Store","CVS PHARMACY # 275","CVS ALBANY LLC","1565","ROUTE 112",,,"MEDFORD","NY","11763","POINT (-73.006994 40.794865)"
"SUFFOLK","472339","Grocery Store","KING KULLEN GROCERY CO INC #16","KING KULLEN GROCERY CO INC","600","NORTH WELLWOOD AVENUE",,,"LINDENHURST","NY","11757",
"ALBANY","18670","Grocery Store","PRICE CHOPPER #0028","PRICE CHOPPER OPERATING CO INC","2080","WESTERN AVE","20 MALL SHOPPING CENTER",,"GUILDERLAND","NY","12084","POINT (-73.891867 42.698573)"
"KINGS","661534","Other","BK PLANT FAM LLC","RAQUEL & MARLON GILL","590","EAST 34TH STREET",,,"BROOKLYN","NY","11203","POINT (-73.944761 40.642135)"
"NASSAU","660196","Grocery Store","7 ELEVEN FOOD STORE #37698A","7 ELEVEN STORES INC","2259","JERUSALEM AVE",,,"BELLMORE","NY","11710","POINT (-73.548753 40.690557)"
"KINGS","614573","Grocery Store","BOGOPA INC","BOGOPA SERVICE CORP","17-59","RIDGEWOOD PLACE",,,"BROOKLYN","NY","11237","POINT (-73.910373 40.697986)"
"SUFFOLK","660274","Landscaper","ANDERSON LANDSCAPES INC","PAUL ANDERSON","533","DEER PARK ROAD",,,"DIX HILLS","NY","11746","POINT (-73.342531 40.798408)"
"ERIE","148709","Drug Store","RITE AID #0565","RITE AID OF NEW YORK INC","452","MAIN STREET",,,"BUFFALO","NY","142023203","POINT (-78.874178 42.886283)"
"NIAGARA","661133","Garden Center","RUNNING SUPPLY INC","JEFF HAUKOM","5789","SOUTH TRANSIT ROAD",,,"LOCKPORT","NY","14094","POINT (-78.696899 43.144129)"
"KINGS","662029","Other","PAL'S PLANTS ETC LLC","LAURA MELILLO","417","OCEAN AVENUE","APT D4",,"BROOKLYN","NY","11226","POINT (-73.961485 40.652574)"
"CHAUTAUQUA","67599","Drug Store","CVS PHARMACY # 5075","CVS ALBANY LLC","117","E. MAIN ST",,,"WESTFIELD","NY","14787","POINT (-79.574157 42.324656)"
"QUEENS","657696","Landscaper","WESLEY ALLEN PETRE","WESLEY ALLEN PETRE","53-06","JUNCTION BLVD",,,"ELMHURST","NY","11373","POINT (-73.866949 40.739361)"
"BROOME","34866","Grocery Store","PRICE CHOPPER #0130","PRICE CHOPPER OPERATING CO INC","911","NORTH STREET",,,"ENDICOTT","NY","13760","POINT (-76.05205 42.104063)"
"NASSAU","657527","Grocery Store","7 ELEVEN FOOD STORE #32711B","RANJEEV KUMAR","964","MERRICK RD",,,"BALDWIN","NY","11510","POINT (-73.607062 40.651254)"
"NASSAU","286281","Drug Store","CVS PHARMACY # 1285","CVS ALBANY LLC","610","OLD COUNTRY ROAD",,,"WESTBURY","NY","11590","POINT (-73.573671 40.750604)"
"LIVINGSTON","243492","Grocery Store","JCW HOLDINGS INC","JEFF & CINDY WOLF","9045","ROUTE 406","PO BOX 726",,"NUNDA","NY","14517",
"ORANGE","333697","Drug Store","WALGREENS #10914","WALGREENS","82","N PLANK ROAD",,,"NEWBURGH","NY","12550","POINT (-74.033722 41.526417)"
"ERIE","147895","Grocery Store","TOPS #0224","TOPS MARKETS LLC","2351","MAPLE ROAD",,,"AMHERST","NY","14221","POINT (-78.700012 42.989291)"
"TIOGA","659573","Roadside Stand","COUNTRYSIDE PRODUCE","RUSSELL, DONALD","307","HARNICK ROAD",,,"APALACHIN","NY","13732","POINT (-76.137524 42.005309)"
"MONROE","261426","Drug Store","RITE AID #10845","ECKERD CORPORATION","6720","PITTSFORD-PALMYRA ROAD",,,"FAIRPORT","NY","14450","POINT (-77.441167 43.069175)"
"QUEENS","658787","Other","PETCO #3764","PETCO ANIMAL SUPPLIES STORES INC","25451","HORACE HARDING EXPRESSWAY",,,"LITTLE NECK","NY","11362","POINT (-73.726082 40.764119)"
"ONTARIO","321612","Garden Center","BRISTOLS FARM MARKET & GARDEN","STEPHEN A SANNA","7454","VICTOR-PITTSFORD RD",,,"VICTOR","NY","14564","POINT (-77.441446 43.004422)"
"SUFFOLK","657504","Dept. Store","BIG LOTS #5217","BIG LOTS STORES INC","5755","SUNRISE HIGHWAY",,,"HOLBROOK","NY","11741","POINT (-73.068801 40.768666)"
"TIOGA","662186","Landscaper","MORNING LIGHT LANDSCAPES","JULIE AND CHRISTOPHER MIX","3792","STATE ROUTE 434",,,"APALACHIN","NY","13732","POINT (-76.197215 42.082602)"
"KINGS","659177","Grocery Store","STOP & SHOP SPRMKT #2591","STOP & SHOP SUPERMARKET COMPANY LLC","2965","CROPSEY AVENUE",,,"BROOKLYN","NY","11214","POINT (-73.986097 40.582543)"
"NIAGARA","294519","Grocery Store","TOPS #0009","TOPS MARKETS LLC","1000","PORTAGE ROAD",,,"NIAGARA FALLS","NY","14301","POINT (-79.050959 43.099172)"
"CATTARAUGUS","48748","Drug Store","RITE AID #0868","RITE AID OF NEW YORK INC","9","BROAD STREET",,,"SALAMANCA","NY","147791551","POINT (-78.716505 42.155139)"
"ERIE","142987","Grocery Store","DASH MARKETS INC","JOSEPH DASH","1770","HERTEL AVENUE",,,"BUFFALO","NY","14216","POINT (-78.842618 42.947569)"
"BRONX","659438","Other","BOGOPA-WASHINGTON INC","SPENCER AN","445","E 163RD ST",,,"BRONX","NY","10451","POINT (-73.911246 40.824839)"
"WESTCHESTER","657011","Other","PETCO #787","PETCO ANIMAL SUPPLIES, INC.","324","N. CENTRAL AVENUE SOUTH",,,"HARTSDALE","NY","10530","POINT (-73.806423 41.01199)"
"WYOMING","568771","Hardware Store","PERRY LUMBER & HARDWARE","JUDY PHILLIPS","2","WASHINGTON BOULEVARD",,,"PERRY","NY","14530","POINT (-78.009932 42.713552)"
"ORANGE","657487","Drug Store","WALGREENS #12067","WALGREENS EASTERN CO INC","416","WINDSOR HWY",,,"NEW WINDSOR","NY","12553","POINT (-74.056805 41.455254)"
"ERIE","656865","Grocery Store","TOPS #050","TOPS MARKETS LLC","315","ORCHARD PARK ROAD",,,"BUFFALO","NY","14224","POINT (-78.788079 42.835525)"
"QUEENS","635855","Hardware Store","HOME DEPOT THE #1214","HOME DEPOT USA INC","131-35","AVERY AVENUE",,,"FLUSHING","NY","11355","POINT (-73.834866 40.752208)"
"STEUBEN","461596","Garden Center","ZEMAK GARDEN CENTER","ZEMAK KAREN L","6708","ROUTE 415 SOUTH",,,"BATH","NY","14810",
"CHAUTAUQUA","64244","Grocery Store","TOPS #754","TOPS PT LLC","20","CENTER ST",,,"FREWSBURG","NY","14738","POINT (-79.16137 42.053511)"
"QUEENS","634278","Hardware Store","PERSAUD HARDWARE STORE","PERSAUD OUDIT","123-15","LIBERTY AVENUE",,,"RICHMOND HILL","NY","11419","POINT (-73.820587 40.687632)"
"ERIE","148819","Drug Store","RITE AID #3838","RITE AID OF NEW YORK INC","40","WEST MAIN STREET",,,"SPRINGVILLE","NY","141411014","POINT (-78.668809 42.508713)"
"NASSAU","661995","Grocery Store","99 RANCH MARKET #606","ALICE AND JONSON CHEN","1500","OLD COUNTRY RD",,,"WESTBURY","NY","11590","POINT (-73.552343 40.756089)"
"NASSAU","658795","Other","LONG ISLAND PALMS & TROPICALS","SARINETTI, ROBERT","280","BROAD HOLLOW ROAD",,,"FARMINGDALE","NY","11735",
"CHENANGO","661978","Other","DOLLAR TREE #00993","DOLLAR TREE STORES","90","N BROAD STREET",,,"NORWICH","NY","13815","POINT (-75.524062 42.53459)"
"NEW YORK","628126","Floral Shop","PEONY CHINESE BONSAI INC","CHEUNG HONG LEE","106","WALKER STREET",,,"NEW YORK","NY","10013","POINT (-74.000456 40.717706)"
"DELAWARE","660509","Drug Store","WALGREENS #19432","WALGREEN EASTERN CO INC","5","LAKE ST.",,,"STAMFORD","NY","12167","POINT (-74.624493 42.410652)"
"ROCKLAND","397891","Hardware Store","HOME DEPOT THE #1261","HOME DEPOT USA INC","43","HUTTON AVENUE",,,"NANUET","NY","10954","POINT (-74.019547 41.102411)"
"NEW YORK","621291","Drug Store","WALGREENS #10135","WALGREEN EASTERN COMPANY INC","298","FIRST AVENUE",,,"NEW YORK","NY","100091850","POINT (-73.980872 40.733352)"
"MONROE","661655","Grocery Store","7 ELEVEN STORE #40255","RAWA S ANABI & SAM ANABI","265","MACEDON CENTER ROAD",,,"FAIRPORT","NY","14450","POINT (-77.424936 43.096544)"
"ERIE","658905","Other","DOLLAR TREE #01950","DOLLAR TREE","123","GREY ST",,,"EAST AURORA","NY","14052","POINT (-78.632636 42.765543)"
"NASSAU","288936","Grocery Store","7 ELEVEN FOOD STORE  #26606B","BHATTI AMRIT PAUL","4010","SUNRISE HIGHWAY",,,"SEAFORD","NY","117832636","POINT (-73.484393 40.674976)"
"MONROE","657721","Grocery Store","TOPS #55","TOPS MARKETS LLC/FRANK CURCI","211","N WINTON RD",,,"ROCHESTER","NY","14610","POINT (-77.552976 43.14968)"
"NEW YORK","660454","Grocery Store","LEXINGTON FRESH FARM INC","SALIM HEMNANI","802","LEXINGTON AVE",,,"NEW YORK","NY","10065","POINT (-73.966902 40.763987)"
"KINGS","659886","Grocery Store","DNY NATURAL LAND","YONG K. KIM","322","FLATBUSH AVE",,,"BROOKLYN","NY","11238","POINT (-73.972312 40.676977)"
"SUFFOLK","479827","Grocery Store","KING KULLEN GROCERY CO INC #47","KING KULLEN GROCERY CO INC","52","EAST MONTAUK HIGHWAY",,,"HAMPTON BAYS","NY","11946","POINT (-72.520377 40.879141)"
"HERKIMER","217426","Drug Store","CVS PHARMACY # 5027","CVS ALBANY LLC","625","EAST MAIN ST",,,"LITTLE FALLS","NY","13365","POINT (-74.856622 43.044401)"
"ALBANY","659870","Dept. Store","TJ MAXX STORE # 1449","TJX COMPANIES","161","WASHINGTON AVE",,,"ALBANY","NY","12205","POINT (-73.762478 42.656277)"
"MONROE","659635","Dept. Store","TJ MAXX STORE #1379","TJX COMPANIES INC","6528","FOURTH SECTION ROAD",,,"BROCKPORT","NY","14420","POINT (-77.944559 43.198361)"
"SUFFOLK","656826","Other","PETSMART INC #2105","PETSMART INC.","535","W. MONTAUK HWY",,,"WEST BABYLON","NY","11704","POINT (-73.341315 40.687614)"
"ONEIDA","300469","Drug Store","WALGREENS #9800","WALGREEN EASTERN COMPANY INC","1750","GENESEE STREET",,,"UTICA","NY","135025429","POINT (-75.258153 43.088164)"
"SUFFOLK","661515","Grocery Store","LUS LICENSING LLC DBA LIDL NORTHPORT","MARCO LANDOLT","560","LARKFIELD ROAD",,,"EAST NORTHPORT","NY","11731","POINT (-73.319176 40.858515)"
"RENSSELAER","383428","Dept. Store","WAL-MART #1940","WAL-MART STORES EAST LP","279","TROY ROAD",,,"RENSSELAER","NY","12144","POINT (-73.699343 42.641129)"
"SARATOGA","660511","Drug Store","WALGREENS #17722","WALGREEN EASTERN CO INC","90","WEST AVE.",,,"SARATOGA SPRINGS","NY","12866","POINT (-73.80381 43.079113)"
"WESTCHESTER","659986","Garden Center","DANACIO CORPORATION","DENNIS LUCENTE","1","ASKINS PLACE",,,"NEW ROCHELLE","NY","10801","POINT (-73.802842 40.925616)"
"RICHMOND","641397","Drug Store","WALGREENS #7321","WALGREEN EASTERN COMPANY INC","1227","FOREST AVENUE",,,"STATEN ISLAND","NY","103102416","POINT (-74.130678 40.626347)"
"WESTCHESTER","659274","Grocery Store","ACME #2411","DANIEL CROCE","100","TRIANGLE CENTER",,,"YORKTOWN HEIGHTS","NY","10598","POINT (-73.779234 41.277205)"
"COLUMBIA","106016","Roadside Stand","SCOTT & THERESA LLC","SCOTT DELAURENTIS","5498","ROUTE 9H",,,"HUDSON","NY","12534",
"DELAWARE","660016","Other","BABA'S EVERGREEN NURSERY","ROBERT POMPILIO","2211","SILVERLAKE RD",,,"HANCOCK","NY","13783","POINT (-75.35991 42.033212)"
"QUEENS","638660","Drug Store","RITE AID #4863","RITE AID OF NEW YORK INC","144-29","NORTHERN BOULEVARD",,,"FLUSHING","NY","113544230","POINT (-73.822328 40.764835)"
"ESSEX","657438","Garden Center","TRACTOR SUPPLY COMPANY #1537","JAMES F WRIGHT - CHAIMAN & CEO","9","COMMERCE DR",,,"TICONDEROGA","NY","12883","POINT (-73.445763 43.860498)"
"MADISON","659243","Other","DOLLAR TREE #06703","DOLLAR TREE STORES, INC/ GARY PHILBIN","1015","MADISON MARKETPLACE",,,"HAMILTON","NY","13346",
"BRONX","658197","Dept. Store","NATIONAL WHOLESALE LIQUIDATORS","NSC WHOLESALE HOLDINGS LLC","691","CO-OP BLVD",,,"BRONX","NY","10475",
"BRONX","660882","Drug Store","WALGREENS #17511","WALLGREEN EASTERN CO INC","925","SOUNDVIEW AVENUE",,,"BRONX","NY","10473","POINT (-73.86821 40.823375)"
"NASSAU","658681","Grocery Store","7 ELEVEN FOOD STORE #11181B","JAPNOUR INC","4350","MERRICK RD",,,"MASSAPEQUA","NY","11758","POINT (-73.473149 40.666657)"
"NASSAU","288881","Grocery Store","STOP & SHOP SPRMKT #559","STOP & SHOP SUPERMARKET CO LLC","530","WEST OLD COUNTY ROAD",,,"HICKSVILLE","NY","11801",
"ERIE","659741","Dept. Store","MARSHALLS STORE #854","MARSHALLS OF MA, INC","2383","MAPLE ROAD",,,"BUFFALO","NY","14221","POINT (-78.698783 42.989304)"
"QUEENS","661408","Grocery Store","7 ELEVEN FOOD STORE #35764B","WILLIAM HONG","60-31","METROPOLITAN AVENUE",,,"RIDGEWOOD","NY","11385","POINT (-73.90411 40.712832)"
"RICHMOND","660272","Garden Center","SAL & TONYS LANDSCAPING CORP","ANTONIO CICCOTTO","880","ANNADALE ROAD",,,"STATEN ISLAND","NY","10312","POINT (-74.177262 40.540302)"
"NEW YORK","657479","Drug Store","CVS PHARMACY # 2962","CVS ALBANY, LLC","300","PARK AVE SOUTH",,,"NEW YORK","NY","10010","POINT (-73.986816 40.739694)"
"QUEENS","656998","Landscaper","CITY LANDSCAPING INC","LAURENCE GO","10011","67TH RD",,,"FOREST HILLS","NY","11375","POINT (-73.853249 40.725774)"
"KINGS","658685","Grocery Store","7 ELEVEN FOOD STORE #36091A","MILAN & NILE CONVENIENCE CORP","547","CONEY ISLAND AVE",,,"BROOKLYN","NY","11218","POINT (-73.970079 40.643984)"
"WAYNE","542043","Other","WAL-MART #3842","WAL-MART STORES EAST LP","425","ROUTE 31",,,"MACEDON","NY","14502","POINT (-77.357736 43.064391)"
"OTSEGO","659096","Floral Shop","A ROSE IS A ROSE","JACQUELINE BROWN","17","MAIN STREET",,,"CHERRY VALLEY","NY","13320","POINT (-74.753133 42.796799)"
"NASSAU","660743","Dept. Store","TJ MAXX STORE #1478","TJ MAXX","300","PENINSULA BLVD",,,"HEMPSTEAD","NY","11550","POINT (-73.62422 40.704549)"
"SCHENECTADY","425462","Drug Store","CVS PHARMACY # 451","CVS ALBANY LLC","415","STATE STATE","WALLACE BUILDING",,"SCHENECTADY","NY","12305","POINT (-73.94216 42.813032)"
"PUTNAM","661683","Floral Shop","HESPERS","PHILLIP ANTHONY ACURIA","7","COLLIER DR W",,,"CARMEL","NY","10512","POINT (-73.684635 41.428885)"
"NASSAU","289961","Grocery Store","KING KULLEN GROCERY CO INC #52","KING KULLEN GROCERY CO INC","77","FOREST AVENUE",,,"GLEN COVE","NY","11542","POINT (-73.622039 40.873106)"
"ONEIDA","660119","Other","BYRNE DAIRY #25","SONBYRNE SALES INC","185","ORISKANY BLVD",,,"WHITESBORO","NY","13492","POINT (-75.296041 43.123762)"
"NASSAU","286684","Drug Store","CVS PHARMACY # 2073","CVS ALBANY LLC","944","MERRICK ROAD",,,"BALDWIN","NY","11510","POINT (-73.607008 40.651256)"
"SUFFOLK","659189","Grocery Store","STOP & SHOP SPRMKT #2576","STOP & SHOP SUPERMARKET COMPANY LLC","167","MAIN ST",,,"SOUTHAMPTON","NY","11968","POINT (-72.390827 40.888514)"
"SUFFOLK","658141","Grocery Store","DUTCH PETALS INC","GUILLEN, LUIS A","2044","MONTAUK HIGHWAY",,,"BRIDGEHAMPTON","NY","11932","POINT (-72.316863 40.932151)"
"WASHINGTON","537649","Drug Store","CVS PHARMACY # 5348","CVS ALBANY LLC","1169","ROUTE 29",,,"GREENWICH","NY","12834","POINT (-73.514442 43.101859)"
"NASSAU","287375","Drug Store","CVS PHARMACY # 3247","CVS ALBANY LLC","65","FOREST AVE",,,"GLEN COVE","NY","11542","POINT (-73.625135 40.871831)"
"NEW YORK","659527","Grocery Store","GRISTEDE'S # 034","NAMDOR INC/JOHN CATSIMATIDIS","907","8TH AVENUE",,,"NEW YORK","NY","10019","POINT (-73.983912 40.765314)"
"WESTCHESTER","658244","Landscaper","GOLD AND GREEN LANDSCAPING CORP","ALVAREZ MARTA","12","BUCKLEY AVE",,,"PORT CHESTER","NY","10573","POINT (-73.667073 41.004205)"
"MONROE","657007","Other","PETCO #282","PETCO ANIMAL SUPPLIES, INC.","2255","RIDGE ROAD EAST",,,"ROCHESTER","NY","14622","POINT (-77.557958 43.204197)"
"ONTARIO","660404","Landscaper","M. DEMARIA LANDSCAPING","MICHAEL B. DEMARIA","582","PRE-EMPTION ROAD",,,"GENEVA","NY","14456","POINT (-77.011209 42.874033)"
"JEFFERSON","658869","Other","DOLLAR TREE #01406","DOLLAR TREE","1283","ARSENAL STREET",,,"WATERTOWN","NY","13601","POINT (-75.947516 43.975905)"
"SUFFOLK","477369","Drug Store","CVS PHARMACY # 3105","CVS ALBANY LLC","9870","MAIN ROAD",,,"MATTITUCK","NY","11952","POINT (-72.538799 40.984503)"
"NEW YORK","659373","Drug Store","CVS PHARMACY # 10530","CVS ALBANY, LLC/THOMAS S. MOFFATT","475","6TH AVENUE",,,"NEW YORK","NY","10011","POINT (-73.997946 40.735839)"
"KINGS","660856","Drug Store","WALGREENS #19158","WALGREEN EASTERN CO INC","1419","NEWKIRK AVENUE",,,"BROOKLYN","NY","11226","POINT (-73.963435 40.635491)"
"NASSAU","289573","Grocery Store","TRADER JOES #555","TRADER JOES EAST INC","425","SOUTH OYSTER BAY ROAD",,,"PLAINVIEW","NY","11803","POINT (-73.502857 40.781618)"
"ONONDAGA","662112","Farm Supply","LAB HOLLOW FARMS","JUSTIN HEAVEY","1633","SWIFT RD",,,"FABIUS","NY","13063","POINT (-76.022555 42.848292)"
"ONONDAGA","660630","Drug Store","WALGREENS #19049","WALGREEN EASTERN CO INC","2616","BREWERTON RD.",,,"SYRACUSE","NY","13211","POINT (-76.145646 43.103796)"
"SUFFOLK","479367","Drug Store","RITE AID #10635","GENOVESE DRUG STORES, INC","577","LARKFIELD ROAD",,,"EAST NORTHPORT","NY","11731","POINT (-73.318491 40.856844)"
