"unitnumber","acquisitiondate","make","manufacturer","model","modelyear","statusdescription","categoryclassdesc","maintlocationname","ltd_fuelquantity","ltdusage1","meter1","class1description","usingdepartment","usingdescription","age","ltdcontributions","purchasecost","changedate"
"R205","2015-12-09T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E85","Car Shop","4048.75","37636","37636","ON","450-2297","Sanitation","5","30365.87","26540.7","2020-10-23T01:02:02.000"
"E255","2017-08-14T00:00:00.000","FORD","FORD","F250SD","2017","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","3355.11","29613","29907","ON","400-2343","Stormwater","3","12086.88","22638","2020-10-26T01:01:48.000"
"K742","2000-07-26T00:00:00.000","CASE","CASE","721C XR","2000","Reached end of economical life","LOADER, WHEEL, DIESEL","Specialty Equipment Shop","8265.62","5946","5946","OFF","190-2425","Parks and Recreation","20","206817","128809","2020-10-13T22:24:58.000"
"T20017","2020-07-22T00:00:00.000","STIHL","STIHL","TS420","2020","Active unit","SAW, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","0","0","853.16","2020-09-18T11:57:23.000"
"W287","2017-10-12T00:00:00.000","FORD","FORD","F250SD","2017","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","3578.98","15440","15668","ON","420-2117","Water Resources","3","15158.67","29093","2020-10-16T01:01:47.000"
"C297","2017-09-25T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2018","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","2307.19","19254","19368","ON","370-1553","Construction Services","3","11092.81","21468.33","2020-10-21T01:02:20.000"
"E445","2014-02-07T00:00:00.000","DODGE","DODGE","RAM 5500","2014","Reached end of economical life","TRUCK, AERIAL, 26-50 FT, DIESEL","Truck Shop","11742.73","81014","81014","ON","400-1281","Stormwater","6","117345","117345","2020-10-24T01:02:46.000"
"K605","2014-07-29T00:00:00.000","HONDA","HONDA","EU2000TIAI","2014","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2405","Parks and Recreation","6","0","919.96","2020-07-01T10:46:22.000"
"M418","2004-07-29T00:00:00.000","FORD","FORD","F550SD","2004","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","2628.75","64174","64174","ON","800-2521","Fleet Management","16","0","53321","2020-10-16T01:01:54.000"
"E362","2018-01-30T00:00:00.000","INTERNATNL","INTERNATNL","7500 SBA 6X4","2018","Active unit","TRUCK, DUMP, 12-14 CU YD, DIESEL","Specialty Equipment Shop","5911.78","29603","29603","ON","400-1313","Stormwater","2","58972.16","125868","2020-10-23T01:02:06.000"
"C154","2017-08-01T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","973.23","14657","14657","ON","110-1125","Codes Compliance","3","12651.69","18400","2020-10-21T01:02:27.000"
"E401A","2016-04-07T00:00:00.000","FLORIDA","FLORIDA","D50GS40GI","2016","Active unit","PUMP, CHEMICAL SPRAY, E10","Truck Shop","0","0","0","OFF","400-1333","Stormwater","4","8626.63","7374.47","2020-10-16T09:11:27.000"
"K952","2017-09-27T00:00:00.000","FORD","FORD","T350","2017","Active unit","VAN, 1 TON, 15 PASSENGER, E10","Car Shop","1245.25","10631","11092","ON","190-1573","Parks and Recreation","3","14467.47","30540","2020-10-18T01:01:52.000"
"T20013","2020-03-18T00:00:00.000","NORTHSTAR","NORTHSTAR","157595","2020","Active unit","WASHER, PRESSURE, TRAILER MOUNTED, E10","Specialty Equipment Shop","0","0","6","OFF","400-1325","Stormwater","0","0","8300","2020-07-09T15:50:19.000"
"E7640","2006-04-04T00:00:00.000","STIHL","STIHL","MS200T 16","2006","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","14","0","410.76","2020-06-30T15:06:46.000"
"H20003","2020-03-30T00:00:00.000","FORD","FORD","F550","2020","Active unit","TRUCK, CRANE, 0-25 FT, E10","Truck Shop","138.38","354","668","ON","420-2181","Water Resources","0","6610.8","75252.33","2020-10-16T01:02:21.000"
"R619","2006-05-31T00:00:00.000","AUTOCAR","AUTOCAR","EXPEDITOR","2006","Active unit","TRUCK, COMPACTOR, REAR LOAD, DIESEL","Sanitation Shop","54798.92","139677","139677","ON","450-2305","Sanitation","14","0","1","2020-10-24T01:02:26.000"
"R717","2015-11-13T00:00:00.000","CATERPILAR","CATERPILAR","950MT4","2016","Active unit","BACKHOE, LOADER, DIESEL","Sanitation Shop","24426.26","8568","8568","OFF","450-2305","Sanitation","5","0","268773","2020-10-23T08:45:47.000"
"R118","2018-10-24T00:00:00.000","FORD","FORD","ESCAPE","2018","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1036.31","16505","16505","ON","450-2265","Sanitation","2","6364.56","18900","2020-10-26T10:05:38.000"
"U20002","2020-02-26T00:00:00.000","HUSQVARNA","HUSQVARNA","FS413","2020","Active unit","SAW, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","0","0","2747.68","2020-07-27T11:50:10.000"
"N125","2015-12-30T00:00:00.000","FORD","FORD","ESCAPE","2016","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","4896.76","66126","66126","ON","350-2021","Billing and Collections","5","22439.71","19136","2020-10-23T08:39:20.000"
"F7306","2003-06-25T00:00:00.000","STIHL","STIHL","HT75","2003","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","17","0","418.95","2020-06-30T16:17:23.000"
"R7501","2015-04-28T00:00:00.000","STIHL","STIHL","FS240","2015","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","5","0","0","2020-06-26T15:07:13.000"
"C295","2017-09-20T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2018","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","2141.95","26918","27031","ON","370-1553","Construction Services","3","11113.09","21468.33","2020-10-21T01:01:36.000"
"W296","2019-05-13T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","1927.58","15777","15777","ON","420-2145","Water Resources","1","7197.92","30726","2020-10-26T09:19:43.000"
"R618","1994-08-01T00:00:00.000","AUTOCAR","AUTOCAR","EXPEDITOR","2006","Active unit","TRUCK, COMPACTOR, REAR LOAD, DIESEL","Sanitation Shop","51775.58","119980","119980","ON","450-2245","Sanitation","26","0","1","2020-10-22T09:35:31.000"
"K623","1999-12-08T00:00:00.000","HONDA","HONDA","EM2500XK1A","2000","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1585","Parks and Recreation","21","0","975","2020-07-01T10:59:53.000"
"W805","2014-07-25T00:00:00.000","FELLING","FELLING","FT-3 COIL","2014","Active unit","TRAILER, CABLE TRANSPORT","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","6","11884.72","11884.72","2020-06-25T08:59:17.000"
"SW296","2004-03-24T00:00:00.000","FORD","FORD","F250SD","2004","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","9164.32","90458","90458","ON","400-2343","Stormwater","16","15720","15720","2020-10-16T14:40:27.000"
"N723","2016-06-06T00:00:00.000","WESTWRDIND","WESTWRDIND","GO-4","2016","Active unit","MOTORIZED CART, 1-2 PASSENGER, E10","Car Shop","1653.87","25896","25896","ON","281-1957","Transportation","4","28978.09","29110.23","2020-10-26T01:02:03.000"
"K20013","2020-06-05T00:00:00.000","STIHL","STIHL","BG86","2020","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","0","0","197.46","2020-07-01T10:38:27.000"
"K956","2017-10-09T00:00:00.000","FORD","FORD","T350","2017","Active unit","VAN, 1 TON, 15 PASSENGER, E10","Car Shop","1881.79","22714","22714","ON","190-1573","Parks and Recreation","3","14092.44","30540","2020-10-21T01:02:27.000"
"R6589","2019-05-30T00:00:00.000","PETERBILT","PETERBILT","520","2020","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","14819","15514","ON","450-2281","Sanitation","1","0","320658","2020-10-21T22:29:00.000"
"K6635","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","1030","1031","OFF","190-2373","Parks and Recreation","4","14398.26","11064","2020-10-16T11:23:26.000"
"E837","2019-07-24T00:00:00.000","MAGICTILT","MAGICTILT","17'","2019","Active unit","TRAILER, BOAT TRANSPORT","Specialty Equipment Shop","0","0","0","OFF","400-1333","Stormwater","1","0","799","2020-06-30T16:04:33.000"
"E7834","2018-06-28T00:00:00.000","WEN","WEN","56200I","2018","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1281","Stormwater","2","0","454.18","2020-06-30T15:45:50.000"
"W7345","2013-09-04T00:00:00.000","STIHL","STIHL","TS420","2013","Active unit","SAW, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","7","0","853.16","2020-07-06T14:34:33.000"
"W270","2019-05-17T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","1249.39","6683","6904","ON","420-2117","Water Resources","1","14755.6","30726","2020-10-25T01:01:46.000"
"W6717","2007-12-17T00:00:00.000","BALDOR","BALDOR","TS35T","2007","Active unit","GENERATOR, TRAILER-MOUNT, DIESEL","Specialty Equipment Shop","10","134","134","OFF","420-2205","Water Resources","13","0","23494","2020-10-15T10:15:54.000"
"B19009","2019-09-20T00:00:00.000","KIA","KIA","NIRO HYBRID","2019","Active unit","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","164.99","3687","3687","ON","110-1125","Codes Compliance","1","7866.32","23827.33","2020-10-22T09:10:51.000"
"K277","2016-09-22T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","3743.29","37887","38008","ON","190-2469","Parks and Recreation","4","31401.9","28230.95","2020-10-20T01:01:47.000"
"A8100","2011-05-11T00:00:00.000","TORO","TORO","22198","2011","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","282-1877","Enterprise","9","2222.22","1111.11","2020-03-05T11:00:33.000"
"E7508","2004-12-15T00:00:00.000","STIHL","STIHL","FS250","2005","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","16","0","339.66","2020-06-30T14:48:37.000"
"R201","2012-08-23T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","9072.45","72474","72474","ON","450-2313","Sanitation","8","24674.7","24674.7","2020-10-20T01:02:00.000"
"E8421","2014-09-17T00:00:00.000","JOHNDEERE","JOHNDEERE","310SK","2014","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","5752.04","3658","3658","OFF","400-1265","Stormwater","6","88870.92","91537.25","2020-10-26T09:19:42.000"
"R7127","2018-01-30T00:00:00.000","CATERPILAR","CATERPILAR","416F","2017","Active unit","BACKHOE, LOADER, DIESEL","Sanitation Shop","3292.78","2250","2250","OFF","450-2265","Sanitation","2","0","0","2020-10-26T08:41:14.000"
"E8300","2012-09-21T00:00:00.000","JOHNDEERE","JOHNDEERE","310SK","2013","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","14402.54","7855","7855","OFF","400-1313","Stormwater","8","86192.64","86193.55","2020-10-26T09:19:41.000"
"Y05005","2005-06-01T00:00:00.000","KONI","STERTIL-KONI","ST-1072","2005","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","15","0","0","2020-08-17T10:15:34.000"
"F137","2017-09-19T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1044.2","10582","10582","ON","150-1493","Fire Rescue","3","8584.15","18400","2020-10-16T15:27:09.000"
"R4228","2019-01-11T00:00:00.000","KENWORTH","KENWORTH","T440","2019","Active unit","TRUCK, DUMP, BOOM LOADER, CNG","Sanitation Shop","0","14029","14250","ON","450-2305","Sanitation","1","0","213690","2020-10-23T10:09:57.000"
"R550","2005-06-06T00:00:00.000","IMPERIAL","IMPERIAL","UT616TA","2005","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","15","0","2675","2020-06-01T13:53:31.000"
"R102","2013-04-16T00:00:00.000","FORD","FORD","ESCAPE","2013","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2055.15","33404","33404","ON","450-2293","Sanitation","7","23446.9","18617","2020-10-21T08:56:44.000"
"M216","2008-12-01T00:00:00.000","FORD","FORD","F250SD","2008","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","7434.28","91070","91070","ON","800-2521","Fleet Management","12","16834","16834","2020-10-23T01:01:58.000"
"F19002","2019-12-24T00:00:00.000","PETERBILT","PETERBILT","220","2019","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","4058.67","12396","12396","ON","400-1325","Stormwater","1","30415.68","256111","2020-10-26T01:02:00.000"
"W7204","2012-07-11T00:00:00.000","STIHL","STIHL","FC90","2012","Active unit","EDGER, GRASS, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2181","Water Resources","8","0","276.46","2020-07-06T14:14:47.000"
"W7237","2012-07-31T00:00:00.000","STIHL","STIHL","FS250R","2012","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2081","Water Resources","8","0","434.46","2020-07-06T14:24:39.000"
"W482","2015-04-09T00:00:00.000","FORD","FORD","F550SD","2015","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","4905.73","45219","45219","ON","420-2205","Water Resources","5","71588.41","72571","2020-10-21T01:02:34.000"
"C160","2017-08-15T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1949.06","20905","20905","ON","110-1125","Codes Compliance","3","11130.78","18400","2020-10-21T01:02:19.000"
"E8501","2015-07-20T00:00:00.000","JOHNDEERE","JOHNDEERE","310SL","2015","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","3084.51","2396","2396","OFF","400-1313","Stormwater","5","95456.44","91911","2020-10-21T15:12:22.000"
"R7814","2018-04-27T00:00:00.000","STIHL","STIHL","BG86Z","2018","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","197.46","2020-06-26T15:11:15.000"
"W138","2017-08-23T00:00:00.000","FORD","FORD","EXPLORER","2017","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","1407.35","20599","20728","ON","420-2145","Water Resources","3","13008.49","24439","2020-10-22T01:02:52.000"
"K937","2007-07-12T00:00:00.000","FORD","FORD","E250","2007","Reached end of economical life","VAN, 3/4 TON, CARGO, E10","Car Shop","9139.98","83046","83046","ON","190-1597","Parks and Recreation","13","17962","17962","2020-10-15T07:42:43.000"
"E728","2016-09-14T00:00:00.000","BOMAG","BOMAG","BW90AD-5","2016","Active unit","ROLLER, VIBRATING, DIESEL","Specialty Equipment Shop","219.31","990","990","OFF","400-1265","Stormwater","4","31595.87","31550","2020-10-23T01:01:39.000"
"S6004","2016-06-10T00:00:00.000","EZGO","EZGO","ST400E","2010","Reached end of economical life","GOLF CART, 1-2 PASSENGER","Specialty Equipment Shop","0","0","1676","OFF","800-2521","Fleet Management","4","0","0","2020-03-19T14:36:49.000"
"R880S","2006-06-20T00:00:00.000","AUTOCAR","AUTOCAR","EXPEDITOR","2006","Active unit","TRUCK, CONTAINER, ROLL OFF, DIESEL","Sanitation Shop","105152.37","356360","356360","ON","450-2273","Sanitation","14","0","1","2020-10-22T01:02:32.000"
"E324","2004-08-25T00:00:00.000","FORD","FORD","F750","2005","Active unit","TRUCK, DUMP, 3-5 CU YD, DIESEL","Truck Shop","9272.48","60310","60310","ON","400-1313","Stormwater","16","48214","48214","2020-10-23T01:01:44.000"
"E826","2011-09-02T00:00:00.000","TEXTR","TEXTR","LM62010","2011","Active unit","TRAILER, UTILITY, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","9","4587","4587","2020-08-19T10:23:13.000"
"FE18008","2018-12-07T00:00:00.000","KONI","STERTIL-KONI","ST-1085","2019","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","2","1057.79","10192.97","2020-07-28T12:17:01.000"
"R6536","2017-04-04T00:00:00.000","PETERBILT","PETERBILT","520","2017","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","52979","53638","ON","450-2281","Sanitation","3","0","0","2020-10-21T15:27:18.000"
"F142","2018-09-21T00:00:00.000","FORD","FORD","ESCAPE","2018","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1185.33","15772","15772","ON","150-1493","Fire Rescue","2","7715.93","18900","2020-10-22T01:02:43.000"
"K310","2014-02-13T00:00:00.000","FORD","FORD","F550","2014","Active unit","TRUCK, DUMP, 1-2 CU YD, CREW CAB, DIESEL","Truck Shop","8117.55","67026","67259","ON","190-2365","Parks and Recreation","6","52817.03","47267","2020-10-22T09:10:58.000"
"Y1","2014-05-02T00:00:00.000","SMART","SMART","SMART COUPE","2014","Active unit","AUTO, COMPACT, 2DR, HYBRID","Car Shop","1557.8","16271","16271","ON","281-1289","Transportation","6","12332.41","12174","2020-10-21T15:21:46.000"
"E7835","2018-06-29T00:00:00.000","WEN","WEN","56200I","2018","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1281","Stormwater","2","0","454.18","2020-06-30T15:46:30.000"
"E833","2012-09-21T00:00:00.000","DIXIE","DIXIE","6X12","2012","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","400-1273","Stormwater","8","2550","2550","2020-03-24T07:42:15.000"
"R6287","2018-03-30T00:00:00.000","PETERBILT","PETERBILT","520","2018","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","29558","30189","ON","450-2281","Sanitation","2","0","0","2020-10-22T19:07:03.000"
"E408","2012-07-27T00:00:00.000","KENWORTH","KENWORTH","T440","2013","Reached end of economical life","TRUCK, RODDER, VACUUM JET, DIESEL","Truck Shop","26256.77","107947","107947","ON","400-1297","Stormwater","8","347010.66","314813.93","2020-10-22T01:02:03.000"
"W7837","2018-05-11T00:00:00.000","WACKER","WACKER","WP1550AW","2018","Active unit","COMPACTOR, ASPHALT, E10","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","2","1242.56","1809.6","2020-06-10T13:34:02.000"
"C805","2014-01-14T00:00:00.000","ALUM SLIDE","ALUM SLIDE","TASO215000","2014","Active unit","TRAILER, BOAT TRANSPORT","Specialty Equipment Shop","0","0","0","OFF","282-1885","Enterprise","6","2400","2400","2020-03-23T15:39:58.000"
"E7848","2018-05-02T00:00:00.000","STIHL","STIHL","FS91R","2018","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","2","0","268.56","2020-06-30T15:53:09.000"
"K7568","2015-09-09T00:00:00.000","WACKER","WACKER","CT 36-5A","2015","Active unit","FINISHER, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2471","Parks and Recreation","5","2403.79","2076.48","2020-10-15T07:11:54.000"
"R7724","1997-08-29T00:00:00.000","ECHO","ECHO","PB210","1996","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","110-1125","Codes Compliance","23","0","215","2020-03-29T15:13:07.000"
"E215","2011-09-08T00:00:00.000","FORD","FORD","RANGER","2011","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","5030.07","67736","67736","ON","130-1353","Engineering","9","21740","16540","2020-10-22T07:59:07.000"
"K220","2014-08-07T00:00:00.000","FORD","FORD","F250SD","2015","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","5729.65","51809","51809","ON","190-2437","Parks and Recreation","6","25922","25922","2020-10-17T01:02:24.000"
"R4166","2017-03-29T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2017","Active unit","TRUCK, COMPACTOR, REAR LOAD, CNG","Sanitation Shop","0","51123","51123","ON","450-2297","Sanitation","3","0","0","2020-10-02T20:20:28.000"
"E501","2001-05-24T00:00:00.000","CROSLEY","CROSLEY","8.5X25 20TON","2001","Active unit","TRAILER, FLAT BED, TRI AXLE","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","19","12070","14200","2020-03-25T11:14:53.000"
"K402","2014-03-05T00:00:00.000","INTERNATNL","INTERNATNL","4300","2014","Active unit","TRUCK, TANKER, WATER, NON-POTABLE, DIESEL","Specialty Equipment Shop","7731.38","33370","33370","ON","190-2381","Parks and Recreation","6","102272.82","125874","2020-10-24T01:01:50.000"
"K604","2013-10-01T00:00:00.000","HONDA","HONDA","EU2000IAN1","2014","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1597","Parks and Recreation","7","0","0","2020-07-01T10:43:04.000"
"R7831","2018-04-27T00:00:00.000","STIHL","STIHL","FS240R","2018","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","473.96","2020-09-28T08:38:29.000"
"W915","2018-09-28T00:00:00.000","FORD","FORD","TRAN CONNECT","2019","Active unit","VAN, 1/4 TON, CARGO, E10","Car Shop","918.94","14957","15172","ON","420-2077","Water Resources","2","7659.36","21797","2020-10-17T01:02:21.000"
"E8411","2014-06-27T00:00:00.000","JOHNDEERE","JOHNDEERE","1445","2014","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","670.98","865","865","OFF","400-1321","Stormwater","6","26519.04","24378.74","2020-10-21T15:10:11.000"
"Y811","1999-04-14T00:00:00.000","VERMAC","VERMAC","UNKNOWN","1998","Active unit","TRAILER, MESSAGE BOARD","Specialty Equipment Shop","0","0","0","OFF","281-1289","Transportation","21","0","18000","2020-03-24T09:09:39.000"
"E458A","2018-03-02T00:00:00.000","ELGIN","ELGIN","CROSSWIND","2018","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","0","1858","1858","ON","400-1325","Stormwater","2","12422.7","24969","2020-10-21T08:13:41.000"
"W273","2014-09-08T00:00:00.000","FORD","FORD","F250SD","2015","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","7342.53","45167","45167","ON","420-2117","Water Resources","6","25829.25","25922","2020-10-23T01:01:45.000"
"E451","2015-04-08T00:00:00.000","INTERNATNL","INTERNATNL","4300","2015","Active unit","TRUCK, ASPHALT PATCHING, CREW CAB, DIESEL","Specialty Equipment Shop","8276.34","38531","38531","ON","400-1265","Stormwater","5","176591.26","158286","2020-10-24T01:01:43.000"
"W873","2001-07-25T00:00:00.000","THOMPSON","THOMPSON","6V-DDRT-4","2001","Active unit","PUMP, TRASH, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","248.94","4878","4878","OFF","420-2117","Water Resources","19","13428","15798","2020-08-20T14:25:46.000"
"K7310","2012-12-10T00:00:00.000","RIDGID","RIDGID","RD80701","2013","Active unit","WASHER, PRESSURE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1597","Parks and Recreation","8","0","0","2020-10-02T15:27:07.000"
"K8342","2013-12-04T00:00:00.000","JOHNDEERE","JOHNDEERE","5075M","2013","Active unit","TRACTOR, FARM, DIESEL","Specialty Equipment Shop","261.3","3250","3250","OFF","190-2471","Parks and Recreation","7","34279.28","35143.26","2020-10-22T09:22:07.000"
"E7412","2014-08-07T00:00:00.000","STIHL","STIHL","BG86","2014","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1317","Stormwater","6","0","197.46","2020-06-30T14:39:31.000"
"S305","1999-08-06T00:00:00.000","FORD","FORD","F550SD","1999","Reached end of economical life","TRUCK, DUMP, 1-2 CU YD, DIESEL","Truck Shop","9123.05","144604","144604","ON","400-2343","Stormwater","21","0","30858","2020-10-22T01:02:02.000"
"Y02001","2002-06-01T00:00:00.000","KONI","STERTIL-KONI","ST-1072","2002","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","18","0","0","2020-08-17T13:34:27.000"
"E7709","2016-12-19T00:00:00.000","BUFTU","BUFTU","CYCLONE 8000","2017","Active unit","BLOWER, PULL-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","4","3162.25","4995","2020-08-20T10:33:02.000"
"E8608","2015-11-12T00:00:00.000","TORO","TORO","30461/7200","2016","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","208.5","1054","1054","OFF","400-2343","Stormwater","5","22171.66","17970.92","2020-10-26T11:11:34.000"
"K844","2018-07-02T00:00:00.000","TOWMASTER","TOWMASTER","T12DB","2018","Active unit","TRAILER, UTILITY, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","190-2421","Parks and Recreation","2","2955.42","11653","2020-10-21T09:42:16.000"
"K913","2015-12-29T00:00:00.000","FORD","FORD","T250","2016","Active unit","VAN, 3/4 TON, CARGO, E85","Car Shop","3520.04","55516","55516","ON","200-1139","Parks and Recreation","5","25284.05","21413","2020-10-24T01:01:51.000"
"E443","2012-06-15T00:00:00.000","AUTOCAR","AUTOCAR","ACX42","2012","Active unit","TRUCK, TRAFFIC LINE MARKER, DIESEL","Truck Shop","2799.6","7867","7867","ON","400-1277","Stormwater","8","298378.47","319768","2020-10-23T01:01:47.000"
"E320","2003-07-01T00:00:00.000","INTERNATNL","INTERNATNL","7600 SBA 6X4","2003","Reached end of economical life","TRUCK, DUMP, 12-14 CU YD, DIESEL","Specialty Equipment Shop","24795.95","5430","5430","ON","400-1313","Stormwater","17","82115","82115","2020-09-16T08:28:15.000"
"E325","2016-04-29T00:00:00.000","FORD","FORD","F550SD","2016","Active unit","TRUCK, DUMP, 1-2 CU YD, CREW CAB, DIESEL","Truck Shop","5651.31","36389","36389","ON","400-2343","Stormwater","4","40853.46","50085","2020-10-24T01:02:14.000"
"K615","1999-12-08T00:00:00.000","HONDA","HONDA","EM2500XK1A","2000","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","282-1817","Enterprise","21","0","975","2020-07-01T10:51:53.000"
"E848","2019-08-12T00:00:00.000","TEXTR","TEXTR","LM62010","2019","Active unit","TRAILER, UTILITY, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","1","1306.24","7614.85","2020-10-15T07:00:11.000"
